ID,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKDEM,BREAKDEM2,CADPRS08,CALL,CDNUM,CHIEFDST,COLLEDUC,DPRS08,DPRS08ST,EDUC,GAY,GENDISS,GENDISS2,GEOCODE,GETAHEAD,HSEDUC,INC100K,INC50K,INCOME07,ISSIA08D,LATINO,LATINOS,MARRIED,NEC,NEC2,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,REGION,REL5,RELIGN8,RELWHITE,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWED,SEXWHITE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TIME3D,TIME3DAB,TIMEPR,TIMEPRAB,TIMEWK,TIMEWKAB,UNFAIRSC,UNFRCLIN,UNFROBAM,UNION4,UNIONHH,UNIONMEM,UNIONVOT,UNITEST,VERSION,WHITEREL,WOMENWED,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1102687.0,60+,60+,50-64,60-64,Non black 60+,All other,More than once a week,More than once a week/Once a week,All others,Complete,,,3.0,,7.0,3.0,1.0,8.0,3.0,Some college or associate degree,No,3.0,2.0,4.0,2.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",3.0,No,No,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,All other,Democrat,Liberal,2.0,,4.0,American Indian,State questionnaire,Other,3.0,2.0,West,Something else,Something else,9.0,2.0,2.0,1.0,Female,Non black female,All other races,Non white female,Non-married women,Non white,"Cities 50,000-500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Non-white,2.0,3.0,4.0,5.0,7.0,13.0,17-64,Suburb,Urban,Urban Core,Upscale,94591.0,0.650835275650024
1102966.0,60+,60+,65+,75 or over,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,,,1.0,,6.0,1.0,1.0,2.0,1.0,High school graduate,No,2.0,1.0,4.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,No,No,No,Good,Excellent/Good,65+,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,,2.0,White,State questionnaire,White,2.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,"Cities 50,000-500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,9.0,4.0,65+,Low Density Rural,Urban,Urban Core,Upscale,94952.0,0.719890296459198
1102953.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,,,1.0,,6.0,1.0,2.0,2.0,1.0,College graduate,,3.0,2.0,4.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,No,No,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Catholic,Catholic,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Non-married men,White male,Suburbs,Suburbs,English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,"Yes, I do",Yes,I am,Yes,3.0,Version 1,Catholic,2.0,2.0,2.0,3.0,3.0,2.0,17-64,High Density Urban,70s Suburbs,Urban Perimeter,Upscale,94928.0,1.30123817920685
1102873.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,Never,Never,All others,Complete,,,1.0,,6.0,1.0,1.0,2.0,1.0,Some college or associate degree,No,2.0,1.0,4.0,3.0,2.0,100k or more,50k or more,"$100,000-$149,999",2.0,No,No,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,,3.0,White,State questionnaire,White,2.0,1.0,West,None,None,5.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,Suburbs,Suburbs,English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,None,2.0,1.0,1.0,1.0,1.0,1.0,17-64,High Density Urban,70s Suburbs,Urban Perimeter,Upscale,94928.0,2.0806040763855
1102925.0,60+,60+,50-64,60-64,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,,,1.0,,6.0,9.0,1.0,2.0,1.0,Some college or associate degree,No,3.0,2.0,4.0,3.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,No,No,Yes,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,,4.0,White,State questionnaire,White,3.0,2.0,West,Catholic,Catholic,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Catholic,2.0,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Very upscale,95472.0,1.6400945186615
1102854.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,,,1.0,,6.0,1.0,2.0,2.0,1.0,College graduate,No,3.0,2.0,4.0,3.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,No,No,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,,2.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Non-married men,White male,"Cities 50,000-500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,Urban,Urban Core,Very upscale,95409.0,2.94333815574646
1102846.0,30-59,45-59,50-64,50-59,Non black 45-59,All other,Never,Never,All others,Complete,,,1.0,,16.0,1.0,1.0,2.0,1.0,High school graduate,,1.0,1.0,3.0,9.0,1.0,,,,3.0,No,No,Yes,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,All other,Democrat,Liberal,2.0,,4.0,Asian,State questionnaire,Asian,3.0,2.0,West,None,None,9.0,1.0,3.0,1.0,Female,Non black female,All other races,Non white female,Married women,Non white,"Cities over 500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Non-white,1.0,3.0,3.0,5.0,6.0,13.0,17-64,Suburb,Urban,Urban Core,Very upscale,95120.0,5.49517202377319
1102768.0,60+,60+,65+,75 or over,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,,,2.0,,16.0,2.0,2.0,4.0,2.0,College graduate,No,3.0,2.0,3.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,No,No,Yes,Poor,Not so good/Poor,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Catholic,Catholic,2.0,2.0,4.0,2.0,Male,Non black male,White men,White male,Married men,White male,"Cities over 500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,2.0,Version 1,Catholic,2.0,4.0,4.0,6.0,9.0,4.0,65+,Extremely High Density Urban,Urban,Urban Core,Very upscale,95118.0,3.87726330757141
1102944.0,60+,60+,65+,65-74,Non black 60+,Latino 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,,,3.0,,16.0,3.0,1.0,8.0,3.0,High school graduate,No,3.0,2.0,3.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,Yes,Yes,No,Poor,Not so good/Poor,65+,Democrat,Non black Democrat,Latino Democrats,Democrat,Moderate,3.0,,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,West,Catholic,Catholic,9.0,2.0,2.0,1.0,Female,Non black female,Latino women,Non white female,Non-married women,Non white,"Cities over 500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Non-white,2.0,4.0,4.0,6.0,8.0,12.0,65+,High Density Urban,Urban,Urban Core,Very upscale,95148.0,1.42886388301849
1102913.0,30-59,45-59,50-64,50-59,Non black 45-59,All other,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,,,3.0,,16.0,9.0,1.0,8.0,3.0,Some college or associate degree,No,3.0,2.0,3.0,2.0,2.0,,,,2.0,No,No,Yes,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,All other,Democrat,Conservative,4.0,,2.0,Other,State questionnaire,Other,3.0,2.0,West,Catholic,Catholic,9.0,1.0,3.0,1.0,Male,Non black male,All other races,Non white male,Married men,Non white,"Cities over 500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Non-white,2.0,3.0,3.0,5.0,6.0,13.0,17-64,High Density Urban,Urban,Urban Core,Very upscale,95123.0,0.59931892156601
1103000.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,All others,Complete,,,3.0,,16.0,3.0,2.0,8.0,3.0,College graduate,No,3.0,2.0,3.0,3.0,2.0,Less than 100k,Less than 50k,"Under $15,000",1.0,No,No,Yes,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Jewish,Jewish,3.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,"Cities over 500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,"Yes, I do",Yes,I am,Yes,3.0,Version 1,Jewish,2.0,3.0,3.0,5.0,6.0,3.0,17-64,Extremely High Density Urban,Urban,Urban Core,Upscale,95111.0,2.24680638313293
1103034.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,Never,Never,All others,Complete,,,3.0,,15.0,3.0,2.0,8.0,3.0,College graduate,No,3.0,2.0,3.0,2.0,2.0,,,,2.0,No,No,Yes,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,,1.0,White,State questionnaire,White,3.0,2.0,West,None,None,5.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,"Cities 50,000-500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,None,2.0,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,Urban,Urban Core,Very upscale,95035.0,2.59303689002991
1102991.0,60+,60+,50-64,60-64,Non black 60+,Latino 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,,,1.0,,15.0,1.0,2.0,2.0,1.0,College graduate,No,3.0,2.0,3.0,3.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,Yes,Yes,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,Latino Democrats,Democrat,Conservative,5.0,,3.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,West,Catholic,Catholic,9.0,1.0,1.0,2.0,Female,Non black female,Latino women,Non white female,Non-married women,Non white,"Cities 50,000-500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Non-white,2.0,3.0,4.0,5.0,7.0,12.0,17-64,Suburb,Urban,Urban Core,Very upscale,95035.0,1.28326117992401
1103023.0,60+,60+,50-64,60-64,Non black 60+,White 60+,A few times a month,A few times a month/A few times a year,All others,Complete,,,1.0,,14.0,1.0,2.0,2.0,1.0,Postgraduate study,No,3.0,2.0,3.0,2.0,2.0,,,,2.0,No,No,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,,4.0,White,State questionnaire,White,3.0,2.0,West,None,None,5.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Non-married men,White male,"Cities 50,000-500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,None,2.0,3.0,4.0,5.0,7.0,4.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,94087.0,1.07559943199158
1102698.0,60+,60+,65+,65-74,Non black 60+,White 60+,Never,Never,Protestant/Do not attend weekly,Complete,,,9.0,,14.0,9.0,1.0,99.0,5.0,High school graduate,No,3.0,2.0,3.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,No,No,Yes,Not so good,Not so good/Poor,65+,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,4.0,2.0,Female,Non black female,White women,White female,Married women,White female,"Cities 50,000-500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,1.0,4.0,4.0,6.0,8.0,4.0,65+,Extremely High Density Urban,Urban,Urban Core,Very upscale,94061.0,1.82928216457367
1102908.0,60+,60+,65+,65-74,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,,,1.0,,13.0,1.0,1.0,2.0,1.0,High school graduate,No,3.0,2.0,3.0,2.0,1.0,Less than 100k,Less than 50k,"Under $15,000",2.0,No,No,No,Poor,Not so good/Poor,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Non-married men,White male,"Cities 50,000-500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,8.0,4.0,65+,High Density Urban,Urban,Urban Core,Upscale,94577.0,1.79178261756897
1102791.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Never,Never,All others,Complete,,,1.0,,13.0,1.0,2.0,2.0,1.0,College graduate,No,1.0,1.0,3.0,2.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,No,No,Yes,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,,1.0,White,State questionnaire,White,1.0,1.0,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,"Cities 50,000-500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,2.0,3.0,3.0,4.0,5.0,3.0,17-64,High Density Urban,Urban,Urban Core,Very upscale,94536.0,2.89543008804321
1102797.0,30-59,45-59,50-64,50-59,Non black 45-59,All other,Never,Never,All others,Complete,,,1.0,,13.0,1.0,2.0,2.0,1.0,Postgraduate study,No,3.0,2.0,3.0,2.0,2.0,,,,3.0,No,No,Yes,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,All other,Democrat,Liberal,2.0,,3.0,Asian,State questionnaire,Asian,3.0,2.0,West,None,None,9.0,1.0,3.0,1.0,Male,Non black male,All other races,Non white male,Married men,Non white,"Cities 50,000-500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Non-white,2.0,3.0,3.0,5.0,6.0,13.0,17-64,Suburb,Urban,Urban Core,Very upscale,94538.0,5.37982606887817
1102982.0,30-59,45-59,50-64,50-59,Non black 45-59,Latino 45-59,More than once a week,More than once a week/Once a week,All others,Complete,,,3.0,,13.0,1.0,2.0,8.0,3.0,Postgraduate study,No,3.0,2.0,3.0,3.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,Yes,Yes,Yes,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,Latino Democrats,Democrat,Liberal,1.0,,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,West,Something else,Something else,9.0,1.0,3.0,1.0,Female,Non black female,Latino women,Non white female,Married women,Non white,"Cities 50,000-500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Non-white,1.0,3.0,3.0,5.0,6.0,11.0,17-64,High Density Urban,Urban,Urban Core,Very upscale,94536.0,2.68058824539185
1102932.0,60+,60+,50-64,60-64,Non black 60+,All other,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,,,1.0,,12.0,1.0,2.0,2.0,1.0,College graduate,No,3.0,2.0,3.0,2.0,2.0,,,,1.0,No,No,Yes,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,All other,Democrat,Moderate,3.0,,3.0,Asian,State questionnaire,Asian,3.0,2.0,West,Catholic,Catholic,9.0,1.0,1.0,2.0,Female,Non black female,All other races,Non white female,Married women,Non white,Suburbs,Suburbs,English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,"Yes, someone else does",Yes,"Member in household, but not voter",No,1.0,Version 1,Non-white,1.0,3.0,4.0,5.0,7.0,13.0,17-64,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,94030.0,5.27507352828979
1102763.0,60+,60+,65+,65-74,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,,,1.0,,12.0,1.0,2.0,2.0,1.0,Postgraduate study,No,2.0,1.0,3.0,3.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,No,No,No,Not so good,Not so good/Poor,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,,3.0,White,State questionnaire,White,2.0,1.0,West,Catholic,Catholic,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,Suburbs,Suburbs,English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Catholic,2.0,4.0,4.0,6.0,8.0,4.0,65+,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,94070.0,0.663184285163879
1102804.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,,,1.0,,12.0,1.0,1.0,2.0,1.0,Some college or associate degree,,3.0,2.0,3.0,3.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,No,No,Yes,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,,3.0,White,State questionnaire,White,3.0,2.0,West,Catholic,Catholic,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,"Cities 50,000-500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,"Yes, I do and someone else does",Yes,I am,Yes,2.0,Version 1,Catholic,1.0,3.0,3.0,5.0,6.0,3.0,17-64,High Density Urban,Urban,Urban Core,Upscale,94080.0,1.8662281036377
1103012.0,30-59,45-59,50-64,50-59,Non black 45-59,Latino 45-59,Never,Never,Catholic/Do not attend weekly,Complete,,,1.0,,12.0,1.0,1.0,2.0,1.0,Some college or associate degree,No,3.0,2.0,3.0,3.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,Yes,Yes,Yes,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,Latino Independents,Independent,Conservative,4.0,,1.0,American Indian,State questionnaire,Hispanic/Latino,3.0,2.0,West,Catholic,Catholic,9.0,1.0,3.0,1.0,Female,Non black female,Latino women,Non white female,Married women,Non white,"Cities 50,000-500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,"Yes, someone else does",Yes,"Member in household, but not voter",No,1.0,Version 1,Non-white,1.0,3.0,3.0,5.0,6.0,11.0,17-64,High Density Urban,Urban,Urban Core,Upscale,94080.0,1.21581494808197
1102773.0,60+,60+,50-64,60-64,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,,,1.0,,11.0,1.0,2.0,2.0,1.0,Postgraduate study,No,3.0,2.0,3.0,3.0,2.0,100k or more,50k or more,"$100,000-$149,999",2.0,No,No,Yes,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,,3.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,1.0,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,94513.0,1.59242653846741
1102673.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,All others,Complete,,,1.0,,11.0,1.0,1.0,2.0,1.0,Some college or associate degree,No,3.0,2.0,3.0,2.0,2.0,100k or more,50k or more,"$200,000 or more",3.0,No,No,Yes,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,,4.0,White,State questionnaire,White,3.0,2.0,West,None,None,5.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,None,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,94506.0,1.8662281036377
1102775.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,All others,Complete,,,1.0,,11.0,9.0,1.0,2.0,1.0,High school graduate,,3.0,2.0,3.0,3.0,1.0,100k or more,50k or more,"$150,000-$199,999",2.0,No,No,Yes,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,,1.0,White,State questionnaire,White,3.0,2.0,West,,,9.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,"Cities 50,000-500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,"Yes, someone else does",Yes,"Member in household, but not voter",No,9.0,Version 1,,2.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,Urban,Urban Core,Very upscale,94566.0,1.68071699142456
1102819.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,All others,Complete,,,3.0,,10.0,3.0,2.0,8.0,3.0,Postgraduate study,No,3.0,2.0,3.0,2.0,2.0,100k or more,50k or more,"$200,000 or more",2.0,No,No,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,,1.0,White,State questionnaire,White,3.0,2.0,West,None,None,5.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Non-married men,White male,"Cities 50,000-500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,None,2.0,3.0,3.0,5.0,6.0,3.0,17-64,High Density Urban,Urban,Urban Core,Very upscale,94597.0,1.12340319156647
1102701.0,60+,60+,65+,75 or over,Non black 60+,White 60+,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,,,9.0,,10.0,1.0,2.0,99.0,5.0,Postgraduate study,No,3.0,2.0,3.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,No,No,No,Poor,Not so good/Poor,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,,3.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,Suburbs,Suburbs,English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,9.0,4.0,65+,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,94509.0,1.30225026607513
1102788.0,60+,60+,50-64,60-64,Non black 60+,All other,Never,Never,Protestant/Do not attend weekly,Complete,,,1.0,,10.0,3.0,1.0,2.0,1.0,Some college or associate degree,,3.0,2.0,3.0,3.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,No,No,No,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,All other,Independent,Moderate,3.0,,3.0,American Indian,State questionnaire,Other,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Mormon/LDS,9.0,1.0,3.0,1.0,Female,Non black female,All other races,Non white female,Non-married women,Non white,Suburbs,Suburbs,English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,"Yes, I do",Yes,I am,Yes,1.0,Version 1,Non-white,2.0,3.0,4.0,5.0,7.0,13.0,17-64,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,94509.0,1.55615711212158
1102762.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,Never,Never,All others,Complete,,,3.0,,10.0,1.0,2.0,8.0,3.0,College graduate,No,3.0,2.0,3.0,1.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,No,No,Yes,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,,4.0,White,State questionnaire,White,3.0,2.0,West,None,None,5.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,None,1.0,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,94549.0,1.9194974899292
