ID,AGE3,AGE60,AGE65,AGE9,ATTEND,ATTEND2,ATTREL,BACKSIDE,BCLIN3RD,BEATREP,BREAKDEM,BREAKDM2,BUSHANG08,BUSHANG2,CALL,CDNUM,CHIEFDEM,CHILD,COLLEDUC,DESCRIBPR,DPRS08,ECONWORR,ECOWORR2,EDUC,FAVBILL,FAVBILL2,FAVEDW,FAVEDW2,FAVHCLIN,FAVHCLN2,FAVOBAM,FAVOBAM2,FTEVER,FTPRIM,FTVOTEP,GEOCODE,GETAHEAD,GLOBWARM,HEALTHDEM,HONEST08,HSEDUC,INC100K,INC50K,INCOME07,IRAQKEEP,ISSIA08D,ISSVQUAL,LEADERD,MARCHILD,MARRIED,MARRIEDMOM,MOMS,NEC,NEC2,OVER65,PARENTS,PARTY,PARTYID,PHIL3,PHIL5,PRECINCT,PRSNH08D,QLTNH08D,QRACEAI,QTYPE,RACE,REGION,REGNHDEM,REL5,RELIGN8,RELWHITE,SEX,SEXRACE,SEXWED,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TERRWORR,TERWORR2,TIME3D,TIMEPR,TIMEWK,TOOSOON,UNFAIRDEM,UNION4,UNIONHH,UNIONMEM,UNIONVOT,UNITE,VERSION,WHITEREL,WOMENWED,WORK,WRKWOMEN,XAGE,XAGE60,XAGE65,XAGE9,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
468796.0,30-59,45-59,40-49,45-49,,,,Complete,1.0,,,,,,Call 1,2.0,,,2.0,2.0,8.0,1.0,1.0,College graduate,,,,,,,,,,,,1.0,2.0,1.0,2.0,,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,2.0,My candidates position on the issues,,,,,,Poor,Not so good/Poor,18-64,,Democrat,Democrat,Moderate,3.0,75.0,7.0,1.0,White,State questionnaire,White,East,1.0,,,,Female,White female,,White female,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll,Somewhat worried,Worried,1.0,2.0,1.0,2.0,2.0,"Yes, I do",Yes,I am,Yes,,Version 2,,,Yes,Working women,3.0,3.0,4.0,5.0,17-64,Suburb,Urban,Urban Core,Very upscale,3062.0,0.496133625507355
468628.0,30-59,30-44,30-39,30-39,,,,Complete,1.0,,,,,,Call 1,2.0,,,2.0,2.0,8.0,1.0,1.0,College graduate,,,,,,,,,,,,1.0,2.0,1.0,2.0,,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,3.0,My candidates leadership/personal qualities,,,,,,Good,Excellent/Good,18-64,,Democrat,Democrat,Moderate,3.0,78.0,7.0,1.0,White,State questionnaire,White,East,2.0,,,,Female,White female,,White female,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll,Somewhat worried,Worried,2.0,5.0,2.0,2.0,2.0,No one does,No,No,No,,Version 2,,,Yes,Working women,2.0,2.0,3.0,3.0,17-64,Suburb,Urban,Urban Core,Very upscale,3062.0,0.9154172539711
468495.0,18-29,18-29,18-24,18-24,,,,Complete,1.0,,,,,,Call 1,2.0,,,1.0,2.0,8.0,2.0,1.0,Some college or associate degree,,,,,,,,,,,,2.0,1.0,1.0,2.0,,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,1.0,My candidates position on the issues,,,,,,Not so good,Not so good/Poor,18-64,,Democrat,Democrat,Liberal,2.0,51.0,7.0,1.0,White,State questionnaire,White,East,3.0,,,,Male,White male,,White male,"Cities 10,000-50,000",Small Cities/Rural,New Hampshire,Election day exit poll,Somewhat worried,Worried,1.0,2.0,1.0,1.0,2.0,"Yes, someone else does",Yes,"Member in household, but not voter",No,,Version 2,,,No,All others,1.0,1.0,1.0,1.0,17-64,Town,Rural,Rural,Downscale,3766.0,1.05439472198486
468389.0,30-59,45-59,50-64,50-59,,,,Complete,1.0,,,,,,Call 1,2.0,,,1.0,2.0,8.0,2.0,1.0,High school graduate,,,,,,,,,,,,2.0,1.0,2.0,2.0,,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,9.0,My candidates position on the issues,,,,,,Good,Excellent/Good,18-64,,Independent/Something else,Independent,Moderate,3.0,114.0,7.0,1.0,White,State questionnaire,White,East,1.0,,,,Male,White male,,White male,Rural,Small Cities/Rural,New Hampshire,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,1.0,9.0,No one does,No,No,No,,Version 2,,,No,All others,3.0,3.0,5.0,6.0,17-64,Low Density Rural,Rural,Rural,Very downscale,3773.0,0.868580400943756
468349.0,18-29,18-29,18-24,18-24,,,,Complete,1.0,,,,,,Call 1,2.0,,,1.0,2.0,8.0,1.0,1.0,Some college or associate degree,,,,,,,,,,,,3.0,3.0,1.0,1.0,,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,2.0,My candidates position on the issues,,,,,,Not so good,Not so good/Poor,18-64,,Democrat,Democrat,Liberal,2.0,3.0,7.0,4.0,,State questionnaire,,East,2.0,,,,Female,,,,Suburbs,Suburbs,New Hampshire,Election day exit poll,Not too worried,Not worried,1.0,1.0,1.0,2.0,9.0,"Yes, someone else does",Yes,"Member in household, but not voter",No,,Version 2,,,No,All others,1.0,1.0,1.0,1.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,3031.0,0.164223968982697
468313.0,18-29,18-29,18-24,18-24,,,,Complete,1.0,,,,,,Call 1,2.0,,,1.0,2.0,8.0,2.0,1.0,Some college or associate degree,,,,,,,,,,,,3.0,2.0,1.0,2.0,,2.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,1.0,My candidates position on the issues,,,,,,Poor,Not so good/Poor,18-64,,Independent/Something else,Independent,Liberal,1.0,119.0,7.0,1.0,White,State questionnaire,White,East,1.0,,,,Female,White female,,White female,Suburbs,Suburbs,New Hampshire,Election day exit poll,Not too worried,Not worried,2.0,4.0,2.0,2.0,3.0,No one does,No,No,No,,Version 2,,,No,All others,1.0,1.0,1.0,1.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,3087.0,0.877534329891205
468300.0,30-59,45-59,50-64,50-59,,,,Complete,1.0,,,,,,Call 1,1.0,,,2.0,2.0,8.0,1.0,1.0,Postgraduate study,,,,,,,,,,,,1.0,2.0,2.0,1.0,,2.0,100k or more,50k or more,"$200,000 or more",2.0,2.0,My candidates leadership/personal qualities,,,,,,Not so good,Not so good/Poor,18-64,,Independent/Something else,Independent,Moderate,3.0,35.0,7.0,4.0,White,State questionnaire,White,East,1.0,,,,Female,White female,,White female,Suburbs,Suburbs,New Hampshire,Election day exit poll,Very worried,Worried,2.0,3.0,1.0,1.0,3.0,No one does,No,No,No,,Version 2,,,Yes,Working women,3.0,3.0,5.0,6.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,3840.0,0.497609406709671
468277.0,60+,60+,65+,75 or over,,,,Complete,1.0,,,,,,Call 1,2.0,,,1.0,2.0,8.0,2.0,1.0,High school graduate,,,,,,,,,,,,4.0,2.0,2.0,1.0,,1.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,2.0,My candidates position on the issues,,,,,,Good,Excellent/Good,65+,,Independent/Something else,Independent,Conservative,4.0,34.0,7.0,3.0,White,State questionnaire,White,East,1.0,,,,Male,White male,,White male,Rural,Small Cities/Rural,New Hampshire,Election day exit poll,Very worried,Worried,2.0,4.0,2.0,2.0,2.0,"Yes, someone else does",Yes,"Member in household, but not voter",No,,Version 2,,,No,All others,4.0,4.0,6.0,9.0,65+,Extremely Low Density Rural,Rural,Rural,Downscale,3240.0,1.48375225067139
468177.0,18-29,18-29,18-24,18-24,,,,Complete,1.0,,,,,,Call 1,1.0,,,1.0,2.0,8.0,2.0,1.0,Some college or associate degree,,,,,,,,,,,,3.0,2.0,1.0,2.0,,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,1.0,My candidates leadership/personal qualities,,,,,,Not so good,Not so good/Poor,18-64,,Democrat,Democrat,Liberal,1.0,6.0,7.0,4.0,White,State questionnaire,White,East,3.0,,,,Female,White female,,White female,Suburbs,Suburbs,New Hampshire,Election day exit poll,Somewhat worried,Worried,1.0,1.0,1.0,2.0,1.0,No one does,No,No,No,,Version 2,,,No,All others,1.0,1.0,1.0,1.0,17-64,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,3825.0,1.08049261569977
468139.0,30-59,45-59,50-64,50-59,,,,Complete,1.0,,,,,,Call 1,2.0,,,1.0,2.0,8.0,1.0,1.0,High school graduate,,,,,,,,,,,,3.0,2.0,1.0,1.0,,1.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,1.0,My candidates position on the issues,,,,,,Not so good,Not so good/Poor,18-64,,Democrat,Democrat,Moderate,3.0,89.0,7.0,1.0,White,State questionnaire,White,East,1.0,,,,Male,White male,,White male,Rural,Small Cities/Rural,New Hampshire,Election day exit poll,Somewhat worried,Worried,1.0,1.0,1.0,1.0,9.0,No one does,No,No,No,,Version 2,,,Yes,All others,3.0,3.0,5.0,6.0,17-64,Low Density Rural,Rural,Rural,Very downscale,3263.0,0.967136144638062
468089.0,30-59,45-59,50-64,50-59,,,,Complete,1.0,,,,,,Call 1,2.0,,,2.0,2.0,8.0,2.0,1.0,Postgraduate study,,,,,,,,,,,,4.0,3.0,2.0,1.0,,2.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,1.0,My candidates leadership/personal qualities,,,,,,Good,Excellent/Good,18-64,,Independent/Something else,Independent,Conservative,4.0,55.0,7.0,1.0,White,State questionnaire,White,East,1.0,,,,Female,White female,,White female,Rural,Small Cities/Rural,New Hampshire,Election day exit poll,Somewhat worried,Worried,1.0,1.0,1.0,2.0,2.0,No one does,No,No,No,,Version 2,,,No,All others,3.0,3.0,5.0,6.0,17-64,Low Density Rural,Rural,Rural,Very downscale,3561.0,0.72572934627533
468088.0,30-59,30-44,40-49,40-44,,,,Complete,1.0,,,,,,Call 1,2.0,,,2.0,2.0,8.0,2.0,1.0,College graduate,,,,,,,,,,,,2.0,3.0,2.0,1.0,,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,1.0,My candidates leadership/personal qualities,,,,,,Not so good,Not so good/Poor,18-64,,Democrat,Democrat,Liberal,2.0,88.0,7.0,1.0,White,State questionnaire,White,East,2.0,,,,Female,White female,,White female,Rural,Small Cities/Rural,New Hampshire,Election day exit poll,Somewhat worried,Worried,1.0,2.0,1.0,2.0,9.0,No one does,No,No,No,,Version 2,,,No,All others,2.0,2.0,4.0,4.0,17-64,Suburb,Rural,Rural,Downscale,3275.0,0.775786101818085
468080.0,18-29,18-29,18-24,18-24,,,,Complete,2.0,,,,,,Call 1,2.0,,,2.0,2.0,8.0,1.0,1.0,College graduate,,,,,,,,,,,,2.0,2.0,1.0,2.0,,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,1.0,My candidates leadership/personal qualities,,,,,,Not so good,Not so good/Poor,18-64,,Democrat,Democrat,Liberal,2.0,88.0,7.0,2.0,White,State questionnaire,White,East,1.0,,,,Female,White female,,White female,Rural,Small Cities/Rural,New Hampshire,Election day exit poll,Not too worried,Not worried,1.0,1.0,1.0,2.0,2.0,"Yes, someone else does",Yes,"Member in household, but not voter",No,,Version 2,,,Yes,Working women,1.0,1.0,1.0,1.0,17-64,Suburb,Rural,Rural,Downscale,3275.0,0.914857923984528
468072.0,30-59,45-59,50-64,50-59,,,,Complete,9.0,,,,,,Call 1,2.0,,,2.0,2.0,8.0,2.0,1.0,Postgraduate study,,,,,,,,,,,,2.0,1.0,1.0,1.0,,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,9.0,My candidates leadership/personal qualities,,,,,,Not so good,Not so good/Poor,18-64,,Democrat,Democrat,Liberal,1.0,38.0,7.0,9.0,White,State questionnaire,White,East,1.0,,,,Female,White female,,White female,Rural,Small Cities/Rural,New Hampshire,Election day exit poll,Not too worried,Not worried,2.0,5.0,2.0,1.0,9.0,No one does,No,No,No,,Version 2,,,Yes,Working women,3.0,3.0,5.0,6.0,17-64,Low Density Rural,Rural,Rural,Very upscale,3755.0,0.868379175662994
468049.0,30-59,30-44,40-49,40-44,,,,Complete,1.0,,,,,,Call 1,2.0,,,2.0,2.0,8.0,2.0,1.0,College graduate,,,,,,,,,,,,4.0,2.0,1.0,1.0,,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,3.0,My candidates leadership/personal qualities,,,,,,Good,Excellent/Good,18-64,,Democrat,Democrat,Moderate,3.0,55.0,7.0,4.0,White,State questionnaire,White,East,2.0,,,,Female,White female,,White female,Rural,Small Cities/Rural,New Hampshire,Election day exit poll,Somewhat worried,Worried,1.0,2.0,1.0,1.0,3.0,No one does,No,No,No,,Version 2,,,Yes,Working women,2.0,2.0,4.0,4.0,17-64,Low Density Rural,Rural,Rural,Very downscale,3561.0,0.72572934627533
468040.0,30-59,30-44,40-49,40-44,,,,Complete,1.0,,,,,,Call 1,1.0,,,2.0,2.0,8.0,1.0,1.0,College graduate,,,,,,,,,,,,3.0,3.0,1.0,1.0,,2.0,,,,1.0,1.0,My candidates position on the issues,,,,,,Poor,Not so good/Poor,18-64,,Independent/Something else,Independent,Liberal,1.0,6.0,7.0,1.0,Other,State questionnaire,Other,East,1.0,,,,Male,Non white male,,Non white,Suburbs,Suburbs,New Hampshire,Election day exit poll,Not too worried,Not worried,1.0,2.0,1.0,1.0,2.0,No one does,No,No,No,,Version 2,,,Yes,All others,2.0,2.0,4.0,4.0,17-64,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,3825.0,0.954857885837555
467995.0,30-59,30-44,40-49,40-44,,,,Complete,2.0,,,,,,Call 1,2.0,,,2.0,2.0,8.0,1.0,1.0,College graduate,,,,,,,,,,,,3.0,2.0,1.0,2.0,,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,1.0,My candidates leadership/personal qualities,,,,,,Poor,Not so good/Poor,18-64,,Democrat,Democrat,Moderate,3.0,108.0,7.0,4.0,White,State questionnaire,White,East,2.0,,,,Female,White female,,White female,Rural,Small Cities/Rural,New Hampshire,Election day exit poll,Somewhat worried,Worried,1.0,2.0,1.0,2.0,9.0,No one does,No,No,No,,Version 2,,,No,All others,2.0,2.0,4.0,4.0,17-64,Extremely Low Density Rural,Rural,Rural,Downscale,3464.0,0.902761518955231
467989.0,30-59,45-59,40-49,45-49,,,,Complete,2.0,,,,,,Call 1,1.0,,,1.0,2.0,8.0,2.0,1.0,Some college or associate degree,,,,,,,,,,,,1.0,2.0,2.0,2.0,,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,3.0,My candidates leadership/personal qualities,,,,,,Good,Excellent/Good,18-64,,Independent/Something else,Independent,Moderate,3.0,58.0,7.0,1.0,White,State questionnaire,White,East,1.0,,,,Male,White male,,White male,Suburbs,Suburbs,New Hampshire,Election day exit poll,Very worried,Worried,1.0,2.0,1.0,1.0,3.0,"Yes, I do",Yes,I am,Yes,,Version 2,,,Yes,All others,3.0,3.0,4.0,5.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,3823.0,0.797468304634094
467939.0,30-59,45-59,40-49,45-49,,,,Complete,2.0,,,,,,Call 1,1.0,,,2.0,2.0,8.0,1.0,1.0,College graduate,,,,,,,,,,,,3.0,3.0,2.0,1.0,,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,1.0,My candidates position on the issues,,,,,,Not so good,Not so good/Poor,18-64,,Independent/Something else,Independent,Moderate,3.0,100.0,7.0,1.0,White,State questionnaire,White,East,1.0,,,,Female,White female,,White female,Suburbs,Suburbs,New Hampshire,Election day exit poll,Somewhat worried,Worried,1.0,1.0,1.0,1.0,1.0,"Yes, someone else does",Yes,"Member in household, but not voter",No,,Version 2,,,Yes,Working women,3.0,3.0,4.0,5.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,3867.0,0.878636300563812
467923.0,30-59,45-59,40-49,45-49,,,,Complete,2.0,,,,,,Call 1,2.0,,,1.0,2.0,8.0,1.0,1.0,High school graduate,,,,,,,,,,,,2.0,3.0,1.0,1.0,,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,1.0,My candidates position on the issues,,,,,,Poor,Not so good/Poor,18-64,,Democrat,Democrat,Liberal,2.0,19.0,7.0,2.0,White,State questionnaire,White,East,2.0,,,,Female,White female,,White female,"Cities 10,000-50,000",Small Cities/Rural,New Hampshire,Election day exit poll,Somewhat worried,Worried,1.0,1.0,1.0,1.0,9.0,No one does,No,No,No,,Version 2,,,No,All others,3.0,3.0,4.0,5.0,17-64,Suburb,Rural,Rural,Downscale,3303.0,0.783509492874146
467899.0,30-59,30-44,40-49,40-44,,,,Complete,1.0,,,,,,Call 1,1.0,,,1.0,2.0,8.0,1.0,1.0,Some college or associate degree,,,,,,,,,,,,3.0,2.0,1.0,1.0,,2.0,100k or more,50k or more,"$100,000-$149,999",2.0,1.0,My candidates leadership/personal qualities,,,,,,Poor,Not so good/Poor,18-64,,Democrat,Democrat,Moderate,3.0,100.0,7.0,1.0,White,State questionnaire,White,East,2.0,,,,Male,White male,,White male,Suburbs,Suburbs,New Hampshire,Election day exit poll,Somewhat worried,Worried,1.0,2.0,1.0,1.0,2.0,No one does,No,No,No,,Version 2,,,Yes,All others,2.0,2.0,4.0,4.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,3867.0,0.915667295455933
467868.0,18-29,18-29,18-24,18-24,,,,Complete,1.0,,,,,,Call 1,1.0,,,1.0,2.0,8.0,2.0,1.0,High school graduate,,,,,,,,,,,,1.0,2.0,1.0,9.0,,1.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,1.0,My candidates position on the issues,,,,,,Not so good,Not so good/Poor,18-64,,Independent/Something else,Independent,Conservative,5.0,60.0,7.0,1.0,Asian,State questionnaire,Asian,East,2.0,,,,Male,Non white male,,Non white,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll,Not too worried,Not worried,1.0,1.0,1.0,2.0,9.0,No one does,No,No,No,,Version 2,,,No,All others,1.0,1.0,1.0,1.0,17-64,Suburb,Urban,Urban Core,Very downscale,3102.0,0.773025155067444
467839.0,30-59,45-59,50-64,50-59,,,,Complete,1.0,,,,,,Call 1,1.0,,,1.0,2.0,8.0,2.0,1.0,Some college or associate degree,,,,,,,,,,,,3.0,2.0,2.0,1.0,,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,1.0,My candidates leadership/personal qualities,,,,,,Good,Excellent/Good,18-64,,Independent/Something else,Independent,Moderate,3.0,23.0,7.0,1.0,White,State questionnaire,White,East,1.0,,,,Male,White male,,White male,Suburbs,Suburbs,New Hampshire,Election day exit poll,Somewhat worried,Worried,2.0,3.0,1.0,1.0,2.0,"Yes, I do",Yes,I am,Yes,,Version 2,,,No,All others,3.0,3.0,5.0,6.0,17-64,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,3037.0,0.766753673553467
467836.0,18-29,18-29,25-29,25-29,,,,Complete,9.0,,,,,,Call 1,2.0,,,1.0,2.0,8.0,1.0,1.0,Some college or associate degree,,,,,,,,,,,,2.0,3.0,1.0,2.0,,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,1.0,My candidates leadership/personal qualities,,,,,,Not so good,Not so good/Poor,18-64,,Independent/Something else,Independent,Liberal,2.0,19.0,7.0,1.0,White,State questionnaire,White,East,1.0,,,,Female,White female,,White female,"Cities 10,000-50,000",Small Cities/Rural,New Hampshire,Election day exit poll,Somewhat worried,Worried,1.0,1.0,1.0,2.0,1.0,No one does,No,No,No,,Version 2,,,Yes,Working women,1.0,1.0,2.0,2.0,17-64,Suburb,Rural,Rural,Downscale,3303.0,0.923965811729431
467818.0,18-29,18-29,25-29,25-29,,,,Complete,1.0,,,,,,Call 1,2.0,,,2.0,2.0,8.0,1.0,1.0,Postgraduate study,,,,,,,,,,,,2.0,2.0,1.0,9.0,,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,9.0,My candidates position on the issues,,,,,,Poor,Not so good/Poor,18-64,,Independent/Something else,Independent,Moderate,3.0,38.0,7.0,1.0,,State questionnaire,,East,3.0,,,,Male,,,,Rural,Small Cities/Rural,New Hampshire,Election day exit poll,Not too worried,Not worried,1.0,2.0,1.0,9.0,9.0,No one does,No,No,No,,Version 2,,,Yes,All others,1.0,1.0,2.0,2.0,17-64,Low Density Rural,Rural,Rural,Very upscale,3755.0,0.925929963588715
467809.0,18-29,18-29,18-24,18-24,,,,Complete,1.0,,,,,,Call 1,2.0,,,2.0,2.0,8.0,2.0,1.0,College graduate,,,,,,,,,,,,3.0,2.0,1.0,1.0,,2.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,2.0,My candidates leadership/personal qualities,,,,,,Not so good,Not so good/Poor,18-64,,Democrat,Democrat,Liberal,2.0,41.0,7.0,1.0,White,State questionnaire,White,East,2.0,,,,Male,White male,,White male,Suburbs,Suburbs,New Hampshire,Election day exit poll,Somewhat worried,Worried,1.0,2.0,1.0,1.0,3.0,No one does,No,No,No,,Version 2,,,Yes,All others,1.0,1.0,1.0,1.0,17-64,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,3244.0,1.13848793506622
467782.0,30-59,30-44,40-49,40-44,,,,Complete,2.0,,,,,,Call 1,1.0,,,1.0,2.0,8.0,2.0,1.0,Did not complete high school,,,,,,,,,,,,4.0,2.0,2.0,2.0,,1.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,1.0,My candidates position on the issues,,,,,,Not so good,Not so good/Poor,18-64,,Democrat,Democrat,Liberal,1.0,2.0,7.0,1.0,White,State questionnaire,White,East,1.0,,,,Male,White male,,White male,Rural,Small Cities/Rural,New Hampshire,Election day exit poll,Somewhat worried,Worried,1.0,1.0,1.0,1.0,1.0,No one does,No,No,No,,Version 2,,,Yes,All others,2.0,2.0,4.0,4.0,17-64,Low Density Rural,Rural,Rural,Downscale,3809.0,0.956193447113037
467775.0,30-59,30-44,30-39,30-39,,,,Complete,2.0,,,,,,Call 1,2.0,,,1.0,2.0,8.0,1.0,1.0,Some college or associate degree,,,,,,,,,,,,1.0,3.0,1.0,1.0,,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,1.0,My candidates leadership/personal qualities,,,,,,Poor,Not so good/Poor,18-64,,Independent/Something else,Independent,Moderate,3.0,103.0,7.0,1.0,White,State questionnaire,White,East,3.0,,,,Male,White male,,White male,Suburbs,Suburbs,New Hampshire,Election day exit poll,Somewhat worried,Worried,1.0,2.0,1.0,2.0,9.0,No one does,No,No,No,,Version 2,,,Yes,All others,2.0,2.0,3.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3079.0,1.33448147773743
467765.0,60+,60+,50-64,60-64,,,,Complete,1.0,,,,,,Call 1,2.0,,,1.0,2.0,8.0,2.0,1.0,High school graduate,,,,,,,,,,,,2.0,2.0,2.0,1.0,,1.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,3.0,My candidates position on the issues,,,,,,Not so good,Not so good/Poor,18-64,,Independent/Something else,Independent,Moderate,3.0,52.0,7.0,1.0,White,State questionnaire,White,East,2.0,,,,Male,White male,,White male,"Cities 10,000-50,000",Small Cities/Rural,New Hampshire,Election day exit poll,Somewhat worried,Worried,1.0,2.0,1.0,1.0,2.0,No one does,No,No,No,,Version 2,,,Yes,All others,3.0,4.0,5.0,7.0,17-64,Town,Rural,Rural,Downscale,3766.0,1.14336228370667
467764.0,30-59,45-59,40-49,45-49,,,,Complete,2.0,,,,,,Call 1,1.0,,,2.0,2.0,8.0,1.0,1.0,College graduate,,,,,,,,,,,,3.0,1.0,1.0,2.0,,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,1.0,My candidates position on the issues,,,,,,Not so good,Not so good/Poor,18-64,,Democrat,Democrat,Moderate,3.0,23.0,7.0,1.0,White,State questionnaire,White,East,2.0,,,,Female,White female,,White female,Suburbs,Suburbs,New Hampshire,Election day exit poll,Somewhat worried,Worried,1.0,1.0,1.0,2.0,9.0,"Yes, someone else does",Yes,"Member in household, but not voter",No,,Version 2,,,Yes,Working women,3.0,3.0,4.0,5.0,17-64,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,3037.0,0.735744953155518
467750.0,30-59,45-59,40-49,45-49,,,,Complete,9.0,,,,,,Call 1,2.0,,,1.0,2.0,8.0,2.0,1.0,Some college or associate degree,,,,,,,,,,,,1.0,2.0,9.0,1.0,,2.0,100k or more,50k or more,"$150,000-$199,999",1.0,2.0,My candidates position on the issues,,,,,,Not so good,Not so good/Poor,18-64,,Independent/Something else,Independent,Moderate,3.0,103.0,7.0,1.0,White,State questionnaire,White,East,1.0,,,,Male,White male,,White male,Suburbs,Suburbs,New Hampshire,Election day exit poll,Somewhat worried,Worried,1.0,2.0,1.0,2.0,9.0,"Yes, I do",Yes,I am,Yes,,Version 2,,,Yes,All others,3.0,3.0,4.0,5.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3079.0,1.33448147773743
471232.0,30-59,45-59,50-64,50-59,,,,Complete,1.0,,,,,,Call 3,1.0,,,2.0,2.0,9.0,1.0,1.0,Postgraduate study,,,,,,,,,,,,1.0,2.0,1.0,1.0,,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,3.0,My candidates leadership/personal qualities,,,,,,Poor,Not so good/Poor,18-64,,Independent/Something else,Independent,Liberal,2.0,67.0,8.0,3.0,White,State questionnaire,White,East,1.0,,,,Female,White female,,White female,Suburbs,Suburbs,New Hampshire,Election day exit poll,Somewhat worried,Worried,1.0,1.0,1.0,1.0,2.0,"Yes, I do",Yes,I am,Yes,,Version 2,,,No,All others,3.0,3.0,5.0,6.0,17-64,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,3054.0,1.68726754188538
470922.0,60+,60+,50-64,60-64,,,,Complete,2.0,,,,,,Call 3,1.0,,,2.0,2.0,9.0,1.0,1.0,Postgraduate study,,,,,,,,,,,,3.0,3.0,1.0,2.0,,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,3.0,My candidates leadership/personal qualities,,,,,,Not so good,Not so good/Poor,18-64,,Democrat,Democrat,Liberal,1.0,104.0,8.0,3.0,White,State questionnaire,White,East,1.0,,,,Male,White male,,White male,Suburbs,Suburbs,New Hampshire,Election day exit poll,Not too worried,Not worried,1.0,1.0,1.0,1.0,9.0,No one does,No,No,No,,Version 2,,,No,All others,3.0,4.0,5.0,7.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,3873.0,1.34895539283752
470534.0,18-29,18-29,18-24,18-24,,,,Complete,2.0,,,,,,Call 3,2.0,,,1.0,2.0,9.0,3.0,2.0,High school graduate,,,,,,,,,,,,2.0,1.0,1.0,2.0,,1.0,100k or more,50k or more,"$200,000 or more",2.0,3.0,My candidates leadership/personal qualities,,,,,,Good,Excellent/Good,18-64,,Independent/Something else,Independent,Moderate,3.0,38.0,8.0,1.0,White,State questionnaire,White,East,1.0,,,,Male,White male,,White male,Rural,Small Cities/Rural,New Hampshire,Election day exit poll,Somewhat worried,Worried,1.0,1.0,1.0,2.0,2.0,No one does,No,No,No,,Version 2,,,No,All others,1.0,1.0,1.0,1.0,17-64,Low Density Rural,Rural,Rural,Very upscale,3755.0,1.85527622699738
