ID,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BEATREP2,BREAKDEM,BREAKDM2,CALL,CDNUM,CHIEFDEM2,CLRCLIN,CLROBAM,CLRPLAN,COLLEDUC,DPRS08,EDUC,FINWORRY,FINWRRY2,GENDISS,GENDISS2,GEOCODE,HSEDUC,INC100K,INC50K,INCOME07,INSPIRSC,INSPIRSO,INSPIRES,ISSIA08D,LATINO,NEC,NEC2,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,REGION,REL5,RELIGN8,RELWHITE,RIDPRS08,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,SUPERDEL,TELEPOLL,TIME3D,TIMEPR,TIMEWK,TRADE,UNFAIRSC,UNFRCLIN,UNFROBAM,UNION4,UNIONHH,UNIONMEM,UNIONVOT,VERSION,WHITEREL,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XBEATREP,XCHIEFDEM,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1223635.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Omit,Omit,Catholic/Do not attend weekly,Complete,1.0,1.0,1.0,Call 1,2.0,1.0,1.0,2.0,1.0,2.0,2.0,Postgraduate study,1.0,1.0,3.0,2.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,2.0,1.0,1.0,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,24.0,3.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Rhode Island,1.0,Election day exit poll,2.0,5.0,2.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,Catholic,3.0,3.0,4.0,5.0,3.0,1.0,1.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,2919.0,0.728249251842499
1223634.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,1.0,Call 1,1.0,1.0,1.0,2.0,1.0,1.0,2.0,High school graduate,3.0,2.0,3.0,2.0,3.0,1.0,Less than 100k,Less than 50k,"Under $15,000",1.0,1.0,3.0,2.0,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,25.0,1.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,2.0,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Rhode Island,2.0,Election day exit poll,1.0,1.0,1.0,2.0,9.0,9.0,Omit,No one does,No,No,No,Version 1,Catholic,2.0,2.0,3.0,3.0,2.0,1.0,1.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Very upscale,2865.0,0.917057514190674
1222730.0,60+,60+,65+,75 or over,Non black 60+,White 60+,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,1.0,Call 1,2.0,1.0,1.0,2.0,1.0,1.0,2.0,High school graduate,4.0,2.0,3.0,2.0,1.0,1.0,Less than 100k,Less than 50k,"Under $15,000",1.0,2.0,1.0,3.0,No,Poor,Not so good/Poor,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,48.0,4.0,White,State questionnaire,White,2.0,1.0,East,Catholic,Catholic,2.0,2.0,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,"Cities 50,000-500,000","Cities over 50,000",Rhode Island,1.0,Election day exit poll,2.0,5.0,2.0,2.0,4.0,2.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,Version 1,Catholic,4.0,4.0,6.0,9.0,4.0,1.0,1.0,65+,Extremely High Density Urban,Urban,Urban Core,Very downscale,2909.0,2.67031979560852
1222725.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,2.0,1.0,Call 1,1.0,1.0,1.0,2.0,1.0,2.0,2.0,College graduate,2.0,1.0,3.0,2.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,1.0,3.0,1.0,No,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,20.0,3.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Rhode Island,1.0,Election day exit poll,2.0,5.0,2.0,2.0,3.0,1.0,Barack Obama did,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,Catholic,3.0,3.0,5.0,6.0,3.0,1.0,1.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,2915.0,0.847856879234314
1223622.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,All others,Complete,1.0,1.0,1.0,Call 1,1.0,1.0,1.0,2.0,1.0,1.0,2.0,Some college or associate degree,1.0,1.0,3.0,2.0,3.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,1.0,3.0,1.0,No,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,25.0,3.0,White,State questionnaire,White,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Rhode Island,2.0,Election day exit poll,2.0,4.0,2.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,Protestant/Other Christian,3.0,3.0,5.0,6.0,3.0,1.0,1.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Very upscale,2865.0,0.773274898529053
1222706.0,60+,60+,65+,65-74,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,2.0,1.0,Call 1,2.0,1.0,1.0,1.0,3.0,2.0,2.0,College graduate,1.0,1.0,3.0,2.0,3.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,2.0,1.0,1.0,,Poor,Not so good/Poor,65+,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,8.0,3.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Rhode Island,1.0,Election day exit poll,2.0,3.0,1.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,Catholic,4.0,4.0,6.0,8.0,4.0,1.0,1.0,65+,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2816.0,0.872101902961731
1223553.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,2.0,1.0,Call 1,1.0,1.0,1.0,2.0,1.0,2.0,2.0,College graduate,2.0,1.0,3.0,2.0,3.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,2.0,1.0,1.0,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,25.0,3.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Rhode Island,2.0,Election day exit poll,2.0,5.0,2.0,1.0,2.0,2.0,Barack Obama did,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,Catholic,2.0,2.0,4.0,4.0,2.0,1.0,1.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Very upscale,2865.0,0.773274898529053
1223537.0,60+,60+,50-64,60-64,Non black 60+,White 60+,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,2.0,1.0,Call 1,2.0,1.0,1.0,1.0,3.0,1.0,2.0,High school graduate,1.0,1.0,3.0,2.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,2.0,1.0,1.0,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,24.0,1.0,White,State questionnaire,White,2.0,1.0,East,Catholic,Catholic,2.0,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Rhode Island,2.0,Election day exit poll,1.0,2.0,1.0,2.0,2.0,2.0,Barack Obama did,,,,,Version 1,Catholic,3.0,4.0,5.0,7.0,4.0,1.0,1.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,2919.0,0.821454703807831
1223509.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,1.0,1.0,Call 1,2.0,1.0,1.0,2.0,1.0,1.0,2.0,High school graduate,1.0,1.0,3.0,2.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,2.0,1.0,1.0,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,24.0,1.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Rhode Island,2.0,Election day exit poll,2.0,5.0,2.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,Catholic,2.0,2.0,3.0,3.0,2.0,1.0,1.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,2919.0,0.728249251842499
1223502.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,2.0,1.0,Call 1,1.0,1.0,1.0,2.0,1.0,1.0,2.0,Some college or associate degree,2.0,1.0,3.0,2.0,3.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,2.0,1.0,1.0,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,25.0,3.0,White,State questionnaire,White,2.0,1.0,East,Catholic,Catholic,2.0,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Rhode Island,2.0,Election day exit poll,2.0,5.0,2.0,1.0,4.0,2.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,Version 1,Catholic,2.0,2.0,4.0,4.0,2.0,1.0,1.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Very upscale,2865.0,0.773274898529053
1223488.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,1.0,1.0,Call 1,2.0,1.0,1.0,2.0,1.0,1.0,2.0,Some college or associate degree,3.0,2.0,3.0,2.0,2.0,2.0,,,,1.0,2.0,1.0,3.0,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,24.0,3.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Rhode Island,1.0,Election day exit poll,2.0,5.0,2.0,2.0,2.0,2.0,Barack Obama did,No one does,No,No,No,Version 1,Catholic,3.0,4.0,5.0,7.0,4.0,1.0,1.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,2919.0,0.821454703807831
1229367.0,30-59,45-59,40-49,45-49,Non black 45-59,Latino 45-59,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,1.0,Call 3,2.0,1.0,1.0,1.0,3.0,1.0,2.0,Some college or associate degree,1.0,1.0,2.0,1.0,3.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,2.0,1.0,2.0,Yes,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,Latino Democrats,Democrat,Liberal,1.0,8.0,3.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,East,Catholic,Catholic,9.0,2.0,1.0,3.0,1.0,Female,Non black female,Latino women,Non white female,Non white,Suburbs,Suburbs,Rhode Island,2.0,Election day exit poll,2.0,3.0,1.0,1.0,3.0,1.0,Barack Obama did,"Yes, I do",Yes,I am,Yes,Version 1,Non-white,3.0,3.0,4.0,5.0,11.0,1.0,1.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2816.0,0.773149847984314
1223462.0,18-29,18-29,25-29,25-29,Non black 18-29,White 18-29,,,,Not complete,1.0,2.0,1.0,Call 1,2.0,,1.0,2.0,1.0,,2.0,,1.0,1.0,,,2.0,,,,,,,,1.0,No,Not so good,Not so good/Poor,18-64,,,,,,,24.0,3.0,White,State questionnaire,White,,,East,,,,2.0,,,,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Rhode Island,,Election day exit poll,2.0,5.0,2.0,,4.0,2.0,Barack Obama did not,,,,,Version 1,,1.0,1.0,2.0,2.0,1.0,1.0,,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,2919.0,0.865722954273224
1223455.0,60+,60+,65+,75 or over,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,2.0,1.0,Call 1,2.0,1.0,1.0,1.0,3.0,2.0,2.0,College graduate,2.0,1.0,2.0,1.0,2.0,2.0,Less than 100k,Less than 50k,"Under $15,000",1.0,1.0,3.0,1.0,No,Not so good,Not so good/Poor,65+,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,57.0,4.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",Rhode Island,2.0,Election day exit poll,1.0,1.0,1.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,Catholic,4.0,4.0,6.0,9.0,4.0,1.0,1.0,65+,Suburb,Urban,Urban Core,Upscale,2889.0,0.757384181022644
1223445.0,60+,60+,65+,75 or over,Non black 60+,White 60+,,,,Not complete,1.0,2.0,1.0,Call 1,2.0,,1.0,2.0,1.0,,2.0,,2.0,1.0,,,2.0,,,,,,,,2.0,No,Not so good,Not so good/Poor,65+,,,,,,,24.0,1.0,White,State questionnaire,White,,,East,,,,2.0,,,,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Rhode Island,,Election day exit poll,1.0,2.0,1.0,,3.0,1.0,Barack Obama did,,,,,Version 1,,4.0,4.0,6.0,9.0,4.0,1.0,,65+,Suburb,60s Suburbs,Urban Perimeter,Downscale,2919.0,0.821454703807831
1223428.0,60+,60+,65+,65-74,Non black 60+,White 60+,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,1.0,Call 1,2.0,1.0,1.0,2.0,1.0,,2.0,,3.0,2.0,3.0,2.0,2.0,,,,,1.0,2.0,1.0,1.0,No,Not so good,Not so good/Poor,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,24.0,1.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Rhode Island,2.0,Election day exit poll,2.0,5.0,2.0,3.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,Catholic,4.0,4.0,6.0,8.0,4.0,1.0,1.0,65+,Suburb,60s Suburbs,Urban Perimeter,Downscale,2919.0,0.974195837974548
1223426.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,2.0,1.0,Call 1,1.0,1.0,1.0,2.0,1.0,2.0,2.0,College graduate,2.0,1.0,3.0,2.0,3.0,2.0,100k or more,50k or more,"$200,000 or more",1.0,2.0,1.0,1.0,No,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,25.0,3.0,White,State questionnaire,White,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Rhode Island,1.0,Election day exit poll,2.0,5.0,2.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,Protestant/Other Christian,3.0,3.0,4.0,5.0,3.0,1.0,1.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Very upscale,2865.0,0.773274898529053
1223403.0,60+,60+,65+,65-74,Non black 60+,White 60+,Omit,Omit,Catholic/Do not attend weekly,Complete,1.0,1.0,1.0,Call 1,2.0,1.0,1.0,2.0,1.0,1.0,2.0,High school graduate,1.0,1.0,1.0,1.0,2.0,1.0,Less than 100k,Less than 50k,"Under $15,000",1.0,2.0,1.0,1.0,No,Not so good,Not so good/Poor,65+,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,24.0,1.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Rhode Island,1.0,Election day exit poll,2.0,5.0,2.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,Catholic,4.0,4.0,6.0,8.0,4.0,1.0,1.0,65+,Suburb,60s Suburbs,Urban Perimeter,Downscale,2919.0,0.821454703807831
1223387.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,A few times a month,A few times a month/A few times a year,All others,Complete,1.0,2.0,1.0,Call 1,2.0,1.0,1.0,2.0,1.0,2.0,2.0,Postgraduate study,1.0,1.0,3.0,2.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,2.0,1.0,3.0,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,57.0,3.0,White,State questionnaire,White,2.0,1.0,East,Something else,Something else,4.0,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",Rhode Island,1.0,Election day exit poll,2.0,5.0,2.0,2.0,2.0,2.0,Barack Obama did,No one does,No,No,No,Version 1,Something else,2.0,2.0,4.0,4.0,2.0,1.0,1.0,17-64,Suburb,Urban,Urban Core,Upscale,2889.0,0.671448409557343
1223379.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,1.0,1.0,Call 1,2.0,1.0,1.0,2.0,1.0,2.0,2.0,College graduate,1.0,1.0,3.0,2.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,2.0,1.0,1.0,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,24.0,3.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,2.0,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Rhode Island,2.0,Election day exit poll,2.0,5.0,2.0,2.0,4.0,2.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,Catholic,3.0,3.0,5.0,6.0,3.0,1.0,1.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,2919.0,0.863659799098969
1223330.0,60+,60+,65+,75 or over,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,1.0,1.0,Call 1,2.0,1.0,1.0,1.0,3.0,1.0,2.0,High school graduate,1.0,1.0,3.0,2.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,2.0,1.0,3.0,No,Not so good,Not so good/Poor,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,57.0,2.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",Rhode Island,1.0,Election day exit poll,2.0,5.0,2.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,Catholic,4.0,4.0,6.0,9.0,4.0,1.0,1.0,65+,Suburb,Urban,Urban Core,Upscale,2889.0,0.757384181022644
1223316.0,60+,60+,65+,65-74,,,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,3.0,2.0,Call 1,2.0,1.0,1.0,2.0,1.0,2.0,2.0,Postgraduate study,4.0,2.0,3.0,2.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,2.0,1.0,1.0,No,Not so good,Not so good/Poor,65+,Independent/Something else,,,Independent,Conservative,4.0,10.0,3.0,,State questionnaire,,3.0,2.0,East,Catholic,Catholic,9.0,2.0,1.0,1.0,2.0,Male,,,,,"Cities 50,000-500,000","Cities over 50,000",Rhode Island,1.0,Election day exit poll,2.0,5.0,2.0,2.0,4.0,2.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,Non-white,4.0,4.0,6.0,8.0,,1.0,1.0,65+,High Density Urban,Urban,Urban Core,Downscale,2920.0,0.875062763690948
1223287.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,1.0,Call 1,2.0,1.0,1.0,2.0,1.0,1.0,2.0,Some college or associate degree,1.0,1.0,3.0,2.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,1.0,3.0,3.0,No,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,10.0,2.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",Rhode Island,1.0,Election day exit poll,1.0,1.0,1.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,Catholic,3.0,3.0,5.0,6.0,3.0,1.0,1.0,17-64,High Density Urban,Urban,Urban Core,Downscale,2920.0,0.729143559932709
1223278.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,2.0,1.0,Call 1,2.0,1.0,1.0,2.0,1.0,1.0,2.0,Some college or associate degree,3.0,2.0,3.0,2.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,2.0,1.0,2.0,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,58.0,3.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,2.0,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,"Cities 50,000-500,000","Cities over 50,000",Rhode Island,2.0,Election day exit poll,2.0,4.0,2.0,2.0,4.0,2.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,Catholic,2.0,2.0,3.0,3.0,2.0,1.0,1.0,17-64,Suburb,Urban,Urban Core,Upscale,2889.0,1.33237552642822
1223270.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,2.0,1.0,Call 1,2.0,1.0,2.0,2.0,4.0,1.0,2.0,Some college or associate degree,2.0,1.0,3.0,2.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,1.0,3.0,1.0,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,23.0,3.0,White,State questionnaire,White,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,2.0,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Rhode Island,1.0,Election day exit poll,1.0,2.0,1.0,2.0,3.0,1.0,Barack Obama did,"Yes, I do",Yes,I am,Yes,Version 1,Protestant/Other Christian,3.0,3.0,5.0,6.0,3.0,1.0,1.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,2919.0,1.16329669952393
1223264.0,60+,60+,65+,65-74,Non black 60+,White 60+,,,,Not complete,1.0,9.0,9.0,Call 1,2.0,,1.0,2.0,1.0,,2.0,,1.0,1.0,,,2.0,,,,,,,,3.0,No,Not so good,Not so good/Poor,65+,,,,,,,58.0,1.0,White,State questionnaire,White,,,East,,,,2.0,,,,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",Rhode Island,,Election day exit poll,2.0,5.0,2.0,,9.0,9.0,Omit,,,,,Version 1,,4.0,4.0,6.0,8.0,4.0,1.0,,65+,Suburb,Urban,Urban Core,Upscale,2889.0,1.26726531982422
1223261.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,1.0,Call 1,2.0,1.0,1.0,2.0,1.0,2.0,2.0,College graduate,3.0,2.0,3.0,2.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,2.0,1.0,2.0,No,Good,Excellent/Good,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,1.0,24.0,1.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Rhode Island,1.0,Election day exit poll,2.0,4.0,2.0,1.0,4.0,2.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,Catholic,2.0,2.0,3.0,3.0,2.0,1.0,1.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,2919.0,0.728249251842499
1223258.0,60+,60+,65+,65-74,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,All others,Complete,1.0,2.0,1.0,Call 1,2.0,1.0,1.0,2.0,1.0,2.0,2.0,Postgraduate study,2.0,1.0,3.0,2.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,2.0,1.0,3.0,No,Not so good,Not so good/Poor,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,57.0,3.0,White,State questionnaire,White,1.0,1.0,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,"Cities 50,000-500,000","Cities over 50,000",Rhode Island,2.0,Election day exit poll,1.0,2.0,1.0,2.0,2.0,2.0,Barack Obama did,"Yes, I do",Yes,I am,Yes,Version 1,Protestant/Other Christian,4.0,4.0,6.0,8.0,4.0,1.0,1.0,65+,Suburb,Urban,Urban Core,Upscale,2889.0,0.898212075233459
1229154.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,,,,Not complete,1.0,3.0,2.0,Call 3,1.0,,1.0,2.0,1.0,,2.0,,2.0,1.0,,,2.0,,,,,,,,1.0,No,Not so good,Not so good/Poor,18-64,,,,,,,20.0,3.0,White,State questionnaire,White,,,East,,,,2.0,,,,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Rhode Island,,Election day exit poll,2.0,4.0,2.0,,3.0,1.0,Barack Obama did,,,,,Version 1,,3.0,3.0,4.0,5.0,3.0,1.0,,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,2915.0,0.714923977851868
