ID,AGE3,BACKSIDE,BREAKCAU,BRNAGAIN,BUSHANG08,CALL,CDNUM,DESIA08R,GEOCODE,IAPARTYID,IARPRS08,INC100K,INC50K08,INCOME08,ISSIA08R,PHIL4R,PRECINCT,QLTIA08R,QRACE3,QTYPE,REGION,RPRS08,SEX,SHAREREL,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIMECAU,VERSION,XAGE,XAGE6,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
437886.0,30-59,Complete,2.0,No,1.0,Call 3,5.0,1.0,3.0,2.0,2.0,100k or more,2.0,6.0,3.0,2.0,65.0,1.0,1.0,State questionnaire,Midwest,2.0,Male,2.0,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,2.0,Version 1,3.0,4.0,Low Density Rural,Urban,Urban Core,Very downscale,51109.0,1.28515994548798
437861.0,30-59,Complete,3.0,Yes,2.0,Call 3,5.0,1.0,3.0,2.0,2.0,Less than 100k,2.0,4.0,1.0,1.0,65.0,2.0,1.0,State questionnaire,Midwest,2.0,Male,2.0,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,5.0,Version 1,3.0,4.0,Low Density Rural,Urban,Urban Core,Very downscale,51109.0,1.28515994548798
437551.0,30-59,Complete,3.0,Yes,3.0,Call 2,5.0,1.0,3.0,2.0,2.0,100k or more,2.0,6.0,3.0,2.0,65.0,2.0,1.0,State questionnaire,Midwest,2.0,Male,1.0,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,5.0,Version 1,3.0,4.0,Low Density Rural,Urban,Urban Core,Very downscale,51109.0,1.28515994548798
436268.0,30-59,Complete,2.0,Yes,2.0,Call 1,1.0,9.0,2.0,2.0,6.0,Less than 100k,2.0,5.0,9.0,2.0,6.0,9.0,1.0,State questionnaire,Midwest,7.0,Male,1.0,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,1.0,Version 1,2.0,3.0,Suburb,Urban,Urban Core,Very upscale,50701.0,1.28263831138611
436385.0,30-59,Complete,2.0,No,3.0,Call 2,1.0,2.0,2.0,2.0,6.0,100k or more,2.0,6.0,3.0,1.0,6.0,4.0,1.0,State questionnaire,Midwest,7.0,Male,2.0,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,4.0,Version 1,3.0,4.0,Suburb,Urban,Urban Core,Very upscale,50701.0,1.28263831138611
436380.0,30-59,Complete,1.0,Yes,1.0,Call 2,1.0,1.0,2.0,2.0,6.0,Less than 100k,2.0,5.0,1.0,1.0,6.0,2.0,1.0,State questionnaire,Midwest,7.0,Male,2.0,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,4.0,Version 1,3.0,4.0,Suburb,Urban,Urban Core,Very upscale,50701.0,1.28263831138611
436603.0,30-59,Complete,2.0,No,3.0,Call 3,1.0,1.0,2.0,2.0,6.0,Less than 100k,2.0,4.0,3.0,2.0,6.0,2.0,1.0,State questionnaire,Midwest,7.0,Male,4.0,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,5.0,Version 1,3.0,4.0,Suburb,Urban,Urban Core,Very upscale,50701.0,1.28263831138611
436496.0,30-59,Complete,2.0,No,2.0,Call 3,1.0,1.0,2.0,2.0,6.0,100k or more,2.0,6.0,3.0,1.0,6.0,1.0,1.0,State questionnaire,Midwest,7.0,Male,4.0,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,4.0,Version 1,3.0,4.0,Suburb,Urban,Urban Core,Very upscale,50701.0,1.28263831138611
438438.0,30-59,Complete,3.0,Yes,2.0,Call 2,2.0,1.0,2.0,2.0,5.0,,,,3.0,1.0,105.0,2.0,1.0,State questionnaire,Midwest,6.0,Female,1.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,1.0,Version 1,2.0,3.0,Extremely Low Density Rural,Rural,Rural,Very downscale,52535.0,1.27473390102386
438382.0,30-59,Complete,3.0,No,1.0,Call 2,5.0,1.0,3.0,2.0,6.0,Less than 100k,2.0,4.0,1.0,2.0,117.0,1.0,1.0,State questionnaire,Midwest,7.0,Male,3.0,Suburbs,Suburbs, Iowa,Election day exit poll,5.0,Version 1,2.0,3.0,Extremely Low Density Rural,60s Suburbs,Urban Perimeter,Downscale,51048.0,1.27397346496582
438161.0,30-59,Complete,3.0,No,2.0,Call 2,5.0,1.0,3.0,2.0,6.0,Less than 100k,2.0,4.0,3.0,1.0,117.0,4.0,1.0,State questionnaire,Midwest,7.0,Male,2.0,Suburbs,Suburbs, Iowa,Election day exit poll,5.0,Version 1,2.0,3.0,Extremely Low Density Rural,60s Suburbs,Urban Perimeter,Downscale,51048.0,1.27397346496582
437485.0,30-59,Complete,1.0,No,2.0,Call 1,4.0,1.0,1.0,2.0,6.0,100k or more,2.0,6.0,1.0,1.0,111.0,4.0,1.0,State questionnaire,Midwest,7.0,,4.0,Suburbs,Suburbs, Iowa,Election day exit poll,5.0,Version 1,3.0,4.0,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,50139.0,1.26922714710236
437153.0,30-59,Complete,1.0,No,2.0,Call 1,4.0,2.0,2.0,2.0,6.0,Less than 100k,2.0,4.0,4.0,1.0,116.0,2.0,1.0,State questionnaire,Midwest,7.0,,3.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,2.0,Version 1,3.0,4.0,Extremely Low Density Rural,Rural,Rural,Upscale,52101.0,1.26621806621552
438860.0,30-59,Complete,2.0,No,1.0,Call 3,2.0,2.0,2.0,3.0,7.0,Less than 100k,1.0,3.0,2.0,1.0,105.0,1.0,1.0,State questionnaire,Midwest,9.0,Female,2.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,1.0,Version 1,3.0,4.0,Extremely Low Density Rural,Rural,Rural,Very downscale,52535.0,1.26236534118652
437895.0,30-59,Complete,1.0,No,1.0,Call 3,5.0,1.0,3.0,2.0,1.0,Less than 100k,1.0,3.0,4.0,2.0,65.0,3.0,1.0,State questionnaire,Midwest,1.0,Male,2.0,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,2.0,Version 1,2.0,3.0,Low Density Rural,Urban,Urban Core,Very downscale,51109.0,1.2589191198349
439530.0,60+,Complete,1.0,No,1.0,Call 1,3.0,2.0,2.0,2.0,6.0,Less than 100k,2.0,5.0,4.0,3.0,3.0,2.0,1.0,State questionnaire,Midwest,7.0,,1.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,1.0,Version 1,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Downscale,52209.0,1.25615739822388
437394.0,60+,Complete,1.0,Yes,3.0,Call 1,3.0,1.0,2.0,2.0,9.0,Less than 100k,1.0,2.0,1.0,2.0,36.0,3.0,1.0,State questionnaire,Midwest,99.0,Male,1.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,2.0,Version 1,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Upscale,50642.0,1.25258195400238
438326.0,30-59,Complete,1.0,No,4.0,Call 3,4.0,1.0,2.0,3.0,4.0,Less than 100k,2.0,4.0,3.0,3.0,115.0,3.0,1.0,State questionnaire,Midwest,4.0,Male,3.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,4.0,Version 1,3.0,4.0,Extremely Low Density Rural,Rural,Rural,Very downscale,52161.0,1.2504163980484
438247.0,30-59,Complete,2.0,No,3.0,Call 3,4.0,2.0,2.0,2.0,4.0,Less than 100k,2.0,4.0,3.0,2.0,115.0,9.0,1.0,State questionnaire,Midwest,4.0,Male,3.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,1.0,Version 1,3.0,4.0,Extremely Low Density Rural,Rural,Rural,Very downscale,52161.0,1.2504163980484
439551.0,30-59,Complete,1.0,No,1.0,Call 3,4.0,1.0,2.0,3.0,4.0,Less than 100k,1.0,3.0,4.0,2.0,115.0,3.0,1.0,State questionnaire,Midwest,4.0,Male,4.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,1.0,Version 1,3.0,4.0,Extremely Low Density Rural,Rural,Rural,Very downscale,52161.0,1.2504163980484
438272.0,18-29,Complete,3.0,Yes,2.0,Call 2,1.0,1.0,2.0,2.0,2.0,Less than 100k,2.0,5.0,3.0,1.0,95.0,1.0,1.0,State questionnaire,Midwest,2.0,Female,1.0,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,4.0,Version 1,1.0,1.0,Suburb,Urban,Urban Core,Upscale,52806.0,1.24758470058441
436358.0,30-59,Complete,2.0,Yes,3.0,Call 2,1.0,1.0,2.0,2.0,7.0,Less than 100k,2.0,5.0,3.0,2.0,6.0,1.0,1.0,State questionnaire,Midwest,9.0,Male,2.0,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,4.0,Version 1,3.0,4.0,Suburb,Urban,Urban Core,Very upscale,50701.0,1.24740028381348
436401.0,30-59,Complete,1.0,Yes,1.0,Call 2,1.0,2.0,2.0,2.0,7.0,100k or more,2.0,6.0,2.0,1.0,6.0,1.0,1.0,State questionnaire,Midwest,9.0,Male,2.0,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,2.0,Version 1,2.0,3.0,Suburb,Urban,Urban Core,Very upscale,50701.0,1.24740028381348
436292.0,30-59,Complete,2.0,No,3.0,Call 2,1.0,2.0,2.0,2.0,7.0,Less than 100k,1.0,2.0,4.0,2.0,6.0,1.0,1.0,State questionnaire,Midwest,9.0,Male,2.0,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,1.0,Version 1,3.0,4.0,Suburb,Urban,Urban Core,Very upscale,50701.0,1.24740028381348
437082.0,18-29,Complete,4.0,No,3.0,Call 1,3.0,3.0,1.0,3.0,5.0,Less than 100k,2.0,4.0,2.0,3.0,84.0,1.0,1.0,State questionnaire,Midwest,6.0,Male,4.0,Suburbs,Suburbs, Iowa,Election day exit poll,1.0,Version 1,1.0,1.0,Suburb,80s Suburbs,Urban Perimeter,Very upscale,50266.0,1.24524366855621
436916.0,30-59,Complete,2.0,No,3.0,Call 1,3.0,3.0,1.0,3.0,5.0,Less than 100k,2.0,4.0,2.0,3.0,84.0,1.0,1.0,State questionnaire,Midwest,6.0,Female,4.0,Suburbs,Suburbs, Iowa,Election day exit poll,4.0,Version 1,2.0,3.0,Suburb,80s Suburbs,Urban Perimeter,Very upscale,50266.0,1.24524366855621
439579.0,30-59,Complete,3.0,No,2.0,Call 2,3.0,2.0,1.0,2.0,5.0,100k or more,2.0,6.0,3.0,2.0,84.0,1.0,1.0,State questionnaire,Midwest,6.0,Male,3.0,Suburbs,Suburbs, Iowa,Election day exit poll,5.0,Version 1,3.0,4.0,Suburb,80s Suburbs,Urban Perimeter,Very upscale,50266.0,1.24524366855621
438816.0,18-29,Complete,4.0,No,4.0,Call 2,3.0,1.0,1.0,3.0,5.0,Less than 100k,2.0,4.0,3.0,1.0,84.0,1.0,1.0,State questionnaire,Midwest,6.0,Male,4.0,Suburbs,Suburbs, Iowa,Election day exit poll,5.0,Version 1,1.0,2.0,Suburb,80s Suburbs,Urban Perimeter,Very upscale,50266.0,1.24524366855621
439030.0,18-29,Complete,3.0,No,2.0,Call 3,4.0,2.0,2.0,2.0,6.0,Less than 100k,1.0,2.0,3.0,1.0,115.0,1.0,1.0,State questionnaire,Midwest,7.0,Male,2.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,3.0,Version 1,1.0,1.0,Extremely Low Density Rural,Rural,Rural,Very downscale,52161.0,1.24463737010956
440039.0,30-59,Complete,2.0,No,1.0,Call 3,4.0,2.0,3.0,2.0,4.0,100k or more,2.0,6.0,4.0,1.0,19.0,3.0,1.0,State questionnaire,Midwest,4.0,Female,1.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,2.0,Version 1,2.0,3.0,Low Density Rural,Rural,Rural,Upscale,50428.0,1.24411916732788
437277.0,30-59,Complete,1.0,No,4.0,Call 1,5.0,1.0,3.0,3.0,4.0,Less than 100k,2.0,5.0,4.0,3.0,14.0,4.0,1.0,State questionnaire,Midwest,4.0,Female,1.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,5.0,Version 1,3.0,4.0,Extremely Low Density Rural,Rural,Rural,Very downscale,50558.0,1.24401521682739
438639.0,30-59,Complete,2.0,Yes,3.0,Call 3,5.0,2.0,3.0,4.0,4.0,Less than 100k,2.0,4.0,2.0,2.0,14.0,1.0,1.0,State questionnaire,Midwest,4.0,Female,2.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,1.0,Version 1,3.0,4.0,Extremely Low Density Rural,Rural,Rural,Very downscale,50558.0,1.24401521682739
437872.0,30-59,Complete,1.0,No,2.0,Call 3,5.0,1.0,3.0,2.0,2.0,100k or more,2.0,6.0,3.0,3.0,65.0,3.0,1.0,State questionnaire,Midwest,2.0,Female,2.0,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,4.0,Version 1,3.0,4.0,Low Density Rural,Urban,Urban Core,Very downscale,51109.0,1.24171268939972
437848.0,30-59,Complete,3.0,Yes,2.0,Call 3,5.0,1.0,3.0,2.0,2.0,Less than 100k,2.0,4.0,3.0,1.0,65.0,1.0,1.0,State questionnaire,Midwest,2.0,Female,2.0,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,5.0,Version 1,3.0,4.0,Low Density Rural,Urban,Urban Core,Very downscale,51109.0,1.24171268939972
437522.0,30-59,Complete,3.0,Yes,3.0,Call 2,5.0,2.0,3.0,3.0,2.0,Less than 100k,2.0,4.0,2.0,2.0,65.0,1.0,1.0,State questionnaire,Midwest,2.0,Female,1.0,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,4.0,Version 1,2.0,3.0,Low Density Rural,Urban,Urban Core,Very downscale,51109.0,1.24171268939972
436581.0,30-59,Complete,2.0,Yes,3.0,Call 3,1.0,1.0,2.0,2.0,6.0,Less than 100k,2.0,5.0,1.0,2.0,6.0,2.0,1.0,State questionnaire,Midwest,7.0,Female,1.0,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,5.0,Version 1,3.0,4.0,Suburb,Urban,Urban Core,Very upscale,50701.0,1.23927628993988
437114.0,60+,Complete,1.0,No,3.0,Call 1,3.0,2.0,1.0,3.0,9.0,Less than 100k,1.0,3.0,1.0,3.0,84.0,2.0,1.0,State questionnaire,Midwest,99.0,Male,4.0,Suburbs,Suburbs, Iowa,Election day exit poll,5.0,Version 1,4.0,6.0,Suburb,80s Suburbs,Urban Perimeter,Very upscale,50266.0,1.23861920833588
438036.0,60+,Complete,1.0,Yes,2.0,Call 2,5.0,2.0,3.0,2.0,4.0,Less than 100k,1.0,3.0,2.0,1.0,117.0,3.0,1.0,State questionnaire,Midwest,4.0,Male,1.0,Suburbs,Suburbs, Iowa,Election day exit poll,2.0,Version 1,4.0,6.0,Extremely Low Density Rural,60s Suburbs,Urban Perimeter,Downscale,51048.0,1.23761487007141
438291.0,60+,Complete,1.0,No,4.0,Call 3,5.0,1.0,3.0,3.0,6.0,Less than 100k,1.0,3.0,1.0,2.0,14.0,2.0,1.0,State questionnaire,Midwest,7.0,,1.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,4.0,Version 1,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Very downscale,50558.0,1.23725199699402
439612.0,18-29,Complete,2.0,Yes,2.0,Call 2,3.0,1.0,1.0,2.0,4.0,Less than 100k,1.0,3.0,2.0,3.0,84.0,3.0,3.0,State questionnaire,Midwest,4.0,Female,1.0,Suburbs,Suburbs, Iowa,Election day exit poll,1.0,Version 1,1.0,1.0,Suburb,80s Suburbs,Urban Perimeter,Very upscale,50266.0,1.23546385765076
437063.0,30-59,Complete,1.0,Yes,3.0,Call 1,3.0,1.0,1.0,2.0,4.0,100k or more,2.0,6.0,2.0,2.0,84.0,3.0,1.0,State questionnaire,Midwest,4.0,Female,1.0,Suburbs,Suburbs, Iowa,Election day exit poll,4.0,Version 1,3.0,4.0,Suburb,80s Suburbs,Urban Perimeter,Very upscale,50266.0,1.23546385765076
439538.0,30-59,Complete,1.0,Yes,2.0,Call 2,3.0,2.0,1.0,2.0,4.0,100k or more,2.0,6.0,4.0,2.0,84.0,3.0,1.0,State questionnaire,Midwest,4.0,Female,3.0,Suburbs,Suburbs, Iowa,Election day exit poll,2.0,Version 1,3.0,4.0,Suburb,80s Suburbs,Urban Perimeter,Very upscale,50266.0,1.23546385765076
439639.0,18-29,Complete,3.0,Yes,2.0,Call 2,3.0,2.0,1.0,2.0,4.0,Less than 100k,2.0,5.0,2.0,2.0,84.0,1.0,1.0,State questionnaire,Midwest,4.0,Female,2.0,Suburbs,Suburbs, Iowa,Election day exit poll,4.0,Version 1,1.0,2.0,Suburb,80s Suburbs,Urban Perimeter,Very upscale,50266.0,1.23546385765076
439136.0,30-59,Complete,1.0,Yes,3.0,Call 3,5.0,1.0,3.0,2.0,6.0,Less than 100k,2.0,5.0,1.0,2.0,117.0,3.0,1.0,State questionnaire,Midwest,7.0,Female,2.0,Suburbs,Suburbs, Iowa,Election day exit poll,4.0,Version 1,3.0,4.0,Extremely Low Density Rural,60s Suburbs,Urban Perimeter,Downscale,51048.0,1.23090445995331
438892.0,30-59,Complete,1.0,,1.0,Call 3,5.0,1.0,3.0,2.0,6.0,Less than 100k,2.0,5.0,1.0,1.0,117.0,2.0,1.0,State questionnaire,Midwest,7.0,Female,4.0,Suburbs,Suburbs, Iowa,Election day exit poll,4.0,Version 1,2.0,3.0,Extremely Low Density Rural,60s Suburbs,Urban Perimeter,Downscale,51048.0,1.23090445995331
439403.0,30-59,Complete,2.0,Yes,2.0,Call 2,3.0,1.0,1.0,2.0,2.0,100k or more,2.0,6.0,4.0,1.0,84.0,3.0,1.0,State questionnaire,Midwest,2.0,Male,2.0,Suburbs,Suburbs, Iowa,Election day exit poll,4.0,Version 1,2.0,3.0,Suburb,80s Suburbs,Urban Perimeter,Very upscale,50266.0,1.22509145736694
439052.0,30-59,Complete,2.0,Yes,2.0,Call 2,3.0,2.0,1.0,2.0,2.0,100k or more,2.0,6.0,1.0,1.0,84.0,2.0,1.0,State questionnaire,Midwest,2.0,Male,3.0,Suburbs,Suburbs, Iowa,Election day exit poll,3.0,Version 1,3.0,4.0,Suburb,80s Suburbs,Urban Perimeter,Very upscale,50266.0,1.22509145736694
439019.0,30-59,Complete,1.0,No,1.0,Call 2,3.0,1.0,1.0,3.0,2.0,100k or more,2.0,6.0,4.0,1.0,84.0,1.0,1.0,State questionnaire,Midwest,2.0,Male,1.0,Suburbs,Suburbs, Iowa,Election day exit poll,5.0,Version 1,3.0,4.0,Suburb,80s Suburbs,Urban Perimeter,Very upscale,50266.0,1.22509145736694
438951.0,30-59,Complete,2.0,Yes,2.0,Call 2,3.0,1.0,1.0,2.0,2.0,100k or more,2.0,6.0,4.0,2.0,84.0,2.0,1.0,State questionnaire,Midwest,2.0,Female,1.0,Suburbs,Suburbs, Iowa,Election day exit poll,4.0,Version 1,3.0,4.0,Suburb,80s Suburbs,Urban Perimeter,Very upscale,50266.0,1.22509145736694
438913.0,30-59,Complete,2.0,Yes,3.0,Call 2,3.0,2.0,1.0,2.0,2.0,100k or more,2.0,6.0,1.0,2.0,84.0,1.0,1.0,State questionnaire,Midwest,2.0,Male,1.0,Suburbs,Suburbs, Iowa,Election day exit poll,4.0,Version 1,3.0,4.0,Suburb,80s Suburbs,Urban Perimeter,Very upscale,50266.0,1.22509145736694
437214.0,18-29,Complete,3.0,Yes,4.0,Call 1,4.0,1.0,2.0,3.0,5.0,Less than 100k,2.0,4.0,3.0,1.0,115.0,2.0,1.0,State questionnaire,Midwest,6.0,Male,2.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,5.0,Version 1,1.0,1.0,Extremely Low Density Rural,Rural,Rural,Very downscale,52161.0,1.22230327129364
439627.0,60+,Complete,1.0,No,2.0,Call 1,3.0,1.0,2.0,2.0,7.0,Less than 100k,1.0,2.0,1.0,1.0,3.0,1.0,1.0,State questionnaire,Midwest,9.0,,2.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,4.0,Version 1,3.0,5.0,Extremely Low Density Rural,Rural,Rural,Downscale,52209.0,1.22164690494537
436267.0,60+,Complete,1.0,No,2.0,Call 1,1.0,1.0,2.0,3.0,1.0,Less than 100k,2.0,4.0,2.0,2.0,6.0,3.0,1.0,State questionnaire,Midwest,1.0,Male,3.0,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,2.0,Version 1,4.0,6.0,Suburb,Urban,Urban Core,Very upscale,50701.0,1.22075402736664
436259.0,30-59,Complete,9.0,Yes,4.0,Call 1,1.0,1.0,2.0,3.0,5.0,Less than 100k,1.0,2.0,2.0,3.0,6.0,2.0,1.0,State questionnaire,Midwest,6.0,Female,1.0,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,5.0,Version 1,3.0,4.0,Suburb,Urban,Urban Core,Very upscale,50701.0,1.21703839302063
439107.0,30-59,Complete,4.0,No,2.0,Call 3,5.0,1.0,3.0,2.0,7.0,Less than 100k,2.0,5.0,1.0,1.0,117.0,2.0,1.0,State questionnaire,Midwest,9.0,Male,3.0,Suburbs,Suburbs, Iowa,Election day exit poll,4.0,Version 1,3.0,4.0,Extremely Low Density Rural,60s Suburbs,Urban Perimeter,Downscale,51048.0,1.21161067485809
436514.0,18-29,Complete,3.0,No,2.0,Call 3,1.0,2.0,2.0,2.0,2.0,Less than 100k,2.0,4.0,1.0,2.0,6.0,1.0,1.0,State questionnaire,Midwest,2.0,Female,4.0,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,5.0,Version 1,1.0,1.0,Suburb,Urban,Urban Core,Very upscale,50701.0,1.21008157730103
438378.0,30-59,Complete,9.0,Yes,1.0,Call 2,1.0,1.0,2.0,2.0,2.0,Less than 100k,2.0,5.0,9.0,1.0,95.0,9.0,1.0,State questionnaire,Midwest,2.0,Male,1.0,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,9.0,Version 1,3.0,4.0,Suburb,Urban,Urban Core,Upscale,52806.0,1.20322906970978
438305.0,30-59,Complete,1.0,No,2.0,Call 2,1.0,1.0,2.0,2.0,2.0,Less than 100k,2.0,5.0,3.0,2.0,95.0,1.0,1.0,State questionnaire,Midwest,2.0,Male,1.0,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,4.0,Version 1,2.0,3.0,Suburb,Urban,Urban Core,Upscale,52806.0,1.20322906970978
438323.0,60+,Complete,1.0,No,3.0,Call 2,1.0,2.0,2.0,2.0,4.0,100k or more,2.0,6.0,3.0,2.0,94.0,2.0,1.0,State questionnaire,Midwest,4.0,Male,3.0,Suburbs,Suburbs, Iowa,Election day exit poll,1.0,Version 1,4.0,6.0,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,52773.0,1.19839644432068
439044.0,60+,Complete,2.0,,2.0,Call 3,5.0,1.0,3.0,2.0,4.0,,,,4.0,1.0,117.0,2.0,1.0,State questionnaire,Midwest,4.0,Female,3.0,Suburbs,Suburbs, Iowa,Election day exit poll,4.0,Version 1,4.0,6.0,Extremely Low Density Rural,60s Suburbs,Urban Perimeter,Downscale,51048.0,1.19577491283417
438850.0,60+,Complete,1.0,Yes,1.0,Call 3,5.0,1.0,3.0,2.0,4.0,,,,1.0,1.0,117.0,1.0,1.0,State questionnaire,Midwest,4.0,Female,1.0,Suburbs,Suburbs, Iowa,Election day exit poll,2.0,Version 1,4.0,6.0,Extremely Low Density Rural,60s Suburbs,Urban Perimeter,Downscale,51048.0,1.19577491283417
437372.0,60+,Complete,1.0,Yes,3.0,Call 2,4.0,1.0,3.0,2.0,2.0,Less than 100k,1.0,3.0,3.0,1.0,19.0,1.0,1.0,State questionnaire,Midwest,2.0,Male,3.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,2.0,Version 1,4.0,6.0,Low Density Rural,Rural,Rural,Upscale,50428.0,1.19414687156677
436813.0,60+,Complete,1.0,Yes,2.0,Call 1,4.0,1.0,3.0,2.0,2.0,Less than 100k,2.0,4.0,1.0,1.0,19.0,2.0,1.0,State questionnaire,Midwest,2.0,Male,1.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,5.0,Version 1,3.0,5.0,Low Density Rural,Rural,Rural,Upscale,50428.0,1.19414687156677
438428.0,60+,Complete,1.0,Yes,3.0,Call 3,5.0,2.0,3.0,2.0,2.0,,,,4.0,1.0,14.0,2.0,1.0,State questionnaire,Midwest,2.0,Male,1.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,5.0,Version 1,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Very downscale,50558.0,1.19404709339142
438347.0,60+,Complete,1.0,Yes,2.0,Call 3,5.0,1.0,3.0,2.0,2.0,Less than 100k,2.0,4.0,4.0,1.0,14.0,2.0,1.0,State questionnaire,Midwest,2.0,Male,1.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,4.0,Version 1,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Very downscale,50558.0,1.19404709339142
437233.0,60+,Complete,1.0,Yes,2.0,Call 1,5.0,1.0,3.0,3.0,2.0,Less than 100k,1.0,2.0,2.0,1.0,14.0,2.0,1.0,State questionnaire,Midwest,2.0,Male,2.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,4.0,Version 1,3.0,5.0,Extremely Low Density Rural,Rural,Rural,Very downscale,50558.0,1.19404709339142
438742.0,30-59,Complete,2.0,Yes,3.0,Call 3,2.0,1.0,2.0,2.0,2.0,Less than 100k,1.0,3.0,1.0,1.0,105.0,2.0,1.0,State questionnaire,Midwest,2.0,Female,2.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,4.0,Version 1,3.0,4.0,Extremely Low Density Rural,Rural,Rural,Very downscale,52535.0,1.18106055259705
438355.0,60+,Complete,1.0,No,3.0,Call 1,1.0,1.0,2.0,2.0,4.0,100k or more,2.0,6.0,2.0,2.0,92.0,1.0,1.0,State questionnaire,Midwest,4.0,Male,3.0,Suburbs,Suburbs, Iowa,Election day exit poll,2.0,Version 1,4.0,6.0,Suburb,70s Suburbs,Urban Perimeter,Very upscale,52722.0,1.18060410022736
440036.0,60+,Complete,1.0,No,3.0,Call 3,1.0,1.0,2.0,2.0,4.0,100k or more,2.0,6.0,3.0,3.0,92.0,3.0,1.0,State questionnaire,Midwest,4.0,Male,4.0,Suburbs,Suburbs, Iowa,Election day exit poll,5.0,Version 1,3.0,5.0,Suburb,70s Suburbs,Urban Perimeter,Very upscale,52722.0,1.18060410022736
437732.0,60+,Complete,2.0,Yes,3.0,Call 3,3.0,1.0,2.0,2.0,2.0,Less than 100k,1.0,2.0,2.0,2.0,4.0,2.0,1.0,State questionnaire,Midwest,2.0,Male,1.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,2.0,Version 1,4.0,6.0,Low Density Rural,Rural,Rural,Downscale,52349.0,1.17770969867706
437667.0,60+,Complete,2.0,Yes,2.0,Call 3,3.0,1.0,2.0,2.0,2.0,Less than 100k,2.0,4.0,4.0,2.0,4.0,1.0,1.0,State questionnaire,Midwest,2.0,Male,2.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,4.0,Version 1,4.0,6.0,Low Density Rural,Rural,Rural,Downscale,52349.0,1.17770969867706
437500.0,60+,Complete,1.0,No,2.0,Call 2,5.0,1.0,3.0,2.0,7.0,,,,1.0,1.0,14.0,2.0,1.0,State questionnaire,Midwest,9.0,,1.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,2.0,Version 1,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Very downscale,50558.0,1.17668676376343
