ID,ABORT2,ABORTION,ATTEND,ATTEND2,ATTREL,AZRPRS08,BACKSIDE,BREAKREP,BREAKRP2,BRNAGAIN,BUSHANG08,BUSHANG2,CALL,CDNUM,CHIEFREPAL,COLLEDUC,ECONREP,EDUC,GEOCODE,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,IRAQWAR,IRAQWAR2,ISSIA08R,ISSVQUAL,LATINO,LATINOS,MOVETOAZ,NEC,NEC2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08R,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,RELWHITE,RPRS08,RPRS08ST,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TIME3D,TIME3DAB,TIMEPR,TIMEPRAB,TIMEWK,TIMEWKAB,VERSION,VETVOTER,WHITEREL,WHTEVANG,WPROTBRN,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1128835.0,9.0,9.0,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,2.0,Complete,3.0,2.0,No,2.0,1.0,Call 3,6.0,2.0,1.0,2.0,Some college or associate degree,1.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat disapprove,Disapprove,3.0,My candidates position on the issues,Yes,Yes,4.0,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,Latino Independents,Independent,Conservative,5.0,13.0,2.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,Catholic,Catholic,9.0,2.0,2.0,Female,Non black female,Latino women,Non white female,Non white,Suburbs,Suburbs,English,Arizona,Election day exit poll,1.0,1.0,1.0,1.0,1.0,1.0,Version 1,No,Non-white,All others,All others,2.0,2.0,3.0,3.0,10.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,85248.0,0.465281307697296
1119409.0,2.0,4.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,2.0,Complete,4.0,2.0,Yes,2.0,1.0,Call 2,6.0,3.0,2.0,2.0,Postgraduate study,1.0,2.0,3.0,100k or more,50k or more,"$150,000-$199,999",Strongly approve,Approve,3.0,My candidates leadership/personal qualities,No,No,4.0,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,13.0,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,English,Arizona,Election day exit poll,1.0,1.0,1.0,1.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,8.0,4.0,65+,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,85248.0,0.472990095615387
1128864.0,2.0,3.0,A few times a year,A few times a month/A few times a year,All others,2.0,Complete,4.0,2.0,No,2.0,1.0,Call 3,6.0,2.0,1.0,2.0,Some college or associate degree,1.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,1.0,My candidates position on the issues,No,No,4.0,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,13.0,2.0,White,State questionnaire,White,West,None,None,5.0,2.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,English,Arizona,Election day exit poll,2.0,2.0,4.0,4.0,2.0,2.0,Version 1,No,None,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,85248.0,0.472990095615387
1128648.0,2.0,3.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,2.0,Complete,1.0,1.0,Yes,2.0,1.0,Call 3,6.0,2.0,2.0,2.0,Postgraduate study,1.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,1.0,My candidates leadership/personal qualities,No,No,2.0,Good,Excellent/Good,Republican,Black non Democrat,All Republicans,Republican,Conservative,4.0,13.0,2.0,Black,State questionnaire,Black,West,Protestant/Other Non-Catholic Christian,Protestant,9.0,2.0,2.0,Female,Black female,Black women,Non white female,Non white,Suburbs,Suburbs,English,Arizona,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,Version 1,No,Non-white,All others,All others,3.0,3.0,5.0,6.0,7.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,85248.0,0.955416321754456
1119035.0,2.0,3.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,2.0,Complete,1.0,1.0,Yes,2.0,1.0,Call 2,6.0,3.0,2.0,3.0,Postgraduate study,1.0,2.0,1.0,100k or more,50k or more,"$150,000-$199,999",Strongly approve,Approve,3.0,My candidates position on the issues,No,No,3.0,Not so good,Not so good/Poor,Republican,Black non Democrat,All Republicans,Republican,Conservative,5.0,13.0,2.0,Black,State questionnaire,Black,West,Protestant/Other Non-Catholic Christian,Protestant,9.0,2.0,2.0,Male,Black male,Black men,Non white male,Non white,Suburbs,Suburbs,English,Arizona,Election day exit poll,2.0,2.0,4.0,4.0,2.0,2.0,Version 1,No,Non-white,All others,All others,3.0,3.0,5.0,6.0,7.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,85248.0,0.955416321754456
1118955.0,2.0,4.0,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,2.0,Complete,3.0,2.0,No,2.0,1.0,Call 2,6.0,2.0,2.0,2.0,Postgraduate study,1.0,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",Strongly approve,Approve,3.0,My candidates leadership/personal qualities,No,No,4.0,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,13.0,2.0,White,State questionnaire,White,West,Catholic,Catholic,2.0,2.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,English,Arizona,Election day exit poll,2.0,2.0,4.0,4.0,2.0,2.0,Version 1,No,Catholic,All others,All others,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,85248.0,0.472990095615387
1129667.0,2.0,4.0,,,,2.0,Not complete,2.0,1.0,,2.0,1.0,Call 3,3.0,,,,,1.0,,,,,,,,4.0,My candidates position on the issues,No,No,,,,,,,,,,9.0,2.0,White,State questionnaire,White,West,,,,2.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,English,Arizona,Election day exit poll,1.0,1.0,1.0,1.0,1.0,1.0,Version 1,Yes,,,,2.0,2.0,3.0,3.0,2.0,17-64,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,85234.0,0.556076228618622
1129675.0,2.0,4.0,,,,2.0,Not complete,4.0,2.0,,1.0,1.0,Call 3,3.0,,,,,1.0,,,,,,,,2.0,My candidates position on the issues,Yes,Yes,,,,,,,,,,9.0,2.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,,2.0,2.0,Female,Non black female,Latino women,Non white female,Non white,Suburbs,Suburbs,English,Arizona,Election day exit poll,2.0,2.0,4.0,4.0,2.0,2.0,Version 1,No,,,,3.0,3.0,5.0,6.0,11.0,17-64,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,85234.0,0.547013282775879
1129264.0,2.0,3.0,,,,2.0,Not complete,2.0,1.0,,2.0,1.0,Call 3,7.0,,,,,3.0,,,,,,,,1.0,My candidates position on the issues,No,No,,,,,,,,,,3.0,2.0,White,State questionnaire,White,West,,,,2.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,English,Arizona,Election day exit poll,1.0,1.0,2.0,2.0,1.0,1.0,Version 1,No,,,,4.0,4.0,6.0,8.0,4.0,65+,Extremely Low Density Rural,Rural,Rural,Very downscale,85325.0,1.68255794048309
1129263.0,2.0,3.0,,,,2.0,Not complete,2.0,1.0,,2.0,1.0,Call 3,7.0,,,,,3.0,,,,,,,,1.0,My candidates position on the issues,No,No,,,,,,,,,,3.0,2.0,White,State questionnaire,White,West,,,,2.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,English,Arizona,Election day exit poll,1.0,1.0,2.0,2.0,1.0,1.0,Version 1,No,,,,4.0,4.0,6.0,8.0,4.0,65+,Extremely Low Density Rural,Rural,Rural,Very downscale,85325.0,1.68255794048309
1129255.0,1.0,2.0,A few times a year,A few times a month/A few times a year,All others,2.0,Complete,3.0,2.0,No,2.0,1.0,Call 3,7.0,3.0,2.0,2.0,Postgraduate study,3.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,2.0,My candidates position on the issues,No,No,1.0,Good,Excellent/Good,Independent/Something else,Non black non Democrat,All other,Independent,Conservative,4.0,3.0,1.0,American Indian,State questionnaire,Other,West,Protestant/Other Non-Catholic Christian,Other Christian,9.0,2.0,2.0,Male,Non black male,All other races,Non white male,Non white,Rural,Small Cities/Rural,English,Arizona,Election day exit poll,1.0,1.0,2.0,2.0,1.0,1.0,Version 1,No,Non-white,All others,All others,3.0,3.0,4.0,5.0,13.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,85325.0,1.68255794048309
1129244.0,1.0,1.0,Omit,Omit,Protestant/Do not attend weekly,2.0,Complete,3.0,2.0,Yes,4.0,2.0,Call 3,7.0,1.0,1.0,2.0,High school graduate,3.0,1.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",Strongly disapprove,Disapprove,3.0,My candidates position on the issues,No,No,4.0,Poor,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Liberal,2.0,3.0,3.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,English,Arizona,Election day exit poll,1.0,1.0,2.0,2.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,4.0,5.0,3.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,85325.0,1.68255794048309
1118703.0,9.0,9.0,Omit,Omit,Omit,2.0,Complete,9.0,9.0,,2.0,1.0,Call 2,7.0,9.0,,9.0,,3.0,,2.0,,,,Somewhat approve,Approve,9.0,My candidates leadership/personal qualities,,,2.0,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,,,3.0,4.0,White,State questionnaire,White,West,,,9.0,2.0,2.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural,,Arizona,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,Version 1,No,,All others,,,,,,,,Extremely Low Density Rural,Rural,Rural,Very downscale,85325.0,1.68255794048309
1118652.0,2.0,3.0,Omit,Omit,Omit,2.0,Complete,2.0,1.0,,1.0,1.0,Call 2,7.0,2.0,,2.0,,3.0,,9.0,,,,Omit,Omit,4.0,My candidates leadership/personal qualities,No,No,2.0,Not so good,Not so good/Poor,,,,,,,3.0,2.0,White,State questionnaire,White,West,,,9.0,2.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,English,Arizona,Election day exit poll,2.0,2.0,3.0,3.0,1.0,1.0,Version 1,No,,All others,,4.0,4.0,6.0,8.0,4.0,65+,Extremely Low Density Rural,Rural,Rural,Very downscale,85325.0,1.68255794048309
1102296.0,2.0,3.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,3.0,Complete,,,Yes,2.0,1.0,,8.0,3.0,2.0,5.0,College graduate,3.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,4.0,My candidates leadership/personal qualities,No,No,4.0,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,,4.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Male,Non black male,White men,White male,White male,"Cities 10,000-50,000",Small Cities/Rural,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,4.0,5.0,3.0,17-64,Town,Rural,Rural,Upscale,85635.0,1.76307272911072
1102175.0,1.0,1.0,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,3.0,Complete,,,Yes,1.0,1.0,,8.0,3.0,1.0,3.0,Some college or associate degree,3.0,2.0,1.0,,,,Strongly approve,Approve,3.0,My candidates position on the issues,No,No,4.0,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Liberal,1.0,,4.0,White,State questionnaire,White,West,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,"Cities 10,000-50,000",Small Cities/Rural,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Catholic,White Born-again/Evangelical Christians,All others,4.0,4.0,6.0,8.0,4.0,65+,Town,Rural,Rural,Upscale,85635.0,0.661414086818695
1102088.0,2.0,3.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,3.0,Complete,,,No,1.0,1.0,,8.0,3.0,1.0,3.0,Some college or associate degree,3.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,1.0,My candidates position on the issues,No,No,3.0,Good,Excellent/Good,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,,1.0,White,State questionnaire,White,West,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Catholic,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,85630.0,1.32282817363739
1102061.0,2.0,4.0,More than once a week,More than once a week/Once a week,All others,3.0,Complete,,,Yes,1.0,1.0,,8.0,3.0,1.0,3.0,High school graduate,3.0,1.0,1.0,Less than 100k,Less than 50k,"Under $15,000",Strongly approve,Approve,3.0,My candidates position on the issues,No,No,2.0,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,,4.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,4.0,3.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,4.0,5.0,7.0,4.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,85643.0,0.881536364555359
1102291.0,1.0,2.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,3.0,Complete,,,No,2.0,1.0,,7.0,3.0,1.0,9.0,Did not complete high school,3.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,4.0,My candidates leadership/personal qualities,No,No,1.0,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,,3.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,Yes,Protestant/Other Christian,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Downscale,85367.0,1.76307272911072
1102221.0,1.0,2.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,3.0,Complete,,,No,1.0,1.0,,7.0,3.0,1.0,5.0,Some college or associate degree,3.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",Strongly approve,Approve,2.0,My candidates leadership/personal qualities,No,No,4.0,Excellent,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,,1.0,White,State questionnaire,White,West,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,Yes,Catholic,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Extremely Low Density Rural,Urban,Urban Core,Downscale,85365.0,1.76307272911072
1102026.0,1.0,1.0,A few times a month,A few times a month/A few times a year,All others,3.0,Complete,,,Yes,1.0,1.0,,7.0,3.0,1.0,3.0,Did not complete high school,3.0,1.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat approve,Approve,2.0,My candidates position on the issues,Yes,Yes,4.0,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Liberal,2.0,,3.0,American Indian,State questionnaire,Hispanic/Latino,West,Protestant/Other Non-Catholic Christian,Other Christian,9.0,4.0,3.0,Female,Non black female,Latino women,Non white female,Non white,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Non-white,All others,All others,4.0,4.0,6.0,8.0,12.0,65+,Extremely Low Density Rural,Urban,Urban Core,Downscale,85365.0,0.475594490766525
1101982.0,9.0,9.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,3.0,Complete,,,No,1.0,1.0,,7.0,3.0,1.0,5.0,High school graduate,3.0,1.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat approve,Approve,2.0,My candidates position on the issues,Yes,Yes,1.0,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,,3.0,Other,State questionnaire,Hispanic/Latino,West,Catholic,Catholic,9.0,4.0,3.0,Male,Non black male,Latino men,Non white male,Non white,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Non-white,All others,All others,2.0,2.0,4.0,4.0,10.0,17-64,Extremely Low Density Rural,Urban,Urban Core,Downscale,85365.0,0.499068260192871
1102143.0,1.0,2.0,A few times a month,A few times a month/A few times a year,All others,3.0,Complete,,,Yes,1.0,1.0,,2.0,3.0,1.0,3.0,High school graduate,3.0,1.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat disapprove,Disapprove,1.0,My candidates position on the issues,No,No,1.0,Poor,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Liberal,2.0,,1.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,4.0,3.0,Male,Non black male,White men,White male,White male,"Cities 10,000-50,000",Small Cities/Rural,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,8.0,4.0,65+,Low Density Rural,Rural,Rural,Upscale,86406.0,1.76307272911072
1102235.0,1.0,2.0,A few times a year,A few times a month/A few times a year,All others,3.0,Complete,,,No,2.0,1.0,,2.0,3.0,1.0,3.0,Some college or associate degree,3.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,4.0,My candidates leadership/personal qualities,No,No,3.0,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,,4.0,White,State questionnaire,White,West,Jewish,Jewish,3.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Jewish,All others,All others,4.0,4.0,6.0,8.0,4.0,65+,Town,80s Suburbs,High-Growth Suburban Perimeter,Downscale,86442.0,1.76307272911072
1102163.0,2.0,3.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,3.0,Complete,,,Yes,2.0,1.0,,2.0,3.0,2.0,3.0,Postgraduate study,3.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,No,2.0,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,,1.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,4.0,5.0,3.0,17-64,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very downscale,86436.0,1.76307272911072
1102170.0,1.0,2.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,3.0,Complete,,,No,2.0,1.0,,2.0,3.0,1.0,3.0,Some college or associate degree,3.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat approve,Approve,1.0,My candidates position on the issues,No,No,4.0,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,,3.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,Yes,Protestant/Other Christian,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very downscale,86413.0,0.440768182277679
1102287.0,2.0,3.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,3.0,Complete,,,Yes,3.0,2.0,,1.0,3.0,2.0,3.0,Postgraduate study,3.0,2.0,1.0,100k or more,50k or more,"$150,000-$199,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,No,1.0,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,,1.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Extremely Low Density Rural,Rural,Rural,Downscale,85901.0,1.32282817363739
1102252.0,1.0,1.0,Never,Never,Protestant/Do not attend weekly,3.0,Complete,,,Yes,3.0,2.0,,1.0,3.0,1.0,3.0,Some college or associate degree,3.0,2.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",Somewhat disapprove,Disapprove,2.0,My candidates position on the issues,No,No,1.0,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,,3.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Extremely Low Density Rural,Rural,Rural,Downscale,85901.0,1.32282817363739
1102225.0,9.0,9.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,3.0,Complete,,,,2.0,1.0,,1.0,3.0,1.0,3.0,Some college or associate degree,3.0,2.0,2.0,,,,Somewhat approve,Approve,4.0,My candidates leadership/personal qualities,Yes,Yes,2.0,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,,4.0,White,State questionnaire,Hispanic/Latino,West,Protestant/Other Non-Catholic Christian,Protestant,9.0,4.0,3.0,Female,Non black female,Latino women,Non white female,Non white,"Cities 10,000-50,000",Small Cities/Rural,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Non-white,All others,All others,4.0,4.0,6.0,9.0,12.0,65+,Extremely Low Density Rural,Rural,Rural,Downscale,85541.0,0.661414086818695
1102215.0,1.0,2.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,3.0,Complete,,,No,2.0,1.0,,1.0,4.0,2.0,4.0,College graduate,3.0,2.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,Yes,Yes,4.0,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,,4.0,White,State questionnaire,Hispanic/Latino,West,Catholic,Catholic,9.0,4.0,3.0,Male,Non black male,Latino men,Non white male,Non white,Rural,Small Cities/Rural,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,Yes,Non-white,All others,All others,3.0,4.0,5.0,7.0,12.0,17-64,Extremely Low Density Rural,Rural,Rural,Downscale,85933.0,1.76307272911072
1102196.0,1.0,2.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,3.0,Complete,,,Yes,1.0,1.0,,1.0,3.0,1.0,9.0,Some college or associate degree,3.0,2.0,9.0,,,,Strongly approve,Approve,1.0,My candidates leadership/personal qualities,No,No,4.0,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,,3.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Female,Non black female,White women,White female,White female,"Cities 10,000-50,000",Small Cities/Rural,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,9.0,4.0,65+,Low Density Rural,Rural,Rural,Upscale,86303.0,1.32282817363739
1102087.0,1.0,2.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,3.0,Complete,,,No,1.0,1.0,,1.0,3.0,2.0,3.0,College graduate,3.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,4.0,My candidates position on the issues,No,No,4.0,Good,Excellent/Good,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,,1.0,White,State questionnaire,White,West,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,Yes,Catholic,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Extremely Low Density Rural,Rural,Rural,Downscale,85933.0,1.32282817363739
1102000.0,1.0,1.0,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,3.0,Complete,,,Yes,2.0,1.0,,1.0,3.0,2.0,3.0,College graduate,3.0,2.0,2.0,,,,Somewhat disapprove,Disapprove,1.0,My candidates leadership/personal qualities,No,No,4.0,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,,3.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Female,Non black female,White women,White female,White female,"Cities 10,000-50,000",Small Cities/Rural,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,9.0,4.0,65+,Low Density Rural,Rural,Rural,Upscale,86303.0,1.32282817363739
