ID,@2NDIAD08,AGE3,BACKSIDE,BREAKCAU,CALL,CDNUM,DPRS08,GEOCODE,IADPRS08,IAPARTYID,INC100K,INC50K08,INCOME08,ISSIA08D,MARRIED,PHIL3,PHIL4,PRECINCT,PREVCAUC,QLTIA08D,QRACE3,QTYPE,REGION,SEX,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIMECAU,UNION2,VERSION,WOMENWED,XAGE,XAGE6,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
437997.0,2.0,60+,Complete,1.0,Call 3,4.0,2.0,1.0,2.0,1.0,Less than 100k,1.0,1.0,2.0,No,Moderate,3.0,110.0,1.0,4.0,1.0,State questionnaire,Midwest,Female,Non-married women,Suburbs,Suburbs, Iowa,Election day exit poll,5.0,2.0,Version 1,2.0,4.0,6.0,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,50160.0,0.734210610389709
437989.0,2.0,60+,Complete,1.0,Call 3,2.0,2.0,2.0,2.0,1.0,Less than 100k,2.0,5.0,2.0,Yes,Liberal,1.0,53.0,2.0,1.0,1.0,State questionnaire,Midwest,,,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,5.0,1.0,Version 1,2.0,4.0,6.0,Suburb,Urban,Urban Core,Upscale,52404.0,0.765798032283783
437987.0,3.0,18-29,Complete,1.0,Call 3,1.0,2.0,2.0,2.0,1.0,Less than 100k,1.0,1.0,1.0,No,Moderate,3.0,24.0,2.0,2.0,1.0,State questionnaire,Midwest,Female,Non-married women,Rural,Small Cities/Rural, Iowa,Election day exit poll,5.0,2.0,Version 1,2.0,1.0,1.0,Extremely Low Density Rural,Rural,Rural,Very downscale,52159.0,0.806831300258636
437984.0,3.0,18-29,Complete,1.0,Call 3,2.0,2.0,2.0,2.0,1.0,Less than 100k,1.0,3.0,1.0,No,Liberal,2.0,43.0,2.0,1.0,3.0,State questionnaire,Midwest,Male,Non-married men,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,2.0,2.0,Version 1,2.0,1.0,2.0,Suburb,Urban,Urban Core,Upscale,52240.0,1.44067919254303
437980.0,3.0,18-29,Complete,1.0,Call 3,4.0,2.0,1.0,2.0,1.0,Less than 100k,1.0,2.0,2.0,No,Liberal,1.0,12.0,2.0,1.0,,State questionnaire,Midwest,Female,Non-married women,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,1.0,2.0,Version 1,2.0,1.0,1.0,Low Density Rural,Rural,Rural,Upscale,50036.0,0.395122975111008
437956.0,3.0,60+,Complete,1.0,Call 3,4.0,2.0,1.0,2.0,1.0,100k or more,2.0,6.0,2.0,Yes,Liberal,1.0,12.0,1.0,1.0,1.0,State questionnaire,Midwest,Female,Married women,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,5.0,,Version 1,1.0,4.0,6.0,Low Density Rural,Rural,Rural,Upscale,50036.0,0.468381851911545
437943.0,2.0,30-59,Complete,2.0,Call 3,2.0,2.0,2.0,2.0,1.0,Less than 100k,2.0,4.0,3.0,Yes,Liberal,2.0,45.0,2.0,2.0,1.0,State questionnaire,Midwest,Female,Married women,Suburbs,Suburbs, Iowa,Election day exit poll,2.0,2.0,Version 1,1.0,3.0,4.0,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,52338.0,0.391822129487991
437929.0,2.0,30-59,Complete,1.0,Call 3,2.0,2.0,2.0,2.0,1.0,Less than 100k,1.0,1.0,3.0,No,Liberal,1.0,53.0,2.0,3.0,1.0,State questionnaire,Midwest,Male,Non-married men,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,4.0,2.0,Version 1,2.0,3.0,4.0,Suburb,Urban,Urban Core,Upscale,52404.0,1.35424602031708
437924.0,2.0,60+,Complete,1.0,Call 3,2.0,2.0,2.0,2.0,1.0,Less than 100k,2.0,5.0,3.0,Yes,Liberal,2.0,45.0,2.0,1.0,,State questionnaire,Midwest,,,Suburbs,Suburbs, Iowa,Election day exit poll,5.0,2.0,Version 1,2.0,3.0,5.0,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,52338.0,0.216825425624847
437905.0,3.0,60+,Complete,2.0,Call 3,2.0,2.0,2.0,2.0,1.0,Less than 100k,2.0,5.0,2.0,No,Liberal,1.0,45.0,1.0,3.0,1.0,State questionnaire,Midwest,Male,Non-married men,Suburbs,Suburbs, Iowa,Election day exit poll,5.0,2.0,Version 1,2.0,3.0,5.0,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,52338.0,0.447670340538025
437899.0,3.0,30-59,Complete,2.0,Call 3,4.0,2.0,1.0,2.0,1.0,100k or more,2.0,6.0,2.0,Yes,Liberal,2.0,12.0,2.0,1.0,1.0,State questionnaire,Midwest,Male,Married men,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,2.0,1.0,Version 1,2.0,3.0,4.0,Low Density Rural,Rural,Rural,Upscale,50036.0,0.572576880455017
437896.0,2.0,60+,Complete,2.0,Call 3,3.0,2.0,1.0,2.0,1.0,Less than 100k,1.0,3.0,1.0,No,Liberal,2.0,71.0,1.0,3.0,1.0,State questionnaire,Midwest,Female,Non-married women,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,5.0,2.0,Version 1,2.0,4.0,6.0,High Density Urban,Urban,Urban Core,Very upscale,50310.0,1.24137663841248
437875.0,3.0,60+,Complete,2.0,Call 3,2.0,2.0,2.0,2.0,1.0,,,,3.0,Yes,Liberal,2.0,45.0,2.0,1.0,1.0,State questionnaire,Midwest,Female,Married women,Suburbs,Suburbs, Iowa,Election day exit poll,5.0,1.0,Version 1,1.0,3.0,5.0,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,52338.0,0.378797203302383
437869.0,2.0,60+,Complete,9.0,Call 3,4.0,2.0,2.0,2.0,1.0,Less than 100k,1.0,3.0,1.0,Yes,Liberal,1.0,34.0,2.0,4.0,1.0,State questionnaire,Midwest,Male,Married men,Rural,Small Cities/Rural, Iowa,Election day exit poll,1.0,,Version 1,2.0,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Downscale,50435.0,0.57327264547348
437867.0,2.0,60+,Complete,1.0,Call 3,4.0,2.0,1.0,2.0,1.0,Less than 100k,1.0,1.0,3.0,No,Conservative,4.0,12.0,1.0,4.0,1.0,State questionnaire,Midwest,Male,Non-married men,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,5.0,2.0,Version 1,2.0,3.0,5.0,Low Density Rural,Rural,Rural,Upscale,50036.0,0.553543329238892
437866.0,2.0,30-59,Complete,3.0,Call 3,3.0,2.0,1.0,2.0,1.0,Less than 100k,2.0,4.0,1.0,Yes,Liberal,2.0,83.0,2.0,3.0,1.0,State questionnaire,Midwest,Female,Married women,Suburbs,Suburbs, Iowa,Election day exit poll,3.0,,Version 1,1.0,2.0,3.0,Suburb,80s Suburbs,Urban Perimeter,Very upscale,50266.0,1.85774278640747
437850.0,2.0,30-59,Complete,1.0,Call 3,4.0,2.0,1.0,2.0,1.0,Less than 100k,2.0,4.0,3.0,Yes,Liberal,2.0,12.0,2.0,2.0,1.0,State questionnaire,Midwest,Female,Married women,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,5.0,2.0,Version 1,1.0,2.0,3.0,Low Density Rural,Rural,Rural,Upscale,50036.0,0.484487116336823
437844.0,2.0,30-59,Complete,2.0,Call 3,3.0,2.0,1.0,2.0,1.0,Less than 100k,2.0,4.0,1.0,Yes,Liberal,2.0,76.0,2.0,2.0,1.0,State questionnaire,Midwest,Female,Married women,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,5.0,2.0,Version 1,1.0,2.0,3.0,Suburb,Urban,Urban Core,Downscale,50315.0,0.582034468650818
437807.0,3.0,30-59,Complete,1.0,Call 3,2.0,2.0,2.0,2.0,1.0,Less than 100k,2.0,5.0,3.0,No,Moderate,3.0,45.0,2.0,3.0,1.0,State questionnaire,Midwest,Female,Non-married women,Suburbs,Suburbs, Iowa,Election day exit poll,4.0,2.0,Version 1,2.0,2.0,3.0,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,52338.0,0.391822129487991
437789.0,2.0,60+,Complete,1.0,Call 3,4.0,2.0,1.0,2.0,1.0,Less than 100k,1.0,2.0,1.0,No,Moderate,3.0,12.0,2.0,3.0,1.0,State questionnaire,Midwest,Female,Non-married women,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,4.0,2.0,Version 1,2.0,4.0,6.0,Low Density Rural,Rural,Rural,Upscale,50036.0,0.468381851911545
437788.0,2.0,30-59,Complete,1.0,Call 3,2.0,2.0,2.0,2.0,1.0,100k or more,2.0,6.0,2.0,Yes,Liberal,1.0,45.0,2.0,1.0,1.0,State questionnaire,Midwest,Female,Married women,Suburbs,Suburbs, Iowa,Election day exit poll,5.0,2.0,Version 1,1.0,3.0,4.0,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,52338.0,0.391822129487991
437784.0,3.0,30-59,Complete,1.0,Call 3,4.0,2.0,3.0,2.0,1.0,Less than 100k,1.0,3.0,1.0,Yes,Moderate,3.0,22.0,2.0,3.0,1.0,State questionnaire,Midwest,Male,Married men,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,5.0,2.0,Version 1,2.0,3.0,4.0,Town,Rural,Rural,Upscale,50401.0,2.20720100402832
437767.0,1.0,60+,Complete,1.0,Call 3,4.0,2.0,3.0,2.0,1.0,Less than 100k,1.0,1.0,1.0,No,Liberal,1.0,22.0,1.0,4.0,1.0,State questionnaire,Midwest,Male,Non-married men,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,1.0,1.0,Version 1,2.0,4.0,6.0,Town,Rural,Rural,Upscale,50401.0,2.13382935523987
437763.0,2.0,60+,Complete,9.0,Call 3,1.0,2.0,2.0,2.0,1.0,Less than 100k,2.0,4.0,9.0,Yes,Moderate,3.0,24.0,2.0,1.0,1.0,State questionnaire,Midwest,Female,Married women,Rural,Small Cities/Rural, Iowa,Election day exit poll,5.0,,Version 1,1.0,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Very downscale,52159.0,0.791960537433624
437751.0,1.0,60+,Complete,3.0,Call 3,4.0,2.0,3.0,2.0,1.0,Less than 100k,1.0,2.0,3.0,Yes,,,22.0,2.0,2.0,1.0,State questionnaire,Midwest,Male,Married men,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,4.0,1.0,Version 1,2.0,4.0,6.0,Town,Rural,Rural,Upscale,50401.0,2.13382935523987
437736.0,2.0,30-59,Complete,1.0,Call 3,3.0,2.0,2.0,2.0,1.0,Less than 100k,1.0,1.0,1.0,No,Liberal,2.0,36.0,2.0,3.0,1.0,State questionnaire,Midwest,Female,Non-married women,Rural,Small Cities/Rural, Iowa,Election day exit poll,5.0,2.0,Version 1,2.0,3.0,4.0,Extremely Low Density Rural,Rural,Rural,Upscale,50638.0,1.25438785552979
437727.0,2.0,60+,Complete,2.0,Call 3,4.0,2.0,3.0,2.0,1.0,Less than 100k,1.0,2.0,2.0,Yes,Conservative,4.0,22.0,2.0,3.0,1.0,State questionnaire,Midwest,Female,Married women,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,5.0,1.0,Version 1,1.0,4.0,6.0,Town,Rural,Rural,Upscale,50401.0,1.805544257164
437724.0,3.0,60+,Complete,1.0,Call 2,2.0,2.0,2.0,2.0,1.0,Less than 100k,1.0,2.0,2.0,Yes,Moderate,3.0,105.0,2.0,1.0,1.0,State questionnaire,Midwest,Female,Married women,Rural,Small Cities/Rural, Iowa,Election day exit poll,5.0,2.0,Version 1,1.0,3.0,5.0,Extremely Low Density Rural,Rural,Rural,Very downscale,52326.0,1.76391208171844
437721.0,3.0,60+,Complete,1.0,Call 3,3.0,2.0,1.0,2.0,1.0,Less than 100k,1.0,3.0,2.0,Yes,Moderate,3.0,71.0,2.0,1.0,1.0,State questionnaire,Midwest,Female,Married women,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,3.0,2.0,Version 1,1.0,3.0,5.0,High Density Urban,Urban,Urban Core,Very upscale,50310.0,1.24137663841248
437705.0,4.0,30-59,Complete,2.0,Call 3,3.0,2.0,1.0,2.0,1.0,Less than 100k,1.0,1.0,3.0,No,Liberal,1.0,76.0,2.0,3.0,1.0,State questionnaire,Midwest,Male,Non-married men,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,4.0,1.0,Version 1,2.0,3.0,4.0,Suburb,Urban,Urban Core,Downscale,50315.0,0.687860369682312
437701.0,2.0,60+,Complete,1.0,Call 3,4.0,2.0,3.0,2.0,1.0,Less than 100k,1.0,3.0,2.0,No,Liberal,2.0,22.0,1.0,3.0,1.0,State questionnaire,Midwest,,,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,5.0,2.0,Version 1,2.0,4.0,6.0,Town,Rural,Rural,Upscale,50401.0,1.24812638759613
437699.0,2.0,60+,Complete,2.0,Call 1,5.0,2.0,3.0,2.0,1.0,Less than 100k,1.0,3.0,2.0,Yes,Moderate,3.0,97.0,1.0,3.0,1.0,State questionnaire,Midwest,Male,Married men,Rural,Small Cities/Rural, Iowa,Election day exit poll,5.0,2.0,Version 1,2.0,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Very downscale,51570.0,2.85430884361267
437677.0,6.0,30-59,Complete,2.0,Call 3,4.0,2.0,3.0,2.0,1.0,Less than 100k,1.0,1.0,2.0,No,Liberal,2.0,22.0,2.0,3.0,1.0,State questionnaire,Midwest,Female,Non-married women,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,5.0,2.0,Version 1,2.0,2.0,3.0,Town,Rural,Rural,Upscale,50401.0,1.86762773990631
437669.0,2.0,60+,Complete,9.0,Call 3,2.0,2.0,2.0,2.0,1.0,,,,2.0,No,Liberal,1.0,44.0,1.0,3.0,1.0,State questionnaire,Midwest,,,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,5.0,2.0,Version 1,2.0,4.0,6.0,Suburb,Urban,Urban Core,Very upscale,52245.0,2.33392477035522
437668.0,2.0,30-59,Complete,1.0,Call 3,3.0,2.0,1.0,2.0,1.0,Less than 100k,2.0,5.0,2.0,Yes,Moderate,3.0,76.0,1.0,1.0,1.0,State questionnaire,Midwest,Female,Married women,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,4.0,2.0,Version 1,1.0,2.0,3.0,Suburb,Urban,Urban Core,Downscale,50315.0,0.582034468650818
437647.0,5.0,30-59,Complete,2.0,Call 3,4.0,2.0,3.0,2.0,1.0,Less than 100k,1.0,2.0,2.0,No,Liberal,2.0,22.0,2.0,3.0,1.0,State questionnaire,Midwest,Female,Non-married women,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,4.0,2.0,Version 1,2.0,2.0,3.0,Town,Rural,Rural,Upscale,50401.0,1.86762773990631
437645.0,2.0,60+,Complete,2.0,Call 3,2.0,2.0,2.0,2.0,1.0,,,,2.0,Yes,Moderate,3.0,44.0,1.0,2.0,1.0,State questionnaire,Midwest,,,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,5.0,2.0,Version 1,2.0,4.0,6.0,Suburb,Urban,Urban Core,Very upscale,52245.0,2.33392477035522
437639.0,3.0,30-59,Complete,2.0,Call 3,1.0,2.0,2.0,2.0,1.0,Less than 100k,1.0,3.0,3.0,Yes,Liberal,2.0,24.0,2.0,2.0,1.0,State questionnaire,Midwest,Female,Married women,Rural,Small Cities/Rural, Iowa,Election day exit poll,4.0,2.0,Version 1,1.0,3.0,4.0,Extremely Low Density Rural,Rural,Rural,Very downscale,52159.0,0.819192051887512
437635.0,3.0,60+,Complete,1.0,Call 2,3.0,2.0,1.0,2.0,1.0,Less than 100k,1.0,3.0,2.0,Yes,Liberal,2.0,80.0,1.0,4.0,1.0,State questionnaire,Midwest,Male,Married men,Suburbs,Suburbs, Iowa,Election day exit poll,5.0,1.0,Version 1,2.0,4.0,6.0,Suburb,70s Suburbs,Urban Perimeter,Very upscale,50322.0,0.608728110790253
437630.0,5.0,60+,Complete,1.0,Call 3,2.0,2.0,2.0,2.0,1.0,Less than 100k,1.0,2.0,2.0,No,Liberal,2.0,44.0,1.0,3.0,1.0,State questionnaire,Midwest,Female,Non-married women,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,5.0,2.0,Version 1,2.0,3.0,5.0,Suburb,Urban,Urban Core,Very upscale,52245.0,3.37626433372498
437617.0,2.0,30-59,Complete,2.0,Call 3,4.0,2.0,3.0,2.0,1.0,Less than 100k,2.0,5.0,2.0,No,Liberal,1.0,22.0,2.0,4.0,1.0,State questionnaire,Midwest,Male,Non-married men,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,1.0,1.0,Version 1,2.0,3.0,4.0,Town,Rural,Rural,Upscale,50401.0,2.20720100402832
437611.0,2.0,30-59,Complete,2.0,Call 3,2.0,2.0,2.0,2.0,1.0,Less than 100k,2.0,5.0,3.0,Yes,Moderate,3.0,44.0,1.0,3.0,1.0,State questionnaire,Midwest,Female,Married women,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,4.0,1.0,Version 1,1.0,3.0,4.0,Suburb,Urban,Urban Core,Very upscale,52245.0,3.49235701560974
437605.0,3.0,60+,Complete,1.0,Call 3,3.0,2.0,2.0,2.0,1.0,Less than 100k,1.0,3.0,3.0,Yes,Liberal,2.0,36.0,2.0,3.0,1.0,State questionnaire,Midwest,Male,Married men,Rural,Small Cities/Rural, Iowa,Election day exit poll,1.0,2.0,Version 1,2.0,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Upscale,50638.0,1.43318152427673
437601.0,9.0,60+,Complete,1.0,Call 2,4.0,2.0,3.0,2.0,1.0,Less than 100k,1.0,1.0,1.0,,Moderate,3.0,37.0,1.0,3.0,1.0,State questionnaire,Midwest,,,Rural,Small Cities/Rural, Iowa,Election day exit poll,5.0,2.0,Version 1,,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Very downscale,50447.0,0.77653557062149
437578.0,2.0,60+,Complete,1.0,Call 2,4.0,2.0,3.0,2.0,1.0,Less than 100k,1.0,3.0,2.0,Yes,Moderate,3.0,37.0,,4.0,1.0,State questionnaire,Midwest,Male,Married men,Rural,Small Cities/Rural, Iowa,Election day exit poll,5.0,2.0,Version 1,2.0,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Very downscale,50447.0,1.32758557796478
437573.0,3.0,60+,Complete,2.0,Call 3,2.0,2.0,2.0,2.0,1.0,,,,3.0,No,Liberal,2.0,44.0,1.0,1.0,2.0,State questionnaire,Midwest,Female,Non-married women,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,1.0,,Version 1,2.0,4.0,6.0,Suburb,Urban,Urban Core,Very upscale,52245.0,2.79627847671509
437561.0,2.0,,Complete,2.0,Call 2,3.0,2.0,1.0,2.0,1.0,,,,2.0,Yes,Moderate,3.0,82.0,1.0,4.0,1.0,State questionnaire,Midwest,Male,Married men,Suburbs,Suburbs, Iowa,Election day exit poll,5.0,2.0,Version 1,2.0,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,50266.0,1.6568706035614
437554.0,2.0,60+,Complete,1.0,Call 3,1.0,2.0,2.0,2.0,1.0,Less than 100k,1.0,2.0,1.0,Yes,Liberal,1.0,46.0,1.0,2.0,1.0,State questionnaire,Midwest,Female,Married women,Rural,Small Cities/Rural, Iowa,Election day exit poll,5.0,1.0,Version 1,1.0,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Downscale,52310.0,1.04881262779236
437549.0,3.0,18-29,Complete,2.0,Call 1,5.0,2.0,3.0,2.0,1.0,Less than 100k,1.0,3.0,3.0,No,Liberal,2.0,97.0,2.0,1.0,1.0,State questionnaire,Midwest,Male,Non-married men,Rural,Small Cities/Rural, Iowa,Election day exit poll,4.0,2.0,Version 1,2.0,1.0,1.0,Extremely Low Density Rural,Rural,Rural,Very downscale,51570.0,2.90790462493896
437545.0,3.0,60+,Complete,2.0,Call 3,2.0,2.0,2.0,2.0,1.0,100k or more,2.0,6.0,1.0,Yes,Liberal,1.0,44.0,1.0,3.0,1.0,State questionnaire,Midwest,Female,Married women,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,5.0,2.0,Version 1,1.0,4.0,6.0,Suburb,Urban,Urban Core,Very upscale,52245.0,3.37626433372498
437533.0,3.0,30-59,Complete,1.0,Call 3,3.0,2.0,1.0,2.0,1.0,Less than 100k,2.0,4.0,1.0,Yes,Moderate,3.0,67.0,2.0,2.0,1.0,State questionnaire,Midwest,Female,Married women,Suburbs,Suburbs, Iowa,Election day exit poll,2.0,2.0,Version 1,1.0,2.0,3.0,Suburb,70s Suburbs,Urban Perimeter,Very upscale,50009.0,1.40472567081451
437526.0,2.0,60+,Complete,2.0,Call 3,4.0,2.0,1.0,2.0,1.0,Less than 100k,2.0,4.0,1.0,Yes,Moderate,3.0,12.0,1.0,3.0,1.0,State questionnaire,Midwest,Male,Married men,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,1.0,2.0,Version 1,2.0,4.0,6.0,Low Density Rural,Rural,Rural,Upscale,50036.0,0.553543329238892
437520.0,2.0,60+,Complete,2.0,Call 2,4.0,2.0,1.0,2.0,1.0,Less than 100k,1.0,3.0,1.0,No,Moderate,3.0,103.0,2.0,3.0,1.0,State questionnaire,Midwest,Female,Non-married women,Rural,Small Cities/Rural, Iowa,Election day exit poll,4.0,1.0,Version 1,2.0,3.0,5.0,Low Density Rural,Rural,Rural,Very upscale,50244.0,0.444837957620621
437517.0,3.0,60+,Complete,9.0,Call 3,2.0,2.0,2.0,2.0,1.0,,,,2.0,Yes,Liberal,1.0,44.0,1.0,9.0,1.0,State questionnaire,Midwest,Male,Married men,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,4.0,1.0,Version 1,2.0,4.0,6.0,Suburb,Urban,Urban Core,Very upscale,52245.0,3.99013876914978
437514.0,5.0,60+,Complete,1.0,Call 3,3.0,2.0,2.0,2.0,1.0,Less than 100k,2.0,4.0,9.0,Yes,Moderate,3.0,36.0,2.0,1.0,1.0,State questionnaire,Midwest,Female,Married women,Rural,Small Cities/Rural, Iowa,Election day exit poll,3.0,2.0,Version 1,1.0,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Upscale,50638.0,1.21268951892853
437507.0,2.0,60+,Complete,1.0,Call 3,3.0,2.0,1.0,2.0,1.0,Less than 100k,1.0,2.0,3.0,Yes,Moderate,3.0,67.0,2.0,2.0,1.0,State questionnaire,Midwest,,,Suburbs,Suburbs, Iowa,Election day exit poll,4.0,2.0,Version 1,2.0,4.0,6.0,Suburb,70s Suburbs,Urban Perimeter,Very upscale,50009.0,0.938771188259125
437504.0,4.0,60+,Complete,1.0,Call 2,5.0,2.0,3.0,2.0,1.0,Less than 100k,1.0,3.0,2.0,Yes,Conservative,4.0,117.0,1.0,3.0,1.0,State questionnaire,Midwest,Male,Married men,Suburbs,Suburbs, Iowa,Election day exit poll,4.0,2.0,Version 1,2.0,4.0,6.0,Extremely Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Downscale,51039.0,2.56435465812683
437403.0,2.0,18-29,Complete,3.0,Call 2,3.0,2.0,1.0,2.0,2.0,Less than 100k,2.0,5.0,2.0,No,Moderate,3.0,80.0,2.0,1.0,1.0,State questionnaire,Midwest,Female,Non-married women,Suburbs,Suburbs, Iowa,Election day exit poll,1.0,2.0,Version 1,2.0,1.0,1.0,Suburb,70s Suburbs,Urban Perimeter,Very upscale,50322.0,0.524748206138611
436538.0,4.0,30-59,Complete,2.0,Call 1,3.0,2.0,1.0,2.0,2.0,Less than 100k,1.0,2.0,2.0,No,Moderate,3.0,81.0,1.0,2.0,1.0,State questionnaire,Midwest,Female,Non-married women,Suburbs,Suburbs, Iowa,Election day exit poll,4.0,2.0,Version 1,2.0,3.0,4.0,Suburb,70s Suburbs,Urban Perimeter,Very upscale,50265.0,1.78954601287842
436479.0,2.0,30-59,Complete,2.0,Call 1,3.0,2.0,1.0,2.0,2.0,Less than 100k,2.0,5.0,1.0,No,Moderate,3.0,81.0,2.0,2.0,2.0,State questionnaire,Midwest,Male,Non-married men,Suburbs,Suburbs, Iowa,Election day exit poll,2.0,2.0,Version 1,2.0,2.0,3.0,Suburb,70s Suburbs,Urban Perimeter,Very upscale,50265.0,1.75161397457123
439675.0,4.0,30-59,Complete,2.0,Call 3,2.0,2.0,2.0,2.0,2.0,Less than 100k,2.0,4.0,2.0,Yes,Liberal,2.0,108.0,2.0,1.0,1.0,State questionnaire,Midwest,Male,Married men,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,5.0,2.0,Version 1,2.0,2.0,3.0,Low Density Rural,Rural,Rural,Very downscale,52501.0,0.984496295452118
439429.0,3.0,60+,Complete,1.0,Call 3,3.0,2.0,1.0,2.0,2.0,,,,3.0,Yes,Moderate,3.0,80.0,,1.0,1.0,State questionnaire,Midwest,Female,Married women,Suburbs,Suburbs, Iowa,Election day exit poll,5.0,2.0,Version 1,1.0,4.0,6.0,Suburb,70s Suburbs,Urban Perimeter,Very upscale,50322.0,0.515076577663422
438609.0,2.0,60+,Complete,1.0,Call 3,2.0,2.0,2.0,2.0,2.0,100k or more,2.0,6.0,3.0,Yes,Moderate,3.0,45.0,2.0,1.0,3.0,State questionnaire,Midwest,,,Suburbs,Suburbs, Iowa,Election day exit poll,5.0,2.0,Version 1,2.0,4.0,6.0,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,52338.0,0.216870844364166
437792.0,3.0,30-59,Complete,3.0,Call 3,1.0,2.0,2.0,2.0,2.0,Less than 100k,2.0,4.0,1.0,Yes,Conservative,4.0,24.0,2.0,1.0,1.0,State questionnaire,Midwest,Female,Married women,Rural,Small Cities/Rural, Iowa,Election day exit poll,4.0,1.0,Version 1,1.0,2.0,3.0,Extremely Low Density Rural,Rural,Rural,Very downscale,52159.0,0.819192051887512
437460.0,2.0,30-59,Complete,1.0,Call 2,5.0,2.0,3.0,2.0,3.0,Less than 100k,1.0,1.0,3.0,Yes,Liberal,2.0,117.0,2.0,3.0,1.0,State questionnaire,Midwest,Female,Married women,Suburbs,Suburbs, Iowa,Election day exit poll,5.0,2.0,Version 1,1.0,2.0,3.0,Extremely Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Downscale,51039.0,2.24444365501404
437389.0,2.0,18-29,Complete,2.0,Call 2,5.0,2.0,3.0,2.0,3.0,Less than 100k,2.0,4.0,1.0,Yes,Moderate,3.0,117.0,2.0,3.0,1.0,State questionnaire,Midwest,Female,Married women,Suburbs,Suburbs, Iowa,Election day exit poll,2.0,2.0,Version 1,1.0,1.0,2.0,Extremely Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Downscale,51039.0,2.21057724952698
437125.0,3.0,30-59,Complete,2.0,Call 2,4.0,2.0,1.0,2.0,3.0,100k or more,2.0,6.0,1.0,Yes,Moderate,3.0,110.0,2.0,3.0,1.0,State questionnaire,Midwest,Female,Married women,Suburbs,Suburbs, Iowa,Election day exit poll,4.0,2.0,Version 1,1.0,3.0,4.0,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,50160.0,0.759456396102905
