ID,ABORT2,ABORTION,ATTEND,ATTEND2,ATTREL,BACKSIDE,BEATDEMVA,BREAKREP,BREAKRP2,BRNAGAIN,CALL,CDNUM,CHIEFREPLA,COLLEDUC,ECONREPLA,EDUC,GEOCODE,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,IRAQWAR,IRAQWAR2,ISSIA08R,MCCONSRV,MDRPRS08,NEC,NEC2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08R,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,RELWHITE,RPRS08,SATISMCCN,SATMCCN2,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,TLKRADIO,TLKRADI2,VERSION,VETVOTER,WHITEREL,WHTEVANG,WPROTBRN,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1161902.0,2.0,3.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,9.0,9.0,Yes,Call 1,1.0,2.0,2.0,3.0,Postgraduate study,2.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat disapprove,Disapprove,2.0,2.0,1.0,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,14.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,3.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs, Maryland,Election day exit poll,1.0,1.0,1.0,2.0,1.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,21012.0,1.01883459091187
1163022.0,1.0,2.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,3.0,2.0,No,Call 2,5.0,2.0,1.0,2.0,Some college or associate degree,4.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",Strongly approve,Approve,3.0,3.0,1.0,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,52.0,1.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,1.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Maryland,Election day exit poll,2.0,5.0,2.0,3.0,2.0,Version 1,Yes,Protestant/Other Christian,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,20646.0,0.915119707584381
1162997.0,2.0,3.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,9.0,9.0,Yes,Call 2,3.0,2.0,1.0,2.0,High school graduate,2.0,1.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",Strongly approve,Approve,3.0,2.0,1.0,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,64.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Maryland,Election day exit poll,1.0,2.0,1.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,21075.0,0.794193148612976
1163017.0,2.0,4.0,More than once a week,More than once a week/Once a week,All others,Complete,1.0,9.0,9.0,Yes,Call 2,6.0,1.0,1.0,1.0,Some college or associate degree,4.0,2.0,1.0,100k or more,50k or more,"$150,000-$199,999",Strongly approve,Approve,4.0,2.0,1.0,Excellent,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,46.0,1.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,3.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Maryland,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,21771.0,0.999117016792297
1162995.0,2.0,4.0,More than once a week,More than once a week/Once a week,All others,Complete,1.0,4.0,2.0,Yes,Call 2,2.0,1.0,1.0,1.0,Some college or associate degree,2.0,2.0,1.0,Less than 100k,Less than 50k,"Under $15,000",Somewhat approve,Approve,3.0,2.0,1.0,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,11.0,4.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,4.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs, Maryland,Election day exit poll,2.0,4.0,2.0,2.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,1.0,1.0,1.0,1.0,1.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21122.0,0.761941373348236
1161888.0,2.0,3.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,3.0,2.0,Yes,Call 1,1.0,1.0,2.0,1.0,Postgraduate study,2.0,2.0,2.0,,,,Strongly approve,Approve,9.0,2.0,1.0,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,14.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs, Maryland,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,21012.0,1.01883459091187
1163031.0,2.0,3.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,2.0,1.0,No,Call 2,2.0,2.0,1.0,1.0,Some college or associate degree,2.0,2.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",Somewhat approve,Approve,1.0,2.0,1.0,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,11.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Maryland,Election day exit poll,2.0,3.0,1.0,4.0,2.0,Version 1,No,Catholic,All others,All others,1.0,1.0,1.0,1.0,1.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21122.0,0.761941373348236
1162988.0,2.0,4.0,Once a week,More than once a week/Once a week,All others,Complete,1.0,4.0,2.0,Yes,Call 2,2.0,1.0,2.0,1.0,College graduate,2.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",Somewhat approve,Approve,3.0,2.0,1.0,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,11.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,3.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Maryland,Election day exit poll,2.0,5.0,2.0,3.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21122.0,0.761941373348236
1162985.0,1.0,2.0,Once a week,More than once a week/Once a week,All others,Complete,1.0,1.0,1.0,No,Call 2,5.0,1.0,1.0,1.0,Some college or associate degree,4.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,4.0,2.0,1.0,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,52.0,2.0,American Indian,State questionnaire,Other,East,Protestant/Other Non-Catholic Christian,Other Christian,9.0,2.0,4.0,2.0,Female,Non black female,All other races,Non white female,Non white,Suburbs,Suburbs, Maryland,Election day exit poll,1.0,2.0,1.0,1.0,1.0,Version 1,No,Non-white,All others,All others,2.0,2.0,3.0,3.0,13.0,17-64,Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,20646.0,0.915119707584381
1164087.0,2.0,3.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,4.0,2.0,No,Call 3,2.0,2.0,1.0,1.0,Some college or associate degree,2.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,3.0,3.0,1.0,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,31.0,1.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Maryland,Election day exit poll,2.0,5.0,2.0,2.0,1.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,70s Suburbs,Urban Perimeter,Very upscale,21093.0,0.545617997646332
1163004.0,2.0,4.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,2.0,1.0,Yes,Call 2,5.0,1.0,1.0,1.0,Some college or associate degree,4.0,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",Strongly approve,Approve,4.0,2.0,1.0,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,52.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Maryland,Election day exit poll,2.0,4.0,2.0,2.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,20646.0,0.915119707584381
1163003.0,1.0,2.0,Once a week,More than once a week/Once a week,All others,Complete,2.0,3.0,2.0,No,Call 2,2.0,1.0,1.0,1.0,Some college or associate degree,2.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat disapprove,Disapprove,1.0,3.0,1.0,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,11.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Maryland,Election day exit poll,2.0,3.0,1.0,3.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21122.0,0.761941373348236
1163000.0,2.0,4.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,3.0,2.0,Yes,Call 2,6.0,4.0,2.0,4.0,Postgraduate study,4.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Strongly approve,Approve,1.0,2.0,1.0,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,46.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,3.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs, Maryland,Election day exit poll,1.0,1.0,1.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,21771.0,0.999117016792297
1161871.0,2.0,4.0,More than once a week,More than once a week/Once a week,All others,Complete,2.0,4.0,2.0,Yes,Call 1,1.0,1.0,1.0,9.0,Some college or associate degree,2.0,2.0,1.0,,,,Somewhat approve,Approve,3.0,2.0,1.0,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,14.0,2.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,East,Protestant/Other Non-Catholic Christian,Other Christian,9.0,2.0,4.0,2.0,Male,Non black male,Latino men,Non white male,Non white,Suburbs,Suburbs, Maryland,Election day exit poll,2.0,4.0,2.0,3.0,2.0,Version 1,No,Non-white,All others,All others,1.0,1.0,1.0,1.0,9.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,21012.0,1.01883459091187
1161870.0,2.0,3.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,4.0,2.0,Yes,Call 1,6.0,2.0,2.0,1.0,Postgraduate study,4.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",Strongly approve,Approve,2.0,2.0,1.0,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,49.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Maryland,Election day exit poll,1.0,2.0,1.0,3.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,21048.0,1.03667545318604
1162994.0,2.0,3.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,3.0,2.0,Yes,Call 2,5.0,1.0,1.0,1.0,Some college or associate degree,4.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,4.0,1.0,1.0,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Something else,Moderate,3.0,52.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,3.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Maryland,Election day exit poll,2.0,4.0,2.0,3.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,20646.0,0.915119707584381
1161867.0,2.0,3.0,Once a week,More than once a week/Once a week,All others,Complete,2.0,3.0,2.0,Yes,Call 1,3.0,2.0,2.0,1.0,Postgraduate study,2.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",Somewhat approve,Approve,1.0,2.0,1.0,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,7.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,1.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs, Maryland,Election day exit poll,2.0,4.0,2.0,3.0,2.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,21144.0,0.693044722080231
1161973.0,2.0,3.0,Omit,Omit,Omit,Complete,1.0,9.0,9.0,,Call 1,5.0,9.0,,9.0,,4.0,,9.0,,,,Somewhat disapprove,Disapprove,3.0,9.0,1.0,Poor,Not so good/Poor,,,,,,,52.0,2.0,White,State questionnaire,White,East,,,9.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Maryland,Election day exit poll,2.0,3.0,1.0,2.0,1.0,Version 1,No,,All others,,2.0,2.0,3.0,3.0,2.0,17-64,Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,20646.0,0.915119707584381
1161864.0,2.0,3.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,4.0,4.0,2.0,No,Call 1,5.0,4.0,2.0,4.0,Postgraduate study,4.0,2.0,3.0,100k or more,50k or more,"$150,000-$199,999",Somewhat approve,Approve,3.0,2.0,1.0,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,108.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,2.0,3.0,2.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Maryland,Election day exit poll,2.0,4.0,2.0,3.0,2.0,Version 1,Yes,Catholic,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Town,Rural,Rural,Upscale,20619.0,0.954648375511169
1161862.0,2.0,3.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,3.0,2.0,,Call 1,1.0,4.0,2.0,4.0,College graduate,2.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",Somewhat approve,Approve,1.0,2.0,1.0,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,10.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Maryland,Election day exit poll,1.0,2.0,1.0,2.0,1.0,Version 1,No,Catholic,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21122.0,1.22407972812653
1161855.0,1.0,2.0,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,4.0,2.0,No,Call 1,1.0,1.0,1.0,4.0,Some college or associate degree,4.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Strongly disapprove,Disapprove,3.0,1.0,1.0,Poor,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,110.0,1.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,4.0,2.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Maryland,Election day exit poll,1.0,1.0,1.0,2.0,1.0,Version 1,Yes,Protestant/Other Christian,All others,All others,4.0,4.0,6.0,8.0,4.0,65+,Low Density Rural,Rural,Rural,Downscale,21625.0,1.06774568557739
1161847.0,2.0,4.0,A few times a month,A few times a month/A few times a year,All others,Complete,4.0,2.0,1.0,No,Call 1,8.0,4.0,1.0,4.0,Some college or associate degree,3.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",Strongly approve,Approve,1.0,2.0,1.0,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,88.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,4.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Maryland,Election day exit poll,2.0,3.0,1.0,1.0,1.0,Version 1,No,Protestant/Other Christian,All others,All others,1.0,1.0,2.0,2.0,1.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20874.0,0.831796824932098
1161898.0,1.0,2.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,4.0,2.0,No,Call 1,6.0,2.0,2.0,1.0,College graduate,4.0,2.0,2.0,100k or more,50k or more,"$200,000 or more",Somewhat disapprove,Disapprove,3.0,3.0,1.0,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,46.0,1.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,2.0,4.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Maryland,Election day exit poll,2.0,3.0,1.0,3.0,2.0,Version 1,No,Catholic,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,21771.0,0.999117016792297
1161841.0,2.0,4.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,1.0,Yes,Call 1,1.0,3.0,2.0,3.0,Postgraduate study,4.0,2.0,2.0,100k or more,50k or more,"$200,000 or more",Somewhat approve,Approve,4.0,2.0,1.0,Good,Excellent/Good,Independent/Something else,Non black non Democrat,White Independents,Something else,Conservative,5.0,110.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,4.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Maryland,Election day exit poll,1.0,2.0,1.0,3.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,Rural,Rural,Downscale,21625.0,1.06774568557739
1161839.0,2.0,3.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,3.0,2.0,No,Call 1,3.0,4.0,2.0,4.0,College graduate,2.0,2.0,3.0,100k or more,50k or more,"$150,000-$199,999",Somewhat approve,Approve,1.0,2.0,1.0,Excellent,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,7.0,3.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,4.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs, Maryland,Election day exit poll,1.0,1.0,1.0,1.0,1.0,Version 1,Yes,Protestant/Other Christian,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,21144.0,0.693044722080231
1162959.0,1.0,2.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,4.0,2.0,No,Call 2,2.0,2.0,1.0,4.0,Some college or associate degree,2.0,2.0,3.0,100k or more,50k or more,"$150,000-$199,999",Somewhat approve,Approve,3.0,2.0,1.0,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,31.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,2.0,3.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Maryland,Election day exit poll,2.0,4.0,2.0,2.0,1.0,Version 1,No,Catholic,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,70s Suburbs,Urban Perimeter,Very upscale,21093.0,0.545617997646332
1161829.0,2.0,3.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,4.0,2.0,Yes,Call 1,8.0,2.0,2.0,1.0,Postgraduate study,3.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",Somewhat disapprove,Disapprove,4.0,2.0,1.0,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,88.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs, Maryland,Election day exit poll,1.0,2.0,1.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20874.0,0.831796824932098
1161882.0,2.0,3.0,Once a week,More than once a week/Once a week,All others,Complete,1.0,2.0,1.0,Yes,Call 1,6.0,1.0,2.0,1.0,College graduate,4.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,3.0,3.0,1.0,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,49.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Maryland,Election day exit poll,1.0,2.0,1.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,21048.0,1.03667545318604
1161822.0,2.0,4.0,More than once a week,More than once a week/Once a week,All others,Complete,1.0,3.0,2.0,Yes,Call 1,8.0,1.0,1.0,1.0,Some college or associate degree,3.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,4.0,9.0,1.0,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,88.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,3.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Maryland,Election day exit poll,2.0,3.0,1.0,3.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20874.0,0.831796824932098
1161816.0,2.0,4.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,2.0,1.0,No,Call 1,1.0,1.0,1.0,1.0,Some college or associate degree,4.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,3.0,3.0,1.0,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,110.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,2.0,2.0,1.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Maryland,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Version 1,Yes,Catholic,All others,All others,4.0,4.0,6.0,8.0,4.0,65+,Low Density Rural,Rural,Rural,Downscale,21625.0,1.06774568557739
1164013.0,2.0,4.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,3.0,2.0,Yes,Call 3,5.0,1.0,1.0,1.0,Some college or associate degree,4.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Strongly disapprove,Disapprove,2.0,2.0,1.0,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,52.0,1.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Maryland,Election day exit poll,2.0,5.0,2.0,3.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,2.0,17-64,Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,20646.0,0.915119707584381
1163043.0,1.0,1.0,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,1.0,1.0,No,Call 2,5.0,1.0,2.0,3.0,College graduate,3.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",Strongly disapprove,Disapprove,2.0,1.0,1.0,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,97.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,4.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs, Maryland,Election day exit poll,2.0,5.0,2.0,2.0,1.0,Version 1,Yes,Protestant/Other Christian,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,70s Suburbs,Urban Perimeter,Upscale,20744.0,0.649550259113312
