ID,ABORT2,ABORTION,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKREP,BREAKRP2,BRNAGAIN,BUSHANG08,BUSHANG2,CALL,CDNUM,CHIEFREPAL,COLLEDUC,ECONREP,EDUC,GEOCODE,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,IRAQWAR,IRAQWAR2,ISSIA08R,ISSVQUAL,LATINO,NEC,NEC2,NJRPRS08,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08R,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,RELWHITE,RPRS08,RPRS08ST,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TERRWORR,TERWORR2,TIME3D,TIMEPR,TIMEWK,VERSION,VETVOTER,WHITEREL,WHTEVANG,WPROTBRN,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1113705.0,2.0,4.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a month,A few times a month/A few times a year,All others,Complete,4.0,2.0,Yes,4.0,2.0,Call 2,1.0,3.0,1.0,3.0,Some college or associate degree,4.0,2.0,1.0,100k or more,50k or more,"$150,000-$199,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,Poor,Not so good/Poor,3.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,48.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Not too worried,Not worried,2.0,3.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,8080.0,2.18521451950073
1103777.0,1.0,1.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,1.0,No,3.0,2.0,Call 1,5.0,3.0,2.0,5.0,Postgraduate study,2.0,2.0,2.0,100k or more,50k or more,"$200,000 or more",Somewhat disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,3.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,112.0,3.0,White,State questionnaire,White,East,Jewish,Jewish,3.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Somewhat worried,Worried,1.0,2.0,1.0,Version 1,No,Jewish,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7465.0,1.19789898395538
1126938.0,2.0,3.0,30-59,45-59,40-49,45-49,Non black 45-59,All other,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,No,3.0,2.0,Call 3,1.0,3.0,1.0,3.0,Some college or associate degree,4.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat disapprove,Disapprove,3.0,My candidates position on the issues,No,Not so good,Not so good/Poor,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,44.0,3.0,Asian,State questionnaire,Asian,East,Protestant/Other Non-Catholic Christian,Protestant,9.0,4.0,3.0,Male,Non black male,All other races,Non white male,Non white,Suburbs,Suburbs,New Jersey,Election day exit poll,Not too worried,Not worried,2.0,4.0,2.0,Version 1,Yes,Non-white,All others,All others,3.0,3.0,4.0,5.0,13.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,8090.0,1.02396976947784
1103774.0,1.0,2.0,30-59,45-59,50-64,50-59,Non black 45-59,Latino 45-59,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,1.0,No,2.0,1.0,Call 1,3.0,3.0,2.0,3.0,Postgraduate study,4.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,Yes,Not so good,Not so good/Poor,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Liberal,2.0,20.0,3.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,East,Catholic,Catholic,9.0,4.0,3.0,Female,Non black female,Latino women,Non white female,Non white,Suburbs,Suburbs,New Jersey,Election day exit poll,Somewhat worried,Worried,2.0,5.0,2.0,Version 1,No,Non-white,All others,All others,3.0,3.0,5.0,6.0,11.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,8053.0,1.32488763332367
1123625.0,1.0,2.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,No,4.0,2.0,Call 3,5.0,3.0,2.0,3.0,College graduate,2.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",Strongly disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,Poor,Not so good/Poor,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,112.0,3.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Somewhat worried,Worried,2.0,3.0,1.0,Version 1,No,Catholic,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7465.0,1.25863754749298
1113697.0,1.0,1.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,No,1.0,1.0,Call 2,11.0,3.0,2.0,3.0,College graduate,5.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Strongly approve,Approve,3.0,My candidates position on the issues,No,Good,Excellent/Good,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Liberal,2.0,98.0,1.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,Version 1,No,Catholic,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7876.0,0.993218004703522
1120313.0,1.0,2.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,3.0,2.0,No,2.0,1.0,Call 2,4.0,3.0,2.0,3.0,College graduate,4.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",Somewhat disapprove,Disapprove,3.0,My candidates position on the issues,No,Not so good,Not so good/Poor,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,106.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Very worried,Worried,2.0,4.0,2.0,Version 1,No,Catholic,All others,All others,2.0,2.0,4.0,4.0,2.0,17-64,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,8742.0,0.627105236053467
1120312.0,1.0,2.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,3.0,2.0,No,2.0,1.0,Call 2,4.0,3.0,2.0,3.0,College graduate,4.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",Somewhat disapprove,Disapprove,3.0,My candidates position on the issues,No,Not so good,Not so good/Poor,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,106.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Very worried,Worried,2.0,4.0,2.0,Version 1,No,Catholic,All others,All others,2.0,2.0,4.0,4.0,2.0,17-64,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,8742.0,0.627105236053467
1125820.0,1.0,1.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,All others,Complete,2.0,1.0,No,3.0,2.0,Call 3,7.0,3.0,2.0,3.0,Postgraduate study,5.0,2.0,2.0,100k or more,50k or more,"$200,000 or more",Somewhat approve,Approve,4.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,115.0,1.0,White,State questionnaire,White,East,None,None,5.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Somewhat worried,Worried,2.0,3.0,1.0,Version 1,No,None,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Upscale,8505.0,0.992793917655945
1124716.0,1.0,2.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,1.0,No,1.0,1.0,Call 3,3.0,3.0,2.0,3.0,College graduate,4.0,2.0,2.0,,,,Somewhat approve,Approve,4.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,100.0,1.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Very worried,Worried,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,8753.0,1.1326185464859
1103758.0,1.0,2.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,1.0,No,3.0,2.0,Call 1,5.0,1.0,2.0,1.0,Postgraduate study,2.0,2.0,3.0,100k or more,50k or more,"$200,000 or more",Somewhat disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,112.0,4.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Somewhat worried,Worried,2.0,3.0,1.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7465.0,1.19789898395538
1103757.0,1.0,2.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,No,2.0,1.0,Call 1,12.0,3.0,2.0,3.0,College graduate,3.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Somewhat approve,Approve,4.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,63.0,1.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Male,Non black male,White men,White male,White male,"Cities 10,000-50,000",Small Cities/Rural,New Jersey,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,Version 1,Yes,Protestant/Other Christian,All others,All others,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,Rural,Rural,Upscale,8628.0,0.751997649669647
1103756.0,1.0,2.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,No,2.0,1.0,Call 1,12.0,3.0,2.0,3.0,College graduate,3.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Somewhat approve,Approve,4.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,63.0,1.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Male,Non black male,White men,White male,White male,"Cities 10,000-50,000",Small Cities/Rural,New Jersey,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,Version 1,Yes,Protestant/Other Christian,All others,All others,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,Rural,Rural,Upscale,8628.0,0.751997649669647
1120296.0,1.0,2.0,60+,60+,65+,75 or over,Non black 60+,White 60+,,,,Not complete,2.0,1.0,,4.0,2.0,Call 2,4.0,,,,,4.0,,,,,,,,3.0,My candidates leadership/personal qualities,No,,,3.0,65+,,,,,,,106.0,4.0,White,State questionnaire,White,East,,,,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,,,2.0,3.0,1.0,Version 1,No,,,,4.0,4.0,6.0,9.0,4.0,65+,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,8742.0,0.705466151237488
1120295.0,1.0,2.0,60+,60+,65+,75 or over,Non black 60+,White 60+,,,,Not complete,2.0,1.0,,4.0,2.0,Call 2,4.0,,,,,4.0,,,,,,,,3.0,My candidates leadership/personal qualities,No,,,3.0,65+,,,,,,,106.0,4.0,White,State questionnaire,White,East,,,,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,,,2.0,3.0,1.0,Version 1,No,,,,4.0,4.0,6.0,9.0,4.0,65+,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,8742.0,0.705466151237488
1103747.0,2.0,3.0,60+,60+,65+,65-74,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,4.0,2.0,No,3.0,2.0,Call 1,12.0,3.0,2.0,5.0,College graduate,3.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Somewhat disapprove,Disapprove,2.0,My candidates position on the issues,No,Not so good,Not so good/Poor,3.0,65+,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,85.0,1.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Not too worried,Not worried,2.0,3.0,1.0,Version 1,Yes,Catholic,All others,All others,4.0,4.0,6.0,8.0,4.0,65+,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7738.0,1.41938459873199
1103746.0,2.0,3.0,60+,60+,65+,65-74,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,4.0,2.0,No,3.0,2.0,Call 1,12.0,3.0,2.0,5.0,College graduate,3.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Somewhat disapprove,Disapprove,2.0,My candidates position on the issues,No,Not so good,Not so good/Poor,3.0,65+,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,85.0,1.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Not too worried,Not worried,2.0,3.0,1.0,Version 1,Yes,Catholic,All others,All others,4.0,4.0,6.0,8.0,4.0,65+,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7738.0,1.41938459873199
1120290.0,2.0,3.0,60+,60+,50-64,60-64,Non black 60+,White 60+,,,,Not complete,9.0,9.0,,4.0,2.0,Call 2,4.0,,,,,4.0,,,,,,,,2.0,My candidates leadership/personal qualities,No,,,3.0,18-64,,,,,,,106.0,1.0,White,State questionnaire,White,East,,,,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,,,2.0,4.0,2.0,Version 1,Yes,,,,3.0,4.0,5.0,7.0,4.0,17-64,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,8742.0,0.671422183513641
1120287.0,1.0,1.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,4.0,2.0,No,3.0,2.0,Call 2,4.0,3.0,1.0,3.0,Some college or associate degree,4.0,2.0,1.0,100k or more,50k or more,"$150,000-$199,999",Strongly disapprove,Disapprove,4.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,3.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,106.0,1.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Somewhat worried,Worried,2.0,3.0,1.0,Version 1,No,Catholic,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,8742.0,0.596842765808105
1124811.0,1.0,2.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,1.0,Yes,2.0,1.0,Call 3,5.0,3.0,2.0,3.0,College graduate,5.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Somewhat approve,Approve,4.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,116.0,9.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Very worried,Worried,1.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7821.0,0.96254563331604
1113664.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,Latino 30-44,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,4.0,2.0,No,2.0,1.0,Call 2,13.0,3.0,1.0,3.0,High school graduate,1.0,1.0,1.0,Less than 100k,Less than 50k,"Under $15,000",Strongly approve,Approve,2.0,My candidates leadership/personal qualities,Yes,Good,Excellent/Good,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,53.0,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,East,Catholic,Catholic,9.0,4.0,3.0,Male,Non black male,Latino men,Non white male,Non white,Suburbs,Suburbs,New Jersey,Election day exit poll,Not too worried,Not worried,2.0,5.0,2.0,Version 1,No,Non-white,All others,All others,2.0,2.0,3.0,3.0,10.0,17-64,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7302.0,0.547875344753265
1113663.0,1.0,1.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,No,3.0,2.0,Call 2,11.0,3.0,1.0,3.0,Some college or associate degree,5.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",Strongly approve,Approve,3.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,3.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,1.0,98.0,3.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,Version 1,No,Catholic,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7876.0,0.993218004703522
1123736.0,2.0,4.0,60+,60+,65+,75 or over,Non black 60+,All other,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,1.0,No,2.0,1.0,Call 3,12.0,3.0,2.0,5.0,College graduate,3.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",Somewhat approve,Approve,4.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,3.0,65+,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,85.0,3.0,Asian,State questionnaire,Asian,East,Catholic,Catholic,9.0,4.0,3.0,Male,Non black male,All other races,Non white male,Non white,Suburbs,Suburbs,New Jersey,Election day exit poll,Somewhat worried,Worried,2.0,5.0,2.0,Version 1,No,Non-white,All others,All others,4.0,4.0,6.0,9.0,13.0,65+,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7738.0,1.41938459873199
1123586.0,1.0,2.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,No,3.0,2.0,Call 3,5.0,3.0,2.0,3.0,College graduate,2.0,2.0,1.0,100k or more,50k or more,"$150,000-$199,999",Somewhat approve,Approve,3.0,My candidates position on the issues,No,Poor,Not so good/Poor,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Liberal,2.0,112.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Not too worried,Not worried,2.0,4.0,2.0,Version 1,No,Catholic,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7465.0,1.19789898395538
1103727.0,9.0,9.0,30-59,45-59,50-64,50-59,Black 45-59,Black 45-59,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,1.0,No,3.0,2.0,Call 1,12.0,3.0,2.0,3.0,College graduate,3.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,3.0,18-64,Independent/Something else,Black non Democrat,Black Indpendents,Something else,Moderate,3.0,63.0,1.0,Black,State questionnaire,Black,East,Something else,Something else,9.0,4.0,3.0,Male,Black male,Black men,Non white male,Non white,"Cities 10,000-50,000",Small Cities/Rural,New Jersey,Election day exit poll,Somewhat worried,Worried,2.0,5.0,2.0,Version 1,No,Non-white,All others,All others,3.0,3.0,5.0,6.0,7.0,17-64,Suburb,Rural,Rural,Upscale,8628.0,0.927071213722229
1120271.0,2.0,3.0,60+,60+,65+,75 or over,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,3.0,2.0,No,2.0,1.0,Call 2,4.0,3.0,1.0,5.0,Some college or associate degree,4.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",Strongly approve,Approve,4.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,3.0,65+,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,106.0,3.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Somewhat worried,Worried,2.0,5.0,2.0,Version 1,No,Catholic,All others,All others,4.0,4.0,6.0,9.0,4.0,65+,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,8742.0,0.671422183513641
1114755.0,1.0,2.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,1.0,No,2.0,1.0,Call 2,7.0,3.0,2.0,1.0,Postgraduate study,5.0,2.0,1.0,100k or more,50k or more,"$200,000 or more",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,115.0,4.0,White,State questionnaire,White,East,Jewish,Jewish,3.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Very worried,Worried,2.0,5.0,2.0,Version 1,No,Jewish,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Upscale,8505.0,0.992793917655945
1120265.0,1.0,2.0,60+,60+,65+,65-74,Non black 60+,White 60+,Never,Never,Protestant/Do not attend weekly,Complete,2.0,1.0,No,2.0,1.0,Call 2,4.0,3.0,2.0,3.0,College graduate,4.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",Strongly approve,Approve,2.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,3.0,65+,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,106.0,4.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Somewhat worried,Worried,2.0,5.0,2.0,Version 1,Yes,Protestant/Other Christian,All others,All others,4.0,4.0,6.0,8.0,4.0,65+,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,8742.0,0.671422183513641
1124790.0,1.0,2.0,60+,60+,65+,75 or over,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,No,2.0,1.0,Call 3,4.0,3.0,1.0,3.0,Some college or associate degree,4.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,9.0,My candidates position on the issues,No,Good,Excellent/Good,3.0,65+,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,106.0,9.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Very worried,Worried,2.0,5.0,2.0,Version 1,No,Catholic,All others,All others,4.0,4.0,6.0,9.0,4.0,65+,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,8742.0,0.705466151237488
1120259.0,2.0,4.0,60+,60+,65+,65-74,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,9.0,9.0,No,2.0,1.0,Call 2,4.0,3.0,1.0,3.0,Some college or associate degree,4.0,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,3.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,106.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Very worried,Worried,2.0,4.0,2.0,Version 1,No,Catholic,All others,All others,4.0,4.0,6.0,8.0,4.0,65+,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,8742.0,0.705466151237488
1120258.0,2.0,4.0,60+,60+,65+,65-74,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,9.0,9.0,No,2.0,1.0,Call 2,4.0,3.0,1.0,3.0,Some college or associate degree,4.0,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,3.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,106.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Very worried,Worried,2.0,4.0,2.0,Version 1,No,Catholic,All others,All others,4.0,4.0,6.0,8.0,4.0,65+,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,8742.0,0.705466151237488
