ID,ABORT2,ABORTION,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKREP,BREAKRP2,BRNAGAIN,BUSHANG08,BUSHANG2,CALL,CDNUM,CHIEFREPAL,COLLEDUC,ECONREP,EDUC,GEOCODE,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,IRAQWAR,IRAQWAR2,ISSIA08R,ISSVQUAL,LATINO,MORPRS08,NEC,NEC2,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08R,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,RELWHITE,RPRS08,RPRS08ST,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,VERSION,VETVOTER,WHITEREL,WHTEVANG,WPROTBRN,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1116927.0,2.0,3.0,60+,60+,65+,65-74,Non black 60+,White 60+,,,,Not complete,9.0,9.0,,2.0,1.0,Call 2,4.0,,,,,4.0,,,,,,,,1.0,My candidates position on the issues,No,2.0,,,65+,,,,,,,2.0,1.0,White,State questionnaire,White,Midwest,,,,2.0,2.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural,Missouri,Election day exit poll,2.0,3.0,1.0,Version 1,Yes,,,,4.0,4.0,6.0,8.0,4.0,65+,Low Density Rural,Rural,Rural,Very downscale,65355.0,0.96857362985611
1115846.0,2.0,4.0,60+,60+,50-64,60-64,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,Yes,2.0,1.0,Call 2,2.0,2.0,2.0,2.0,Postgraduate study,2.0,2.0,3.0,100k or more,50k or more,"$200,000 or more",Strongly approve,Approve,9.0,My candidates position on the issues,No,2.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,108.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Missouri,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,63038.0,1.76562857627869
1126479.0,2.0,3.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,,,,Not complete,3.0,2.0,,2.0,1.0,Call 3,4.0,,,,,4.0,,,,,,,,2.0,My candidates position on the issues,No,2.0,,,18-64,,,,,,,23.0,2.0,White,State questionnaire,White,Midwest,,,,2.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,Missouri,Election day exit poll,1.0,1.0,1.0,Version 1,No,,,,3.0,3.0,4.0,5.0,3.0,17-64,Low Density Rural,Rural,Rural,Very downscale,64744.0,0.546108603477478
1124392.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,Yes,2.0,1.0,Call 3,8.0,2.0,1.0,2.0,Some college or associate degree,5.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,2.0,My candidates position on the issues,No,2.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,17.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,Non black male,White men,White male,White male,"Cities 10,000-50,000",Small Cities/Rural,Missouri,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,2.0,17-64,Low Density Rural,Rural,Rural,Upscale,63755.0,0.74289882183075
1125368.0,2.0,4.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,More than once a week,More than once a week/Once a week,All others,Complete,4.0,2.0,Yes,1.0,1.0,Call 3,6.0,2.0,1.0,2.0,High school graduate,3.0,1.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",Strongly approve,Approve,4.0,My candidates position on the issues,No,2.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,90.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,Urban,Urban Core,Very upscale,64152.0,0.426186233758926
1124262.0,2.0,4.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,Yes,2.0,1.0,Call 3,4.0,2.0,1.0,2.0,High school graduate,4.0,1.0,3.0,Less than 100k,Less than 50k,"$15,000-$29,999",Strongly approve,Approve,4.0,My candidates position on the issues,No,2.0,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,5.0,101.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural,Missouri,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,64763.0,1.31438589096069
1107894.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,No,3.0,2.0,Call 1,3.0,3.0,2.0,5.0,Postgraduate study,1.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat disapprove,Disapprove,2.0,My candidates leadership/personal qualities,No,2.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,139.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,Non black male,White men,White male,White male,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,1.0,1.0,1.0,Version 1,No,Protestant/Other Christian,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Extremely High Density Urban,Urban,Urban Core,Downscale,63116.0,0.708582282066345
1107710.0,2.0,4.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,All others,Complete,1.0,1.0,Yes,2.0,1.0,Call 1,3.0,2.0,1.0,2.0,Some college or associate degree,2.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,2.0,My candidates position on the issues,No,2.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,115.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Missouri,Election day exit poll,1.0,2.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,4.0,5.0,3.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,63119.0,1.38799500465393
1115531.0,1.0,2.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,3.0,2.0,Yes,3.0,2.0,Call 2,4.0,2.0,1.0,2.0,Some college or associate degree,4.0,2.0,3.0,Less than 100k,Less than 50k,"Under $15,000",Somewhat disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,2.0,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,23.0,1.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,Missouri,Election day exit poll,1.0,1.0,1.0,Version 1,,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,Rural,Rural,Very downscale,64744.0,0.546108603477478
1116887.0,2.0,4.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,1.0,Yes,2.0,1.0,Call 2,4.0,2.0,1.0,2.0,High school graduate,4.0,1.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",Strongly approve,Approve,9.0,My candidates leadership/personal qualities,No,2.0,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,150.0,9.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Missouri,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,65706.0,0.822671473026276
1116518.0,2.0,4.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,More than once a week,More than once a week/Once a week,All others,Complete,9.0,9.0,Yes,1.0,1.0,Call 2,2.0,1.0,2.0,2.0,Postgraduate study,2.0,2.0,3.0,100k or more,50k or more,"$150,000-$199,999",Somewhat approve,Approve,3.0,My candidates position on the issues,No,2.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,108.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Missouri,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,63038.0,1.76562857627869
1107453.0,1.0,2.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,1.0,No,3.0,2.0,Call 1,9.0,3.0,2.0,5.0,Postgraduate study,5.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Strongly disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,2.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,6.0,1.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,Urban,Urban Core,Upscale,65201.0,0.495464980602264
1107247.0,2.0,4.0,30-59,30-44,40-49,40-44,,,,,,Not complete,4.0,2.0,,2.0,1.0,Call 1,4.0,,,,,4.0,,,,,,,,3.0,My candidates leadership/personal qualities,No,2.0,,,18-64,,,,,,,150.0,2.0,,State questionnaire,,Midwest,,,,2.0,2.0,Male,,,,,Suburbs,Suburbs,Missouri,Election day exit poll,2.0,5.0,2.0,Version 1,Yes,,,,2.0,2.0,4.0,4.0,,17-64,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,65706.0,0.718848347663879
1126438.0,2.0,4.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,More than once a week,More than once a week/Once a week,All others,Complete,2.0,1.0,Yes,2.0,1.0,Call 3,4.0,2.0,1.0,2.0,Did not complete high school,4.0,1.0,3.0,100k or more,50k or more,"$150,000-$199,999",Strongly approve,Approve,3.0,My candidates position on the issues,No,2.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,23.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,Missouri,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,2.0,17-64,Low Density Rural,Rural,Rural,Very downscale,64744.0,0.546108603477478
1107654.0,2.0,4.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,Once a week,More than once a week/Once a week,All others,Complete,4.0,2.0,Yes,4.0,2.0,Call 1,7.0,2.0,1.0,2.0,Some college or associate degree,4.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",Strongly disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,2.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,26.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Missouri,Election day exit poll,1.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,1.0,1.0,1.0,1.0,1.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Upscale,65714.0,0.972856998443604
1108869.0,2.0,3.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,3.0,2.0,No,1.0,1.0,Call 1,2.0,2.0,1.0,2.0,High school graduate,2.0,1.0,3.0,Less than 100k,Less than 50k,"$15,000-$29,999",Somewhat disapprove,Disapprove,2.0,My candidates position on the issues,No,2.0,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,94.0,2.0,White,State questionnaire,White,Midwest,Catholic,Catholic,2.0,2.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Missouri,Election day exit poll,1.0,1.0,1.0,Version 1,No,Catholic,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,63376.0,1.79063212871552
1108276.0,2.0,3.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Once a week,More than once a week/Once a week,All others,Complete,2.0,1.0,Yes,3.0,2.0,Call 1,6.0,2.0,1.0,2.0,Some college or associate degree,5.0,2.0,3.0,,,,Somewhat approve,Approve,1.0,My candidates leadership/personal qualities,No,2.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,48.0,1.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,Missouri,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,4.0,5.0,7.0,4.0,17-64,Extremely Low Density Rural,Rural,Rural,Downscale,64683.0,2.46308040618896
1116467.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,Yes,2.0,1.0,Call 2,4.0,2.0,2.0,2.0,College graduate,5.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,2.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,78.0,1.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,"Cities 10,000-50,000",Small Cities/Rural,Missouri,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,2.0,17-64,Low Density Rural,Rural,Rural,Upscale,64093.0,0.456838876008987
1125285.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,1.0,Yes,3.0,2.0,Call 3,9.0,1.0,2.0,3.0,College graduate,5.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat disapprove,Disapprove,3.0,My candidates position on the issues,No,2.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,9.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Missouri,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,2.0,17-64,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,65240.0,0.553460538387299
1107821.0,2.0,4.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,4.0,2.0,No,2.0,1.0,Call 1,3.0,2.0,2.0,2.0,Postgraduate study,2.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Somewhat approve,Approve,9.0,My candidates position on the issues,No,2.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,114.0,2.0,White,State questionnaire,White,Midwest,Catholic,Catholic,2.0,2.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Missouri,Election day exit poll,1.0,2.0,1.0,Version 1,No,Catholic,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,63123.0,1.90626978874207
1124307.0,2.0,3.0,18-29,18-29,18-24,18-24,Non black 18-29,Latino 18-29,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,1.0,No,2.0,1.0,Call 3,8.0,2.0,1.0,2.0,Did not complete high school,5.0,1.0,3.0,100k or more,50k or more,"$200,000 or more",Strongly approve,Approve,3.0,My candidates position on the issues,Yes,2.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,17.0,2.0,White,State questionnaire,Hispanic/Latino,Midwest,Protestant/Other Non-Catholic Christian,Protestant,9.0,2.0,2.0,Male,Non black male,Latino men,Non white male,Non white,"Cities 10,000-50,000",Small Cities/Rural,Missouri,Election day exit poll,1.0,2.0,1.0,Version 1,No,Non-white,All others,All others,1.0,1.0,1.0,1.0,9.0,17-64,Low Density Rural,Rural,Rural,Upscale,63755.0,1.23560643196106
1106521.0,2.0,3.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,More than once a week,More than once a week/Once a week,All others,Complete,4.0,2.0,Yes,2.0,1.0,Call 1,4.0,2.0,1.0,2.0,High school graduate,4.0,1.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat approve,Approve,9.0,My candidates position on the issues,No,2.0,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,101.0,1.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural,Missouri,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,64763.0,1.31438589096069
1116808.0,2.0,3.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,Yes,3.0,2.0,Call 2,3.0,2.0,2.0,2.0,Postgraduate study,2.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Somewhat disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,2.0,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,114.0,1.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Missouri,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,63123.0,1.90626978874207
1124164.0,2.0,4.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,Yes,2.0,1.0,Call 3,4.0,2.0,1.0,2.0,Did not complete high school,4.0,1.0,3.0,Less than 100k,Less than 50k,"$15,000-$29,999",Strongly approve,Approve,4.0,My candidates position on the issues,No,2.0,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,5.0,101.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,Missouri,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,4.0,4.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,64763.0,0.954940557479858
1116442.0,2.0,4.0,60+,60+,65+,65-74,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,Yes,2.0,1.0,Call 2,4.0,2.0,1.0,9.0,Some college or associate degree,4.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",Strongly approve,Approve,3.0,My candidates position on the issues,No,2.0,Good,Excellent/Good,65+,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,101.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,Missouri,Election day exit poll,1.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,8.0,4.0,65+,Extremely Low Density Rural,Rural,Rural,Very downscale,64763.0,1.56055295467377
1126430.0,2.0,3.0,18-29,18-29,25-29,25-29,Non black 18-29,White 18-29,A few times a month,A few times a month/A few times a year,All others,Complete,3.0,2.0,Yes,3.0,2.0,Call 3,9.0,2.0,2.0,2.0,College graduate,5.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,2.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,6.0,1.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,1.0,1.0,2.0,2.0,1.0,17-64,Suburb,Urban,Urban Core,Upscale,65201.0,0.8240687251091
1125358.0,2.0,4.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,Yes,2.0,1.0,Call 3,9.0,2.0,1.0,2.0,High school graduate,5.0,1.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat disapprove,Disapprove,3.0,My candidates position on the issues,No,2.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,9.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Missouri,Election day exit poll,1.0,2.0,1.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,4.0,4.0,2.0,17-64,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,65240.0,0.761786460876465
1127465.0,2.0,4.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,,,,Not complete,9.0,9.0,,2.0,1.0,Call 3,4.0,,,,,4.0,,,,,,,,2.0,My candidates position on the issues,No,2.0,,,18-64,,,,,,,23.0,2.0,White,State questionnaire,White,Midwest,,,,2.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,Missouri,Election day exit poll,1.0,2.0,1.0,Version 1,No,,,,2.0,2.0,4.0,4.0,2.0,17-64,Low Density Rural,Rural,Rural,Very downscale,64744.0,0.546108603477478
1116431.0,2.0,4.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,,,,Not complete,4.0,2.0,,2.0,1.0,Call 2,4.0,,,,,5.0,,,,,,,,4.0,My candidates position on the issues,No,2.0,,,18-64,,,,,,,78.0,2.0,White,State questionnaire,White,Midwest,,,,2.0,2.0,Female,Non black female,White women,White female,White female,"Cities 10,000-50,000",Small Cities/Rural,Missouri,Election day exit poll,2.0,5.0,2.0,Version 1,Yes,,,,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,Rural,Rural,Upscale,64093.0,0.456838876008987
1116783.0,2.0,4.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,1.0,Yes,2.0,1.0,Call 2,9.0,2.0,2.0,1.0,College graduate,5.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,2.0,My candidates position on the issues,No,2.0,Poor,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,6.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,1.0,1.0,1.0,1.0,1.0,17-64,Suburb,Urban,Urban Core,Upscale,65201.0,0.8240687251091
