ID,ABORT2,ABORTION,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKREP,BREAKREP2,BRNAGAIN,BUSHANG08,BUSHANG2,CALL,CDNUM,CHIEFREPAL,COLLEDUC,DERPRS08,ECONREP,EDUC,GEOCODE,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,IRAQWAR,IRAQWAR2,ISSIA08R,ISSVQUAL,LATINO,NEC,NEC2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08R,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,RELWHITE,RPRS08,RPRS08ST,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,VERSION,VETVOTER,WHITEREL,WHTEVANG,WPROTBRN,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1104926.0,1.0,2.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,3.0,2.0,No,3.0,2.0,Call 1,1.0,3.0,1.0,3.0,3.0,Some college or associate degree,1.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",Somewhat approve,Approve,1.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,16.0,3.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,5.0,2.0,Version 1,Yes,Catholic,All others,All others,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,19709.0,1.43580758571625
1113748.0,1.0,2.0,A few times a month,A few times a month/A few times a year,All others,Complete,1.0,1.0,No,2.0,1.0,Call 2,1.0,3.0,1.0,3.0,3.0,High school graduate,2.0,1.0,3.0,Less than 100k,Less than 50k,"$15,000-$29,999",Somewhat approve,Approve,4.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,Republican,Black non Democrat,All Republicans,Republican,Liberal,1.0,64.0,1.0,Black,State questionnaire,Black,East,Protestant/Other Non-Catholic Christian,Other Christian,9.0,4.0,3.0,Male,Black male,Black men,Non white male,Non white,Rural,Small Cities/Rural,Delaware,Election day exit poll,2.0,4.0,2.0,Version 1,No,Non-white,All others,All others,2.0,2.0,3.0,3.0,6.0,17-64,Low Density Rural,Rural,Rural,Downscale,19963.0,1.22383117675781
1113746.0,1.0,2.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,3.0,2.0,No,4.0,2.0,Call 2,1.0,3.0,2.0,3.0,3.0,Postgraduate study,2.0,2.0,3.0,,,,Somewhat disapprove,Disapprove,3.0,My candidates position on the issues,No,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,2.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Delaware,Election day exit poll,1.0,1.0,1.0,Version 1,Yes,Catholic,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Very downscale,19943.0,1.02537965774536
1124774.0,1.0,2.0,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,No,4.0,2.0,Call 3,1.0,3.0,2.0,3.0,5.0,College graduate,1.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",Strongly disapprove,Disapprove,3.0,My candidates position on the issues,No,Poor,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,55.0,1.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",Delaware,Election day exit poll,2.0,4.0,2.0,Version 1,No,Catholic,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very downscale,19802.0,0.811123073101044
1108214.0,1.0,1.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,3.0,2.0,No,3.0,2.0,Call 1,1.0,3.0,2.0,3.0,3.0,Postgraduate study,1.0,2.0,3.0,100k or more,50k or more,"$150,000-$199,999",Somewhat approve,Approve,4.0,My candidates position on the issues,No,Good,Excellent/Good,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,47.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Male,Non black male,White men,White male,White male,"Cities 50,000-500,000","Cities over 50,000",Delaware,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,Urban,Urban Core,Very upscale,19803.0,1.41043150424957
1125860.0,2.0,3.0,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,1.0,No,3.0,2.0,Call 3,1.0,3.0,2.0,3.0,5.0,Postgraduate study,1.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat disapprove,Disapprove,3.0,My candidates position on the issues,No,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,35.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,19707.0,1.54610860347748
1125852.0,1.0,2.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,No,3.0,2.0,Call 3,1.0,3.0,2.0,3.0,3.0,College graduate,1.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat disapprove,Disapprove,2.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,36.0,3.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Delaware,Election day exit poll,1.0,1.0,1.0,Version 1,No,Catholic,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19808.0,0.664946019649506
1113711.0,2.0,4.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,1.0,No,2.0,1.0,Call 2,1.0,3.0,2.0,3.0,3.0,Postgraduate study,1.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat disapprove,Disapprove,3.0,My candidates position on the issues,No,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,35.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,4.0,2.0,Version 1,No,Catholic,All others,All others,4.0,4.0,6.0,9.0,4.0,65+,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,19707.0,1.54610860347748
1125834.0,1.0,1.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,1.0,No,2.0,1.0,Call 3,1.0,3.0,2.0,3.0,3.0,Postgraduate study,2.0,2.0,1.0,100k or more,50k or more,"$200,000 or more",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,11.0,3.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Female,Non black female,White women,White female,White female,"Cities 10,000-50,000",Small Cities/Rural,Delaware,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Town,Rural,Rural,Downscale,19901.0,1.83010315895081
1109273.0,1.0,2.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,1.0,No,2.0,1.0,Call 1,1.0,3.0,1.0,3.0,3.0,High school graduate,1.0,1.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,2.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Liberal,2.0,20.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,4.0,2.0,Version 1,Yes,Protestant/Other Christian,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19711.0,0.931267857551575
1109272.0,1.0,2.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,1.0,No,2.0,1.0,Call 1,1.0,3.0,1.0,3.0,3.0,High school graduate,1.0,1.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,2.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Liberal,2.0,20.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,4.0,2.0,Version 1,Yes,Protestant/Other Christian,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19711.0,0.931267857551575
1113682.0,1.0,2.0,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,1.0,No,3.0,2.0,Call 2,1.0,4.0,1.0,3.0,3.0,Some college or associate degree,2.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,2.0,3.0,White,State questionnaire,White,East,None,None,5.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,5.0,2.0,Version 1,No,None,All others,All others,1.0,1.0,1.0,1.0,1.0,17-64,Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Very downscale,19943.0,0.940712511539459
1124710.0,2.0,3.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,3.0,2.0,No,2.0,1.0,Call 3,1.0,3.0,2.0,3.0,3.0,College graduate,2.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",Strongly approve,Approve,1.0,My candidates position on the issues,No,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,5.0,70.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural,Delaware,Election day exit poll,2.0,4.0,2.0,Version 1,Yes,Catholic,All others,All others,3.0,4.0,5.0,7.0,4.0,17-64,Town,Rural,Rural,Very downscale,19960.0,2.61955380439758
1113668.0,1.0,2.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,9.0,9.0,No,4.0,2.0,Call 2,1.0,3.0,2.0,3.0,5.0,College graduate,1.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Strongly disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,35.0,1.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,4.0,2.0,Version 1,No,Catholic,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,19707.0,1.68526339530945
1108151.0,1.0,1.0,,,,Not complete,2.0,1.0,,3.0,2.0,Call 1,1.0,,,3.0,,,1.0,,,,,,,,3.0,My candidates leadership/personal qualities,No,,,,,,,,,47.0,4.0,White,State questionnaire,White,East,,,,4.0,3.0,Male,Non black male,White men,White male,White male,"Cities 50,000-500,000","Cities over 50,000",Delaware,Election day exit poll,1.0,2.0,1.0,Version 1,No,,,,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,Urban,Urban Core,Very upscale,19803.0,1.41043150424957
1113659.0,1.0,2.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,1.0,Yes,2.0,1.0,Call 2,1.0,3.0,1.0,3.0,3.0,Some college or associate degree,2.0,2.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat approve,Approve,1.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,64.0,3.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural,Delaware,Election day exit poll,1.0,1.0,1.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,8.0,4.0,65+,Low Density Rural,Rural,Rural,Downscale,19963.0,1.23415338993073
1126888.0,1.0,2.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,No,3.0,2.0,Call 3,1.0,3.0,2.0,3.0,3.0,Postgraduate study,1.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,3.0,My candidates position on the issues,No,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,32.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,5.0,2.0,Version 1,No,Catholic,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19711.0,0.84492290019989
1126887.0,1.0,2.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,No,3.0,2.0,Call 3,1.0,3.0,2.0,3.0,3.0,Postgraduate study,1.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,3.0,My candidates position on the issues,No,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,32.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,5.0,2.0,Version 1,No,Catholic,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19711.0,0.84492290019989
1125779.0,1.0,1.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,1.0,No,3.0,2.0,Call 3,1.0,3.0,2.0,3.0,3.0,College graduate,1.0,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,36.0,3.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,3.0,1.0,Version 1,No,Catholic,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19808.0,0.724793314933777
1122466.0,2.0,3.0,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,1.0,No,3.0,2.0,Call 3,1.0,3.0,2.0,3.0,3.0,College graduate,1.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Somewhat disapprove,Disapprove,2.0,My candidates position on the issues,No,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,53.0,3.0,White,State questionnaire,White,East,None,None,5.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,4.0,2.0,Version 1,No,None,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19711.0,1.71839487552643
1113632.0,1.0,1.0,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,1.0,No,3.0,2.0,Call 2,1.0,3.0,1.0,3.0,3.0,High school graduate,2.0,1.0,3.0,Less than 100k,Less than 50k,"$15,000-$29,999",Strongly approve,Approve,3.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,2.0,3.0,White,State questionnaire,White,East,Something else,Something else,4.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Delaware,Election day exit poll,1.0,2.0,1.0,Version 1,No,Something else,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Very downscale,19943.0,0.940712511539459
1125755.0,2.0,4.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,Yes,3.0,2.0,Call 3,1.0,3.0,1.0,3.0,3.0,Some college or associate degree,2.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,4.0,My candidates position on the issues,No,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,11.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Female,Non black female,White women,White female,White female,"Cities 10,000-50,000",Small Cities/Rural,Delaware,Election day exit poll,1.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,4.0,4.0,2.0,17-64,Town,Rural,Rural,Downscale,19901.0,1.83010315895081
1125752.0,1.0,2.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,9.0,9.0,No,3.0,2.0,Call 3,1.0,3.0,1.0,3.0,3.0,Some college or associate degree,1.0,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",Strongly disapprove,Disapprove,3.0,My candidates position on the issues,No,Poor,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,35.0,3.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,4.0,2.0,Version 1,No,Catholic,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,19707.0,1.68526339530945
1124648.0,1.0,2.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,3.0,2.0,No,4.0,2.0,Call 3,1.0,3.0,2.0,3.0,3.0,Postgraduate study,1.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly disapprove,Disapprove,2.0,My candidates position on the issues,No,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,55.0,4.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",Delaware,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very downscale,19802.0,0.811123073101044
1126845.0,1.0,2.0,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,1.0,No,3.0,2.0,Call 3,1.0,3.0,1.0,3.0,3.0,Some college or associate degree,1.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,2.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,32.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,1.0,1.0,1.0,1.0,1.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19711.0,0.84492290019989
1131073.0,2.0,3.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,1.0,No,3.0,2.0,Call 3,1.0,3.0,2.0,3.0,3.0,College graduate,2.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,4.0,My candidates position on the issues,No,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,64.0,3.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural,Delaware,Election day exit poll,2.0,5.0,2.0,Version 1,Yes,Catholic,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Low Density Rural,Rural,Rural,Downscale,19963.0,1.23415338993073
1131051.0,1.0,1.0,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,1.0,No,3.0,2.0,Call 3,1.0,3.0,2.0,3.0,3.0,College graduate,2.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,3.0,My candidates position on the issues,No,Poor,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,64.0,1.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,4.0,3.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,Delaware,Election day exit poll,1.0,2.0,1.0,Version 1,No,Protestant/Other Christian,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Low Density Rural,Rural,Rural,Downscale,19963.0,1.13224744796753
1125701.0,1.0,1.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,1.0,No,4.0,2.0,Call 3,1.0,3.0,2.0,3.0,3.0,Postgraduate study,1.0,2.0,2.0,100k or more,50k or more,"$200,000 or more",Strongly disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,Poor,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,1.0,35.0,3.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,5.0,2.0,Version 1,Yes,Protestant/Other Christian,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,19707.0,1.68526339530945
1105452.0,1.0,1.0,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,4.0,2.0,No,1.0,1.0,Call 1,1.0,3.0,2.0,3.0,3.0,Postgraduate study,1.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Strongly approve,Approve,3.0,My candidates position on the issues,No,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,32.0,3.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19711.0,0.84492290019989
1125682.0,2.0,3.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,3.0,2.0,No,2.0,1.0,Call 3,1.0,3.0,2.0,3.0,3.0,Postgraduate study,2.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat disapprove,Disapprove,4.0,My candidates position on the issues,Yes,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,11.0,1.0,Other,State questionnaire,Hispanic/Latino,East,Catholic,Catholic,9.0,4.0,3.0,Female,Non black female,Latino women,Non white female,Non white,"Cities 10,000-50,000",Small Cities/Rural,Delaware,Election day exit poll,1.0,1.0,1.0,Version 1,No,Non-white,All others,All others,3.0,3.0,5.0,6.0,11.0,17-64,Town,Rural,Rural,Downscale,19901.0,1.83010315895081
1113542.0,2.0,3.0,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,1.0,No,3.0,2.0,Call 2,1.0,3.0,1.0,3.0,3.0,Some college or associate degree,2.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,3.0,My candidates position on the issues,No,Not so good,Not so good/Poor,Independent/Something else,Black non Democrat,Black Indpendents,Independent,Moderate,3.0,2.0,2.0,Black,State questionnaire,Black,East,Protestant/Other Non-Catholic Christian,Other Christian,9.0,4.0,3.0,Male,Black male,Black men,Non white male,Non white,Suburbs,Suburbs,Delaware,Election day exit poll,1.0,1.0,1.0,Version 1,Yes,Non-white,All others,All others,3.0,3.0,4.0,5.0,7.0,17-64,Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Very downscale,19943.0,1.01680362224579
1105815.0,2.0,4.0,Once a week,More than once a week/Once a week,All others,Complete,3.0,2.0,Yes,2.0,1.0,Call 1,1.0,3.0,2.0,3.0,3.0,Postgraduate study,2.0,2.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,2.0,3.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Delaware,Election day exit poll,1.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,2.0,17-64,Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Very downscale,19943.0,0.940712511539459
1105814.0,2.0,4.0,Once a week,More than once a week/Once a week,All others,Complete,3.0,2.0,Yes,2.0,1.0,Call 1,1.0,3.0,2.0,3.0,3.0,Postgraduate study,2.0,2.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,2.0,3.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Delaware,Election day exit poll,1.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,2.0,17-64,Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Very downscale,19943.0,0.940712511539459
