ID,WEIGHT,PRSAZ24,SENAZ24,AZ24ABORTION,ABORT2,ABORTION,AGE,AGE3,AGE4,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYGENDER,AGEBYRACE,AGEBYRACE08,AGESEX45,BACKSIDE,BIDENPRES2,BIDENPRES4,CALL,CDNUM,CHALLENGEELECTION,CONTROLSEN,DEMOCRACYSECURE,DEMOCRACYSECURE2,EARLYVELECTION,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAIRELECTION,FAIRELECTION2,FAVHARRIS,FAVPRES24,FAVTRUMP,FINSIT,FORCAND24,GENDERBYSOP,GEOCODE,IMMDEP24,ISSUE24,LATINO,NEC,NEC2,NEWVOTER,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PTYIDEO,PTYIDEO7,QLT24,QRACE3,QRACEAI,QTYPE,RACE,RACE2,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TRACKANGR,TRACKANGR2,VERSION,VOTE2020,VOTEMETHOD,ZIPCODE
9481.0,0.595386506,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat approve,Strongly approve,,1.0,Accept the results,The Democratic Party,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Very confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,Better today,For your candidate,Urban women,1.0,Offered a chance to apply for legal status,The state of democracy,No,Good,Excellent or good,No,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,Joe Biden,By mail,85015.0
9482.0,0.248586216,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in all cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat approve,Strongly approve,,6.0,Accept the results,The Democratic Party,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Very confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,Better today,For your candidate,Suburban men,3.0,Offered a chance to apply for legal status,The state of democracy,No,Good,Excellent or good,No,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,West,Male,White men,Suburbs,Suburbs,English,Arizona,White suburban men,Telephone survey,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Version 1,Joe Biden,By mail,85615.0
9483.0,0.448571811,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in all cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat approve,Somewhat approve,,6.0,Accept the results,The Democratic Party,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Very confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,Better today,Against their opponent,Suburban men,2.0,Offered a chance to apply for legal status,The state of democracy,No,Good,Excellent or good,No,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate/Liberal Republicans,Moderate Independents,Cares about people like me,White,White,State questionnaire,White,Non-black,White,White,West,Male,White men,Suburbs,Suburbs,English,Arizona,White suburban men,Telephone survey,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Version 1,Joe Biden,By mail,85614.0
9484.0,0.398149629,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in most cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat approve,Somewhat approve,,5.0,Accept the results,The Democratic Party,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Very confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,Better today,For your candidate,Suburban men,1.0,Offered a chance to apply for legal status,The state of democracy,No,Good,Excellent or good,No,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate/Liberal Republicans,Moderate Independents,Cares about people like me,White,White,State questionnaire,White,Non-black,White,White,West,Male,White men,Suburbs,Suburbs,English,Arizona,White suburban men,Telephone survey,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Version 1,Joe Biden,By mail,85225.0
9485.0,0.306598978,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in all cases,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat approve,Strongly approve,,5.0,Accept the results,The Democratic Party,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Somewhat confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,Better today,For your candidate,Suburban men,3.0,Offered a chance to apply for legal status,The state of democracy,No,Good,Excellent or good,No,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,Liberal Democrats,Liberal Democrats,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,West,Male,White men,Suburbs,Suburbs,English,Arizona,White suburban men,Telephone survey,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Version 1,Joe Biden,By mail,85140.0
9486.0,0.617905563,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in all cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat approve,Somewhat approve,,2.0,Challenge the results,The Democratic Party,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Not very confident,Not very confident or Not at all confident,Favorable,Only Harris,Unfavorable,About the same,Against their opponent,Rural women,3.0,Offered a chance to apply for legal status,The state of democracy,No,Good,Excellent or good,No,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,West,Female,White women,Rural,Small Cities/Rural,English,Arizona,Other,Telephone survey,Angry,"Dissatisfied, but not angry or Angry",Version 1,Joe Biden,By mail,85929.0
9487.0,0.623427599,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in all cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat approve,Somewhat approve,,4.0,Accept the results,The Democratic Party,Somewhat secure,Very secure or Somewhat secure,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Somewhat confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,Worse today,For your candidate,Urban women,1.0,Omit,The economy,No,Not so good,Not so good or poor,No,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Version 1,Joe Biden,By mail,85207.0
9488.0,0.460599414,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat approve,Strongly approve,,8.0,Accept the results,The Democratic Party,Very secure,Very secure or Somewhat secure,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Very confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,Better today,For your candidate,Suburban men,1.0,Offered a chance to apply for legal status,The state of democracy,No,Excellent,Excellent or good,No,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,West,Male,White men,Suburbs,Suburbs,English,Arizona,White suburban men,Telephone survey,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Version 1,Joe Biden,By mail,85345.0
9489.0,0.468236333,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in all cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat approve,Somewhat approve,,8.0,Accept the results,The Democratic Party,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Somewhat confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,Better today,For your candidate,Suburban women,1.0,Offered a chance to apply for legal status,The state of democracy,No,Not so good,Not so good or poor,No,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,Liberal Democrats,Liberal Democrats,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,West,Female,White women,Suburbs,Suburbs,English,Arizona,White suburban women,Telephone survey,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,Joe Biden,By mail,85308.0
9490.0,0.468236333,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in most cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat approve,Strongly approve,,8.0,Accept the results,The Democratic Party,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Very confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,Better today,For your candidate,Suburban women,1.0,Offered a chance to apply for legal status,The state of democracy,No,Excellent,Excellent or good,No,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,West,Female,White women,Suburbs,Suburbs,English,Arizona,White suburban women,Telephone survey,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Version 1,Joe Biden,By mail,85374.0
9491.0,0.383155447,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in most cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat approve,Strongly approve,,4.0,Accept the results,The Democratic Party,Somewhat secure,Very secure or Somewhat secure,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Very confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,Better today,Against their opponent,Suburban men,1.0,Offered a chance to apply for legal status,The state of democracy,No,Good,Excellent or good,No,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,Conservative Republicans,Mod./Liberal Republicans,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,West,Male,White men,Suburbs,Suburbs,English,Arizona,White suburban men,Telephone survey,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Version 1,Joe Biden,By mail,85284.0
9492.0,0.378649841,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in all cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat approve,Strongly approve,,1.0,Accept the results,The Democratic Party,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Very confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,About the same,For your candidate,Urban men,1.0,Offered a chance to apply for legal status,The state of democracy,No,Excellent,Excellent or good,No,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,Liberal Democrats,Liberal Democrats,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Version 1,Joe Biden,By mail,85255.0
9493.0,0.384885956,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in most cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat approve,Strongly approve,,4.0,Accept the results,The Democratic Party,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Somewhat confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,About the same,For your candidate,Urban women,1.0,Offered a chance to apply for legal status,The state of democracy,No,Good,Excellent or good,No,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,Joe Biden,By mail,85048.0
9494.0,0.304251864,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in all cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat approve,Somewhat approve,,6.0,Challenge the results,The Democratic Party,Somewhat secure,Very secure or Somewhat secure,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Somewhat confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,Worse today,For your candidate,Urban men,2.0,Offered a chance to apply for legal status,The state of democracy,No,Not so good,Not so good or poor,No,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,Conservative Republicans,Mod./Liberal Republicans,Cares about people like me,White,White,State questionnaire,White,Non-black,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,Joe Biden,By mail,85749.0
9495.0,2.017042815,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in most cases,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Women 30-44,Latino 30-44,Latino 30-44,Women 18-44,Complete,Strongly or somewhat approve,Somewhat approve,,5.0,Accept the results,The Democratic Party,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Somewhat confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,About the same,For your candidate,Suburban women,3.0,Offered a chance to apply for legal status,The state of democracy,Yes,Not so good,Not so good or poor,No,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Independent,All others,Moderate,Moderate/Liberal Republicans,Moderate Independents,Has the ability to lead,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,West,Female,Latino women,Suburbs,Suburbs,English,Arizona,Other,Telephone survey,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,Joe Biden,By mail,85120.0
9496.0,0.439042895,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in all cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat approve,Somewhat approve,,8.0,Accept the results,The Democratic Party,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Very confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,About the same,For your candidate,Suburban women,1.0,Offered a chance to apply for legal status,The state of democracy,No,Good,Excellent or good,No,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,Moderate/Liberal Republicans,Conservative Independents,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,West,Female,White women,Suburbs,Suburbs,English,Arizona,White suburban women,Telephone survey,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Version 1,Joe Biden,By mail,85374.0
9497.0,0.127949122,Kamala Harris,,Yes,Legal,Legal in most cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat approve,Somewhat approve,,6.0,Accept the results,The Democratic Party,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Very confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,About the same,Against their opponent,Urban men,2.0,Offered a chance to apply for legal status,Abortion,No,Good,Excellent or good,No,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate/Liberal Republicans,Moderate Independents,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Version 1,Joe Biden,By mail,85750.0
9498.0,0.506186949,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in most cases,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,Strongly or somewhat disapprove,Somewhat disapprove,,8.0,Accept the results,The Democratic Party,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Very confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,Worse today,Against their opponent,Urban men,1.0,Offered a chance to apply for legal status,The state of democracy,No,Not so good,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,Conservative Republicans,Mod./Liberal Republicans,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Version 1,Joe Biden,By mail,85086.0
9499.0,0.286611353,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in most cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat approve,Somewhat approve,,6.0,Accept the results,The Democratic Party,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Somewhat confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,About the same,For your candidate,Urban women,2.0,Offered a chance to apply for legal status,The state of democracy,No,Good,Excellent or good,No,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Liberal,Moderate/Liberal Republicans,Liberal Independents,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,Joe Biden,By mail,85704.0
9500.0,0.487652764,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in all cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,9.0,Accept the results,The Democratic Party,Somewhat secure,Very secure or Somewhat secure,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Omit,Omit,Favorable,Only Harris,Unfavorable,Worse today,Against their opponent,Suburban women,3.0,Deported to the countries they came from,Abortion,No,Not so good,Not so good or poor,No,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,Conservative Republicans,Mod./Liberal Republicans,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,West,Female,White women,Suburbs,Suburbs,English,Arizona,White suburban women,Telephone survey,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Version 1,Donald Trump,By mail,86444.0
9501.0,0.228888314,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in all cases,65+,60+,65+,65-74,45+,60+,65+,Black 60+,Men 65+,Black 60+,Black 65+,Men 45+,Complete,Strongly or somewhat approve,Strongly approve,,9.0,Accept the results,The Democratic Party,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Very confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,Better today,For your candidate,Suburban men,1.0,Offered a chance to apply for legal status,The state of democracy,No,Good,Excellent or good,No,65+,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Liberal,Liberal Democrats,Liberal Democrats,Has the ability to lead,Black,Black,State questionnaire,Black,Black,Non-white,Black,West,Male,Black men,Suburbs,Suburbs,English,Arizona,Other,Telephone survey,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Version 1,Joe Biden,By mail,85387.0
9502.0,0.323409964,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in most cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat approve,Somewhat approve,,6.0,Accept the results,The Democratic Party,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Very confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,About the same,For your candidate,Urban women,2.0,Offered a chance to apply for legal status,The economy,No,Good,Excellent or good,No,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,Liberal Democrats,Liberal Democrats,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Version 1,Joe Biden,By mail,85755.0
9503.0,3.018602385,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in all cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Black 45-59,Women 45-64,Black 45-59,Black 45-64,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,2.0,Accept the results,The Democratic Party,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Somewhat confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,About the same,Against their opponent,Suburban women,3.0,Offered a chance to apply for legal status,The economy,No,Not so good,Not so good or poor,No,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has good judgment,Black,Black,State questionnaire,Black,Black,Non-white,Black,West,Female,Black women,Suburbs,Suburbs,English,Arizona,Other,Telephone survey,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,Joe Biden,By mail,85139.0
9504.0,0.614405273,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in all cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat approve,Somewhat approve,,4.0,Accept the results,The Democratic Party,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Very confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,About the same,Against their opponent,Urban men,1.0,Offered a chance to apply for legal status,The state of democracy,No,Excellent,Excellent or good,No,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Liberal,Moderate/Liberal Republicans,Liberal Independents,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,Joe Biden,By mail,85044.0
9505.0,0.696790193,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in all cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat approve,Somewhat approve,,5.0,Accept the results,The Democratic Party,Very secure,Very secure or Somewhat secure,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Very confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,Better today,For your candidate,Suburban men,1.0,Offered a chance to apply for legal status,Abortion,No,Good,Excellent or good,No,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate/Liberal Republicans,Moderate Independents,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,West,Male,White men,Suburbs,Suburbs,English,Arizona,White suburban men,Telephone survey,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Version 1,Joe Biden,By mail,85249.0
9506.0,0.802417605,Kamala Harris,Ruben Gallego,Yes,Legal,Legal in all cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Men 65+,Latino 60+,Latino 65+,Men 45+,Complete,Strongly or somewhat approve,Strongly approve,,2.0,Challenge the results,The Democratic Party,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Very confident,Very confident or Somewhat confident,Favorable,Only Harris,Unfavorable,Better today,Against their opponent,Rural men,3.0,Offered a chance to apply for legal status,The state of democracy,Yes,Excellent,Excellent or good,No,65+,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,All others,Moderate,Moderate/Liberal Republicans,Moderate Independents,Has the ability to lead,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,West,Male,Latino men,Rural,Small Cities/Rural,English,Arizona,Other,Telephone survey,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Version 1,Joe Biden,By mail,85901.0
