ID,WEIGHT,PRSGA24,ABORT2,ABORTION,AGE,AGE3,AGE4,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYGENDER,AGEBYRACE,AGEBYRACE08,AGESEX45,BACKSIDE,BIDENPRES2,BIDENPRES4,BRNAGAIN,CALL,CDNUM,CHALLENGEELECTION,CHILD12,DEMOCRACYSECURE,DEMOCRACYSECURE2,EARLYVELECTION,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,EXTREMEHARRIS,EXTREMEPRES24,EXTREMETRUMP,FAIRELECTION,FAIRELECTION2,FAVHARRIS,FAVPRES24,FAVTRUMP,FINSIT,FORCAND24,GENDERBYSOP,GEOCODE,HANDLECRIME24,HANDLECRISIS24,HANDLERACEISS24,HURRICANEAID,ISSUE24,KEMP2,LATINO,NEC,NEC2,NEWVOTER,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT24,QRACE3,QRACEAI,QTYPE,RACE,RACE2,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TIME16,TIME16MONTH,TIME16WEEK,TRACKANGR,TRACKANGR2,VERSION,VETVOTER,VOTE2020,VOTEMETHOD,WHTEVANG,ZIPCODE
1801.0,1.138061842,Donald Trump,Legal,Legal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,,Accept the results,No,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Yes,Only Harris,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Suburban men,2.0,Donald Trump,Donald Trump,Donald Trump,,,,No,Not so good,Not so good or poor,No,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs,English, Georgia,White suburban men,Telephone survey,Before that,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,,30012.0
1802.0,1.468617654,Donald Trump,Illegal,Illegal in most cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,,Challenge the results,Yes,,,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Yes,Only Harris,No,Not very confident,Not very confident or Not at all confident,,,,,,Suburban men,2.0,Donald Trump,Donald Trump,Donald Trump,,,,No,Poor,Not so good or poor,No,65+,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs,English, Georgia,White suburban men,Telephone survey,Before that,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,,30012.0
1803.0,1.379520876,Donald Trump,Illegal,Illegal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,,Challenge the results,No,,,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Yes,Only Harris,No,Not very confident,Not very confident or Not at all confident,,,,,,Suburban men,2.0,Donald Trump,Donald Trump,Donald Trump,,,,No,Poor,Not so good or poor,No,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs,English, Georgia,White suburban men,Telephone survey,Before that,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,,30012.0
1804.0,1.106295263,Donald Trump,Illegal,Illegal in most cases,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,,Challenge the results,Yes,,,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Yes,Only Harris,No,Not at all confident,Not very confident or Not at all confident,,,,,,Suburban women,2.0,Donald Trump,Omit,Donald Trump,,,,No,Poor,Not so good or poor,No,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs,English, Georgia,White suburban women,Telephone survey,Before that,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,,30012.0
1805.0,1.038531103,Donald Trump,Omit,Omit,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Men 45-64,All others,All others,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,,Accept the results,Yes,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Yes,Only Harris,No,Not at all confident,Not very confident or Not at all confident,,,,,,Suburban men,2.0,Donald Trump,Donald Trump,Donald Trump,,,,No,Poor,Not so good or poor,No,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,All others,Moderate,,Conservative Republicans,Mod./Liberal Republicans,,Other,Other,State questionnaire,Other,Non-black,Non-white,Other,South,Male,All other races,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Before that,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,,30012.0
1806.0,0.971603692,Donald Trump,Illegal,Illegal in most cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,,Accept the results,Yes,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Yes,Only Harris,No,Very confident,Very confident or Somewhat confident,,,,,,Suburban women,2.0,Donald Trump,Donald Trump,Donald Trump,,,,No,Poor,Not so good or poor,,65+,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs,English, Georgia,White suburban women,Telephone survey,Before that,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,,30012.0
1807.0,1.115907321,Donald Trump,Illegal,Illegal in most cases,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Black 30-44,Women 30-44,Black 30-44,Black 30-44,Women 18-44,Complete,Strongly or somewhat approve,Somewhat approve,,,,Accept the results,Yes,,,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,No,Neither,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Suburban women,2.0,Kamala Harris,Kamala Harris,Kamala Harris,,,,No,Not so good,Not so good or poor,No,18-64,Women with children,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Liberal,,Moderate/Liberal Republicans,Liberal Independents,,Black,Black,State questionnaire,Black,Black,Non-white,Black,South,Female,Black women,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,In September,Before that,Before that,,,Version 2,,Joe Biden,Early in-person,,30012.0
1808.0,1.391506853,Donald Trump,Illegal,Illegal in most cases,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Black 30-44,Men 30-44,Black 30-44,Black 30-44,Men 18-44,Complete,Strongly or somewhat disapprove,Somewhat disapprove,,,,Challenge the results,No,,,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Yes,Only Harris,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Suburban men,2.0,Donald Trump,Donald Trump,Donald Trump,,,,No,Not so good,Not so good or poor,No,18-64,Men without children,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,Black,Black,State questionnaire,Black,Black,Non-white,Black,South,Male,Black men,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Before that,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,,30012.0
1809.0,0.979018777,Donald Trump,Illegal,Illegal in most cases,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,,Challenge the results,Yes,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Yes,Only Harris,No,Not very confident,Not very confident or Not at all confident,,,,,,Suburban men,4.0,Donald Trump,Donald Trump,Donald Trump,,,,No,Poor,Not so good or poor,No,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs,English, Georgia,White suburban men,Telephone survey,Before that,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,,30265.0
1810.0,0.812052573,Donald Trump,Illegal,Illegal in most cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,,Accept the results,Yes,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Yes,Only Harris,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Suburban women,4.0,Donald Trump,Donald Trump,Donald Trump,,,,No,Poor,Not so good or poor,No,65+,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs,English, Georgia,White suburban women,Telephone survey,Before that,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,,30265.0
1811.0,0.839196575,Donald Trump,Illegal,Illegal in all cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,,Accept the results,No,,,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Yes,Only Harris,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Suburban women,4.0,Donald Trump,Donald Trump,Donald Trump,,,,,Not so good,Not so good or poor,No,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs,, Georgia,White suburban women,Telephone survey,Before that,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,,30265.0
1812.0,1.012607898,Donald Trump,Omit,Omit,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,,Accept the results,No,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Yes,Only Harris,No,Very confident,Very confident or Somewhat confident,,,,,,Suburban men,4.0,Donald Trump,Donald Trump,Donald Trump,,,,No,Not so good,Not so good or poor,No,65+,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs,English, Georgia,White suburban men,Telephone survey,In October,In the last month,Before that,,,Version 2,,Donald Trump,Early in-person,,30265.0
1813.0,0.971789957,Donald Trump,Legal,Legal in most cases,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat disapprove,Somewhat disapprove,,,,Accept the results,,,,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,No,Only Trump,Yes,Very confident,Very confident or Somewhat confident,,,,,,Suburban women,4.0,Donald Trump,Donald Trump,Kamala Harris,,,,No,Not so good,Not so good or poor,No,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs,English, Georgia,White suburban women,Telephone survey,In October,In the last month,Before that,,,Version 2,,Joe Biden,Early in-person,,30265.0
1814.0,1.21179631,Donald Trump,Illegal,Illegal in most cases,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat disapprove,Somewhat disapprove,,,,Accept the results,No,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Yes,Only Harris,No,Very confident,Very confident or Somewhat confident,,,,,,Suburban men,4.0,Donald Trump,Donald Trump,Donald Trump,,,,No,Not so good,Not so good or poor,No,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs,English, Georgia,White suburban men,Telephone survey,Before that,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,,30265.0
1815.0,0.999694292,Donald Trump,Omit,Omit,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,,Challenge the results,No,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Yes,Only Harris,No,Very confident,Very confident or Somewhat confident,,,,,,Suburban men,4.0,Donald Trump,Donald Trump,Donald Trump,,,,No,Not so good,Not so good or poor,No,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs,English, Georgia,White suburban men,Telephone survey,Before that,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,,30265.0
1816.0,1.15298394,Donald Trump,Legal,Legal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,,Accept the results,No,,,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Yes,Only Harris,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Suburban men,4.0,Donald Trump,Donald Trump,Donald Trump,,,,No,Poor,Not so good or poor,No,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs,English, Georgia,White suburban men,Telephone survey,Before that,Before that,Before that,,,Version 2,,Other,Early in-person,,30265.0
1817.0,1.227449755,Donald Trump,Legal,Legal in most cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,,Challenge the results,No,,,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Yes,Only Harris,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Suburban men,4.0,Donald Trump,Donald Trump,Donald Trump,,,,No,Poor,Not so good or poor,No,65+,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs,English, Georgia,White suburban men,Telephone survey,Before that,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,,30265.0
1818.0,0.491581171,Kamala Harris,Legal,Legal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Black 45-59,Women 45-64,Black 45-59,Black 45-64,Women 45+,Complete,Strongly or somewhat approve,Strongly approve,,,,Accept the results,,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,No,Only Trump,Yes,Somewhat confident,Very confident or Somewhat confident,,,,,,Suburban women,4.0,Kamala Harris,Kamala Harris,Kamala Harris,,,,No,Good,Excellent or good,No,18-64,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Black,Black,State questionnaire,Black,Black,Non-white,Black,South,Female,Black women,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Before that,Before that,Before that,,,Version 2,,Joe Biden,Early in-person,,30265.0
1819.0,0.986689587,Kamala Harris,Legal,Legal in all cases,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Women 45-64,Latino 45-59,Latino 45-64,Women 45+,Complete,Strongly or somewhat approve,Strongly approve,,,,Challenge the results,Yes,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,No,Only Trump,Yes,Somewhat confident,Very confident or Somewhat confident,,,,,,Suburban women,4.0,Kamala Harris,Kamala Harris,Kamala Harris,,,,Yes,Not so good,Not so good or poor,Yes,18-64,Women with children,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,,Other,Black,State questionnaire,Hispanic/Latino,Black,Non-white,Hispanic/Latino,South,Female,Latino women,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Before that,Before that,Before that,,,Version 2,,Did not vote,Early in-person,,30265.0
1820.0,1.303067753,Donald Trump,Illegal,Illegal in all cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,,Accept the results,No,,,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Yes,Only Harris,No,Very confident,Very confident or Somewhat confident,,,,,,Rural women,1.0,Donald Trump,Donald Trump,Donald Trump,,,,No,Not so good,Not so good or poor,No,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Rural,Small Cities/Rural,English, Georgia,Other,Telephone survey,In October,In the last month,Before that,,,Version 2,,Donald Trump,Early in-person,,30701.0
1821.0,1.303067753,Donald Trump,Illegal,Illegal in all cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,,Challenge the results,No,,,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Yes,Only Harris,No,Very confident,Very confident or Somewhat confident,,,,,,Rural women,1.0,Donald Trump,Donald Trump,Donald Trump,,,,No,Poor,Not so good or poor,No,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Rural,Small Cities/Rural,English, Georgia,Other,Telephone survey,Before that,Before that,Before that,,,Version 2,,Did not vote,Early in-person,,30701.0
1822.0,1.303067753,Donald Trump,Legal,Legal in most cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,,Challenge the results,No,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Yes,Only Harris,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Rural women,1.0,Donald Trump,Donald Trump,Donald Trump,,,,No,Poor,Not so good or poor,No,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Rural,Small Cities/Rural,English, Georgia,Other,Telephone survey,Before that,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,,30701.0
1823.0,1.259843912,Donald Trump,Illegal,Illegal in most cases,30-44,30-59,18-34,30-34,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,,Accept the results,Yes,,,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,No,Neither,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Rural women,1.0,Donald Trump,Donald Trump,Donald Trump,,,,No,Not so good,Not so good or poor,No,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Rural,Small Cities/Rural,English, Georgia,Other,Telephone survey,Before that,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,,30701.0
1824.0,1.224014491,Donald Trump,Legal,Legal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,,Accept the results,Yes,,,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Yes,Only Harris,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Rural women,1.0,Donald Trump,Donald Trump,Donald Trump,,,,No,Poor,Not so good or poor,No,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Rural,Small Cities/Rural,English, Georgia,Other,Telephone survey,Before that,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,,30701.0
1825.0,1.604169018,Donald Trump,Illegal,Illegal in most cases,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,,Accept the results,No,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Yes,Only Harris,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Rural men,1.0,Donald Trump,Donald Trump,Donald Trump,,,,No,Poor,Not so good or poor,No,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Rural,Small Cities/Rural,English, Georgia,Other,Telephone survey,Before that,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,,30701.0
1826.0,1.303067753,Donald Trump,Illegal,Illegal in most cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,,Accept the results,No,,,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Yes,Only Harris,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Rural women,1.0,Donald Trump,Donald Trump,Donald Trump,,,,No,Not so good,Not so good or poor,No,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Rural,Small Cities/Rural,English, Georgia,Other,Telephone survey,Before that,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,,30701.0
1827.0,1.624890958,Donald Trump,Illegal,Illegal in most cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,,Accept the results,No,,,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Yes,Only Harris,No,Very confident,Very confident or Somewhat confident,,,,,,Rural men,1.0,Donald Trump,Donald Trump,Donald Trump,,,,No,Poor,Not so good or poor,No,65+,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Rural,Small Cities/Rural,English, Georgia,Other,Telephone survey,Before that,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,,30701.0
1828.0,1.286449965,Donald Trump,Illegal,Illegal in most cases,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,,Accept the results,Yes,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Yes,Only Harris,No,Not very confident,Not very confident or Not at all confident,,,,,,Rural women,1.0,Donald Trump,Donald Trump,Donald Trump,,,,No,Not so good,Not so good or poor,No,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Rural,Small Cities/Rural,English, Georgia,Other,Telephone survey,Before that,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,,30701.0
1829.0,1.303067753,Donald Trump,Illegal,Illegal in most cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat disapprove,Somewhat disapprove,,,,Accept the results,No,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,No,Neither,No,Not very confident,Not very confident or Not at all confident,,,,,,Rural women,1.0,Donald Trump,Donald Trump,Donald Trump,,,,No,Poor,Not so good or poor,No,65+,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Rural,Small Cities/Rural,English, Georgia,Other,Telephone survey,In September,Before that,Before that,,,Version 2,,Donald Trump,Early in-person,,30701.0
1830.0,1.259843912,Donald Trump,Illegal,Illegal in most cases,30-44,30-59,18-34,30-34,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,,Challenge the results,Yes,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Yes,Only Harris,No,Not very confident,Not very confident or Not at all confident,,,,,,Rural women,1.0,Donald Trump,Donald Trump,Donald Trump,,,,No,Poor,Not so good or poor,No,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Rural,Small Cities/Rural,English, Georgia,Other,Telephone survey,Before that,Before that,Before that,,,Version 2,,Other,Early in-person,,30701.0
