ID,WEIGHT,PRSWI24,SENWI24,ABORT2,ABORTION,AGE,AGE3,AGE4,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYGENDER,AGEBYRACE,AGEBYRACE08,AGESEX45,BACKSIDE,BIDENPRES2,BIDENPRES4,BRNAGAIN,CALL,CDNUM,CONTROLSEN,DEMOCRACYSECURE,DEMOCRACYSECURE2,EARLYVELECTION,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,EVERS24,EXTREMEHARRIS,EXTREMEPRES24,EXTREMETRUMP,FAIRELECTION,FAIRELECTION2,FAVHARRIS,FAVPRES24,FAVTRUMP,FINSIT,FORCAND24,GENDERBYSOP,GEOCODE,HANDLECRIME24,HANDLECRISIS24,ISSUE24,LATINO,NEC,NEC2,NEWVOTER,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT24,QRACE3,QRACEAI,QTYPE,RACE,RACE2,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIME16,TIME16MONTH,TIME16WEEK,TRACKANGR,TRACKANGR2,UNIONHH12,VERSION,VOTE2020,VOTEMETHOD,WHTEVANG
47423.0,0.504536861,Donald Trump,Eric Hovde,Illegal,Illegal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 3,2.0,The Republican Party,,,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,Yes,Only Harris,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Rural women,5.0,Donald Trump,Donald Trump,,No,Poor,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,90.0,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Donald Trump,Election day,
38430.0,0.508889393,Donald Trump,Eric Hovde,Illegal,Illegal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 2,8.0,The Republican Party,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Yes,Only Harris,No,Not at all confident,Not very confident or Not at all confident,,,,,,Rural women,6.0,Donald Trump,Donald Trump,,No,Poor,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,48.0,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Donald Trump,Election day,
38590.0,0.508889393,Donald Trump,Eric Hovde,Illegal,Illegal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 2,8.0,The Republican Party,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Yes,Only Harris,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Rural women,6.0,Donald Trump,Donald Trump,,No,Poor,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,48.0,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Donald Trump,Election day,
38656.0,0.511284422,Donald Trump,Eric Hovde,Legal,Legal in most cases,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 2,3.0,The Republican Party,,,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,Yes,Only Harris,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Rural women,6.0,Donald Trump,Donald Trump,,No,Poor,Not so good or poor,Yes,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,114.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Did not vote,Election day,
38820.0,0.511284422,Donald Trump,Eric Hovde,Omit,Omit,30-44,30-59,18-34,30-34,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 2,3.0,The Republican Party,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,Yes,Both,Yes,Somewhat confident,Very confident or Somewhat confident,,,,,,Rural women,6.0,Donald Trump,Donald Trump,,No,Not so good,Not so good or poor,Yes,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,,114.0,,,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Did not vote,Election day,
38899.0,0.511284422,Donald Trump,Eric Hovde,Legal,Legal in all cases,30-44,30-59,18-34,30-34,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 2,3.0,The Democratic Party,,,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,Yes,Only Harris,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Rural women,6.0,Donald Trump,Donald Trump,,No,Poor,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,114.0,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Donald Trump,Election day,
13199.0,0.524609602,Donald Trump,Eric Hovde,Legal,Legal in most cases,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,4.0,The Republican Party,,,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,Yes,Only Harris,No,Not very confident,Not very confident or Not at all confident,,,,,,Urban women,1.0,Donald Trump,Donald Trump,,No,Poor,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,"Cities over 500,000","Cities over 50,000",Wisconsin,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Donald Trump,Early in-person,
29403.0,0.525903666,Donald Trump,Eric Hovde,Legal,Legal in most cases,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 1,7.0,The Republican Party,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Yes,Only Harris,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Suburban men,6.0,Donald Trump,Donald Trump,,No,Poor,Not so good or poor,No,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,27.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,White suburban men,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Donald Trump,Election day,
29550.0,0.525903666,Donald Trump,Eric Hovde,Illegal,Illegal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 1,7.0,The Republican Party,,,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,Yes,Only Harris,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Suburban men,6.0,Donald Trump,Donald Trump,,No,Not so good,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,27.0,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,White suburban men,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Donald Trump,Election day,
48631.0,0.528522311,Donald Trump,Eric Hovde,Legal,Legal in most cases,30-44,30-59,18-34,30-34,18-44,30-44,30-39,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 3,7.0,The Republican Party,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,Yes,Only Harris,No,Not at all confident,Not very confident or Not at all confident,,,,,,Suburban men,6.0,Donald Trump,Donald Trump,,No,Good,Excellent or good,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,47.0,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,White suburban men,Election day exit poll,In September,Before that,Before that,,,,Version 2,Did not vote,Election day,
46478.0,0.529010014,Donald Trump,Eric Hovde,Illegal,Illegal in most cases,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Women 18-29,White 18-29,White 18-29,Women 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 3,5.0,The Republican Party,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Yes,Only Harris,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Rural women,2.0,Donald Trump,Donald Trump,,No,Not so good,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,34.0,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Donald Trump,Election day,
38818.0,0.536282776,Donald Trump,Eric Hovde,Illegal,Illegal in most cases,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 2,7.0,The Republican Party,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,Yes,Only Harris,No,Very confident,Very confident or Somewhat confident,,,,,,Suburban women,6.0,Donald Trump,Donald Trump,,No,Poor,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,47.0,Conservative Republicans,Mod./Liberal Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs,Wisconsin,White suburban women,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Donald Trump,Election day,
38951.0,0.536282776,Donald Trump,Eric Hovde,Legal,Legal in most cases,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 2,7.0,The Republican Party,,,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,Yes,Only Harris,No,Very confident,Very confident or Somewhat confident,,,,,,Suburban women,6.0,Donald Trump,Donald Trump,,No,Poor,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,47.0,Conservative Republicans,Mod./Liberal Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs,Wisconsin,White suburban women,Election day exit poll,In the last few days,In the last month,In the last week,,,,Version 2,Donald Trump,Election day,
38558.0,0.543869135,Donald Trump,Eric Hovde,Legal,Legal in all cases,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 2,8.0,The Republican Party,,,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,Yes,Only Harris,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Rural women,6.0,Donald Trump,Donald Trump,,No,Not so good,Not so good or poor,No,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Moderate,48.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Donald Trump,Election day,
47326.0,0.543869135,Donald Trump,Eric Hovde,Legal,Legal in most cases,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 3,8.0,The Republican Party,,,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,Yes,Only Harris,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Rural women,6.0,Donald Trump,Donald Trump,,No,Poor,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,48.0,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Donald Trump,Election day,
47402.0,0.545801253,Donald Trump,Eric Hovde,Legal,Legal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 3,8.0,The Republican Party,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Yes,Only Harris,No,Not at all confident,Not very confident or Not at all confident,,,,,,Rural men,6.0,Donald Trump,Donald Trump,,No,Poor,Not so good or poor,No,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Conservative,48.0,Moderate/Liberal Republicans,Conservative Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Donald Trump,Election day,
30301.0,0.546558045,Donald Trump,Eric Hovde,Illegal,Illegal in most cases,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Women 45-64,Latino 45-59,Latino 45-64,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 1,5.0,The Republican Party,,,Election day,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,Yes,Only Harris,No,Not very confident,Not very confident or Not at all confident,,,,,,Suburban women,2.0,Donald Trump,Donald Trump,,Yes,Poor,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,All others,Conservative,108.0,Independent/Something else,Conservative Republicans,,Other,White,State questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,Midwest,Female,Latino women,Suburbs,Suburbs,Wisconsin,Other,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Donald Trump,Election day,
13225.0,0.551718589,Donald Trump,Eric Hovde,Illegal,Illegal in most cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,3.0,The Republican Party,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,Yes,Only Harris,No,Not very confident,Not very confident or Not at all confident,,,,,,Rural men,6.0,Donald Trump,Donald Trump,,No,Poor,Not so good or poor,No,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Rural,Small Cities/Rural,Wisconsin,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Donald Trump,By mail,
47211.0,0.556421893,Donald Trump,Eric Hovde,Legal,Legal in most cases,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 3,3.0,The Republican Party,,,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,Yes,Only Harris,No,Not at all confident,Not very confident or Not at all confident,,,,,,Rural women,6.0,Donald Trump,Donald Trump,,No,Poor,Not so good or poor,No,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,114.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Donald Trump,Election day,
47319.0,0.556421893,Donald Trump,Eric Hovde,Illegal,Illegal in most cases,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 3,3.0,The Republican Party,,,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,Yes,Only Harris,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Rural women,6.0,Donald Trump,Donald Trump,,No,Not so good,Not so good or poor,No,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Moderate,114.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Donald Trump,Election day,
13182.0,0.558171458,Donald Trump,Eric Hovde,Legal,Legal in most cases,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,1.0,The Republican Party,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,Yes,Only Harris,No,Not very confident,Not very confident or Not at all confident,,,,,,Suburban men,2.0,Donald Trump,Donald Trump,,No,Not so good,Not so good or poor,No,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,White suburban men,Telephone survey,Before that,Before that,Before that,,,,Version 2,Donald Trump,By mail,
47439.0,0.560006457,Donald Trump,Eric Hovde,Legal,Legal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 3,3.0,The Republican Party,,,Election day,,,,,,,Yes,Only Harris,No,Not very confident,Not very confident or Not at all confident,,,,,,Rural women,6.0,Donald Trump,Donald Trump,,No,Poor,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,114.0,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Donald Trump,Election day,
38257.0,0.562052916,Donald Trump,Eric Hovde,Legal,Legal in most cases,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 2,7.0,The Republican Party,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,Yes,Only Harris,No,Not very confident,Not very confident or Not at all confident,,,,,,Suburban men,6.0,Donald Trump,Donald Trump,,No,Poor,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,27.0,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,White suburban men,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Donald Trump,Election day,
37257.0,0.56354492,Donald Trump,Eric Hovde,Illegal,Illegal in most cases,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Women 18-29,White 18-29,White 18-29,Women 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 2,5.0,The Republican Party,,,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,Yes,Only Harris,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Suburban women,2.0,Donald Trump,Donald Trump,,No,Good,Excellent or good,Yes,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,108.0,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs,Wisconsin,White suburban women,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Donald Trump,Election day,
13236.0,0.569310994,Donald Trump,Eric Hovde,Legal,Legal in most cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,6.0,The Republican Party,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Yes,Only Harris,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Rural women,4.0,Donald Trump,Donald Trump,,No,Not so good,Not so good or poor,No,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,"Cities 10,000-50,000",Small Cities/Rural,Wisconsin,Other,Telephone survey,In September,Before that,Before that,,,,Version 2,Donald Trump,Early in-person,
39713.0,0.571684856,Donald Trump,Eric Hovde,Illegal,Illegal in all cases,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Men 30-44,Latino 30-44,Latino 30-44,Men 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 2,7.0,The Republican Party,,,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,Yes,Only Harris,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Suburban men,6.0,Donald Trump,Donald Trump,,Yes,Poor,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,All others,Conservative,47.0,Independent/Something else,Conservative Republicans,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,Midwest,Male,Latino men,Suburbs,Suburbs,Wisconsin,Other,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Donald Trump,Election day,
39032.0,0.57518161,Donald Trump,Eric Hovde,Legal,Legal in most cases,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 2,7.0,The Republican Party,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,Yes,Only Harris,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Suburban men,6.0,Donald Trump,Donald Trump,,No,Poor,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,47.0,Conservative Republicans,Mod./Liberal Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,White suburban men,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Donald Trump,Election day,
48782.0,0.57518161,Donald Trump,Eric Hovde,Legal,Legal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 3,7.0,The Republican Party,,,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,Yes,Only Harris,No,Not at all confident,Not very confident or Not at all confident,,,,,,Suburban men,6.0,Donald Trump,Donald Trump,,No,Poor,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,47.0,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,White suburban men,Election day exit poll,In September,Before that,Before that,,,,Version 2,Donald Trump,Election day,
45721.0,0.576716285,Donald Trump,Eric Hovde,Illegal,Illegal in all cases,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 3,8.0,The Republican Party,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Yes,Only Harris,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Rural women,6.0,Donald Trump,Donald Trump,,No,Poor,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,49.0,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Donald Trump,Election day,
46391.0,0.57962639,Donald Trump,Eric Hovde,Illegal,Illegal in most cases,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Black 30-44,Women 30-44,Black 30-44,Black 30-44,Women 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 3,4.0,The Republican Party,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Yes,Only Harris,No,Not very confident,Not very confident or Not at all confident,,,,,,Urban women,1.0,Donald Trump,Donald Trump,,No,Poor,Not so good or poor,No,18-64,Republican,Black non-Democrat,All Republicans,Republican women,Republican,All others,Moderate,63.0,Conservative Republicans,Mod./Liberal Republicans,,Black,Black,State questionnaire,Black,Black,Non-white,Black,Midwest,Female,Black women,"Cities over 500,000","Cities over 50,000",Wisconsin,Other,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Donald Trump,Election day,
