ID,WEIGHT,PRSPA24,SENPA24,ABORT2,ABORTION,AGE,AGE3,AGE4,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYGENDER,AGEBYRACE,AGEBYRACE08,AGESEX45,BACKSIDE,BIDENPRES2,BIDENPRES4,CALL,CDNUM,CHALLENGEELECTION,CHILD12,CONTROLSEN,DEMOCRACYSECURE,DEMOCRACYSECURE2,EARLYVELECTION,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,EXTREMEHARRIS,EXTREMEPRES24,EXTREMETRUMP,FAIRELECTION,FAIRELECTION2,FAVHARRIS,FAVPRES24,FAVTRUMP,FINSIT,FORCAND24,FRACKING24,GENDERBYSOP,GEOCODE,ISSUE24,LATINO,NEC,NEC2,NEWVOTER,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT24,QRACE3,QRACEAI,QTYPE,RACE,RACE2,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SHAPIRO2,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIME16,TIME16MONTH,TIME16WEEK,TRACKANGR,TRACKANGR2,UNIONHH12,VERSION,VOTE2020,VOTEMETHOD,ZIPCODE
26967.0,1.018225596,Donald Trump,Bernie Moreno,,,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,Call 1,9.0,,,,Somewhat secure,Very secure or Somewhat secure,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,Unfavorable,Omit,Omit,,For your candidate,,Rural men,4.0,The economy,No,,,,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,100.0,Independent/Something else,Conservative Republicans,Has the ability to lead,White,White,National questionnaire,White,Non-black,White,White,East,Male,White men,,Rural,Small Cities/Rural,Pennsylvania,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,Version 1,Donald Trump,Election day,17857.0
26974.0,1.211515706,Donald Trump,Bernie Moreno,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,Call 1,11.0,,No,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,Unfavorable,Only Trump,Favorable,Worse today,Against their opponent,Favor,Suburban men,4.0,The economy,No,,,,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,134.0,Conservative Republicans,Mod./Liberal Republicans,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,East,Male,White men,,Suburbs,Suburbs,Pennsylvania,White suburban men,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Election day,17356.0
26975.0,0.886296468,Donald Trump,Bernie Moreno,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,Call 1,11.0,,No,,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,Suburban women,4.0,,No,,,,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,72.0,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,East,Female,White women,,Suburbs,Suburbs,Pennsylvania,White suburban women,Election day exit poll,,,,,,,Version 3,Donald Trump,Election day,17551.0
26983.0,0.657681373,Kamala Harris,Bob Casey,,,65+,60+,65+,75 or older,45+,60+,65+,Black 60+,Women 65+,Black 60+,Black 65+,Women 45+,Complete,,,Call 1,4.0,,,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,Favorable,Only Harris,Unfavorable,,For your candidate,,Suburban women,2.0,Abortion,No,,,,65+,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,87.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has good judgment,Black,Black,National questionnaire,Black,Black,Non-white,Black,East,Female,Black women,,Suburbs,Suburbs,Pennsylvania,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,Version 1,Joe Biden,Election day,19038.0
26988.0,1.167170143,Donald Trump,Bernie Moreno,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,Call 1,16.0,,,,Very threatened,Somewhat threatened or Very threatened,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,Unfavorable,Only Trump,Favorable,,For your candidate,,Urban women,5.0,The economy,No,,,,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,59.0,Independent/Something else,Conservative Republicans,Has the ability to lead,White,White,National questionnaire,White,Non-black,White,White,East,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Other,Election day exit poll,,,,Angry,"Dissatisfied, but not angry or Angry",,Version 1,Donald Trump,Election day,16509.0
26993.0,0.945859055,Donald Trump,Bernie Moreno,Illegal,Illegal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,Call 1,11.0,,,,,,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,Suburban women,4.0,,No,Poor,Not so good or poor,No,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,132.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,National questionnaire,White,Non-black,White,White,East,Female,White women,,Suburbs,Suburbs,Pennsylvania,White suburban women,Election day exit poll,,,,,,,Version 2,Donald Trump,Election day,17349.0
27007.0,0.92785073,Donald Trump,Bernie Moreno,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,Call 1,13.0,,No,,Very threatened,Somewhat threatened or Very threatened,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Favor,Suburban women,4.0,The state of democracy,No,,,,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,27.0,Independent/Something else,Conservative Republicans,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,East,Female,White women,,Suburbs,Suburbs,Pennsylvania,White suburban women,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Election day,16635.0
27010.0,1.213713949,Donald Trump,Bernie Moreno,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,Call 1,9.0,,,,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,,Rural men,3.0,,No,,,,18-64,,,,,,,,,114.0,,,,White,White,National questionnaire,White,Non-black,White,White,East,Male,White men,,Rural,Small Cities/Rural,Pennsylvania,Other,Election day exit poll,,,,,,,Version 3,Omit,Election day,17970.0
27015.0,0.389735431,Kamala Harris,Bob Casey,,,45-65,30-59,50-64,60-64,45+,45-59,50-64,Black 45-59,Women 45-64,Black 45-59,Black 45-64,Women 45+,Complete,,,Call 1,2.0,,No,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,Favorable,Only Harris,Unfavorable,About the same,For your candidate,Omit,Urban women,1.0,The state of democracy,No,,,,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,104.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Cares about people like me,Black,Black,State questionnaire,Black,Black,Non-white,Black,East,Female,Black women,,"Cities over 500,000","Cities over 50,000",Pennsylvania,Other,Election day exit poll,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",No,Version 1,Joe Biden,Election day,19124.0
27036.0,0.66450978,Kamala Harris,Bob Casey,Legal,Legal in most cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat approve,Somewhat approve,Call 1,11.0,,,,,,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,,,,,,Suburban women,4.0,,No,Not so good,Not so good or poor,No,65+,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,72.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,National questionnaire,White,Non-black,White,White,East,Female,White women,,Suburbs,Suburbs,Pennsylvania,White suburban women,Election day exit poll,,,,,,,Version 2,Joe Biden,Election day,17551.0
27037.0,0.701028967,Kamala Harris,Bob Casey,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,,,Call 1,11.0,,No,,,,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,,Suburban men,4.0,,No,,,,65+,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,132.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,National questionnaire,White,Non-black,White,White,East,Male,White men,,Suburbs,Suburbs,Pennsylvania,White suburban men,Election day exit poll,,,,,,,Version 3,Joe Biden,Election day,17349.0
27052.0,1.118416886,Donald Trump,Bernie Moreno,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,Call 1,13.0,,No,,Very threatened,Somewhat threatened or Very threatened,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Favor,Suburban women,4.0,The economy,No,,,,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,27.0,Independent/Something else,Conservative Republicans,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,East,Female,White women,,Suburbs,Suburbs,Pennsylvania,White suburban women,Election day exit poll,,,,Angry,"Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Election day,16635.0
27056.0,1.437417559,Kamala Harris,Bob Casey,,,30-44,30-59,18-34,30-34,18-44,30-44,30-39,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,,,Call 1,14.0,,No,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,Favorable,Only Harris,Unfavorable,Better today,For your candidate,Oppose,Suburban men,5.0,The state of democracy,No,,,,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,123.0,Liberal Democrats,Liberal Democrats,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,East,Male,White men,,Suburbs,Suburbs,Pennsylvania,White suburban men,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Joe Biden,Election day,15021.0
27069.0,1.816467736,Kamala Harris,Bob Casey,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Black 45-59,Men 45-64,Black 45-59,Black 45-64,Men 45+,Complete,,,Call 1,6.0,,Yes,,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,,,,Suburban men,2.0,,No,,,,18-64,Men with children,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,40.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Black,Black,National questionnaire,Black,Black,Non-white,Black,East,Male,Black men,,Suburbs,Suburbs,Pennsylvania,Other,Election day exit poll,,,,,,,Version 3,Did not vote,Election day,19341.0
27077.0,2.017668205,Kamala Harris,Bob Casey,,,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Men 18-29,White 18-29,White 18-29,Men 18-44,Complete,,,Call 1,17.0,,No,,Somewhat secure,Very secure or Somewhat secure,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,Favorable,Only Harris,Unfavorable,Worse today,For your candidate,Oppose,Urban men,5.0,Abortion,No,,,,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,16.0,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,East,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Other,Election day exit poll,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",No,Version 1,Did not vote,Election day,15237.0
27084.0,1.021890391,Kamala Harris,Bob Casey,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,Call 1,2.0,,No,,Somewhat secure,Very secure or Somewhat secure,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,Favorable,Only Harris,Unfavorable,Worse today,For your candidate,Oppose,Urban women,1.0,Omit,No,,,,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Conservative,104.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Omit,White,White,State questionnaire,White,Non-black,White,White,East,Female,White women,,"Cities over 500,000","Cities over 50,000",Pennsylvania,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Joe Biden,Election day,19124.0
27086.0,1.118416886,Donald Trump,Bernie Moreno,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,Call 1,13.0,,No,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,Unfavorable,Only Trump,Favorable,About the same,For your candidate,Oppose,Suburban women,4.0,The state of democracy,No,,,,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,27.0,Conservative Republicans,Mod./Liberal Republicans,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,East,Female,White women,,Suburbs,Suburbs,Pennsylvania,White suburban women,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Election day,16635.0
27102.0,0.99591285,Donald Trump,Bernie Moreno,,,18-29,18-29,18-34,25-29,18-44,18-29,25-29,Non-Black 18-29,Men 18-29,White 18-29,White 18-29,Men 18-44,Complete,,,Call 1,14.0,,Yes,,Very threatened,Somewhat threatened or Very threatened,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Favor,Suburban men,5.0,Omit,No,,,,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,123.0,Moderate/Liberal Republicans,Conservative Independents,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,East,Male,White men,,Suburbs,Suburbs,Pennsylvania,White suburban men,Election day exit poll,,,,Angry,"Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Election day,15021.0
27106.0,1.322854478,Donald Trump,Bernie Moreno,,,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Not complete,,,Call 1,11.0,,,,,,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,,,,,,,Suburban men,4.0,,No,,,,18-64,,,,,,,,,72.0,,,,White,White,National questionnaire,White,Non-black,White,White,East,Male,White men,,Suburbs,Suburbs,Pennsylvania,White suburban men,Election day exit poll,,,,,,,Version 2,,Election day,17551.0
27108.0,0.693529749,Kamala Harris,Bob Casey,Legal,Legal in all cases,30-44,30-59,18-34,30-34,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,Strongly or somewhat disapprove,Somewhat disapprove,Call 1,9.0,,,,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,,,,Rural women,4.0,,No,Not so good,Not so good or poor,No,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Liberal,100.0,Moderate/Liberal Republicans,Liberal Independents,,White,White,National questionnaire,White,Non-black,White,White,East,Female,White women,,Rural,Small Cities/Rural,Pennsylvania,Other,Election day exit poll,,,,,,,Version 2,Other,Election day,17857.0
27113.0,0.921329304,Donald Trump,Bernie Moreno,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,,,Call 1,11.0,,,,Very threatened,Somewhat threatened or Very threatened,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,Unfavorable,Only Trump,Favorable,,For your candidate,,Suburban men,4.0,The economy,No,,,,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Conservative,132.0,Moderate/Liberal Republicans,Conservative Independents,Can bring needed change,White,White,National questionnaire,White,Non-black,White,White,East,Male,White men,,Suburbs,Suburbs,Pennsylvania,White suburban men,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,Version 1,Donald Trump,Election day,17349.0
27119.0,0.821529318,Kamala Harris,Bob Casey,,,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,,,Call 1,10.0,,Yes,,Very secure,Very secure or Somewhat secure,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,Favorable,Only Harris,Unfavorable,Worse today,Against their opponent,Omit,Suburban women,4.0,Omit,No,,,,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,45.0,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,East,Female,White women,,Suburbs,Suburbs,Pennsylvania,White suburban women,Election day exit poll,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Yes,Version 1,Joe Biden,Election day,17025.0
27123.0,1.118416886,Donald Trump,Bernie Moreno,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,Call 1,13.0,,No,,Very threatened,Somewhat threatened or Very threatened,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Favor,Suburban women,4.0,Immigration,No,,,,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,27.0,Independent/Something else,Conservative Republicans,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,East,Female,White women,,Suburbs,Suburbs,Pennsylvania,White suburban women,Election day exit poll,,,,Angry,"Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Election day,16635.0
27131.0,0.368480956,Kamala Harris,Bob Casey,,,65+,60+,65+,65-74,45+,60+,65+,Black 60+,Women 65+,Black 60+,Black 65+,Women 45+,Complete,,,Call 1,5.0,,No,,Very threatened,Somewhat threatened or Very threatened,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,Favorable,Only Harris,Unfavorable,About the same,For your candidate,Favor,Suburban women,2.0,The economy,No,,,,65+,Women without children,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,,48.0,,,Can bring needed change,Black,Black,State questionnaire,Black,Black,Non-white,Black,East,Female,Black women,,Suburbs,Suburbs,Pennsylvania,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Joe Biden,Election day,19023.0
27132.0,0.957610004,Donald Trump,Bernie Moreno,,,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,Call 1,9.0,,,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,Unfavorable,Only Trump,Favorable,,For your candidate,,Rural women,3.0,Abortion,No,,,,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,114.0,Independent/Something else,Conservative Republicans,Has the ability to lead,White,White,National questionnaire,White,Non-black,White,White,East,Female,White women,,Rural,Small Cities/Rural,Pennsylvania,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,Version 1,Donald Trump,Election day,17970.0
27143.0,0.627035329,Kamala Harris,Bob Casey,,,45-65,30-59,50-64,60-64,45+,45-59,50-64,Black 45-59,Women 45-64,Black 45-59,Black 45-64,Women 45+,Complete,,,Call 1,2.0,,No,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,Unfavorable,Neither,Unfavorable,About the same,Against their opponent,Oppose,Urban women,1.0,Omit,No,,,,18-64,Women without children,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Moderate,104.0,Moderate/Liberal Republicans,Moderate Independents,Has good judgment,Black,Black,State questionnaire,Black,Black,Non-white,Black,East,Female,Black women,,"Cities over 500,000","Cities over 50,000",Pennsylvania,Other,Election day exit poll,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Yes,Version 1,Joe Biden,Election day,19124.0
27149.0,1.258892335,Donald Trump,Bernie Moreno,,,18-29,18-29,18-34,25-29,18-44,18-29,25-29,Non-Black 18-29,Men 18-29,White 18-29,White 18-29,Men 18-44,Complete,,,Call 1,6.0,,No,,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,,Suburban men,2.0,,No,,,,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Conservative,40.0,Moderate/Liberal Republicans,Conservative Independents,,White,White,National questionnaire,White,Non-black,White,White,East,Male,White men,,Suburbs,Suburbs,Pennsylvania,White suburban men,Election day exit poll,,,,,,,Version 3,Other,Election day,19341.0
27156.0,0.83036153,Donald Trump,Bernie Moreno,Illegal,Illegal in most cases,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Men 18-29,White 18-29,White 18-29,Men 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,Call 1,14.0,,,,,,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,,Suburban men,5.0,,No,Poor,Not so good or poor,No,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,128.0,Moderate/Liberal Republicans,Conservative Independents,,White,White,National questionnaire,White,Non-black,White,White,East,Male,White men,,Suburbs,Suburbs,Pennsylvania,White suburban men,Election day exit poll,,,,,,,Version 2,Did not vote,Election day,15613.0
27161.0,1.115669003,Kamala Harris,Bob Casey,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,Call 1,4.0,,No,,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,,Suburban men,2.0,,No,,,,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Liberal,87.0,Conservative Republicans,Mod./Liberal Republicans,,White,White,National questionnaire,White,Non-black,White,White,East,Male,White men,,Suburbs,Suburbs,Pennsylvania,White suburban men,Election day exit poll,,,,,,,Version 3,Joe Biden,Election day,19038.0
27164.0,1.177323298,Donald Trump,Bernie Moreno,,,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,Call 1,13.0,,No,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Favor,Suburban men,4.0,Foreign policy,No,,,,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,27.0,Conservative Republicans,Mod./Liberal Republicans,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,East,Male,White men,,Suburbs,Suburbs,Pennsylvania,White suburban men,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Yes,Version 1,Donald Trump,Election day,16635.0
27167.0,1.071421279,Kamala Harris,Bob Casey,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,All others,All others,Men 45+,Complete,,,Call 1,5.0,,No,,Somewhat secure,Very secure or Somewhat secure,Election day,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,Favorable,Only Harris,Unfavorable,About the same,Against their opponent,Oppose,Suburban men,2.0,Abortion,No,,,,65+,Men without children,Democrat,Non-black Democrat,All Other,Democratic men,Democrat,Non-White Democrats,Moderate,48.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Cares about people like me,Other,Other,State questionnaire,Other,Non-black,Non-white,Other,East,Male,All other races,,Suburbs,Suburbs,Pennsylvania,Other,Election day exit poll,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Yes,Version 1,Joe Biden,Election day,19023.0
27169.0,0.643353261,Kamala Harris,Bob Casey,Omit,Omit,65+,60+,65+,75 or older,45+,60+,65+,,Women 65+,,,Women 45+,Complete,Strongly or somewhat approve,Somewhat approve,Call 1,11.0,,,,,,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,,,,,,,,,,,,,,Suburban women,4.0,,No,Good,Excellent or good,No,65+,,Republican,,,Republican women,Republican,,Moderate,72.0,Conservative Republicans,Mod./Liberal Republicans,,,,National questionnaire,,,,,East,Female,,,Suburbs,Suburbs,Pennsylvania,,Election day exit poll,,,,,,,Version 2,Joe Biden,Election day,17551.0
