ID,WEIGHT,PRSNV24,SENNV24,NVQUEST6,ABORT2,ABORTION,AGE,AGE3,AGE4,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYGENDER,AGEBYRACE,AGEBYRACE08,AGESEX45,BACKSIDE,BIDENPRES2,BIDENPRES4,CALL,CDNUM,CHILD12,CONTROLSEN,DEMOCRACYSECURE,DEMOCRACYSECURE2,EARLYVELECTION,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAIRELECTION,FAIRELECTION2,FAVHARRIS,FAVPRES24,FAVTRUMP,FINSIT,FORCAND24,GENDERBYSOP,GEOCODE,IMMDEP24,ISSUE24,LATINO,MARCHILD,MARRIED,NEC,NEC2,NEWVOTER,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT24,QRACE3,QRACEAI,QTYPE,RACE,RACE2,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TIME16,TIME16MONTH,TIME16WEEK,TRACKANGR,TRACKANGR2,UNIONHH12,VERSION,VOTE2020,VOTEMETHOD,ZIPCODE
3526.0,4.213636761,Kamala Harris,Jacky Rosen,Yes,Legal,Legal in all cases,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,Strongly or somewhat approve,Somewhat approve,,2.0,Yes,The Democratic Party,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Very confident,Very confident or Somewhat confident,,,,,,Urban women,1.0,Offered a chance to apply for legal status,,No,Married with children,Yes,Good,Excellent or good,Yes,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,,White,White,State questionnaire,White,Non-black,White,White,West,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Did not vote,By mail,89511.0
3527.0,0.453894439,Kamala Harris,Jacky Rosen,No,Illegal,Illegal in most cases,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Women 18-29,Latino 18-29,Latino 18-29,Women 18-44,Complete,Strongly or somewhat approve,Somewhat approve,,1.0,No,The Democratic Party,,,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Very confident,Very confident or Somewhat confident,,,,,,Urban women,2.0,Offered a chance to apply for legal status,,Yes,All others,No,Poor,Not so good or poor,Yes,18-64,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,,Other,Black,State questionnaire,Hispanic/Latino,Black,Non-white,Hispanic/Latino,West,Female,Latino women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,In October,In the last month,Before that,,,,Version 2,Did not vote,Early in-person,89074.0
3528.0,0.574384774,Kamala Harris,Jacky Rosen,Yes,Legal,Legal in most cases,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Men 18-29,White 18-29,White 18-29,Men 18-44,Complete,Strongly or somewhat disapprove,Somewhat disapprove,,4.0,No,The Democratic Party,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Somewhat confident,Very confident or Somewhat confident,,,,,,Urban men,2.0,Offered a chance to apply for legal status,,No,All others,No,Not so good,Not so good or poor,Yes,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,State questionnaire,White,Non-black,White,White,West,Male,White men,Non married men,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,In September,Before that,Before that,,,,Version 2,Did not vote,Early in-person,89143.0
3529.0,0.492416876,,Did not vote,Yes,Legal,Legal in most cases,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,No,The Republican Party,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Not very confident,Not very confident or Not at all confident,,,,,,Urban men,1.0,Offered a chance to apply for legal status,,No,All others,Yes,Poor,Not so good or poor,No,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,West,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Donald Trump,Early in-person,89509.0
3530.0,2.222814749,,Jacky Rosen,Yes,Legal,Legal in most cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat approve,Strongly approve,,,No,The Democratic Party,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Very confident,Very confident or Somewhat confident,,,,,,Urban women,2.0,Offered a chance to apply for legal status,,No,All others,No,Excellent,Excellent or good,No,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,State questionnaire,White,Non-black,White,White,West,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Joe Biden,Early in-person,89107.0
3531.0,3.248923488,,Jacky Rosen,Yes,Legal,Legal in all cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,All others,All others,Women 45+,Complete,Omit,Omit,,,No,The Democratic Party,,,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Omit,Omit,,,,,,Urban women,2.0,Offered a chance to apply for legal status,,No,All others,Yes,Not so good,Not so good or poor,No,65+,Women without children,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Other,Asian,State questionnaire,Asian,Non-black,Non-white,Asian,West,Female,All other races,Married women,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,In October,In the last month,Before that,,,,Version 2,Omit,Early in-person,89117.0
3532.0,2.968777933,,Sam Brown,No,Illegal,Illegal in most cases,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,No,The Republican Party,,,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Not very confident,Not very confident or Not at all confident,,,,,,Urban men,2.0,Deported to the countries they came from,,No,All others,Yes,Poor,Not so good or poor,No,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,Non-black,White,White,West,Male,White men,Married men,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Donald Trump,Early in-person,89178.0
3533.0,0.250357055,,Sam Brown,,Omit,Omit,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,All others,All others,Men 45+,Complete,Omit,Omit,,,,Omit,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Somewhat confident,Very confident or Somewhat confident,,,,,,Urban men,2.0,Omit,,No,,Yes,Excellent,Excellent or good,No,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,All others,,,,,,Other,Asian,State questionnaire,Asian,Non-black,Non-white,Asian,West,Male,All other races,Married men,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Omit,Early in-person,89178.0
3534.0,1.94726587,Did not vote,Did not vote,Yes,Illegal,Illegal in most cases,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,Yes,The Republican Party,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Not at all confident,Not very confident or Not at all confident,,,,,,Urban women,2.0,Deported to the countries they came from,,No,Married with children,Yes,Poor,Not so good or poor,No,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,West,Female,White women,Married women,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Donald Trump,Early in-person,89103.0
3535.0,0.199292491,Did not vote,Did not vote,Did not vote,Omit,Omit,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,Strongly or somewhat disapprove,Somewhat disapprove,,,No,Omit,,,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Omit,Omit,,,,,,Rural women,2.0,Omit,,No,All others,No,Poor,Not so good or poor,,18-64,Women without children,,,,,,,,,,,,White,White,State questionnaire,White,Non-black,White,White,West,Female,White women,Non married women,Rural,Small Cities/Rural,English,Nevada,Other,Telephone survey,Omit,Omit,Omit,,,,Version 2,Did not vote,Early in-person,89445.0
3536.0,0.171780345,Kamala Harris,,Yes,Illegal,Illegal in most cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,All others,All others,Women 45+,Complete,Strongly or somewhat approve,Somewhat approve,,,No,The Democratic Party,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Somewhat confident,Very confident or Somewhat confident,,,,,,Suburban women,2.0,Offered a chance to apply for legal status,,No,All others,Yes,Good,Excellent or good,No,65+,Women without children,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Other,Other,State questionnaire,Other,Non-black,Non-white,Other,West,Female,All other races,Married women,Suburbs,Suburbs,English,Nevada,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Joe Biden,Early in-person,89031.0
3537.0,0.225067889,Kamala Harris,,Yes,Legal,Legal in all cases,18-29,18-29,18-34,25-29,18-44,18-29,25-29,Non-Black 18-29,Women 18-29,Latino 18-29,Latino 18-29,Women 18-44,Complete,Strongly or somewhat approve,Somewhat approve,,,No,The Democratic Party,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Very confident,Very confident or Somewhat confident,,,,,,Urban women,2.0,Offered a chance to apply for legal status,,Yes,All others,No,Good,Excellent or good,No,18-64,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,West,Female,Latino women,Non married women,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Joe Biden,Early in-person,89144.0
3538.0,0.400236793,Kamala Harris,,Yes,Legal,Legal in all cases,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Black 30-44,Men 30-44,Black 30-44,Black 30-44,Men 18-44,Complete,Strongly or somewhat approve,Somewhat approve,,,No,The Republican Party,,,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Not at all confident,Not very confident or Not at all confident,,,,,,Urban men,2.0,Offered a chance to apply for legal status,,,All others,No,Not so good,Not so good or poor,,18-64,Men without children,Republican,Black non-Democrat,All Republicans,Republican men,Republican,All others,Liberal,,Conservative Republicans,Mod./Liberal Republicans,,Black,Black,State questionnaire,Black,Black,Non-white,Black,West,Male,Black men,Non married men,"Cities over 500,000","Cities over 50,000",,Nevada,Other,Telephone survey,In October,In the last month,Before that,,,,Version 2,Did not vote,Early in-person,89117.0
3539.0,0.286512136,Kamala Harris,Did not vote,Yes,Legal,Legal in all cases,18-29,18-29,18-34,25-29,18-44,18-29,25-29,Non-Black 18-29,Women 18-29,Latino 18-29,Latino 18-29,Women 18-44,Complete,Strongly or somewhat disapprove,Somewhat disapprove,,,No,The Democratic Party,,,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Not very confident,Not very confident or Not at all confident,,,,,,Suburban women,1.0,Offered a chance to apply for legal status,,Yes,All others,No,Not so good,Not so good or poor,Yes,18-64,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,West,Female,Latino women,Non married women,Suburbs,Suburbs,English,Nevada,Other,Telephone survey,In September,Before that,Before that,,,,Version 2,Joe Biden,Early in-person,89431.0
3540.0,0.415743276,Kamala Harris,Jacky Rosen,Yes,Legal,Legal in all cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat approve,Strongly approve,,,No,The Democratic Party,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Very confident,Very confident or Somewhat confident,,,,,,Urban women,2.0,Offered a chance to apply for legal status,,No,All others,Yes,Good,Excellent or good,No,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,Non-black,White,White,West,Female,White women,Married women,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Joe Biden,Early in-person,89119.0
3541.0,0.611397307,Kamala Harris,Jacky Rosen,Yes,Legal,Legal in all cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Black 45-59,Women 45-64,Black 45-59,Black 45-64,Women 45+,Complete,Strongly or somewhat approve,Somewhat approve,,,No,The Democratic Party,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Somewhat confident,Very confident or Somewhat confident,,,,,,Urban women,2.0,Offered a chance to apply for legal status,,No,All others,No,Poor,Not so good or poor,No,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Black,Black,State questionnaire,Black,Black,Non-white,Black,West,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,In September,Before that,Before that,,,,Version 2,Joe Biden,Early in-person,89119.0
3542.0,0.496857983,Kamala Harris,Jacky Rosen,Yes,Legal,Legal in all cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat approve,Strongly approve,,,No,The Democratic Party,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Not very confident,Not very confident or Not at all confident,,,,,,Urban men,2.0,Offered a chance to apply for legal status,,No,All others,No,Good,Excellent or good,No,65+,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,State questionnaire,White,Non-black,White,White,West,Male,White men,Non married men,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Joe Biden,Early in-person,89119.0
3543.0,0.687369881,Kamala Harris,Jacky Rosen,Yes,Legal,Legal in all cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,Latino 60+,Latino 65+,Men 45+,Complete,Strongly or somewhat approve,Strongly approve,,,No,The Democratic Party,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Very confident,Very confident or Somewhat confident,,,,,,Urban men,2.0,Offered a chance to apply for legal status,,Yes,All others,No,Good,Excellent or good,No,65+,Men without children,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,West,Male,Latino men,Non married men,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Did not vote,Early in-person,89119.0
3544.0,0.649722494,Kamala Harris,Jacky Rosen,Yes,Legal,Legal in all cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Black 45-59,Men 45-64,Black 45-59,Black 45-64,Men 45+,Complete,Strongly or somewhat disapprove,Somewhat disapprove,,,No,The Democratic Party,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Very confident,Very confident or Somewhat confident,,,,,,Urban men,2.0,Offered a chance to apply for legal status,,No,All others,No,Not so good,Not so good or poor,No,18-64,Men without children,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Black,Black,State questionnaire,Black,Black,Non-white,Black,West,Male,Black men,Non married men,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,In October,In the last month,Before that,,,,Version 2,Did not vote,Early in-person,89119.0
3545.0,0.795909622,Kamala Harris,Jacky Rosen,Yes,Legal,Legal in all cases,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,Strongly or somewhat approve,Somewhat approve,,,No,The Democratic Party,,,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Very confident,Very confident or Somewhat confident,,,,,,Urban men,2.0,Offered a chance to apply for legal status,,No,All others,No,Good,Excellent or good,No,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,,White,White,State questionnaire,White,Non-black,White,White,West,Male,White men,Non married men,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,In October,In the last month,Before that,,,,Version 2,Joe Biden,Early in-person,89119.0
3546.0,0.378435978,Kamala Harris,Jacky Rosen,Yes,Legal,Legal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Black 45-59,Women 45-64,Black 45-59,Black 45-64,Women 45+,Complete,Strongly or somewhat approve,Somewhat approve,,,No,The Democratic Party,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Very confident,Very confident or Somewhat confident,,,,,,Urban women,2.0,Offered a chance to apply for legal status,,No,All others,Yes,Good,Excellent or good,No,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,,Black,Black,State questionnaire,Black,Black,Non-white,Black,West,Female,Black women,Married women,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,In September,Before that,Before that,,,,Version 2,Joe Biden,Early in-person,89119.0
3547.0,0.558675843,Kamala Harris,Jacky Rosen,Yes,Legal,Legal in all cases,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat approve,Strongly approve,,,No,The Democratic Party,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Very confident,Very confident or Somewhat confident,,,,,,Suburban men,2.0,Offered a chance to apply for legal status,,No,All others,Yes,Excellent,Excellent or good,No,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,Non-black,White,White,West,Male,White men,Married men,Suburbs,Suburbs,English,Nevada,White suburban men,Telephone survey,Before that,Before that,Before that,,,,Version 2,Joe Biden,Early in-person,89031.0
3548.0,0.794622974,Kamala Harris,Jacky Rosen,Yes,Legal,Legal in all cases,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Men 18-29,Latino 18-29,Latino 18-29,Men 18-44,Complete,Strongly or somewhat approve,Somewhat approve,,,No,The Democratic Party,,,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Very confident,Very confident or Somewhat confident,,,,,,Urban men,2.0,Offered a chance to apply for legal status,,Yes,All others,No,Good,Excellent or good,Yes,18-64,Men without children,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,West,Male,Latino men,Non married men,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,In September,Before that,Before that,,,,Version 2,Did not vote,Early in-person,89119.0
3549.0,0.318028892,Kamala Harris,Jacky Rosen,Yes,Legal,Legal in most cases,65+,60+,65+,75 or older,45+,60+,65+,Black 60+,Men 65+,Black 60+,Black 65+,Men 45+,Complete,Strongly or somewhat approve,Strongly approve,,,No,The Democratic Party,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Very confident,Very confident or Somewhat confident,,,,,,Urban men,2.0,Offered a chance to apply for legal status,,No,All others,Yes,Good,Excellent or good,No,65+,Men without children,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Black,Black,State questionnaire,Black,Black,Non-white,Black,West,Male,Black men,Married men,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Joe Biden,Early in-person,89119.0
3550.0,0.681539265,Kamala Harris,Jacky Rosen,Yes,Legal,Legal in all cases,30-44,30-59,18-34,30-34,18-44,30-44,30-39,Non-Black 30-44,Men 30-44,Latino 30-44,Latino 30-44,Men 18-44,Complete,Strongly or somewhat approve,Strongly approve,,,No,The Democratic Party,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Very confident,Very confident or Somewhat confident,,,,,,Urban men,2.0,Offered a chance to apply for legal status,,Yes,All others,No,Good,Excellent or good,No,18-64,Men without children,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,West,Male,Latino men,Non married men,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Joe Biden,Early in-person,89119.0
3551.0,0.462067479,Kamala Harris,Jacky Rosen,Yes,Legal,Legal in most cases,18-29,18-29,18-34,25-29,18-44,18-29,25-29,Non-Black 18-29,Men 18-29,All others,All others,Men 18-44,Complete,Strongly or somewhat approve,Somewhat approve,,,No,The Democratic Party,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Very confident,Very confident or Somewhat confident,,,,,,Urban men,2.0,Offered a chance to apply for legal status,,No,All others,No,Good,Excellent or good,Yes,18-64,Men without children,Independent/Something else,Non-black non-Democrat,All Other,Independent men,Independent,All others,Liberal,,Moderate/Liberal Republicans,Liberal Independents,,Other,Asian,State questionnaire,Asian,Non-black,Non-white,Asian,West,Male,All other races,Non married men,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Did not vote,Early in-person,89119.0
3552.0,0.681539265,Kamala Harris,Jacky Rosen,Yes,Legal,Legal in most cases,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Men 30-44,Latino 30-44,Latino 30-44,Men 18-44,Complete,Strongly or somewhat approve,Strongly approve,,,No,The Democratic Party,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Very confident,Very confident or Somewhat confident,,,,,,Urban men,2.0,Offered a chance to apply for legal status,,Yes,All others,No,Good,Excellent or good,No,18-64,Men without children,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,West,Male,Latino men,Non married men,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Joe Biden,Early in-person,89119.0
3553.0,0.591232302,Kamala Harris,Jacky Rosen,Yes,Legal,Legal in all cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat approve,Somewhat approve,,,No,The Democratic Party,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Very confident,Very confident or Somewhat confident,,,,,,Suburban women,2.0,Offered a chance to apply for legal status,,No,All others,No,Not so good,Not so good or poor,No,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,Non-black,White,White,West,Female,White women,Non married women,Suburbs,Suburbs,English,Nevada,White suburban women,Telephone survey,Before that,Before that,Before that,,,,Version 2,Joe Biden,Early in-person,89031.0
3554.0,1.036137936,Kamala Harris,Jacky Rosen,Yes,Legal,Legal in all cases,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,Latino 30-44,Latino 30-44,Women 18-44,Complete,Strongly or somewhat approve,Somewhat approve,,,Yes,The Democratic Party,,,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Very confident,Very confident or Somewhat confident,,,,,,Suburban women,2.0,Offered a chance to apply for legal status,,Yes,All others,No,Poor,Not so good or poor,No,18-64,Women with children,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,West,Female,Latino women,Non married women,Suburbs,Suburbs,English,Nevada,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Joe Biden,Early in-person,89031.0
