ID,WEIGHT,PRSOH24,SENOH24,ABORT2,ABORTION,AGE,AGE3,AGE4,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYGENDER,AGEBYRACE,AGEBYRACE08,AGESEX45,BACKSIDE,BIDENPRES2,BIDENPRES4,BRNAGAIN,CALL,CDNUM,CHILD12,CONTROLSEN,DEMOCRACYSECURE,DEMOCRACYSECURE2,DEWINE24,EARLYVELECTION,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAIRELECTION,FAIRELECTION2,FAVHARRIS,FAVPRES24,FAVTRUMP,FAVVANCE,FAVVP24,FAVWALZ,FINSIT,FORCAND24,GENDERBYSOP,GEOCODE,IMMBETTER,INC100K,INC50K,INCOME3,INCOME24,INCWHITE,ISSUE24,LATINO,NEC,NEC2,NEWVOTER,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT24,QRACE3,QRACEAI,QTYPE,RACE,RACE2,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIME16,TIME16MONTH,TIME16WEEK,TRACKANGR,TRACKANGR2,UNIONHH12,VERSION,VOTE2020,VOTEMETHOD,WHNCLINC,WHTEVANG
5746.0,0.285055449,Donald Trump,Bernie Moreno,Illegal,Illegal in most cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,Yes,,,,The Republican Party,,,Disapprove,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Somewhat confident,Very confident or Somewhat confident,,,,Favorable,Only Vance,Unfavorable,,,Rural men,3.0,Hurt the country,,,,,,,No,Poor,Not so good or poor,No,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Rural,Small Cities/Rural,Ohio,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Donald Trump,Early in-person,,White Born-again/Evangelical Christians
5747.0,0.325417497,Kamala Harris,Sherrod Brown,Legal,Legal in all cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Black 45-59,Women 45-64,Black 45-59,Black 45-64,Women 45+,Complete,Strongly or somewhat approve,Somewhat approve,No,,,,The Democratic Party,,,Approve,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Very confident,Very confident or Somewhat confident,,,,Unfavorable,Only Walz,Favorable,,,Urban women,2.0,Help the country,,,,,,,No,Not so good,Not so good or poor,No,18-64,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Black,Black,State questionnaire,Black,Black,Non-white,Black,Midwest,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",Ohio,Other,Telephone survey,In September,Before that,Before that,,,,Version 2,Joe Biden,Early in-person,,All others
5748.0,0.285055449,Donald Trump,Bernie Moreno,Illegal,Illegal in most cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,Yes,,,,The Republican Party,,,Approve,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Somewhat confident,Very confident or Somewhat confident,,,,Favorable,Only Vance,Unfavorable,,,Rural men,3.0,Hurt the country,,,,,,,No,Not so good,Not so good or poor,No,65+,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Rural,Small Cities/Rural,Ohio,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Donald Trump,Early in-person,,White Born-again/Evangelical Christians
5749.0,0.350017031,Kamala Harris,Sherrod Brown,Legal,Legal in all cases,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Women 18-29,White 18-29,White 18-29,Women 18-44,Complete,Strongly or somewhat approve,Somewhat approve,No,,,,The Democratic Party,,,Disapprove,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Very confident,Very confident or Somewhat confident,,,,Unfavorable,Only Walz,Favorable,,,Urban women,2.0,Help the country,,,,,,,No,Not so good,Not so good or poor,No,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Ohio,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Joe Biden,Early in-person,,All others
5750.0,0.263184093,Donald Trump,Sherrod Brown,Legal,Legal in most cases,30-44,30-59,18-34,30-34,18-44,30-44,30-39,Black 30-44,Men 30-44,Black 30-44,Black 30-44,Men 18-44,Complete,Strongly or somewhat disapprove,Somewhat disapprove,No,,,,The Democratic Party,,,Approve,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Very confident,Very confident or Somewhat confident,,,,Favorable,Only Vance,Unfavorable,,,Urban men,2.0,Hurt the country,,,,,,,No,Not so good,Not so good or poor,No,18-64,,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,Black,Black,State questionnaire,Black,Black,Non-white,Black,Midwest,Male,Black men,"Cities 50,000-500,000","Cities over 50,000",Ohio,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Joe Biden,Early in-person,,All others
5751.0,0.268658369,Donald Trump,Bernie Moreno,Illegal,Illegal in most cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat disapprove,Somewhat disapprove,Yes,,,,The Republican Party,,,Approve,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Somewhat confident,Very confident or Somewhat confident,,,,Favorable,Only Vance,Unfavorable,,,Rural women,3.0,Hurt the country,,,,,,,No,Not so good,Not so good or poor,No,65+,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Ohio,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Donald Trump,Early in-person,,White Born-again/Evangelical Christians
5752.0,0.454463772,Kamala Harris,Sherrod Brown,Legal,Legal in most cases,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat approve,Somewhat approve,Yes,,,,The Democratic Party,,,Approve,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Very confident,Very confident or Somewhat confident,,,,Favorable,Both,Favorable,,,Urban women,2.0,Help the country,,,,,,,No,Not so good,Not so good or poor,No,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Ohio,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Donald Trump,Early in-person,,White Born-again/Evangelical Christians
5753.0,0.291144006,Donald Trump,Bernie Moreno,Illegal,Illegal in most cases,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,No,,,,The Republican Party,,,Disapprove,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Somewhat confident,Very confident or Somewhat confident,,,,Favorable,Only Vance,Unfavorable,,,Rural women,3.0,Hurt the country,,,,,,,No,Poor,Not so good or poor,Yes,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Ohio,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Did not vote,Early in-person,,All others
5754.0,0.326946591,Kamala Harris,Sherrod Brown,Legal,Legal in all cases,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,Strongly or somewhat approve,Somewhat approve,No,,,,The Democratic Party,,,Disapprove,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Somewhat confident,Very confident or Somewhat confident,,,,Unfavorable,Only Walz,Favorable,,,Rural men,3.0,Help the country,,,,,,,No,Poor,Not so good or poor,No,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Rural,Small Cities/Rural,Ohio,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Joe Biden,Early in-person,,All others
5755.0,0.486874984,Kamala Harris,Sherrod Brown,Legal,Legal in all cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat approve,Strongly approve,No,,,,The Democratic Party,,,Disapprove,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Very confident,Very confident or Somewhat confident,,,,Unfavorable,Only Walz,Favorable,,,Urban women,2.0,Help the country,,,,,,,No,Excellent,Excellent or good,No,65+,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Ohio,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Joe Biden,Early in-person,,All others
5756.0,0.266079334,Donald Trump,Bernie Moreno,Legal,Legal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,No,,,,The Republican Party,,,Disapprove,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Not very confident,Not very confident or Not at all confident,,,,Favorable,Only Vance,Unfavorable,,,Rural men,3.0,Hurt the country,,,,,,,No,Poor,Not so good or poor,No,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Rural,Small Cities/Rural,Ohio,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Donald Trump,Early in-person,,All others
5757.0,0.291144006,Donald Trump,Bernie Moreno,Illegal,Illegal in most cases,30-44,30-59,18-34,30-34,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,No,,,,The Republican Party,,,Disapprove,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Not very confident,Not very confident or Not at all confident,,,,Favorable,Only Vance,Unfavorable,,,Rural women,3.0,Hurt the country,,,,,,,No,Poor,Not so good or poor,No,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Ohio,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Donald Trump,Early in-person,,All others
5758.0,0.620155749,Kamala Harris,Sherrod Brown,Legal,Legal in all cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat approve,Strongly approve,No,,,,The Democratic Party,,,Disapprove,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Somewhat confident,Very confident or Somewhat confident,,,,Unfavorable,Only Walz,Favorable,,,Urban women,2.0,Help the country,,,,,,,No,Excellent,Excellent or good,No,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Ohio,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Joe Biden,Early in-person,,All others
5759.0,0.137424852,Other,Sherrod Brown,Legal,Legal in all cases,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,No,,,,Omit,,,Omit,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Not at all confident,Not very confident or Not at all confident,,,,Unfavorable,Omit,Omit,,,Urban women,2.0,Help the country,,,,,,,No,Poor,Not so good or poor,No,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Ohio,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Other,Early in-person,,All others
5760.0,0.992846275,Kamala Harris,Sherrod Brown,Legal,Legal in most cases,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Black 30-44,Women 30-44,Black 30-44,Black 30-44,Women 18-44,Complete,Strongly or somewhat approve,Strongly approve,Yes,,,,The Democratic Party,,,Approve,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Very confident,Very confident or Somewhat confident,,,,Unfavorable,Only Walz,Favorable,,,Suburban women,4.0,Help the country,,,,,,,No,Good,Excellent or good,No,18-64,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Black,Black,State questionnaire,Black,Black,Non-white,Black,Midwest,Female,Black women,Suburbs,Suburbs,Ohio,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Joe Biden,Early in-person,,All others
5761.0,0.474657745,Kamala Harris,Sherrod Brown,Legal,Legal in all cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,All others,All others,Women 45+,Complete,Strongly or somewhat approve,Strongly approve,No,,,,The Democratic Party,,,Approve,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Somewhat confident,Very confident or Somewhat confident,,,,Unfavorable,Only Walz,Favorable,,,Rural women,3.0,Help the country,,,,,,,No,Excellent,Excellent or good,No,18-64,,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Other,American Indian,State questionnaire,Other,Non-black,Non-white,American Indian,Midwest,Female,All other races,Rural,Small Cities/Rural,Ohio,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Joe Biden,Early in-person,,All others
5762.0,0.26541299,Kamala Harris,Sherrod Brown,Legal,Legal in all cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat approve,Somewhat approve,No,,,,The Democratic Party,,,Disapprove,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Very confident,Very confident or Somewhat confident,,,,Unfavorable,Only Walz,Favorable,,,Rural women,3.0,Help the country,,,,,,,No,Not so good,Not so good or poor,No,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Ohio,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Joe Biden,Early in-person,,All others
5763.0,0.280618171,Donald Trump,Bernie Moreno,Illegal,Illegal in all cases,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,Yes,,,,The Republican Party,,,Disapprove,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Somewhat confident,Very confident or Somewhat confident,,,,Favorable,Omit,Omit,,,Rural women,3.0,Hurt the country,,,,,,,No,Poor,Not so good or poor,No,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Ohio,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Donald Trump,Early in-person,,White Born-again/Evangelical Christians
5764.0,0.268658369,Donald Trump,Bernie Moreno,Legal,Legal in most cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,Yes,,,,The Republican Party,,,Approve,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Somewhat confident,Very confident or Somewhat confident,,,,Favorable,Only Vance,Unfavorable,,,Rural women,3.0,Hurt the country,,,,,,,No,Poor,Not so good or poor,No,65+,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Ohio,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Donald Trump,Early in-person,,White Born-again/Evangelical Christians
5765.0,2.007570747,Kamala Harris,Sherrod Brown,Legal,Legal in most cases,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat approve,Strongly approve,No,,,,The Democratic Party,,,Approve,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Somewhat confident,Very confident or Somewhat confident,,,,Unfavorable,Only Walz,Favorable,,,Suburban men,4.0,Help the country,,,,,,,No,Excellent,Excellent or good,No,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs,Ohio,White suburban men,Telephone survey,Before that,Before that,Before that,,,,Version 2,Joe Biden,Early in-person,,All others
5766.0,2.200081458,Donald Trump,Sherrod Brown,Legal,Legal in all cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat approve,Somewhat approve,No,,,,The Republican Party,,,Approve,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Somewhat confident,Very confident or Somewhat confident,,,,Unfavorable,Neither,Unfavorable,,,Suburban women,4.0,Help the country,,,,,,,No,Not so good,Not so good or poor,No,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs,Ohio,White suburban women,Telephone survey,In October,In the last month,Before that,,,,Version 2,Donald Trump,Early in-person,,All others
5767.0,0.614514476,Donald Trump,Bernie Moreno,Illegal,Illegal in most cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,Yes,,,,The Republican Party,,,Approve,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Not at all confident,Not very confident or Not at all confident,,,,Favorable,Only Vance,Unfavorable,,,Urban women,2.0,Hurt the country,,,,,,,No,Poor,Not so good or poor,No,65+,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Ohio,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Donald Trump,Early in-person,,White Born-again/Evangelical Christians
5768.0,2.318054218,Donald Trump,Bernie Moreno,Illegal,Illegal in most cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,,,The Republican Party,,,Disapprove,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Not very confident,Not very confident or Not at all confident,,,,Favorable,Only Vance,Unfavorable,,,Suburban women,4.0,Hurt the country,,,,,,,No,Poor,Not so good or poor,No,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs,Ohio,White suburban women,Telephone survey,Before that,Before that,Before that,,,,Version 2,Donald Trump,Early in-person,,All others
5769.0,1.111003966,Kamala Harris,Sherrod Brown,Legal,Legal in all cases,65+,60+,65+,65-74,45+,60+,65+,Black 60+,Women 65+,Black 60+,Black 65+,Women 45+,Complete,Strongly or somewhat approve,Strongly approve,No,,,,The Democratic Party,,,Disapprove,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Very confident,Very confident or Somewhat confident,,,,Unfavorable,Only Walz,Favorable,,,Suburban women,4.0,Help the country,,,,,,,No,Good,Excellent or good,No,65+,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Black,Black,State questionnaire,Black,Black,Non-white,Black,Midwest,Female,Black women,Suburbs,Suburbs,Ohio,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Joe Biden,Early in-person,,All others
5770.0,1.768170916,Donald Trump,Bernie Moreno,Illegal,Illegal in most cases,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Men 18-29,White 18-29,White 18-29,Men 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,Yes,,,,The Republican Party,,,Disapprove,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Somewhat confident,Very confident or Somewhat confident,,,,Favorable,Only Vance,Unfavorable,,,Suburban men,4.0,Hurt the country,,,,,,,No,Poor,Not so good or poor,No,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs,Ohio,White suburban men,Telephone survey,Before that,Before that,Before that,,,,Version 2,Donald Trump,Early in-person,,White Born-again/Evangelical Christians
5771.0,0.268658369,Donald Trump,Bernie Moreno,Illegal,Illegal in most cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,Yes,,,,The Republican Party,,,Approve,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Very confident,Very confident or Somewhat confident,,,,Favorable,Only Vance,Unfavorable,,,Rural women,3.0,Hurt the country,,,,,,,No,Not so good,Not so good or poor,Yes,65+,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Ohio,Other,Telephone survey,In October,In the last month,Before that,,,,Version 2,Donald Trump,Early in-person,,White Born-again/Evangelical Christians
5772.0,0.280618171,Donald Trump,Bernie Moreno,Illegal,Illegal in most cases,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,No,,,,The Republican Party,,,Disapprove,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Not at all confident,Not very confident or Not at all confident,,,,Favorable,Only Vance,Unfavorable,,,Rural women,3.0,Hurt the country,,,,,,,No,Poor,Not so good or poor,No,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Ohio,Other,Telephone survey,Before that,Before that,Before that,,,,Version 2,Donald Trump,Early in-person,,All others
5773.0,0.992846275,Kamala Harris,Sherrod Brown,Legal,Legal in all cases,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Black 30-44,Women 30-44,Black 30-44,Black 30-44,Women 18-44,Complete,Strongly or somewhat approve,Somewhat approve,No,,,,The Democratic Party,,,Disapprove,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Somewhat confident,Very confident or Somewhat confident,,,,Unfavorable,Only Walz,Favorable,,,Suburban women,4.0,Help the country,,,,,,,No,Good,Excellent or good,No,18-64,,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Liberal,,Moderate/Liberal Republicans,Liberal Independents,,Black,Black,State questionnaire,Black,Black,Non-white,Black,Midwest,Female,Black women,Suburbs,Suburbs,Ohio,Other,Telephone survey,In September,Before that,Before that,,,,Version 2,Joe Biden,Early in-person,,All others
5774.0,2.421246382,Donald Trump,Bernie Moreno,Illegal,Illegal in most cases,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,Yes,,,,The Republican Party,,,Approve,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Somewhat confident,Very confident or Somewhat confident,,,,Favorable,Only Vance,Unfavorable,,,Suburban women,4.0,Hurt the country,,,,,,,No,Poor,Not so good or poor,No,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs,Ohio,White suburban women,Telephone survey,Before that,Before that,Before that,,,,Version 2,Donald Trump,Early in-person,,White Born-again/Evangelical Christians
