V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37
1.0,0.0,G,32.0,13.0,46.0,Third call,1.0,25-29,White,Female,Chavez,Less,No,Disapprove,,White,Neither,No,No,Yes,Better,Perot,Independent,Postgrad,30 to 50K,Liberal,18 to 64,State,Complete,Albuqueque area,18 to 29,25 to 29,Independent/Other,25 to 29,0.898,Unfavorable
1.0,0.0,G,32.0,13.0,47.0,Third call,1.0,18-24,Hispanic,Female,Chavez,More,Yes,Approve,Disapprove,Hispanic,Neither,No,Yes,No,Better,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,State,Complete,Albuqueque area,18 to 29,18 to 24,Democrat,18 to 24,0.756,Unfavorable
1.0,0.0,G,32.0,13.0,48.0,Third call,1.0,30-39,White,Male,Chavez,More,No,Approve,Disapprove,White,Support Clinton,No,No,No,Worse,Clinton,Democrat,Some college,15 to 30K,Liberal,18 to 64,State,Complete,Albuqueque area,30 to 44,30 to 39,Democrat,30 to 39,0.883,Favorable
1.0,0.0,G,32.0,22.0,1.0,First call,1.0,25-29,White,Male,Johnson,More,No,Disapprove,Approve,White,Oppose Clinton,Yes,No,No,Worse,Clinton,,College grad,,Liberal,18 to 64,State,Complete,Albuqueque area,18 to 29,25 to 29,,25 to 29,1.514,Unfavorable
1.0,0.0,G,32.0,22.0,2.0,First call,1.0,25-29,Black,Female,Chavez,More,No,Approve,Approve,Black,Oppose Clinton,Yes,Yes,Yes,Better,Clinton,Democrat,No HS,Under 15K,Moderate,18 to 64,State,Complete,Albuqueque area,18 to 29,25 to 29,Democrat,25 to 29,0.8260000000000001,Unfavorable
1.0,0.0,G,32.0,22.0,3.0,First call,1.0,50-59,White,Male,Johnson,Less,No,Disapprove,Disapprove,White,Support Clinton,No,No,No,Same,Dole,Democrat,HS grad,50 to 75K,Conservative,18 to 64,State,Complete,Albuqueque area,45 to 59,50 to 59,Democrat,50 to 64,1.483,Favorable
1.0,0.0,G,32.0,22.0,4.0,First call,1.0,30-39,Hispanic,Female,Chavez,Less,Yes,Approve,Disapprove,Hispanic,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,College grad,30 to 50K,Moderate,18 to 64,State,Complete,Albuqueque area,30 to 44,30 to 39,Republican,30 to 39,0.8089999999999999,Unfavorable
1.0,0.0,G,32.0,22.0,5.0,First call,1.0,50-59,Hispanic,Male,Johnson,Less,No,Disapprove,Disapprove,Hispanic,Oppose Clinton,Yes,Yes,Yes,Worse,Clinton,Democrat,College grad,100K or more,Conservative,18 to 64,State,Complete,Albuqueque area,45 to 59,50 to 59,Democrat,50 to 64,1.249,Unfavorable
1.0,0.0,G,32.0,22.0,6.0,First call,1.0,45-49,Hispanic,Female,Chavez,More,Yes,Approve,Approve,White,Support Clinton,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Conservative,18 to 64,State,Complete,Albuqueque area,45 to 59,40 to 49,Democrat,40 to 49,0.8089999999999999,Favorable
1.0,0.0,G,32.0,22.0,7.0,First call,1.0,60-64,Hispanic,Male,Johnson,Less,Yes,Disapprove,Disapprove,Hispanic,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,Some college,50 to 75K,Liberal,18 to 64,State,Complete,Albuqueque area,60 and over,65 and over,Republican,50 to 64,1.6629999999999998,Unfavorable
1.0,0.0,G,32.0,22.0,8.0,First call,1.0,25-29,Hispanic,Female,Johnson,More,Yes,Disapprove,Disapprove,Hispanic,Neither,Yes,No,Yes,Same,Dole,Democrat,HS grad,Under 15K,Moderate,18 to 64,State,Complete,Albuqueque area,18 to 29,25 to 29,Democrat,25 to 29,1.2690000000000001,Unfavorable
1.0,0.0,G,32.0,22.0,9.0,First call,1.0,45-49,Other,Male,Johnson,More,No,Disapprove,Disapprove,Other,Oppose Clinton,No,No,No,Worse,Perot,Independent,No HS,15 to 30K,Moderate,18 to 64,State,Complete,Albuqueque area,45 to 59,40 to 49,Independent/Other,40 to 49,1.483,Unfavorable
1.0,0.0,G,32.0,22.0,10.0,First call,1.0,40-44,Hispanic,Female,Johnson,Less,Yes,Approve,Approve,White,Support Clinton,Yes,Yes,No,Same,Dole,Democrat,College grad,30 to 50K,Moderate,18 to 64,State,Complete,Albuqueque area,30 to 44,40 to 49,Democrat,40 to 49,1.2429999999999999,Favorable
1.0,0.0,G,32.0,22.0,11.0,First call,1.0,50-59,Hispanic,Male,Johnson,Less,Yes,Disapprove,Disapprove,Black,Oppose Clinton,No,No,No,Worse,Perot,Democrat,Some college,30 to 50K,Liberal,18 to 64,State,Complete,Albuqueque area,45 to 59,50 to 59,Democrat,50 to 64,1.249,Unfavorable
1.0,0.0,G,32.0,22.0,12.0,First call,1.0,60-64,Hispanic,Female,Chavez,More,Yes,Approve,Approve,Hispanic,Neither,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,State,Complete,Albuqueque area,60 and over,65 and over,Democrat,50 to 64,1.077,Favorable
1.0,0.0,G,32.0,22.0,13.0,First call,1.0,50-59,White,Female,Johnson,Less,No,Disapprove,Disapprove,White,Oppose Clinton,No,No,Yes,Worse,Dole,Independent,Some college,50 to 75K,Moderate,18 to 64,State,Complete,Albuqueque area,45 to 59,50 to 59,Independent/Other,50 to 64,1.476,Unfavorable
1.0,0.0,G,32.0,22.0,14.0,First call,1.0,30-39,Hispanic,Male,Johnson,Less,Yes,Disapprove,Disapprove,Hispanic,Oppose Clinton,Yes,Yes,Yes,Worse,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,State,Complete,Albuqueque area,30 to 44,30 to 39,Democrat,30 to 39,1.249,Unfavorable
1.0,0.0,G,32.0,22.0,15.0,First call,1.0,60-64,White,Female,Chavez,More,No,Approve,Approve,White,Neither,No,No,No,Same,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,State,Complete,Albuqueque area,60 and over,65 and over,Republican,50 to 64,1.279,Favorable
1.0,0.0,G,32.0,22.0,16.0,First call,1.0,40-44,Hispanic,Male,Johnson,Less,Yes,Disapprove,Disapprove,Hispanic,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Albuqueque area,30 to 44,40 to 49,Republican,40 to 49,1.249,Unfavorable
1.0,0.0,G,32.0,22.0,17.0,First call,1.0,45-49,White,Female,Johnson,More,No,Disapprove,Disapprove,White,Oppose Clinton,Yes,Yes,Yes,Worse,Clinton,Democrat,College grad,50 to 75K,Liberal,18 to 64,State,Complete,Albuqueque area,45 to 59,40 to 49,Democrat,40 to 49,1.476,Unfavorable
1.0,0.0,G,32.0,22.0,18.0,Second call,1.0,50-59,Hispanic,Male,Johnson,More,Yes,Disapprove,Disapprove,Hispanic,Oppose Clinton,Yes,Yes,Yes,Worse,Clinton,Democrat,College grad,100K or more,Liberal,18 to 64,State,Complete,Albuqueque area,45 to 59,50 to 59,Democrat,50 to 64,1.249,Unfavorable
1.0,0.0,G,32.0,22.0,19.0,Second call,1.0,50-59,Hispanic,Female,Chavez,Less,Yes,Approve,Approve,Hispanic,Neither,No,No,No,Same,Perot,Independent,Some college,50 to 75K,Moderate,18 to 64,State,Complete,Albuqueque area,45 to 59,50 to 59,Independent/Other,50 to 64,0.8089999999999999,Unfavorable
1.0,0.0,G,32.0,22.0,20.0,Second call,1.0,25-29,Hispanic,Female,Other,More,Yes,Approve,Approve,Other,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Independent,HS grad,Under 15K,Liberal,18 to 64,State,Complete,Albuqueque area,18 to 29,25 to 29,Independent/Other,25 to 29,1.026,Unfavorable
1.0,0.0,G,32.0,22.0,21.0,Second call,1.0,65 and over,Hispanic,Male,Chavez,Less,Yes,Approve,Approve,Black,Oppose Clinton,No,No,Yes,Worse,Perot,Independent,College grad,75 to 100K,Conservative,65 and over,State,Complete,Albuqueque area,60 and over,65 and over,Independent/Other,65 and over,1.082,Unfavorable
1.0,0.0,G,32.0,22.0,22.0,Second call,1.0,30-39,Hispanic,Female,Johnson,Less,Yes,Disapprove,Approve,White,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,100K or more,Moderate,18 to 64,State,Complete,Albuqueque area,30 to 44,30 to 39,Republican,30 to 39,1.2429999999999999,Favorable
1.0,0.0,G,32.0,22.0,23.0,Second call,1.0,18-24,Hispanic,Female,Johnson,Less,Yes,Approve,Disapprove,Asian,Neither,No,No,No,Same,Clinton,Democrat,Some college,15 to 30K,Liberal,18 to 64,State,Complete,Albuqueque area,18 to 29,18 to 24,Democrat,18 to 24,1.2690000000000001,Favorable
1.0,0.0,G,32.0,22.0,24.0,Second call,1.0,45-49,Black,Male,Johnson,Less,No,Disapprove,Disapprove,Black,Oppose Clinton,Yes,Yes,Yes,Worse,Perot,Independent,No HS,15 to 30K,Moderate,18 to 64,State,Complete,Albuqueque area,45 to 59,40 to 49,Independent/Other,40 to 49,1.249,Unfavorable
1.0,0.0,G,32.0,22.0,25.0,Second call,1.0,25-29,Hispanic,Female,Johnson,More,No,Approve,Approve,Hispanic,Neither,Yes,Yes,Yes,Same,Dole,Republican,HS grad,30 to 50K,Liberal,18 to 64,State,Complete,Albuqueque area,18 to 29,25 to 29,Republican,25 to 29,1.2690000000000001,Favorable
1.0,0.0,G,32.0,22.0,26.0,Second call,1.0,30-39,White,Male,Johnson,More,No,Disapprove,Disapprove,White,Oppose Clinton,Yes,Yes,Yes,Worse,Clinton,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,State,Complete,Albuqueque area,30 to 44,30 to 39,Democrat,30 to 39,1.483,Unfavorable
1.0,0.0,G,32.0,22.0,27.0,Second call,1.0,30-39,Black,Female,Johnson,Less,No,Approve,Approve,Black,Neither,No,No,No,Same,Other,Something else,No HS,Under 15K,Moderate,18 to 64,State,Complete,Albuqueque area,30 to 44,30 to 39,Independent/Other,30 to 39,1.2429999999999999,Unfavorable
1.0,0.0,G,32.0,22.0,28.0,Second call,1.0,25-29,Hispanic,Male,Johnson,More,Yes,Approve,Approve,White,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Democrat,HS grad,30 to 50K,Moderate,18 to 64,State,Complete,Albuqueque area,18 to 29,25 to 29,Democrat,25 to 29,1.275,Favorable
1.0,0.0,G,32.0,22.0,29.0,Second call,1.0,18-24,Black,Female,Johnson,Less,No,Disapprove,Disapprove,Black,Neither,Yes,Yes,No,Same,Other,Republican,Postgrad,15 to 30K,Moderate,18 to 64,State,Complete,Albuqueque area,18 to 29,18 to 24,Republican,18 to 24,1.2690000000000001,Unfavorable
1.0,0.0,G,32.0,22.0,30.0,Second call,1.0,40-44,Hispanic,Female,Other,Less,No,Disapprove,Disapprove,Hispanic,Neither,Yes,Yes,No,Worse,Dole,Independent,College grad,100K or more,Moderate,18 to 64,State,Complete,Albuqueque area,30 to 44,40 to 49,Independent/Other,40 to 49,1.004,Favorable
1.0,0.0,G,32.0,22.0,31.0,Second call,1.0,25-29,Hispanic,Female,Chavez,Less,Yes,Disapprove,Disapprove,Asian,Oppose Clinton,Yes,Yes,Yes,Worse,Perot,Something else,College grad,30 to 50K,Conservative,18 to 64,State,Complete,Albuqueque area,18 to 29,25 to 29,Independent/Other,25 to 29,0.8260000000000001,Unfavorable
1.0,0.0,G,32.0,22.0,32.0,Second call,1.0,45-49,Hispanic,Male,Johnson,More,No,Disapprove,Disapprove,Hispanic,Oppose Clinton,Yes,Yes,Yes,Worse,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Albuqueque area,45 to 59,40 to 49,Democrat,40 to 49,1.249,Favorable
1.0,0.0,G,32.0,22.0,33.0,Second call,1.0,65 and over,Hispanic,Male,Chavez,More,Yes,Approve,Approve,Hispanic,Neither,Yes,Yes,Yes,Same,Dole,Republican,Some college,50 to 75K,Moderate,65 and over,State,Complete,Albuqueque area,60 and over,65 and over,Republican,65 and over,1.082,Favorable
1.0,0.0,G,32.0,22.0,34.0,Second call,1.0,25-29,Hispanic,Female,Johnson,Less,Yes,Disapprove,Approve,Other,Support Clinton,No,No,No,Better,Perot,Independent,Some college,Under 15K,Liberal,18 to 64,State,Complete,Albuqueque area,18 to 29,25 to 29,Independent/Other,25 to 29,1.2690000000000001,Favorable
1.0,0.0,G,32.0,22.0,35.0,Second call,1.0,18-24,Hispanic,Male,Johnson,Less,Yes,Approve,Disapprove,Hispanic,Neither,No,No,Yes,Same,Dole,Independent,Postgrad,75 to 100K,Moderate,18 to 64,State,Complete,Albuqueque area,18 to 29,18 to 24,Independent/Other,18 to 24,1.275,Favorable
1.0,0.0,G,32.0,22.0,36.0,Second call,1.0,18-24,Hispanic,Female,Chavez,More,Yes,Disapprove,Disapprove,Hispanic,Oppose Clinton,No,Yes,Yes,Worse,Other,Republican,HS grad,15 to 30K,Conservative,18 to 64,State,Complete,Albuqueque area,18 to 29,18 to 24,Republican,18 to 24,0.8260000000000001,Unfavorable
1.0,0.0,G,32.0,22.0,37.0,Second call,1.0,25-29,Hispanic,Female,Chavez,Less,No,Disapprove,Disapprove,Hispanic,Neither,Yes,Yes,Yes,Worse,Perot,Something else,Postgrad,75 to 100K,Conservative,18 to 64,State,Complete,Albuqueque area,18 to 29,25 to 29,Independent/Other,25 to 29,0.8260000000000001,Unfavorable
1.0,0.0,G,32.0,22.0,38.0,Second call,1.0,45-49,White,Female,Chavez,More,No,Approve,Approve,White,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Independent,College grad,15 to 30K,Liberal,18 to 64,State,Complete,Albuqueque area,45 to 59,40 to 49,Independent/Other,40 to 49,0.961,Favorable
1.0,0.0,G,32.0,22.0,39.0,Third call,1.0,45-49,White,Male,Johnson,Less,No,Disapprove,Disapprove,White,Neither,Yes,Yes,Yes,Worse,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,State,Complete,Albuqueque area,45 to 59,40 to 49,Democrat,40 to 49,1.483,Unfavorable
1.0,0.0,G,32.0,22.0,40.0,Third call,1.0,45-49,Hispanic,Female,Chavez,Less,Yes,Approve,Approve,Asian,Oppose Clinton,Yes,Yes,No,Same,Perot,Republican,College grad,50 to 75K,Liberal,18 to 64,State,Complete,Albuqueque area,45 to 59,40 to 49,Republican,40 to 49,0.8089999999999999,Favorable
1.0,0.0,G,32.0,22.0,41.0,Third call,1.0,65 and over,White,Male,Johnson,More,No,Disapprove,Disapprove,White,Oppose Clinton,Yes,Yes,Yes,Same,Other,Democrat,No HS,75 to 100K,Moderate,65 and over,State,Complete,Albuqueque area,60 and over,65 and over,Democrat,65 and over,1.975,Unfavorable
1.0,0.0,G,32.0,22.0,42.0,Third call,1.0,40-44,Hispanic,Female,Johnson,Less,Yes,Disapprove,Approve,White,Support Clinton,Yes,Yes,No,Worse,Dole,Republican,College grad,30 to 50K,Liberal,18 to 64,State,Complete,Albuqueque area,30 to 44,40 to 49,Republican,40 to 49,1.2429999999999999,Favorable
1.0,0.0,G,32.0,22.0,43.0,Third call,1.0,60-64,Hispanic,Male,Chavez,More,Yes,Disapprove,Disapprove,Hispanic,Oppose Clinton,Yes,Yes,Yes,Worse,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,State,Complete,Albuqueque area,60 and over,65 and over,Democrat,50 to 64,1.082,Unfavorable
1.0,0.0,G,32.0,22.0,44.0,Third call,1.0,18-24,Hispanic,Female,Chavez,Less,No,Approve,Approve,Hispanic,Neither,Yes,Yes,No,Same,Clinton,Republican,HS grad,15 to 30K,Liberal,18 to 64,State,Complete,Albuqueque area,18 to 29,18 to 24,Republican,18 to 24,0.8260000000000001,Favorable
1.0,0.0,G,32.0,22.0,45.0,Third call,1.0,30-39,Other,Female,Chavez,Less,No,Approve,Disapprove,Other,Neither,No,No,No,Same,Perot,Republican,Postgrad,50 to 75K,Moderate,18 to 64,State,Complete,Albuqueque area,30 to 44,30 to 39,Republican,30 to 39,0.961,Unfavorable
1.0,0.0,G,32.0,22.0,46.0,Third call,1.0,25-29,Hispanic,Female,Johnson,Less,Yes,Approve,Disapprove,Hispanic,Oppose Clinton,Yes,Yes,Yes,Worse,Clinton,Democrat,Some college,Under 15K,Liberal,18 to 64,State,Complete,Albuqueque area,18 to 29,25 to 29,Democrat,25 to 29,1.2690000000000001,Unfavorable
1.0,0.0,G,32.0,22.0,47.0,Third call,1.0,25-29,Asian,Female,Chavez,Less,No,Approve,Approve,Asian,Neither,No,No,No,Same,Perot,Something else,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Albuqueque area,18 to 29,25 to 29,Independent/Other,25 to 29,0.981,Favorable
1.0,0.0,G,32.0,22.0,48.0,Third call,1.0,25-29,Black,Male,Chavez,Less,No,Disapprove,Disapprove,Black,Oppose Clinton,Yes,Yes,No,Worse,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,State,Complete,Albuqueque area,18 to 29,25 to 29,Democrat,25 to 29,0.8300000000000001,Unfavorable
1.0,0.0,G,32.0,22.0,49.0,Third call,1.0,50-59,White,Male,Chavez,Less,No,Disapprove,Disapprove,White,Neither,No,No,Yes,Same,Perot,Independent,Some college,50 to 75K,Moderate,18 to 64,State,Complete,Albuqueque area,45 to 59,50 to 59,Independent/Other,50 to 64,0.9660000000000001,Unfavorable
1.0,0.0,G,32.0,22.0,50.0,Third call,1.0,45-49,Hispanic,Male,Johnson,More,Yes,Disapprove,Disapprove,Hispanic,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Albuqueque area,45 to 59,40 to 49,Republican,40 to 49,1.249,Unfavorable
1.0,0.0,G,32.0,22.0,51.0,Third call,1.0,45-49,White,Male,Johnson,Less,No,Disapprove,Approve,White,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Independent,Postgrad,50 to 75K,Conservative,18 to 64,State,Complete,Albuqueque area,45 to 59,40 to 49,Independent/Other,40 to 49,1.483,Unfavorable
1.0,0.0,G,32.0,22.0,52.0,Third call,1.0,65 and over,Hispanic,Female,Johnson,Less,No,Disapprove,Approve,Hispanic,Oppose Clinton,No,Yes,Yes,Worse,Clinton,Republican,HS grad,Under 15K,Liberal,65 and over,State,Complete,Albuqueque area,60 and over,65 and over,Republican,65 and over,1.6549999999999998,Unfavorable
1.0,0.0,G,32.0,22.0,53.0,Third call,1.0,60-64,Hispanic,Male,Chavez,Less,Yes,Disapprove,Approve,Hispanic,Oppose Clinton,No,No,No,Same,Perot,Independent,Some college,30 to 50K,Conservative,18 to 64,State,Complete,Albuqueque area,60 and over,65 and over,Independent/Other,50 to 64,1.082,Unfavorable
1.0,0.0,G,32.0,22.0,54.0,Third call,1.0,60-64,Black,Male,Johnson,More,No,Disapprove,Disapprove,Black,Oppose Clinton,No,Yes,No,Worse,Perot,Independent,No HS,30 to 50K,Moderate,18 to 64,State,Complete,Albuqueque area,60 and over,65 and over,Independent/Other,50 to 64,1.6629999999999998,Unfavorable
1.0,0.0,G,32.0,22.0,55.0,Third call,1.0,30-39,Black,Male,Johnson,More,No,Disapprove,Approve,Black,Neither,Yes,No,Yes,Worse,Other,Something else,Postgrad,100K or more,Liberal,18 to 64,State,Complete,Albuqueque area,30 to 44,30 to 39,Independent/Other,30 to 39,1.249,Unfavorable
1.0,0.0,G,32.0,22.0,56.0,Third call,1.0,45-49,Hispanic,Female,Johnson,More,Yes,Approve,Approve,White,Neither,No,Yes,No,Worse,Clinton,Republican,HS grad,50 to 75K,Liberal,18 to 64,State,Complete,Albuqueque area,45 to 59,40 to 49,Republican,40 to 49,1.2429999999999999,Unfavorable
1.0,0.0,G,32.0,22.0,57.0,Third call,1.0,25-29,Asian,Male,Johnson,More,No,Disapprove,Disapprove,Asian,Oppose Clinton,No,Yes,Yes,Same,Perot,Independent,Postgrad,75 to 100K,Conservative,18 to 64,State,Complete,Albuqueque area,18 to 29,25 to 29,Independent/Other,25 to 29,1.514,Favorable
1.0,0.0,G,32.0,22.0,58.0,Third call,1.0,18-24,Black,Female,Johnson,Less,No,Approve,Approve,Black,Oppose Clinton,Yes,No,No,Worse,Clinton,Republican,Some college,,Liberal,18 to 64,State,Complete,Albuqueque area,18 to 29,18 to 24,Republican,18 to 24,1.2690000000000001,Unfavorable
1.0,0.0,G,32.0,26.0,1.0,First call,1.0,60-64,White,Male,Johnson,Less,No,Approve,Approve,White,Neither,Yes,Yes,Yes,Better,Dole,Independent,Some college,75 to 100K,Moderate,18 to 64,State,Complete,Albuqueque area,60 and over,65 and over,Independent/Other,50 to 64,0.899,Unfavorable
1.0,0.0,G,32.0,26.0,2.0,First call,1.0,40-44,White,Female,Johnson,Less,No,Approve,,White,Neither,No,No,,Same,Perot,Republican,,30 to 50K,Moderate,18 to 64,State,Complete,Albuqueque area,30 to 44,40 to 49,Republican,40 to 49,0.6709999999999999,Unfavorable
1.0,0.0,G,32.0,26.0,3.0,First call,1.0,45-49,White,Male,Johnson,Less,No,Disapprove,Disapprove,White,Neither,Yes,Yes,Yes,Same,Dole,Independent,Some college,50 to 75K,Conservative,18 to 64,State,Complete,Albuqueque area,45 to 59,40 to 49,Independent/Other,40 to 49,0.6749999999999999,Unfavorable
1.0,0.0,G,32.0,26.0,4.0,First call,1.0,25-29,Hispanic,Male,Chavez,More,Yes,Approve,Disapprove,White,Neither,No,No,Yes,Better,Perot,Independent,Postgrad,15 to 30K,Liberal,18 to 64,State,Complete,Albuqueque area,18 to 29,25 to 29,Independent/Other,25 to 29,0.377,Favorable
1.0,0.0,G,32.0,26.0,5.0,First call,1.0,25-29,White,Female,Johnson,,No,Disapprove,,White,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Republican,College grad,30 to 50K,Moderate,18 to 64,State,Complete,Albuqueque area,18 to 29,25 to 29,Republican,25 to 29,0.6849999999999999,Unfavorable
1.0,0.0,G,32.0,26.0,6.0,First call,1.0,65 and over,White,Male,Johnson,Less,No,Disapprove,Approve,White,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,Some college,,Conservative,65 and over,State,Complete,Albuqueque area,60 and over,65 and over,Republican,65 and over,0.899,Unfavorable
1.0,0.0,G,32.0,26.0,7.0,First call,1.0,18-24,White,Male,Chavez,More,No,Approve,Disapprove,White,Neither,No,No,Yes,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Albuqueque area,18 to 29,18 to 24,Democrat,18 to 24,0.448,Favorable
1.0,0.0,G,32.0,26.0,8.0,First call,1.0,25-29,White,Male,Johnson,Less,No,Disapprove,Approve,White,Neither,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,State,Complete,Albuqueque area,18 to 29,25 to 29,Republican,25 to 29,0.689,Unfavorable
1.0,0.0,G,32.0,26.0,9.0,First call,1.0,30-39,White,Female,Chavez,More,No,Approve,Disapprove,White,Neither,No,No,No,Better,Clinton,Democrat,Postgrad,30 to 50K,Liberal,18 to 64,State,Complete,Albuqueque area,30 to 44,30 to 39,Democrat,30 to 39,0.43700000000000006,Favorable
1.0,0.0,G,32.0,26.0,10.0,First call,1.0,30-39,Asian,Male,Chavez,More,No,Approve,Approve,Asian,Neither,No,No,No,Better,Other,Republican,College grad,50 to 75K,Liberal,18 to 64,State,Complete,Albuqueque area,30 to 44,30 to 39,Republican,30 to 39,0.439,Favorable
1.0,0.0,G,32.0,26.0,11.0,First call,1.0,65 and over,White,,Chavez,Less,No,Approve,Disapprove,White,,,,,,,,,,,65 and over,State,Not complete,Albuqueque area,60 and over,65 and over,,65 and over,0.583,Unfavorable
1.0,0.0,G,32.0,26.0,12.0,First call,1.0,60-64,White,Male,Chavez,More,No,Approve,Disapprove,White,Neither,No,No,Yes,Better,Clinton,Democrat,No HS,15 to 30K,Liberal,18 to 64,State,Complete,Albuqueque area,60 and over,65 and over,Democrat,50 to 64,0.585,Favorable
1.0,0.0,G,32.0,26.0,13.0,First call,1.0,65 and over,Hispanic,Female,Chavez,More,Yes,Approve,Approve,Hispanic,Support Clinton,No,No,Yes,Better,Clinton,Democrat,HS grad,30 to 50K,,65 and over,State,Complete,Albuqueque area,60 and over,65 and over,Democrat,65 and over,0.49,Favorable
1.0,0.0,G,32.0,26.0,14.0,First call,1.0,50-59,Hispanic,Female,Johnson,Less,Yes,Disapprove,Approve,,Neither,No,Yes,Yes,Worse,Dole,Independent,Some college,Under 15K,Moderate,18 to 64,State,Complete,Albuqueque area,45 to 59,50 to 59,Independent/Other,50 to 64,0.5660000000000001,Unfavorable
1.0,0.0,G,32.0,26.0,15.0,First call,1.0,30-39,White,Male,Chavez,More,No,Approve,Disapprove,White,Neither,No,Yes,Yes,Worse,Clinton,Something else,Postgrad,30 to 50K,Liberal,18 to 64,State,Complete,Albuqueque area,30 to 44,30 to 39,Independent/Other,30 to 39,0.439,Unfavorable
1.0,0.0,G,32.0,26.0,16.0,Second call,1.0,45-49,Hispanic,Female,Chavez,Less,Yes,Approve,Disapprove,White,Neither,No,No,No,Better,Other,Independent,,15 to 30K,Liberal,18 to 64,State,Complete,Albuqueque area,45 to 59,40 to 49,Independent/Other,40 to 49,0.368,Unfavorable
1.0,0.0,G,32.0,26.0,17.0,Second call,1.0,25-29,Hispanic,Female,Johnson,More,Yes,Disapprove,Disapprove,Hispanic,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,Some college,Under 15K,Moderate,18 to 64,State,Complete,Albuqueque area,18 to 29,25 to 29,Republican,25 to 29,0.578,Unfavorable
1.0,0.0,G,32.0,26.0,18.0,Second call,1.0,50-59,Hispanic,Male,Chavez,More,Yes,Approve,Approve,Hispanic,Neither,No,,Yes,Better,Dole,Something else,College grad,75 to 100K,Moderate,18 to 64,State,Complete,Albuqueque area,45 to 59,50 to 59,Independent/Other,50 to 64,0.369,Favorable
1.0,0.0,G,32.0,26.0,19.0,Second call,1.0,45-49,White,Female,Johnson,Less,No,Approve,Disapprove,White,Neither,No,No,No,Better,Did not vote,Democrat,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Albuqueque area,45 to 59,40 to 49,Democrat,40 to 49,0.6709999999999999,
1.0,0.0,G,32.0,26.0,20.0,Second call,1.0,65 and over,Hispanic,Female,Chavez,,Yes,Approve,,,Neither,No,No,,Better,Clinton,Democrat,No HS,,,65 and over,State,Complete,Albuqueque area,60 and over,65 and over,Democrat,65 and over,0.49,Favorable
1.0,0.0,G,32.0,26.0,21.0,Second call,1.0,60-64,Hispanic,Male,Johnson,Less,Yes,Disapprove,Approve,Hispanic,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Democrat,College grad,30 to 50K,Conservative,18 to 64,State,Complete,Albuqueque area,60 and over,65 and over,Democrat,50 to 64,0.756,Unfavorable
1.0,0.0,G,32.0,26.0,22.0,Second call,1.0,45-49,Hispanic,Female,Chavez,More,Yes,Approve,,Hispanic,Neither,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,State,Complete,Albuqueque area,45 to 59,40 to 49,Democrat,40 to 49,0.368,Unfavorable
1.0,0.0,G,32.0,26.0,23.0,Second call,1.0,65 and over,Hispanic,Female,Chavez,More,Yes,Approve,Disapprove,Hispanic,Neither,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,65 and over,State,Complete,Albuqueque area,60 and over,65 and over,Democrat,65 and over,0.49,Favorable
1.0,0.0,G,32.0,26.0,24.0,Third call,1.0,50-59,White,Male,Chavez,More,No,Approve,Disapprove,White,Neither,No,No,No,Worse,Clinton,Independent,Postgrad,50 to 75K,Liberal,18 to 64,State,Complete,Albuqueque area,45 to 59,50 to 59,Independent/Other,50 to 64,0.439,Favorable
