State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,State economy condition,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Religion,Income,Ideology,Age (65 and over),State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 implied dec,Senate issues,Governor issues,Future of state economy,Clinton as person,Union memeber in HH
36.0,28.0,35.0,Third call,40-44,,Female,Voinovich,Taft,Disapprove,Approve,Oppose Clinton,Yes,Not so good,Yes,Yes,Yes,Better,Dole,Independent,HS grad,Other Christian,30 to 50K,Conservative,18 to 64,State,Complete,Cuyahoga County,30 to 44,40 to 49,Independent/Other,40 to 49,0.9560000000000001,,,Worse,Unfavorable,No
36.0,28.0,36.0,Third call,18-24,White,Female,Voinovich,Fisher,Approve,Approve,Neither,No,Good,No,Yes,,Same,Perot,Independent,College grad,Catholic,Under 15K,Moderate,18 to 64,State,Complete,Cuyahoga County,18 to 29,18 to 24,Independent/Other,18 to 24,0.943,Education,Education,Same,Unfavorable,Yes
36.0,30.0,1.0,First call,65 and over,White,Male,Voinovich,Taft,Disapprove,Approve,Oppose Clinton,No,Good,Yes,Yes,Yes,Same,Dole,Republican,Some college,Protestant,Under 15K,Moderate,65 and over,State,Complete,Cuyahoga County,60 and over,60 and over,Republican,65 and over,0.5920000000000001,Social Security,Crime/drugs,,Unfavorable,No
36.0,30.0,2.0,First call,30-39,White,Male,Voinovich,Taft,Disapprove,Approve,Neither,Yes,Good,Yes,Yes,Yes,Same,Dole,Independent,College grad,Catholic,50 to 75K,Conservative,18 to 64,State,Complete,Cuyahoga County,30 to 44,30 to 39,Independent/Other,30 to 39,0.6789999999999999,Education,Education,Same,Unfavorable,Yes
36.0,30.0,3.0,First call,50-59,White,Male,Voinovich,Taft,Disapprove,Disapprove,Neither,No,Good,No,Yes,Yes,Same,Dole,Independent,HS grad,Catholic,50 to 75K,Moderate,18 to 64,State,Complete,Cuyahoga County,45 to 59,50 to 59,Independent/Other,50 to 64,0.6789999999999999,Economy/jobs,Economy/jobs,Better,Unfavorable,Yes
36.0,30.0,4.0,First call,30-39,White,Male,Boyle,Fisher,Approve,,Neither,,Good,No,No,No,Better,Perot,Democrat,HS grad,Protestant,15 to 30K,Liberal,18 to 64,State,Complete,Cuyahoga County,30 to 44,30 to 39,Democrat,30 to 39,0.642,Economy/jobs,Economy/jobs,Same,Favorable,Yes
36.0,30.0,5.0,First call,30-39,White,Male,Voinovich,Fisher,Disapprove,Approve,Oppose Clinton,No,Not so good,Yes,Yes,No,Better,Dole,Independent,Postgrad,None,50 to 75K,Conservative,18 to 64,State,Complete,Cuyahoga County,30 to 44,30 to 39,Independent/Other,30 to 39,0.6609999999999999,Clin/Lwnsky,,Worse,Unfavorable,No
36.0,30.0,6.0,First call,25-29,White,Male,Voinovich,Taft,Disapprove,Disapprove,Neither,No,Good,No,Yes,Yes,Better,Dole,Republican,Some college,Catholic,15 to 30K,Conservative,18 to 64,State,Complete,Cuyahoga County,18 to 29,25 to 29,Republican,25 to 29,0.688,Taxes,Economy/jobs,Same,Favorable,Yes
36.0,30.0,7.0,First call,50-59,White,Male,Voinovich,Taft,Disapprove,Approve,Oppose Clinton,No,Excellent,Yes,Yes,No,Better,Dole,Republican,Some college,Protestant,30 to 50K,Conservative,18 to 64,State,Complete,Cuyahoga County,45 to 59,50 to 59,Republican,50 to 64,0.6789999999999999,Clin/Lwnsky,Economy/jobs,Better,Unfavorable,No
36.0,30.0,8.0,First call,65 and over,White,Male,Voinovich,Taft,Disapprove,Disapprove,Neither,Yes,Excellent,Yes,Yes,No,Better,Dole,Republican,Postgrad,Catholic,100K or more,Conservative,65 and over,State,Complete,Cuyahoga County,60 and over,60 and over,Republican,65 and over,0.5920000000000001,Economy/jobs,Taxes,Same,Unfavorable,No
36.0,30.0,9.0,First call,30-39,White,Male,Boyle,Fisher,Disapprove,Disapprove,Neither,No,Good,No,No,No,Same,Perot,Independent,Some college,Catholic,30 to 50K,Moderate,18 to 64,State,Complete,Cuyahoga County,30 to 44,30 to 39,Independent/Other,30 to 39,0.642,,,Better,Unfavorable,No
36.0,30.0,10.0,First call,50-59,White,Female,Boyle,Fisher,Approve,Disapprove,Neither,No,Good,No,No,No,Better,Clinton,Democrat,College grad,None,75 to 100K,Liberal,18 to 64,State,Complete,Cuyahoga County,45 to 59,50 to 59,Democrat,50 to 64,0.705,Social Security,Health care,Same,Favorable,No
36.0,30.0,11.0,Second call,65 and over,White,Female,Boyle,Fisher,Disapprove,Disapprove,Neither,No,Good,No,No,Yes,Same,Clinton,Democrat,Postgrad,Other Christian,15 to 30K,Moderate,65 and over,State,Complete,Cuyahoga County,60 and over,60 and over,Democrat,65 and over,0.617,Education,Education,Same,Unfavorable,No
36.0,30.0,12.0,Second call,30-39,White,Male,Voinovich,,Disapprove,Approve,Neither,No,Good,Yes,Yes,No,Same,Dole,Republican,Postgrad,Protestant,30 to 50K,Conservative,18 to 64,State,Complete,Cuyahoga County,30 to 44,30 to 39,Republican,30 to 39,0.6749999999999999,Foreign policy,,Same,Unfavorable,Yes
36.0,30.0,13.0,Second call,50-59,White,Female,Voinovich,Taft,Disapprove,Approve,Neither,No,Good,No,Yes,,Same,Clinton,Democrat,Postgrad,Other Christian,100K or more,Moderate,18 to 64,State,Complete,Cuyahoga County,45 to 59,50 to 59,Democrat,50 to 64,0.7469999999999999,Education,Health care,Same,Unfavorable,No
36.0,30.0,14.0,Second call,65 and over,White,Female,,Fisher,Approve,Disapprove,Support Clinton,No,Excellent,No,No,No,Better,Clinton,Democrat,HS grad,Protestant,Under 15K,Moderate,65 and over,State,Complete,Cuyahoga County,60 and over,60 and over,Democrat,65 and over,0.626,Education,Crime/drugs,Better,Favorable,
36.0,30.0,15.0,Second call,65 and over,White,Female,Voinovich,Taft,Disapprove,Approve,Neither,,Good,Yes,Yes,,Same,Dole,Republican,HS grad,Protestant,Under 15K,Moderate,65 and over,State,Complete,Cuyahoga County,60 and over,60 and over,Republican,65 and over,0.652,Social Security,Economy/jobs,Same,Unfavorable,No
36.0,30.0,16.0,Second call,60-64,,Female,Voinovich,Taft,Approve,Disapprove,,No,Excellent,No,No,Yes,Same,Dole,,Some college,Protestant,,,18 to 64,State,Complete,Cuyahoga County,60 and over,60 and over,,50 to 64,0.652,,,Same,Unfavorable,No
36.0,30.0,17.0,Second call,40-44,White,Male,Voinovich,Taft,Disapprove,Approve,Neither,Yes,Good,Yes,Yes,Yes,Better,Dole,Republican,Some college,Catholic,50 to 75K,Moderate,18 to 64,State,Complete,Cuyahoga County,30 to 44,40 to 49,Republican,40 to 49,0.6789999999999999,Taxes,Taxes,Better,Unfavorable,No
36.0,30.0,18.0,Second call,40-44,White,Male,Voinovich,Taft,Approve,Approve,Neither,No,Good,No,No,No,Worse,Clinton,Democrat,HS grad,Other Christian,Under 15K,Moderate,18 to 64,State,Complete,Cuyahoga County,30 to 44,40 to 49,Democrat,40 to 49,0.6789999999999999,Economy/jobs,Economy/jobs,Better,Favorable,Yes
36.0,30.0,19.0,Second call,40-44,White,Female,Boyle,Taft,Disapprove,Disapprove,Oppose Clinton,No,Good,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,Catholic,100K or more,Moderate,18 to 64,State,Complete,Cuyahoga County,30 to 44,40 to 49,Republican,40 to 49,0.7269999999999999,,,Better,Unfavorable,No
36.0,30.0,20.0,Second call,65 and over,White,Male,Voinovich,Taft,,,,No,,,,,,,,,Protestant,,,65 and over,State,Not complete,Cuyahoga County,60 and over,60 and over,,65 and over,0.5920000000000001,,,,,
36.0,30.0,21.0,Second call,65 and over,White,Female,Boyle,Taft,Approve,Disapprove,Support Clinton,,Good,No,No,No,Better,Clinton,Independent,Some college,Protestant,15 to 30K,Moderate,65 and over,State,Complete,Cuyahoga County,60 and over,60 and over,Independent/Other,65 and over,0.634,,,Better,,No
36.0,30.0,22.0,Second call,60-64,White,Female,Voinovich,Taft,Approve,Approve,Neither,No,Good,No,Yes,Yes,Same,Dole,Republican,Some college,Protestant,50 to 75K,Moderate,18 to 64,State,Complete,Cuyahoga County,60 and over,60 and over,Republican,50 to 64,0.652,Social Security,Education,Better,Unfavorable,No
36.0,30.0,23.0,Second call,45-49,White,Female,Voinovich,Taft,Disapprove,Approve,Oppose Clinton,No,Good,Yes,Yes,No,Same,Dole,Something else,Postgrad,Catholic,100K or more,Moderate,18 to 64,State,Complete,Cuyahoga County,45 to 59,40 to 49,Independent/Other,40 to 49,0.7469999999999999,Clin/Lwnsky,Crime/drugs,Better,Unfavorable,No
36.0,30.0,24.0,Second call,60-64,White,Male,Voinovich,Taft,Disapprove,Approve,Oppose Clinton,No,Good,Yes,Yes,No,Same,Dole,Republican,College grad,Protestant,100K or more,Moderate,18 to 64,State,Complete,Cuyahoga County,60 and over,60 and over,Republican,50 to 64,0.5920000000000001,Clin/Lwnsky,Economy/jobs,Same,Unfavorable,No
36.0,30.0,25.0,Second call,30-39,White,Female,Boyle,Fisher,Approve,Disapprove,Neither,No,Good,No,No,No,Better,Clinton,Democrat,Postgrad,Catholic,50 to 75K,Liberal,18 to 64,State,Complete,Cuyahoga County,30 to 44,30 to 39,Democrat,30 to 39,0.705,Education,Education,Better,Favorable,No
36.0,30.0,26.0,Third call,65 and over,White,Male,Voinovich,Fisher,Approve,Disapprove,Neither,No,Good,No,No,Yes,Same,,Independent,Postgrad,Protestant,50 to 75K,Moderate,65 and over,State,Complete,Cuyahoga County,60 and over,60 and over,Independent/Other,65 and over,0.575,Social Security,Education,Same,Unfavorable,No
36.0,30.0,27.0,Third call,30-39,White,Female,Boyle,Fisher,Approve,Disapprove,Oppose Clinton,No,Not so good,No,No,Yes,Better,Dole,Democrat,College grad,Protestant,30 to 50K,Conservative,18 to 64,State,Complete,Cuyahoga County,30 to 44,30 to 39,Democrat,30 to 39,0.705,,,Same,Favorable,Yes
36.0,30.0,28.0,Third call,40-44,White,Male,Boyle,Fisher,Approve,Disapprove,Neither,No,Good,No,No,Yes,Better,Clinton,Democrat,Postgrad,Protestant,100K or more,Liberal,18 to 64,State,Complete,Cuyahoga County,30 to 44,40 to 49,Democrat,40 to 49,0.642,Education,Education,Same,Favorable,No
36.0,30.0,29.0,Third call,65 and over,White,Male,Voinovich,Taft,Disapprove,Disapprove,Neither,No,Good,No,Yes,Yes,Better,Dole,Republican,College grad,Protestant,50 to 75K,Moderate,65 and over,State,Complete,Cuyahoga County,60 and over,60 and over,Republican,65 and over,0.5920000000000001,Education,Taxes,Better,Unfavorable,No
36.0,30.0,30.0,Third call,30-39,White,Male,Voinovich,Taft,Disapprove,Approve,Oppose Clinton,No,Excellent,Yes,Yes,No,Same,Dole,Republican,College grad,Catholic,100K or more,Moderate,18 to 64,State,Complete,Cuyahoga County,30 to 44,30 to 39,Republican,30 to 39,0.6789999999999999,Economy/jobs,Economy/jobs,Better,Unfavorable,No
36.0,30.0,31.0,Third call,18-24,White,Male,Boyle,Fisher,Approve,Disapprove,Neither,No,Good,No,No,No,Better,Clinton,Democrat,Some college,Catholic,50 to 75K,Moderate,18 to 64,State,Complete,Cuyahoga County,18 to 29,18 to 24,Democrat,18 to 24,0.652,Taxes,Economy/jobs,Better,Favorable,No
36.0,30.0,32.0,Third call,50-59,White,Male,Voinovich,Taft,Approve,Approve,Neither,No,Good,No,No,Yes,Better,Dole,Independent,Postgrad,Protestant,100K or more,Moderate,18 to 64,State,Complete,Cuyahoga County,45 to 59,50 to 59,Independent/Other,50 to 64,0.6789999999999999,,,Same,Unfavorable,No
36.0,30.0,33.0,Third call,60-64,White,Female,Voinovich,Fisher,Approve,Disapprove,Neither,No,Good,No,No,No,Better,Clinton,Independent,Postgrad,Protestant,100K or more,Liberal,18 to 64,State,Complete,Cuyahoga County,60 and over,60 and over,Independent/Other,50 to 64,0.632,,,Same,Unfavorable,No
36.0,30.0,34.0,Third call,65 and over,White,Female,Boyle,Fisher,Approve,Disapprove,Neither,No,Good,No,No,No,Same,Clinton,Independent,College grad,Protestant,50 to 75K,Liberal,65 and over,State,Complete,Cuyahoga County,60 and over,60 and over,Independent/Other,65 and over,0.617,Economy/jobs,,Better,Favorable,No
36.0,30.0,35.0,Third call,25-29,White,Male,Voinovich,Taft,Approve,Disapprove,Support Clinton,No,Good,No,No,No,Better,Did not vote,Democrat,No HS,Catholic,30 to 50K,Moderate,18 to 64,State,Complete,Cuyahoga County,18 to 29,25 to 29,Democrat,25 to 29,0.688,Education,Crime/drugs,Better,Favorable,Yes
36.0,30.0,36.0,Third call,25-29,White,Male,Voinovich,Taft,Disapprove,Approve,Oppose Clinton,Yes,Good,Yes,Yes,No,Same,Dole,Republican,Some college,Protestant,15 to 30K,Conservative,18 to 64,State,Complete,Cuyahoga County,18 to 29,25 to 29,Republican,25 to 29,0.688,Taxes,Taxes,Better,Unfavorable,No
36.0,30.0,37.0,Third call,60-64,White,Male,Boyle,Fisher,Approve,Disapprove,Neither,No,Good,No,Yes,Yes,Same,Clinton,Independent,College grad,Other Christian,50 to 75K,Moderate,18 to 64,State,Complete,Cuyahoga County,60 and over,60 and over,Independent/Other,50 to 64,0.5599999999999999,,,Same,Unfavorable,No
36.0,30.0,38.0,Third call,50-59,White,Male,Boyle,Taft,Disapprove,Disapprove,Neither,No,Good,,,,Better,Dole,Independent,Some college,Catholic,100K or more,Moderate,18 to 64,State,Complete,Cuyahoga County,45 to 59,50 to 59,Independent/Other,50 to 64,0.6609999999999999,Economy/jobs,Education,Same,Unfavorable,No
36.0,30.0,39.0,Third call,25-29,White,Female,Other,Other,Approve,Approve,Neither,No,Not so good,No,No,No,Same,Perot,Independent,Some college,Something else,30 to 50K,Moderate,18 to 64,State,Complete,Cuyahoga County,18 to 29,25 to 29,Independent/Other,25 to 29,1.043,Education,Education,Better,Unfavorable,Yes
36.0,30.0,40.0,Third call,30-39,White,Male,Boyle,Fisher,Approve,Disapprove,Support Clinton,No,Excellent,No,No,Yes,Better,Clinton,Democrat,HS grad,Other Christian,15 to 30K,Moderate,18 to 64,State,Complete,Cuyahoga County,30 to 44,30 to 39,Democrat,30 to 39,0.642,Education,Education,Same,Unfavorable,No
36.0,30.0,41.0,Third call,45-49,White,Male,Voinovich,Taft,Disapprove,Approve,Oppose Clinton,No,Good,Yes,Yes,No,Worse,Dole,Republican,Postgrad,Catholic,75 to 100K,Conservative,18 to 64,State,Complete,Cuyahoga County,45 to 59,40 to 49,Republican,40 to 49,0.6789999999999999,Economy/jobs,Economy/jobs,Better,Unfavorable,No
36.0,30.0,42.0,Third call,60-64,White,Female,Voinovich,Fisher,Approve,Disapprove,Neither,No,Good,No,Yes,,Same,Clinton,Independent,Some college,Catholic,30 to 50K,Moderate,18 to 64,State,Complete,Cuyahoga County,60 and over,60 and over,Independent/Other,50 to 64,0.632,Social Security,Health care,Worse,Unfavorable,
36.0,30.0,43.0,Third call,45-49,White,Female,Voinovich,Taft,Disapprove,Disapprove,Neither,No,Good,Yes,Yes,No,Better,Dole,Independent,Postgrad,Other Christian,50 to 75K,Moderate,18 to 64,State,Complete,Cuyahoga County,45 to 59,40 to 49,Independent/Other,40 to 49,0.7469999999999999,Economy/jobs,,Same,Unfavorable,No
36.0,30.0,44.0,Third call,30-39,White,Male,Voinovich,Taft,Approve,Approve,Neither,No,Excellent,No,Yes,,Same,Perot,Independent,Some college,Protestant,50 to 75K,Moderate,18 to 64,State,Complete,Cuyahoga County,30 to 44,30 to 39,Independent/Other,30 to 39,0.6789999999999999,Social Security,Economy/jobs,Worse,Unfavorable,No
36.0,32.0,1.0,First call,50-59,White,Female,Voinovich,,Approve,,Neither,No,Good,No,No,No,Same,Clinton,Something else,Some college,Jewish,15 to 30K,,18 to 64,State,Complete,Cuyahoga County,45 to 59,50 to 59,Independent/Other,50 to 64,1.3639999999999999,,,,Favorable,No
36.0,32.0,2.0,First call,45-49,,Male,Boyle,Other,Approve,Disapprove,Neither,No,Excellent,No,Yes,Yes,Same,Clinton,Democrat,College grad,None,15 to 30K,Moderate,18 to 64,State,Complete,Cuyahoga County,45 to 59,40 to 49,Democrat,40 to 49,1.6989999999999998,Education,Education,Worse,Unfavorable,No
36.0,32.0,3.0,First call,65 and over,White,Male,Boyle,Fisher,Approve,Disapprove,Neither,No,Good,No,No,Yes,Same,Clinton,Democrat,Postgrad,Jewish,50 to 75K,Liberal,65 and over,State,Complete,Cuyahoga County,60 and over,60 and over,Democrat,65 and over,1.034,,,Better,Unfavorable,No
36.0,32.0,4.0,First call,25-29,White,Female,Boyle,Fisher,Disapprove,Disapprove,Neither,No,Good,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,Other Christian,75 to 100K,Moderate,18 to 64,State,Complete,Cuyahoga County,18 to 29,25 to 29,Republican,25 to 29,1.317,Economy/jobs,Health care,Same,Unfavorable,No
36.0,32.0,5.0,First call,30-39,White,Male,Boyle,Fisher,Approve,Approve,Support Clinton,No,Good,No,No,No,Same,Clinton,Democrat,Postgrad,Jewish,50 to 75K,Moderate,18 to 64,State,Complete,Cuyahoga County,30 to 44,30 to 39,Democrat,30 to 39,1.184,Economy/jobs,Education,Same,Unfavorable,No
36.0,32.0,6.0,First call,50-59,White,Female,Boyle,Taft,Approve,Approve,Neither,No,Good,No,No,Yes,Better,Clinton,Independent,Some college,Jewish,,Moderate,18 to 64,State,Complete,Cuyahoga County,45 to 59,50 to 59,Independent/Other,50 to 64,1.337,Education,Taxes,Same,Favorable,No
36.0,32.0,7.0,First call,30-39,White,Male,Voinovich,Taft,Approve,Disapprove,Neither,No,Excellent,No,No,Yes,Better,Clinton,Republican,Postgrad,Protestant,50 to 75K,Moderate,18 to 64,State,Complete,Cuyahoga County,30 to 44,30 to 39,Republican,30 to 39,1.249,Economy/jobs,Economy/jobs,Same,Unfavorable,No
36.0,32.0,8.0,First call,65 and over,White,Male,Voinovich,Taft,Disapprove,Approve,Oppose Clinton,No,Excellent,Yes,Yes,Yes,Better,Dole,Republican,College grad,Protestant,100K or more,Conservative,65 and over,State,Complete,Cuyahoga County,60 and over,60 and over,Republican,65 and over,1.091,Economy/jobs,Education,Better,Unfavorable,No
36.0,32.0,9.0,First call,50-59,,Female,Other,Other,,,,No,,,,,,,,,None,,,18 to 64,State,Not complete,Cuyahoga County,45 to 59,50 to 59,,50 to 64,1.895,,,,,
36.0,32.0,10.0,First call,50-59,Black,Male,Voinovich,Taft,Approve,Disapprove,Neither,No,Not so good,No,No,Yes,Better,Clinton,Democrat,Postgrad,None,50 to 75K,,18 to 64,State,Complete,Cuyahoga County,45 to 59,50 to 59,Democrat,50 to 64,1.234,Economy/jobs,Economy/jobs,Same,Favorable,Yes
36.0,32.0,11.0,Second call,65 and over,White,Male,Boyle,Fisher,Approve,Disapprove,Neither,No,Good,No,No,No,Same,Clinton,Democrat,College grad,Jewish,30 to 50K,Moderate,65 and over,State,Complete,Cuyahoga County,60 and over,60 and over,Democrat,65 and over,1.034,Social Security,Health care,Better,Favorable,No
36.0,32.0,12.0,Second call,50-59,Hispanic,Male,Boyle,Fisher,Approve,Disapprove,Support Clinton,No,Good,No,No,Yes,Better,Clinton,Democrat,HS grad,Catholic,30 to 50K,,18 to 64,State,Complete,Cuyahoga County,45 to 59,50 to 59,Democrat,50 to 64,1.171,Social Security,Education,Better,Favorable,No
36.0,32.0,13.0,Second call,25-29,Black,Female,Boyle,Fisher,Approve,Disapprove,Neither,No,Good,No,No,No,Better,Clinton,Democrat,College grad,Catholic,75 to 100K,,18 to 64,State,Complete,Cuyahoga County,18 to 29,25 to 29,Democrat,25 to 29,1.302,Education,Education,Better,Favorable,No
36.0,32.0,14.0,Second call,50-59,White,Male,Boyle,Fisher,Approve,Disapprove,Neither,No,Good,No,No,No,Same,Clinton,Democrat,Some college,Catholic,100K or more,Moderate,18 to 64,State,Complete,Cuyahoga County,45 to 59,50 to 59,Democrat,50 to 64,1.184,Economy/jobs,Education,Same,Favorable,Yes
36.0,32.0,15.0,Second call,30-39,White,Female,Boyle,Fisher,Approve,Approve,Neither,No,Good,Yes,Yes,Yes,Same,Clinton,Democrat,College grad,Other Christian,50 to 75K,Moderate,18 to 64,State,Complete,Cuyahoga County,30 to 44,30 to 39,Democrat,30 to 39,1.299,Education,Economy/jobs,Same,Unfavorable,No
36.0,32.0,16.0,Second call,30-39,White,Female,Voinovich,Taft,Disapprove,Approve,Oppose Clinton,No,Good,Yes,Yes,Yes,Better,Dole,Republican,College grad,Catholic,100K or more,Conservative,18 to 64,State,Complete,Cuyahoga County,30 to 44,30 to 39,Republican,30 to 39,1.3719999999999999,,Education,Better,Unfavorable,No
36.0,32.0,17.0,Second call,30-39,Black,Female,Boyle,Fisher,Approve,Disapprove,,No,Not so good,No,No,No,Better,Clinton,,College grad,,100K or more,Moderate,18 to 64,State,Complete,Cuyahoga County,30 to 44,30 to 39,,30 to 39,1.285,Economy/jobs,Economy/jobs,Same,Favorable,Yes
36.0,32.0,18.0,Second call,65 and over,White,Female,Boyle,Fisher,Approve,Disapprove,Neither,No,Good,No,No,Yes,Same,Clinton,Independent,College grad,Jewish,,Moderate,65 and over,State,Complete,Cuyahoga County,60 and over,60 and over,Independent/Other,65 and over,1.136,,,Worse,Unfavorable,No
36.0,32.0,19.0,Second call,60-64,Black,Male,Boyle,Fisher,Approve,Disapprove,Support Clinton,No,Good,No,No,No,Same,Clinton,Independent,Postgrad,Protestant,30 to 50K,Moderate,18 to 64,State,Complete,Cuyahoga County,60 and over,60 and over,Independent/Other,50 to 64,1.023,Clin/Lwnsky,Health care,Better,Favorable,No
36.0,32.0,20.0,Second call,65 and over,White,Female,Boyle,Fisher,Approve,Disapprove,Neither,No,Good,No,No,Yes,Same,Clinton,Independent,Some college,Jewish,50 to 75K,Liberal,65 and over,State,Complete,Cuyahoga County,60 and over,60 and over,Independent/Other,65 and over,1.136,Economy/jobs,Economy/jobs,Better,Unfavorable,No
36.0,32.0,21.0,Second call,60-64,Black,Female,Boyle,Fisher,Approve,Disapprove,Neither,No,Not so good,No,No,No,Same,Clinton,Republican,Postgrad,Protestant,30 to 50K,Liberal,18 to 64,State,Complete,Cuyahoga County,60 and over,60 and over,Republican,50 to 64,1.123,Clin/Lwnsky,Economy/jobs,Same,Favorable,Yes
36.0,32.0,22.0,Second call,50-59,White,Male,Boyle,Fisher,Approve,Disapprove,Neither,No,Good,No,No,Yes,Same,Clinton,Democrat,Postgrad,Jewish,50 to 75K,Liberal,18 to 64,State,Complete,Cuyahoga County,45 to 59,50 to 59,Democrat,50 to 64,1.184,,,Same,Favorable,No
36.0,32.0,23.0,Second call,65 and over,White,Female,Boyle,Fisher,Approve,Approve,,No,Good,No,Yes,Yes,Same,Clinton,Democrat,Some college,Catholic,75 to 100K,Moderate,65 and over,State,Complete,Cuyahoga County,60 and over,60 and over,Democrat,65 and over,1.136,Social Security,Health care,Same,,No
36.0,32.0,24.0,Second call,65 and over,White,Female,Boyle,Fisher,Approve,Disapprove,Support Clinton,No,Not so good,No,No,Yes,Better,Clinton,Democrat,Postgrad,Protestant,75 to 100K,Liberal,65 and over,State,Complete,Cuyahoga County,60 and over,60 and over,Democrat,65 and over,1.136,Education,Education,Worse,Unfavorable,No
36.0,32.0,25.0,Second call,65 and over,White,,Boyle,Fisher,Approve,Disapprove,Support Clinton,No,Good,No,No,No,Same,Clinton,Democrat,,Jewish,15 to 30K,Liberal,65 and over,State,Complete,Cuyahoga County,60 and over,60 and over,Democrat,65 and over,1.034,Economy/jobs,Health care,Better,Favorable,No
36.0,32.0,26.0,Second call,65 and over,White,Male,Boyle,Taft,Disapprove,Approve,,No,Good,,Yes,Yes,Same,Dole,Republican,College grad,Protestant,75 to 100K,Conservative,65 and over,State,Complete,Cuyahoga County,60 and over,60 and over,Republican,65 and over,1.064,Taxes,Health care,Better,Unfavorable,No
36.0,32.0,27.0,Third call,40-44,White,Male,Voinovich,Fisher,Approve,Disapprove,Support Clinton,No,Good,No,No,No,Same,Clinton,Democrat,College grad,Catholic,50 to 75K,Liberal,18 to 64,State,Complete,Cuyahoga County,30 to 44,40 to 49,Democrat,40 to 49,1.216,Economy/jobs,Economy/jobs,Same,Unfavorable,No
36.0,32.0,28.0,Third call,65 and over,,Female,Boyle,Fisher,Approve,Disapprove,Neither,No,Good,No,No,No,Same,Clinton,Democrat,College grad,Protestant,50 to 75K,Liberal,65 and over,State,Complete,Cuyahoga County,60 and over,60 and over,Democrat,65 and over,1.136,Economy/jobs,Economy/jobs,Same,Favorable,No
36.0,32.0,29.0,Third call,50-59,Black,Male,Boyle,Fisher,Approve,Disapprove,Neither,No,Not so good,No,No,No,Better,Clinton,Democrat,Postgrad,Jewish,100K or more,Liberal,18 to 64,State,Complete,Cuyahoga County,45 to 59,50 to 59,Democrat,50 to 64,1.171,Education,Education,Same,Favorable,No
36.0,32.0,30.0,Third call,50-59,White,Female,Voinovich,Fisher,Approve,Disapprove,Neither,No,Good,No,No,No,Same,Clinton,Independent,Postgrad,Jewish,50 to 75K,Liberal,18 to 64,State,Complete,Cuyahoga County,45 to 59,50 to 59,Independent/Other,50 to 64,1.333,Education,Education,Same,Unfavorable,No
36.0,32.0,31.0,Third call,25-29,White,Female,Voinovich,Taft,Approve,Disapprove,Neither,No,Good,No,Yes,,,Clinton,,College grad,,,Moderate,18 to 64,State,Complete,Cuyahoga County,18 to 29,25 to 29,,25 to 29,1.391,,,Same,Unfavorable,No
36.0,32.0,32.0,Third call,30-39,White,Male,Boyle,Fisher,Approve,Disapprove,Neither,No,Good,No,No,Yes,Better,Clinton,Democrat,Postgrad,Jewish,100K or more,Moderate,18 to 64,State,Complete,Cuyahoga County,30 to 44,30 to 39,Democrat,30 to 39,1.184,Social Security,Health care,Same,Unfavorable,No
36.0,32.0,33.0,Third call,65 and over,White,Male,Voinovich,Fisher,Approve,Disapprove,Neither,No,Good,No,No,Yes,Same,Clinton,Democrat,HS grad,Jewish,,Liberal,65 and over,State,Complete,Cuyahoga County,60 and over,60 and over,Democrat,65 and over,1.061,,,Worse,Unfavorable,No
36.0,32.0,34.0,Third call,40-44,White,Female,Voinovich,Taft,,Disapprove,Oppose Clinton,No,Good,,,Yes,Better,Dole,Republican,College grad,Catholic,75 to 100K,Moderate,18 to 64,State,Complete,Cuyahoga County,30 to 44,40 to 49,Republican,40 to 49,1.3719999999999999,Economy/jobs,Education,Same,Unfavorable,No
36.0,39.0,1.0,First call,45-49,White,Male,Voinovich,Taft,,Approve,Neither,No,Not so good,No,Yes,Yes,Same,Dole,Republican,HS grad,Protestant,30 to 50K,Moderate,18 to 64,State,Complete,Central,45 to 59,40 to 49,Republican,40 to 49,0.8140000000000001,Taxes,Taxes,Same,Unfavorable,No
36.0,39.0,2.0,First call,30-39,White,Female,Boyle,Fisher,Approve,Disapprove,Neither,No,Good,No,No,No,Same,Clinton,Democrat,HS grad,Protestant,15 to 30K,Moderate,18 to 64,State,Complete,Central,30 to 44,30 to 39,Democrat,30 to 39,0.86,Economy/jobs,Economy/jobs,Same,Unfavorable,No
36.0,39.0,3.0,First call,45-49,White,Male,Boyle,Fisher,Approve,Approve,Neither,No,Good,No,No,Yes,Same,Clinton,Democrat,No HS,Protestant,30 to 50K,Moderate,18 to 64,State,Complete,Central,45 to 59,40 to 49,Democrat,40 to 49,0.843,Education,Education,Same,Unfavorable,Yes
36.0,39.0,4.0,First call,45-49,White,Female,Boyle,Fisher,Approve,Disapprove,Support Clinton,No,Good,No,No,Yes,Worse,Clinton,Democrat,Postgrad,Something else,50 to 75K,Liberal,18 to 64,State,Complete,Central,45 to 59,40 to 49,Democrat,40 to 49,0.86,Social Security,Health care,Worse,Favorable,No
