State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Race,Hispanic descent,Clinton Approval,Congress Approval,Q-Race (without Hispanic adj),Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Education,Income,Ideology,Age (65 and over),Prop300: Bar Medical Use of Marijuana,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 implied dec
3.0,9.0,37.0,Third call,60-64,White,Male,McCain,Hull,No,Disapprove,Disapprove,White,Oppose Clinton,Yes,Yes,Yes,Better,Did not vote,Republican,College grad,50 to 75K,Conservative,18 to 64,No,State,Complete,Maricopa County,60 and over,65 and over,Republican,50 to 64,1.6640000000000001
3.0,9.0,38.0,Third call,30-39,White,Female,McCain,Hull,No,Disapprove,Approve,White,Neither,Yes,Yes,Yes,Better,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,No,State,Complete,Maricopa County,30 to 44,30 to 39,Republican,30 to 39,1.764
3.0,9.0,39.0,Third call,60-64,Other,Male,McCain,Hull,No,Disapprove,Approve,,Neither,Yes,Yes,Yes,Same,Dole,Independent,Postgrad,100K or more,Moderate,18 to 64,No,State,Complete,Maricopa County,60 and over,65 and over,Independent/Other,50 to 64,1.6640000000000001
3.0,15.0,1.0,First call,65 and over,White,Male,McCain,Hull,No,Disapprove,Disapprove,White,Oppose Clinton,No,Yes,Yes,Same,Dole,Republican,Some college,50 to 75K,Conservative,65 and over,No,State,Complete,Maricopa County,60 and over,65 and over,Republican,65 and over,0.9269999999999999
3.0,15.0,2.0,First call,50-59,White,Female,McCain,Hull,No,Approve,Disapprove,White,Neither,No,No,No,Better,Clinton,Democrat,College grad,75 to 100K,Moderate,18 to 64,No,State,Complete,Maricopa County,45 to 59,50 to 59,Democrat,50 to 64,0.9820000000000001
3.0,15.0,3.0,First call,60-64,White,Male,McCain,Hull,No,Disapprove,Approve,White,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,Some college,,Moderate,18 to 64,Yes,State,Complete,Maricopa County,60 and over,65 and over,Republican,50 to 64,0.934
3.0,15.0,4.0,First call,25-29,White,Male,,,No,Disapprove,Disapprove,White,Neither,Yes,Yes,No,Better,Did not vote,Independent,Some college,15 to 30K,Liberal,18 to 64,No,State,Complete,Maricopa County,18 to 29,25 to 29,Independent/Other,25 to 29,1.416
3.0,15.0,5.0,First call,50-59,White,Male,Other,Hull,No,Disapprove,Approve,White,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,Some college,75 to 100K,Conservative,18 to 64,Yes,State,Complete,Maricopa County,45 to 59,50 to 59,Republican,50 to 64,0.8520000000000001
3.0,15.0,6.0,First call,65 and over,White,Female,McCain,Hull,No,Approve,Disapprove,White,Support Clinton,No,No,No,Same,Dole,Republican,Some college,Under 15K,Moderate,65 and over,Yes,State,Complete,Maricopa County,60 and over,65 and over,Republican,65 and over,1.006
3.0,15.0,7.0,First call,40-44,White,Male,Ranger,Johnson,No,Approve,Disapprove,White,Neither,No,No,No,Better,Perot,Democrat,Some college,30 to 50K,Liberal,18 to 64,No,State,Complete,Maricopa County,30 to 44,40 to 49,Democrat,40 to 49,1.07
3.0,15.0,8.0,First call,65 and over,White,,Ranger,Hull,No,Approve,Disapprove,White,Neither,No,No,Yes,Better,Clinton,Democrat,Postgrad,50 to 75K,Liberal,65 and over,No,State,Complete,Maricopa County,60 and over,65 and over,Democrat,65 and over,0.965
3.0,15.0,9.0,First call,30-39,White,Female,McCain,Hull,No,Disapprove,,White,,,,,,,,,,,18 to 64,Yes,State,Not complete,Maricopa County,30 to 44,30 to 39,,30 to 39,0.989
3.0,15.0,10.0,First call,25-29,Black,Female,McCain,Hull,No,Approve,Disapprove,Black,Neither,No,No,No,Same,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,No,State,Complete,Maricopa County,18 to 29,25 to 29,Democrat,25 to 29,1.525
3.0,15.0,11.0,First call,60-64,White,Male,McCain,Hull,No,Disapprove,Approve,White,Neither,Yes,Yes,No,Same,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,No,State,Complete,Maricopa County,60 and over,65 and over,Republican,50 to 64,0.9269999999999999
3.0,15.0,12.0,First call,45-49,White,Male,,Johnson,No,Approve,Disapprove,White,Neither,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,No,State,Complete,Maricopa County,45 to 59,40 to 49,Democrat,40 to 49,1.031
3.0,15.0,13.0,First call,30-39,White,Female,McCain,Hull,No,Disapprove,Approve,White,Neither,Yes,Yes,No,Better,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,No,State,Complete,Maricopa County,30 to 44,30 to 39,Republican,30 to 39,0.9820000000000001
3.0,15.0,14.0,First call,40-44,White,Male,McCain,Hull,No,Disapprove,Approve,White,Oppose Clinton,Yes,Yes,No,Worse,Dole,Republican,Some college,50 to 75K,Moderate,18 to 64,No,State,Complete,Maricopa County,30 to 44,40 to 49,Republican,40 to 49,0.911
3.0,15.0,15.0,Second call,30-39,White,Female,McCain,Hull,No,Disapprove,Approve,White,Neither,No,Yes,No,Better,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,No,State,Complete,Maricopa County,30 to 44,30 to 39,Republican,30 to 39,0.9820000000000001
3.0,15.0,16.0,Second call,40-44,White,Female,McCain,Hull,No,Approve,Approve,White,Neither,No,No,No,Better,Clinton,Republican,Some college,15 to 30K,Moderate,18 to 64,,State,Complete,Maricopa County,30 to 44,40 to 49,Republican,40 to 49,0.985
3.0,15.0,17.0,Second call,50-59,White,Female,McCain,Hull,No,Disapprove,Disapprove,White,Neither,,Yes,,Same,Perot,Democrat,Some college,,Liberal,18 to 64,Yes,State,Complete,Maricopa County,45 to 59,50 to 59,Democrat,50 to 64,0.989
3.0,15.0,18.0,Second call,40-44,Hispanic,Male,McCain,Hull,Yes,Disapprove,Approve,,Oppose Clinton,Yes,Yes,No,Worse,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Yes,State,Complete,Maricopa County,30 to 44,40 to 49,Republican,40 to 49,0.979
3.0,15.0,19.0,Second call,65 and over,White,Male,McCain,Hull,No,Disapprove,Disapprove,White,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,Some college,100K or more,Moderate,65 and over,Yes,State,Complete,Maricopa County,60 and over,65 and over,Republican,65 and over,0.934
3.0,15.0,20.0,Second call,50-59,White,Male,McCain,Johnson,No,Approve,Disapprove,White,Neither,No,No,Yes,Worse,Dole,Republican,Postgrad,50 to 75K,Moderate,18 to 64,No,State,Complete,Maricopa County,45 to 59,50 to 59,Republican,50 to 64,1.025
3.0,15.0,21.0,Second call,60-64,White,Female,McCain,Hull,No,Approve,Approve,White,Neither,Yes,No,,Better,Dole,Republican,No HS,15 to 30K,Conservative,18 to 64,No,State,Complete,Maricopa County,60 and over,65 and over,Republican,50 to 64,0.999
3.0,15.0,22.0,Second call,18-24,White,Male,McCain,Hull,No,Disapprove,Approve,White,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,College grad,15 to 30K,Conservative,18 to 64,Yes,State,Complete,Maricopa County,18 to 29,18 to 24,Republican,18 to 24,1.329
3.0,15.0,23.0,Second call,30-39,White,Male,McCain,Johnson,No,Approve,Disapprove,White,Neither,No,Yes,No,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,No,State,Complete,Maricopa County,30 to 44,30 to 39,Democrat,30 to 39,1.025
3.0,15.0,24.0,Second call,45-49,White,Male,McCain,Johnson,No,Approve,Disapprove,White,Neither,No,No,Yes,Better,Perot,Republican,College grad,75 to 100K,Moderate,18 to 64,No,State,Complete,Maricopa County,45 to 59,40 to 49,Republican,40 to 49,1.025
3.0,15.0,25.0,Second call,30-39,White,Female,Ranger,Johnson,No,Approve,Disapprove,White,Support Clinton,No,Yes,No,Better,Clinton,Democrat,College grad,75 to 100K,Moderate,18 to 64,No,State,Complete,Maricopa County,30 to 44,30 to 39,Democrat,30 to 39,1.153
3.0,15.0,26.0,Second call,30-39,White,Female,Ranger,Johnson,No,Approve,Disapprove,White,Neither,No,No,Yes,Better,Perot,Republican,Some college,30 to 50K,Conservative,18 to 64,No,State,Complete,Maricopa County,30 to 44,30 to 39,Republican,30 to 39,1.153
3.0,15.0,27.0,Second call,65 and over,White,Male,McCain,Hull,No,Disapprove,Approve,White,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,,Moderate,65 and over,Yes,State,Complete,Maricopa County,60 and over,65 and over,Republican,65 and over,0.934
3.0,15.0,28.0,Second call,45-49,White,Female,McCain,Hull,No,Approve,Disapprove,White,Neither,No,No,Yes,Better,Clinton,Republican,Some college,50 to 75K,Moderate,18 to 64,No,State,Complete,Maricopa County,45 to 59,40 to 49,Republican,40 to 49,0.9820000000000001
3.0,15.0,29.0,Second call,65 and over,White,Female,McCain,Hull,,Approve,Disapprove,White,Support Clinton,No,No,Yes,Same,Clinton,Democrat,HS grad,Under 15K,Moderate,65 and over,,State,Complete,Maricopa County,60 and over,65 and over,Democrat,65 and over,1.002
3.0,15.0,30.0,Second call,40-44,Hispanic,Male,McCain,Hull,Yes,Disapprove,Approve,,Neither,Yes,Yes,Yes,Same,Did not vote,Republican,Some college,30 to 50K,Moderate,18 to 64,Yes,State,Complete,Maricopa County,30 to 44,40 to 49,Republican,40 to 49,0.979
3.0,15.0,31.0,Second call,45-49,White,Male,McCain,Hull,No,Disapprove,Approve,White,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,Some college,50 to 75K,,18 to 64,Yes,State,Complete,Maricopa County,45 to 59,40 to 49,Republican,40 to 49,0.917
3.0,15.0,32.0,Second call,60-64,White,Female,McCain,Hull,No,Approve,Disapprove,White,Neither,No,Yes,Yes,Worse,Dole,Republican,College grad,30 to 50K,Moderate,18 to 64,No,State,Complete,Maricopa County,60 and over,65 and over,Republican,50 to 64,0.999
3.0,15.0,33.0,Second call,65 and over,White,Female,McCain,Johnson,No,Disapprove,Approve,White,Oppose Clinton,Yes,Yes,Yes,Same,Clinton,Democrat,HS grad,Under 15K,Moderate,65 and over,Yes,State,Complete,Maricopa County,60 and over,65 and over,Democrat,65 and over,1.133
3.0,15.0,34.0,Second call,18-24,White,Male,,,No,Approve,Disapprove,White,Neither,No,No,Yes,Better,Clinton,Independent,Some college,15 to 30K,Liberal,18 to 64,No,State,Complete,Maricopa County,18 to 29,18 to 24,Independent/Other,18 to 24,1.416
3.0,15.0,35.0,Second call,65 and over,White,Male,McCain,Johnson,No,Approve,Disapprove,White,Neither,No,Yes,No,Better,Perot,Republican,Some college,50 to 75K,Conservative,65 and over,Yes,State,Complete,Maricopa County,60 and over,65 and over,Republican,65 and over,1.049
3.0,15.0,36.0,Second call,18-24,White,Female,McCain,Hull,No,Disapprove,Approve,White,Neither,Yes,Yes,Yes,Better,Perot,Democrat,Some college,50 to 75K,Conservative,18 to 64,No,State,Complete,Maricopa County,18 to 29,18 to 24,Democrat,18 to 24,1.424
3.0,15.0,37.0,Second call,40-44,White,Female,McCain,Hull,No,Disapprove,Approve,White,Neither,No,Yes,Yes,Better,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Yes,State,Complete,Maricopa County,30 to 44,40 to 49,Republican,40 to 49,0.989
3.0,15.0,38.0,Second call,60-64,White,Male,McCain,Hull,No,Approve,Disapprove,White,Neither,No,No,Yes,Better,Clinton,Independent,College grad,50 to 75K,Moderate,18 to 64,No,State,Complete,Maricopa County,60 and over,65 and over,Independent/Other,50 to 64,0.9269999999999999
3.0,15.0,39.0,Third call,50-59,White,Female,McCain,Hull,No,Disapprove,Approve,White,Oppose Clinton,Yes,Yes,No,Same,Dole,Independent,Some college,30 to 50K,Moderate,18 to 64,Yes,State,Complete,Maricopa County,45 to 59,50 to 59,Independent/Other,50 to 64,0.989
3.0,15.0,40.0,Third call,50-59,White,Male,McCain,Hull,No,Disapprove,Disapprove,White,Oppose Clinton,Yes,Yes,Yes,Same,Perot,Republican,Postgrad,50 to 75K,Moderate,18 to 64,Yes,State,Complete,Maricopa County,45 to 59,50 to 59,Republican,50 to 64,0.917
3.0,15.0,41.0,Third call,45-49,White,Male,McCain,Johnson,No,Disapprove,Disapprove,White,Neither,,,,Better,,Something else,Postgrad,,Moderate,18 to 64,No,State,Complete,Maricopa County,45 to 59,40 to 49,Independent/Other,40 to 49,1.025
3.0,15.0,42.0,Third call,45-49,White,Male,Ranger,Johnson,No,Approve,Disapprove,White,Neither,No,No,No,Better,Clinton,Democrat,College grad,75 to 100K,Moderate,18 to 64,No,State,Complete,Maricopa County,45 to 59,40 to 49,Democrat,40 to 49,1.07
3.0,15.0,43.0,Third call,40-44,White,Female,McCain,Hull,No,Approve,Disapprove,White,Neither,No,No,No,Better,Clinton,Republican,Some college,75 to 100K,Liberal,18 to 64,No,State,Complete,Maricopa County,30 to 44,40 to 49,Republican,40 to 49,0.9820000000000001
3.0,15.0,44.0,Third call,18-24,Black,Male,McCain,Hull,No,Disapprove,Approve,Black,Oppose Clinton,Yes,Yes,No,Worse,Dole,Independent,No HS,Under 15K,Conservative,18 to 64,Yes,State,Complete,Maricopa County,18 to 29,18 to 24,Independent/Other,18 to 24,1.419
3.0,15.0,45.0,Third call,45-49,White,Male,Ranger,Johnson,No,Approve,Disapprove,White,Support Clinton,No,No,Yes,Worse,Clinton,Democrat,Postgrad,50 to 75K,Conservative,18 to 64,Yes,State,Complete,Maricopa County,45 to 59,40 to 49,Democrat,40 to 49,1.078
3.0,15.0,46.0,Third call,30-39,White,Female,Other,Hull,,Disapprove,Disapprove,White,Neither,No,Yes,Yes,Same,Clinton,Independent,Postgrad,30 to 50K,Moderate,18 to 64,No,State,Complete,Maricopa County,30 to 44,30 to 39,Independent/Other,30 to 39,0.914
3.0,15.0,47.0,Third call,65 and over,White,Male,Ranger,Hull,No,Approve,Disapprove,White,Neither,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,65 and over,Yes,State,Complete,Maricopa County,60 and over,65 and over,Democrat,65 and over,0.9720000000000001
3.0,15.0,48.0,Third call,45-49,White,Female,McCain,Johnson,No,Disapprove,Approve,White,Neither,,,,Same,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,Yes,State,Complete,Maricopa County,45 to 59,40 to 49,Republican,40 to 49,1.113
3.0,15.0,49.0,Third call,50-59,White,Male,McCain,Johnson,No,Approve,Disapprove,White,Neither,No,No,Yes,Same,Clinton,Republican,College grad,15 to 30K,Moderate,18 to 64,No,State,Complete,Maricopa County,45 to 59,50 to 59,Republican,50 to 64,1.025
3.0,15.0,50.0,Third call,30-39,Other,Male,McCain,Hull,No,Disapprove,Approve,,Oppose Clinton,No,No,No,Better,Perot,Independent,College grad,75 to 100K,Moderate,18 to 64,No,State,Complete,Maricopa County,30 to 44,30 to 39,Independent/Other,30 to 39,0.911
3.0,18.0,1.0,First call,65 and over,White,Female,Ranger,Johnson,No,Approve,Disapprove,White,Neither,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Moderate,65 and over,Yes,State,Complete,Maricopa County,60 and over,65 and over,Democrat,65 and over,1.866
3.0,18.0,2.0,First call,65 and over,White,Male,Ranger,Other,No,Approve,Disapprove,White,Neither,No,Yes,No,Same,Dole,Republican,HS grad,30 to 50K,Liberal,65 and over,Yes,State,Complete,Maricopa County,60 and over,65 and over,Republican,65 and over,3.164
3.0,18.0,3.0,First call,25-29,White,Female,McCain,Hull,No,Approve,Approve,White,Neither,No,No,No,Better,Clinton,Independent,HS grad,30 to 50K,Moderate,18 to 64,No,State,Complete,Maricopa County,18 to 29,25 to 29,Independent/Other,25 to 29,2.257
3.0,18.0,4.0,First call,40-44,White,Male,McCain,Hull,No,Disapprove,Approve,White,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,No,State,Complete,Maricopa County,30 to 44,40 to 49,Republican,40 to 49,1.438
3.0,18.0,5.0,First call,65 and over,White,Female,McCain,Johnson,No,Approve,Disapprove,White,Support Clinton,No,No,Yes,Better,Clinton,Republican,HS grad,30 to 50K,Moderate,65 and over,No,State,Complete,Maricopa County,60 and over,65 and over,Republican,65 and over,1.779
3.0,18.0,6.0,First call,65 and over,White,Female,McCain,Johnson,No,Approve,Disapprove,White,Neither,No,No,Yes,Same,Dole,Independent,Some college,Under 15K,Moderate,65 and over,Yes,State,Complete,Maricopa County,60 and over,65 and over,Independent/Other,65 and over,1.7890000000000001
3.0,18.0,7.0,First call,45-49,Hispanic,Male,,Johnson,Yes,Approve,Approve,,Neither,No,No,No,Better,Other,Independent,Some college,50 to 75K,Moderate,18 to 64,Yes,State,Complete,Maricopa County,45 to 59,40 to 49,Independent/Other,40 to 49,1.753
3.0,18.0,8.0,First call,30-39,White,Male,,Johnson,No,Approve,Approve,White,Neither,No,Yes,Yes,Better,Dole,Democrat,Some college,50 to 75K,Moderate,18 to 64,Yes,State,Complete,Maricopa County,30 to 44,30 to 39,Democrat,30 to 39,1.6400000000000001
3.0,18.0,9.0,First call,40-44,White,Male,,,No,Disapprove,Disapprove,White,Neither,Yes,Yes,No,Same,Other,Independent,,50 to 75K,Liberal,18 to 64,Yes,State,Complete,Maricopa County,30 to 44,40 to 49,Independent/Other,40 to 49,1.553
3.0,18.0,10.0,First call,40-44,Black,Male,Other,Other,No,Approve,Disapprove,Black,Neither,No,No,No,Better,Perot,Independent,College grad,15 to 30K,Conservative,18 to 64,Yes,State,Complete,Maricopa County,30 to 44,40 to 49,Independent/Other,40 to 49,2.962
3.0,18.0,11.0,First call,50-59,White,Female,McCain,Hull,No,Disapprove,Approve,White,Neither,Yes,Yes,Yes,Worse,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Yes,State,Complete,Maricopa County,45 to 59,50 to 59,Republican,50 to 64,1.564
3.0,18.0,12.0,First call,30-39,White,Female,McCain,Hull,No,Approve,Disapprove,White,Neither,No,No,No,Better,Clinton,Democrat,HS grad,75 to 100K,Moderate,18 to 64,No,State,Complete,Maricopa County,30 to 44,30 to 39,Democrat,30 to 39,1.554
3.0,18.0,13.0,First call,50-59,White,Male,McCain,Johnson,No,Approve,Approve,White,Neither,No,No,No,Better,Clinton,Democrat,Postgrad,75 to 100K,Moderate,18 to 64,Yes,State,Complete,Maricopa County,45 to 59,50 to 59,Democrat,50 to 64,1.63
3.0,18.0,14.0,First call,40-44,White,Male,Ranger,,No,Disapprove,,White,Support Clinton,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Yes,State,Complete,Maricopa County,30 to 44,40 to 49,Democrat,40 to 49,1.609
3.0,18.0,15.0,First call,50-59,White,Male,McCain,Hull,No,Disapprove,Approve,White,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,Some college,30 to 50K,Moderate,18 to 64,No,State,Complete,Maricopa County,45 to 59,50 to 59,Republican,50 to 64,1.438
3.0,18.0,16.0,Second call,65 and over,White,Female,McCain,Hull,No,Approve,Disapprove,White,Support Clinton,No,No,Yes,Same,Clinton,Democrat,Some college,30 to 50K,Moderate,65 and over,,State,Complete,Maricopa County,60 and over,65 and over,Democrat,65 and over,1.585
3.0,18.0,17.0,Second call,65 and over,White,Male,McCain,Hull,No,Approve,Disapprove,White,Support Clinton,No,No,No,Worse,Clinton,Something else,HS grad,15 to 30K,Conservative,65 and over,No,State,Complete,Maricopa County,60 and over,65 and over,Independent/Other,65 and over,1.463
3.0,18.0,18.0,Second call,25-29,White,Male,McCain,Johnson,No,Approve,Disapprove,White,Neither,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,No,State,Complete,Maricopa County,18 to 29,25 to 29,Democrat,25 to 29,2.3529999999999998
3.0,18.0,19.0,Second call,65 and over,White,Female,McCain,Hull,No,Approve,Approve,White,Neither,No,No,Yes,Better,Clinton,,HS grad,30 to 50K,Moderate,65 and over,No,State,Complete,Maricopa County,60 and over,65 and over,,65 and over,1.581
3.0,18.0,20.0,Second call,65 and over,White,Male,McCain,Hull,No,Disapprove,Approve,White,Oppose Clinton,Yes,Yes,No,Worse,Dole,Republican,Postgrad,30 to 50K,Moderate,65 and over,No,State,Complete,Maricopa County,60 and over,65 and over,Republican,65 and over,1.463
3.0,18.0,21.0,Second call,18-24,White,Female,McCain,Johnson,,Approve,Approve,White,Neither,No,No,No,Better,Did not vote,Republican,Some college,50 to 75K,Moderate,18 to 64,No,State,Complete,Maricopa County,18 to 29,18 to 24,Republican,18 to 24,2.54
3.0,18.0,22.0,Second call,30-39,White,Female,,Hull,No,Approve,Approve,White,Neither,No,No,Yes,Better,Did not vote,Republican,Some college,50 to 75K,Moderate,18 to 64,No,State,Complete,Maricopa County,30 to 44,30 to 39,Republican,30 to 39,1.564
3.0,18.0,23.0,Second call,40-44,White,Female,McCain,Hull,No,Approve,Disapprove,White,Neither,No,No,No,Same,Did not vote,Democrat,Some college,15 to 30K,Conservative,18 to 64,No,State,Complete,Maricopa County,30 to 44,40 to 49,Democrat,40 to 49,1.554
3.0,18.0,24.0,Second call,65 and over,White,Female,McCain,Johnson,No,Approve,Disapprove,White,Support Clinton,No,No,No,Better,Clinton,Democrat,College grad,15 to 30K,Conservative,65 and over,No,State,Complete,Maricopa County,60 and over,65 and over,Democrat,65 and over,1.779
3.0,18.0,25.0,Second call,45-49,White,Female,,Hull,No,Disapprove,Disapprove,White,Neither,Yes,Yes,Yes,Better,Clinton,Independent,College grad,50 to 75K,Moderate,18 to 64,No,State,Complete,Maricopa County,45 to 59,40 to 49,Independent/Other,40 to 49,1.564
3.0,18.0,26.0,Second call,60-64,White,Male,McCain,Hull,No,Disapprove,Disapprove,White,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,Some college,15 to 30K,Conservative,18 to 64,No,State,Complete,Maricopa County,60 and over,65 and over,Republican,50 to 64,1.463
3.0,18.0,27.0,Second call,65 and over,White,Female,McCain,Hull,No,Disapprove,Approve,White,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,College grad,,Moderate,65 and over,No,State,Complete,Maricopa County,60 and over,65 and over,Republican,65 and over,1.581
3.0,18.0,28.0,Second call,50-59,White,Male,McCain,Hull,No,Disapprove,Approve,White,Neither,Yes,Yes,No,Same,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,Yes,State,Complete,Maricopa County,45 to 59,50 to 59,Republican,50 to 64,1.448
3.0,18.0,29.0,Second call,65 and over,White,Male,McCain,Johnson,No,Disapprove,Approve,White,,,,,,,,,,,65 and over,Yes,State,Not complete,Maricopa County,60 and over,65 and over,,65 and over,1.657
3.0,18.0,30.0,Second call,65 and over,,Male,Ranger,Johnson,No,Approve,Approve,,,No,No,No,Better,Clinton,Democrat,No HS,Under 15K,Moderate,65 and over,Yes,State,Complete,Maricopa County,60 and over,65 and over,Democrat,65 and over,1.7289999999999999
3.0,18.0,31.0,Second call,60-64,White,Female,McCain,Hull,No,Disapprove,Disapprove,White,Oppose Clinton,Yes,Yes,No,Same,Dole,Independent,,50 to 75K,Conservative,18 to 64,Yes,State,Complete,Maricopa County,60 and over,65 and over,Independent/Other,50 to 64,1.591
3.0,18.0,32.0,Second call,50-59,White,,Ranger,,,Approve,,White,Support Clinton,No,No,,Better,Clinton,Democrat,College grad,,Liberal,18 to 64,No,State,Complete,Maricopa County,45 to 59,50 to 59,Democrat,50 to 64,1.728
3.0,18.0,33.0,Second call,40-44,White,Female,Ranger,Hull,No,Disapprove,Approve,White,Neither,Yes,Yes,No,Worse,Perot,Democrat,HS grad,50 to 75K,Conservative,18 to 64,Yes,State,Complete,Maricopa County,30 to 44,40 to 49,Democrat,40 to 49,1.629
3.0,18.0,34.0,Second call,65 and over,White,Male,Ranger,Johnson,No,Approve,Disapprove,White,Support Clinton,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Moderate,65 and over,Yes,State,Complete,Maricopa County,60 and over,65 and over,Democrat,65 and over,1.7289999999999999
3.0,18.0,35.0,Second call,60-64,White,Female,McCain,Johnson,No,Disapprove,Disapprove,White,Oppose Clinton,No,Yes,Yes,Worse,Perot,Republican,Some college,Under 15K,Conservative,18 to 64,No,State,Complete,Maricopa County,60 and over,65 and over,Republican,50 to 64,1.779
3.0,18.0,36.0,Second call,65 and over,White,Male,McCain,Johnson,No,Approve,Disapprove,White,Support Clinton,No,No,No,Better,Clinton,Something else,No HS,30 to 50K,,65 and over,Yes,State,Complete,Maricopa County,60 and over,65 and over,Independent/Other,65 and over,1.657
3.0,18.0,37.0,Third call,40-44,White,Female,McCain,Hull,No,Disapprove,Approve,White,Neither,Yes,Yes,,Better,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,No,State,Complete,Maricopa County,30 to 44,40 to 49,Republican,40 to 49,1.554
3.0,18.0,38.0,Third call,30-39,White,Female,Ranger,Johnson,No,Approve,Approve,White,Neither,No,Yes,Yes,Better,Clinton,Republican,College grad,30 to 50K,Moderate,18 to 64,No,State,Complete,Maricopa County,30 to 44,30 to 39,Republican,30 to 39,1.826
3.0,18.0,39.0,Third call,65 and over,White,Female,Ranger,Hull,No,Approve,Disapprove,White,,,,,,,Democrat,HS grad,,,65 and over,No,State,Complete,Maricopa County,60 and over,65 and over,Democrat,65 and over,1.6480000000000001
3.0,18.0,40.0,Third call,45-49,White,Male,McCain,Hull,No,Approve,Disapprove,White,Neither,No,No,Yes,Worse,Clinton,Independent,Some college,50 to 75K,Conservative,18 to 64,No,State,Complete,Maricopa County,45 to 59,40 to 49,Independent/Other,40 to 49,1.438
3.0,18.0,41.0,Third call,40-44,White,Male,McCain,Johnson,No,Disapprove,Approve,White,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,Yes,State,Complete,Maricopa County,30 to 44,40 to 49,Republican,40 to 49,1.63
3.0,18.0,42.0,Third call,30-39,White,Female,McCain,Hull,No,Disapprove,Disapprove,White,Neither,Yes,Yes,Yes,Better,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,Yes,State,Complete,Maricopa County,30 to 44,30 to 39,Republican,30 to 39,1.564
3.0,18.0,43.0,Third call,18-24,White,Male,McCain,Hull,No,Approve,Approve,White,Neither,No,No,No,Better,Clinton,Independent,No HS,30 to 50K,Moderate,18 to 64,No,State,Complete,Maricopa County,18 to 29,18 to 24,Independent/Other,18 to 24,2.091
3.0,18.0,44.0,Third call,50-59,White,Male,McCain,Johnson,No,Disapprove,Disapprove,White,Neither,No,Yes,,,Dole,Independent,HS grad,30 to 50K,Conservative,18 to 64,Yes,State,Complete,Maricopa County,45 to 59,50 to 59,Independent/Other,50 to 64,1.63
3.0,18.0,45.0,Third call,50-59,White,Male,McCain,Hull,No,Approve,Approve,White,Support Clinton,No,No,No,Better,Did not vote,Something else,HS grad,50 to 75K,Conservative,18 to 64,No,State,Complete,Maricopa County,45 to 59,50 to 59,Independent/Other,50 to 64,1.438
3.0,18.0,46.0,Third call,25-29,White,Male,McCain,Johnson,No,Disapprove,Approve,White,Oppose Clinton,Yes,No,Yes,Better,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,No,State,Complete,Maricopa County,18 to 29,25 to 29,Republican,25 to 29,2.3529999999999998
3.0,18.0,47.0,Third call,45-49,White,Female,McCain,Hull,No,Approve,Disapprove,White,Neither,No,No,No,Better,Clinton,Independent,College grad,75 to 100K,Moderate,18 to 64,Yes,State,Complete,Maricopa County,45 to 59,40 to 49,Independent/Other,40 to 49,1.564
