State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Income,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl
45.0,7.0,49.0,Third call,60-64,White,Male,Bennett,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,75 to 100K,Conservative,18 to 64,State,East/Odgen area,60 and over,60 and over,Republican,50 to 64,0.455
45.0,7.0,50.0,Third call,25-29,White,Male,Leckman,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Same,Did not vote,Democrat,50 to 75K,Moderate,18 to 64,State,East/Odgen area,18 to 29,25 to 29,Democrat,25 to 29,0.47600000000000003
45.0,7.0,51.0,Third call,45-49,White,Male,Bennett,Disapprove,Approve,Neither,No,No,Yes,Yes,Better,Dole,Republican,75 to 100K,Moderate,18 to 64,State,East/Odgen area,45 to 59,40 to 49,Republican,40 to 49,0.452
45.0,7.0,52.0,Third call,50-59,White,Female,Leckman,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,East/Odgen area,45 to 59,50 to 59,Democrat,50 to 64,0.511
45.0,7.0,53.0,Third call,50-59,White,Female,Bennett,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,50 to 75K,Moderate,18 to 64,State,East/Odgen area,45 to 59,50 to 59,Republican,50 to 64,0.472
45.0,7.0,54.0,Third call,30-39,Hispanic,Female,Bennett,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Better,Dole,Republican,30 to 50K,Conservative,18 to 64,State,East/Odgen area,30 to 44,30 to 39,Republican,30 to 39,0.472
45.0,10.0,1.0,First call,45-49,White,Female,Leckman,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,75 to 100K,Moderate,18 to 64,State,East/Odgen area,45 to 59,40 to 49,Democrat,40 to 49,0.922
45.0,10.0,2.0,First call,65 and over,White,Male,Bennett,Disapprove,Approve,Neither,No,No,Yes,No,Better,Dole,Republican,30 to 50K,Conservative,65 and over,State,East/Odgen area,60 and over,60 and over,Republican,65 and over,0.8200000000000001
45.0,10.0,3.0,First call,40-44,White,Male,Bennett,Disapprove,Approve,Neither,No,Yes,Yes,No,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,East/Odgen area,30 to 44,40 to 49,Republican,40 to 49,0.8150000000000001
45.0,10.0,4.0,First call,50-59,White,Male,Leckman,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Independent,75 to 100K,Moderate,18 to 64,State,East/Odgen area,45 to 59,50 to 59,Independent/Other,50 to 64,0.8820000000000001
45.0,10.0,5.0,First call,30-39,White,Female,Bennett,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Moderate,18 to 64,State,East/Odgen area,30 to 44,30 to 39,Republican,30 to 39,0.853
45.0,10.0,6.0,First call,30-39,White,Male,Bennett,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,75 to 100K,Conservative,18 to 64,State,East/Odgen area,30 to 44,30 to 39,Republican,30 to 39,0.8150000000000001
45.0,10.0,7.0,First call,65 and over,White,Male,Leckman,Approve,Disapprove,Neither,No,No,No,No,Worse,Dole,Republican,,Conservative,65 and over,State,East/Odgen area,60 and over,60 and over,Republican,65 and over,0.888
45.0,10.0,8.0,First call,18-24,White,Male,Leckman,Disapprove,Disapprove,Neither,No,No,No,No,Better,Dole,Something else,15 to 30K,Moderate,18 to 64,State,East/Odgen area,18 to 29,18 to 24,Independent/Other,18 to 24,0.86
45.0,10.0,9.0,First call,30-39,White,Female,Bennett,Disapprove,Approve,Neither,,Yes,Yes,Yes,Better,Dole,Republican,,Moderate,18 to 64,State,East/Odgen area,30 to 44,30 to 39,Republican,30 to 39,0.853
45.0,10.0,10.0,First call,65 and over,White,Male,Bennett,Disapprove,Approve,Oppose Clinton,,Yes,Yes,Yes,Same,Dole,Republican,75 to 100K,Conservative,65 and over,State,East/Odgen area,60 and over,60 and over,Republican,65 and over,0.8200000000000001
45.0,10.0,11.0,First call,65 and over,White,Female,Bennett,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Republican,30 to 50K,Conservative,65 and over,State,East/Odgen area,60 and over,60 and over,Republican,65 and over,0.8580000000000001
45.0,10.0,12.0,First call,40-44,White,Male,Bennett,Disapprove,Approve,Neither,No,No,No,Yes,Same,Dole,Independent,,Moderate,18 to 64,State,East/Odgen area,30 to 44,40 to 49,Independent/Other,40 to 49,0.8150000000000001
45.0,10.0,13.0,First call,40-44,White,Male,Bennett,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Better,Clinton,Republican,75 to 100K,Conservative,18 to 64,State,East/Odgen area,30 to 44,40 to 49,Republican,40 to 49,0.8150000000000001
45.0,10.0,14.0,First call,45-49,White,Female,Leckman,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,75 to 100K,Moderate,18 to 64,State,East/Odgen area,45 to 59,40 to 49,Independent/Other,40 to 49,0.922
45.0,10.0,15.0,First call,40-44,White,Male,Bennett,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,,Same,Dole,Republican,75 to 100K,Conservative,18 to 64,State,East/Odgen area,30 to 44,40 to 49,Republican,40 to 49,0.8150000000000001
45.0,10.0,16.0,Second call,30-39,White,Female,Bennett,Disapprove,Approve,Neither,No,Yes,Yes,No,Better,Dole,Republican,100K or more,Conservative,18 to 64,State,East/Odgen area,30 to 44,30 to 39,Republican,30 to 39,0.853
45.0,10.0,17.0,Second call,60-64,White,Female,Bennett,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Republican,75 to 100K,Moderate,18 to 64,State,East/Odgen area,60 and over,60 and over,Republican,50 to 64,0.8580000000000001
45.0,10.0,18.0,Second call,60-64,White,Male,Leckman,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Republican,75 to 100K,Moderate,18 to 64,State,East/Odgen area,60 and over,60 and over,Republican,50 to 64,0.888
45.0,10.0,19.0,Second call,30-39,White,Female,Bennett,Disapprove,Approve,Neither,Yes,No,Yes,Yes,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,East/Odgen area,30 to 44,30 to 39,Republican,30 to 39,0.853
45.0,10.0,20.0,Second call,30-39,White,Female,Leckman,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,75 to 100K,Conservative,18 to 64,State,East/Odgen area,30 to 44,30 to 39,Republican,30 to 39,0.922
45.0,10.0,21.0,Second call,30-39,White,Male,Bennett,Disapprove,Approve,Neither,,Yes,Yes,No,Better,Dole,Republican,75 to 100K,Conservative,18 to 64,State,East/Odgen area,30 to 44,30 to 39,Republican,30 to 39,0.8150000000000001
45.0,10.0,22.0,Second call,30-39,White,Female,Leckman,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,75 to 100K,Moderate,18 to 64,State,East/Odgen area,30 to 44,30 to 39,Democrat,30 to 39,0.922
45.0,10.0,23.0,Second call,30-39,White,Female,Bennett,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Better,Dole,Republican,100K or more,Moderate,18 to 64,State,East/Odgen area,30 to 44,30 to 39,Republican,30 to 39,0.853
45.0,10.0,24.0,Second call,30-39,White,Female,Bennett,Disapprove,,Oppose Clinton,No,Yes,Yes,,Better,Dole,Republican,75 to 100K,Conservative,18 to 64,State,East/Odgen area,30 to 44,30 to 39,Republican,30 to 39,0.853
45.0,10.0,25.0,Second call,40-44,White,Male,Bennett,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,East/Odgen area,30 to 44,40 to 49,Republican,40 to 49,0.8150000000000001
45.0,10.0,26.0,Second call,18-24,White,Female,Leckman,,,Neither,No,No,No,Yes,Worse,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,East/Odgen area,18 to 29,18 to 24,Democrat,18 to 24,0.9
45.0,10.0,27.0,Second call,30-39,White,Female,Leckman,Approve,Approve,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,100K or more,Conservative,18 to 64,State,East/Odgen area,30 to 44,30 to 39,Republican,30 to 39,0.922
45.0,10.0,28.0,Second call,45-49,White,Male,Bennett,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,East/Odgen area,45 to 59,40 to 49,Democrat,40 to 49,0.8150000000000001
45.0,10.0,29.0,Second call,30-39,White,Male,Bennett,Approve,Approve,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Independent,50 to 75K,Moderate,18 to 64,State,East/Odgen area,30 to 44,30 to 39,Independent/Other,30 to 39,0.8150000000000001
45.0,10.0,30.0,Second call,50-59,White,Female,Bennett,Disapprove,,Oppose Clinton,,Yes,Yes,No,Same,Dole,Republican,100K or more,Conservative,18 to 64,State,East/Odgen area,45 to 59,50 to 59,Republican,50 to 64,0.853
45.0,10.0,31.0,Second call,50-59,White,Female,Bennett,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Democrat,,Moderate,18 to 64,State,East/Odgen area,45 to 59,50 to 59,Democrat,50 to 64,0.853
45.0,10.0,32.0,Second call,45-49,White,Female,Bennett,Disapprove,Approve,Neither,,Yes,Yes,No,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,East/Odgen area,45 to 59,40 to 49,Republican,40 to 49,0.853
45.0,10.0,33.0,Second call,45-49,White,Female,Bennett,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Better,Dole,Republican,100K or more,Conservative,18 to 64,State,East/Odgen area,45 to 59,40 to 49,Republican,40 to 49,0.853
45.0,10.0,34.0,Second call,30-39,White,Male,Bennett,Disapprove,Approve,Neither,No,No,No,Yes,Worse,Dole,Independent,50 to 75K,Conservative,18 to 64,State,East/Odgen area,30 to 44,30 to 39,Independent/Other,30 to 39,0.8150000000000001
45.0,10.0,35.0,Third call,18-24,White,Female,Bennett,Disapprove,Approve,Neither,,No,No,Yes,Better,Did not vote,,75 to 100K,,18 to 64,State,East/Odgen area,18 to 29,18 to 24,,18 to 24,0.8310000000000001
45.0,10.0,36.0,Third call,30-39,White,Male,Bennett,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,100K or more,Conservative,18 to 64,State,East/Odgen area,30 to 44,30 to 39,Republican,30 to 39,0.8150000000000001
45.0,10.0,37.0,Third call,30-39,White,Female,Bennett,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,,Republican,50 to 75K,Conservative,18 to 64,State,East/Odgen area,30 to 44,30 to 39,Republican,30 to 39,0.853
45.0,10.0,38.0,Third call,50-59,White,Female,Bennett,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,East/Odgen area,45 to 59,50 to 59,Republican,50 to 64,0.853
45.0,10.0,39.0,Third call,18-24,White,Male,Bennett,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,75 to 100K,Conservative,18 to 64,State,East/Odgen area,18 to 29,18 to 24,Republican,18 to 24,0.795
45.0,10.0,40.0,Third call,30-39,White,Female,Bennett,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,East/Odgen area,30 to 44,30 to 39,Republican,30 to 39,0.853
45.0,10.0,41.0,Third call,30-39,White,Male,Bennett,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,East/Odgen area,30 to 44,30 to 39,Republican,30 to 39,0.8150000000000001
45.0,10.0,42.0,Third call,65 and over,White,Male,Bennett,Disapprove,Disapprove,Neither,No,No,No,Yes,Same,Dole,Republican,50 to 75K,Conservative,65 and over,State,East/Odgen area,60 and over,60 and over,Republican,65 and over,0.8200000000000001
45.0,10.0,43.0,Third call,30-39,White,Male,Bennett,Disapprove,Approve,Neither,No,No,No,Yes,Same,Dole,Republican,30 to 50K,Moderate,18 to 64,State,East/Odgen area,30 to 44,30 to 39,Republican,30 to 39,0.8150000000000001
45.0,10.0,44.0,Third call,18-24,White,Female,Bennett,Disapprove,Approve,Neither,,Yes,Yes,No,Same,Did not vote,Something else,50 to 75K,Moderate,18 to 64,State,East/Odgen area,18 to 29,18 to 24,Independent/Other,18 to 24,0.8310000000000001
45.0,10.0,45.0,Third call,30-39,White,Female,Bennett,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,East/Odgen area,30 to 44,30 to 39,Republican,30 to 39,0.853
45.0,10.0,46.0,Third call,45-49,White,Male,Leckman,Disapprove,Approve,Neither,No,Yes,Yes,No,Worse,Perot,Democrat,75 to 100K,Moderate,18 to 64,State,East/Odgen area,45 to 59,40 to 49,Democrat,40 to 49,0.8820000000000001
45.0,10.0,47.0,Third call,25-29,White,Female,Bennett,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,East/Odgen area,18 to 29,25 to 29,Republican,25 to 29,0.8310000000000001
45.0,10.0,48.0,Third call,45-49,White,Male,Bennett,Disapprove,Approve,Neither,No,Yes,Yes,No,Better,Dole,Republican,75 to 100K,Conservative,18 to 64,State,East/Odgen area,45 to 59,40 to 49,Republican,40 to 49,0.8150000000000001
45.0,10.0,49.0,Third call,18-24,White,Male,Bennett,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Same,Other,Something else,100K or more,Conservative,18 to 64,State,East/Odgen area,18 to 29,18 to 24,Independent/Other,18 to 24,0.795
45.0,10.0,50.0,Third call,40-44,White,Male,Bennett,Disapprove,Disapprove,Support Clinton,Yes,Yes,Yes,No,Worse,Dole,Independent,,Conservative,18 to 64,State,East/Odgen area,30 to 44,40 to 49,Independent/Other,40 to 49,0.8150000000000001
45.0,10.0,51.0,Third call,40-44,White,Female,Bennett,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Better,Dole,Republican,75 to 100K,Conservative,18 to 64,State,East/Odgen area,30 to 44,40 to 49,Republican,40 to 49,0.853
45.0,10.0,52.0,Third call,25-29,White,Male,Bennett,Disapprove,Approve,Neither,No,No,Yes,Yes,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,East/Odgen area,18 to 29,25 to 29,Republican,25 to 29,0.795
45.0,10.0,53.0,Third call,25-29,Black,Female,Bennett,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,,Same,Other,Republican,50 to 75K,Conservative,18 to 64,State,East/Odgen area,18 to 29,25 to 29,Republican,25 to 29,0.8300000000000001
45.0,10.0,54.0,Third call,45-49,White,Female,Leckman,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,75 to 100K,Moderate,18 to 64,State,East/Odgen area,45 to 59,40 to 49,Democrat,40 to 49,0.922
45.0,10.0,55.0,Third call,45-49,White,Female,Bennett,Approve,Disapprove,Oppose Clinton,No,No,No,,Same,Dole,Republican,100K or more,Moderate,18 to 64,State,East/Odgen area,45 to 59,40 to 49,Republican,40 to 49,0.853
45.0,10.0,56.0,Third call,50-59,White,Male,Bennett,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,75 to 100K,Moderate,18 to 64,State,East/Odgen area,45 to 59,50 to 59,Republican,50 to 64,0.8150000000000001
45.0,17.0,1.0,First call,30-39,White,Male,Bennett,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,National,Salt Lake County,30 to 44,30 to 39,Republican,30 to 39,0.7920000000000001
45.0,17.0,2.0,First call,65 and over,White,Male,Bennett,Disapprove,,,,,,,,,,,,65 and over,National,Salt Lake County,60 and over,60 and over,,65 and over,0.7549999999999999
45.0,17.0,3.0,First call,65 and over,White,Female,Bennett,Approve,Approve,Neither,Yes,No,No,No,Same,Clinton,Republican,15 to 30K,Conservative,65 and over,National,Salt Lake County,60 and over,60 and over,Republican,65 and over,0.744
45.0,17.0,4.0,First call,45-49,White,Female,Leckman,Disapprove,Disapprove,Neither,Yes,No,Yes,Yes,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,National,Salt Lake County,45 to 59,40 to 49,Democrat,40 to 49,0.732
45.0,17.0,5.0,First call,25-29,White,Male,Bennett,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Perot,Independent,30 to 50K,Moderate,18 to 64,National,Salt Lake County,18 to 29,25 to 29,Independent/Other,25 to 29,0.807
45.0,17.0,6.0,First call,65 and over,White,Female,Bennett,Disapprove,,,,,,,,,,,,65 and over,National,Salt Lake County,60 and over,60 and over,,65 and over,0.744
45.0,17.0,7.0,First call,65 and over,White,Female,Leckman,Approve,,,,,,,Worse,,Democrat,15 to 30K,Moderate,65 and over,National,Salt Lake County,60 and over,60 and over,Democrat,65 and over,0.699
45.0,17.0,8.0,First call,45-49,White,Female,Bennett,Disapprove,,,,,,,Worse,,Independent,15 to 30K,Moderate,18 to 64,National,Salt Lake County,45 to 59,40 to 49,Independent/Other,40 to 49,0.78
45.0,17.0,9.0,First call,45-49,White,Male,Leckman,Approve,,,,,,,Worse,,Something else,15 to 30K,Moderate,18 to 64,National,Salt Lake County,45 to 59,40 to 49,Independent/Other,40 to 49,0.7429999999999999
45.0,17.0,10.0,Second call,50-59,White,Male,Bennett,Approve,Approve,Neither,No,Yes,Yes,No,Worse,Dole,Republican,15 to 30K,Conservative,18 to 64,National,Salt Lake County,45 to 59,50 to 59,Republican,50 to 64,0.7920000000000001
45.0,17.0,11.0,Second call,50-59,White,Male,Bennett,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Republican,15 to 30K,Conservative,18 to 64,National,Salt Lake County,45 to 59,50 to 59,Republican,50 to 64,0.7920000000000001
45.0,17.0,12.0,Second call,45-49,White,Female,Leckman,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Something else,15 to 30K,Moderate,18 to 64,National,Salt Lake County,45 to 59,40 to 49,Independent/Other,40 to 49,0.732
45.0,17.0,13.0,Second call,50-59,White,Male,Other,Approve,Approve,,No,No,No,No,Same,Other,Something else,15 to 30K,Liberal,18 to 64,National,Salt Lake County,45 to 59,50 to 59,Independent/Other,50 to 64,1.083
45.0,17.0,14.0,Second call,50-59,White,Male,Bennett,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,National,Salt Lake County,45 to 59,50 to 59,Republican,50 to 64,0.7920000000000001
45.0,17.0,15.0,Second call,65 and over,White,Female,Bennett,Disapprove,Approve,Neither,No,No,No,Yes,Same,Clinton,Republican,15 to 30K,Moderate,65 and over,National,Salt Lake County,60 and over,60 and over,Republican,65 and over,0.744
45.0,17.0,16.0,Second call,65 and over,Hispanic,Male,Leckman,Approve,Disapprove,,,,,,,,,,,65 and over,National,Salt Lake County,60 and over,60 and over,,65 and over,1.009
45.0,17.0,17.0,Second call,60-64,White,Female,Leckman,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,Under 15K,Moderate,18 to 64,National,Salt Lake County,60 and over,60 and over,Democrat,50 to 64,0.699
45.0,17.0,18.0,Second call,50-59,White,Male,Bennett,Disapprove,,,,,,,Worse,,Independent,15 to 30K,Conservative,18 to 64,National,Salt Lake County,45 to 59,50 to 59,Independent/Other,50 to 64,0.7920000000000001
45.0,17.0,19.0,Second call,65 and over,White,Male,Bennett,Approve,,,,,,,Better,,Democrat,Under 15K,Moderate,65 and over,National,Salt Lake County,60 and over,60 and over,Democrat,65 and over,0.7549999999999999
45.0,17.0,20.0,Second call,65 and over,White,Male,Bennett,Disapprove,,,,,,,Same,,Republican,75 to 100K,Conservative,65 and over,National,Salt Lake County,60 and over,60 and over,Republican,65 and over,0.7549999999999999
45.0,17.0,21.0,Second call,65 and over,White,Female,Bennett,Disapprove,,,,,,,,,,,,65 and over,National,Salt Lake County,60 and over,60 and over,,65 and over,0.744
45.0,17.0,22.0,Second call,65 and over,White,Female,Leckman,Approve,,,,,,,Same,,Democrat,15 to 30K,Moderate,65 and over,National,Salt Lake County,60 and over,60 and over,Democrat,65 and over,0.699
45.0,17.0,23.0,Second call,65 and over,White,Male,Leckman,Approve,,,,,,,Better,,Independent,30 to 50K,Moderate,65 and over,National,Salt Lake County,60 and over,60 and over,Independent/Other,65 and over,0.7089999999999999
45.0,17.0,24.0,Second call,50-59,White,Female,Bennett,Approve,,,,,,,Same,,Republican,50 to 75K,Moderate,18 to 64,National,Salt Lake County,45 to 59,50 to 59,Republican,50 to 64,0.78
45.0,17.0,25.0,Third call,30-39,White,Male,Leckman,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,National,Salt Lake County,30 to 44,30 to 39,Democrat,30 to 39,0.7429999999999999
45.0,17.0,26.0,Third call,40-44,Hispanic,Female,Leckman,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Better,Clinton,Democrat,30 to 50K,Conservative,18 to 64,National,Salt Lake County,30 to 44,40 to 49,Democrat,40 to 49,1.042
45.0,17.0,27.0,Third call,30-39,White,Male,Bennett,Approve,Disapprove,Neither,No,Yes,Yes,No,Same,Perot,Independent,30 to 50K,Moderate,18 to 64,National,Salt Lake County,30 to 44,30 to 39,Independent/Other,30 to 39,0.7920000000000001
45.0,17.0,28.0,Third call,40-44,White,Male,Leckman,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,30 to 50K,Liberal,18 to 64,National,Salt Lake County,30 to 44,40 to 49,Independent/Other,40 to 49,0.7429999999999999
45.0,17.0,29.0,Third call,25-29,White,Female,Leckman,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,National,Salt Lake County,18 to 29,25 to 29,Democrat,25 to 29,0.746
45.0,17.0,30.0,Third call,65 and over,White,Male,Leckman,Approve,Disapprove,Neither,Yes,No,No,Yes,Same,Clinton,Democrat,15 to 30K,Moderate,65 and over,National,Salt Lake County,60 and over,60 and over,Democrat,65 and over,0.7089999999999999
45.0,17.0,31.0,Third call,65 and over,White,Male,Bennett,Disapprove,,,,,,,Worse,,Republican,Under 15K,Moderate,65 and over,National,Salt Lake County,60 and over,60 and over,Republican,65 and over,0.7549999999999999
45.0,17.0,32.0,Third call,18-24,White,Female,Bennett,Approve,,,,,,,Same,,Independent,30 to 50K,Moderate,18 to 64,National,Salt Lake County,18 to 29,18 to 24,Independent/Other,18 to 24,0.795
45.0,17.0,33.0,Third call,30-39,Hispanic,Female,Bennett,Disapprove,,,,,,,Worse,,Democrat,15 to 30K,Moderate,18 to 64,National,Salt Lake County,30 to 44,30 to 39,Democrat,30 to 39,1.11
45.0,17.0,34.0,Third call,30-39,White,Male,Bennett,Disapprove,,,,,,,Better,,Republican,30 to 50K,Conservative,18 to 64,National,Salt Lake County,30 to 44,30 to 39,Republican,30 to 39,0.7920000000000001
45.0,17.0,35.0,Third call,45-49,White,Male,Other,Disapprove,,,,,,,Same,,Independent,15 to 30K,Moderate,18 to 64,National,Salt Lake County,45 to 59,40 to 49,Independent/Other,40 to 49,1.083
45.0,19.0,1.0,First call,40-44,White,Female,Bennett,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Independent,15 to 30K,Conservative,18 to 64,State,Salt Lake County,30 to 44,40 to 49,Independent/Other,40 to 49,2.467
45.0,19.0,2.0,First call,60-64,White,Female,Bennett,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Worse,Dole,Republican,Under 15K,Conservative,18 to 64,State,Salt Lake County,60 and over,60 and over,Republican,50 to 64,2.3529999999999998
45.0,19.0,3.0,First call,45-49,White,Female,Bennett,Disapprove,Approve,Neither,No,No,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Salt Lake County,45 to 59,40 to 49,Republican,40 to 49,2.467
45.0,19.0,4.0,First call,65 and over,White,Female,Bennett,Disapprove,Approve,Neither,,,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,65 and over,State,Salt Lake County,60 and over,60 and over,Republican,65 and over,2.3529999999999998
45.0,19.0,5.0,First call,45-49,White,Male,Leckman,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Independent,50 to 75K,Liberal,18 to 64,State,Salt Lake County,45 to 59,40 to 49,Independent/Other,40 to 49,2.351
45.0,19.0,6.0,First call,,White,Male,Leckman,,Approve,,Yes,Yes,Yes,,Better,Clinton,Democrat,Under 15K,Moderate,,State,Salt Lake County,,,Democrat,,2.351
45.0,19.0,7.0,First call,30-39,White,Male,Leckman,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Salt Lake County,30 to 44,30 to 39,Democrat,30 to 39,2.351
45.0,19.0,8.0,First call,45-49,White,Male,Bennett,Disapprove,Approve,Neither,No,Yes,Yes,No,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Salt Lake County,45 to 59,40 to 49,Republican,40 to 49,2.505
45.0,19.0,9.0,First call,25-29,White,Female,Bennett,Approve,Approve,Neither,Yes,No,No,Yes,Worse,Clinton,Democrat,Under 15K,Conservative,18 to 64,State,Salt Lake County,18 to 29,25 to 29,Democrat,25 to 29,2.515
45.0,19.0,10.0,First call,65 and over,White,Female,Leckman,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,Under 15K,Moderate,65 and over,State,Salt Lake County,60 and over,60 and over,Democrat,65 and over,2.209
45.0,19.0,11.0,First call,30-39,White,Male,Bennett,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,100K or more,Moderate,18 to 64,State,Salt Lake County,30 to 44,30 to 39,Republican,30 to 39,2.505
45.0,19.0,12.0,First call,25-29,White,Female,Leckman,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,100K or more,Moderate,18 to 64,State,Salt Lake County,18 to 29,25 to 29,Democrat,25 to 29,2.36
45.0,19.0,13.0,First call,65 and over,White,Female,Leckman,Disapprove,Disapprove,Neither,,No,,Yes,Same,Clinton,Democrat,Under 15K,Conservative,65 and over,State,Salt Lake County,60 and over,60 and over,Democrat,65 and over,2.209
45.0,19.0,14.0,First call,50-59,White,Male,Leckman,Approve,Approve,Neither,No,No,No,Yes,Same,Clinton,Independent,15 to 30K,Moderate,18 to 64,State,Salt Lake County,45 to 59,50 to 59,Independent/Other,50 to 64,2.351
45.0,19.0,15.0,First call,30-39,White,Male,Bennett,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Better,Dole,Republican,15 to 30K,Conservative,18 to 64,State,Salt Lake County,30 to 44,30 to 39,Republican,30 to 39,2.505
45.0,19.0,16.0,Second call,65 and over,Asian,Male,Leckman,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Independent,50 to 75K,Conservative,65 and over,State,Salt Lake County,60 and over,60 and over,Independent/Other,65 and over,2.242
45.0,19.0,17.0,Second call,30-39,White,Female,Leckman,Approve,Disapprove,Neither,No,No,No,Yes,Worse,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,Salt Lake County,30 to 44,30 to 39,Democrat,30 to 39,2.316
45.0,19.0,18.0,Second call,65 and over,White,Female,Leckman,Disapprove,Disapprove,,,No,No,No,Worse,Clinton,Republican,Under 15K,Moderate,65 and over,State,Salt Lake County,60 and over,60 and over,Republican,65 and over,2.209
