V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45
1.0,0.0,G,14.0,27.0,29.0,Second call,1.0,25-29,Black,Female,Fitzgerald,,,Disapprove,,For candidate,Oppose Clinton,No,,Both,No,No,No,Same,,,1.0,HS grad,Protestant,50 to 75K,Conservative,18 to 64,Support,State,Complete,Chicago,18 to 29,25 to 29,Democrat,25 to 29,0.89,Abortion,Favorable,No
1.0,0.0,G,14.0,27.0,30.0,Third call,1.0,50-59,Hispanic,Female,Moseley-Braun,Poshard,Approve,Disapprove,Both,For candidate,,No,Not good,Neither,No,No,No,,,Always illegal,,College grad,None,,,18 to 64,Oppose,State,Complete,Chicago,45 to 59,50 to 59,,50 to 64,0.74,Economy/jobs,Unfavorable,Yes
1.0,0.0,G,14.0,27.0,31.0,Third call,1.0,45-49,Black,Male,Moseley-Braun,Poshard,Approve,Disapprove,Neither,Against candidate,Neither,No,Not good,Moseley-Braun,No,No,No,Same,Democrat,Always illegal,1.0,Some college,None,30 to 50K,Moderate,18 to 64,Support,State,Complete,Chicago,45 to 59,40 to 49,Democrat,40 to 49,0.758,Economy/jobs,Unfavorable,No
1.0,0.0,G,14.0,27.0,32.0,Third call,1.0,25-29,Black,Male,Moseley-Braun,Poshard,Approve,Disapprove,Both,For candidate,Neither,Yes,Good,Moseley-Braun,No,No,No,Worse,Democrat,Mostly legal,1.0,Some college,Something else,30 to 50K,Liberal,18 to 64,Oppose,State,Complete,Chicago,18 to 29,25 to 29,Democrat,25 to 29,0.829,Education,Unfavorable,No
1.0,0.0,G,14.0,27.0,33.0,Third call,1.0,,Black,Female,Moseley-Braun,Ryan,Approve,Disapprove,Both,For candidate,,Yes,Poor,Both,No,No,,,Democrat,Always illegal,,,None,Under 15K,,,Oppose,State,Complete,Chicago,,,,,0.7589999999999999,Economy/jobs,,No
1.0,0.0,G,14.0,27.0,34.0,Third call,1.0,40-44,,Female,Moseley-Braun,Poshard,Approve,Approve,Both,For candidate,Support Clinton,Yes,Poor,Neither,No,No,No,Same,Democrat,Mostly illegal,1.0,Some college,None,15 to 30K,Liberal,18 to 64,Oppose,State,Complete,Chicago,30 to 44,40 to 49,Democrat,40 to 49,0.8160000000000001,Economy/jobs,Favorable,Yes
1.0,0.0,G,14.0,27.0,35.0,Third call,1.0,50-59,Black,Female,Moseley-Braun,Poshard,Approve,Disapprove,Neither,For candidate,Support Clinton,Yes,Poor,Both,No,No,No,Same,Democrat,Mostly illegal,1.0,Postgrad,Something else,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,Chicago,45 to 59,50 to 59,Democrat,50 to 64,0.74,Social Security,Favorable,No
1.0,0.0,G,14.0,27.0,36.0,Third call,1.0,,Black,Female,Moseley-Braun,Poshard,,,Poshard,,,,,,,,,,,,,,,,,,,State,Not complete,Chicago,,,,,0.74,Social Security,,
1.0,0.0,G,14.0,27.0,37.0,Third call,1.0,60-64,Black,Male,Moseley-Braun,Poshard,Approve,Disapprove,Neither,Against candidate,Oppose Clinton,Yes,Not good,Both,No,No,No,Worse,Democrat,Always illegal,1.0,HS grad,Protestant,15 to 30K,Liberal,18 to 64,Oppose,State,Complete,Chicago,60 and over,60 and over,Democrat,50 to 64,0.8140000000000001,Social Security,Favorable,Yes
1.0,0.0,G,14.0,27.0,38.0,Third call,1.0,18-24,Black,Female,Moseley-Braun,Poshard,Approve,Disapprove,Neither,Against candidate,Support Clinton,No,Poor,Neither,No,No,No,Same,Democrat,Always legal,1.0,HS grad,Something else,15 to 30K,Moderate,18 to 64,Oppose,State,Complete,Chicago,18 to 29,18 to 24,Democrat,18 to 24,0.81,Abortion,Favorable,No
1.0,0.0,G,14.0,27.0,39.0,Third call,1.0,60-64,Black,Female,Moseley-Braun,Poshard,Approve,Disapprove,Both,For candidate,Oppose Clinton,Yes,Poor,Both,No,No,No,Worse,Democrat,Always illegal,1.0,Some college,Something else,30 to 50K,Moderate,18 to 64,Support,State,Complete,Chicago,60 and over,60 and over,Democrat,50 to 64,0.796,Social Security,Unfavorable,Yes
1.0,0.0,G,14.0,28.0,1.0,First call,1.0,40-44,Black,Male,Moseley-Braun,Poshard,Approve,Approve,Neither,For candidate,Support Clinton,No,Good,Moseley-Braun,No,No,No,Better,Democrat,Always legal,1.0,HS grad,Other Christian,30 to 50K,Moderate,18 to 64,Support,State,Complete,Chicago,30 to 44,40 to 49,Democrat,40 to 49,1.094,Social Security,Favorable,No
1.0,0.0,G,14.0,28.0,2.0,First call,1.0,40-44,Black,Female,Moseley-Braun,Ryan,Approve,Approve,Neither,For candidate,Neither,Yes,Not good,Moseley-Braun,No,No,No,Better,Democrat,Always legal,1.0,Some college,Other Christian,15 to 30K,Moderate,18 to 64,Support,State,Complete,Chicago,30 to 44,40 to 49,Democrat,40 to 49,1.096,Economy/jobs,,Yes
1.0,0.0,G,14.0,28.0,3.0,First call,1.0,50-59,Black,Female,Moseley-Braun,Poshard,Approve,Disapprove,Poshard,For candidate,Support Clinton,Yes,Good,Moseley-Braun,No,No,No,Better,Democrat,Mostly legal,1.0,HS grad,Protestant,15 to 30K,Conservative,18 to 64,Support,State,Complete,Chicago,45 to 59,50 to 59,Democrat,50 to 64,1.068,Social Security,Favorable,Yes
1.0,0.0,G,14.0,28.0,4.0,First call,1.0,30-39,,Female,Moseley-Braun,,Approve,Disapprove,,For candidate,Neither,,Not good,,No,No,No,Worse,Democrat,,1.0,Postgrad,Catholic,15 to 30K,,18 to 64,,State,Complete,Chicago,30 to 44,30 to 39,Democrat,30 to 39,1.198,,Favorable,No
1.0,0.0,G,14.0,28.0,5.0,First call,1.0,50-59,Black,Female,Moseley-Braun,Poshard,Approve,Disapprove,Poshard,For candidate,Neither,No,Not good,Moseley-Braun,No,No,Yes,Same,Democrat,Mostly legal,1.0,Some college,Catholic,15 to 30K,Liberal,18 to 64,Support,State,Complete,Chicago,45 to 59,50 to 59,Democrat,50 to 64,1.068,Economy/jobs,Favorable,No
1.0,0.0,G,14.0,28.0,6.0,First call,1.0,,Black,,Moseley-Braun,,Approve,,Poshard,For candidate,Support Clinton,No,,Moseley-Braun,No,No,No,Better,Democrat,Mostly legal,,HS grad,,Under 15K,,,Oppose,State,Complete,Chicago,,,,,1.111,Social Security,,No
1.0,0.0,G,14.0,28.0,7.0,First call,1.0,50-59,Black,Male,Moseley-Braun,Poshard,Approve,Approve,Neither,For candidate,Support Clinton,No,Good,Moseley-Braun,No,No,No,Better,Democrat,Mostly legal,1.0,Some college,Something else,50 to 75K,Moderate,18 to 64,Support,State,Complete,Chicago,45 to 59,50 to 59,Democrat,50 to 64,1.094,Education,Favorable,Yes
1.0,0.0,G,14.0,28.0,8.0,First call,1.0,25-29,Black,Male,Moseley-Braun,Poshard,Approve,Disapprove,Both,For candidate,Support Clinton,No,Good,Moseley-Braun,No,No,No,Better,Democrat,Mostly legal,1.0,HS grad,Other Christian,50 to 75K,Liberal,18 to 64,Oppose,State,Complete,Chicago,18 to 29,25 to 29,Democrat,25 to 29,1.199,Education,Favorable,Yes
1.0,0.0,G,14.0,28.0,9.0,First call,1.0,50-59,Other,Female,Moseley-Braun,Ryan,Approve,Disapprove,Neither,For candidate,Neither,No,,Moseley-Braun,No,No,No,Worse,Democrat,Always legal,1.0,College grad,Other Christian,Under 15K,Moderate,18 to 64,Support,State,Complete,Chicago,45 to 59,50 to 59,Democrat,50 to 64,1.211,,Favorable,No
1.0,0.0,G,14.0,28.0,10.0,First call,1.0,18-24,Black,Female,Moseley-Braun,Poshard,Approve,Disapprove,Poshard,For candidate,Neither,No,Good,Moseley-Braun,No,No,No,Better,Democrat,Always legal,1.0,College grad,None,50 to 75K,Liberal,18 to 64,Support,State,Complete,Chicago,18 to 29,18 to 24,Democrat,18 to 24,1.171,Education,Favorable,No
1.0,0.0,G,14.0,28.0,11.0,First call,1.0,18-24,Black,Male,Moseley-Braun,Poshard,Approve,Disapprove,Poshard,For candidate,Neither,No,Good,Moseley-Braun,No,No,No,Better,,Mostly legal,1.0,Some college,Other Christian,Under 15K,Moderate,18 to 64,Support,State,Complete,Chicago,18 to 29,18 to 24,Democrat,18 to 24,1.199,Education,Favorable,Yes
1.0,0.0,G,14.0,28.0,12.0,Second call,1.0,65 and over,Black,,Moseley-Braun,Poshard,Approve,Disapprove,Poshard,For candidate,Support Clinton,No,Good,Moseley-Braun,No,No,No,Same,Democrat,Mostly legal,1.0,HS grad,Protestant,,Moderate,65 and over,Support,State,Complete,Chicago,60 and over,60 and over,Democrat,65 and over,1.149,Social Security,Favorable,No
1.0,0.0,G,14.0,28.0,13.0,Second call,1.0,45-49,Black,Male,Moseley-Braun,Poshard,Disapprove,Disapprove,Neither,For candidate,Neither,No,Good,Moseley-Braun,No,No,No,Worse,Independent,Mostly legal,1.0,Some college,Protestant,30 to 50K,Liberal,18 to 64,Oppose,State,Complete,Chicago,45 to 59,40 to 49,Democrat,40 to 49,1.094,Education,Favorable,No
1.0,0.0,G,14.0,28.0,14.0,Second call,1.0,65 and over,,,Moseley-Braun,Poshard,Approve,Disapprove,Poshard,For candidate,Neither,No,Good,Fitzgerald,No,No,,Same,Democrat,Always legal,1.0,Postgrad,Protestant,30 to 50K,Moderate,65 and over,Oppose,State,Complete,Chicago,60 and over,60 and over,Democrat,65 and over,1.299,Taxes,Favorable,
1.0,0.0,G,14.0,28.0,15.0,Second call,1.0,65 and over,Black,Female,Moseley-Braun,Poshard,Approve,Approve,Poshard,For candidate,Support Clinton,No,Good,Moseley-Braun,No,No,No,Worse,Democrat,Mostly legal,1.0,Some college,Something else,Under 15K,Moderate,65 and over,Support,State,Complete,Chicago,60 and over,60 and over,Democrat,65 and over,1.149,Social Security,Favorable,No
1.0,0.0,G,14.0,28.0,16.0,Second call,1.0,30-39,Black,Male,Moseley-Braun,Poshard,Approve,Approve,Poshard,For candidate,Support Clinton,Yes,Good,Moseley-Braun,No,No,No,Better,Democrat,Mostly legal,1.0,College grad,Protestant,75 to 100K,Liberal,18 to 64,Support,State,Complete,Chicago,30 to 44,30 to 39,Democrat,30 to 39,1.094,Economy/jobs,Favorable,Yes
1.0,0.0,G,14.0,28.0,17.0,Second call,1.0,65 and over,Black,Male,Moseley-Braun,Ryan,Approve,Disapprove,Ryan,,Support Clinton,Yes,Good,Moseley-Braun,No,Yes,,Same,Democrat,,1.0,HS grad,Protestant,,,65 and over,Support,State,Complete,Chicago,60 and over,60 and over,Democrat,65 and over,1.208,,Favorable,Yes
1.0,0.0,G,14.0,28.0,18.0,Second call,1.0,65 and over,Black,Male,Moseley-Braun,Poshard,Approve,Disapprove,Neither,For candidate,Support Clinton,No,Poor,Moseley-Braun,No,No,No,Same,Democrat,Always illegal,1.0,Some college,Protestant,Under 15K,Liberal,65 and over,Oppose,State,Complete,Chicago,60 and over,60 and over,Democrat,65 and over,1.177,Social Security,Favorable,No
1.0,0.0,G,14.0,28.0,19.0,Second call,1.0,60-64,Black,Female,Moseley-Braun,Poshard,Approve,Disapprove,,For candidate,Support Clinton,No,Good,Both,No,No,No,Better,Democrat,Mostly legal,3.0,Some college,Other Christian,30 to 50K,Liberal,18 to 64,Support,State,Complete,Chicago,60 and over,60 and over,Independent/Other,50 to 64,1.149,Economy/jobs,Favorable,Yes
1.0,0.0,G,14.0,28.0,20.0,Second call,1.0,40-44,Black,Male,Moseley-Braun,Poshard,Approve,Approve,Neither,For candidate,Neither,No,Good,Moseley-Braun,No,No,No,Same,Democrat,Always legal,1.0,Some college,Other Christian,Under 15K,Liberal,18 to 64,Support,State,Complete,Chicago,30 to 44,40 to 49,Democrat,40 to 49,1.094,Ethical standards,Favorable,No
1.0,0.0,G,14.0,28.0,21.0,Second call,1.0,30-39,Black,Male,Moseley-Braun,Ryan,Approve,Disapprove,Neither,For candidate,Support Clinton,No,Good,Both,No,No,No,,Democrat,,1.0,HS grad,Other Christian,15 to 30K,Moderate,18 to 64,Support,State,Complete,Chicago,30 to 44,30 to 39,Democrat,30 to 39,1.1219999999999999,Economy/jobs,,Yes
1.0,0.0,G,14.0,28.0,22.0,Second call,1.0,30-39,Black,Male,Moseley-Braun,Poshard,Approve,Disapprove,Poshard,For candidate,Support Clinton,No,Good,Neither,No,No,No,Better,Democrat,Always legal,1.0,College grad,Other Christian,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,Chicago,30 to 44,30 to 39,Democrat,30 to 39,1.094,Clin/Lwnsky,Favorable,No
1.0,0.0,G,14.0,28.0,23.0,Second call,1.0,60-64,Black,Male,Moseley-Braun,Poshard,,,Neither,For candidate,,No,Good,,,,,,,Always legal,,,,,,18 to 64,,State,Not complete,Chicago,60 and over,60 and over,,50 to 64,1.177,Economy/jobs,,
1.0,0.0,G,14.0,28.0,24.0,Second call,1.0,65 and over,Black,,Moseley-Braun,Poshard,Approve,,Both,For candidate,Neither,No,Not good,Both,No,No,Yes,Same,Democrat,Always illegal,,Some college,,15 to 30K,Moderate,65 and over,Support,State,Complete,Chicago,60 and over,60 and over,,65 and over,1.149,,,No
1.0,0.0,G,14.0,28.0,25.0,Second call,1.0,30-39,Black,Male,Moseley-Braun,Poshard,Approve,Disapprove,Neither,For candidate,Support Clinton,Yes,Good,Moseley-Braun,No,No,No,Better,,Mostly legal,1.0,Some college,Protestant,Under 15K,Moderate,18 to 64,Oppose,State,Complete,Chicago,30 to 44,30 to 39,Democrat,30 to 39,1.094,Social Security,Favorable,Yes
1.0,0.0,G,14.0,28.0,26.0,Second call,1.0,30-39,Black,Female,Moseley-Braun,Poshard,Approve,Approve,Neither,For candidate,Support Clinton,No,Poor,Both,No,No,No,Worse,Democrat,Always legal,1.0,Some college,Protestant,15 to 30K,Moderate,18 to 64,Support,State,Complete,Chicago,30 to 44,30 to 39,Democrat,30 to 39,1.068,Economy/jobs,Favorable,Yes
1.0,0.0,G,14.0,28.0,27.0,Second call,1.0,50-59,Black,Male,Moseley-Braun,Poshard,Approve,Disapprove,Poshard,For candidate,Support Clinton,,Not good,Moseley-Braun,No,No,Yes,Same,Democrat,Mostly legal,1.0,No HS,Other Christian,15 to 30K,Liberal,18 to 64,Support,State,Complete,Chicago,45 to 59,50 to 59,Democrat,50 to 64,1.094,Education,Favorable,No
1.0,0.0,G,14.0,28.0,28.0,Third call,1.0,40-44,Black,Male,Moseley-Braun,Poshard,Approve,Approve,Ryan,For candidate,Support Clinton,Yes,Not good,Moseley-Braun,,No,No,Same,Democrat,Always legal,1.0,HS grad,,50 to 75K,Conservative,18 to 64,Support,State,Complete,Chicago,30 to 44,40 to 49,Democrat,40 to 49,1.094,Social Security,,No
1.0,0.0,G,14.0,28.0,29.0,Third call,1.0,65 and over,Black,Male,Moseley-Braun,,Approve,Approve,Ryan,For candidate,Support Clinton,No,Good,Both,No,No,No,Better,Democrat,Always legal,2.0,Some college,Protestant,15 to 30K,Liberal,65 and over,Oppose,State,Complete,Chicago,60 and over,60 and over,Republican,65 and over,1.195,Social Security,Favorable,Yes
1.0,0.0,G,14.0,28.0,30.0,Third call,1.0,40-44,Black,Male,Moseley-Braun,Poshard,Approve,Disapprove,,For candidate,Support Clinton,Yes,Poor,Moseley-Braun,No,No,No,Same,Democrat,Mostly legal,1.0,No HS,Something else,Under 15K,Liberal,18 to 64,Support,State,Complete,Chicago,30 to 44,40 to 49,Democrat,40 to 49,1.094,Social Security,Favorable,Yes
1.0,0.0,G,14.0,28.0,31.0,Third call,1.0,60-64,Other,,Moseley-Braun,Poshard,Approve,Disapprove,Poshard,For candidate,Neither,No,Good,Both,No,No,Yes,Worse,Democrat,Mostly illegal,1.0,Some college,Catholic,Under 15K,Moderate,18 to 64,Support,State,Complete,Chicago,60 and over,60 and over,Democrat,50 to 64,1.299,Economy/jobs,Favorable,No
1.0,0.0,G,14.0,28.0,32.0,Third call,1.0,30-39,Black,Female,Moseley-Braun,Poshard,Approve,Disapprove,Poshard,For candidate,Support Clinton,Yes,Not good,Moseley-Braun,No,No,No,Better,Democrat,Mostly legal,1.0,Some college,Other Christian,30 to 50K,Conservative,18 to 64,Support,State,Complete,Chicago,30 to 44,30 to 39,Democrat,30 to 39,1.068,Education,Favorable,Yes
1.0,0.0,G,14.0,28.0,33.0,Third call,1.0,40-44,Black,Female,Moseley-Braun,Poshard,Approve,Approve,Poshard,For candidate,Support Clinton,Yes,Not good,Moseley-Braun,No,Yes,No,Worse,Democrat,Always legal,1.0,,Other Christian,15 to 30K,Moderate,18 to 64,Support,State,Complete,Chicago,30 to 44,40 to 49,Democrat,40 to 49,1.068,Economy/jobs,Favorable,Yes
1.0,0.0,G,14.0,28.0,34.0,Third call,1.0,25-29,Other,Female,Moseley-Braun,Ryan,Disapprove,Disapprove,Neither,Against candidate,Neither,No,Not good,Neither,No,No,Yes,Same,Republican,Mostly legal,3.0,Some college,Protestant,50 to 75K,Moderate,18 to 64,Support,State,Complete,Chicago,18 to 29,25 to 29,Independent/Other,25 to 29,1.326,Ethical standards,Unfavorable,Yes
1.0,0.0,G,14.0,28.0,35.0,Third call,1.0,18-24,Black,Female,Moseley-Braun,Poshard,Approve,Disapprove,Poshard,For candidate,Support Clinton,Yes,Not good,Moseley-Braun,No,No,No,Worse,Democrat,Mostly legal,1.0,Some college,Other Christian,30 to 50K,Conservative,18 to 64,Support,State,Complete,Chicago,18 to 29,18 to 24,Democrat,18 to 24,1.171,Education,Favorable,Yes
1.0,0.0,G,14.0,28.0,36.0,Third call,1.0,40-44,Black,Male,Moseley-Braun,Ryan,Approve,Disapprove,Both,For candidate,Neither,No,Good,Both,No,No,No,Same,Democrat,Mostly illegal,1.0,College grad,Other Christian,75 to 100K,Liberal,18 to 64,Support,State,Complete,Chicago,30 to 44,40 to 49,Democrat,40 to 49,1.1219999999999999,Education,Favorable,Yes
1.0,0.0,G,14.0,28.0,37.0,Third call,1.0,45-49,Black,Male,Moseley-Braun,Ryan,Approve,Disapprove,Ryan,For candidate,Neither,Yes,Good,Moseley-Braun,No,No,No,Same,Democrat,Mostly illegal,3.0,Some college,Other Christian,15 to 30K,Liberal,18 to 64,Support,State,Complete,Chicago,45 to 59,40 to 49,Independent/Other,40 to 49,1.1219999999999999,Ethical standards,Favorable,No
1.0,0.0,G,14.0,28.0,38.0,Third call,1.0,40-44,Black,Male,Moseley-Braun,Poshard,,,Poshard,For candidate,,No,Not good,,,,,,,Mostly legal,,,,,,18 to 64,,State,Not complete,Chicago,30 to 44,40 to 49,,40 to 49,1.094,Education,,
1.0,0.0,G,14.0,28.0,39.0,Third call,1.0,50-59,,Male,Moseley-Braun,,,,Neither,For candidate,,No,Not good,,,,,,,Always legal,,,,,,18 to 64,,State,Not complete,Chicago,45 to 59,50 to 59,,50 to 64,1.227,Social Security,,
1.0,0.0,G,14.0,28.0,40.0,Third call,1.0,45-49,Black,Female,Moseley-Braun,Poshard,Approve,Disapprove,,For candidate,Neither,,Good,,No,No,No,Better,Democrat,Mostly legal,1.0,Some college,Other Christian,75 to 100K,Moderate,18 to 64,Support,State,Complete,Chicago,45 to 59,40 to 49,Democrat,40 to 49,1.068,Economy/jobs,Favorable,No
1.0,0.0,G,14.0,28.0,41.0,Third call,1.0,25-29,Black,Male,Moseley-Braun,Poshard,Approve,Approve,Poshard,For candidate,Neither,No,Good,Moseley-Braun,No,No,No,Better,Democrat,Mostly legal,1.0,HS grad,None,15 to 30K,Liberal,18 to 64,Support,State,Complete,Chicago,18 to 29,25 to 29,Democrat,25 to 29,1.199,Economy/jobs,Favorable,No
1.0,0.0,G,14.0,32.0,1.0,First call,1.0,25-29,Black,Female,Moseley-Braun,Poshard,Approve,Disapprove,,,Support Clinton,No,,,No,No,No,Better,Democrat,,1.0,Postgrad,None,50 to 75K,Moderate,18 to 64,,National,Complete,Chicago,18 to 29,25 to 29,Democrat,25 to 29,0.8230000000000001,,Favorable,Yes
1.0,0.0,G,14.0,32.0,2.0,First call,1.0,25-29,Black,Female,Moseley-Braun,Ryan,Approve,Approve,,,Support Clinton,No,,,No,No,No,Same,Democrat,,1.0,Some college,None,15 to 30K,Moderate,18 to 64,,National,Complete,Chicago,18 to 29,25 to 29,Democrat,25 to 29,0.845,,Favorable,Yes
1.0,0.0,G,14.0,32.0,3.0,First call,1.0,30-39,Black,Male,Moseley-Braun,Ryan,Approve,,,,Neither,No,,,No,No,No,Better,Democrat,,3.0,College grad,,15 to 30K,Moderate,18 to 64,,National,Complete,Chicago,30 to 44,30 to 39,Independent/Other,30 to 39,0.791,,Favorable,No
1.0,0.0,G,14.0,32.0,4.0,First call,1.0,,,,Fitzgerald,,,Approve,,,,,,,,,,,,,,,,,,,,National,Not complete,Chicago,,,,,0.912,,,
1.0,0.0,G,14.0,32.0,5.0,First call,1.0,40-44,Black,Male,Moseley-Braun,Poshard,Approve,Disapprove,,,Support Clinton,No,,,No,No,No,Better,Democrat,,1.0,Some college,Other Christian,50 to 75K,Moderate,18 to 64,,National,Complete,Chicago,30 to 44,40 to 49,Democrat,40 to 49,0.771,,Favorable,No
1.0,0.0,G,14.0,32.0,6.0,First call,1.0,45-49,Black,Male,Moseley-Braun,Poshard,Approve,Disapprove,,,Support Clinton,No,,,No,No,No,Better,Democrat,,1.0,HS grad,Something else,15 to 30K,Moderate,18 to 64,,National,Complete,Chicago,45 to 59,40 to 49,Democrat,40 to 49,0.771,,Favorable,Yes
1.0,0.0,G,14.0,32.0,7.0,First call,1.0,50-59,Black,Male,Moseley-Braun,Poshard,Approve,,,,,,,,,,,Same,,,1.0,,,15 to 30K,Moderate,18 to 64,,National,Complete,Chicago,45 to 59,50 to 59,Democrat,50 to 64,0.771,,,
1.0,0.0,G,14.0,32.0,8.0,First call,1.0,40-44,Black,Female,Moseley-Braun,Poshard,Approve,,,,,,,,,,,Same,,,1.0,,,15 to 30K,Moderate,18 to 64,,National,Complete,Chicago,30 to 44,40 to 49,Democrat,40 to 49,0.7529999999999999,,,
1.0,0.0,G,14.0,32.0,9.0,First call,1.0,65 and over,Black,Male,Moseley-Braun,Poshard,Approve,,,,,,,,,,,Better,,,1.0,,,15 to 30K,Moderate,65 and over,,National,Complete,Chicago,60 and over,60 and over,Democrat,65 and over,0.8280000000000001,,,
1.0,0.0,G,14.0,32.0,10.0,First call,1.0,45-49,Black,Female,Moseley-Braun,Ryan,Approve,,,,,,,,,,,Better,,,1.0,,,75 to 100K,Liberal,18 to 64,,National,Complete,Chicago,45 to 59,40 to 49,Democrat,40 to 49,0.7720000000000001,,,
1.0,0.0,G,14.0,32.0,11.0,First call,1.0,65 and over,Black,Male,,Poshard,Approve,,,,,,,,,,,Better,,,1.0,,,50 to 75K,Liberal,65 and over,,National,Complete,Chicago,60 and over,60 and over,Democrat,65 and over,0.8410000000000001,,,
1.0,0.0,G,14.0,32.0,12.0,First call,1.0,30-39,Black,Female,Moseley-Braun,Poshard,Approve,,,,,,,,,,,Better,,,1.0,,,Under 15K,Moderate,18 to 64,,National,Complete,Chicago,30 to 44,30 to 39,Democrat,30 to 39,0.7529999999999999,,,
1.0,0.0,G,14.0,32.0,13.0,Second call,1.0,65 and over,Black,Female,Moseley-Braun,Poshard,Approve,Approve,,,Support Clinton,No,,,No,No,No,Better,Democrat,,1.0,No HS,Protestant,,Conservative,65 and over,,National,Complete,Chicago,60 and over,60 and over,Democrat,65 and over,0.8089999999999999,,Favorable,No
1.0,0.0,G,14.0,32.0,14.0,Second call,1.0,40-44,Black,Female,,,Approve,Disapprove,,,Neither,No,,,No,No,No,Worse,Democrat,,1.0,Postgrad,Other Christian,30 to 50K,Moderate,18 to 64,,National,Complete,Chicago,30 to 44,40 to 49,Democrat,40 to 49,0.775,,Favorable,Yes
1.0,0.0,G,14.0,32.0,15.0,Second call,1.0,30-39,Black,Male,Fitzgerald,Poshard,Disapprove,Approve,,,Oppose Clinton,No,,,No,Yes,Yes,Worse,Democrat,,1.0,,None,Under 15K,Conservative,18 to 64,,National,Complete,Chicago,30 to 44,30 to 39,Democrat,30 to 39,0.8340000000000001,,Unfavorable,No
1.0,0.0,G,14.0,32.0,16.0,Second call,1.0,65 and over,Black,Female,Moseley-Braun,Ryan,Approve,Disapprove,,,Neither,No,,,No,No,No,Same,Democrat,,3.0,Postgrad,Other Christian,,Liberal,65 and over,,National,Complete,Chicago,60 and over,60 and over,Independent/Other,65 and over,0.8300000000000001,,,No
1.0,0.0,G,14.0,32.0,17.0,Second call,1.0,30-39,Black,Male,Moseley-Braun,Poshard,Approve,Approve,,,Support Clinton,No,,,No,No,No,Same,Democrat,,1.0,HS grad,Something else,Under 15K,Conservative,18 to 64,,National,Complete,Chicago,30 to 44,30 to 39,Democrat,30 to 39,0.771,,Favorable,No
1.0,0.0,G,14.0,32.0,18.0,Second call,1.0,40-44,Black,Male,Moseley-Braun,Poshard,Approve,Approve,,,Neither,No,,,No,No,Yes,Worse,,,3.0,College grad,Something else,30 to 50K,Moderate,18 to 64,,National,Complete,Chicago,30 to 44,40 to 49,Independent/Other,40 to 49,0.771,,Favorable,Yes
1.0,0.0,G,14.0,32.0,19.0,Second call,1.0,40-44,Black,Male,Moseley-Braun,Ryan,Approve,Disapprove,,,,,,,,,,,,,,,,,,18 to 64,,National,Not complete,Chicago,30 to 44,40 to 49,,40 to 49,0.791,,,No
1.0,0.0,G,14.0,32.0,20.0,Second call,1.0,40-44,Black,Female,Moseley-Braun,Poshard,Approve,,,,Neither,Yes,,,No,No,,Same,Democrat,,3.0,Some college,Other Christian,15 to 30K,Conservative,18 to 64,,National,Complete,Chicago,30 to 44,40 to 49,Independent/Other,40 to 49,0.7529999999999999,,Favorable,Yes
1.0,0.0,G,14.0,32.0,21.0,Second call,1.0,60-64,Black,Male,Moseley-Braun,Poshard,Approve,Disapprove,,,Neither,No,,,No,No,No,Same,Democrat,,3.0,Some college,Other Christian,30 to 50K,Moderate,18 to 64,,National,Complete,Chicago,60 and over,60 and over,Independent/Other,50 to 64,0.8280000000000001,,Favorable,No
1.0,0.0,G,14.0,32.0,22.0,Second call,1.0,30-39,Black,Female,Moseley-Braun,Poshard,Approve,Disapprove,,,Neither,No,,,No,No,Yes,Better,Democrat,,1.0,College grad,Something else,30 to 50K,Liberal,18 to 64,,National,Complete,Chicago,30 to 44,30 to 39,Democrat,30 to 39,0.7529999999999999,,Favorable,No
1.0,0.0,G,14.0,32.0,23.0,Second call,1.0,25-29,Black,Female,Moseley-Braun,Poshard,Approve,Disapprove,,,Neither,No,,,No,No,No,Same,Democrat,,1.0,College grad,Other Christian,Under 15K,Moderate,18 to 64,,National,Complete,Chicago,18 to 29,25 to 29,Democrat,25 to 29,0.8230000000000001,,Favorable,No
1.0,0.0,G,14.0,32.0,24.0,Second call,1.0,40-44,Black,Female,,,,Disapprove,,,Neither,No,,,No,No,Yes,Better,Democrat,,1.0,HS grad,None,Under 15K,Liberal,18 to 64,,National,Complete,Chicago,30 to 44,40 to 49,Democrat,40 to 49,0.775,,Favorable,No
1.0,0.0,G,14.0,32.0,25.0,Second call,1.0,65 and over,Black,Female,Moseley-Braun,Poshard,Approve,,,,,,,,,,,Better,,,1.0,,,,Conservative,65 and over,,National,Complete,Chicago,60 and over,60 and over,Democrat,65 and over,0.8089999999999999,,,
1.0,0.0,G,14.0,32.0,26.0,Second call,1.0,25-29,,Male,,Ryan,,,,,,,,,,,,Worse,,,,,,,Moderate,18 to 64,,National,Complete,Chicago,18 to 29,25 to 29,,25 to 29,0.971,,,
