State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Governor Vote,Clinton Approval,Congress Approval,Gore good as Pres?,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Income,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl
43.0,11.0,6.0,Second call,50-59,White,Male,Hooker,Approve,Disapprove,,Support Clinton,Yes,No,No,No,Same,Clinton,Independent,50 to 75K,Moderate,18 to 64,National,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.076
43.0,11.0,7.0,Second call,18-24,White,Female,Sundquist,Approve,Approve,,Neither,No,No,No,Yes,Better,Dole,Republican,75 to 100K,Moderate,18 to 64,National,East,18 to 29,18 to 24,Republican,18 to 24,0.8220000000000001
43.0,11.0,8.0,Second call,60-64,White,Female,Hooker,Approve,Disapprove,,Neither,No,No,No,No,Same,Clinton,Independent,30 to 50K,Moderate,18 to 64,National,East,60 and over,60 and over,Independent/Other,50 to 64,1.267
43.0,11.0,9.0,Second call,65 and over,White,Female,Sundquist,Approve,,,,,,,,Better,,Independent,Under 15K,Conservative,65 and over,National,East,60 and over,60 and over,Independent/Other,65 and over,1.137
43.0,11.0,10.0,Second call,25-29,White,Male,Sundquist,Disapprove,,,,,,,,Same,,Republican,15 to 30K,Moderate,18 to 64,National,East,18 to 29,25 to 29,Republican,25 to 29,0.897
43.0,11.0,11.0,Second call,50-59,White,Female,Sundquist,Disapprove,,,,,,,,Same,,Republican,30 to 50K,Moderate,18 to 64,National,East,45 to 59,50 to 59,Republican,50 to 64,0.883
43.0,11.0,12.0,Second call,40-44,White,Male,Hooker,Disapprove,,,,,,,,Same,,Republican,30 to 50K,Conservative,18 to 64,National,East,30 to 44,40 to 49,Republican,40 to 49,1.076
43.0,11.0,13.0,Second call,40-44,White,Male,Sundquist,Disapprove,,,,,,,,Better,,Republican,30 to 50K,Conservative,18 to 64,National,East,30 to 44,40 to 49,Republican,40 to 49,0.9640000000000001
43.0,11.0,14.0,Second call,65 and over,White,Male,Hooker,Approve,,,,,,,,Same,,Independent,Under 15K,Moderate,65 and over,National,East,60 and over,60 and over,Independent/Other,65 and over,1.383
43.0,11.0,15.0,Second call,65 and over,White,Male,Hooker,Approve,,,,,,,,Same,,Republican,30 to 50K,Moderate,65 and over,National,East,60 and over,60 and over,Republican,65 and over,1.383
43.0,11.0,16.0,Third call,65 and over,White,Female,Sundquist,Approve,Approve,,,,,,,,,,,,65 and over,National,East,60 and over,60 and over,,65 and over,1.137
43.0,11.0,17.0,Third call,45-49,White,Female,Sundquist,Approve,Disapprove,,Neither,No,No,No,No,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,National,East,45 to 59,40 to 49,Democrat,40 to 49,0.883
43.0,11.0,18.0,Third call,65 and over,White,Male,Sundquist,Approve,Approve,,,,,,,,,,,,65 and over,National,East,60 and over,60 and over,,65 and over,1.24
43.0,11.0,19.0,Third call,30-39,White,Male,Hooker,Disapprove,Disapprove,,Neither,No,Yes,Yes,No,Same,Perot,Independent,15 to 30K,Moderate,18 to 64,National,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.076
43.0,11.0,20.0,Third call,65 and over,White,,Sundquist,Approve,Disapprove,,Neither,No,No,No,Yes,Better,Clinton,Democrat,30 to 50K,Moderate,65 and over,National,East,60 and over,60 and over,Democrat,65 and over,1.24
43.0,11.0,21.0,Third call,30-39,White,Male,Sundquist,Disapprove,Approve,,Neither,Yes,No,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,National,East,30 to 44,30 to 39,Republican,30 to 39,0.9640000000000001
43.0,11.0,22.0,Third call,25-29,White,Female,Sundquist,Disapprove,Disapprove,,Neither,No,No,Yes,Yes,Better,Clinton,Independent,30 to 50K,Conservative,18 to 64,National,East,18 to 29,25 to 29,Independent/Other,25 to 29,0.8220000000000001
43.0,11.0,23.0,Third call,18-24,White,Male,Hooker,Approve,Disapprove,,Neither,Yes,No,No,Yes,Same,Perot,Something else,Under 15K,Conservative,18 to 64,National,East,18 to 29,18 to 24,Independent/Other,18 to 24,1.0
43.0,11.0,24.0,Third call,65 and over,White,Male,Sundquist,Approve,Approve,,Neither,Yes,No,No,No,Same,Clinton,Republican,15 to 30K,Conservative,65 and over,National,East,60 and over,60 and over,Republican,65 and over,1.24
43.0,11.0,25.0,Third call,50-59,White,Male,Sundquist,Disapprove,Approve,,Oppose Clinton,No,Yes,Yes,No,Worse,Dole,Republican,,Conservative,18 to 64,National,East,45 to 59,50 to 59,Republican,50 to 64,0.9640000000000001
43.0,11.0,26.0,Third call,50-59,White,Male,Sundquist,Disapprove,Approve,,Neither,No,Yes,Yes,No,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,National,East,45 to 59,50 to 59,Republican,50 to 64,0.9640000000000001
43.0,11.0,27.0,Third call,50-59,White,Female,Hooker,Approve,Disapprove,,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Under 15K,Conservative,18 to 64,National,East,45 to 59,50 to 59,Democrat,50 to 64,0.986
43.0,11.0,28.0,Third call,30-39,White,Female,Sundquist,Disapprove,Approve,,Neither,,Yes,Yes,No,Better,Dole,Independent,100K or more,Conservative,18 to 64,National,East,30 to 44,30 to 39,Independent/Other,30 to 39,0.883
43.0,11.0,29.0,Third call,18-24,White,Male,Sundquist,Disapprove,Approve,,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Something else,15 to 30K,Moderate,18 to 64,National,East,18 to 29,18 to 24,Independent/Other,18 to 24,0.897
43.0,11.0,30.0,Third call,50-59,White,Male,Sundquist,,Disapprove,,Neither,No,No,Yes,No,Worse,Dole,Independent,Under 15K,Moderate,18 to 64,National,East,45 to 59,50 to 59,Independent/Other,50 to 64,0.9640000000000001
43.0,11.0,31.0,Third call,50-59,White,Male,Sundquist,Disapprove,Approve,,Neither,Yes,Yes,Yes,Yes,Better,Dole,Republican,50 to 75K,Moderate,18 to 64,National,East,45 to 59,50 to 59,Republican,50 to 64,0.9640000000000001
43.0,11.0,32.0,Third call,45-49,White,Male,Sundquist,Disapprove,Approve,,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,National,East,45 to 59,40 to 49,Republican,40 to 49,0.9640000000000001
43.0,11.0,33.0,Third call,30-39,White,Male,Sundquist,Disapprove,Approve,,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,100K or more,Conservative,18 to 64,National,East,30 to 44,30 to 39,Republican,30 to 39,0.9640000000000001
43.0,11.0,34.0,Third call,40-44,White,Female,Sundquist,Disapprove,Approve,,Neither,No,No,Yes,No,Same,Dole,Republican,15 to 30K,Moderate,18 to 64,National,East,30 to 44,40 to 49,Republican,40 to 49,0.883
43.0,11.0,35.0,Third call,25-29,White,Male,Sundquist,Disapprove,Approve,,Neither,Yes,Yes,Yes,Yes,Worse,Dole,Republican,50 to 75K,Moderate,18 to 64,National,East,18 to 29,25 to 29,Republican,25 to 29,0.897
43.0,11.0,36.0,Third call,18-24,White,Female,Sundquist,Disapprove,Disapprove,,,,Yes,Yes,,,Dole,Republican,,,18 to 64,National,East,18 to 29,18 to 24,Republican,18 to 24,0.8220000000000001
43.0,11.0,37.0,Third call,40-44,White,Male,Sundquist,Disapprove,Disapprove,,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,National,East,30 to 44,40 to 49,Republican,40 to 49,0.9640000000000001
43.0,11.0,38.0,Third call,40-44,White,Male,Sundquist,Approve,,,,,,,,Same,,Republican,30 to 50K,Liberal,18 to 64,National,East,30 to 44,40 to 49,Republican,40 to 49,0.9640000000000001
43.0,11.0,39.0,Third call,65 and over,White,Male,Sundquist,Disapprove,,,,,,,,Same,,Republican,15 to 30K,Conservative,65 and over,National,East,60 and over,60 and over,Republican,65 and over,1.24
43.0,11.0,40.0,Third call,50-59,White,Male,Hooker,Approve,,,,,,,,Better,,Independent,30 to 50K,Moderate,18 to 64,National,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.076
43.0,11.0,41.0,Third call,50-59,White,Male,Sundquist,Disapprove,,,,,,,,Worse,,Republican,Under 15K,Liberal,18 to 64,National,East,45 to 59,50 to 59,Republican,50 to 64,0.9640000000000001
43.0,11.0,42.0,Third call,45-49,White,Male,Hooker,Disapprove,,,,,,,,Better,,Republican,50 to 75K,Moderate,18 to 64,National,East,45 to 59,40 to 49,Republican,40 to 49,1.076
43.0,11.0,43.0,Third call,30-39,White,Female,,Disapprove,,,,,,,,Same,,Republican,Under 15K,Conservative,18 to 64,National,East,30 to 44,30 to 39,Republican,30 to 39,0.9
43.0,11.0,44.0,Third call,50-59,White,Male,Hooker,Disapprove,,,,,,,,Same,,Independent,30 to 50K,Moderate,18 to 64,National,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.076
43.0,11.0,45.0,Third call,60-64,White,Female,Hooker,Approve,,,,,,,,Worse,,Democrat,15 to 30K,Moderate,18 to 64,National,East,60 and over,60 and over,Democrat,50 to 64,1.267
43.0,11.0,46.0,Third call,25-29,White,Female,Hooker,Approve,,,,,,,,Worse,,Democrat,15 to 30K,Moderate,18 to 64,National,East,18 to 29,25 to 29,Democrat,25 to 29,0.916
43.0,11.0,47.0,Third call,50-59,White,Female,Sundquist,Disapprove,,,,,,,,Better,,Republican,75 to 100K,Conservative,18 to 64,National,East,45 to 59,50 to 59,Republican,50 to 64,0.883
43.0,11.0,48.0,Third call,50-59,White,Female,Sundquist,Disapprove,,,,,,,,Same,,Independent,30 to 50K,Conservative,18 to 64,National,East,45 to 59,50 to 59,Independent/Other,50 to 64,0.883
43.0,11.0,49.0,Third call,60-64,White,Male,Sundquist,Approve,,,,,,,,Better,,Democrat,15 to 30K,Moderate,18 to 64,National,East,60 and over,60 and over,Democrat,50 to 64,1.24
43.0,11.0,50.0,Third call,50-59,White,Female,Sundquist,Approve,,,,,,,,Better,,Republican,50 to 75K,Conservative,18 to 64,National,East,45 to 59,50 to 59,Republican,50 to 64,0.883
43.0,11.0,51.0,Third call,40-44,White,Female,Sundquist,Disapprove,,,,,,,,Same,,Independent,30 to 50K,Conservative,18 to 64,National,East,30 to 44,40 to 49,Independent/Other,40 to 49,0.883
43.0,11.0,52.0,Third call,50-59,White,Female,,Approve,,,,,,,,Better,,Democrat,30 to 50K,Moderate,18 to 64,National,East,45 to 59,50 to 59,Democrat,50 to 64,0.9
43.0,11.0,53.0,Third call,50-59,White,Female,Sundquist,Disapprove,,,,,,,,Same,,Independent,15 to 30K,Moderate,18 to 64,National,East,45 to 59,50 to 59,Independent/Other,50 to 64,0.883
43.0,11.0,54.0,Third call,45-49,White,Female,Hooker,Approve,,,,,,,,Same,,Democrat,50 to 75K,Liberal,18 to 64,National,East,45 to 59,40 to 49,Democrat,40 to 49,0.986
43.0,11.0,55.0,Third call,40-44,White,Male,Sundquist,Disapprove,,,,,,,,Worse,,Republican,15 to 30K,Conservative,18 to 64,National,East,30 to 44,40 to 49,Republican,40 to 49,0.9640000000000001
43.0,11.0,56.0,Third call,50-59,White,Male,Hooker,,,,,,,,,Better,,Democrat,15 to 30K,Liberal,18 to 64,National,East,45 to 59,50 to 59,Democrat,50 to 64,1.076
43.0,11.0,57.0,Third call,40-44,White,Female,Hooker,Disapprove,,,,,,,,Same,,Democrat,30 to 50K,Moderate,18 to 64,National,East,30 to 44,40 to 49,Democrat,40 to 49,0.986
43.0,11.0,58.0,Third call,50-59,White,Female,Hooker,Disapprove,,,,,,,,Better,,Democrat,75 to 100K,Liberal,18 to 64,National,East,45 to 59,50 to 59,Democrat,50 to 64,0.986
43.0,11.0,59.0,Third call,30-39,White,Female,Sundquist,Disapprove,,,,,,,,Better,,Republican,30 to 50K,Conservative,18 to 64,National,East,30 to 44,30 to 39,Republican,30 to 39,0.883
43.0,14.0,1.0,First call,50-59,White,Male,Sundquist,Disapprove,Approve,No,Oppose Clinton,No,Yes,Yes,No,Better,Dole,Republican,15 to 30K,Conservative,18 to 64,State,Central/West,45 to 59,50 to 59,Republican,50 to 64,1.354
43.0,14.0,2.0,First call,60-64,White,Female,Sundquist,Disapprove,Approve,No,Oppose Clinton,Yes,No,Yes,,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Central/West,60 and over,60 and over,Republican,50 to 64,1.305
43.0,14.0,3.0,First call,45-49,White,Female,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Central/West,45 to 59,40 to 49,Democrat,40 to 49,1.307
43.0,14.0,4.0,First call,50-59,White,Male,Sundquist,Approve,Disapprove,No,Neither,No,Yes,Yes,Yes,Better,Clinton,Republican,50 to 75K,Conservative,18 to 64,State,Central/West,45 to 59,50 to 59,Republican,50 to 64,1.354
43.0,14.0,5.0,First call,40-44,White,Female,Sundquist,Approve,Disapprove,Yes,Neither,No,No,No,No,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,Central/West,30 to 44,40 to 49,Democrat,40 to 49,1.222
43.0,14.0,6.0,First call,30-39,White,Female,Hooker,Approve,Disapprove,Yes,Neither,No,No,No,No,Better,Clinton,Democrat,100K or more,Liberal,18 to 64,State,Central/West,30 to 44,30 to 39,Democrat,30 to 39,1.307
43.0,14.0,7.0,First call,30-39,White,Male,Sundquist,Disapprove,Disapprove,No,Oppose Clinton,,Yes,Yes,No,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Central/West,30 to 44,30 to 39,Republican,30 to 39,1.354
43.0,14.0,8.0,First call,65 and over,White,Female,Hooker,Approve,Disapprove,Yes,Neither,No,No,No,Yes,Same,Clinton,Democrat,15 to 30K,Conservative,65 and over,State,Central/West,60 and over,60 and over,Democrat,65 and over,1.396
43.0,14.0,9.0,Second call,30-39,White,Female,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Central/West,30 to 44,30 to 39,Democrat,30 to 39,1.307
43.0,14.0,10.0,Second call,45-49,White,Female,Sundquist,Approve,Approve,No,Neither,No,No,No,Yes,Better,Dole,Republican,100K or more,Conservative,18 to 64,State,Central/West,45 to 59,40 to 49,Republican,40 to 49,1.222
43.0,14.0,11.0,Second call,30-39,White,Male,Hooker,Approve,Disapprove,Yes,Neither,No,No,No,Yes,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Central/West,30 to 44,30 to 39,Democrat,30 to 39,1.448
43.0,14.0,12.0,Second call,40-44,White,Male,Sundquist,Approve,Disapprove,Yes,Neither,No,No,No,Yes,Better,Clinton,Democrat,100K or more,Moderate,18 to 64,State,Central/West,30 to 44,40 to 49,Democrat,40 to 49,1.354
43.0,14.0,13.0,Second call,30-39,White,Female,Sundquist,Disapprove,Approve,No,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Central/West,30 to 44,30 to 39,Republican,30 to 39,1.222
43.0,14.0,14.0,Second call,30-39,White,Female,Sundquist,Disapprove,Disapprove,Yes,Neither,No,,Yes,Yes,Better,Clinton,Independent,30 to 50K,Conservative,18 to 64,State,Central/West,30 to 44,30 to 39,Independent/Other,30 to 39,1.222
43.0,14.0,15.0,Second call,65 and over,White,Male,Hooker,Approve,Approve,Yes,Support Clinton,No,No,No,Yes,Same,Clinton,Democrat,15 to 30K,Conservative,65 and over,State,Central/West,60 and over,60 and over,Democrat,65 and over,1.546
43.0,14.0,16.0,Second call,50-59,White,Male,Sundquist,Disapprove,Disapprove,No,Neither,,Yes,Yes,No,Same,Dole,Independent,50 to 75K,Conservative,18 to 64,State,Central/West,45 to 59,50 to 59,Independent/Other,50 to 64,1.354
43.0,14.0,17.0,Second call,65 and over,White,Female,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,30 to 50K,Moderate,65 and over,State,Central/West,60 and over,60 and over,Democrat,65 and over,1.396
43.0,14.0,18.0,Second call,60-64,White,Female,Sundquist,Disapprove,,No,Neither,,Yes,Yes,Yes,Same,Dole,Independent,50 to 75K,Conservative,18 to 64,State,Central/West,60 and over,60 and over,Independent/Other,50 to 64,1.305
43.0,14.0,19.0,Second call,18-24,White,Female,Sundquist,Approve,Approve,Yes,Neither,No,Yes,Yes,Yes,Better,Did not vote,Republican,30 to 50K,Conservative,18 to 64,State,Central/West,18 to 29,18 to 24,Republican,18 to 24,2.031
43.0,14.0,20.0,Second call,50-59,White,Female,Sundquist,Approve,Disapprove,No,Neither,No,No,No,Yes,Same,Clinton,Independent,50 to 75K,Conservative,18 to 64,State,Central/West,45 to 59,50 to 59,Independent/Other,50 to 64,1.222
43.0,14.0,21.0,Second call,25-29,White,Female,Sundquist,Disapprove,Approve,No,Neither,Yes,Yes,Yes,No,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Central/West,18 to 29,25 to 29,Republican,25 to 29,2.031
43.0,14.0,22.0,Second call,45-49,White,Male,Sundquist,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,,Conservative,18 to 64,State,Central/West,45 to 59,40 to 49,Republican,40 to 49,1.354
43.0,14.0,23.0,Second call,50-59,White,Male,Hooker,Disapprove,Disapprove,No,Neither,No,No,No,,Same,Clinton,Independent,50 to 75K,,18 to 64,State,Central/West,45 to 59,50 to 59,Independent/Other,50 to 64,1.448
43.0,14.0,24.0,Second call,60-64,White,Male,Hooker,Approve,Disapprove,No,Support Clinton,No,No,No,No,Same,Clinton,Democrat,Under 15K,Conservative,18 to 64,State,Central/West,60 and over,60 and over,Democrat,50 to 64,1.546
43.0,14.0,25.0,Second call,40-44,White,Female,Hooker,Approve,Disapprove,Yes,Neither,No,No,No,No,Same,Clinton,Democrat,75 to 100K,Liberal,18 to 64,State,Central/West,30 to 44,40 to 49,Democrat,40 to 49,1.307
43.0,14.0,26.0,Second call,25-29,White,Female,Sundquist,Approve,Approve,Yes,Support Clinton,No,No,No,,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Central/West,18 to 29,25 to 29,Democrat,25 to 29,2.031
43.0,14.0,27.0,Third call,30-39,White,Female,Sundquist,Disapprove,Approve,No,Oppose Clinton,No,Yes,Yes,No,Better,Dole,Republican,50 to 75K,Moderate,18 to 64,State,Central/West,30 to 44,30 to 39,Republican,30 to 39,1.222
43.0,14.0,28.0,Third call,50-59,White,Male,Sundquist,Approve,Approve,,Neither,No,,,Yes,Same,Clinton,Republican,15 to 30K,Moderate,18 to 64,State,Central/West,45 to 59,50 to 59,Republican,50 to 64,1.354
43.0,14.0,29.0,Third call,50-59,White,Male,Other,Disapprove,Approve,No,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,30 to 50K,Moderate,18 to 64,State,Central/West,45 to 59,50 to 59,Republican,50 to 64,0.811
43.0,14.0,30.0,Third call,30-39,White,Female,Sundquist,Disapprove,Approve,No,Neither,,,Yes,Yes,Better,Dole,Independent,15 to 30K,Conservative,18 to 64,State,Central/West,30 to 44,30 to 39,Independent/Other,30 to 39,1.222
43.0,14.0,31.0,Third call,40-44,White,Female,Hooker,Approve,Disapprove,Yes,Neither,Yes,No,No,No,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Central/West,30 to 44,40 to 49,Democrat,40 to 49,1.307
43.0,14.0,32.0,Third call,30-39,White,Female,Sundquist,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Perot,Republican,50 to 75K,Conservative,18 to 64,State,Central/West,30 to 44,30 to 39,Republican,30 to 39,1.222
43.0,14.0,33.0,Third call,45-49,White,Female,Hooker,Approve,Disapprove,Yes,Neither,No,No,No,No,Same,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,Central/West,45 to 59,40 to 49,Independent/Other,40 to 49,1.307
43.0,14.0,34.0,Third call,50-59,White,Male,Hooker,Approve,Approve,Yes,Support Clinton,,No,No,No,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,Central/West,45 to 59,50 to 59,Democrat,50 to 64,1.448
43.0,14.0,35.0,Third call,40-44,White,Female,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Central/West,30 to 44,40 to 49,Democrat,40 to 49,1.307
43.0,14.0,36.0,Third call,40-44,White,Male,Hooker,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Central/West,30 to 44,40 to 49,Republican,40 to 49,1.448
43.0,14.0,37.0,Third call,50-59,White,Female,Sundquist,Approve,Disapprove,Yes,Neither,No,No,No,No,Better,Clinton,Republican,30 to 50K,Moderate,18 to 64,State,Central/West,45 to 59,50 to 59,Republican,50 to 64,1.222
43.0,19.0,1.0,First call,30-39,Black,Male,Hooker,Approve,Disapprove,Yes,Neither,No,No,No,Yes,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Central/West,30 to 44,30 to 39,Democrat,30 to 39,0.23299999999999998
43.0,19.0,2.0,First call,40-44,Black,Male,Hooker,Approve,Disapprove,Yes,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,Under 15K,Conservative,18 to 64,State,Central/West,30 to 44,40 to 49,Democrat,40 to 49,0.23299999999999998
43.0,19.0,3.0,First call,30-39,Black,Male,Hooker,Approve,Disapprove,Yes,Support Clinton,Yes,No,No,Yes,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Central/West,30 to 44,30 to 39,Democrat,30 to 39,0.23299999999999998
43.0,19.0,4.0,First call,25-29,Black,Female,Hooker,Approve,Approve,Yes,Support Clinton,Yes,No,No,Yes,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Central/West,18 to 29,25 to 29,Democrat,25 to 29,0.349
43.0,19.0,5.0,First call,30-39,Black,Male,Hooker,Approve,Disapprove,Yes,Neither,Yes,No,No,No,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,Central/West,30 to 44,30 to 39,Democrat,30 to 39,0.23299999999999998
43.0,19.0,6.0,First call,40-44,Black,Male,Hooker,Approve,Approve,Yes,Support Clinton,No,No,No,No,Same,Clinton,Democrat,Under 15K,Conservative,18 to 64,State,Central/West,30 to 44,40 to 49,Democrat,40 to 49,0.23299999999999998
43.0,19.0,7.0,First call,40-44,Black,Female,Sundquist,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Central/West,30 to 44,40 to 49,Democrat,40 to 49,0.19599999999999998
43.0,19.0,8.0,First call,65 and over,Black,Male,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Same,Clinton,Democrat,30 to 50K,Liberal,65 and over,State,Central/West,60 and over,60 and over,Democrat,65 and over,0.249
43.0,19.0,9.0,First call,40-44,Black,Female,Hooker,Approve,Disapprove,Yes,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,Under 15K,Liberal,18 to 64,State,Central/West,30 to 44,40 to 49,Democrat,40 to 49,0.21000000000000002
43.0,19.0,10.0,Second call,60-64,Black,Female,Hooker,Approve,Disapprove,Yes,Neither,No,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Central/West,60 and over,60 and over,Democrat,50 to 64,0.225
43.0,19.0,11.0,Second call,40-44,Black,Male,Sundquist,Approve,Disapprove,Yes,Neither,Yes,No,No,Yes,Better,Clinton,Democrat,30 to 50K,Conservative,18 to 64,State,Central/West,30 to 44,40 to 49,Democrat,40 to 49,0.21800000000000003
43.0,19.0,12.0,Second call,40-44,Black,Male,Hooker,Approve,Approve,Yes,Neither,No,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Central/West,30 to 44,40 to 49,Democrat,40 to 49,0.23299999999999998
43.0,19.0,13.0,Second call,60-64,Black,Male,Sundquist,Approve,Disapprove,Yes,Neither,No,No,No,No,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Central/West,60 and over,60 and over,Democrat,50 to 64,0.232
43.0,19.0,14.0,Second call,30-39,Black,Female,Hooker,Approve,,Yes,Neither,,No,No,,Better,Clinton,Democrat,50 to 75K,Conservative,18 to 64,State,Central/West,30 to 44,30 to 39,Democrat,30 to 39,0.21000000000000002
43.0,19.0,15.0,Second call,18-24,White,Female,Hooker,Approve,,Yes,Neither,No,No,No,No,Better,Clinton,Democrat,Under 15K,Moderate,18 to 64,State,Central/West,18 to 29,18 to 24,Democrat,18 to 24,0.308
43.0,19.0,16.0,Second call,30-39,Black,Male,Hooker,Approve,Disapprove,Yes,Neither,Yes,No,No,Yes,Better,Clinton,Democrat,15 to 30K,Conservative,18 to 64,State,Central/West,30 to 44,30 to 39,Democrat,30 to 39,0.23299999999999998
43.0,19.0,17.0,Second call,60-64,Black,Female,Hooker,Approve,Disapprove,Yes,Neither,,No,,,Same,Clinton,Democrat,,Conservative,18 to 64,State,Central/West,60 and over,60 and over,Democrat,50 to 64,0.225
43.0,19.0,18.0,Second call,50-59,Black,,Hooker,,,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,,,18 to 64,State,Central/West,45 to 59,50 to 59,Democrat,50 to 64,0.21000000000000002
43.0,19.0,19.0,Second call,25-29,Black,Female,Hooker,Approve,Disapprove,Yes,Support Clinton,No,Yes,Yes,Yes,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Central/West,18 to 29,25 to 29,Democrat,25 to 29,0.349
43.0,19.0,20.0,Second call,50-59,Black,Male,Hooker,Approve,Approve,Yes,Support Clinton,No,No,No,No,Same,Clinton,Democrat,Under 15K,Moderate,18 to 64,State,Central/West,45 to 59,50 to 59,Democrat,50 to 64,0.23299999999999998
43.0,19.0,21.0,Second call,60-64,Black,,Hooker,Approve,Approve,Yes,Support Clinton,Yes,No,No,Yes,Same,Clinton,Democrat,75 to 100K,Liberal,18 to 64,State,Central/West,60 and over,60 and over,Democrat,50 to 64,0.249
43.0,19.0,22.0,Second call,45-49,Black,Female,Sundquist,Approve,Approve,Yes,Support Clinton,Yes,No,No,No,Same,Clinton,Republican,15 to 30K,Conservative,18 to 64,State,Central/West,45 to 59,40 to 49,Republican,40 to 49,0.19599999999999998
43.0,19.0,23.0,Second call,50-59,Black,Female,Hooker,Approve,Approve,Yes,Neither,Yes,No,No,No,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Central/West,45 to 59,50 to 59,Democrat,50 to 64,0.21000000000000002
43.0,19.0,24.0,Second call,50-59,Black,Female,Hooker,Approve,Approve,Yes,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Central/West,45 to 59,50 to 59,Democrat,50 to 64,0.21000000000000002
43.0,19.0,25.0,Second call,30-39,Black,Male,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Under 15K,Liberal,18 to 64,State,Central/West,30 to 44,30 to 39,Democrat,30 to 39,0.23299999999999998
43.0,19.0,26.0,Second call,50-59,Black,Female,Hooker,Approve,Approve,Yes,Support Clinton,No,No,No,No,Better,Dole,Democrat,Under 15K,Conservative,18 to 64,State,Central/West,45 to 59,50 to 59,Democrat,50 to 64,0.21000000000000002
43.0,19.0,27.0,Second call,45-49,Black,Female,Hooker,Approve,Approve,Yes,Support Clinton,Yes,No,No,,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Central/West,45 to 59,40 to 49,Democrat,40 to 49,0.21000000000000002
