V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33
1.0,0.0,G,46.0,9.0,34.0,Second call,1.0,60-64,White,Female,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,No,Worse,Democrat,75 to 100K,Liberal,18 to 64,Favorable,State,Burl/Winooski,60 and over,60 and over,Democrat,50 to 64,0.9460000000000001
1.0,0.0,G,46.0,9.0,35.0,Second call,1.0,18-24,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,No,Same,Democrat,15 to 30K,Liberal,18 to 64,Unfavorable,State,Burl/Winooski,18 to 29,18 to 24,Democrat,18 to 24,1.1
1.0,0.0,G,46.0,9.0,36.0,Second call,1.0,30-39,White,Female,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,No,Worse,Independent,30 to 50K,Liberal,18 to 64,Favorable,State,Burl/Winooski,30 to 44,30 to 39,Independent/Other,30 to 39,0.741
1.0,0.0,G,46.0,9.0,37.0,Second call,1.0,50-59,White,Female,Leahy,Dean,Sanders,Approve,,Neither,No,No,No,,,,Moderate,18 to 64,,State,Burl/Winooski,45 to 59,50 to 59,,50 to 64,0.741
1.0,0.0,G,46.0,9.0,38.0,Second call,1.0,65 and over,White,Female,Leahy,Dean,Sanders,Approve,Disapprove,Support Clinton,No,No,No,Same,Democrat,50 to 75K,Liberal,65 and over,Unfavorable,State,Burl/Winooski,60 and over,60 and over,Democrat,65 and over,0.9460000000000001
1.0,0.0,G,46.0,9.0,39.0,Second call,1.0,60-64,White,Female,Tuttle,Dwyer,Sanders,Approve,Approve,Support Clinton,No,No,No,Same,,50 to 75K,Moderate,18 to 64,Favorable,State,Burl/Winooski,60 and over,60 and over,,50 to 64,0.915
1.0,0.0,G,46.0,9.0,40.0,Second call,1.0,40-44,White,Female,Leahy,Dwyer,Candon,Approve,Disapprove,Support Clinton,No,No,Yes,Same,Democrat,15 to 30K,Moderate,18 to 64,Favorable,State,Burl/Winooski,30 to 44,40 to 49,Democrat,40 to 49,0.811
1.0,0.0,G,46.0,9.0,41.0,Second call,1.0,30-39,White,Male,Leahy,Dwyer,Candon,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Something else,50 to 75K,Moderate,18 to 64,Unfavorable,State,Burl/Winooski,30 to 44,30 to 39,Independent/Other,30 to 39,0.8500000000000001
1.0,0.0,G,46.0,9.0,42.0,Second call,1.0,60-64,White,Female,,Dwyer,,Disapprove,Disapprove,Neither,Yes,,Yes,Better,Republican,30 to 50K,Conservative,18 to 64,Unfavorable,State,Burl/Winooski,60 and over,60 and over,Republican,50 to 64,1.001
1.0,0.0,G,46.0,9.0,43.0,Second call,1.0,40-44,White,Male,Other,Dwyer,Candon,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Republican,,Conservative,18 to 64,Unfavorable,State,Burl/Winooski,30 to 44,40 to 49,Republican,40 to 49,0.711
1.0,0.0,G,46.0,9.0,44.0,Second call,1.0,18-24,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,No,Better,Independent,Under 15K,Liberal,18 to 64,,State,Burl/Winooski,18 to 29,18 to 24,Independent/Other,18 to 24,1.1
1.0,0.0,G,46.0,9.0,45.0,Second call,1.0,65 and over,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,No,Same,Democrat,75 to 100K,Liberal,65 and over,Favorable,State,Burl/Winooski,60 and over,60 and over,Democrat,65 and over,0.991
1.0,0.0,G,46.0,9.0,46.0,Second call,1.0,18-24,White,Male,Tuttle,,Sanders,Disapprove,Disapprove,Neither,No,No,No,Better,Independent,Under 15K,Liberal,18 to 64,Favorable,State,Burl/Winooski,18 to 29,18 to 24,Independent/Other,18 to 24,1.037
1.0,0.0,G,46.0,9.0,47.0,Second call,1.0,30-39,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,Yes,Better,Republican,30 to 50K,Moderate,18 to 64,Favorable,State,Burl/Winooski,30 to 44,30 to 39,Republican,30 to 39,0.775
1.0,0.0,G,46.0,9.0,48.0,Second call,1.0,45-49,White,Female,Leahy,Dean,Sanders,Approve,Disapprove,Support Clinton,No,No,No,Worse,Democrat,75 to 100K,Moderate,18 to 64,,State,Burl/Winooski,45 to 59,40 to 49,Democrat,40 to 49,0.741
1.0,0.0,G,46.0,9.0,49.0,Second call,1.0,25-29,White,Male,Leahy,Dean,Sanders,Approve,Approve,Neither,No,Yes,Yes,,,15 to 30K,Moderate,18 to 64,Favorable,State,Burl/Winooski,18 to 29,25 to 29,,25 to 29,1.1
1.0,0.0,G,46.0,9.0,50.0,Second call,1.0,45-49,White,Male,Other,Other,Other,Disapprove,Approve,Neither,Yes,Yes,,Better,Independent,50 to 75K,Moderate,18 to 64,Unfavorable,State,Burl/Winooski,45 to 59,40 to 49,Independent/Other,40 to 49,1.7229999999999999
1.0,0.0,G,46.0,9.0,51.0,Second call,1.0,45-49,White,Female,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,No,Same,Democrat,50 to 75K,Liberal,18 to 64,Favorable,State,Burl/Winooski,45 to 59,40 to 49,Democrat,40 to 49,0.741
1.0,0.0,G,46.0,9.0,52.0,Second call,1.0,40-44,White,Female,Leahy,Dean,Sanders,Approve,Disapprove,Support Clinton,No,No,No,Better,Democrat,50 to 75K,Liberal,18 to 64,Favorable,State,Burl/Winooski,30 to 44,40 to 49,Democrat,40 to 49,0.741
1.0,0.0,G,46.0,9.0,53.0,Third call,1.0,40-44,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,No,Worse,Independent,Under 15K,Liberal,18 to 64,,State,Burl/Winooski,30 to 44,40 to 49,Independent/Other,40 to 49,0.775
1.0,0.0,G,46.0,9.0,54.0,Third call,1.0,60-64,White,Female,Leahy,Dean,Sanders,Approve,Approve,Support Clinton,No,No,No,Worse,Democrat,15 to 30K,Liberal,18 to 64,Favorable,State,Burl/Winooski,60 and over,60 and over,Democrat,50 to 64,0.9460000000000001
1.0,0.0,G,46.0,9.0,55.0,Third call,1.0,30-39,White,Female,Leahy,Dean,Sanders,Disapprove,Disapprove,Neither,,Yes,,Same,Democrat,50 to 75K,Liberal,18 to 64,Favorable,State,Burl/Winooski,30 to 44,30 to 39,Democrat,30 to 39,0.741
1.0,0.0,G,46.0,9.0,56.0,Third call,1.0,65 and over,White,Female,Leahy,Dean,Sanders,Approve,Disapprove,Support Clinton,No,No,No,Better,Democrat,75 to 100K,Liberal,65 and over,Unfavorable,State,Burl/Winooski,60 and over,60 and over,Democrat,65 and over,0.9460000000000001
1.0,0.0,G,46.0,9.0,57.0,Third call,1.0,40-44,White,Female,Leahy,Dean,Sanders,,,Neither,No,No,Yes,Better,Democrat,15 to 30K,Conservative,18 to 64,Favorable,State,Burl/Winooski,30 to 44,40 to 49,Democrat,40 to 49,0.741
1.0,0.0,G,46.0,9.0,58.0,Third call,1.0,30-39,White,Female,Leahy,Dean,Sanders,Approve,Approve,Neither,No,No,No,Better,Something else,50 to 75K,Liberal,18 to 64,Favorable,State,Burl/Winooski,30 to 44,30 to 39,Independent/Other,30 to 39,0.741
1.0,0.0,G,46.0,9.0,59.0,Third call,1.0,30-39,White,Male,Tuttle,Dwyer,Sanders,Approve,Disapprove,Neither,No,No,No,Same,Independent,15 to 30K,Moderate,18 to 64,Favorable,State,Burl/Winooski,30 to 44,30 to 39,Independent/Other,30 to 39,0.75
1.0,0.0,G,46.0,9.0,60.0,Third call,1.0,50-59,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,No,Same,Democrat,75 to 100K,Liberal,18 to 64,Favorable,State,Burl/Winooski,45 to 59,50 to 59,Democrat,50 to 64,0.775
1.0,0.0,G,46.0,9.0,61.0,Third call,1.0,40-44,White,Female,Leahy,Dean,Sanders,Approve,Approve,Neither,No,No,Yes,Same,Democrat,Under 15K,Liberal,18 to 64,Favorable,State,Burl/Winooski,30 to 44,40 to 49,Democrat,40 to 49,0.741
1.0,0.0,G,46.0,9.0,62.0,Third call,1.0,45-49,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,Yes,Better,Democrat,75 to 100K,Liberal,18 to 64,Favorable,State,Burl/Winooski,45 to 59,40 to 49,Democrat,40 to 49,0.775
1.0,0.0,G,46.0,9.0,63.0,Third call,1.0,40-44,White,Female,Leahy,Dwyer,Sanders,Approve,Disapprove,Neither,No,No,Yes,Worse,Republican,Under 15K,Conservative,18 to 64,Unfavorable,State,Burl/Winooski,30 to 44,40 to 49,Republican,40 to 49,0.786
1.0,0.0,G,46.0,13.0,1.0,First call,1.0,50-59,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,No,Better,Democrat,50 to 75K,Moderate,18 to 64,Favorable,State,Burl/Winooski,45 to 59,50 to 59,Democrat,50 to 64,0.506
1.0,0.0,G,46.0,13.0,2.0,First call,1.0,40-44,White,Male,Tuttle,Dwyer,Candon,Disapprove,Approve,Neither,Yes,Yes,No,Same,Republican,50 to 75K,Conservative,18 to 64,Unfavorable,State,Burl/Winooski,30 to 44,40 to 49,Republican,40 to 49,0.502
1.0,0.0,G,46.0,13.0,3.0,First call,1.0,50-59,White,Male,Leahy,Dean,Sanders,Approve,Approve,Neither,No,No,Yes,Better,Democrat,50 to 75K,Moderate,18 to 64,Unfavorable,State,Burl/Winooski,45 to 59,50 to 59,Democrat,50 to 64,0.506
1.0,0.0,G,46.0,13.0,4.0,First call,1.0,40-44,,Male,Tuttle,Dwyer,Candon,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Better,Independent,,Conservative,18 to 64,Favorable,State,Burl/Winooski,30 to 44,40 to 49,Independent/Other,40 to 49,0.502
1.0,0.0,G,46.0,13.0,5.0,First call,1.0,60-64,White,Male,Tuttle,Dwyer,Candon,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,,Better,Something else,30 to 50K,Moderate,18 to 64,Favorable,State,Burl/Winooski,60 and over,60 and over,Independent/Other,50 to 64,0.642
1.0,0.0,G,46.0,13.0,6.0,First call,1.0,30-39,White,Female,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,No,Same,Democrat,30 to 50K,Liberal,18 to 64,Favorable,State,Burl/Winooski,30 to 44,30 to 39,Democrat,30 to 39,0.48
1.0,0.0,G,46.0,13.0,7.0,First call,1.0,65 and over,White,Male,Leahy,Dean,Sanders,Approve,Approve,Neither,No,No,No,Same,Something else,30 to 50K,Moderate,65 and over,Favorable,State,Burl/Winooski,60 and over,60 and over,Independent/Other,65 and over,0.6449999999999999
1.0,0.0,G,46.0,13.0,8.0,First call,1.0,45-49,White,Female,,Dwyer,Candon,Disapprove,Disapprove,Neither,,Yes,Yes,Worse,Republican,30 to 50K,Conservative,18 to 64,,State,Burl/Winooski,45 to 59,40 to 49,Republican,40 to 49,0.511
1.0,0.0,G,46.0,13.0,9.0,First call,1.0,40-44,White,Female,Leahy,Dean,Sanders,Approve,,Neither,No,No,Yes,Better,Democrat,100K or more,Liberal,18 to 64,Favorable,State,Burl/Winooski,30 to 44,40 to 49,Democrat,40 to 49,0.48
1.0,0.0,G,46.0,13.0,10.0,First call,1.0,25-29,White,Male,Leahy,Dean,Sanders,Approve,,Neither,No,No,,Better,Democrat,30 to 50K,Moderate,18 to 64,Favorable,State,Burl/Winooski,18 to 29,25 to 29,Democrat,25 to 29,0.715
1.0,0.0,G,46.0,13.0,11.0,First call,1.0,50-59,White,Male,Tuttle,Dwyer,Candon,Disapprove,Disapprove,Neither,No,No,Yes,Same,Democrat,75 to 100K,Moderate,18 to 64,,State,Burl/Winooski,45 to 59,50 to 59,Democrat,50 to 64,0.502
1.0,0.0,G,46.0,13.0,12.0,First call,1.0,50-59,White,Male,Leahy,Dean,Candon,Approve,Disapprove,Neither,Yes,Yes,Yes,Same,Republican,75 to 100K,Moderate,18 to 64,Favorable,State,Burl/Winooski,45 to 59,50 to 59,Republican,50 to 64,0.52
1.0,0.0,G,46.0,13.0,13.0,First call,1.0,40-44,White,Female,Tuttle,Dwyer,Sanders,Approve,Disapprove,Neither,No,No,No,Better,Democrat,50 to 75K,Liberal,18 to 64,Favorable,State,Burl/Winooski,30 to 44,40 to 49,Democrat,40 to 49,0.46499999999999997
1.0,0.0,G,46.0,13.0,14.0,First call,1.0,40-44,White,Male,Leahy,Dwyer,Sanders,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Democrat,,Moderate,18 to 64,Favorable,State,Burl/Winooski,30 to 44,40 to 49,Democrat,40 to 49,0.5369999999999999
1.0,0.0,G,46.0,13.0,15.0,First call,1.0,40-44,White,Female,Leahy,Dean,Sanders,Approve,,,,,,Worse,Democrat,,,18 to 64,,State,Burl/Winooski,30 to 44,40 to 49,Democrat,40 to 49,0.48
1.0,0.0,G,46.0,13.0,16.0,First call,1.0,45-49,White,Male,Leahy,Dean,Sanders,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Independent,50 to 75K,Conservative,18 to 64,Favorable,State,Burl/Winooski,45 to 59,40 to 49,Independent/Other,40 to 49,0.506
1.0,0.0,G,46.0,13.0,17.0,First call,1.0,25-29,White,Female,Leahy,Dean,Candon,,,Neither,No,Yes,Yes,Better,Democrat,30 to 50K,,18 to 64,,State,Burl/Winooski,18 to 29,25 to 29,Democrat,25 to 29,0.702
1.0,0.0,G,46.0,13.0,18.0,First call,1.0,45-49,White,Female,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,No,Same,Democrat,50 to 75K,Liberal,18 to 64,Favorable,State,Burl/Winooski,45 to 59,40 to 49,Democrat,40 to 49,0.48
1.0,0.0,G,46.0,13.0,19.0,First call,1.0,18-24,White,Female,Leahy,Dwyer,Candon,Disapprove,Disapprove,Neither,No,Yes,Yes,Same,Republican,100K or more,Moderate,18 to 64,Unfavorable,State,Burl/Winooski,18 to 29,18 to 24,Republican,18 to 24,0.7469999999999999
1.0,0.0,G,46.0,13.0,20.0,First call,1.0,50-59,White,Male,Leahy,Dwyer,Candon,Disapprove,Disapprove,Neither,No,No,Yes,Better,Republican,,Conservative,18 to 64,Favorable,State,Burl/Winooski,45 to 59,50 to 59,Republican,50 to 64,0.552
1.0,0.0,G,46.0,13.0,21.0,First call,1.0,50-59,White,Female,Leahy,Dean,Sanders,Approve,Approve,Neither,No,No,Yes,Better,Independent,75 to 100K,Conservative,18 to 64,Unfavorable,State,Burl/Winooski,45 to 59,50 to 59,Independent/Other,50 to 64,0.48
1.0,0.0,G,46.0,13.0,22.0,Second call,1.0,50-59,White,Male,Tuttle,Dwyer,Candon,Disapprove,Disapprove,Oppose Clinton,No,Yes,No,Worse,Republican,15 to 30K,Conservative,18 to 64,Favorable,State,Burl/Winooski,45 to 59,50 to 59,Republican,50 to 64,0.502
1.0,0.0,G,46.0,13.0,23.0,Second call,1.0,50-59,White,Female,Leahy,Dwyer,Candon,,,,,,,Same,,,,18 to 64,Favorable,State,Burl/Winooski,45 to 59,50 to 59,,50 to 64,0.5269999999999999
1.0,0.0,G,46.0,13.0,24.0,Second call,1.0,18-24,White,Male,Other,Dwyer,Candon,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Worse,Republican,Under 15K,Conservative,18 to 64,Unfavorable,State,Burl/Winooski,18 to 29,18 to 24,Republican,18 to 24,0.6549999999999999
1.0,0.0,G,46.0,13.0,25.0,Second call,1.0,18-24,White,Male,Leahy,Dean,Sanders,Approve,Approve,Oppose Clinton,No,Yes,No,Better,Republican,,Liberal,18 to 64,Favorable,State,Burl/Winooski,18 to 29,18 to 24,Republican,18 to 24,0.715
1.0,0.0,G,46.0,13.0,26.0,Second call,1.0,45-49,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,Yes,Better,Independent,100K or more,Moderate,18 to 64,Favorable,State,Burl/Winooski,45 to 59,40 to 49,Independent/Other,40 to 49,0.506
1.0,0.0,G,46.0,13.0,27.0,Second call,1.0,18-24,White,Female,Leahy,Dean,,Approve,,Support Clinton,No,No,No,Better,Democrat,30 to 50K,Moderate,18 to 64,Favorable,State,Burl/Winooski,18 to 29,18 to 24,Democrat,18 to 24,0.7
1.0,0.0,G,46.0,13.0,28.0,Second call,1.0,40-44,White,Female,Leahy,Dwyer,Candon,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Republican,75 to 100K,Moderate,18 to 64,Favorable,State,Burl/Winooski,30 to 44,40 to 49,Republican,40 to 49,0.5269999999999999
1.0,0.0,G,46.0,13.0,29.0,Third call,1.0,30-39,White,Male,Other,Dean,Sanders,Approve,Disapprove,,,,,Same,Democrat,,Moderate,18 to 64,Favorable,State,Burl/Winooski,30 to 44,30 to 39,Democrat,30 to 39,0.424
1.0,0.0,G,46.0,13.0,30.0,Third call,1.0,40-44,White,Female,Leahy,Dwyer,Candon,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Something else,50 to 75K,Moderate,18 to 64,Favorable,State,Burl/Winooski,30 to 44,40 to 49,Independent/Other,40 to 49,0.5269999999999999
1.0,0.0,G,46.0,13.0,31.0,Third call,1.0,50-59,White,Female,Tuttle,Other,Other,Approve,,,,,,Worse,Something else,30 to 50K,Liberal,18 to 64,Favorable,State,Burl/Winooski,45 to 59,50 to 59,Independent/Other,50 to 64,1.163
1.0,0.0,G,46.0,13.0,32.0,Third call,1.0,40-44,White,Male,Leahy,,,,,Neither,No,No,No,Worse,Democrat,50 to 75K,Liberal,18 to 64,Unfavorable,State,Burl/Winooski,30 to 44,40 to 49,Democrat,40 to 49,0.538
1.0,0.0,G,46.0,13.0,33.0,Third call,1.0,30-39,White,Female,Leahy,Dwyer,,Approve,Disapprove,Neither,No,No,No,Better,Independent,75 to 100K,Moderate,18 to 64,Favorable,State,Burl/Winooski,30 to 44,30 to 39,Independent/Other,30 to 39,0.526
1.0,0.0,G,46.0,13.0,34.0,Third call,1.0,18-24,White,Male,Leahy,Dean,Sanders,Approve,Approve,Neither,No,No,No,Same,Democrat,15 to 30K,Liberal,18 to 64,Favorable,State,Burl/Winooski,18 to 29,18 to 24,Democrat,18 to 24,0.715
1.0,0.0,G,46.0,13.0,35.0,Third call,1.0,60-64,White,Male,Tuttle,Dwyer,Candon,Disapprove,Disapprove,Neither,No,No,No,Worse,Republican,30 to 50K,Moderate,18 to 64,Favorable,State,Burl/Winooski,60 and over,60 and over,Republican,50 to 64,0.642
1.0,0.0,G,46.0,13.0,36.0,Third call,1.0,40-44,Black,Male,Leahy,Dean,Sanders,Approve,Disapprove,Support Clinton,No,No,No,Better,Democrat,75 to 100K,Liberal,18 to 64,Favorable,State,Burl/Winooski,30 to 44,40 to 49,Democrat,40 to 49,0.631
1.0,0.0,G,46.0,13.0,37.0,Third call,1.0,45-49,White,Female,Leahy,Dean,Sanders,Approve,Disapprove,Neither,,,,,Independent,75 to 100K,Moderate,18 to 64,Unfavorable,State,Burl/Winooski,45 to 59,40 to 49,Independent/Other,40 to 49,0.48
1.0,0.0,G,46.0,13.0,38.0,Third call,1.0,50-59,White,Female,Leahy,Dwyer,,Disapprove,Approve,Neither,No,Yes,,Better,Republican,100K or more,Moderate,18 to 64,Favorable,State,Burl/Winooski,45 to 59,50 to 59,Republican,50 to 64,0.526
1.0,0.0,G,46.0,13.0,39.0,Third call,1.0,30-39,Asian,Male,Leahy,Dean,Other,Approve,Approve,Neither,No,No,No,Same,Democrat,,Moderate,18 to 64,Favorable,State,Burl/Winooski,30 to 44,30 to 39,Democrat,30 to 39,0.843
1.0,0.0,G,46.0,13.0,40.0,Third call,1.0,65 and over,White,Female,Tuttle,Dwyer,Candon,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Republican,50 to 75K,Conservative,65 and over,Favorable,State,Burl/Winooski,60 and over,60 and over,Republican,65 and over,0.614
1.0,0.0,G,46.0,13.0,41.0,Third call,1.0,25-29,White,Female,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,No,Better,Democrat,50 to 75K,Moderate,18 to 64,Favorable,State,Burl/Winooski,18 to 29,25 to 29,Democrat,25 to 29,0.6829999999999999
1.0,0.0,G,46.0,13.0,42.0,Third call,1.0,45-49,White,Female,Tuttle,Dwyer,Other,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Independent,30 to 50K,Moderate,18 to 64,Favorable,State,Burl/Winooski,45 to 59,40 to 49,Independent/Other,40 to 49,0.777
1.0,0.0,G,46.0,13.0,43.0,Third call,1.0,30-39,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Democrat,50 to 75K,Liberal,18 to 64,Favorable,State,Burl/Winooski,30 to 44,30 to 39,Democrat,30 to 39,0.506
1.0,0.0,G,46.0,13.0,44.0,Third call,1.0,45-49,White,Male,Leahy,Dean,Sanders,Disapprove,Disapprove,Neither,No,Yes,Yes,Same,Democrat,75 to 100K,Moderate,18 to 64,Favorable,State,Burl/Winooski,45 to 59,40 to 49,Democrat,40 to 49,0.506
1.0,0.0,G,46.0,14.0,1.0,First call,1.0,45-49,White,Male,Leahy,Dean,Sanders,Approve,Approve,Support Clinton,No,Yes,Yes,Better,Independent,15 to 30K,Liberal,18 to 64,Unfavorable,State,Burl/Winooski,45 to 59,40 to 49,Independent/Other,40 to 49,3.1390000000000002
1.0,0.0,G,46.0,14.0,2.0,First call,1.0,40-44,White,Male,Tuttle,Dwyer,Candon,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Worse,Republican,75 to 100K,Conservative,18 to 64,Unfavorable,State,Burl/Winooski,30 to 44,40 to 49,Republican,40 to 49,3.13
1.0,0.0,G,46.0,14.0,3.0,First call,1.0,45-49,White,Female,Other,Dwyer,Candon,Disapprove,Disapprove,Oppose Clinton,Yes,No,No,Better,Republican,50 to 75K,Conservative,18 to 64,Unfavorable,State,Burl/Winooski,45 to 59,40 to 49,Republican,40 to 49,2.748
1.0,0.0,G,46.0,14.0,4.0,First call,1.0,30-39,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Support Clinton,No,No,Yes,Same,Democrat,15 to 30K,Liberal,18 to 64,Unfavorable,State,Burl/Winooski,30 to 44,30 to 39,Democrat,30 to 39,3.1390000000000002
1.0,0.0,G,46.0,14.0,5.0,First call,1.0,30-39,White,Male,Tuttle,Dwyer,Candon,Disapprove,Disapprove,Oppose Clinton,Yes,No,No,Same,Republican,50 to 75K,Conservative,18 to 64,Unfavorable,State,Burl/Winooski,30 to 44,30 to 39,Republican,30 to 39,3.13
1.0,0.0,G,46.0,14.0,6.0,First call,1.0,45-49,White,Male,Other,Dwyer,Candon,Disapprove,Approve,Oppose Clinton,Yes,No,No,Better,Republican,30 to 50K,Conservative,18 to 64,Unfavorable,State,Burl/Winooski,45 to 59,40 to 49,Republican,40 to 49,2.878
1.0,0.0,G,46.0,14.0,7.0,First call,1.0,45-49,White,Female,Leahy,Dean,Sanders,Approve,Disapprove,Support Clinton,No,No,No,Better,Democrat,30 to 50K,Liberal,18 to 64,Unfavorable,State,Burl/Winooski,45 to 59,40 to 49,Democrat,40 to 49,2.998
1.0,0.0,G,46.0,14.0,8.0,First call,1.0,40-44,White,Male,Leahy,Dean,Sanders,Disapprove,Disapprove,Support Clinton,No,No,Yes,Better,Independent,50 to 75K,Liberal,18 to 64,Unfavorable,State,Burl/Winooski,30 to 44,40 to 49,Independent/Other,40 to 49,3.1390000000000002
1.0,0.0,G,46.0,14.0,9.0,First call,1.0,40-44,White,Male,Tuttle,Dwyer,Candon,Disapprove,Approve,Oppose Clinton,No,No,Yes,Better,Republican,50 to 75K,Conservative,18 to 64,Unfavorable,State,Burl/Winooski,30 to 44,40 to 49,Republican,40 to 49,3.13
1.0,0.0,G,46.0,14.0,10.0,First call,1.0,45-49,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Democrat,50 to 75K,Liberal,18 to 64,Unfavorable,State,Burl/Winooski,45 to 59,40 to 49,Democrat,40 to 49,3.1390000000000002
1.0,0.0,G,46.0,14.0,11.0,First call,1.0,45-49,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Support Clinton,Yes,No,No,Better,Democrat,30 to 50K,Liberal,18 to 64,Unfavorable,State,Burl/Winooski,45 to 59,40 to 49,Democrat,40 to 49,3.1390000000000002
1.0,0.0,G,46.0,14.0,12.0,First call,1.0,40-44,White,Male,Leahy,Dean,Sanders,Disapprove,Disapprove,Oppose Clinton,Yes,No,No,Same,Democrat,30 to 50K,Moderate,18 to 64,Favorable,State,Burl/Winooski,30 to 44,40 to 49,Democrat,40 to 49,3.1390000000000002
1.0,0.0,G,46.0,14.0,13.0,First call,1.0,45-49,White,Female,Leahy,Dean,Other,,Approve,Oppose Clinton,Yes,No,No,Same,Independent,75 to 100K,Moderate,18 to 64,Unfavorable,State,Burl/Winooski,45 to 59,40 to 49,Independent/Other,40 to 49,5.008
1.0,0.0,G,46.0,14.0,14.0,First call,1.0,50-59,White,Female,Other,Dean,Candon,Disapprove,Approve,Support Clinton,Yes,No,No,Same,Independent,75 to 100K,Moderate,18 to 64,Unfavorable,State,Burl/Winooski,45 to 59,50 to 59,Independent/Other,50 to 64,2.5869999999999997
1.0,0.0,G,46.0,14.0,15.0,First call,1.0,30-39,White,Male,Leahy,,Candon,Approve,Disapprove,Oppose Clinton,No,No,Yes,Better,Independent,30 to 50K,Moderate,18 to 64,Unfavorable,State,Burl/Winooski,30 to 44,30 to 39,Independent/Other,30 to 39,3.356
1.0,0.0,G,46.0,14.0,16.0,First call,1.0,30-39,White,Female,Tuttle,Dwyer,Candon,Disapprove,Approve,Oppose Clinton,Yes,No,No,Better,Republican,50 to 75K,Conservative,18 to 64,Unfavorable,State,Burl/Winooski,30 to 44,30 to 39,Republican,30 to 39,2.988
1.0,0.0,G,46.0,14.0,17.0,First call,1.0,45-49,White,Male,Tuttle,Dwyer,Candon,Disapprove,Disapprove,Neither,,Yes,No,Better,Republican,30 to 50K,Conservative,18 to 64,Unfavorable,State,Burl/Winooski,45 to 59,40 to 49,Republican,40 to 49,3.13
1.0,0.0,G,46.0,14.0,18.0,First call,1.0,,White,Female,,Dwyer,,Approve,Disapprove,,,,,,,,,,,State,Burl/Winooski,,,,,3.172
1.0,0.0,G,46.0,15.0,1.0,First call,1.0,65 and over,White,Male,Leahy,Dwyer,Candon,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Better,Republican,50 to 75K,Conservative,65 and over,Favorable,State,Burl/Winooski,60 and over,60 and over,Republican,65 and over,0.717
1.0,0.0,G,46.0,15.0,2.0,First call,1.0,65 and over,White,Male,Tuttle,Dwyer,Sanders,Disapprove,Approve,Neither,No,Yes,Yes,Same,Independent,30 to 50K,Moderate,65 and over,Favorable,State,Burl/Winooski,60 and over,60 and over,Independent/Other,65 and over,0.633
1.0,0.0,G,46.0,15.0,3.0,First call,1.0,50-59,White,Female,Leahy,Dwyer,Sanders,Disapprove,Approve,Neither,No,Yes,Yes,Same,Democrat,15 to 30K,Conservative,18 to 64,Favorable,State,Burl/Winooski,45 to 59,50 to 59,Democrat,50 to 64,0.521
1.0,0.0,G,46.0,15.0,4.0,First call,1.0,50-59,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,No,Better,Democrat,50 to 75K,Moderate,18 to 64,Unfavorable,State,Burl/Winooski,45 to 59,50 to 59,Democrat,50 to 64,0.513
1.0,0.0,G,46.0,15.0,5.0,First call,1.0,30-39,White,Male,Leahy,Dean,Sanders,Disapprove,Approve,Neither,No,Yes,No,Worse,Independent,30 to 50K,Liberal,18 to 64,Favorable,State,Burl/Winooski,30 to 44,30 to 39,Independent/Other,30 to 39,0.513
