State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Race,Hispanic descent,Clinton Approval,Congress Approval,Q-Race (w/out Hispanic adj),Sen: Describe vote,Reason for Cong Vote,State economy condition,Prop5: Gambling,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Religion,Income,Ideology,Age (65 and over),State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Senate issues,Governor issues,Future of state economy,Clinton as person,Union member in HH,Telephone survey,Reps on Clin/Lwnsky,Gay/Lesbian/Bisexual
5.0,43.0,57.0,Third call,25-29,Other,Female,Fong,Lungren,No,Approve,Disapprove,Other,Against my candidate,Oppose Clinton,Not so good,No,Yes,No,No,Worse,Other,Something else,College grad,None,15 to 30K,Moderate,18 to 64,State,Complete,LA suburbs,18 to 29,25 to 29,Independent/Other,25 to 29,1.03,Clin/Lwnsky,Education,Worse,Unfavorable,No,Exit poll,Approve,Yes
5.0,43.0,58.0,Third call,45-49,Black,Male,Boxer,Davis,No,Approve,Disapprove,Black,Against my candidate,Oppose Clinton,Not so good,No,No,Yes,No,Same,Clinton,Republican,Some college,None,Under 15K,Liberal,18 to 64,State,Complete,LA suburbs,45 to 59,40 to 49,Republican,40 to 49,1.168,Social Security,Education,Better,Unfavorable,Yes,Exit poll,Approve,Yes
5.0,47.0,1.0,First call,50-59,White,Female,Fong,Lungren,No,Disapprove,Approve,White,Against my candidate,Oppose Clinton,Not so good,No,Yes,Yes,No,Worse,Dole,Republican,Postgrad,Catholic,100K or more,Moderate,18 to 64,State,Complete,LA suburbs,45 to 59,50 to 59,Republican,50 to 64,0.49,,Economy/jobs,About the same,Unfavorable,No,Exit poll,Approve,No
5.0,47.0,2.0,First call,50-59,White,Male,Fong,Lungren,No,Disapprove,Approve,White,Against my candidate,Oppose Clinton,Good,No,Yes,Yes,Yes,Worse,Dole,Republican,Postgrad,Jewish,100K or more,Moderate,18 to 64,State,Complete,LA suburbs,45 to 59,50 to 59,Republican,50 to 64,0.483,,,Better,Unfavorable,No,Exit poll,Approve,No
5.0,47.0,3.0,First call,50-59,White,Female,Fong,Lungren,No,Disapprove,Approve,White,For my candidate,Oppose Clinton,Good,No,Yes,Yes,No,Better,Dole,Republican,Some college,Jewish,,Conservative,18 to 64,State,Complete,LA suburbs,45 to 59,50 to 59,Republican,50 to 64,0.49,Taxes,Taxes,Worse,Unfavorable,No,Exit poll,Approve,
5.0,47.0,4.0,First call,30-39,White,Male,Fong,Lungren,No,Disapprove,Approve,White,Against my candidate,Oppose Clinton,Good,No,No,No,Yes,Same,Did not vote,Republican,Postgrad,,100K or more,Conservative,18 to 64,State,Complete,LA suburbs,30 to 44,30 to 39,Republican,30 to 39,0.483,Taxes,Economy/jobs,About the same,Unfavorable,No,Exit poll,Approve,No
5.0,47.0,5.0,First call,50-59,White,Male,Fong,Lungren,No,Approve,Approve,White,Against my candidate,Neither,Good,Yes,,,,Same,Dole,Democrat,College grad,Catholic,50 to 75K,Moderate,18 to 64,State,Complete,LA suburbs,45 to 59,50 to 59,Democrat,50 to 64,0.444,Economy/jobs,Economy/jobs,About the same,Unfavorable,No,Exit poll,Disapprove,No
5.0,47.0,6.0,First call,45-49,White,Male,Fong,Davis,No,Approve,Approve,White,Against my candidate,Neither,Good,Yes,No,No,Yes,Same,Clinton,Democrat,Postgrad,Protestant,50 to 75K,Moderate,18 to 64,State,Complete,LA suburbs,45 to 59,40 to 49,Democrat,40 to 49,0.49600000000000005,Abortion,Education,Better,Unfavorable,No,Exit poll,Disapprove,No
5.0,47.0,7.0,First call,25-29,White,Male,Boxer,Davis,No,Approve,Disapprove,White,For my candidate,Neither,Good,Yes,No,No,Yes,Better,Clinton,Republican,Postgrad,Catholic,100K or more,Moderate,18 to 64,State,Complete,LA suburbs,18 to 29,25 to 29,Republican,25 to 29,0.42800000000000005,Education,Economy/jobs,Worse,Favorable,No,Exit poll,Disapprove,No
5.0,47.0,8.0,First call,30-39,White,Male,Boxer,Davis,No,Approve,Approve,White,For my candidate,Neither,Good,Yes,No,No,No,Better,Clinton,Democrat,Some college,Jewish,30 to 50K,Moderate,18 to 64,State,Complete,LA suburbs,30 to 44,30 to 39,Democrat,30 to 39,0.453,Economy/jobs,Economy/jobs,About the same,Favorable,No,Exit poll,Approve,No
5.0,47.0,9.0,First call,65 and over,White,Female,Boxer,Davis,No,Approve,Disapprove,White,For my candidate,Support Clinton,Good,Yes,No,No,No,Better,Clinton,Democrat,Postgrad,Catholic,30 to 50K,Liberal,65 and over,State,Complete,LA suburbs,60 and over,60 and over,Democrat,65 and over,0.5840000000000001,Abortion,Gun Control,About the same,Favorable,No,Exit poll,Disapprove,No
5.0,47.0,10.0,First call,50-59,White,Female,Boxer,Davis,No,Approve,Disapprove,White,For my candidate,Neither,Not so good,Yes,No,No,No,Better,Clinton,Democrat,Postgrad,Something else,100K or more,Liberal,18 to 64,State,Complete,LA suburbs,45 to 59,50 to 59,Democrat,50 to 64,0.46,Economy/jobs,Education,Better,Favorable,No,Exit poll,Disapprove,No
5.0,47.0,11.0,First call,50-59,White,Female,Boxer,Davis,No,Approve,Disapprove,White,For my candidate,Neither,Good,Yes,No,No,Yes,Same,Clinton,Democrat,Postgrad,Protestant,50 to 75K,Conservative,18 to 64,State,Complete,LA suburbs,45 to 59,50 to 59,Democrat,50 to 64,0.46,Education,Taxes,Better,Favorable,No,Exit poll,Disapprove,No
5.0,47.0,12.0,First call,60-64,Hispanic,Male,Boxer,Davis,Yes,Approve,Disapprove,White,For my candidate,Neither,Good,Yes,No,No,Yes,Same,Clinton,Democrat,Postgrad,Catholic,100K or more,Moderate,18 to 64,State,Complete,LA suburbs,60 and over,60 and over,Democrat,50 to 64,0.611,Education,Economy/jobs,Better,Favorable,Yes,Exit poll,Disapprove,No
5.0,47.0,13.0,First call,50-59,White,Male,Boxer,Davis,No,Approve,Disapprove,White,For my candidate,Neither,Good,Yes,No,,Yes,Better,Clinton,Democrat,Postgrad,Jewish,100K or more,Moderate,18 to 64,State,Complete,LA suburbs,45 to 59,50 to 59,Democrat,50 to 64,0.453,,,Better,Unfavorable,Yes,Exit poll,Disapprove,No
5.0,47.0,14.0,Second call,50-59,White,Male,Boxer,Davis,No,Approve,Disapprove,White,For my candidate,Support Clinton,Good,Yes,No,No,No,Better,Clinton,Democrat,Postgrad,Protestant,100K or more,Liberal,18 to 64,State,Complete,LA suburbs,45 to 59,50 to 59,Democrat,50 to 64,0.453,Economy/jobs,Economy/jobs,Better,Favorable,No,Exit poll,Disapprove,No
5.0,47.0,15.0,Second call,50-59,White,Male,Boxer,Davis,No,Approve,Disapprove,White,Against my candidate,Neither,Good,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,Protestant,100K or more,Moderate,18 to 64,State,Complete,LA suburbs,45 to 59,50 to 59,Democrat,50 to 64,0.492,Economy/jobs,Economy/jobs,About the same,Favorable,Yes,Exit poll,Disapprove,No
5.0,47.0,16.0,Second call,30-39,White,Female,Fong,Lungren,No,Disapprove,Approve,White,For my candidate,Neither,Good,Yes,Yes,Yes,No,Better,Dole,Republican,College grad,Catholic,100K or more,Moderate,18 to 64,State,Complete,LA suburbs,30 to 44,30 to 39,Republican,30 to 39,0.45,Taxes,Taxes,Worse,Unfavorable,No,Exit poll,Approve,No
5.0,47.0,17.0,Second call,65 and over,White,Female,Fong,Lungren,No,Disapprove,Approve,White,Against my candidate,Oppose Clinton,Good,Yes,Yes,Yes,No,Same,Dole,Republican,Some college,Protestant,,Conservative,65 and over,State,Complete,LA suburbs,60 and over,60 and over,Republican,65 and over,0.571,,Economy/jobs,About the same,,,Exit poll,Approve,No
5.0,47.0,18.0,Second call,25-29,Hispanic,Female,Boxer,Lungren,Yes,Approve,Approve,White,For my candidate,Neither,Good,Yes,No,No,Yes,Same,Dole,Republican,Some college,Something else,75 to 100K,Moderate,18 to 64,State,Complete,LA suburbs,18 to 29,25 to 29,Republican,25 to 29,0.42000000000000004,Education,Education,About the same,Favorable,No,Exit poll,Approve,No
5.0,47.0,19.0,Second call,40-44,White,Female,Boxer,Davis,No,Approve,Disapprove,White,Against my candidate,Support Clinton,Good,No,No,No,No,Better,Clinton,Democrat,Postgrad,Catholic,100K or more,Moderate,18 to 64,State,Complete,LA suburbs,30 to 44,40 to 49,Democrat,40 to 49,0.5,Gun Control,Gun Control,Better,Favorable,No,Exit poll,Disapprove,No
5.0,47.0,20.0,Second call,65 and over,White,Male,Fong,,,Disapprove,Disapprove,White,,Oppose Clinton,Good,Yes,Yes,Yes,,,,Democrat,Postgrad,,,,65 and over,State,Complete,LA suburbs,60 and over,60 and over,Democrat,65 and over,0.605,Taxes,Crime/drugs,Better,Unfavorable,,Exit poll,,
5.0,47.0,21.0,Second call,30-39,Black,Male,Boxer,Davis,No,Approve,Disapprove,Black,For my candidate,Support Clinton,Good,Yes,No,No,No,Better,Clinton,Independent,College grad,None,30 to 50K,Moderate,18 to 64,State,Complete,LA suburbs,30 to 44,30 to 39,Independent/Other,30 to 39,0.484,Education,Environment,Better,Favorable,Yes,Exit poll,Disapprove,No
5.0,47.0,22.0,Second call,65 and over,White,Male,Fong,Lungren,No,Disapprove,Approve,White,For my candidate,Neither,Good,No,Yes,,,Same,Dole,Republican,College grad,Protestant,30 to 50K,Moderate,65 and over,State,Complete,LA suburbs,60 and over,60 and over,Republican,65 and over,0.61,Social Security,Crime/drugs,Worse,Unfavorable,No,Exit poll,Approve,No
5.0,47.0,23.0,Second call,18-24,White,Male,Fong,Lungren,No,Approve,Approve,White,For my candidate,Neither,Good,Yes,No,No,Yes,Same,Did not vote,Republican,College grad,Protestant,30 to 50K,Moderate,18 to 64,State,Complete,LA suburbs,18 to 29,18 to 24,Republican,18 to 24,0.41900000000000004,Economy/jobs,Economy/jobs,About the same,,No,Exit poll,Approve,No
5.0,47.0,24.0,Second call,65 and over,White,Female,,,No,,Approve,White,For my candidate,Neither,Good,Yes,,,Yes,Same,Dole,Democrat,Some college,,50 to 75K,Moderate,65 and over,State,Complete,LA suburbs,60 and over,60 and over,Democrat,65 and over,0.593,Education,,About the same,Unfavorable,No,Exit poll,,No
5.0,47.0,25.0,Second call,18-24,Hispanic,Female,,,Yes,Disapprove,Approve,White,For my candidate,,Good,Yes,No,No,Yes,Same,Did not vote,Something else,Some college,None,75 to 100K,Moderate,18 to 64,State,Complete,LA suburbs,18 to 29,18 to 24,Independent/Other,18 to 24,0.474,Education,,About the same,Unfavorable,No,Exit poll,Disapprove,No
5.0,47.0,26.0,Second call,30-39,White,Male,Fong,Lungren,No,Approve,Approve,White,For my candidate,Neither,Good,Yes,No,No,Yes,Same,Did not vote,Independent,HS grad,Something else,75 to 100K,Moderate,18 to 64,State,Complete,LA suburbs,30 to 44,30 to 39,Independent/Other,30 to 39,0.444,,,About the same,Favorable,No,Exit poll,,No
5.0,47.0,27.0,Second call,18-24,Hispanic,Female,Boxer,Davis,Yes,Approve,Approve,White,For my candidate,Neither,Excellent,Yes,No,No,,Same,Clinton,Democrat,Some college,None,100K or more,Liberal,18 to 64,State,Complete,LA suburbs,18 to 29,18 to 24,Democrat,18 to 24,0.46499999999999997,Education,Abortion,About the same,Favorable,No,Exit poll,Disapprove,No
5.0,47.0,28.0,Second call,65 and over,White,Male,Fong,Lungren,No,Disapprove,Disapprove,White,Against my candidate,Neither,Good,Yes,Yes,Yes,No,Same,Dole,Republican,College grad,Catholic,50 to 75K,Conservative,65 and over,State,Complete,LA suburbs,60 and over,60 and over,Republican,65 and over,0.5609999999999999,Abortion,Crime/drugs,Worse,Unfavorable,No,Exit poll,Approve,No
5.0,47.0,29.0,Second call,65 and over,,Male,Boxer,Davis,No,Approve,Disapprove,,For my candidate,Support Clinton,Good,Yes,No,No,No,Worse,Clinton,Democrat,Postgrad,Protestant,30 to 50K,Moderate,65 and over,State,Complete,LA suburbs,60 and over,60 and over,Democrat,65 and over,0.573,Economy/jobs,Economy/jobs,Better,Unfavorable,No,Exit poll,Disapprove,No
5.0,47.0,30.0,Third call,50-59,White,Female,Boxer,Davis,No,Approve,Approve,White,For my candidate,Neither,Good,No,No,Yes,Yes,Same,Clinton,Independent,Postgrad,None,50 to 75K,Moderate,18 to 64,State,Complete,LA suburbs,45 to 59,50 to 59,Independent/Other,50 to 64,0.5,Abortion,Education,About the same,Unfavorable,Yes,Exit poll,Disapprove,No
5.0,47.0,31.0,Third call,40-44,White,Female,Boxer,Davis,No,Disapprove,Approve,White,Against my candidate,Oppose Clinton,Not so good,No,Yes,Yes,,Same,Perot,Independent,Postgrad,Other Christian,100K or more,Moderate,18 to 64,State,Complete,LA suburbs,30 to 44,40 to 49,Independent/Other,40 to 49,0.5,,,Better,,No,Exit poll,Disapprove,No
5.0,47.0,32.0,Third call,50-59,White,Female,Fong,Lungren,No,Disapprove,Disapprove,White,For my candidate,Oppose Clinton,Good,No,No,Yes,Yes,Same,Dole,Republican,Some college,Protestant,100K or more,Conservative,18 to 64,State,Complete,LA suburbs,45 to 59,50 to 59,Republican,50 to 64,0.49,Clin/Lwnsky,Crime/drugs,Better,Unfavorable,No,Exit poll,Approve,No
5.0,47.0,33.0,Third call,30-39,White,Male,Fong,Davis,No,Approve,Disapprove,White,Against my candidate,Neither,Good,Yes,No,No,No,Better,Clinton,Democrat,Postgrad,Catholic,30 to 50K,Moderate,18 to 64,State,Complete,LA suburbs,30 to 44,30 to 39,Democrat,30 to 39,0.49600000000000005,Education,,Worse,Favorable,Yes,Exit poll,Disapprove,No
5.0,47.0,34.0,Third call,60-64,White,Female,Boxer,Davis,No,Approve,Approve,White,For my candidate,Neither,Good,Yes,No,No,No,Better,Clinton,Republican,Some college,Catholic,30 to 50K,Moderate,18 to 64,State,Complete,LA suburbs,60 and over,60 and over,Republican,50 to 64,0.5840000000000001,Education,Education,Better,Favorable,,Exit poll,Disapprove,No
5.0,47.0,35.0,Third call,50-59,White,Female,Fong,Lungren,No,Disapprove,Disapprove,White,For my candidate,Neither,Good,Yes,No,Yes,No,Better,Other,Republican,Some college,Protestant,100K or more,Moderate,18 to 64,State,Complete,LA suburbs,45 to 59,50 to 59,Republican,50 to 64,0.45,Taxes,Taxes,Worse,Unfavorable,No,Exit poll,Disapprove,No
5.0,47.0,36.0,Third call,30-39,White,Male,Boxer,Davis,No,Approve,Disapprove,White,Against my candidate,Neither,Good,Yes,No,No,Yes,Better,Clinton,Democrat,College grad,Other Christian,50 to 75K,Moderate,18 to 64,State,Complete,LA suburbs,30 to 44,30 to 39,Democrat,30 to 39,0.453,Abortion,Environment,About the same,Favorable,No,Exit poll,Disapprove,No
5.0,47.0,37.0,Third call,65 and over,White,Male,Fong,Lungren,No,Disapprove,Approve,White,,Oppose Clinton,Good,No,,Yes,Yes,Same,Dole,Republican,Postgrad,Catholic,,,65 and over,State,Complete,LA suburbs,60 and over,60 and over,Republican,65 and over,0.61,Taxes,,Worse,Unfavorable,No,Exit poll,Approve,No
5.0,47.0,38.0,Third call,50-59,White,Male,Fong,Lungren,No,Disapprove,Disapprove,White,For my candidate,Oppose Clinton,Good,No,Yes,Yes,No,Same,Dole,Something else,Postgrad,None,50 to 75K,Moderate,18 to 64,State,Complete,LA suburbs,45 to 59,50 to 59,Independent/Other,50 to 64,0.483,Taxes,Taxes,Worse,Unfavorable,No,Exit poll,Approve,No
5.0,47.0,39.0,Third call,65 and over,White,Female,Boxer,Davis,No,Approve,Disapprove,White,For my candidate,Support Clinton,Good,Yes,No,No,No,Same,Clinton,Democrat,Postgrad,None,30 to 50K,Liberal,65 and over,State,Complete,LA suburbs,60 and over,60 and over,Democrat,65 and over,0.5840000000000001,Education,Education,About the same,Favorable,Yes,Exit poll,Disapprove,No
5.0,47.0,40.0,Third call,30-39,White,Male,Boxer,Davis,No,Approve,Approve,White,For my candidate,Neither,Good,No,No,No,No,Better,Did not vote,Independent,Postgrad,Something else,100K or more,Moderate,18 to 64,State,Complete,LA suburbs,30 to 44,30 to 39,Independent/Other,30 to 39,0.492,,,Better,Favorable,No,Exit poll,Disapprove,No
5.0,47.0,41.0,Third call,65 and over,White,Male,Boxer,Davis,No,Approve,Disapprove,White,For my candidate,Support Clinton,Excellent,Yes,No,No,No,Same,Clinton,Democrat,Postgrad,None,30 to 50K,Liberal,65 and over,State,Complete,LA suburbs,60 and over,60 and over,Democrat,65 and over,0.573,Social Security,Education,Better,Favorable,Yes,Exit poll,Disapprove,No
5.0,47.0,42.0,Third call,60-64,Hispanic,Male,Boxer,Davis,,,,Hispanic,For my candidate,,,Yes,,,,,,,,,,,18 to 64,State,Not complete,LA suburbs,60 and over,60 and over,,50 to 64,0.611,Social Security,Crime/drugs,,,No,Exit poll,Disapprove,
5.0,47.0,43.0,Third call,30-39,White,Male,Fong,Lungren,No,Approve,Disapprove,White,Against my candidate,Neither,Good,Yes,No,No,Yes,Better,Dole,Republican,Postgrad,Catholic,100K or more,Moderate,18 to 64,State,Complete,LA suburbs,30 to 44,30 to 39,Republican,30 to 39,0.444,Economy/jobs,,About the same,Favorable,No,Exit poll,Disapprove,No
5.0,47.0,44.0,Third call,65 and over,White,Female,Fong,Lungren,,,,White,For my candidate,,,No,,,,,,,,,,,65 and over,State,Not complete,LA suburbs,60 and over,60 and over,,65 and over,0.621,Gun Control,Gun Control,,,,Exit poll,Approve,
5.0,47.0,45.0,Third call,45-49,White,Female,Fong,Davis,,,,White,,,,,,,,,,,,,,,18 to 64,State,Not complete,LA suburbs,45 to 59,40 to 49,,40 to 49,0.516,,,,,No,Exit poll,,
5.0,47.0,46.0,Third call,60-64,White,Female,Fong,Lungren,No,Approve,Approve,White,Against my candidate,Oppose Clinton,Good,Yes,No,Yes,Yes,Better,Clinton,Independent,Postgrad,Protestant,100K or more,Moderate,18 to 64,State,Complete,LA suburbs,60 and over,60 and over,Independent/Other,50 to 64,0.571,Taxes,,,Unfavorable,No,Exit poll,,No
5.0,47.0,47.0,Third call,60-64,White,Male,Fong,Lungren,No,Disapprove,Approve,White,For my candidate,Neither,Good,No,Yes,Yes,Yes,Same,Clinton,Republican,Some college,Protestant,100K or more,Conservative,18 to 64,State,Complete,LA suburbs,60 and over,60 and over,Republican,50 to 64,0.61,Gun Control,Gun Control,About the same,Unfavorable,Yes,Exit poll,Approve,No
5.0,47.0,48.0,Third call,50-59,White,Male,Fong,Lungren,No,Disapprove,Disapprove,White,Against my candidate,Support Clinton,Good,Yes,No,Yes,Yes,Better,Dole,Republican,,Protestant,100K or more,Moderate,18 to 64,State,Complete,LA suburbs,45 to 59,50 to 59,Republican,50 to 64,0.444,Taxes,,Better,Unfavorable,No,Exit poll,Approve,No
5.0,47.0,49.0,Third call,30-39,White,Female,Boxer,Lungren,No,Approve,Disapprove,White,Against my candidate,Neither,Good,Yes,No,Yes,Yes,Better,Dole,Republican,Postgrad,Catholic,100K or more,Moderate,18 to 64,State,Complete,LA suburbs,30 to 44,30 to 39,Republican,30 to 39,0.415,Economy/jobs,Abortion,About the same,Unfavorable,No,Exit poll,Disapprove,No
5.0,47.0,50.0,Third call,45-49,White,Male,Fong,Lungren,No,Approve,Approve,White,For my candidate,Neither,Good,No,No,No,No,Same,Dole,Republican,Some college,None,15 to 30K,Conservative,18 to 64,State,Complete,LA suburbs,45 to 59,40 to 49,Republican,40 to 49,0.483,Social Security,Taxes,Worse,Unfavorable,No,Exit poll,Disapprove,No
5.0,47.0,51.0,Third call,30-39,White,Male,Fong,Lungren,No,Disapprove,Disapprove,White,Against my candidate,Neither,Good,Yes,Yes,Yes,Yes,Better,Dole,Republican,College grad,Jewish,100K or more,Moderate,18 to 64,State,Complete,LA suburbs,30 to 44,30 to 39,Republican,30 to 39,0.444,Taxes,Taxes,About the same,Unfavorable,No,Exit poll,Approve,No
5.0,47.0,52.0,Third call,60-64,White,Female,Boxer,Davis,No,Approve,Approve,White,For my candidate,Neither,Good,No,No,No,No,Better,Clinton,Democrat,College grad,Jewish,50 to 75K,Moderate,18 to 64,State,Complete,LA suburbs,60 and over,60 and over,Democrat,50 to 64,0.634,Social Security,Crime/drugs,Better,Unfavorable,No,Exit poll,Disapprove,No
5.0,47.0,53.0,Third call,60-64,White,Male,Boxer,Davis,No,Approve,Disapprove,White,For my candidate,Neither,Good,Yes,No,Yes,Yes,Same,Clinton,Independent,Some college,Protestant,50 to 75K,Moderate,18 to 64,State,Complete,LA suburbs,60 and over,60 and over,Independent/Other,50 to 64,0.573,Gun Control,Economy/jobs,About the same,Unfavorable,No,Exit poll,Disapprove,No
5.0,47.0,54.0,Third call,40-44,White,Female,Boxer,Davis,No,Approve,Approve,White,Against my candidate,Neither,Good,Yes,No,Yes,Yes,Better,Clinton,Democrat,College grad,Other Christian,,Moderate,18 to 64,State,Complete,LA suburbs,30 to 44,40 to 49,Democrat,40 to 49,0.46,,Abortion,About the same,Unfavorable,No,Exit poll,Disapprove,No
5.0,47.0,55.0,Third call,25-29,White,Female,Boxer,Davis,No,Disapprove,Disapprove,White,For my candidate,Neither,Good,Yes,No,Yes,No,Worse,Dole,Republican,Postgrad,Catholic,75 to 100K,Moderate,18 to 64,State,Complete,LA suburbs,18 to 29,25 to 29,Republican,25 to 29,0.435,Education,Education,About the same,Unfavorable,No,Exit poll,Disapprove,No
5.0,47.0,56.0,Third call,25-29,White,Male,Fong,Davis,No,Disapprove,Disapprove,White,Against my candidate,Oppose Clinton,Good,Yes,Yes,Yes,,Same,Dole,Republican,Postgrad,Catholic,30 to 50K,Conservative,18 to 64,State,Complete,LA suburbs,18 to 29,25 to 29,Republican,25 to 29,0.466,Economy/jobs,Economy/jobs,Worse,Unfavorable,No,Exit poll,Approve,No
5.0,47.0,57.0,Third call,60-64,White,Female,Fong,Davis,No,Approve,Approve,White,For my candidate,Neither,Good,Yes,No,No,Yes,Same,Clinton,Democrat,Some college,Other Christian,30 to 50K,Moderate,18 to 64,State,Complete,LA suburbs,60 and over,60 and over,Democrat,50 to 64,0.6349999999999999,Education,,,Unfavorable,No,Exit poll,Disapprove,No
5.0,47.0,58.0,Third call,45-49,White,,Fong,Lungren,No,Approve,Approve,White,For my candidate,Neither,Good,No,No,No,Yes,Same,Clinton,Democrat,Some college,Catholic,50 to 75K,Moderate,18 to 64,State,Complete,LA suburbs,45 to 59,40 to 49,Democrat,40 to 49,0.483,Education,Abortion,About the same,Favorable,No,Exit poll,Approve,No
5.0,47.0,59.0,Third call,18-24,White,Male,Boxer,Davis,No,Approve,Disapprove,White,For my candidate,Neither,Excellent,Yes,No,No,Yes,Better,Clinton,Democrat,Postgrad,Protestant,30 to 50K,Liberal,18 to 64,State,Complete,LA suburbs,18 to 29,18 to 24,Democrat,18 to 24,0.42800000000000005,Gun Control,Environment,About the same,Favorable,No,Exit poll,Disapprove,No
5.0,47.0,60.0,Third call,30-39,White,Male,Fong,Lungren,No,Approve,Disapprove,White,For my candidate,Neither,Good,Yes,Yes,Yes,Yes,Better,Clinton,Republican,College grad,Catholic,100K or more,Moderate,18 to 64,State,Complete,LA suburbs,30 to 44,30 to 39,Republican,30 to 39,0.444,Economy/jobs,Economy/jobs,About the same,Unfavorable,No,Exit poll,Disapprove,No
5.0,47.0,61.0,Third call,60-64,White,Male,Fong,Lungren,No,Disapprove,Approve,White,Against my candidate,Oppose Clinton,Good,Yes,Yes,Yes,Yes,Worse,Did not vote,Independent,College grad,Other Christian,50 to 75K,Conservative,18 to 64,State,Complete,LA suburbs,60 and over,60 and over,Independent/Other,50 to 64,0.5609999999999999,Social Security,Economy/jobs,Better,Unfavorable,No,Exit poll,Approve,No
5.0,47.0,62.0,Third call,60-64,Other,Male,Boxer,Davis,No,Approve,Approve,Other,For my candidate,Neither,Excellent,Yes,No,No,Yes,Better,Clinton,Independent,Postgrad,None,50 to 75K,Moderate,18 to 64,State,Complete,LA suburbs,60 and over,60 and over,Independent/Other,50 to 64,0.573,Education,Education,About the same,Favorable,Yes,Exit poll,Disapprove,No
5.0,52.0,1.0,First call,30-39,White,Female,Fong,Davis,No,Disapprove,Disapprove,White,,Neither,,,No,Yes,,Better,Dole,,HS grad,Other Christian,75 to 100K,Moderate,18 to 64,National,Complete,Central Valley/N,30 to 44,30 to 39,,30 to 39,1.65,,,,Unfavorable,No,Exit poll,Disapprove,
5.0,52.0,2.0,First call,65 and over,White,Male,Fong,Lungren,No,Disapprove,Disapprove,White,,Neither,,,No,No,Yes,Better,Dole,Independent,College grad,Protestant,50 to 75K,Moderate,65 and over,National,Complete,Central Valley/N,60 and over,60 and over,Independent/Other,65 and over,1.814,,,,Unfavorable,No,Exit poll,Disapprove,
5.0,52.0,3.0,First call,18-24,White,Female,Boxer,Lungren,No,Disapprove,Approve,White,,Neither,,,Yes,Yes,No,Same,Did not vote,Republican,HS grad,Other Christian,50 to 75K,Moderate,18 to 64,National,Complete,Central Valley/N,18 to 29,18 to 24,Republican,18 to 24,1.245,,,,Unfavorable,No,Exit poll,Approve,
5.0,52.0,4.0,First call,65 and over,White,Male,Fong,Lungren,No,Disapprove,Approve,White,,Oppose Clinton,,,Yes,Yes,No,Same,Dole,Republican,Some college,Protestant,75 to 100K,Conservative,65 and over,National,Complete,Central Valley/N,60 and over,60 and over,Republican,65 and over,1.814,,,,Unfavorable,No,Exit poll,Approve,
5.0,52.0,5.0,First call,50-59,White,Female,Boxer,Davis,No,Approve,Approve,White,,Support Clinton,,,No,No,No,Same,Clinton,Democrat,Postgrad,Something else,100K or more,Moderate,18 to 64,National,Complete,Central Valley/N,45 to 59,50 to 59,Democrat,50 to 64,1.045,,,,Favorable,Yes,Exit poll,Disapprove,
5.0,52.0,6.0,First call,40-44,Other,Male,Boxer,Davis,No,Approve,Disapprove,Other,,Neither,,,No,No,No,Same,Clinton,Something else,College grad,None,15 to 30K,Moderate,18 to 64,National,Complete,Central Valley/N,30 to 44,40 to 49,Independent/Other,40 to 49,0.995,,,,Favorable,No,Exit poll,Disapprove,
5.0,52.0,7.0,First call,65 and over,White,Male,Boxer,Lungren,No,Approve,Disapprove,White,,Neither,,,No,No,Yes,Same,Clinton,Democrat,Some college,Protestant,30 to 50K,Conservative,65 and over,National,Complete,Central Valley/N,60 and over,60 and over,Democrat,65 and over,1.15,,,,Unfavorable,No,Exit poll,Disapprove,
5.0,52.0,8.0,First call,50-59,White,Male,Fong,Lungren,No,Disapprove,,White,,,,,,,,Worse,,Republican,,,30 to 50K,Conservative,18 to 64,National,Complete,Central Valley/N,45 to 59,50 to 59,Republican,50 to 64,1.409,,,,,,Exit poll,,No
5.0,52.0,9.0,First call,65 and over,White,Female,Fong,Lungren,No,Disapprove,,White,,,,,,,,Better,,Republican,,,50 to 75K,Moderate,65 and over,National,Complete,Central Valley/N,60 and over,60 and over,Republican,65 and over,1.908,,,,,,Exit poll,,No
5.0,52.0,10.0,First call,50-59,White,Female,Boxer,Davis,No,Approve,,White,,,,,,,,Worse,,Independent,,,30 to 50K,Moderate,18 to 64,National,Complete,Central Valley/N,45 to 59,50 to 59,Independent/Other,50 to 64,1.045,,,,,,Exit poll,,No
5.0,52.0,11.0,First call,50-59,Hispanic,Male,Boxer,Davis,Yes,Approve,,Hispanic,,,,,,,,Same,,Democrat,,,100K or more,Liberal,18 to 64,National,Complete,Central Valley/N,45 to 59,50 to 59,Democrat,50 to 64,0.987,,,,,,Exit poll,,No
5.0,52.0,12.0,First call,65 and over,White,Male,Fong,Davis,No,Approve,,White,,,,,,,,Same,,Democrat,,,30 to 50K,Moderate,65 and over,National,Complete,Central Valley/N,60 and over,60 and over,Democrat,65 and over,2.018,,,,,,Exit poll,,No
