V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45
1.0,0.0,G,34.0,25.0,12.0,First call,1.0,50-59,White,Male,Faircloth,,Disapprove,,,,,,,,,,Better,,Republican,,75 to 100K,Conservative,18 to 64,,National,Complete,Northeast,45 to 59,50 to 59,Republican,50 to 64,0.889,,,,,Before that,
1.0,0.0,G,34.0,25.0,13.0,First call,1.0,30-39,White,Male,Edwards,,,,,,,,,,,,Better,,Independent,,50 to 75K,Moderate,18 to 64,,National,Complete,Northeast,30 to 44,30 to 39,Independent/Other,30 to 39,0.8480000000000001,,,,,Last month,
1.0,0.0,G,34.0,25.0,14.0,First call,1.0,25-29,Black,Female,Edwards,,Approve,,,,,,,,,,,,,,,,18 to 64,,National,Not complete,Northeast,18 to 29,25 to 29,,25 to 29,0.614,,,,,Last 3 days,
1.0,0.0,G,34.0,25.0,15.0,First call,1.0,45-49,White,Female,Edwards,,Approve,,,,,,,,,,Better,,Democrat,,30 to 50K,Liberal,18 to 64,,National,Complete,Northeast,45 to 59,40 to 49,Democrat,40 to 49,0.756,,,,,Before that,
1.0,0.0,G,34.0,25.0,16.0,First call,1.0,30-39,Hispanic,Female,Faircloth,,Disapprove,,,,,,,,,,Same,,Republican,,50 to 75K,Conservative,18 to 64,,National,Complete,Northeast,30 to 44,30 to 39,Republican,30 to 39,0.613,,,,,Before that,
1.0,0.0,G,34.0,25.0,17.0,Second call,1.0,40-44,White,Female,Edwards,,Approve,,,Neither,,No,,No,No,No,Better,Clinton,Independent,Postgrad,100K or more,Liberal,18 to 64,,National,Complete,Northeast,30 to 44,40 to 49,Independent/Other,40 to 49,0.756,,,,Unfavorable,Before that,Disapprove
1.0,0.0,G,34.0,25.0,18.0,Second call,1.0,25-29,White,Male,Edwards,,Approve,Disapprove,,Neither,,No,,No,No,Yes,Better,Clinton,Democrat,Postgrad,,Liberal,18 to 64,,National,Complete,Northeast,18 to 29,25 to 29,Democrat,25 to 29,0.89,,,,Unfavorable,Before that,Disapprove
1.0,0.0,G,34.0,25.0,19.0,Second call,1.0,50-59,White,Female,Faircloth,,Disapprove,Disapprove,,Neither,,No,,No,No,No,Same,Dole,Independent,HS grad,,Liberal,18 to 64,,National,Complete,Northeast,45 to 59,50 to 59,Independent/Other,50 to 64,0.7920000000000001,,,,Unfavorable,Last month,Approve
1.0,0.0,G,34.0,25.0,20.0,Second call,1.0,30-39,Black,Male,Edwards,,Approve,,,Neither,,No,,No,No,Yes,Better,Clinton,Independent,College grad,30 to 50K,Moderate,18 to 64,,National,Complete,Northeast,30 to 44,30 to 39,Independent/Other,30 to 39,0.656,,,,Unfavorable,Last month,Disapprove
1.0,0.0,G,34.0,25.0,21.0,Second call,1.0,18-24,Other,Female,Edwards,,Approve,Disapprove,,Support Clinton,,No,,No,No,Yes,Better,Clinton,Democrat,Postgrad,50 to 75K,Liberal,18 to 64,,National,Complete,Northeast,18 to 29,18 to 24,Democrat,18 to 24,0.793,,,,Favorable,Before that,Disapprove
1.0,0.0,G,34.0,25.0,22.0,Second call,1.0,30-39,White,Male,Edwards,,Disapprove,Disapprove,,Neither,,No,,No,No,No,Same,Clinton,Democrat,Postgrad,15 to 30K,Liberal,18 to 64,,National,Complete,Northeast,30 to 44,30 to 39,Democrat,30 to 39,0.8480000000000001,,,,Unfavorable,Before that,Disapprove
1.0,0.0,G,34.0,25.0,23.0,Second call,1.0,60-64,White,Female,Edwards,,Approve,Disapprove,,Support Clinton,,No,,No,No,Yes,Same,Clinton,Independent,Some college,50 to 75K,Moderate,18 to 64,,National,Complete,Northeast,60 and over,60 and over,Independent/Other,50 to 64,1.09,,,,,Last week,Disapprove
1.0,0.0,G,34.0,25.0,24.0,Second call,1.0,30-39,White,Male,Edwards,,Approve,Approve,,Neither,,No,,No,No,Yes,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,,National,Complete,Northeast,30 to 44,30 to 39,Democrat,30 to 39,0.8480000000000001,,,,,Before that,Approve
1.0,0.0,G,34.0,25.0,25.0,Second call,1.0,30-39,White,Male,Edwards,,Approve,,,,,,,,,,Better,,Democrat,,30 to 50K,Moderate,18 to 64,,National,Complete,Northeast,30 to 44,30 to 39,Democrat,30 to 39,0.8480000000000001,,,,,Before that,
1.0,0.0,G,34.0,25.0,26.0,Second call,1.0,45-49,White,Male,Edwards,,Approve,,,,,,,,,,Same,,Democrat,,30 to 50K,Moderate,18 to 64,,National,Complete,Northeast,45 to 59,40 to 49,Democrat,40 to 49,0.8480000000000001,,,,,Before that,
1.0,0.0,G,34.0,25.0,27.0,Second call,1.0,18-24,White,Female,Edwards,,Approve,,,,,,,,,,Better,,Democrat,,15 to 30K,Moderate,18 to 64,,National,Complete,Northeast,18 to 29,18 to 24,Democrat,18 to 24,0.793,,,,,Last 3 days,
1.0,0.0,G,34.0,25.0,28.0,Second call,1.0,65 and over,White,Male,Edwards,,Disapprove,,,,,,,,,,Same,,Democrat,,50 to 75K,Moderate,65 and over,,National,Complete,Northeast,60 and over,60 and over,Democrat,65 and over,1.224,,,,,Before that,
1.0,0.0,G,34.0,25.0,29.0,Second call,1.0,30-39,White,Male,Faircloth,,Disapprove,,,,,,,,,,Same,,Democrat,,15 to 30K,Conservative,18 to 64,,National,Complete,Northeast,30 to 44,30 to 39,Democrat,30 to 39,0.889,,,,,Before that,
1.0,0.0,G,34.0,25.0,30.0,Second call,1.0,30-39,White,Female,Edwards,,Approve,,,,,,,,,,Better,,Independent,,30 to 50K,Moderate,18 to 64,,National,Complete,Northeast,30 to 44,30 to 39,Independent/Other,30 to 39,0.756,,,,,Last month,
1.0,0.0,G,34.0,25.0,31.0,Second call,1.0,25-29,White,Female,Edwards,,Approve,,,,,,,,,,Same,,Democrat,,15 to 30K,Moderate,18 to 64,,National,Complete,Northeast,18 to 29,25 to 29,Democrat,25 to 29,0.793,,,,,Before that,
1.0,0.0,G,34.0,25.0,32.0,Second call,1.0,40-44,White,Male,Faircloth,,Disapprove,,,,,,,,,,Better,,Republican,,100K or more,Conservative,18 to 64,,National,Complete,Northeast,30 to 44,40 to 49,Republican,40 to 49,0.889,,,,,Before that,
1.0,0.0,G,34.0,25.0,33.0,Third call,1.0,30-39,Black,Female,Edwards,,Disapprove,Approve,,Neither,,No,,Yes,Yes,Yes,Same,Clinton,Something else,College grad,,Moderate,18 to 64,,National,Complete,Northeast,30 to 44,30 to 39,Independent/Other,30 to 39,0.585,,,,Unfavorable,Before that,Disapprove
1.0,0.0,G,34.0,25.0,34.0,Third call,1.0,45-49,White,Female,Edwards,,Approve,Disapprove,,Neither,,No,,No,No,No,Same,Clinton,Democrat,Postgrad,50 to 75K,Liberal,18 to 64,,National,Complete,Northeast,45 to 59,40 to 49,Democrat,40 to 49,0.756,,,,Favorable,Last month,Disapprove
1.0,0.0,G,34.0,25.0,35.0,Third call,1.0,30-39,Black,Male,Edwards,,Approve,Disapprove,,Support Clinton,,No,,No,No,No,Better,Clinton,Democrat,College grad,15 to 30K,Moderate,18 to 64,,National,Complete,Northeast,30 to 44,30 to 39,Democrat,30 to 39,0.656,,,,Favorable,Before that,Disapprove
1.0,0.0,G,34.0,25.0,36.0,Third call,1.0,45-49,Black,Female,Edwards,,Approve,Disapprove,,Support Clinton,,No,,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,,National,Complete,Northeast,45 to 59,40 to 49,Democrat,40 to 49,0.585,,,,Favorable,Last month,Disapprove
1.0,0.0,G,34.0,25.0,37.0,Third call,1.0,30-39,Asian,Male,Faircloth,,Approve,Disapprove,,Neither,,No,,No,No,No,Better,Clinton,Independent,Postgrad,75 to 100K,Moderate,18 to 64,,National,Complete,Northeast,30 to 44,30 to 39,Independent/Other,30 to 39,0.889,,,,Unfavorable,Last 3 days,Disapprove
1.0,0.0,G,34.0,25.0,38.0,Third call,1.0,25-29,White,Male,Edwards,,Disapprove,Disapprove,,Neither,,No,,No,No,Yes,Better,Clinton,Independent,Postgrad,15 to 30K,Moderate,18 to 64,,National,Complete,Northeast,18 to 29,25 to 29,Independent/Other,25 to 29,0.89,,,,Unfavorable,Last month,Disapprove
1.0,0.0,G,34.0,25.0,39.0,Third call,1.0,65 and over,White,Male,Edwards,,Approve,Disapprove,,Neither,,No,,No,No,No,Same,Clinton,Independent,Postgrad,15 to 30K,Liberal,65 and over,,National,Complete,Northeast,60 and over,60 and over,Independent/Other,65 and over,1.224,,,,Favorable,Before that,Disapprove
1.0,0.0,G,34.0,25.0,40.0,Third call,1.0,25-29,White,Male,Other,,Disapprove,Disapprove,,Oppose Clinton,,No,,Yes,Yes,Yes,Better,Other,Something else,College grad,,,18 to 64,,National,Complete,Northeast,18 to 29,25 to 29,Independent/Other,25 to 29,0.9560000000000001,,,,Unfavorable,Last 3 days,Approve
1.0,0.0,G,34.0,25.0,41.0,Third call,1.0,40-44,Black,Male,Edwards,,Approve,Approve,,Neither,,No,,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,,National,Complete,Northeast,30 to 44,40 to 49,Democrat,40 to 49,0.656,,,,Unfavorable,Before that,Disapprove
1.0,0.0,G,34.0,25.0,42.0,Third call,1.0,18-24,Black,Female,Edwards,,Approve,Disapprove,,Neither,,No,,No,No,No,Better,Clinton,Democrat,College grad,15 to 30K,Liberal,18 to 64,,National,Complete,Northeast,18 to 29,18 to 24,Democrat,18 to 24,0.614,,,,Favorable,Last month,Disapprove
1.0,0.0,G,34.0,25.0,43.0,Third call,1.0,45-49,White,Male,Faircloth,,Disapprove,Approve,,Oppose Clinton,,No,,Yes,Yes,No,Same,Dole,Republican,Some college,15 to 30K,Conservative,18 to 64,,National,Complete,Northeast,45 to 59,40 to 49,Republican,40 to 49,0.889,,,,Unfavorable,Before that,Approve
1.0,0.0,G,34.0,25.0,44.0,Third call,1.0,40-44,White,Male,Edwards,,Approve,Disapprove,,Neither,,No,,No,Yes,Yes,Same,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,,National,Complete,Northeast,30 to 44,40 to 49,Democrat,40 to 49,0.8480000000000001,,,,Favorable,Last month,Approve
1.0,0.0,G,34.0,25.0,45.0,Third call,1.0,30-39,White,Male,Edwards,,Approve,Disapprove,,Neither,,No,,No,No,No,Same,Clinton,Independent,College grad,50 to 75K,Moderate,18 to 64,,National,Complete,Northeast,30 to 44,30 to 39,Independent/Other,30 to 39,0.8480000000000001,,,,Favorable,Before that,Disapprove
1.0,0.0,G,34.0,25.0,46.0,Third call,1.0,40-44,Black,Female,Edwards,,Approve,Disapprove,,Neither,,Yes,,No,No,Yes,Better,Clinton,Democrat,College grad,75 to 100K,Moderate,18 to 64,,National,Complete,Northeast,30 to 44,40 to 49,Democrat,40 to 49,0.585,,,,Favorable,Before that,Disapprove
1.0,0.0,G,34.0,25.0,47.0,Third call,1.0,30-39,White,Female,Edwards,,Approve,Disapprove,,Neither,,No,,No,No,Yes,Better,Did not vote,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,,National,Complete,Northeast,30 to 44,30 to 39,Democrat,30 to 39,0.756,,,,Unfavorable,Last month,Disapprove
1.0,0.0,G,34.0,25.0,48.0,Third call,1.0,25-29,Asian,Female,Edwards,,Approve,Approve,,Neither,,,,No,No,Yes,Better,Clinton,Democrat,College grad,75 to 100K,Moderate,18 to 64,,National,Complete,Northeast,18 to 29,25 to 29,Democrat,25 to 29,0.793,,,,Unfavorable,Last week,Disapprove
1.0,0.0,G,34.0,25.0,49.0,Third call,1.0,30-39,White,Male,Edwards,,Approve,,,,,,,,,,Same,,Democrat,,15 to 30K,Moderate,18 to 64,,National,Complete,Northeast,30 to 44,30 to 39,Democrat,30 to 39,0.8480000000000001,,,,,Before that,
1.0,0.0,G,34.0,25.0,50.0,Third call,1.0,30-39,White,Female,Faircloth,,Disapprove,,,,,,,,,,Worse,,Republican,,15 to 30K,Moderate,18 to 64,,National,Complete,Northeast,30 to 44,30 to 39,Republican,30 to 39,0.7920000000000001,,,,,Last month,
1.0,0.0,G,34.0,25.0,51.0,Third call,1.0,25-29,White,Female,Edwards,,Approve,,,,,,,,,,Better,,Democrat,,30 to 50K,Moderate,18 to 64,,National,Complete,Northeast,18 to 29,25 to 29,Democrat,25 to 29,0.793,,,,,Last month,
1.0,0.0,G,34.0,25.0,52.0,Third call,1.0,65 and over,White,Male,Edwards,,Approve,,,,,,,,,,Same,,Democrat,,75 to 100K,Liberal,65 and over,,National,Complete,Northeast,60 and over,60 and over,Democrat,65 and over,1.224,,,,,Before that,
1.0,0.0,G,34.0,25.0,53.0,Third call,1.0,30-39,White,Male,Faircloth,,Disapprove,,,,,,,,,,Worse,,Independent,,15 to 30K,Moderate,18 to 64,,National,Complete,Northeast,30 to 44,30 to 39,Independent/Other,30 to 39,0.889,,,,,Before that,
1.0,0.0,G,34.0,25.0,54.0,Third call,1.0,30-39,White,Female,Faircloth,,Disapprove,,,,,,,,,,Same,,Republican,,,Conservative,18 to 64,,National,Complete,Northeast,30 to 44,30 to 39,Republican,30 to 39,0.7920000000000001,,,,,Last month,
1.0,0.0,G,34.0,25.0,55.0,Third call,1.0,25-29,Asian,Male,Edwards,,Approve,,,,,,,,,,Better,,Independent,,75 to 100K,Moderate,18 to 64,,National,Complete,Northeast,18 to 29,25 to 29,Independent/Other,25 to 29,0.89,,,,,Last week,
1.0,0.0,G,34.0,25.0,56.0,Third call,1.0,40-44,White,Male,Faircloth,,Disapprove,,,,,,,,,,Same,,Republican,,75 to 100K,Conservative,18 to 64,,National,Complete,Northeast,30 to 44,40 to 49,Republican,40 to 49,0.889,,,,,Before that,
1.0,0.0,G,34.0,25.0,57.0,Third call,1.0,30-39,White,Male,Edwards,,Approve,,,,,,,,,,Worse,,Democrat,,75 to 100K,Liberal,18 to 64,,National,Complete,Northeast,30 to 44,30 to 39,Democrat,30 to 39,0.8480000000000001,,,,,Before that,
1.0,0.0,G,34.0,25.0,58.0,Third call,1.0,40-44,Black,Male,Edwards,,Approve,,,,,,,,,,Better,,Democrat,,100K or more,Moderate,18 to 64,,National,Complete,Northeast,30 to 44,40 to 49,Democrat,40 to 49,0.656,,,,,Before that,
1.0,0.0,G,34.0,25.0,59.0,Third call,1.0,45-49,White,Female,Edwards,,Approve,,,,,,,,,,Same,,Democrat,,50 to 75K,Moderate,18 to 64,,National,Complete,Northeast,45 to 59,40 to 49,Democrat,40 to 49,0.756,,,,,Before that,
1.0,0.0,G,34.0,25.0,60.0,Third call,1.0,18-24,White,Female,Edwards,,Approve,,,,,,,,,,Better,,Democrat,,50 to 75K,Moderate,18 to 64,,National,Complete,Northeast,18 to 29,18 to 24,Democrat,18 to 24,0.793,,,,,Last month,
1.0,0.0,G,34.0,25.0,61.0,Third call,1.0,45-49,White,Female,Faircloth,,Disapprove,,,,,,,,,,Better,,Republican,,75 to 100K,Moderate,18 to 64,,National,Complete,Northeast,45 to 59,40 to 49,Republican,40 to 49,0.7920000000000001,,,,,Last month,
1.0,0.0,G,34.0,25.0,62.0,Third call,1.0,30-39,Black,Male,Edwards,,Approve,,,,,,,,,,Better,,Democrat,,50 to 75K,Moderate,18 to 64,,National,Complete,Northeast,30 to 44,30 to 39,Democrat,30 to 39,0.656,,,,,Before that,
1.0,0.0,G,34.0,25.0,63.0,Third call,1.0,30-39,Black,Female,Edwards,,Approve,,,,,,,,,,Better,,Independent,,50 to 75K,Conservative,18 to 64,,National,Complete,Northeast,30 to 44,30 to 39,Independent/Other,30 to 39,0.585,,,,,Last week,
1.0,0.0,G,34.0,25.0,64.0,Third call,1.0,30-39,White,Male,Edwards,,Approve,,,,,,,,,,Better,,Democrat,,50 to 75K,Liberal,18 to 64,,National,Complete,Northeast,30 to 44,30 to 39,Democrat,30 to 39,0.8480000000000001,,,,,Last month,
1.0,0.0,G,34.0,26.0,1.0,First call,1.0,50-59,White,Male,Edwards,,,,,Neither,,No,,,,,Same,Clinton,Independent,Some college,100K or more,Moderate,18 to 64,,National,Complete,Northeast,45 to 59,50 to 59,Independent/Other,50 to 64,0.8380000000000001,,,,,Last 3 days,Disapprove
1.0,0.0,G,34.0,26.0,2.0,First call,1.0,50-59,White,Male,Edwards,,Disapprove,Approve,,Oppose Clinton,,Yes,,Yes,Yes,No,Better,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,,National,Complete,Northeast,45 to 59,50 to 59,Republican,50 to 64,0.8380000000000001,,,,Unfavorable,Last month,Approve
1.0,0.0,G,34.0,26.0,3.0,First call,1.0,50-59,White,Female,Faircloth,,Approve,Approve,,Support Clinton,,Yes,,No,Yes,Yes,Better,Dole,Independent,HS grad,50 to 75K,Moderate,18 to 64,,National,Complete,Northeast,45 to 59,50 to 59,Independent/Other,50 to 64,0.7820000000000001,,,,Favorable,Before that,Approve
1.0,0.0,G,34.0,26.0,4.0,First call,1.0,50-59,White,Male,Faircloth,,Disapprove,Approve,,,,,,,,,,,,,,,18 to 64,,National,Not complete,Northeast,45 to 59,50 to 59,,50 to 64,0.878,,,,,Before that,Approve
1.0,0.0,G,34.0,26.0,5.0,First call,1.0,45-49,Asian,Female,Edwards,,Approve,Disapprove,,Support Clinton,,Yes,,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Liberal,18 to 64,,National,Complete,Northeast,45 to 59,40 to 49,Democrat,40 to 49,0.7469999999999999,,,,Favorable,Last month,Disapprove
1.0,0.0,G,34.0,26.0,6.0,First call,1.0,50-59,White,Female,Edwards,,Approve,Disapprove,,Neither,,No,,No,No,Yes,Better,Clinton,Democrat,Postgrad,100K or more,Liberal,18 to 64,,National,Complete,Northeast,45 to 59,50 to 59,Democrat,50 to 64,0.7469999999999999,,,,Favorable,Last 3 days,Disapprove
1.0,0.0,G,34.0,26.0,7.0,First call,1.0,40-44,White,Female,Edwards,,Approve,Disapprove,,Neither,,No,,No,No,Yes,Better,Clinton,Democrat,College grad,75 to 100K,Moderate,18 to 64,,National,Complete,Northeast,30 to 44,40 to 49,Democrat,40 to 49,0.7469999999999999,,,,Unfavorable,Last week,Disapprove
1.0,0.0,G,34.0,26.0,8.0,First call,1.0,50-59,White,Male,Edwards,,Approve,Disapprove,,Neither,,No,,No,No,No,Same,Did not vote,Democrat,No HS,75 to 100K,Moderate,18 to 64,,National,Complete,Northeast,45 to 59,50 to 59,Democrat,50 to 64,0.8380000000000001,,,,Favorable,Last month,Disapprove
1.0,0.0,G,34.0,26.0,9.0,First call,1.0,45-49,White,Female,Edwards,,Approve,,,,,,,,,,Better,,Democrat,,75 to 100K,Liberal,18 to 64,,National,Complete,Northeast,45 to 59,40 to 49,Democrat,40 to 49,0.7469999999999999,,,,,Before that,
1.0,0.0,G,34.0,26.0,10.0,First call,1.0,65 and over,White,Female,Edwards,,Disapprove,,,,,,,,,,Same,,Independent,,75 to 100K,Conservative,65 and over,,National,Complete,Northeast,60 and over,60 and over,Independent/Other,65 and over,1.077,,,,,Last week,
1.0,0.0,G,34.0,26.0,11.0,First call,1.0,30-39,White,Male,Edwards,,Approve,,,,,,,,,,Better,,Independent,,50 to 75K,Liberal,18 to 64,,National,Complete,Northeast,30 to 44,30 to 39,Independent/Other,30 to 39,0.8380000000000001,,,,,Before that,
1.0,0.0,G,34.0,26.0,12.0,First call,1.0,30-39,White,Female,Edwards,,Approve,,,,,,,,,,Better,,Independent,,50 to 75K,Liberal,18 to 64,,National,Complete,Northeast,30 to 44,30 to 39,Independent/Other,30 to 39,0.7469999999999999,,,,,Last 3 days,
1.0,0.0,G,34.0,26.0,13.0,First call,1.0,45-49,White,Female,Edwards,,Approve,,,,,,,,,,Better,,Democrat,,100K or more,Conservative,18 to 64,,National,Complete,Northeast,45 to 59,40 to 49,Democrat,40 to 49,0.7469999999999999,,,,,Before that,
1.0,0.0,G,34.0,26.0,14.0,First call,1.0,50-59,White,Female,Faircloth,,Disapprove,,,,,,,,,,Same,,Democrat,,75 to 100K,Conservative,18 to 64,,National,Complete,Northeast,45 to 59,50 to 59,Democrat,50 to 64,0.7820000000000001,,,,,Before that,
1.0,0.0,G,34.0,26.0,15.0,First call,1.0,18-24,White,Male,Edwards,,Approve,,,,,,,,,,Better,,Republican,,100K or more,Moderate,18 to 64,,National,Complete,Northeast,18 to 29,18 to 24,Republican,18 to 24,0.879,,,,,Last week,
1.0,0.0,G,34.0,26.0,16.0,First call,1.0,60-64,White,Male,Faircloth,,Disapprove,,,,,,,,,,Worse,,Republican,,15 to 30K,Moderate,18 to 64,,National,Complete,Northeast,60 and over,60 and over,Republican,50 to 64,1.267,,,,,Before that,
1.0,0.0,G,34.0,26.0,17.0,Second call,1.0,30-39,Black,Female,Edwards,,Approve,Disapprove,,,,,,,,,,,,,,,18 to 64,,National,Not complete,Northeast,30 to 44,30 to 39,,30 to 39,0.578,,,,,Before that,Disapprove
1.0,0.0,G,34.0,26.0,18.0,Second call,1.0,50-59,White,Male,Faircloth,,Disapprove,Disapprove,,Oppose Clinton,,No,,Yes,Yes,Yes,Same,Dole,Republican,Some college,50 to 75K,Moderate,18 to 64,,National,Complete,Northeast,45 to 59,50 to 59,Republican,50 to 64,0.878,,,,Unfavorable,Before that,Approve
1.0,0.0,G,34.0,26.0,19.0,Second call,1.0,65 and over,White,Male,Faircloth,,Approve,Approve,,Neither,,No,,Yes,Yes,Yes,Same,Dole,Independent,HS grad,50 to 75K,Conservative,65 and over,,National,Complete,Northeast,60 and over,60 and over,Independent/Other,65 and over,1.267,,,,Unfavorable,Before that,Approve
1.0,0.0,G,34.0,26.0,20.0,Second call,1.0,50-59,White,Female,Faircloth,,Approve,Approve,,Oppose Clinton,,Yes,,Yes,Yes,Yes,Same,Perot,Democrat,HS grad,75 to 100K,Conservative,18 to 64,,National,Complete,Northeast,45 to 59,50 to 59,Democrat,50 to 64,0.7820000000000001,,,,Unfavorable,Last week,Approve
1.0,0.0,G,34.0,26.0,21.0,Second call,1.0,65 and over,White,Female,Faircloth,,Disapprove,Approve,,Neither,,,,Yes,Yes,Yes,Same,,Democrat,Some college,50 to 75K,Conservative,65 and over,,National,Complete,Northeast,60 and over,60 and over,Democrat,65 and over,1.1280000000000001,,,,Unfavorable,Last week,Approve
1.0,0.0,G,34.0,26.0,22.0,Second call,1.0,50-59,White,Female,Edwards,,Approve,Disapprove,,,,,,,,,,,,,,,18 to 64,,National,Not complete,Northeast,45 to 59,50 to 59,,50 to 64,0.7469999999999999,,,,,Before that,Disapprove
1.0,0.0,G,34.0,26.0,23.0,Second call,1.0,25-29,White,Female,Other,,Approve,Disapprove,,,,,,,,,,,,,,,18 to 64,,National,Not complete,Northeast,18 to 29,25 to 29,,25 to 29,0.8420000000000001,,,,,Last 3 days,Disapprove
1.0,0.0,G,34.0,26.0,24.0,Second call,1.0,65 and over,White,Female,Faircloth,,Disapprove,Disapprove,,Oppose Clinton,,,,Yes,Yes,,Same,Clinton,Independent,Some college,75 to 100K,Conservative,65 and over,,National,Complete,Northeast,60 and over,60 and over,Independent/Other,65 and over,1.1280000000000001,,,,Unfavorable,Before that,Approve
1.0,0.0,G,34.0,26.0,25.0,Second call,1.0,65 and over,White,Female,Edwards,,Disapprove,Disapprove,,Neither,,No,,No,No,Yes,Same,Clinton,Independent,HS grad,15 to 30K,Moderate,65 and over,,National,Complete,Northeast,60 and over,60 and over,Independent/Other,65 and over,1.077,,,,Unfavorable,Last week,Disapprove
1.0,0.0,G,34.0,26.0,26.0,Second call,1.0,65 and over,White,Male,Faircloth,,Disapprove,Disapprove,,Oppose Clinton,,No,,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,50 to 75K,Conservative,65 and over,,National,Complete,Northeast,60 and over,60 and over,Republican,65 and over,1.267,,,,Unfavorable,Before that,Approve
1.0,0.0,G,34.0,26.0,27.0,Second call,1.0,30-39,White,Female,Faircloth,,Disapprove,Approve,,Oppose Clinton,,No,,Yes,Yes,Yes,Worse,Dole,Republican,Some college,30 to 50K,Moderate,18 to 64,,National,Complete,Northeast,30 to 44,30 to 39,Republican,30 to 39,0.7820000000000001,,,,Unfavorable,Before that,Approve
1.0,0.0,G,34.0,26.0,28.0,Second call,1.0,50-59,Black,Male,Edwards,,Approve,Disapprove,,Neither,,No,,No,No,No,Same,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,,National,Complete,Northeast,45 to 59,50 to 59,Democrat,50 to 64,0.648,,,,Favorable,Before that,Disapprove
1.0,0.0,G,34.0,26.0,29.0,Second call,1.0,,Black,Male,Faircloth,,Approve,,,,,,,,,,Better,,Democrat,,50 to 75K,Liberal,,,National,Complete,Northeast,,,Democrat,,0.6779999999999999,,,,,Last month,
1.0,0.0,G,34.0,26.0,30.0,Second call,1.0,30-39,White,Female,Faircloth,,Disapprove,,,,,,,,,,Better,,Republican,,50 to 75K,Conservative,18 to 64,,National,Complete,Northeast,30 to 44,30 to 39,Republican,30 to 39,0.7820000000000001,,,,,Before that,
1.0,0.0,G,34.0,26.0,31.0,Second call,1.0,30-39,Black,Female,Edwards,,Approve,,,,,,,,,,Better,,Democrat,,Under 15K,Liberal,18 to 64,,National,Complete,Northeast,30 to 44,30 to 39,Democrat,30 to 39,0.578,,,,,Before that,
1.0,0.0,G,34.0,26.0,32.0,Second call,1.0,18-24,White,Male,Faircloth,,Disapprove,,,,,,,,,,Better,,Independent,,30 to 50K,Conservative,18 to 64,,National,Complete,Northeast,18 to 29,18 to 24,Independent/Other,18 to 24,0.92,,,,,Before that,
1.0,0.0,G,34.0,26.0,33.0,Second call,1.0,65 and over,White,Female,Faircloth,,Disapprove,,,,,,,,,,Worse,,Independent,,30 to 50K,Conservative,65 and over,,National,Complete,Northeast,60 and over,60 and over,Independent/Other,65 and over,1.1280000000000001,,,,,Before that,
1.0,0.0,G,34.0,26.0,34.0,Second call,1.0,30-39,White,Male,Faircloth,,Disapprove,,,,,,,,,,Same,,Republican,,30 to 50K,Conservative,18 to 64,,National,Complete,Northeast,30 to 44,30 to 39,Republican,30 to 39,0.878,,,,,Before that,
1.0,0.0,G,34.0,26.0,35.0,Second call,1.0,65 and over,Black,,Edwards,,,,,,,,,,,,Better,,Democrat,,,Liberal,65 and over,,National,Complete,Northeast,60 and over,60 and over,Democrat,65 and over,0.9349999999999999,,,,,Before that,
1.0,0.0,G,34.0,26.0,36.0,Second call,1.0,50-59,White,Male,Faircloth,,Disapprove,,,,,,,,,,Better,,Republican,,100K or more,Moderate,18 to 64,,National,Complete,Northeast,45 to 59,50 to 59,Republican,50 to 64,0.878,,,,,Last month,
1.0,0.0,G,34.0,26.0,37.0,Second call,1.0,30-39,Black,Male,Edwards,,Approve,,,,,,,,,,Better,,Democrat,,50 to 75K,Moderate,18 to 64,,National,Complete,Northeast,30 to 44,30 to 39,Democrat,30 to 39,0.648,,,,,Last month,
1.0,0.0,G,34.0,26.0,38.0,Second call,1.0,60-64,White,Male,Edwards,,Approve,,,,,,,,,,Better,,Democrat,,30 to 50K,Moderate,18 to 64,,National,Complete,Northeast,60 and over,60 and over,Democrat,50 to 64,1.209,,,,,Before that,
1.0,0.0,G,34.0,26.0,39.0,Second call,1.0,60-64,Black,Male,Edwards,,Approve,,,,,,,,,,Better,,Democrat,,50 to 75K,Moderate,18 to 64,,National,Complete,Northeast,60 and over,60 and over,Democrat,50 to 64,0.9349999999999999,,,,,Before that,
1.0,0.0,G,34.0,26.0,40.0,Second call,1.0,30-39,White,Female,Faircloth,,Disapprove,,,,,,,,,,Same,,Republican,,30 to 50K,Conservative,18 to 64,,National,Complete,Northeast,30 to 44,30 to 39,Republican,30 to 39,0.7820000000000001,,,,,Before that,
