State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Hillary opinion,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Clinton as person
15.0,50.0,3.0,First call,45-49,Black,Female,Bayh,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,No HS,Under 15K,Liberal,18 to 64,Favorable,State,Complete,Northwest,45 to 59,40 to 49,Democrat,40 to 49,0.12000000000000001,Favorable
15.0,50.0,4.0,First call,18-24,Black,Female,Bayh,Approve,Approve,Support Clinton,Yes,No,No,No,Better,Did not vote,Democrat,College grad,100K or more,Moderate,18 to 64,Favorable,State,Complete,Northwest,18 to 29,18 to 24,Democrat,18 to 24,0.191,Favorable
15.0,50.0,5.0,First call,65 and over,Black,Female,Bayh,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Liberal,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.135,Favorable
15.0,50.0,6.0,First call,65 and over,,Female,Bayh,Approve,Approve,Support Clinton,Yes,No,No,No,Same,Clinton,Democrat,Some college,Under 15K,Moderate,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.165,Favorable
15.0,50.0,7.0,Second call,65 and over,White,Female,Bayh,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Moderate,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.165,Favorable
15.0,50.0,8.0,Second call,50-59,Black,Female,Bayh,Approve,Disapprove,Oppose Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,0.12000000000000001,Favorable
15.0,50.0,9.0,Second call,65 and over,Black,Female,Bayh,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Democrat,HS grad,Under 15K,Moderate,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.135,Favorable
15.0,50.0,10.0,Second call,65 and over,Black,Female,Bayh,Approve,Disapprove,Support Clinton,No,No,No,No,Worse,Clinton,Democrat,HS grad,Under 15K,Liberal,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.135,Favorable
15.0,50.0,11.0,Second call,45-49,Black,Female,Bayh,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Northwest,45 to 59,40 to 49,Democrat,40 to 49,0.12000000000000001,Favorable
15.0,50.0,12.0,Second call,65 and over,Black,Female,Bayh,Approve,,Neither,,No,No,,Same,Clinton,Democrat,,Under 15K,,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.135,Favorable
15.0,50.0,13.0,Second call,65 and over,Black,Male,Other,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Moderate,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.432,Favorable
15.0,50.0,14.0,Second call,60-64,Black,Female,Bayh,Approve,Disapprove,Support Clinton,Yes,No,No,No,Same,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,50 to 64,0.135,Favorable
15.0,50.0,15.0,Second call,65 and over,Black,Female,Bayh,Approve,Approve,Support Clinton,Yes,No,No,No,Worse,Clinton,Democrat,No HS,Under 15K,,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.135,Favorable
15.0,50.0,16.0,Second call,30-39,Black,Female,Bayh,Approve,Disapprove,Neither,,No,No,No,,Did not vote,Democrat,Some college,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,Northwest,30 to 44,30 to 39,Democrat,30 to 39,0.12000000000000001,Favorable
15.0,50.0,17.0,Second call,65 and over,Black,Male,Bayh,Approve,Approve,Support Clinton,Yes,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,Conservative,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.146,Favorable
15.0,50.0,18.0,Second call,50-59,Black,Male,Bayh,Approve,Approve,Support Clinton,Yes,No,No,No,Same,Clinton,Democrat,No HS,15 to 30K,Conservative,18 to 64,Favorable,State,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,0.13,Favorable
15.0,50.0,19.0,Second call,65 and over,Black,Male,Bayh,Approve,Approve,Support Clinton,Yes,,Yes,Yes,Same,Clinton,Democrat,HS grad,Under 15K,Conservative,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.146,Favorable
15.0,50.0,20.0,Third call,65 and over,Black,Female,Bayh,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,HS grad,Under 15K,Moderate,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.135,Favorable
15.0,50.0,21.0,Third call,45-49,Black,Male,Bayh,Approve,Approve,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,Northwest,45 to 59,40 to 49,Democrat,40 to 49,0.13,Favorable
15.0,50.0,22.0,Third call,40-44,Black,Female,Bayh,Approve,Disapprove,Support Clinton,Yes,No,No,No,Worse,Clinton,Democrat,College grad,15 to 30K,Liberal,18 to 64,Favorable,State,Complete,Northwest,30 to 44,40 to 49,Democrat,40 to 49,0.12000000000000001,Favorable
15.0,50.0,23.0,Third call,65 and over,Black,Male,Bayh,Approve,Approve,Support Clinton,Yes,No,No,No,Same,Clinton,Democrat,No HS,15 to 30K,Liberal,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.146,Favorable
15.0,50.0,24.0,Third call,65 and over,Black,Female,Bayh,Approve,Approve,Support Clinton,Yes,No,No,No,Same,Clinton,Democrat,No HS,Under 15K,Liberal,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.135,Favorable
15.0,50.0,25.0,Third call,30-39,Black,Female,Bayh,Approve,Approve,Support Clinton,Yes,No,No,Yes,Same,Clinton,Democrat,Some college,15 to 30K,Liberal,18 to 64,Favorable,State,Complete,Northwest,30 to 44,30 to 39,Democrat,30 to 39,0.12000000000000001,Favorable
15.0,50.0,26.0,Third call,45-49,Black,Female,Bayh,,Disapprove,Neither,,No,No,,Same,Clinton,Independent,Some college,15 to 30K,Moderate,18 to 64,,State,Complete,Northwest,45 to 59,40 to 49,Independent/Other,40 to 49,0.12000000000000001,Unfavorable
15.0,50.0,27.0,Third call,45-49,Black,Female,Bayh,Approve,Disapprove,Neither,,No,No,No,Same,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,Northwest,45 to 59,40 to 49,Democrat,40 to 49,0.12000000000000001,Favorable
15.0,50.0,28.0,Third call,60-64,Black,Female,Bayh,Approve,Approve,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Conservative,18 to 64,,State,Complete,Northwest,60 and over,60 and over,Democrat,50 to 64,0.135,Favorable
15.0,50.0,29.0,Third call,50-59,Black,Male,Bayh,Approve,Disapprove,Support Clinton,Yes,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,Conservative,18 to 64,Favorable,State,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,0.13,Favorable
15.0,50.0,30.0,Third call,45-49,Black,Female,Bayh,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Liberal,18 to 64,Favorable,State,Complete,Northwest,45 to 59,40 to 49,Democrat,40 to 49,0.12000000000000001,Favorable
15.0,50.0,31.0,Third call,18-24,Black,Female,Bayh,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,Northwest,18 to 29,18 to 24,Democrat,18 to 24,0.191,Favorable
15.0,50.0,32.0,Third call,30-39,Black,Female,Bayh,Approve,Approve,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,Northwest,30 to 44,30 to 39,Democrat,30 to 39,0.12000000000000001,Favorable
15.0,50.0,33.0,Third call,40-44,Black,Female,Bayh,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,Northwest,30 to 44,40 to 49,Democrat,40 to 49,0.12000000000000001,Favorable
15.0,50.0,34.0,Third call,30-39,Black,Male,Bayh,Approve,Disapprove,Support Clinton,Yes,No,No,No,Same,Clinton,Democrat,Some college,15 to 30K,Conservative,18 to 64,Favorable,State,Complete,Northwest,30 to 44,30 to 39,Democrat,30 to 39,0.13,Favorable
15.0,50.0,35.0,Third call,40-44,Black,Female,Bayh,Disapprove,Disapprove,Neither,Yes,No,No,No,Same,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Northwest,30 to 44,40 to 49,Democrat,40 to 49,0.12000000000000001,Favorable
15.0,50.0,36.0,Third call,30-39,Black,Female,Bayh,Approve,Approve,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Northwest,30 to 44,30 to 39,Democrat,30 to 39,0.12000000000000001,Favorable
15.0,50.0,37.0,Third call,40-44,Black,Male,Bayh,Approve,Approve,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Conservative,18 to 64,Favorable,State,Complete,Northwest,30 to 44,40 to 49,Democrat,40 to 49,0.13,Favorable
15.0,57.0,1.0,First call,45-49,White,Male,Bayh,Approve,Approve,Neither,No,Yes,Yes,Yes,Same,Perot,Independent,Postgrad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Northwest,45 to 59,40 to 49,Independent/Other,40 to 49,0.633,Unfavorable
15.0,57.0,2.0,First call,50-59,White,Female,Helmke,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Better,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,Favorable,State,Complete,Northwest,45 to 59,50 to 59,Republican,50 to 64,0.717,Unfavorable
15.0,57.0,3.0,First call,45-49,White,Male,Helmke,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Independent,College grad,75 to 100K,Conservative,18 to 64,Favorable,State,Complete,Northwest,45 to 59,40 to 49,Independent/Other,40 to 49,0.777,Unfavorable
15.0,57.0,4.0,Second call,50-59,White,Female,Bayh,Disapprove,Disapprove,Neither,No,No,Yes,,Same,Other,Independent,Some college,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,Northwest,45 to 59,50 to 59,Independent/Other,50 to 64,0.5840000000000001,Unfavorable
15.0,57.0,5.0,Second call,40-44,Hispanic,,Bayh,Approve,,Support Clinton,Yes,No,No,No,Same,Clinton,Independent,College grad,30 to 50K,Conservative,18 to 64,Favorable,State,Complete,Northwest,30 to 44,40 to 49,Independent/Other,40 to 49,0.52,Favorable
15.0,57.0,6.0,Second call,65 and over,White,Female,Bayh,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Republican,HS grad,15 to 30K,Conservative,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Republican,65 and over,0.6549999999999999,Favorable
15.0,57.0,7.0,Second call,65 and over,White,,Bayh,Approve,Approve,,Yes,,,,,,,,,,65 and over,Favorable,State,Not complete,Northwest,60 and over,60 and over,,65 and over,0.6549999999999999,Favorable
15.0,57.0,8.0,Second call,65 and over,White,Male,Bayh,Approve,Disapprove,Neither,Yes,No,No,No,Same,Clinton,Democrat,HS grad,,Liberal,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.712,Unfavorable
15.0,57.0,9.0,Second call,45-49,White,Male,Bayh,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Northwest,45 to 59,40 to 49,Democrat,40 to 49,0.633,Favorable
15.0,57.0,10.0,Second call,45-49,White,Female,Helmke,Approve,Approve,Neither,No,Yes,Yes,No,Same,Dole,Independent,HS grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Northwest,45 to 59,40 to 49,Independent/Other,40 to 49,0.717,Unfavorable
15.0,57.0,11.0,Second call,65 and over,White,Male,Bayh,Approve,Approve,,No,,,,,,,,,,65 and over,Favorable,State,Not complete,Northwest,60 and over,60 and over,,65 and over,0.712,Favorable
15.0,57.0,12.0,Second call,50-59,White,Female,Helmke,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,Favorable,State,Complete,Northwest,45 to 59,50 to 59,Republican,50 to 64,0.717,Unfavorable
15.0,57.0,13.0,Second call,65 and over,White,Male,Bayh,Approve,,Neither,No,No,No,Yes,Better,Dole,Independent,College grad,50 to 75K,Moderate,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Independent/Other,65 and over,0.712,Unfavorable
15.0,57.0,14.0,Second call,45-49,White,Female,Bayh,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Republican,College grad,75 to 100K,Conservative,18 to 64,Favorable,State,Complete,Northwest,45 to 59,40 to 49,Republican,40 to 49,0.5840000000000001,Unfavorable
15.0,57.0,15.0,Second call,65 and over,White,Female,Bayh,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.6549999999999999,Favorable
15.0,57.0,16.0,Second call,65 and over,White,Male,Bayh,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,Moderate,65 and over,Unfavorable,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.712,Unfavorable
15.0,57.0,17.0,Second call,30-39,White,Female,Bayh,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Northwest,30 to 44,30 to 39,Democrat,30 to 39,0.5840000000000001,Favorable
15.0,57.0,18.0,Second call,30-39,White,Male,Helmke,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,Postgrad,100K or more,Conservative,18 to 64,Unfavorable,State,Complete,Northwest,30 to 44,30 to 39,Republican,30 to 39,0.777,Unfavorable
15.0,57.0,19.0,Second call,65 and over,White,Female,Bayh,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,Some college,75 to 100K,Moderate,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.6549999999999999,Favorable
15.0,57.0,20.0,Second call,65 and over,White,,Bayh,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,Some college,,Moderate,65 and over,Unfavorable,State,Complete,Northwest,60 and over,60 and over,Republican,65 and over,0.712,Unfavorable
15.0,57.0,21.0,Second call,65 and over,White,Female,Helmke,Disapprove,Disapprove,Oppose Clinton,,Yes,Yes,Yes,Worse,Dole,Republican,HS grad,15 to 30K,Conservative,65 and over,Unfavorable,State,Complete,Northwest,60 and over,60 and over,Republican,65 and over,0.805,Unfavorable
15.0,57.0,22.0,Second call,65 and over,,Male,Bayh,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Perot,Independent,,30 to 50K,Conservative,65 and over,Unfavorable,State,Complete,Northwest,60 and over,60 and over,Independent/Other,65 and over,0.712,Unfavorable
15.0,57.0,23.0,Second call,65 and over,White,Male,Bayh,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,Yes,Worse,Dole,Independent,Some college,15 to 30K,Moderate,65 and over,Unfavorable,State,Complete,Northwest,60 and over,60 and over,Independent/Other,65 and over,0.712,Unfavorable
15.0,57.0,24.0,Second call,65 and over,White,Male,Bayh,Approve,Disapprove,Oppose Clinton,No,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Moderate,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.712,Favorable
15.0,57.0,25.0,Second call,60-64,Hispanic,Female,Bayh,Approve,Approve,Oppose Clinton,No,No,No,Yes,Same,Clinton,Democrat,College grad,30 to 50K,Conservative,18 to 64,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,50 to 64,0.5389999999999999,Unfavorable
15.0,57.0,26.0,Second call,30-39,White,Female,Helmke,Approve,,,,,,,Better,,Republican,,50 to 75K,,18 to 64,,State,Complete,Northwest,30 to 44,30 to 39,Republican,30 to 39,0.717,
15.0,57.0,27.0,Second call,65 and over,Hispanic,Male,Bayh,Approve,Disapprove,Neither,Yes,No,No,Yes,Same,Clinton,Democrat,Postgrad,30 to 50K,Conservative,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.5840000000000001,Unfavorable
15.0,57.0,28.0,Second call,65 and over,White,Female,Bayh,Approve,Disapprove,Neither,,No,No,Yes,Same,Clinton,Democrat,Some college,15 to 30K,Moderate,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.6549999999999999,Unfavorable
15.0,57.0,29.0,Second call,65 and over,White,Female,Bayh,Approve,Approve,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,No HS,Under 15K,Liberal,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.6549999999999999,Favorable
15.0,57.0,30.0,Second call,65 and over,White,Female,Bayh,Approve,Disapprove,Neither,No,No,No,Yes,Better,Dole,Independent,HS grad,30 to 50K,Conservative,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Independent/Other,65 and over,0.6549999999999999,Unfavorable
15.0,57.0,31.0,Second call,65 and over,White,Female,Bayh,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Dole,Independent,HS grad,15 to 30K,Conservative,65 and over,Unfavorable,State,Complete,Northwest,60 and over,60 and over,Independent/Other,65 and over,0.6549999999999999,Unfavorable
15.0,57.0,32.0,Second call,65 and over,White,Female,Bayh,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,No HS,,Liberal,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.6549999999999999,Favorable
15.0,57.0,33.0,Second call,65 and over,White,Female,Helmke,Disapprove,Approve,,No,,,,,,,,,,65 and over,Unfavorable,State,Not complete,Northwest,60 and over,60 and over,,65 and over,0.805,Unfavorable
15.0,57.0,34.0,Second call,65 and over,White,Female,Helmke,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,Some college,50 to 75K,Conservative,65 and over,Unfavorable,State,Complete,Northwest,60 and over,60 and over,Republican,65 and over,0.805,Unfavorable
15.0,57.0,35.0,Second call,50-59,White,Female,Bayh,Approve,Disapprove,Support Clinton,No,No,No,Yes,Same,Clinton,Independent,Postgrad,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,Northwest,45 to 59,50 to 59,Independent/Other,50 to 64,0.5840000000000001,Favorable
15.0,57.0,36.0,Second call,50-59,White,Female,Bayh,Disapprove,Disapprove,Neither,No,No,Yes,,Worse,Dole,Democrat,HS grad,15 to 30K,,18 to 64,Favorable,State,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,0.5840000000000001,Unfavorable
15.0,57.0,37.0,Second call,65 and over,White,Male,Helmke,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Better,Dole,Republican,College grad,30 to 50K,Moderate,65 and over,Unfavorable,State,Complete,Northwest,60 and over,60 and over,Republican,65 and over,0.873,Unfavorable
15.0,57.0,38.0,Third call,40-44,White,Female,Bayh,Approve,Approve,Neither,No,No,No,No,Better,Did not vote,Democrat,HS grad,15 to 30K,Conservative,18 to 64,Favorable,State,Complete,Northwest,30 to 44,40 to 49,Democrat,40 to 49,0.5840000000000001,Favorable
15.0,57.0,39.0,Third call,45-49,White,Male,Bayh,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Better,Dole,Something else,Postgrad,100K or more,Conservative,18 to 64,Unfavorable,State,Complete,Northwest,45 to 59,40 to 49,Independent/Other,40 to 49,0.633,Unfavorable
15.0,57.0,40.0,Third call,50-59,White,Male,Bayh,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,75 to 100K,Moderate,18 to 64,Favorable,State,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,0.633,Favorable
15.0,57.0,41.0,Third call,40-44,White,Male,Bayh,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Northwest,30 to 44,40 to 49,Democrat,40 to 49,0.633,Favorable
15.0,57.0,42.0,Third call,30-39,White,Male,Bayh,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Independent,College grad,100K or more,Moderate,18 to 64,Favorable,State,Complete,Northwest,30 to 44,30 to 39,Independent/Other,30 to 39,0.633,Favorable
15.0,57.0,43.0,Third call,50-59,White,Male,Bayh,Disapprove,Approve,Neither,Yes,No,No,Yes,Same,Clinton,Independent,Some college,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,Northwest,45 to 59,50 to 59,Independent/Other,50 to 64,0.633,Unfavorable
15.0,57.0,44.0,Third call,50-59,White,Male,Bayh,Approve,Disapprove,Oppose Clinton,No,No,No,Yes,Same,Did not vote,Independent,HS grad,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,Northwest,45 to 59,50 to 59,Independent/Other,50 to 64,0.633,Unfavorable
15.0,57.0,45.0,Third call,65 and over,White,Male,Bayh,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Independent,HS grad,75 to 100K,Conservative,65 and over,Unfavorable,State,Complete,Northwest,60 and over,60 and over,Independent/Other,65 and over,0.712,Unfavorable
15.0,57.0,46.0,Third call,50-59,White,Female,Bayh,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,HS grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,0.5840000000000001,
15.0,57.0,47.0,Third call,60-64,White,Male,Bayh,Approve,Approve,,,,,,,,,,,,18 to 64,Favorable,State,Not complete,Northwest,60 and over,60 and over,,50 to 64,0.712,Favorable
15.0,57.0,48.0,Third call,50-59,White,Female,Bayh,Approve,Disapprove,Support Clinton,,No,No,,Better,Clinton,Democrat,HS grad,30 to 50K,,18 to 64,Favorable,State,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,0.5840000000000001,Unfavorable
15.0,57.0,49.0,Third call,65 and over,White,Female,Bayh,Approve,Disapprove,,No,,,,,,,,,,65 and over,Favorable,State,Not complete,Northwest,60 and over,60 and over,,65 and over,0.6549999999999999,Favorable
15.0,57.0,50.0,Third call,65 and over,White,Female,Helmke,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Clinton,Independent,Postgrad,50 to 75K,Moderate,65 and over,Unfavorable,State,Complete,Northwest,60 and over,60 and over,Independent/Other,65 and over,0.805,Unfavorable
15.0,57.0,51.0,Third call,65 and over,White,Male,Bayh,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Moderate,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.712,Favorable
15.0,57.0,52.0,Third call,30-39,White,Female,Helmke,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Better,Dole,Republican,Some college,,Conservative,18 to 64,Favorable,State,Complete,Northwest,30 to 44,30 to 39,Republican,30 to 39,0.717,Unfavorable
15.0,57.0,53.0,Third call,50-59,White,Male,Bayh,Approve,Approve,Neither,Yes,No,No,Yes,Worse,Dole,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,0.633,Unfavorable
15.0,57.0,54.0,Third call,30-39,Hispanic,Female,Bayh,Approve,,Neither,No,No,No,,Worse,Clinton,Democrat,HS grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Northwest,30 to 44,30 to 39,Democrat,30 to 39,0.48,Favorable
15.0,57.0,55.0,Third call,65 and over,White,Female,Bayh,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Independent,HS grad,30 to 50K,Moderate,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Independent/Other,65 and over,0.6549999999999999,Favorable
15.0,57.0,56.0,Third call,,White,Male,Helmke,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,,30 to 50K,Moderate,,Favorable,State,Complete,Northwest,,,Democrat,,0.777,Unfavorable
15.0,57.0,57.0,Third call,65 and over,White,Female,Bayh,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Liberal,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.6549999999999999,Unfavorable
15.0,57.0,58.0,Third call,30-39,Hispanic,Female,Bayh,Approve,Disapprove,Support Clinton,No,No,No,,Better,Clinton,Democrat,College grad,50 to 75K,,18 to 64,Favorable,State,Complete,Northwest,30 to 44,30 to 39,Democrat,30 to 39,0.48,Favorable
15.0,57.0,59.0,Third call,40-44,White,Female,Bayh,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Same,Dole,Independent,Postgrad,75 to 100K,Moderate,18 to 64,Unfavorable,State,Complete,Northwest,30 to 44,40 to 49,Independent/Other,40 to 49,0.5840000000000001,Unfavorable
15.0,57.0,60.0,Third call,65 and over,White,Female,Helmke,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Worse,Dole,Republican,HS grad,15 to 30K,Conservative,65 and over,Unfavorable,State,Complete,Northwest,60 and over,60 and over,Republican,65 and over,0.805,Unfavorable
15.0,57.0,61.0,Third call,50-59,White,Female,Helmke,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Northwest,45 to 59,50 to 59,Republican,50 to 64,0.717,Unfavorable
15.0,57.0,62.0,Third call,65 and over,White,Female,Helmke,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,,Same,Clinton,Independent,HS grad,30 to 50K,Conservative,65 and over,Unfavorable,State,Complete,Northwest,60 and over,60 and over,Independent/Other,65 and over,0.805,Unfavorable
15.0,57.0,63.0,Third call,65 and over,White,Female,Bayh,Approve,Disapprove,Neither,No,No,No,No,Better,,,College grad,,Moderate,65 and over,,State,Complete,Northwest,60 and over,60 and over,,65 and over,0.6549999999999999,Unfavorable
15.0,57.0,64.0,Third call,65 and over,White,Female,Bayh,Approve,Disapprove,Neither,No,No,No,Yes,Worse,Clinton,Democrat,HS grad,15 to 30K,Moderate,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.6549999999999999,Unfavorable
15.0,58.0,1.0,First call,40-44,White,Male,Bayh,Approve,Disapprove,Neither,Yes,No,Yes,No,Better,Perot,Independent,Some college,75 to 100K,Moderate,18 to 64,Unfavorable,National,Complete,Northwest,30 to 44,40 to 49,Independent/Other,40 to 49,1.286,Favorable
