V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36
1.0,0.0,G,42.0,7.0,29.0,Second call,1.0,65 and over,White,Male,Daschle,Hunhoff,Moser,Approve,Approve,Support Clinton,No,No,No,Same,Clinton,Democrat,No,,Liberal,65 and over,Approve,State,Complete,Northeast,60 and over,60 and over,Democrat,65 and over,0.377
1.0,0.0,G,42.0,7.0,30.0,Second call,1.0,65 and over,White,Male,Daschle,Hunhoff,Moser,Approve,Approve,Neither,No,,,,Clinton,Democrat,No,,Moderate,65 and over,Approve,State,Complete,Northeast,60 and over,60 and over,Democrat,65 and over,0.377
1.0,0.0,G,42.0,7.0,31.0,Second call,1.0,65 and over,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Democrat,No,15 to 30K,Moderate,65 and over,Disapprove,State,Complete,Northeast,60 and over,60 and over,Democrat,65 and over,0.5640000000000001
1.0,0.0,G,42.0,7.0,32.0,Second call,1.0,65 and over,White,Male,Daschle,,,Approve,Disapprove,Neither,No,No,,Same,Clinton,Democrat,Yes,50 to 75K,Moderate,65 and over,Approve,State,Complete,Northeast,60 and over,60 and over,Democrat,65 and over,0.44600000000000006
1.0,0.0,G,42.0,7.0,33.0,Second call,1.0,50-59,White,Male,Schmidt,Janklow,Moser,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,No,15 to 30K,Moderate,18 to 64,,State,Complete,Northeast,45 to 59,50 to 59,Democrat,50 to 64,0.48800000000000004
1.0,0.0,G,42.0,7.0,34.0,Second call,1.0,60-64,White,Female,Daschle,Janklow,Thune,Approve,Approve,Support Clinton,No,No,No,Better,Clinton,,No,15 to 30K,Moderate,18 to 64,Approve,State,Complete,Northeast,60 and over,60 and over,,50 to 64,0.558
1.0,0.0,G,42.0,7.0,35.0,Second call,1.0,50-59,White,Female,Daschle,Janklow,Moser,Approve,Disapprove,Neither,No,No,Yes,Worse,Clinton,Democrat,No,Under 15K,Moderate,18 to 64,Approve,State,Complete,Northeast,45 to 59,50 to 59,Democrat,50 to 64,0.484
1.0,0.0,G,42.0,7.0,36.0,Third call,1.0,65 and over,White,Female,Schmidt,Janklow,Thune,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Dole,Republican,Yes,50 to 75K,Conservative,65 and over,Approve,State,Complete,Northeast,60 and over,60 and over,Republican,65 and over,0.40900000000000003
1.0,0.0,G,42.0,7.0,37.0,Third call,1.0,18-24,White,Female,Schmidt,Janklow,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,Yes,30 to 50K,Liberal,18 to 64,Approve,State,Complete,Northeast,18 to 29,18 to 24,Republican,18 to 24,0.504
1.0,0.0,G,42.0,7.0,38.0,Third call,1.0,40-44,White,Female,Daschle,Janklow,Thune,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,No,50 to 75K,Conservative,18 to 64,Approve,State,Complete,Northeast,30 to 44,40 to 49,Democrat,40 to 49,0.5640000000000001
1.0,0.0,G,42.0,7.0,39.0,Third call,1.0,30-39,White,Female,Schmidt,Janklow,Thune,Approve,Approve,Support Clinton,No,No,Yes,Better,Perot,Republican,No,15 to 30K,Moderate,18 to 64,Disapprove,State,Complete,Northeast,30 to 44,30 to 39,Republican,30 to 39,0.501
1.0,0.0,G,42.0,7.0,40.0,Third call,1.0,45-49,White,Female,Daschle,Janklow,Thune,Disapprove,Approve,Neither,No,Yes,Yes,Worse,Dole,Republican,No,30 to 50K,Conservative,18 to 64,Approve,State,Complete,Northeast,45 to 59,40 to 49,Republican,40 to 49,0.5640000000000001
1.0,0.0,G,42.0,7.0,41.0,Third call,1.0,25-29,White,Male,Daschle,Janklow,Thune,Disapprove,Disapprove,Neither,No,Yes,No,Worse,Perot,Independent,No,30 to 50K,Moderate,18 to 64,Disapprove,State,Complete,Northeast,18 to 29,25 to 29,Independent/Other,25 to 29,0.78
1.0,0.0,G,42.0,7.0,42.0,Third call,1.0,65 and over,White,Male,Daschle,Janklow,Thune,Approve,Disapprove,Neither,No,Yes,No,Same,Clinton,Democrat,Yes,30 to 50K,Conservative,65 and over,Approve,State,Complete,Northeast,60 and over,60 and over,Democrat,65 and over,0.522
1.0,0.0,G,42.0,7.0,43.0,Third call,1.0,30-39,White,Male,Daschle,Hunhoff,Moser,Disapprove,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,No,50 to 75K,Moderate,18 to 64,Approve,State,Complete,Northeast,30 to 44,30 to 39,Democrat,30 to 39,0.38099999999999995
1.0,0.0,G,42.0,7.0,44.0,Third call,1.0,45-49,White,Male,Schmidt,Hunhoff,Thune,Approve,Approve,,,,,,,,No,,,18 to 64,Disapprove,State,Not complete,Northeast,45 to 59,40 to 49,,40 to 49,0.39499999999999996
1.0,0.0,G,42.0,7.0,45.0,Third call,1.0,25-29,White,Female,Schmidt,Hunhoff,Thune,Disapprove,Approve,Neither,No,Yes,Yes,Better,Dole,Democrat,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,Northeast,18 to 29,25 to 29,Democrat,25 to 29,0.425
1.0,0.0,G,42.0,7.0,46.0,Third call,1.0,30-39,White,Male,Daschle,Hunhoff,Thune,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,No,50 to 75K,Moderate,18 to 64,Approve,State,Complete,Northeast,30 to 44,30 to 39,Democrat,30 to 39,0.441
1.0,0.0,G,42.0,7.0,47.0,Third call,1.0,65 and over,White,Female,Schmidt,Janklow,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Worse,Dole,Republican,Yes,Under 15K,Conservative,65 and over,Disapprove,State,Complete,Northeast,60 and over,60 and over,Republican,65 and over,0.40900000000000003
1.0,0.0,G,42.0,7.0,48.0,Third call,1.0,65 and over,White,,Schmidt,Janklow,Thune,Disapprove,Approve,,,,,,,,Yes,,,65 and over,Disapprove,State,Not complete,Northeast,60 and over,60 and over,,65 and over,0.466
1.0,0.0,G,42.0,7.0,49.0,Third call,1.0,50-59,White,Female,Daschle,,,Approve,Disapprove,,,,,,,,Yes,,,18 to 64,Approve,State,Not complete,Northeast,45 to 59,50 to 59,,50 to 64,0.39699999999999996
1.0,0.0,G,42.0,9.0,1.0,First call,1.0,65 and over,White,Male,Daschle,Janklow,Moser,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,No,,Moderate,65 and over,Disapprove,State,Complete,Southeast,60 and over,60 and over,Democrat,65 and over,1.765
1.0,0.0,G,42.0,9.0,2.0,First call,1.0,65 and over,White,Female,Daschle,Janklow,Thune,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,Yes,Under 15K,Moderate,65 and over,Disapprove,State,Complete,Southeast,60 and over,60 and over,Democrat,65 and over,1.823
1.0,0.0,G,42.0,9.0,3.0,First call,1.0,25-29,White,Male,Schmidt,Janklow,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Better,Did not vote,Republican,Yes,15 to 30K,Conservative,18 to 64,Approve,State,Complete,Southeast,18 to 29,25 to 29,Republican,25 to 29,1.179
1.0,0.0,G,42.0,9.0,4.0,First call,1.0,50-59,White,Female,Schmidt,Janklow,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,Yes,,Conservative,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,50 to 59,Republican,50 to 64,1.437
1.0,0.0,G,42.0,9.0,5.0,First call,1.0,40-44,White,Male,Daschle,Janklow,Moser,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Independent,No,50 to 75K,Liberal,18 to 64,Approve,State,Complete,Southeast,30 to 44,40 to 49,Independent/Other,40 to 49,1.563
1.0,0.0,G,42.0,9.0,6.0,First call,1.0,65 and over,White,Female,Daschle,Janklow,Moser,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,No,30 to 50K,Moderate,65 and over,Approve,State,Complete,Southeast,60 and over,60 and over,Democrat,65 and over,1.899
1.0,0.0,G,42.0,9.0,7.0,First call,1.0,65 and over,White,Male,Daschle,Hunhoff,Thune,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Independent,No,30 to 50K,Moderate,65 and over,Approve,State,Complete,Southeast,60 and over,60 and over,Independent/Other,65 and over,2.232
1.0,0.0,G,42.0,9.0,8.0,First call,1.0,65 and over,White,Male,Daschle,Janklow,Thune,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Clinton,Something else,No,15 to 30K,Conservative,65 and over,Disapprove,State,Complete,Southeast,60 and over,60 and over,Independent/Other,65 and over,2.058
1.0,0.0,G,42.0,9.0,9.0,First call,1.0,50-59,White,Female,Daschle,Janklow,Thune,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,No,,Moderate,18 to 64,Approve,State,Complete,Southeast,45 to 59,50 to 59,Democrat,50 to 64,1.96
1.0,0.0,G,42.0,9.0,10.0,First call,1.0,65 and over,White,Female,Daschle,Janklow,Thune,Approve,Approve,,,,,,,,No,,,65 and over,Approve,State,Not complete,Southeast,60 and over,60 and over,,65 and over,2.213
1.0,0.0,G,42.0,9.0,11.0,First call,1.0,65 and over,White,Female,Schmidt,Janklow,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Democrat,No,15 to 30K,Conservative,65 and over,Disapprove,State,Complete,Southeast,60 and over,60 and over,Democrat,65 and over,1.971
1.0,0.0,G,42.0,9.0,12.0,First call,1.0,65 and over,White,Male,Schmidt,Janklow,Thune,Disapprove,Disapprove,Neither,No,No,Yes,Same,Dole,Democrat,No,30 to 50K,,65 and over,Disapprove,State,Complete,Southeast,60 and over,60 and over,Democrat,65 and over,1.8330000000000002
1.0,0.0,G,42.0,9.0,13.0,First call,1.0,65 and over,White,Female,Schmidt,Hunhoff,Thune,Disapprove,Approve,Oppose Clinton,No,No,No,Worse,Other,Democrat,No,15 to 30K,Conservative,65 and over,Disapprove,State,Complete,Southeast,60 and over,60 and over,Democrat,65 and over,2.1390000000000002
1.0,0.0,G,42.0,9.0,14.0,First call,1.0,65 and over,White,Male,Daschle,Janklow,Thune,Approve,Approve,,No,No,No,Same,Clinton,Republican,No,15 to 30K,Conservative,65 and over,Approve,State,Complete,Southeast,60 and over,60 and over,Republican,65 and over,2.058
1.0,0.0,G,42.0,9.0,15.0,First call,1.0,65 and over,White,Male,Schmidt,Hunhoff,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Independent,Yes,100K or more,Conservative,65 and over,Disapprove,State,Complete,Southeast,60 and over,60 and over,Independent/Other,65 and over,1.6360000000000001
1.0,0.0,G,42.0,9.0,16.0,First call,1.0,45-49,White,Male,Daschle,Janklow,Thune,Approve,Approve,Support Clinton,No,No,No,Same,Clinton,Democrat,No,Under 15K,Moderate,18 to 64,Approve,State,Complete,Southeast,45 to 59,40 to 49,Democrat,40 to 49,1.823
1.0,0.0,G,42.0,9.0,17.0,First call,1.0,18-24,White,Male,Daschle,Janklow,Thune,Approve,Approve,Neither,No,No,No,Same,Did not vote,Democrat,No,50 to 75K,Liberal,18 to 64,Approve,State,Complete,Southeast,18 to 29,18 to 24,Democrat,18 to 24,1.6059999999999999
1.0,0.0,G,42.0,9.0,18.0,First call,1.0,50-59,White,Male,Schmidt,Janklow,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Independent,No,75 to 100K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,50 to 59,Independent/Other,50 to 64,1.621
1.0,0.0,G,42.0,9.0,19.0,First call,1.0,45-49,White,Male,Schmidt,Hunhoff,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Independent,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,40 to 49,Independent/Other,40 to 49,1.7599999999999998
1.0,0.0,G,42.0,9.0,20.0,Second call,1.0,60-64,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,No,,Conservative,18 to 64,Disapprove,State,Complete,Southeast,60 and over,60 and over,Republican,50 to 64,1.8330000000000002
1.0,0.0,G,42.0,9.0,21.0,Third call,1.0,65 and over,White,Female,Schmidt,Hunhoff,Thune,Disapprove,Approve,,,,,,,,No,,,65 and over,Disapprove,State,Not complete,Southeast,60 and over,60 and over,,65 and over,2.1390000000000002
1.0,0.0,G,42.0,9.0,22.0,Third call,1.0,50-59,White,Male,Daschle,Hunhoff,Moser,Disapprove,Approve,Neither,No,No,Yes,Same,Perot,Democrat,No,Under 15K,Conservative,18 to 64,Approve,State,Complete,Southeast,45 to 59,50 to 59,Democrat,50 to 64,1.693
1.0,0.0,G,42.0,9.0,23.0,Third call,1.0,50-59,White,Male,Daschle,Hunhoff,Moser,Approve,Approve,Support Clinton,No,No,No,Better,Clinton,Democrat,No,50 to 75K,Moderate,18 to 64,Approve,State,Complete,Southeast,45 to 59,50 to 59,Democrat,50 to 64,1.693
1.0,0.0,G,42.0,9.0,24.0,Third call,1.0,50-59,White,Female,Daschle,Hunhoff,Moser,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,No,30 to 50K,Moderate,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,50 to 59,Democrat,50 to 64,1.823
1.0,0.0,G,42.0,9.0,25.0,Third call,1.0,50-59,White,Female,Daschle,Hunhoff,Moser,Approve,Approve,Neither,Yes,Yes,Yes,Same,Clinton,Independent,No,30 to 50K,Moderate,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,50 to 59,Independent/Other,50 to 64,1.823
1.0,0.0,G,42.0,9.0,26.0,Third call,1.0,40-44,White,Female,Daschle,Hunhoff,Moser,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Better,Clinton,Democrat,No,50 to 75K,Liberal,18 to 64,Approve,State,Complete,Southeast,30 to 44,40 to 49,Democrat,40 to 49,1.823
1.0,0.0,G,42.0,9.0,27.0,Third call,1.0,18-24,White,Male,Daschle,Hunhoff,Moser,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,Yes,50 to 75K,Moderate,18 to 64,Approve,State,Complete,Southeast,18 to 29,18 to 24,Democrat,18 to 24,1.229
1.0,0.0,G,42.0,9.0,28.0,Third call,1.0,30-39,White,Male,Schmidt,Other,Thune,Disapprove,Approve,Neither,Yes,Yes,,Worse,Perot,Independent,Yes,15 to 30K,Moderate,18 to 64,Disapprove,State,Complete,Southeast,30 to 44,30 to 39,Independent/Other,30 to 39,2.523
1.0,0.0,G,42.0,9.0,29.0,Third call,1.0,25-29,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Better,Dole,Republican,Yes,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,18 to 29,25 to 29,Republican,25 to 29,1.179
1.0,0.0,G,42.0,9.0,30.0,Third call,1.0,25-29,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Did not vote,Republican,Yes,15 to 30K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,18 to 29,25 to 29,Republican,25 to 29,1.179
1.0,0.0,G,42.0,9.0,31.0,Third call,1.0,30-39,White,Female,Schmidt,Janklow,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,Yes,30 to 50K,Conservative,18 to 64,Approve,State,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,1.437
1.0,0.0,G,42.0,9.0,32.0,Third call,1.0,25-29,White,Female,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,Yes,15 to 30K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,18 to 29,25 to 29,Republican,25 to 29,1.2690000000000001
1.0,0.0,G,42.0,9.0,33.0,Third call,1.0,50-59,White,Female,Daschle,Hunhoff,Thune,Disapprove,Approve,Neither,,,,Same,,Independent,Yes,15 to 30K,Moderate,18 to 64,,State,Complete,Southeast,45 to 59,50 to 59,Independent/Other,50 to 64,1.748
1.0,0.0,G,42.0,9.0,34.0,Third call,1.0,30-39,White,Male,Daschle,Hunhoff,Moser,Approve,,Neither,No,No,No,Better,Clinton,Democrat,No,,Moderate,18 to 64,,State,Complete,Southeast,30 to 44,30 to 39,Democrat,30 to 39,1.693
1.0,0.0,G,42.0,9.0,35.0,Third call,1.0,40-44,White,Male,Daschle,Hunhoff,Moser,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,No,30 to 50K,Liberal,18 to 64,Approve,State,Complete,Southeast,30 to 44,40 to 49,Democrat,40 to 49,1.693
1.0,0.0,G,42.0,9.0,36.0,Third call,1.0,50-59,White,Female,Schmidt,Hunhoff,Thune,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,No,50 to 75K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,50 to 59,Republican,50 to 64,1.8920000000000001
1.0,0.0,G,42.0,9.0,37.0,Third call,1.0,45-49,White,Male,Schmidt,Hunhoff,Thune,Disapprove,Disapprove,Neither,Yes,Yes,No,Same,Dole,Republican,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,40 to 49,Republican,40 to 49,1.7599999999999998
1.0,0.0,G,42.0,9.0,38.0,Third call,1.0,65 and over,White,Female,Schmidt,Janklow,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,No,30 to 50K,Conservative,65 and over,Disapprove,State,Complete,Southeast,60 and over,60 and over,Republican,65 and over,1.971
1.0,0.0,G,42.0,9.0,39.0,Third call,1.0,50-59,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,50 to 59,Republican,50 to 64,1.621
1.0,0.0,G,42.0,9.0,40.0,Third call,1.0,50-59,White,Male,Schmidt,Janklow,Thune,Disapprove,Disapprove,Neither,Yes,Yes,No,Same,Dole,Republican,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,50 to 59,Republican,50 to 64,1.621
1.0,0.0,G,42.0,9.0,41.0,Third call,1.0,30-39,White,Male,Daschle,Janklow,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Worse,Dole,Republican,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,1.823
1.0,0.0,G,42.0,9.0,42.0,Third call,1.0,30-39,White,Female,Schmidt,Hunhoff,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,1.8920000000000001
1.0,0.0,G,42.0,9.0,43.0,Third call,1.0,30-39,White,Female,Schmidt,Janklow,Thune,Approve,Approve,Neither,Yes,Yes,Yes,Same,Clinton,Democrat,No,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Southeast,30 to 44,30 to 39,Democrat,30 to 39,1.746
1.0,0.0,G,42.0,9.0,44.0,Third call,1.0,30-39,White,Female,Schmidt,Janklow,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,No,30 to 50K,Moderate,18 to 64,Disapprove,State,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,1.746
1.0,0.0,G,42.0,9.0,45.0,Third call,1.0,30-39,White,Female,Schmidt,Janklow,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,No,50 to 75K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,1.746
1.0,0.0,G,42.0,9.0,46.0,Third call,1.0,30-39,White,Female,Schmidt,Janklow,Thune,Disapprove,,Neither,Yes,,,Worse,Other,Republican,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,1.746
1.0,0.0,G,42.0,9.0,47.0,Third call,1.0,40-44,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Perot,Republican,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,30 to 44,40 to 49,Republican,40 to 49,1.621
1.0,0.0,G,42.0,9.0,48.0,Third call,1.0,45-49,White,Female,Daschle,Hunhoff,Thune,Approve,Approve,Neither,No,No,No,Worse,Dole,Republican,No,15 to 30K,Conservative,18 to 64,Approve,State,Complete,Southeast,45 to 59,40 to 49,Republican,40 to 49,2.127
1.0,0.0,G,42.0,9.0,49.0,Third call,1.0,50-59,White,Male,Daschle,Hunhoff,Thune,Disapprove,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,No,15 to 30K,Moderate,18 to 64,Approve,State,Complete,Southeast,45 to 59,50 to 59,Democrat,50 to 64,1.975
1.0,0.0,G,42.0,9.0,50.0,Third call,1.0,45-49,White,Female,Daschle,Hunhoff,Thune,Disapprove,Approve,Neither,No,No,Yes,Same,Clinton,Democrat,No,50 to 75K,Moderate,18 to 64,Approve,State,Complete,Southeast,45 to 59,40 to 49,Democrat,40 to 49,2.127
1.0,0.0,G,42.0,9.0,51.0,Third call,1.0,30-39,White,Female,Daschle,Janklow,Thune,Approve,Approve,Neither,No,No,No,Better,Clinton,Independent,No,15 to 30K,Liberal,18 to 64,Approve,State,Complete,Southeast,30 to 44,30 to 39,Independent/Other,30 to 39,1.96
1.0,0.0,G,42.0,9.0,52.0,Third call,1.0,30-39,White,Female,Daschle,Janklow,Thune,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Dole,Republican,No,30 to 50K,Conservative,18 to 64,Approve,State,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,1.96
1.0,0.0,G,42.0,9.0,53.0,Third call,1.0,30-39,White,Male,Daschle,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,No,Better,Dole,Republican,No,50 to 75K,Moderate,18 to 64,Approve,State,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,1.823
1.0,0.0,G,42.0,9.0,54.0,Third call,1.0,50-59,White,Male,Daschle,Janklow,Thune,Approve,Disapprove,Neither,No,No,No,Worse,Clinton,Democrat,No,30 to 50K,Moderate,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,50 to 59,Democrat,50 to 64,1.823
1.0,0.0,G,42.0,9.0,55.0,Third call,1.0,50-59,White,Female,Daschle,Janklow,Thune,,,Neither,No,No,No,Same,Clinton,Republican,No,15 to 30K,Moderate,18 to 64,,State,Complete,Southeast,45 to 59,50 to 59,Republican,50 to 64,1.96
1.0,0.0,G,42.0,9.0,56.0,Third call,1.0,45-49,White,Female,Daschle,Janklow,Thune,Disapprove,Disapprove,Neither,No,Yes,No,Same,Dole,Democrat,No,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Southeast,45 to 59,40 to 49,Democrat,40 to 49,1.96
1.0,0.0,G,42.0,9.0,57.0,Third call,1.0,45-49,White,Male,Daschle,Hunhoff,Thune,Approve,Disapprove,Neither,No,No,No,Better,Dole,Democrat,Yes,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Southeast,45 to 59,40 to 49,Democrat,40 to 49,1.6269999999999998
1.0,0.0,G,42.0,9.0,58.0,Third call,1.0,30-39,White,Female,Daschle,Janklow,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,No,50 to 75K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,1.96
1.0,0.0,G,42.0,9.0,59.0,Third call,1.0,30-39,White,Male,Daschle,Janklow,Thune,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,No,15 to 30K,Moderate,18 to 64,Approve,State,Complete,Southeast,30 to 44,30 to 39,Democrat,30 to 39,1.823
1.0,0.0,G,42.0,9.0,60.0,Third call,1.0,30-39,White,Female,Daschle,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Clinton,Democrat,No,Under 15K,Moderate,18 to 64,Approve,State,Complete,Southeast,30 to 44,30 to 39,Democrat,30 to 39,1.96
1.0,0.0,G,42.0,26.0,1.0,First call,1.0,45-49,White,Male,Schmidt,Hunhoff,Thune,Approve,Disapprove,Oppose Clinton,No,Yes,Yes,Better,Dole,Republican,No,15 to 30K,Conservative,18 to 64,Disapprove,State,Complete,Northeast,45 to 59,40 to 49,Republican,40 to 49,0.73
1.0,0.0,G,42.0,26.0,2.0,First call,1.0,65 and over,White,Male,Schmidt,Janklow,Thune,Approve,Approve,Neither,Yes,Yes,Yes,,Clinton,Republican,No,15 to 30K,Moderate,65 and over,Disapprove,State,Complete,Northeast,60 and over,60 and over,Republican,65 and over,1.046
1.0,0.0,G,42.0,26.0,3.0,First call,1.0,30-39,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Independent,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,Northeast,30 to 44,30 to 39,Independent/Other,30 to 39,1.054
1.0,0.0,G,42.0,26.0,4.0,First call,1.0,50-59,White,Female,Schmidt,Janklow,Thune,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,No,50 to 75K,Moderate,18 to 64,Disapprove,State,Complete,Northeast,45 to 59,50 to 59,Democrat,50 to 64,0.932
1.0,0.0,G,42.0,26.0,5.0,First call,1.0,65 and over,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,No,Under 15K,Conservative,65 and over,Disapprove,State,Complete,Northeast,60 and over,60 and over,Republican,65 and over,1.046
1.0,0.0,G,42.0,26.0,6.0,First call,1.0,50-59,White,Male,Daschle,Hunhoff,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,No,No,Same,Dole,Republican,No,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Northeast,45 to 59,50 to 59,Republican,50 to 64,0.819
1.0,0.0,G,42.0,26.0,7.0,First call,1.0,60-64,Black,Male,Daschle,Hunhoff,Thune,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Independent,No,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Northeast,60 and over,60 and over,Independent/Other,50 to 64,0.811
1.0,0.0,G,42.0,26.0,8.0,First call,1.0,30-39,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Worse,Dole,Republican,No,15 to 30K,Conservative,18 to 64,Disapprove,State,Complete,Northeast,30 to 44,30 to 39,Republican,30 to 39,1.054
1.0,0.0,G,42.0,26.0,9.0,First call,1.0,60-64,White,Male,Schmidt,Hunhoff,Moser,Approve,Disapprove,Support Clinton,No,No,No,Worse,Clinton,Independent,No,,Moderate,18 to 64,Disapprove,State,Complete,Northeast,60 and over,60 and over,Independent/Other,50 to 64,0.62
1.0,0.0,G,42.0,26.0,10.0,First call,1.0,50-59,White,Male,Daschle,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,No,50 to 75K,Conservative,18 to 64,Disapprove,State,Complete,Northeast,45 to 59,50 to 59,Republican,50 to 64,1.186
1.0,0.0,G,42.0,26.0,11.0,First call,1.0,60-64,White,Female,Daschle,Hunhoff,Moser,Approve,Approve,Neither,No,No,No,Same,Clinton,Republican,No,,Moderate,18 to 64,Approve,State,Complete,Northeast,60 and over,60 and over,Republican,50 to 64,0.615
