V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48
1.0,0.0,G,33.0,16.0,40.0,Third call,1.0,40-44,White,Male,D'Amato,Pataki,No,Approve,Disapprove,Both,White,For my candidate,Neither,Yes,Neither,No,Yes,Yes,Better,Clinton,Independent,Some college,Protestant,75 to 100K,,18 to 64,No,State,Complete,Northern NYC subs,30 to 44,40 to 49,Independent/Other,40 to 49,0.291,Education,Better,Unfavorable,Yes,Disapprove,No
1.0,0.0,G,33.0,16.0,41.0,Third call,1.0,45-49,White,Male,D'Amato,Pataki,No,Disapprove,Disapprove,Both,White,Against my candidate,Neither,Yes,Neither,,,,Same,Perot,Republican,Postgrad,Catholic,75 to 100K,Moderate,18 to 64,Yes,State,Complete,Northern NYC subs,45 to 59,40 to 49,Republican,40 to 49,0.291,Economy/jobs,Better,Unfavorable,No,Approve,No
1.0,0.0,G,33.0,16.0,42.0,Third call,1.0,40-44,White,Male,D'Amato,Pataki,No,Disapprove,Approve,D'Amato,White,For my candidate,Oppose Clinton,Yes,D'Amato,Yes,Yes,Yes,Worse,Dole,Republican,College grad,Catholic,50 to 75K,Conservative,18 to 64,No,State,Complete,Northern NYC subs,30 to 44,40 to 49,Republican,40 to 49,0.291,,Worse,Unfavorable,Yes,Approve,No
1.0,0.0,G,33.0,16.0,43.0,Third call,1.0,40-44,White,Female,D'Amato,Pataki,No,Disapprove,Disapprove,D'Amato,White,For my candidate,Neither,Yes,D'Amato,No,Yes,Yes,Same,Dole,Republican,College grad,Catholic,75 to 100K,Moderate,18 to 64,No,State,Complete,Northern NYC subs,30 to 44,40 to 49,Republican,40 to 49,0.284,Economy/jobs,Better,Unfavorable,Yes,Disapprove,No
1.0,0.0,G,33.0,16.0,44.0,Third call,1.0,18-24,White,Male,D'Amato,Pataki,No,Approve,Approve,D'Amato,White,For my candidate,Support Clinton,No,D'Amato,No,No,No,Better,Did not vote,Republican,Some college,Catholic,100K or more,Liberal,18 to 64,No,State,Complete,Northern NYC subs,18 to 29,18 to 24,Republican,18 to 24,0.432,Education,Better,Favorable,No,Approve,No
1.0,0.0,G,33.0,16.0,45.0,Third call,1.0,40-44,White,Male,Schumer,Pataki,No,Disapprove,Approve,Both,White,Against my candidate,Oppose Clinton,Yes,Schumer,No,No,Yes,Better,Dole,Republican,Postgrad,Catholic,100K or more,Conservative,18 to 64,Yes,State,Complete,Northern NYC subs,30 to 44,40 to 49,Republican,40 to 49,0.344,Economy/jobs,Better,Unfavorable,Yes,Approve,No
1.0,0.0,G,33.0,16.0,46.0,Third call,1.0,50-59,Black,Male,Schumer,Golisano,No,Approve,Disapprove,Schumer,Black,Against my candidate,Support Clinton,No,Schumer,No,No,Yes,Better,Dole,Independent,Some college,Other Christian,50 to 75K,Moderate,18 to 64,Yes,State,Complete,Northern NYC subs,45 to 59,50 to 59,Independent/Other,50 to 64,0.20600000000000002,Economy/jobs,About the same,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,16.0,47.0,Third call,1.0,30-39,White,Female,D'Amato,Pataki,No,Disapprove,Approve,D'Amato,White,For my candidate,Neither,Yes,,Yes,Yes,Yes,Better,Dole,Republican,College grad,,30 to 50K,Conservative,18 to 64,No,State,Complete,Northern NYC subs,30 to 44,30 to 39,Republican,30 to 39,0.284,Abortion,About the same,Unfavorable,No,Approve,No
1.0,0.0,G,33.0,16.0,48.0,Third call,1.0,25-29,White,Male,D'Amato,Pataki,No,Disapprove,Approve,D'Amato,White,For my candidate,Oppose Clinton,Yes,,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,Protestant,30 to 50K,Conservative,18 to 64,No,State,Complete,Northern NYC subs,18 to 29,25 to 29,Republican,25 to 29,0.432,Abortion,Better,Unfavorable,No,,No
1.0,0.0,G,33.0,16.0,49.0,Third call,1.0,18-24,White,Male,D'Amato,Pataki,No,Disapprove,Approve,D'Amato,White,For my candidate,Neither,No,Neither,Yes,Yes,Yes,Same,Dole,Something else,Some college,Catholic,50 to 75K,Conservative,18 to 64,No,State,Complete,Northern NYC subs,18 to 29,18 to 24,Independent/Other,18 to 24,0.432,Gun Control,About the same,Unfavorable,Yes,Approve,Yes
1.0,0.0,G,33.0,16.0,50.0,Third call,1.0,40-44,White,Female,D'Amato,Pataki,No,Disapprove,Approve,D'Amato,White,For my candidate,Oppose Clinton,Yes,D'Amato,Yes,Yes,No,Better,Dole,Republican,Postgrad,Catholic,,Conservative,18 to 64,No,State,Complete,Northern NYC subs,30 to 44,40 to 49,Republican,40 to 49,0.284,Education,Worse,Unfavorable,Yes,Approve,No
1.0,0.0,G,33.0,16.0,51.0,Third call,1.0,50-59,White,Female,D'Amato,Pataki,No,Disapprove,Approve,Both,White,For my candidate,Oppose Clinton,Yes,Both,,Yes,Yes,Better,Clinton,Independent,Postgrad,Protestant,100K or more,Moderate,18 to 64,No,State,Complete,Northern NYC subs,45 to 59,50 to 59,Independent/Other,50 to 64,0.284,Education,Better,Unfavorable,No,Approve,No
1.0,0.0,G,33.0,16.0,52.0,Third call,1.0,45-49,White,Male,D'Amato,Pataki,No,Disapprove,Disapprove,Neither,White,Against my candidate,Neither,Yes,Neither,No,Yes,No,Same,Dole,Republican,Some college,Catholic,75 to 100K,Moderate,18 to 64,No,State,Complete,Northern NYC subs,45 to 59,40 to 49,Republican,40 to 49,0.291,SS/Medicare,Better,Unfavorable,Yes,Approve,No
1.0,0.0,G,33.0,16.0,53.0,Third call,1.0,30-39,White,Male,D'Amato,Pataki,No,Disapprove,Approve,D'Amato,White,Against my candidate,Oppose Clinton,Yes,Neither,Yes,Yes,No,Better,Dole,Republican,College grad,Catholic,30 to 50K,Conservative,18 to 64,Yes,State,Complete,Northern NYC subs,30 to 44,30 to 39,Republican,30 to 39,0.291,Clin/Lwsky,Worse,Unfavorable,No,Approve,No
1.0,0.0,G,33.0,16.0,54.0,Third call,1.0,65 and over,White,Male,Schumer,Pataki,No,Approve,Disapprove,Schumer,White,Against my candidate,Support Clinton,No,Schumer,No,No,No,Same,Did not vote,Independent,Some college,Catholic,15 to 30K,Moderate,65 and over,Yes,State,Complete,Northern NYC subs,60 and over,60 and over,Independent/Other,65 and over,0.359,SS/Medicare,About the same,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,16.0,55.0,Third call,1.0,30-39,White,Male,D'Amato,Pataki,No,Approve,Approve,D'Amato,White,For my candidate,Neither,Yes,D'Amato,No,No,Yes,Same,Perot,Independent,HS grad,Catholic,15 to 30K,Conservative,18 to 64,No,State,Complete,Northern NYC subs,30 to 44,30 to 39,Independent/Other,30 to 39,0.291,Economy/jobs,About the same,Favorable,Yes,Approve,No
1.0,0.0,G,33.0,27.0,1.0,First call,1.0,65 and over,White,Female,D'Amato,Pataki,No,Approve,Disapprove,,White,,Support Clinton,,,No,No,Yes,Same,Clinton,Democrat,Some college,Protestant,75 to 100K,Moderate,65 and over,,National,Complete,Upstate urban,60 and over,60 and over,Democrat,65 and over,1.7429999999999999,,,Favorable,No,Disapprove,
1.0,0.0,G,33.0,27.0,2.0,First call,1.0,65 and over,White,Male,Schumer,Pataki,No,Approve,Disapprove,,White,,Neither,,,No,No,Yes,Better,Clinton,Independent,Some college,Protestant,50 to 75K,Conservative,65 and over,,National,Complete,Upstate urban,60 and over,60 and over,Independent/Other,65 and over,1.603,,,Unfavorable,No,Disapprove,
1.0,0.0,G,33.0,27.0,3.0,First call,1.0,65 and over,White,Male,D'Amato,Pataki,No,Approve,Approve,,White,,Neither,,,No,Yes,No,Same,Other,Independent,No HS,Catholic,50 to 75K,Moderate,65 and over,,National,Complete,Upstate urban,60 and over,60 and over,Independent/Other,65 and over,1.69,,,Unfavorable,Yes,Disapprove,
1.0,0.0,G,33.0,27.0,4.0,First call,1.0,65 and over,White,Male,Schumer,Vallone,No,Approve,Approve,,White,,Neither,,,No,No,No,Same,Clinton,Republican,College grad,Catholic,30 to 50K,Moderate,65 and over,,National,Complete,Upstate urban,60 and over,60 and over,Republican,65 and over,1.788,,,Favorable,No,Disapprove,
1.0,0.0,G,33.0,27.0,5.0,First call,1.0,40-44,White,Female,D'Amato,Pataki,No,Disapprove,Approve,,White,,Oppose Clinton,,,Yes,No,No,Better,Dole,Something else,College grad,Protestant,50 to 75K,Conservative,18 to 64,,National,Complete,Upstate urban,30 to 44,40 to 49,Independent/Other,40 to 49,1.502,,,Unfavorable,Yes,Approve,
1.0,0.0,G,33.0,27.0,6.0,First call,1.0,40-44,White,Male,Schumer,Golisano,No,Disapprove,Approve,,White,,Neither,,,No,Yes,Yes,Better,Dole,Independent,Postgrad,Catholic,100K or more,Moderate,18 to 64,,National,Complete,Upstate urban,30 to 44,40 to 49,Independent/Other,40 to 49,1.219,,,Unfavorable,No,Disapprove,
1.0,0.0,G,33.0,27.0,7.0,First call,1.0,65 and over,White,Female,Schumer,Pataki,No,Approve,Disapprove,,White,,Support Clinton,,,No,No,Yes,Same,Clinton,Democrat,Postgrad,Catholic,50 to 75K,Moderate,65 and over,,National,Complete,Upstate urban,60 and over,60 and over,Democrat,65 and over,1.6560000000000001,,,Favorable,No,Disapprove,
1.0,0.0,G,33.0,27.0,8.0,First call,1.0,65 and over,White,Male,Schumer,,,Approve,Disapprove,,White,,Support Clinton,,,No,No,No,Better,Clinton,Democrat,HS grad,Catholic,Under 15K,,65 and over,,National,Complete,Upstate urban,60 and over,60 and over,Democrat,65 and over,1.6560000000000001,,,Favorable,,Approve,
1.0,0.0,G,33.0,27.0,9.0,First call,1.0,25-29,White,Female,D'Amato,Pataki,No,Disapprove,Disapprove,,White,,Neither,,,Yes,Yes,Yes,Better,Perot,Republican,College grad,Protestant,15 to 30K,Conservative,18 to 64,,National,Complete,Upstate urban,18 to 29,25 to 29,Republican,25 to 29,1.509,,,Unfavorable,Yes,Approve,
1.0,0.0,G,33.0,27.0,10.0,First call,1.0,45-49,White,Male,D'Amato,Pataki,No,Disapprove,,,White,,,,,,,,Better,,Independent,,,75 to 100K,Conservative,18 to 64,,National,Complete,Upstate urban,45 to 59,40 to 49,Independent/Other,40 to 49,1.457,,,,,,No
1.0,0.0,G,33.0,27.0,11.0,First call,1.0,45-49,White,Male,D'Amato,Pataki,No,Disapprove,,,White,,,,,,,,Same,,Independent,,,30 to 50K,Conservative,18 to 64,,National,Complete,Upstate urban,45 to 59,40 to 49,Independent/Other,40 to 49,1.457,,,,,,No
1.0,0.0,G,33.0,27.0,12.0,First call,1.0,65 and over,Black,Female,D'Amato,Pataki,No,Disapprove,,,Black,,,,,,,,Same,,Independent,,,75 to 100K,Moderate,65 and over,,National,Complete,Upstate urban,60 and over,60 and over,Independent/Other,65 and over,1.215,,,,,,No
1.0,0.0,G,33.0,27.0,13.0,First call,1.0,65 and over,White,Male,Schumer,Pataki,No,Approve,,,White,,,,,,,,Same,,Republican,,,,Moderate,65 and over,,National,Complete,Upstate urban,60 and over,60 and over,Republican,65 and over,1.603,,,,,,No
1.0,0.0,G,33.0,27.0,14.0,First call,1.0,50-59,White,Male,Schumer,Pataki,No,Approve,,,White,,,,,,,,Better,,Democrat,,,50 to 75K,Moderate,18 to 64,,National,Complete,Upstate urban,45 to 59,50 to 59,Democrat,50 to 64,1.382,,,,,,No
1.0,0.0,G,33.0,27.0,15.0,First call,1.0,50-59,White,Female,Schumer,Pataki,No,Approve,,,White,,,,,,,,Better,,Democrat,,,75 to 100K,Moderate,18 to 64,,National,Complete,Upstate urban,45 to 59,50 to 59,Democrat,50 to 64,1.4260000000000002,,,,,,No
1.0,0.0,G,33.0,27.0,16.0,First call,1.0,50-59,White,Male,D'Amato,Pataki,No,Disapprove,,,White,,,,,,,,Same,,Independent,,,50 to 75K,Conservative,18 to 64,,National,Complete,Upstate urban,45 to 59,50 to 59,Independent/Other,50 to 64,1.457,,,,,,No
1.0,0.0,G,33.0,27.0,17.0,First call,1.0,65 and over,White,Male,D'Amato,Pataki,No,Disapprove,,,White,,,,,,,,Same,,Republican,,,30 to 50K,Conservative,65 and over,,National,Complete,Upstate urban,60 and over,60 and over,Republican,65 and over,1.69,,,,,,No
1.0,0.0,G,33.0,27.0,18.0,First call,1.0,60-64,White,Female,Schumer,Pataki,No,Approve,,,White,,,,,,,,Same,,Democrat,,,50 to 75K,Moderate,18 to 64,,National,Complete,Upstate urban,60 and over,60 and over,Democrat,50 to 64,1.6560000000000001,,,,,,No
1.0,0.0,G,33.0,27.0,19.0,Second call,1.0,60-64,White,Female,Schumer,Vallone,No,Approve,Disapprove,,White,,Neither,,,No,No,No,Better,Clinton,Democrat,HS grad,Catholic,,Moderate,18 to 64,,National,Complete,Upstate urban,60 and over,60 and over,Democrat,50 to 64,1.845,,,Favorable,No,Disapprove,
1.0,0.0,G,33.0,27.0,20.0,Second call,1.0,50-59,White,Male,D'Amato,Pataki,No,Disapprove,Approve,,White,,Oppose Clinton,,,Yes,Yes,No,Same,Dole,Republican,College grad,Protestant,,Conservative,18 to 64,,National,Complete,Upstate urban,45 to 59,50 to 59,Republican,50 to 64,1.457,,,Unfavorable,No,Approve,
1.0,0.0,G,33.0,27.0,21.0,Second call,1.0,50-59,White,Female,,Pataki,No,Disapprove,Approve,,White,,,,,No,Yes,Yes,Better,Dole,Republican,Some college,Protestant,30 to 50K,Conservative,18 to 64,,National,Complete,Upstate urban,45 to 59,50 to 59,Republican,50 to 64,1.464,,,Unfavorable,Yes,Approve,
1.0,0.0,G,33.0,27.0,22.0,Second call,1.0,40-44,White,Female,D'Amato,Vallone,No,Disapprove,Approve,,White,,Neither,,,No,Yes,Yes,Same,Dole,Republican,Some college,Catholic,30 to 50K,,18 to 64,,National,Complete,Upstate urban,30 to 44,40 to 49,Republican,40 to 49,1.676,,,Unfavorable,No,Approve,
1.0,0.0,G,33.0,27.0,23.0,Second call,1.0,65 and over,White,Male,D'Amato,Pataki,No,Approve,Disapprove,,White,,Support Clinton,,,No,No,No,Worse,Clinton,Something else,HS grad,Catholic,Under 15K,Moderate,65 and over,,National,Complete,Upstate urban,60 and over,60 and over,Independent/Other,65 and over,1.69,,,Favorable,Yes,Disapprove,
1.0,0.0,G,33.0,27.0,24.0,Second call,1.0,50-59,White,Male,D'Amato,Pataki,No,Disapprove,Approve,,White,,Neither,,,Yes,Yes,Yes,Worse,Dole,Independent,Some college,Catholic,30 to 50K,Conservative,18 to 64,,National,Complete,Upstate urban,45 to 59,50 to 59,Independent/Other,50 to 64,1.457,,,Unfavorable,No,Approve,
1.0,0.0,G,33.0,27.0,25.0,Second call,1.0,40-44,White,Male,Schumer,Pataki,No,Approve,Approve,,White,,Support Clinton,,,No,No,No,Better,Clinton,Democrat,College grad,Catholic,50 to 75K,Liberal,18 to 64,,National,Complete,Upstate urban,30 to 44,40 to 49,Democrat,40 to 49,1.382,,,Unfavorable,Yes,Disapprove,
1.0,0.0,G,33.0,27.0,26.0,Second call,1.0,30-39,White,Female,D'Amato,Pataki,No,Disapprove,,,White,,,,,,,,Better,,Republican,,,50 to 75K,Conservative,18 to 64,,National,Complete,Upstate urban,30 to 44,30 to 39,Republican,30 to 39,1.502,,,,,,No
1.0,0.0,G,33.0,27.0,27.0,Second call,1.0,50-59,Other,Male,D'Amato,Pataki,No,Approve,,,Other,,,,,,,,Same,,Republican,,,50 to 75K,Moderate,18 to 64,,National,Complete,Upstate urban,45 to 59,50 to 59,Republican,50 to 64,1.457,,,,,,No
1.0,0.0,G,33.0,27.0,28.0,Second call,1.0,50-59,White,Female,,,No,,,,White,,,,,,,,Worse,,Democrat,,,Under 15K,,18 to 64,,National,Complete,Upstate urban,45 to 59,50 to 59,Democrat,50 to 64,1.509,,,,,,No
1.0,0.0,G,33.0,27.0,29.0,Second call,1.0,60-64,White,Female,Schumer,Vallone,No,Approve,,,White,,,,,,,,Same,,Democrat,,,15 to 30K,Moderate,18 to 64,,National,Complete,Upstate urban,60 and over,60 and over,Democrat,50 to 64,1.845,,,,,,No
1.0,0.0,G,33.0,27.0,30.0,Second call,1.0,30-39,White,Female,D'Amato,Pataki,No,Disapprove,,,White,,,,,,,,Same,,Democrat,,,100K or more,Moderate,18 to 64,,National,Complete,Upstate urban,30 to 44,30 to 39,Democrat,30 to 39,1.502,,,,,,No
1.0,0.0,G,33.0,27.0,31.0,Second call,1.0,65 and over,White,Male,D'Amato,Pataki,No,Disapprove,,,White,,,,,,,,Same,,Independent,,,,Conservative,65 and over,,National,Complete,Upstate urban,60 and over,60 and over,Independent/Other,65 and over,1.69,,,,,,No
1.0,0.0,G,33.0,27.0,32.0,Second call,1.0,50-59,White,Female,D'Amato,Pataki,No,Approve,,,White,,,,,,,,Better,,Republican,,,30 to 50K,Moderate,18 to 64,,National,Complete,Upstate urban,45 to 59,50 to 59,Republican,50 to 64,1.502,,,,,,No
1.0,0.0,G,33.0,27.0,33.0,Third call,1.0,45-49,White,Male,Schumer,Golisano,No,Approve,Disapprove,,White,,Neither,,,No,No,Yes,Same,Clinton,Democrat,Some college,Catholic,50 to 75K,Moderate,18 to 64,,National,Complete,Upstate urban,45 to 59,40 to 49,Democrat,40 to 49,1.219,,,Favorable,Yes,Disapprove,
1.0,0.0,G,33.0,27.0,34.0,Third call,1.0,45-49,White,Female,Schumer,Pataki,No,Approve,Disapprove,,White,,Neither,,,No,No,No,Worse,Clinton,Republican,HS grad,Catholic,75 to 100K,Conservative,18 to 64,,National,Complete,Upstate urban,45 to 59,40 to 49,Republican,40 to 49,1.4260000000000002,,,Favorable,No,Disapprove,
1.0,0.0,G,33.0,27.0,35.0,Third call,1.0,25-29,White,Female,D'Amato,Pataki,No,Approve,Disapprove,,White,,Neither,,,No,Yes,Yes,,Clinton,Independent,Postgrad,Catholic,50 to 75K,Moderate,18 to 64,,National,Complete,Upstate urban,18 to 29,25 to 29,Independent/Other,25 to 29,1.509,,,Unfavorable,Yes,Disapprove,
1.0,0.0,G,33.0,27.0,36.0,Third call,1.0,65 and over,White,Female,Schumer,Pataki,No,Approve,Approve,,White,,Neither,,,Yes,No,Yes,Same,Clinton,Republican,HS grad,Protestant,,Moderate,65 and over,,National,Complete,Upstate urban,60 and over,60 and over,Republican,65 and over,1.6560000000000001,,,Unfavorable,No,Disapprove,
1.0,0.0,G,33.0,27.0,37.0,Third call,1.0,50-59,Hispanic,Female,Schumer,Vallone,Yes,Approve,Disapprove,,Hispanic,,Neither,,,No,No,Yes,Better,Clinton,Democrat,Postgrad,Protestant,100K or more,Moderate,18 to 64,,National,Complete,Upstate urban,45 to 59,50 to 59,Democrat,50 to 64,1.106,,,Favorable,No,Disapprove,
1.0,0.0,G,33.0,27.0,38.0,Third call,1.0,45-49,White,Male,Schumer,Pataki,No,Disapprove,Disapprove,,White,,Oppose Clinton,,,Yes,Yes,Yes,Better,Clinton,Democrat,College grad,Catholic,50 to 75K,Liberal,18 to 64,,National,Complete,Upstate urban,45 to 59,40 to 49,Democrat,40 to 49,1.382,,,Unfavorable,Yes,Approve,
1.0,0.0,G,33.0,27.0,39.0,Third call,1.0,40-44,White,Female,Schumer,,No,Disapprove,Disapprove,,White,,Oppose Clinton,,,No,,Yes,Same,Dole,Democrat,Postgrad,Catholic,75 to 100K,Moderate,18 to 64,,National,Complete,Upstate urban,30 to 44,40 to 49,Democrat,40 to 49,1.472,,,Unfavorable,Yes,Approve,
1.0,0.0,G,33.0,27.0,40.0,Third call,1.0,45-49,White,Female,Schumer,Pataki,No,Approve,Disapprove,,White,,Neither,,,No,No,Yes,Same,Clinton,Independent,Some college,Catholic,50 to 75K,Conservative,18 to 64,,National,Complete,Upstate urban,45 to 59,40 to 49,Independent/Other,40 to 49,1.4260000000000002,,,Unfavorable,Yes,Disapprove,
1.0,0.0,G,33.0,27.0,41.0,Third call,1.0,45-49,White,Male,Schumer,Pataki,No,Approve,Disapprove,,White,,Neither,,,No,Yes,Yes,Better,Clinton,Republican,College grad,Protestant,50 to 75K,Conservative,18 to 64,,National,Complete,Upstate urban,45 to 59,40 to 49,Republican,40 to 49,1.382,,,Unfavorable,Yes,Disapprove,
1.0,0.0,G,33.0,27.0,42.0,Third call,1.0,50-59,White,Female,Schumer,Ross,No,Approve,Disapprove,,White,,Neither,,,No,No,No,Better,Clinton,Democrat,College grad,Catholic,50 to 75K,Liberal,18 to 64,,National,Complete,Upstate urban,45 to 59,50 to 59,Democrat,50 to 64,1.254,,,Unfavorable,Yes,Disapprove,
1.0,0.0,G,33.0,27.0,43.0,Third call,1.0,45-49,White,Male,Schumer,Vallone,No,Approve,Disapprove,,White,,Support Clinton,,,No,No,No,Better,Clinton,Independent,Some college,Protestant,50 to 75K,Liberal,18 to 64,,National,Complete,Upstate urban,45 to 59,40 to 49,Independent/Other,40 to 49,1.539,,,Favorable,Yes,Disapprove,
1.0,0.0,G,33.0,27.0,44.0,Third call,1.0,65 and over,White,Male,D'Amato,Pataki,No,Approve,Disapprove,,White,,Neither,,,No,No,Yes,Worse,Clinton,Democrat,HS grad,Catholic,15 to 30K,Moderate,65 and over,,National,Complete,Upstate urban,60 and over,60 and over,Democrat,65 and over,1.69,,,Unfavorable,No,Disapprove,
1.0,0.0,G,33.0,27.0,45.0,Third call,1.0,40-44,White,Male,D'Amato,Golisano,No,Disapprove,Approve,,White,,Neither,,,No,No,No,Worse,Perot,Democrat,College grad,Catholic,50 to 75K,Liberal,18 to 64,,National,Complete,Upstate urban,30 to 44,40 to 49,Democrat,40 to 49,1.284,,,Favorable,Yes,Disapprove,
1.0,0.0,G,33.0,27.0,46.0,Third call,1.0,30-39,White,Female,D'Amato,Pataki,No,Disapprove,,,White,,,,,,,,Same,,Republican,,,50 to 75K,Conservative,18 to 64,,National,Complete,Upstate urban,30 to 44,30 to 39,Republican,30 to 39,1.502,,,,,,No
1.0,0.0,G,33.0,27.0,47.0,Third call,1.0,30-39,White,Female,D'Amato,Other,No,Approve,,,White,,,,,,,,Same,,Independent,,,50 to 75K,Moderate,18 to 64,,National,Complete,Upstate urban,30 to 44,30 to 39,Independent/Other,30 to 39,2.195,,,,,,No
1.0,0.0,G,33.0,27.0,48.0,Third call,1.0,30-39,White,Female,D'Amato,Pataki,No,Disapprove,,,White,,,,,,,,Better,,Republican,,,30 to 50K,Conservative,18 to 64,,National,Complete,Upstate urban,30 to 44,30 to 39,Republican,30 to 39,1.502,,,,,,No
1.0,0.0,G,33.0,27.0,49.0,Third call,1.0,45-49,White,Male,Schumer,Golisano,No,Approve,,,White,,,,,,,,Same,,Democrat,,,100K or more,Moderate,18 to 64,,National,Complete,Upstate urban,45 to 59,40 to 49,Democrat,40 to 49,1.219,,,,,,No
1.0,0.0,G,33.0,27.0,50.0,Third call,1.0,30-39,White,Female,D'Amato,Pataki,No,Approve,,,White,,,,,,,,Same,,Republican,,,75 to 100K,Liberal,18 to 64,,National,Complete,Upstate urban,30 to 44,30 to 39,Republican,30 to 39,1.502,,,,,,No
1.0,0.0,G,33.0,27.0,51.0,Third call,1.0,40-44,White,Male,D'Amato,Pataki,No,Disapprove,,,White,,,,,,,,Same,,Republican,,,50 to 75K,Conservative,18 to 64,,National,Complete,Upstate urban,30 to 44,40 to 49,Republican,40 to 49,1.457,,,,,,No
1.0,0.0,G,33.0,27.0,52.0,Third call,1.0,30-39,White,Male,Schumer,Golisano,No,Disapprove,,,White,,,,,,,,Same,,Democrat,,,100K or more,Moderate,18 to 64,,National,Complete,Upstate urban,30 to 44,30 to 39,Democrat,30 to 39,1.219,,,,,,No
1.0,0.0,G,33.0,27.0,53.0,Third call,1.0,40-44,White,Female,D'Amato,Pataki,No,Approve,,,White,,,,,,,,Same,,Democrat,,,50 to 75K,Moderate,18 to 64,,National,Complete,Upstate urban,30 to 44,40 to 49,Democrat,40 to 49,1.502,,,,,,No
1.0,0.0,G,33.0,27.0,54.0,Third call,1.0,40-44,White,Male,Schumer,Vallone,No,Approve,,,White,,,,,,,,Better,,Republican,,,30 to 50K,Conservative,18 to 64,,National,Complete,Upstate urban,30 to 44,40 to 49,Republican,40 to 49,1.539,,,,,,No
1.0,0.0,G,33.0,27.0,55.0,Third call,1.0,30-39,White,Male,Schumer,Pataki,No,Disapprove,,,White,,,,,,,,Better,,Republican,,,75 to 100K,Conservative,18 to 64,,National,Complete,Upstate urban,30 to 44,30 to 39,Republican,30 to 39,1.382,,,,,,No
1.0,0.0,G,33.0,27.0,56.0,Third call,1.0,45-49,White,Female,Schumer,Vallone,No,Approve,,,White,,,,,,,,Same,,Independent,,,50 to 75K,Moderate,18 to 64,,National,Complete,Upstate urban,45 to 59,40 to 49,Independent/Other,40 to 49,1.5899999999999999,,,,,,No
1.0,0.0,G,33.0,27.0,57.0,Third call,1.0,30-39,White,Male,D'Amato,Pataki,No,Disapprove,,,White,,,,,,,,Worse,,Something else,,,30 to 50K,Conservative,18 to 64,,National,Complete,Upstate urban,30 to 44,30 to 39,Independent/Other,30 to 39,1.457,,,,,,No
1.0,0.0,G,33.0,27.0,58.0,Third call,1.0,18-24,White,Female,Schumer,Pataki,No,Approve,,,White,,,,,,,,Better,,Democrat,,,75 to 100K,Moderate,18 to 64,,National,Complete,Upstate urban,18 to 29,18 to 24,Democrat,18 to 24,1.433,,,,,,No
1.0,0.0,G,33.0,30.0,1.0,First call,1.0,40-44,White,Female,Schumer,Pataki,No,Approve,Disapprove,Both,White,Against my candidate,Neither,No,Neither,No,No,Yes,Worse,Clinton,Something else,Some college,Catholic,30 to 50K,Liberal,18 to 64,Yes,State,Complete,Rural upstate,30 to 44,40 to 49,Independent/Other,40 to 49,1.316,Education,About the same,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,30.0,2.0,First call,1.0,40-44,White,Male,Schumer,,No,Disapprove,Approve,Schumer,White,Against my candidate,Neither,Yes,Neither,Yes,Yes,Yes,Worse,Perot,Independent,Some college,Other Christian,30 to 50K,Liberal,18 to 64,Yes,State,Complete,Rural upstate,30 to 44,40 to 49,Independent/Other,40 to 49,1.441,Taxes,Worse,Unfavorable,Yes,Disapprove,No
1.0,0.0,G,33.0,30.0,3.0,First call,1.0,50-59,White,Female,Schumer,Pataki,No,Approve,Disapprove,Schumer,White,For my candidate,Neither,No,Schumer,No,No,Yes,Same,Clinton,Independent,Postgrad,Protestant,100K or more,Conservative,18 to 64,Yes,State,Complete,Rural upstate,45 to 59,50 to 59,Independent/Other,50 to 64,1.316,Education,About the same,Unfavorable,Yes,Disapprove,No
1.0,0.0,G,33.0,30.0,4.0,First call,1.0,30-39,White,Female,Schumer,Pataki,No,Disapprove,Approve,Neither,White,Against my candidate,Neither,No,Neither,No,Yes,Yes,Better,Dole,Republican,Some college,Catholic,50 to 75K,Liberal,18 to 64,Yes,State,Complete,Rural upstate,30 to 44,30 to 39,Republican,30 to 39,1.316,Education,Better,Unfavorable,No,Approve,No
1.0,0.0,G,33.0,30.0,5.0,First call,1.0,50-59,White,Female,Schumer,Pataki,No,Approve,Approve,Schumer,White,Against my candidate,Neither,No,Neither,No,No,No,Same,Clinton,Democrat,Postgrad,None,50 to 75K,Liberal,18 to 64,Yes,State,Complete,Rural upstate,45 to 59,50 to 59,Democrat,50 to 64,1.316,Education,About the same,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,30.0,6.0,First call,1.0,65 and over,White,Female,D'Amato,Pataki,No,Disapprove,Disapprove,,White,Against my candidate,Oppose Clinton,No,Neither,No,Yes,Yes,Same,,Independent,Postgrad,Catholic,50 to 75K,Moderate,65 and over,Yes,State,Complete,Rural upstate,60 and over,60 and over,Independent/Other,65 and over,1.537,Clin/Lwsky,About the same,Unfavorable,No,Approve,No
