State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Governor Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Kerrey good Pres?,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,Party ID,Income,Init 413- Spending Cap,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places)
28.0,3.0,2.0,First call,40-44,White,Female,Johans,Approve,Disapprove,Support Clinton,No,,No,No,No,Better,Republican,15 to 30K,Against,Moderate,18 to 64,National,CD 3,30 to 44,40 to 49,Republican,40 to 49,0.893
28.0,3.0,3.0,First call,45-49,White,Female,Hoppner,Approve,Approve,Neither,No,,No,No,No,Same,Democrat,75 to 100K,Against,Liberal,18 to 64,National,CD 3,45 to 59,40 to 49,Democrat,40 to 49,0.808
28.0,3.0,4.0,First call,45-49,White,Female,,Approve,Disapprove,Support Clinton,No,,No,No,No,Same,Republican,30 to 50K,Against,,18 to 64,National,CD 3,45 to 59,40 to 49,Republican,40 to 49,0.8540000000000001
28.0,3.0,5.0,First call,40-44,White,Male,Johans,Disapprove,Disapprove,Oppose Clinton,No,,Yes,Yes,Yes,Worse,Independent,15 to 30K,Against,Liberal,18 to 64,National,CD 3,30 to 44,40 to 49,Independent/Other,40 to 49,0.894
28.0,3.0,6.0,First call,40-44,White,Female,Johans,Approve,Approve,Neither,No,,No,No,No,Better,Republican,Under 15K,Against,Conservative,18 to 64,National,CD 3,30 to 44,40 to 49,Republican,40 to 49,0.893
28.0,3.0,7.0,First call,50-59,White,Female,Hoppner,Approve,,Neither,,,No,No,No,Better,Independent,,Against,Liberal,18 to 64,National,CD 3,45 to 59,50 to 59,Independent/Other,50 to 64,0.808
28.0,3.0,8.0,First call,30-39,White,Male,Johans,Disapprove,Approve,Neither,No,,No,Yes,Yes,Same,Republican,30 to 50K,Against,Conservative,18 to 64,National,CD 3,30 to 44,30 to 39,Republican,30 to 39,0.894
28.0,3.0,9.0,First call,65 and over,White,Female,Johans,Disapprove,Disapprove,Neither,No,,No,No,Yes,Worse,Republican,30 to 50K,Against,Moderate,65 and over,National,CD 3,60 and over,60 and over,Republican,65 and over,1.018
28.0,3.0,10.0,First call,18-24,White,Male,Hoppner,Disapprove,Disapprove,Neither,No,,Yes,Yes,No,Same,Independent,50 to 75K,Against,Moderate,18 to 64,National,CD 3,18 to 29,18 to 24,Independent/Other,18 to 24,0.7469999999999999
28.0,3.0,11.0,First call,30-39,White,Female,Johans,Disapprove,,,,,,,,Same,Republican,50 to 75K,Against,Conservative,18 to 64,National,CD 3,30 to 44,30 to 39,Republican,30 to 39,0.893
28.0,3.0,12.0,First call,50-59,White,Male,Johans,Disapprove,,,,,,,,Same,Republican,100K or more,For,Conservative,18 to 64,National,CD 3,45 to 59,50 to 59,Republican,50 to 64,1.185
28.0,3.0,13.0,First call,50-59,White,Male,Johans,Disapprove,,,,,,,,Better,Republican,,For,Conservative,18 to 64,National,CD 3,45 to 59,50 to 59,Republican,50 to 64,1.185
28.0,3.0,14.0,First call,65 and over,White,Male,Johans,Disapprove,,,,,,,,Same,Republican,30 to 50K,Against,Moderate,65 and over,National,CD 3,60 and over,60 and over,Republican,65 and over,1.02
28.0,3.0,15.0,First call,45-49,White,Female,Hoppner,Approve,,,,,,,,Better,Democrat,75 to 100K,Against,Liberal,18 to 64,National,CD 3,45 to 59,40 to 49,Democrat,40 to 49,0.808
28.0,3.0,16.0,First call,65 and over,White,Female,Johans,Disapprove,,,,,,,,Worse,Independent,30 to 50K,Against,Moderate,65 and over,National,CD 3,60 and over,60 and over,Independent/Other,65 and over,1.018
28.0,3.0,17.0,First call,40-44,White,Female,Hoppner,Disapprove,,,,,,,,Same,Independent,50 to 75K,For,Moderate,18 to 64,National,CD 3,30 to 44,40 to 49,Independent/Other,40 to 49,1.072
28.0,3.0,18.0,First call,,White,Male,Hoppner,Disapprove,,,,,,,,Same,Independent,100K or more,Against,Conservative,,National,CD 3,,,Independent/Other,,0.8089999999999999
28.0,3.0,19.0,First call,65 and over,White,Female,Hoppner,Approve,,,,,,,,Same,Democrat,30 to 50K,Against,Moderate,65 and over,National,CD 3,60 and over,60 and over,Democrat,65 and over,0.923
28.0,3.0,20.0,First call,,White,Male,Johans,Disapprove,,,,,,,,Same,Independent,30 to 50K,Against,Moderate,,National,CD 3,,,Independent/Other,,0.894
28.0,3.0,21.0,Second call,40-44,White,Male,Johans,Disapprove,Disapprove,Oppose Clinton,No,,Yes,Yes,Yes,Worse,Republican,30 to 50K,Against,Moderate,18 to 64,National,CD 3,30 to 44,40 to 49,Republican,40 to 49,0.894
28.0,3.0,22.0,Second call,25-29,White,Female,Hoppner,Approve,Approve,Neither,No,,No,No,No,Better,Democrat,15 to 30K,For,Liberal,18 to 64,National,CD 3,18 to 29,25 to 29,Democrat,25 to 29,0.989
28.0,3.0,23.0,Second call,45-49,White,Female,Hoppner,Approve,Disapprove,Neither,No,,No,No,Yes,Better,Democrat,100K or more,Against,Conservative,18 to 64,National,CD 3,45 to 59,40 to 49,Democrat,40 to 49,0.808
28.0,3.0,24.0,Second call,25-29,White,Male,Johans,Disapprove,Approve,Neither,Yes,,Yes,Yes,Yes,Worse,Democrat,15 to 30K,For,Conservative,18 to 64,National,CD 3,18 to 29,25 to 29,Democrat,25 to 29,1.095
28.0,3.0,25.0,Second call,50-59,White,Male,Hoppner,Approve,Disapprove,Support Clinton,No,,No,No,No,Same,Democrat,75 to 100K,,Moderate,18 to 64,National,CD 3,45 to 59,50 to 59,Democrat,50 to 64,0.894
28.0,3.0,26.0,Second call,45-49,White,Female,Hoppner,Approve,,Neither,No,,No,Yes,No,Better,Democrat,50 to 75K,Against,Moderate,18 to 64,National,CD 3,45 to 59,40 to 49,Democrat,40 to 49,0.808
28.0,3.0,27.0,Second call,50-59,White,Female,Johans,Disapprove,,,,,,,,Same,Republican,50 to 75K,Against,Moderate,18 to 64,National,CD 3,45 to 59,50 to 59,Republican,50 to 64,0.893
28.0,3.0,28.0,Second call,25-29,White,Male,Hoppner,Disapprove,,,,,,,,Better,Republican,50 to 75K,Against,Moderate,18 to 64,National,CD 3,18 to 29,25 to 29,Republican,25 to 29,0.7469999999999999
28.0,3.0,29.0,Second call,65 and over,White,Male,Johans,Disapprove,,,,,,,,Better,Republican,50 to 75K,Against,Moderate,65 and over,National,CD 3,60 and over,60 and over,Republican,65 and over,1.02
28.0,3.0,30.0,Second call,18-24,White,Male,Johans,Disapprove,,,,,,,,Better,Republican,50 to 75K,For,Moderate,18 to 64,National,CD 3,18 to 29,18 to 24,Republican,18 to 24,1.095
28.0,3.0,31.0,Second call,65 and over,White,Male,Hoppner,Approve,,,,,,,,,,,Against,,65 and over,National,CD 3,60 and over,60 and over,,65 and over,0.926
28.0,3.0,32.0,Third call,50-59,White,Male,Johans,Approve,Disapprove,Neither,No,,Yes,Yes,No,Worse,Republican,75 to 100K,Against,Moderate,18 to 64,National,CD 3,45 to 59,50 to 59,Republican,50 to 64,0.894
28.0,3.0,33.0,Third call,45-49,White,Female,Johans,Disapprove,Approve,Oppose Clinton,Yes,,Yes,Yes,Yes,Same,Republican,30 to 50K,Against,Conservative,18 to 64,National,CD 3,45 to 59,40 to 49,Republican,40 to 49,0.893
28.0,3.0,34.0,Third call,30-39,White,Male,Johans,Approve,Approve,Neither,,,Yes,Yes,Yes,Same,Republican,,Against,Moderate,18 to 64,National,CD 3,30 to 44,30 to 39,Republican,30 to 39,0.894
28.0,3.0,35.0,Third call,40-44,White,Female,Johans,Disapprove,Approve,Oppose Clinton,Yes,,Yes,Yes,Yes,Better,Republican,50 to 75K,Against,Conservative,18 to 64,National,CD 3,30 to 44,40 to 49,Republican,40 to 49,0.893
28.0,3.0,36.0,Third call,50-59,White,Female,Johans,Approve,Disapprove,Neither,No,,No,No,Yes,Same,Independent,50 to 75K,Against,Moderate,18 to 64,National,CD 3,45 to 59,50 to 59,Independent/Other,50 to 64,0.893
28.0,3.0,37.0,Third call,50-59,White,Male,Hoppner,Approve,Disapprove,Neither,Yes,,No,No,No,Better,Democrat,75 to 100K,Against,Conservative,18 to 64,National,CD 3,45 to 59,50 to 59,Democrat,50 to 64,0.8089999999999999
28.0,3.0,38.0,Third call,45-49,White,Female,Johans,Disapprove,Approve,Neither,No,,No,Yes,No,Same,Democrat,,Against,Moderate,18 to 64,National,CD 3,45 to 59,40 to 49,Democrat,40 to 49,0.893
28.0,3.0,39.0,Third call,45-49,White,Female,Hoppner,Disapprove,Disapprove,Neither,No,,No,Yes,No,Same,Independent,75 to 100K,Against,Moderate,18 to 64,National,CD 3,45 to 59,40 to 49,Independent/Other,40 to 49,0.808
28.0,3.0,40.0,Third call,25-29,White,Male,Hoppner,Approve,,,,,,,,Better,Independent,30 to 50K,Against,Liberal,18 to 64,National,CD 3,18 to 29,25 to 29,Independent/Other,25 to 29,0.7469999999999999
28.0,3.0,41.0,Third call,25-29,White,Female,Johans,Approve,,,,,,,,Better,Republican,50 to 75K,Against,Moderate,18 to 64,National,CD 3,18 to 29,25 to 29,Republican,25 to 29,0.8240000000000001
28.0,3.0,42.0,Third call,50-59,White,Female,Hoppner,Approve,,,,,,,,Same,Democrat,75 to 100K,Against,Liberal,18 to 64,National,CD 3,45 to 59,50 to 59,Democrat,50 to 64,0.808
28.0,3.0,43.0,Third call,45-49,White,Male,Hoppner,Approve,,,,,,,,Worse,Democrat,50 to 75K,Against,Moderate,18 to 64,National,CD 3,45 to 59,40 to 49,Democrat,40 to 49,0.8089999999999999
28.0,3.0,44.0,Third call,50-59,White,Male,Hoppner,Approve,,,,,,,,Better,Democrat,50 to 75K,Against,Moderate,18 to 64,National,CD 3,45 to 59,50 to 59,Democrat,50 to 64,0.8089999999999999
28.0,3.0,45.0,Third call,30-39,White,Male,Johans,Disapprove,,,,,,,,Better,Republican,50 to 75K,Against,Conservative,18 to 64,National,CD 3,30 to 44,30 to 39,Republican,30 to 39,0.894
28.0,3.0,46.0,Third call,40-44,White,Male,Johans,Disapprove,,,,,,,,Better,Republican,50 to 75K,Against,Conservative,18 to 64,National,CD 3,30 to 44,40 to 49,Republican,40 to 49,0.894
28.0,3.0,47.0,Third call,25-29,White,Male,Hoppner,Approve,,,,,,,,Better,Republican,50 to 75K,Against,Moderate,18 to 64,National,CD 3,18 to 29,25 to 29,Republican,25 to 29,0.7469999999999999
28.0,17.0,1.0,First call,50-59,,Male,Hoppner,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,Yes,No,Better,Republican,50 to 75K,For,Conservative,18 to 64,State,CD 3,45 to 59,50 to 59,Republican,50 to 64,0.96
28.0,17.0,2.0,First call,50-59,White,Female,Johans,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Yes,Same,Republican,15 to 30K,Against,Conservative,18 to 64,State,CD 3,45 to 59,50 to 59,Republican,50 to 64,0.799
28.0,17.0,3.0,First call,65 and over,White,Male,Hoppner,Approve,Disapprove,Support Clinton,No,Yes,No,No,Yes,Same,Democrat,15 to 30K,Against,Conservative,65 and over,State,CD 3,60 and over,60 and over,Democrat,65 and over,0.8280000000000001
28.0,17.0,4.0,First call,60-64,White,Female,Hoppner,Disapprove,Approve,Neither,Yes,,,,,Same,Independent,Under 15K,Against,Moderate,18 to 64,State,CD 3,60 and over,60 and over,Independent/Other,50 to 64,0.827
28.0,17.0,5.0,First call,50-59,Asian,Male,Hoppner,Approve,Approve,Support Clinton,No,Yes,No,No,Yes,Better,Democrat,30 to 50K,Against,Moderate,18 to 64,State,CD 3,45 to 59,50 to 59,Democrat,50 to 64,0.724
28.0,17.0,6.0,First call,65 and over,White,Female,Johans,Approve,Approve,Neither,Yes,No,No,No,No,Same,Republican,100K or more,Against,Conservative,65 and over,State,CD 3,60 and over,60 and over,Republican,65 and over,0.913
28.0,17.0,7.0,First call,65 and over,White,Male,Johans,Disapprove,Disapprove,Neither,No,Yes,No,Yes,Yes,Better,Republican,100K or more,For,Moderate,65 and over,State,CD 3,60 and over,60 and over,Republican,65 and over,1.214
28.0,17.0,8.0,First call,45-49,White,Female,Johans,Approve,Disapprove,Support Clinton,Yes,No,No,No,Yes,Same,Democrat,Under 15K,For,Conservative,18 to 64,State,CD 3,45 to 59,40 to 49,Democrat,40 to 49,1.059
28.0,17.0,9.0,First call,40-44,White,Male,Johans,Disapprove,Disapprove,Oppose Clinton,Yes,No,Yes,Yes,No,Same,Republican,15 to 30K,For,Conservative,18 to 64,State,CD 3,30 to 44,40 to 49,Republican,40 to 49,1.061
28.0,17.0,10.0,First call,65 and over,White,Female,Johans,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Yes,Better,Republican,Under 15K,For,Conservative,65 and over,State,CD 3,60 and over,60 and over,Republican,65 and over,1.211
28.0,17.0,11.0,First call,50-59,White,Male,Johans,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,No,Same,Republican,30 to 50K,For,,18 to 64,State,CD 3,45 to 59,50 to 59,Republican,50 to 64,1.061
28.0,17.0,12.0,First call,65 and over,White,Male,Hoppner,Approve,Disapprove,,No,No,No,No,,Same,Independent,,For,Moderate,65 and over,State,CD 3,60 and over,60 and over,Independent/Other,65 and over,1.1
28.0,17.0,13.0,First call,50-59,White,Male,Hoppner,Disapprove,Approve,Neither,Yes,No,Yes,Yes,Yes,Same,Independent,30 to 50K,For,Moderate,18 to 64,State,CD 3,45 to 59,50 to 59,Independent/Other,50 to 64,0.96
28.0,17.0,14.0,First call,18-24,Hispanic,Female,Hoppner,Approve,Approve,Support Clinton,Yes,Yes,No,Yes,No,Better,Democrat,15 to 30K,For,Conservative,18 to 64,State,CD 3,18 to 29,18 to 24,Democrat,18 to 24,0.7289999999999999
28.0,17.0,15.0,First call,18-24,White,Female,Hoppner,Approve,Approve,Neither,No,No,No,No,No,Same,Democrat,15 to 30K,Against,Moderate,18 to 64,State,CD 3,18 to 29,18 to 24,Democrat,18 to 24,0.6669999999999999
28.0,17.0,16.0,First call,65 and over,White,Female,Hoppner,Approve,Approve,Neither,Yes,Yes,No,No,Yes,Better,Republican,Under 15K,Against,Moderate,65 and over,State,CD 3,60 and over,60 and over,Republican,65 and over,0.827
28.0,17.0,17.0,First call,50-59,White,Female,Hoppner,,Disapprove,Support Clinton,Yes,Yes,No,No,No,Same,Democrat,15 to 30K,,Conservative,18 to 64,State,CD 3,45 to 59,50 to 59,Democrat,50 to 64,0.799
28.0,17.0,18.0,First call,65 and over,White,Female,Hoppner,Approve,Disapprove,Neither,No,Yes,No,Yes,Yes,Same,Democrat,15 to 30K,For,Conservative,65 and over,State,CD 3,60 and over,60 and over,Democrat,65 and over,1.097
28.0,17.0,19.0,First call,50-59,White,Male,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,No,Same,Democrat,50 to 75K,Against,Moderate,18 to 64,State,CD 3,45 to 59,50 to 59,Democrat,50 to 64,0.724
28.0,17.0,20.0,First call,50-59,White,Male,Hoppner,Approve,Disapprove,Support Clinton,Yes,No,No,No,No,Worse,Democrat,Under 15K,Against,Moderate,18 to 64,State,CD 3,45 to 59,50 to 59,Democrat,50 to 64,0.724
28.0,17.0,21.0,Second call,40-44,White,Female,Hoppner,Approve,Approve,Neither,No,Yes,No,No,No,Worse,Republican,30 to 50K,For,Conservative,18 to 64,State,CD 3,30 to 44,40 to 49,Republican,40 to 49,0.959
28.0,17.0,22.0,Second call,30-39,White,Male,Johans,Disapprove,Approve,Neither,No,No,Yes,Yes,,Worse,Republican,15 to 30K,For,Conservative,18 to 64,State,CD 3,30 to 44,30 to 39,Republican,30 to 39,1.061
28.0,17.0,23.0,Second call,65 and over,White,Female,Johans,Disapprove,Approve,Oppose Clinton,No,No,,Yes,Yes,Same,Republican,,,Conservative,65 and over,State,CD 3,60 and over,60 and over,Republican,65 and over,1.009
28.0,17.0,24.0,Second call,60-64,White,Female,Johans,Approve,Disapprove,Support Clinton,No,Yes,No,No,No,Same,Democrat,15 to 30K,Against,Moderate,18 to 64,State,CD 3,60 and over,60 and over,Democrat,50 to 64,0.913
28.0,17.0,25.0,Second call,40-44,White,Male,Johans,Disapprove,Approve,Neither,No,No,No,Yes,Yes,Same,Republican,30 to 50K,Against,Conservative,18 to 64,State,CD 3,30 to 44,40 to 49,Republican,40 to 49,0.801
28.0,17.0,26.0,Second call,45-49,White,Female,Johans,Disapprove,Approve,Neither,No,No,,Yes,No,Same,Republican,15 to 30K,Against,Conservative,18 to 64,State,CD 3,45 to 59,40 to 49,Republican,40 to 49,0.799
28.0,17.0,27.0,Second call,25-29,White,Male,Johans,Disapprove,Approve,Oppose Clinton,Yes,No,Yes,Yes,,Better,Republican,,Against,Conservative,18 to 64,State,CD 3,18 to 29,25 to 29,Republican,25 to 29,0.74
28.0,17.0,28.0,Second call,60-64,White,Female,Johans,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Yes,Same,Democrat,15 to 30K,Against,Moderate,18 to 64,State,CD 3,60 and over,60 and over,Democrat,50 to 64,0.913
28.0,17.0,29.0,Second call,30-39,White,Female,Johans,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,,Same,Republican,Under 15K,Against,Conservative,18 to 64,State,CD 3,30 to 44,30 to 39,Republican,30 to 39,0.799
28.0,17.0,30.0,Second call,25-29,Hispanic,Male,Hoppner,Approve,Approve,Support Clinton,Yes,Yes,Yes,Yes,Yes,Same,Democrat,15 to 30K,Against,Liberal,18 to 64,State,CD 3,18 to 29,25 to 29,Democrat,25 to 29,0.551
28.0,17.0,31.0,Second call,65 and over,White,Female,Hoppner,Approve,Disapprove,Support Clinton,,Yes,No,No,No,Worse,,15 to 30K,Against,Conservative,65 and over,State,CD 3,60 and over,60 and over,,65 and over,0.827
28.0,17.0,32.0,Second call,65 and over,White,Male,Hoppner,Disapprove,Approve,Neither,Yes,Yes,No,No,Yes,Same,Democrat,15 to 30K,Against,Conservative,65 and over,State,CD 3,60 and over,60 and over,Democrat,65 and over,0.8280000000000001
28.0,17.0,33.0,Second call,30-39,White,Male,Johans,Disapprove,Approve,Neither,No,Yes,Yes,Yes,No,Better,Republican,30 to 50K,For,Moderate,18 to 64,State,CD 3,30 to 44,30 to 39,Republican,30 to 39,1.061
28.0,17.0,34.0,Second call,30-39,White,Male,Johans,Approve,Disapprove,Neither,No,Yes,No,No,Yes,Worse,Independent,30 to 50K,For,Moderate,18 to 64,State,CD 3,30 to 44,30 to 39,Independent/Other,30 to 39,1.061
28.0,17.0,35.0,Second call,30-39,White,Female,Hoppner,Approve,Disapprove,Support Clinton,No,Yes,No,No,No,Same,Democrat,30 to 50K,Against,Moderate,18 to 64,State,CD 3,30 to 44,30 to 39,Democrat,30 to 39,0.724
28.0,17.0,36.0,Second call,65 and over,White,Female,Johans,Approve,Approve,Neither,,Yes,No,No,,Same,Democrat,15 to 30K,Against,Moderate,65 and over,State,CD 3,60 and over,60 and over,Democrat,65 and over,0.913
28.0,17.0,37.0,Second call,30-39,White,Male,Johans,Disapprove,Disapprove,Neither,Yes,,No,Yes,,Worse,Republican,30 to 50K,Against,Conservative,18 to 64,State,CD 3,30 to 44,30 to 39,Republican,30 to 39,0.801
28.0,17.0,38.0,Second call,30-39,White,Female,Johans,Disapprove,Approve,Neither,,,,,Yes,Same,Republican,,Against,,18 to 64,State,CD 3,30 to 44,30 to 39,Republican,30 to 39,0.799
28.0,17.0,39.0,Second call,60-64,White,Female,Johans,Disapprove,,Neither,,,,Yes,Yes,Same,Republican,30 to 50K,Against,Conservative,18 to 64,State,CD 3,60 and over,60 and over,Republican,50 to 64,0.913
28.0,17.0,40.0,Second call,45-49,White,Male,Hoppner,Approve,Approve,Neither,No,Yes,No,Yes,Yes,Same,Independent,30 to 50K,For,Moderate,18 to 64,State,CD 3,45 to 59,40 to 49,Independent/Other,40 to 49,0.96
28.0,17.0,41.0,Second call,65 and over,White,Female,Johans,Approve,,Neither,No,No,No,No,,Same,Independent,30 to 50K,Against,Conservative,65 and over,State,CD 3,60 and over,60 and over,Independent/Other,65 and over,0.913
28.0,17.0,42.0,Second call,30-39,White,Female,Johans,Disapprove,,Neither,,No,,,,Same,Republican,15 to 30K,For,Liberal,18 to 64,State,CD 3,30 to 44,30 to 39,Republican,30 to 39,1.059
28.0,17.0,43.0,Third call,50-59,White,Female,Hoppner,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,No,Same,Independent,30 to 50K,Against,Moderate,18 to 64,State,CD 3,45 to 59,50 to 59,Independent/Other,50 to 64,0.724
28.0,17.0,44.0,Third call,,Hispanic,Female,Hoppner,Approve,Approve,Support Clinton,Yes,No,No,,,,Democrat,,,,,State,CD 3,,,Democrat,,0.658
28.0,17.0,45.0,Third call,30-39,White,Female,Hoppner,Approve,Approve,Neither,No,Yes,No,No,Yes,Better,Democrat,50 to 75K,Against,Liberal,18 to 64,State,CD 3,30 to 44,30 to 39,Democrat,30 to 39,0.724
28.0,17.0,46.0,Third call,65 and over,White,Male,Hoppner,Approve,Disapprove,Support Clinton,,Yes,No,No,No,Same,Democrat,Under 15K,Against,Conservative,65 and over,State,CD 3,60 and over,60 and over,Democrat,65 and over,0.8280000000000001
28.0,17.0,47.0,Third call,40-44,White,Female,Hoppner,Approve,Approve,Neither,No,Yes,No,No,No,Same,Independent,15 to 30K,Against,Liberal,18 to 64,State,CD 3,30 to 44,40 to 49,Independent/Other,40 to 49,0.724
28.0,17.0,48.0,Third call,30-39,White,Female,Hoppner,Disapprove,Disapprove,Neither,,Yes,Yes,Yes,No,Worse,Democrat,30 to 50K,Against,Conservative,18 to 64,State,CD 3,30 to 44,30 to 39,Democrat,30 to 39,0.724
28.0,17.0,49.0,Third call,65 and over,White,Female,,Approve,,Neither,Yes,Yes,No,No,No,Same,Democrat,15 to 30K,Against,,65 and over,State,CD 3,60 and over,60 and over,Democrat,65 and over,0.8740000000000001
28.0,17.0,50.0,Third call,25-29,White,Female,Hoppner,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Yes,Better,Democrat,30 to 50K,Against,Liberal,18 to 64,State,CD 3,18 to 29,25 to 29,Democrat,25 to 29,0.6669999999999999
28.0,17.0,51.0,Third call,50-59,White,Female,Hoppner,Disapprove,Disapprove,Neither,No,No,No,No,No,Worse,Republican,30 to 50K,For,Moderate,18 to 64,State,CD 3,45 to 59,50 to 59,Republican,50 to 64,0.959
28.0,17.0,52.0,Third call,50-59,White,Female,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,Yes,Same,Democrat,30 to 50K,For,Moderate,18 to 64,State,CD 3,45 to 59,50 to 59,Democrat,50 to 64,0.959
28.0,17.0,53.0,Third call,65 and over,White,Female,Hoppner,,Approve,,No,Yes,,Yes,,Same,Democrat,15 to 30K,For,Moderate,65 and over,State,CD 3,60 and over,60 and over,Democrat,65 and over,1.097
28.0,17.0,54.0,Third call,40-44,White,Female,Johans,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Yes,Better,Republican,30 to 50K,Against,Conservative,18 to 64,State,CD 3,30 to 44,40 to 49,Republican,40 to 49,0.799
28.0,17.0,55.0,Third call,45-49,White,Female,Johans,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Yes,Same,Republican,30 to 50K,Against,Moderate,18 to 64,State,CD 3,45 to 59,40 to 49,Republican,40 to 49,0.799
28.0,17.0,56.0,Third call,40-44,White,Male,Johans,Disapprove,Approve,Neither,No,No,Yes,Yes,Yes,Better,Republican,15 to 30K,Against,Moderate,18 to 64,State,CD 3,30 to 44,40 to 49,Republican,40 to 49,0.801
28.0,17.0,57.0,Third call,30-39,White,Male,Johans,Disapprove,Disapprove,Neither,No,No,Yes,Yes,No,Worse,Democrat,30 to 50K,For,Conservative,18 to 64,State,CD 3,30 to 44,30 to 39,Democrat,30 to 39,1.061
28.0,17.0,58.0,Third call,45-49,White,Male,Johans,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Yes,Worse,Republican,30 to 50K,For,Conservative,18 to 64,State,CD 3,45 to 59,40 to 49,Republican,40 to 49,1.061
28.0,17.0,59.0,Third call,60-64,White,Male,Johans,Disapprove,Disapprove,Oppose Clinton,Yes,No,Yes,Yes,Yes,Same,Republican,30 to 50K,Against,Conservative,18 to 64,State,CD 3,60 and over,60 and over,Republican,50 to 64,0.915
28.0,17.0,60.0,Third call,65 and over,White,Female,Johans,Disapprove,Approve,Oppose Clinton,Yes,No,Yes,Yes,Yes,Same,Republican,15 to 30K,Against,Conservative,65 and over,State,CD 3,60 and over,60 and over,Republican,65 and over,0.913
28.0,17.0,61.0,Third call,45-49,White,Male,Johans,Approve,Approve,Neither,No,No,No,No,No,Worse,Republican,30 to 50K,Against,Moderate,18 to 64,State,CD 3,45 to 59,40 to 49,Republican,40 to 49,0.801
28.0,17.0,62.0,Third call,40-44,White,Male,Johans,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,No,Same,Republican,Under 15K,Against,Conservative,18 to 64,State,CD 3,30 to 44,40 to 49,Republican,40 to 49,0.801
28.0,17.0,63.0,Third call,25-29,White,Female,Johans,Approve,Approve,Neither,No,Yes,No,No,No,Better,Independent,15 to 30K,Against,Liberal,18 to 64,State,CD 3,18 to 29,25 to 29,Independent/Other,25 to 29,0.7389999999999999
28.0,17.0,64.0,Third call,30-39,White,Male,Johans,Disapprove,Disapprove,Neither,Yes,No,Yes,Yes,Yes,Same,Republican,50 to 75K,Against,Conservative,18 to 64,State,CD 3,30 to 44,30 to 39,Republican,30 to 39,0.801
28.0,17.0,65.0,Third call,50-59,White,Female,Johans,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,No,Worse,Republican,50 to 75K,For,Conservative,18 to 64,State,CD 3,45 to 59,50 to 59,Republican,50 to 64,1.059
28.0,17.0,66.0,Third call,50-59,White,Female,Johans,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Yes,Same,Republican,30 to 50K,For,Moderate,18 to 64,State,CD 3,45 to 59,50 to 59,Republican,50 to 64,1.059
28.0,17.0,67.0,Third call,40-44,White,Male,Johans,Disapprove,Approve,Oppose Clinton,No,No,,,,Worse,Independent,15 to 30K,For,Moderate,18 to 64,State,CD 3,30 to 44,40 to 49,Independent/Other,40 to 49,1.061
28.0,17.0,68.0,Third call,45-49,White,Female,Hoppner,Approve,Disapprove,Neither,No,No,No,No,No,Same,Democrat,50 to 75K,For,Liberal,18 to 64,State,CD 3,45 to 59,40 to 49,Democrat,40 to 49,0.959
28.0,29.0,1.0,First call,40-44,White,Female,Hoppner,Approve,Approve,Neither,Yes,Yes,No,No,No,Better,Democrat,50 to 75K,Against,Liberal,18 to 64,State,CD 2,30 to 44,40 to 49,Democrat,40 to 49,1.023
28.0,29.0,2.0,First call,50-59,White,Female,Johans,Disapprove,,Neither,No,Yes,No,No,Yes,Better,Republican,75 to 100K,For,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Republican,50 to 64,1.322
28.0,29.0,3.0,First call,60-64,White,Male,Hoppner,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,Yes,Better,Republican,50 to 75K,For,Conservative,18 to 64,State,CD 2,60 and over,60 and over,Republican,50 to 64,1.244
28.0,29.0,4.0,First call,60-64,White,Male,Johans,Disapprove,Approve,Neither,,No,Yes,Yes,,Same,Republican,50 to 75K,For,Conservative,18 to 64,State,CD 2,60 and over,60 and over,Republican,50 to 64,1.212
28.0,29.0,5.0,First call,45-49,White,Male,Johans,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,Yes,Better,Republican,50 to 75K,For,Conservative,18 to 64,State,CD 2,45 to 59,40 to 49,Republican,40 to 49,1.291
