State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Governor Vote,House Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Income,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl
51.0,11.0,41.0,Third call,30-39,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,South,30 to 44,30 to 39,Democrat,30 to 39,0.603
51.0,11.0,42.0,Third call,18-24,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,Under 15K,Moderate,18 to 64,State,South,18 to 29,18 to 24,Republican,18 to 24,0.9840000000000001
51.0,11.0,43.0,Third call,50-59,White,Female,Geringer,Cubin,Disapprove,,Neither,No,No,Yes,Worse,Dole,Republican,30 to 50K,Moderate,18 to 64,State,South,45 to 59,50 to 59,Republican,50 to 64,0.7529999999999999
51.0,11.0,44.0,Third call,40-44,White,Female,Geringer,Farris,Approve,Approve,Neither,No,No,Yes,Better,Clinton,Democrat,75 to 100K,Liberal,18 to 64,State,South,30 to 44,40 to 49,Democrat,40 to 49,0.626
51.0,11.0,45.0,Third call,45-49,White,Male,Geringer,Cubin,Disapprove,Disapprove,Neither,No,Yes,,Same,Dole,Republican,50 to 75K,,18 to 64,State,South,45 to 59,40 to 49,Republican,40 to 49,0.8440000000000001
51.0,11.0,46.0,Third call,18-24,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,Under 15K,Liberal,18 to 64,State,South,18 to 29,18 to 24,Democrat,18 to 24,0.702
51.0,11.0,47.0,Third call,25-29,White,Male,Geringer,Farris,,Approve,Neither,Yes,Yes,Yes,Worse,Perot,Independent,30 to 50K,Liberal,18 to 64,State,South,18 to 29,25 to 29,Independent/Other,25 to 29,0.8170000000000001
51.0,11.0,48.0,Third call,40-44,White,Female,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Moderate,18 to 64,State,South,30 to 44,40 to 49,Republican,40 to 49,0.7529999999999999
51.0,11.0,49.0,Third call,45-49,White,Female,Vinich,Farris,Approve,Disapprove,Neither,Yes,Yes,Yes,Same,Clinton,Republican,50 to 75K,Moderate,18 to 64,State,South,45 to 59,40 to 49,Republican,40 to 49,0.603
51.0,11.0,50.0,Third call,30-39,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,0.8440000000000001
51.0,11.0,51.0,Third call,30-39,White,Female,Vinich,Farris,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,South,30 to 44,30 to 39,Democrat,30 to 39,0.603
51.0,11.0,52.0,Third call,50-59,White,Female,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,Under 15K,Moderate,18 to 64,State,South,45 to 59,50 to 59,Republican,50 to 64,0.7529999999999999
51.0,11.0,53.0,Third call,18-24,White,Female,Geringer,Farris,,Disapprove,Neither,No,No,Yes,Same,Did Not Vote,Independent,Under 15K,Moderate,18 to 64,State,South,18 to 29,18 to 24,Independent/Other,18 to 24,0.731
51.0,11.0,54.0,Third call,50-59,White,Female,Geringer,Cubin,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,75 to 100K,Moderate,18 to 64,State,South,45 to 59,50 to 59,Democrat,50 to 64,0.7529999999999999
51.0,11.0,55.0,Third call,40-44,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,South,30 to 44,40 to 49,Republican,40 to 49,0.7529999999999999
51.0,11.0,56.0,Third call,50-59,White,Female,Vinich,Cubin,Approve,Approve,Neither,Yes,Yes,Yes,Better,Clinton,Republican,50 to 75K,Moderate,18 to 64,State,South,45 to 59,50 to 59,Republican,50 to 64,0.7269999999999999
51.0,11.0,57.0,Third call,50-59,White,Male,Geringer,Cubin,Disapprove,,Neither,No,Yes,Yes,Same,Dole,Republican,100K or more,Conservative,18 to 64,State,South,45 to 59,50 to 59,Republican,50 to 64,0.8440000000000001
51.0,13.0,1.0,First call,30-39,White,Male,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Democrat,30 to 39,0.795
51.0,13.0,2.0,First call,50-59,White,Female,Geringer,Cubin,Approve,Disapprove,Neither,No,Yes,Yes,Same,,Republican,50 to 75K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Republican,50 to 64,0.953
51.0,13.0,3.0,First call,30-39,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,0.971
51.0,13.0,4.0,First call,30-39,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Independent,15 to 30K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.781
51.0,13.0,5.0,First call,50-59,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,North,45 to 59,50 to 59,Republican,50 to 64,0.953
51.0,13.0,6.0,First call,65 and over,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,65 and over,State,North,60 and over,60 and over,Republican,65 and over,1.365
51.0,13.0,7.0,First call,65 and over,White,Male,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Something else,,Moderate,65 and over,State,North,60 and over,60 and over,Independent/Other,65 and over,1.118
51.0,13.0,8.0,First call,30-39,White,Male,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Democrat,30 to 39,0.795
51.0,13.0,9.0,First call,50-59,White,Female,Geringer,Cubin,Approve,Disapprove,Neither,No,Yes,Yes,Same,,Republican,50 to 75K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Republican,50 to 64,0.953
51.0,13.0,10.0,First call,50-59,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,North,45 to 59,50 to 59,Republican,50 to 64,0.953
51.0,13.0,11.0,First call,45-49,White,Male,Vinich,Farris,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,North,45 to 59,40 to 49,Democrat,40 to 49,0.795
51.0,13.0,12.0,First call,45-49,White,Male,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Republican,50 to 75K,Moderate,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.971
51.0,13.0,13.0,First call,65 and over,White,Female,Other,Other,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Same,Other,Independent,30 to 50K,Conservative,65 and over,State,North,60 and over,60 and over,Independent/Other,65 and over,1.717
51.0,13.0,14.0,First call,18-24,Hispanic,Male,Vinich,,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Did Not Vote,Democrat,Under 15K,Moderate,18 to 64,State,North,18 to 29,18 to 24,Democrat,18 to 24,1.041
51.0,13.0,15.0,First call,40-44,White,Male,Geringer,Farris,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Republican,100K or more,Moderate,18 to 64,State,North,30 to 44,40 to 49,Republican,40 to 49,0.806
51.0,13.0,16.0,First call,45-49,White,Female,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Perot,Independent,50 to 75K,Moderate,18 to 64,State,North,45 to 59,40 to 49,Independent/Other,40 to 49,0.953
51.0,13.0,17.0,First call,25-29,White,Male,Other,Other,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Worse,Perot,Republican,Under 15K,Conservative,18 to 64,State,North,18 to 29,25 to 29,Republican,25 to 29,1.242
51.0,13.0,18.0,First call,50-59,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,North,45 to 59,50 to 59,Republican,50 to 64,0.953
51.0,13.0,19.0,Second call,45-49,White,Male,Geringer,Cubin,Approve,Disapprove,Neither,No,No,Yes,Same,Dole,Republican,30 to 50K,Moderate,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.971
51.0,13.0,20.0,Second call,50-59,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,Under 15K,Liberal,18 to 64,State,North,45 to 59,50 to 59,Democrat,50 to 64,0.781
51.0,13.0,21.0,Second call,50-59,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Independent,15 to 30K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.781
51.0,13.0,22.0,Second call,50-59,White,Male,Vinich,Farris,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Clinton,Independent,50 to 75K,Liberal,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.795
51.0,13.0,23.0,Second call,30-39,White,Female,Other,Farris,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Democrat,30 to 39,0.903
51.0,13.0,24.0,Second call,30-39,White,Male,Vinich,Farris,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Democrat,30 to 39,0.795
51.0,13.0,25.0,Second call,30-39,White,Male,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,No,Same,Perot,Independent,15 to 30K,Conservative,18 to 64,State,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.971
51.0,13.0,26.0,Second call,18-24,Hispanic,Male,Geringer,Farris,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,North,18 to 29,18 to 24,Democrat,18 to 24,0.9410000000000001
51.0,13.0,27.0,Second call,65 and over,White,Female,Vinich,Farris,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,30 to 50K,Moderate,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,1.099
51.0,13.0,28.0,Second call,45-49,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.971
51.0,13.0,29.0,Second call,50-59,White,Female,Other,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,,Better,Did Not Vote,Republican,100K or more,Conservative,18 to 64,State,North,45 to 59,50 to 59,Republican,50 to 64,1.088
51.0,13.0,30.0,Second call,30-39,White,Male,Vinich,Cubin,Disapprove,Disapprove,Neither,Yes,Yes,No,Better,Dole,Republican,30 to 50K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,0.959
51.0,13.0,31.0,Second call,30-39,White,Male,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,No,Better,Dole,Republican,30 to 50K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,0.971
51.0,13.0,32.0,Second call,30-39,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,0.971
51.0,13.0,33.0,Second call,45-49,White,Male,Other,Farris,Approve,Disapprove,Neither,Yes,Yes,No,Better,Clinton,Republican,15 to 30K,Moderate,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.921
51.0,13.0,34.0,Second call,45-49,White,Female,Geringer,Cubin,Disapprove,Disapprove,Neither,Yes,Yes,No,Same,Dole,Republican,30 to 50K,Moderate,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.953
51.0,13.0,35.0,Third call,50-59,White,Male,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Worse,Dole,Independent,50 to 75K,Conservative,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.971
51.0,13.0,36.0,Third call,30-39,White,Female,Geringer,Farris,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Democrat,50 to 75K,Conservative,18 to 64,State,North,30 to 44,30 to 39,Democrat,30 to 39,0.791
51.0,13.0,37.0,Third call,45-49,White,Male,Vinich,Farris,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,North,45 to 59,40 to 49,Democrat,40 to 49,0.795
51.0,13.0,38.0,Third call,30-39,White,Female,Geringer,Cubin,Approve,Approve,Support Clinton,No,No,No,Better,Did Not Vote,Republican,50 to 75K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,0.953
51.0,13.0,39.0,Third call,40-44,White,Male,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,75 to 100K,Moderate,18 to 64,State,North,30 to 44,40 to 49,Democrat,40 to 49,0.795
51.0,13.0,40.0,Third call,50-59,White,Male,Vinich,Farris,Approve,Approve,Support Clinton,No,No,Yes,Better,Clinton,Democrat,100K or more,Moderate,18 to 64,State,North,45 to 59,50 to 59,Democrat,50 to 64,0.795
51.0,13.0,41.0,Third call,50-59,White,Male,Geringer,Farris,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Republican,75 to 100K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Republican,50 to 64,0.806
51.0,13.0,42.0,Third call,40-44,Hispanic,Male,Other,Other,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Perot,Something else,75 to 100K,Liberal,18 to 64,State,North,30 to 44,40 to 49,Independent/Other,40 to 49,1.452
51.0,13.0,43.0,Third call,30-39,White,Female,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Worse,Perot,Republican,50 to 75K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,0.953
51.0,13.0,44.0,Third call,45-49,White,Female,Vinich,Farris,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Democrat,30 to 50K,Liberal,18 to 64,State,North,45 to 59,40 to 49,Democrat,40 to 49,0.781
51.0,13.0,45.0,Third call,45-49,White,Female,Vinich,Farris,Approve,Approve,Neither,No,No,Yes,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,North,45 to 59,40 to 49,Democrat,40 to 49,0.781
51.0,13.0,46.0,Third call,30-39,White,Female,Vinich,Farris,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Democrat,30 to 39,0.781
51.0,13.0,47.0,Third call,40-44,White,Male,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Better,Perot,Something else,50 to 75K,Moderate,18 to 64,State,North,30 to 44,40 to 49,Independent/Other,40 to 49,0.795
51.0,13.0,48.0,Third call,25-29,White,Female,Vinich,Farris,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,North,18 to 29,25 to 29,Democrat,25 to 29,0.78
51.0,13.0,49.0,Third call,50-59,White,Male,Geringer,Cubin,Disapprove,Disapprove,Neither,No,No,Yes,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,North,45 to 59,50 to 59,Republican,50 to 64,0.971
51.0,13.0,50.0,Third call,50-59,,Female,Vinich,Other,,Disapprove,Neither,No,No,No,Worse,Perot,Independent,15 to 30K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,1.056
51.0,13.0,51.0,Third call,50-59,White,Female,Vinich,Farris,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Democrat,50 to 64,0.781
51.0,13.0,52.0,Third call,50-59,White,Male,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,100K or more,Moderate,18 to 64,State,North,45 to 59,50 to 59,Democrat,50 to 64,0.795
51.0,13.0,53.0,Third call,40-44,White,Male,Geringer,Farris,Approve,Disapprove,Neither,No,No,Yes,Worse,Perot,Democrat,30 to 50K,Moderate,18 to 64,State,North,30 to 44,40 to 49,Democrat,40 to 49,0.806
51.0,13.0,54.0,Third call,50-59,White,Male,Vinich,Farris,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Worse,Dole,Republican,50 to 75K,Conservative,18 to 64,State,North,45 to 59,50 to 59,Republican,50 to 64,0.795
51.0,18.0,1.0,First call,50-59,White,Female,Vinich,Cubin,Approve,Disapprove,Neither,No,No,No,Better,Other,Something else,30 to 50K,Conservative,18 to 64,State,South,45 to 59,50 to 59,Independent/Other,50 to 64,1.219
51.0,18.0,2.0,First call,45-49,White,Female,Geringer,Cubin,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Worse,Dole,Independent,30 to 50K,Conservative,18 to 64,State,South,45 to 59,40 to 49,Independent/Other,40 to 49,1.264
51.0,18.0,3.0,First call,60-64,Hispanic,Male,Vinich,Farris,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,South,60 and over,60 and over,Democrat,50 to 64,0.959
51.0,18.0,4.0,First call,45-49,White,Female,Geringer,Farris,Approve,Disapprove,Support Clinton,No,No,Yes,Same,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,South,45 to 59,40 to 49,Independent/Other,40 to 49,1.05
51.0,18.0,5.0,First call,30-39,,Female,Vinich,Farris,Approve,,Neither,No,No,No,Same,Clinton,Republican,30 to 50K,Moderate,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,1.014
51.0,18.0,6.0,First call,45-49,Hispanic,Male,Vinich,Farris,Approve,Disapprove,Support Clinton,No,No,No,Worse,Clinton,Democrat,15 to 30K,Conservative,18 to 64,State,South,45 to 59,40 to 49,Democrat,40 to 49,0.79
51.0,18.0,7.0,First call,45-49,White,Female,Geringer,Farris,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,100K or more,Moderate,18 to 64,State,South,45 to 59,40 to 49,Democrat,40 to 49,1.05
51.0,18.0,8.0,First call,65 and over,White,Female,Geringer,Cubin,Approve,Approve,Neither,No,No,Yes,Better,Clinton,Republican,Under 15K,Moderate,65 and over,State,South,60 and over,60 and over,Republican,65 and over,1.534
51.0,18.0,9.0,First call,65 and over,White,Female,Vinich,,Approve,Disapprove,,No,No,No,Same,Clinton,Democrat,,,65 and over,State,South,60 and over,60 and over,Democrat,65 and over,1.379
51.0,18.0,10.0,First call,45-49,White,Male,Vinich,Farris,Approve,Disapprove,Neither,No,No,Yes,Same,Dole,Republican,75 to 100K,Moderate,18 to 64,State,South,45 to 59,40 to 49,Republican,40 to 49,1.136
51.0,18.0,11.0,First call,60-64,White,,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,South,60 and over,60 and over,Republican,50 to 64,1.7189999999999999
51.0,18.0,12.0,First call,65 and over,White,Male,Vinich,Farris,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,30 to 50K,Conservative,65 and over,State,South,60 and over,60 and over,Democrat,65 and over,1.3780000000000001
51.0,18.0,13.0,First call,60-64,White,Female,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Worse,Perot,Republican,15 to 30K,Moderate,18 to 64,State,South,60 and over,60 and over,Republican,50 to 64,1.534
51.0,18.0,14.0,First call,60-64,White,Female,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,South,60 and over,60 and over,Republican,50 to 64,1.534
51.0,18.0,15.0,First call,60-64,White,Female,Vinich,Farris,Approve,,Neither,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,South,60 and over,60 and over,Democrat,50 to 64,1.231
51.0,18.0,16.0,First call,65 and over,White,Female,Geringer,Farris,Disapprove,Approve,Oppose Clinton,No,,,Worse,Clinton,Republican,15 to 30K,Liberal,65 and over,State,South,60 and over,60 and over,Republican,65 and over,1.276
51.0,18.0,17.0,First call,60-64,White,Female,Vinich,Other,Approve,Approve,Neither,No,Yes,No,Same,Clinton,Democrat,,Liberal,18 to 64,State,South,60 and over,60 and over,Democrat,50 to 64,1.662
51.0,18.0,18.0,First call,65 and over,Other,Male,Vinich,Farris,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,15 to 30K,Liberal,65 and over,State,South,60 and over,60 and over,Democrat,65 and over,1.3780000000000001
51.0,18.0,19.0,Second call,30-39,White,Male,Vinich,Farris,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,South,30 to 44,30 to 39,Democrat,30 to 39,1.136
51.0,18.0,20.0,Second call,50-59,White,Male,Vinich,Farris,Approve,Approve,Support Clinton,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,South,45 to 59,50 to 59,Democrat,50 to 64,1.136
51.0,18.0,21.0,Second call,50-59,White,Female,Vinich,Farris,Approve,Disapprove,Support Clinton,No,No,No,Worse,Clinton,Democrat,Under 15K,Moderate,18 to 64,State,South,45 to 59,50 to 59,Democrat,50 to 64,1.014
51.0,18.0,22.0,Second call,40-44,White,Female,Vinich,Farris,Disapprove,Disapprove,Neither,No,No,No,Same,Dole,Democrat,30 to 50K,Moderate,18 to 64,State,South,30 to 44,40 to 49,Democrat,40 to 49,1.014
51.0,18.0,23.0,Second call,65 and over,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,,,Same,Dole,Independent,Under 15K,Moderate,65 and over,State,South,60 and over,60 and over,Independent/Other,65 and over,1.7189999999999999
51.0,18.0,24.0,Second call,45-49,White,Male,Vinich,Farris,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Independent,15 to 30K,Moderate,18 to 64,State,South,45 to 59,40 to 49,Independent/Other,40 to 49,1.136
51.0,18.0,25.0,Second call,18-24,White,Male,Vinich,,Approve,Disapprove,,No,No,Yes,Same,Perot,Independent,15 to 30K,Liberal,18 to 64,State,South,18 to 29,18 to 24,Independent/Other,18 to 24,1.483
51.0,18.0,26.0,Second call,50-59,White,Male,Vinich,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Democrat,,Conservative,18 to 64,State,South,45 to 59,50 to 59,Democrat,50 to 64,1.367
51.0,18.0,27.0,Second call,65 and over,White,Male,Geringer,Farris,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Independent,15 to 30K,Conservative,65 and over,State,South,60 and over,60 and over,Independent/Other,65 and over,1.428
51.0,18.0,28.0,Second call,60-64,Other,Male,Vinich,Farris,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,15 to 30K,Conservative,18 to 64,State,South,60 and over,60 and over,Democrat,50 to 64,1.3780000000000001
51.0,18.0,29.0,Second call,65 and over,White,Male,Geringer,Cubin,Disapprove,,Neither,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Moderate,65 and over,State,South,60 and over,60 and over,Republican,65 and over,1.7189999999999999
51.0,18.0,30.0,Second call,45-49,White,Male,Vinich,Farris,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Perot,Independent,30 to 50K,Moderate,18 to 64,State,South,45 to 59,40 to 49,Independent/Other,40 to 49,1.136
51.0,18.0,31.0,Second call,60-64,White,,Vinich,Farris,Approve,Disapprove,Support Clinton,No,No,Yes,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,South,60 and over,60 and over,Democrat,50 to 64,1.231
51.0,18.0,32.0,Second call,40-44,White,Female,Geringer,,Approve,Approve,Neither,No,No,No,Better,Did Not Vote,Independent,50 to 75K,Liberal,18 to 64,State,South,30 to 44,40 to 49,Independent/Other,40 to 49,1.176
51.0,18.0,33.0,Second call,65 and over,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,,,No,Same,Dole,Republican,Under 15K,Moderate,65 and over,State,South,60 and over,60 and over,Republican,65 and over,1.534
51.0,18.0,34.0,Second call,30-39,White,Male,Vinich,Farris,Disapprove,Disapprove,Neither,Yes,Yes,No,Same,Clinton,Independent,15 to 30K,Moderate,18 to 64,State,South,30 to 44,30 to 39,Independent/Other,30 to 39,1.136
51.0,18.0,35.0,Second call,18-24,White,Male,Vinich,,Approve,,Neither,No,No,,Better,,Independent,30 to 50K,Moderate,18 to 64,State,South,18 to 29,18 to 24,Independent/Other,18 to 24,1.483
51.0,18.0,36.0,Third call,18-24,White,Male,Vinich,Farris,Approve,Approve,Neither,No,No,No,Same,Perot,Independent,15 to 30K,Liberal,18 to 64,State,South,18 to 29,18 to 24,Independent/Other,18 to 24,1.325
51.0,18.0,37.0,Third call,40-44,White,Female,Vinich,Cubin,Disapprove,Disapprove,Neither,No,No,Yes,Better,Dole,Republican,30 to 50K,Moderate,18 to 64,State,South,30 to 44,40 to 49,Republican,40 to 49,1.219
51.0,18.0,38.0,Third call,50-59,White,Female,Geringer,Cubin,Disapprove,,Oppose Clinton,Yes,No,Yes,Worse,Dole,Democrat,,Moderate,18 to 64,State,South,45 to 59,50 to 59,Democrat,50 to 64,1.264
51.0,18.0,39.0,Third call,45-49,White,Male,Vinich,Farris,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,100K or more,Moderate,18 to 64,State,South,45 to 59,40 to 49,Democrat,40 to 49,1.136
51.0,18.0,40.0,Third call,40-44,Other,Male,Vinich,Farris,Approve,Disapprove,Neither,No,Yes,No,Worse,Dole,Independent,Under 15K,Conservative,18 to 64,State,South,30 to 44,40 to 49,Independent/Other,40 to 49,1.136
51.0,18.0,41.0,Third call,45-49,White,Male,Vinich,Farris,Disapprove,Disapprove,Neither,No,Yes,,Worse,Clinton,Independent,15 to 30K,Liberal,18 to 64,State,South,45 to 59,40 to 49,Independent/Other,40 to 49,1.136
51.0,18.0,42.0,Third call,18-24,White,Male,Geringer,Farris,Approve,Approve,Oppose Clinton,No,No,No,Better,Clinton,Independent,15 to 30K,Moderate,18 to 64,State,South,18 to 29,18 to 24,Independent/Other,18 to 24,1.371
51.0,18.0,43.0,Third call,25-29,White,Female,Geringer,Cubin,Disapprove,Disapprove,Neither,No,No,Yes,Same,Dole,Republican,15 to 30K,Moderate,18 to 64,State,South,18 to 29,25 to 29,Republican,25 to 29,1.4729999999999999
51.0,18.0,44.0,Third call,45-49,White,Female,Geringer,Farris,Approve,Approve,Support Clinton,No,No,Yes,Better,Clinton,Independent,30 to 50K,Conservative,18 to 64,State,South,45 to 59,40 to 49,Independent/Other,40 to 49,1.05
