V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39
1.0,0.0,G,6.0,13.0,20.0,Second call,1.0,50-59,White,Male,Lamm,Schoettler,Less,No,Approve,Disapprove,White,,No,,,,,,,,,,18 to 64,State,Not complete,Arapahoe/Jeff.,45 to 59,50 to 59,,50 to 64,0.7,Clin/Lwnsky
1.0,0.0,G,6.0,13.0,21.0,Second call,1.0,40-44,White,Female,Lamm,Schoettler,More,No,Approve,Disapprove,White,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,30 to 44,40 to 49,Democrat,40 to 49,0.617,Education
1.0,0.0,G,6.0,13.0,22.0,Second call,1.0,50-59,White,Male,Campbell,Owens,Less,No,Disapprove,Approve,White,,No,,,,,,,,,,18 to 64,State,Not complete,Arapahoe/Jeff.,45 to 59,50 to 59,,50 to 64,0.598,Abortion
1.0,0.0,G,6.0,13.0,23.0,Second call,1.0,45-49,White,Male,Campbell,Owens,More,No,Disapprove,Approve,White,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,40 to 49,Republican,40 to 49,0.5609999999999999,Taxes
1.0,0.0,G,6.0,13.0,24.0,Second call,1.0,30-39,Hispanic,Female,Other,Other,More,Yes,Approve,Approve,Hispanic,Neither,Yes,No,No,No,Same,Did not vote,Something else,College grad,30 to 50K,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,30 to 44,30 to 39,Independent/Other,30 to 39,0.714,
1.0,0.0,G,6.0,13.0,25.0,Second call,1.0,50-59,White,Male,Campbell,Owens,Less,No,Disapprove,Disapprove,White,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,Some college,100K or more,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,50 to 59,Republican,50 to 64,0.598,Taxes
1.0,0.0,G,6.0,13.0,26.0,Second call,1.0,18-24,White,Female,Campbell,Owens,More,No,Disapprove,Approve,White,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,College grad,100K or more,Conservative,18 to 64,State,Complete,Arapahoe/Jeff.,18 to 29,18 to 24,Republican,18 to 24,0.462,Clin/Lwnsky
1.0,0.0,G,6.0,13.0,27.0,Second call,1.0,45-49,White,Male,Campbell,Owens,Less,No,Disapprove,Approve,White,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,40 to 49,Republican,40 to 49,0.598,Clin/Lwnsky
1.0,0.0,G,6.0,13.0,28.0,Second call,1.0,40-44,White,Male,Campbell,Schoettler,More,No,Approve,Disapprove,White,,No,,,,,,,,,,18 to 64,State,Not complete,Arapahoe/Jeff.,30 to 44,40 to 49,,40 to 49,0.6,Taxes
1.0,0.0,G,6.0,13.0,29.0,Second call,1.0,18-24,White,Male,Campbell,Owens,Less,No,Disapprove,Approve,White,Neither,No,No,Yes,Yes,Better,Did not vote,Republican,No HS,75 to 100K,Liberal,18 to 64,State,Complete,Arapahoe/Jeff.,18 to 29,18 to 24,Republican,18 to 24,0.49,Education
1.0,0.0,G,6.0,13.0,30.0,Second call,1.0,45-49,Hispanic,Female,Lamm,Schoettler,Less,Yes,Approve,Disapprove,Hispanic,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,HS grad,100K or more,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,40 to 49,Democrat,40 to 49,0.467,Education
1.0,0.0,G,6.0,13.0,31.0,Third call,1.0,50-59,White,Female,Lamm,Schoettler,More,No,Approve,Approve,White,Neither,No,No,No,Yes,Same,Dole,Democrat,Some college,100K or more,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,50 to 59,Democrat,50 to 64,0.617,Environment
1.0,0.0,G,6.0,13.0,32.0,Third call,1.0,25-29,White,Male,Campbell,Owens,More,No,Disapprove,Approve,White,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,Some college,100K or more,Liberal,18 to 64,State,Complete,Arapahoe/Jeff.,18 to 29,25 to 29,Republican,25 to 29,0.49,Education
1.0,0.0,G,6.0,13.0,33.0,Third call,1.0,18-24,Asian,Male,Campbell,Owens,Less,No,Approve,Approve,Asian,Neither,No,No,No,No,Better,Clinton,Republican,College grad,Under 15K,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,18 to 29,18 to 24,Republican,18 to 24,0.49,Education
1.0,0.0,G,6.0,13.0,34.0,Third call,1.0,45-49,White,Male,Lamm,Schoettler,Less,No,Approve,Disapprove,White,Support Clinton,No,No,No,No,Better,Clinton,Independent,Postgrad,75 to 100K,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,40 to 49,Independent/Other,40 to 49,0.654,Clin/Lwnsky
1.0,0.0,G,6.0,13.0,35.0,Third call,1.0,45-49,White,Female,Campbell,Owens,Less,No,Disapprove,Disapprove,White,Oppose Clinton,,Yes,Yes,,Better,Dole,Republican,College grad,100K or more,Conservative,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,40 to 49,Republican,40 to 49,0.565,
1.0,0.0,G,6.0,13.0,36.0,Third call,1.0,18-24,White,Male,Campbell,Owens,Less,No,Disapprove,Approve,White,Oppose Clinton,No,Yes,Yes,Yes,Same,Did not vote,Republican,Some college,75 to 100K,Conservative,18 to 64,State,Complete,Arapahoe/Jeff.,18 to 29,18 to 24,Republican,18 to 24,0.525,Taxes
1.0,0.0,G,6.0,13.0,37.0,Third call,1.0,30-39,White,Male,Other,Other,Less,No,Disapprove,Disapprove,White,Neither,Yes,Yes,Yes,No,Better,Other,Republican,Postgrad,100K or more,Conservative,18 to 64,State,Complete,Arapahoe/Jeff.,30 to 44,30 to 39,Republican,30 to 39,1.001,Abortion
1.0,0.0,G,6.0,13.0,38.0,Third call,1.0,50-59,White,Female,Lamm,Schoettler,More,No,,,White,Neither,No,No,No,No,Worse,,Independent,Postgrad,100K or more,Liberal,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,50 to 59,Independent/Other,50 to 64,0.617,Abortion
1.0,0.0,G,6.0,13.0,39.0,Third call,1.0,50-59,White,Female,Lamm,Owens,Less,No,Approve,Approve,White,Neither,No,No,Yes,Yes,Better,Dole,Independent,College grad,100K or more,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,50 to 59,Independent/Other,50 to 64,0.616,Education
1.0,0.0,G,6.0,13.0,40.0,Third call,1.0,25-29,White,Female,Campbell,Schoettler,Less,No,,,White,Neither,No,,Yes,,Better,Perot,Republican,College grad,,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,18 to 29,25 to 29,Republican,25 to 29,0.49600000000000005,Education
1.0,0.0,G,6.0,13.0,41.0,Third call,1.0,30-39,White,Female,Campbell,Owens,Less,No,Disapprove,Disapprove,White,Oppose Clinton,No,Yes,Yes,Yes,Better,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,State,Complete,Arapahoe/Jeff.,30 to 44,30 to 39,Republican,30 to 39,0.5289999999999999,Taxes
1.0,0.0,G,6.0,13.0,42.0,Third call,1.0,50-59,White,Female,Campbell,Owens,Less,No,Disapprove,Approve,White,Oppose Clinton,No,No,Yes,Yes,Same,Dole,Independent,College grad,Under 15K,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,50 to 59,Independent/Other,50 to 64,0.5289999999999999,Health Care
1.0,0.0,G,6.0,13.0,43.0,Third call,1.0,40-44,Hispanic,Male,Campbell,Owens,More,Yes,Disapprove,Approve,White,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,State,Complete,Arapahoe/Jeff.,30 to 44,40 to 49,Republican,40 to 49,0.451,Education
1.0,0.0,G,6.0,13.0,44.0,Third call,1.0,45-49,White,Male,Lamm,Schoettler,Less,No,Approve,Disapprove,White,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,75 to 100K,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,40 to 49,Democrat,40 to 49,0.654,Education
1.0,0.0,G,6.0,13.0,45.0,Third call,1.0,30-39,White,Female,,Other,Less,No,Approve,Disapprove,White,Neither,No,No,No,Yes,Worse,Perot,,Postgrad,Under 15K,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,30 to 44,30 to 39,,30 to 39,1.435,
1.0,0.0,G,6.0,13.0,46.0,Third call,1.0,40-44,White,Male,Lamm,Schoettler,Less,No,Approve,Disapprove,White,Neither,No,No,Yes,Yes,Same,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,30 to 44,40 to 49,Democrat,40 to 49,0.654,Environment
1.0,0.0,G,6.0,13.0,47.0,Third call,1.0,45-49,White,Female,Campbell,Schoettler,Less,No,Disapprove,Approve,White,Oppose Clinton,No,Yes,Yes,Yes,Better,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,40 to 49,Republican,40 to 49,0.5660000000000001,Social Security
1.0,0.0,G,6.0,13.0,48.0,Third call,1.0,40-44,White,Female,Campbell,Owens,Less,No,Approve,Approve,White,Oppose Clinton,No,No,No,No,Better,Dole,Democrat,College grad,75 to 100K,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,30 to 44,40 to 49,Democrat,40 to 49,0.5289999999999999,Clin/Lwnsky
1.0,0.0,G,6.0,13.0,49.0,Third call,1.0,50-59,Other,Female,Lamm,Schoettler,More,No,Approve,,Other,Neither,No,No,No,No,Same,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,50 to 59,Democrat,50 to 64,0.617,Abortion
1.0,0.0,G,6.0,13.0,50.0,Third call,1.0,30-39,White,Male,Campbell,Owens,Less,No,Approve,Approve,White,Neither,No,No,Yes,No,Same,Clinton,Independent,Postgrad,100K or more,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,30 to 44,30 to 39,Independent/Other,30 to 39,0.5609999999999999,Taxes
1.0,0.0,G,6.0,13.0,51.0,Third call,1.0,50-59,White,Male,Campbell,Owens,Less,No,Disapprove,Disapprove,White,,No,,,,,,,,,,18 to 64,State,Not complete,Arapahoe/Jeff.,45 to 59,50 to 59,,50 to 64,0.598,
1.0,0.0,G,6.0,13.0,52.0,Third call,1.0,30-39,White,Female,Lamm,Schoettler,More,No,Approve,Disapprove,White,Neither,No,No,No,No,Worse,Perot,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,State,Complete,Arapahoe/Jeff.,30 to 44,30 to 39,Democrat,30 to 39,0.6599999999999999,Taxes
1.0,0.0,G,6.0,13.0,53.0,Third call,1.0,45-49,White,Female,Campbell,Owens,,No,Disapprove,,White,Neither,No,No,Yes,,Worse,Perot,Independent,Some college,50 to 75K,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,40 to 49,Independent/Other,40 to 49,0.5289999999999999,Abortion
1.0,0.0,G,6.0,13.0,54.0,Third call,1.0,40-44,Hispanic,Male,Campbell,Owens,More,Yes,Disapprove,Approve,Hispanic,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,100K or more,Conservative,18 to 64,State,Complete,Arapahoe/Jeff.,30 to 44,40 to 49,Republican,40 to 49,0.451,
1.0,0.0,G,6.0,13.0,55.0,Third call,1.0,50-59,White,Female,Campbell,Owens,Less,No,Disapprove,Approve,White,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,HS grad,100K or more,Conservative,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,50 to 59,Republican,50 to 64,0.544,Abortion
1.0,0.0,G,6.0,13.0,56.0,Third call,1.0,50-59,White,Female,Lamm,Owens,Less,No,Disapprove,Approve,White,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,College grad,100K or more,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,50 to 59,Republican,50 to 64,0.577,
1.0,0.0,G,6.0,13.0,57.0,Third call,1.0,40-44,White,Male,Campbell,Owens,Less,No,Disapprove,Approve,White,,No,,,,,,,,,,18 to 64,State,Not complete,Arapahoe/Jeff.,30 to 44,40 to 49,,40 to 49,0.5609999999999999,Taxes
1.0,0.0,G,6.0,13.0,58.0,Third call,1.0,18-24,Hispanic,Female,Campbell,Owens,More,Yes,Disapprove,Approve,Hispanic,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Did not vote,Republican,,Under 15K,Conservative,18 to 64,State,Complete,Arapahoe/Jeff.,18 to 29,18 to 24,Republican,18 to 24,0.348,Abortion
1.0,0.0,G,6.0,13.0,59.0,Third call,1.0,45-49,White,Female,Campbell,Owens,Less,No,Disapprove,Approve,White,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Independent,Postgrad,50 to 75K,Conservative,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,40 to 49,Independent/Other,40 to 49,0.5289999999999999,
1.0,0.0,G,6.0,14.0,1.0,First call,1.0,50-59,White,Male,Campbell,Owens,Less,No,Disapprove,Approve,White,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,100K or more,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,50 to 59,Republican,50 to 64,0.491,Taxes
1.0,0.0,G,6.0,14.0,2.0,First call,1.0,50-59,White,Female,Campbell,Owens,,No,Disapprove,Approve,White,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,HS grad,100K or more,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,50 to 59,Republican,50 to 64,0.435,
1.0,0.0,G,6.0,14.0,3.0,First call,1.0,60-64,White,Male,Campbell,Owens,Less,No,Disapprove,Approve,White,Oppose Clinton,No,Yes,Yes,,Worse,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,State,Complete,Arapahoe/Jeff.,60 and over,60 and over,Republican,50 to 64,0.721,Environment
1.0,0.0,G,6.0,14.0,4.0,First call,1.0,45-49,White,Male,Campbell,Owens,Less,No,Disapprove,Approve,White,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,100K or more,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,40 to 49,Republican,40 to 49,0.458,Taxes
1.0,0.0,G,6.0,14.0,5.0,First call,1.0,45-49,White,Female,Lamm,Schoettler,Less,No,Approve,Disapprove,White,Support Clinton,Yes,No,No,Yes,Better,Clinton,Democrat,Postgrad,100K or more,Liberal,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,40 to 49,Democrat,40 to 49,0.507,Abortion
1.0,0.0,G,6.0,14.0,6.0,First call,1.0,45-49,Asian,Male,Campbell,Owens,Less,No,Disapprove,Approve,Asian,Neither,No,No,Yes,Yes,Better,Dole,Republican,Postgrad,100K or more,Conservative,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,40 to 49,Republican,40 to 49,0.458,Taxes
1.0,0.0,G,6.0,14.0,7.0,First call,1.0,50-59,White,Male,Lamm,Schoettler,More,No,Approve,Disapprove,White,Neither,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,100K or more,Liberal,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,50 to 59,Democrat,50 to 64,0.538,Social Security
1.0,0.0,G,6.0,14.0,8.0,First call,1.0,45-49,White,Female,Lamm,Schoettler,,No,,,White,Neither,No,No,,Yes,Better,Clinton,Independent,Postgrad,100K or more,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,40 to 49,Independent/Other,40 to 49,0.507,
1.0,0.0,G,6.0,14.0,9.0,First call,1.0,45-49,White,Female,Lamm,Schoettler,More,No,Approve,Disapprove,White,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Postgrad,100K or more,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,40 to 49,Democrat,40 to 49,0.507,Clin/Lwnsky
1.0,0.0,G,6.0,14.0,10.0,First call,1.0,50-59,White,Male,Lamm,Schoettler,Less,No,,Disapprove,White,Neither,No,No,No,,Same,Other,Democrat,College grad,100K or more,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,50 to 59,Democrat,50 to 64,0.538,Abortion
1.0,0.0,G,6.0,14.0,11.0,First call,1.0,30-39,White,Female,Campbell,Owens,Less,No,Disapprove,Approve,White,Oppose Clinton,No,Yes,Yes,,,Dole,Republican,Postgrad,,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,30 to 44,30 to 39,Republican,30 to 39,0.435,Abortion
1.0,0.0,G,6.0,14.0,12.0,First call,1.0,30-39,White,Female,Lamm,Schoettler,More,No,Approve,Disapprove,White,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Some college,100K or more,Liberal,18 to 64,State,Complete,Arapahoe/Jeff.,30 to 44,30 to 39,Democrat,30 to 39,0.507,Abortion
1.0,0.0,G,6.0,14.0,13.0,First call,1.0,50-59,White,Male,Campbell,Schoettler,Less,No,Approve,Disapprove,White,,No,,,,,,,,,,18 to 64,State,Not complete,Arapahoe/Jeff.,45 to 59,50 to 59,,50 to 64,0.492,
1.0,0.0,G,6.0,14.0,14.0,First call,1.0,40-44,Hispanic,Male,Campbell,Schoettler,Less,Yes,Disapprove,,White,Neither,,No,No,Yes,Same,Perot,Independent,Postgrad,100K or more,Conservative,18 to 64,State,Complete,Arapahoe/Jeff.,30 to 44,40 to 49,Independent/Other,40 to 49,0.371,
1.0,0.0,G,6.0,14.0,15.0,Second call,1.0,45-49,White,Female,Campbell,Schoettler,Less,No,Approve,Approve,White,Neither,No,No,No,Yes,Same,Dole,Republican,Postgrad,100K or more,,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,40 to 49,Republican,40 to 49,0.463,Taxes
1.0,0.0,G,6.0,14.0,16.0,Second call,1.0,45-49,White,Female,Campbell,Owens,Less,No,Disapprove,Approve,White,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,College grad,100K or more,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,40 to 49,Republican,40 to 49,0.462,Taxes
1.0,0.0,G,6.0,14.0,17.0,Second call,1.0,50-59,White,Male,Campbell,Schoettler,Less,No,Approve,Disapprove,White,Neither,No,No,No,Yes,Same,Clinton,Independent,Some college,50 to 75K,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,50 to 59,Independent/Other,50 to 64,0.526,Education
1.0,0.0,G,6.0,14.0,18.0,Second call,1.0,50-59,White,Male,Campbell,Owens,Less,No,Disapprove,Approve,White,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,Postgrad,100K or more,Conservative,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,50 to 59,Republican,50 to 64,0.491,Clin/Lwnsky
1.0,0.0,G,6.0,14.0,19.0,Second call,1.0,50-59,White,Female,Lamm,Schoettler,More,No,Disapprove,Disapprove,White,Neither,No,,,,Same,Clinton,Independent,College grad,100K or more,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,50 to 59,Independent/Other,50 to 64,0.507,Abortion
1.0,0.0,G,6.0,14.0,20.0,Second call,1.0,40-44,White,Female,Campbell,Owens,Less,No,Disapprove,Disapprove,White,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,100K or more,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,30 to 44,40 to 49,Republican,40 to 49,0.462,Education
1.0,0.0,G,6.0,14.0,21.0,Second call,1.0,50-59,White,Female,Campbell,Owens,Less,No,Disapprove,Approve,White,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,100K or more,Conservative,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,50 to 59,Republican,50 to 64,0.435,Education
1.0,0.0,G,6.0,14.0,22.0,Second call,1.0,40-44,White,Female,Campbell,Owens,Less,No,Approve,Approve,White,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,College grad,100K or more,Conservative,18 to 64,State,Complete,Arapahoe/Jeff.,30 to 44,40 to 49,Republican,40 to 49,0.435,Education
1.0,0.0,G,6.0,14.0,23.0,Second call,1.0,40-44,White,Female,Campbell,Schoettler,Less,No,Approve,Disapprove,White,,No,,,,,,,,,,18 to 64,State,Not complete,Arapahoe/Jeff.,30 to 44,40 to 49,,40 to 49,0.463,
1.0,0.0,G,6.0,14.0,24.0,Second call,1.0,40-44,White,Female,,Owens,Less,,Disapprove,Approve,White,Neither,Yes,Yes,Yes,,Better,Perot,Independent,HS grad,75 to 100K,Conservative,18 to 64,State,Complete,Arapahoe/Jeff.,30 to 44,40 to 49,Independent/Other,40 to 49,0.455,
1.0,0.0,G,6.0,14.0,25.0,Second call,1.0,50-59,White,Female,Campbell,Owens,Less,No,Disapprove,Approve,White,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,College grad,100K or more,Conservative,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,50 to 59,Republican,50 to 64,0.462,Abortion
1.0,0.0,G,6.0,14.0,26.0,Second call,1.0,45-49,White,Female,Campbell,Owens,Less,No,Disapprove,,White,Neither,No,,Yes,,Same,Dole,Independent,Postgrad,100K or more,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,40 to 49,Independent/Other,40 to 49,0.462,
1.0,0.0,G,6.0,14.0,27.0,Second call,1.0,40-44,White,Female,Campbell,Owens,Less,No,Disapprove,Approve,White,Oppose Clinton,,No,Yes,Yes,Better,Dole,Republican,Some college,100K or more,Conservative,18 to 64,State,Complete,Arapahoe/Jeff.,30 to 44,40 to 49,Republican,40 to 49,0.445,
1.0,0.0,G,6.0,14.0,28.0,Second call,1.0,45-49,White,Male,Campbell,Owens,Less,No,Disapprove,Approve,White,Oppose Clinton,No,No,Yes,Yes,Better,Dole,Republican,Postgrad,100K or more,Conservative,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,40 to 49,Republican,40 to 49,0.458,Taxes
1.0,0.0,G,6.0,14.0,29.0,Second call,1.0,45-49,White,Female,Lamm,Schoettler,Less,No,Approve,Disapprove,White,Neither,No,No,,Yes,Same,Clinton,Independent,Some college,100K or more,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,40 to 49,Independent/Other,40 to 49,0.541,Abortion
1.0,0.0,G,6.0,14.0,30.0,Second call,1.0,40-44,White,Male,Campbell,Owens,Less,No,Disapprove,Disapprove,White,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,Some college,100K or more,Conservative,18 to 64,State,Complete,Arapahoe/Jeff.,30 to 44,40 to 49,Republican,40 to 49,0.458,Taxes
1.0,0.0,G,6.0,14.0,31.0,Third call,1.0,18-24,White,Female,Lamm,Schoettler,Less,No,Approve,Approve,White,Neither,No,No,No,No,Same,Did not vote,Independent,HS grad,,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,18 to 29,18 to 24,Independent/Other,18 to 24,0.444,Education
1.0,0.0,G,6.0,14.0,32.0,Third call,1.0,18-24,White,Male,Campbell,Owens,More,No,Approve,Disapprove,White,Neither,No,No,Yes,No,Better,Dole,Republican,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,18 to 29,18 to 24,Republican,18 to 24,0.402,Education
1.0,0.0,G,6.0,14.0,33.0,Third call,1.0,30-39,White,Female,Lamm,Schoettler,More,No,Approve,,White,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Postgrad,,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,30 to 44,30 to 39,Democrat,30 to 39,0.507,Education
1.0,0.0,G,6.0,14.0,34.0,Third call,1.0,65 and over,White,Male,Lamm,Schoettler,Less,No,Approve,Disapprove,White,Support Clinton,No,No,No,No,Better,Clinton,Independent,Some college,30 to 50K,Liberal,65 and over,State,Complete,Arapahoe/Jeff.,60 and over,60 and over,Independent/Other,65 and over,0.789,Clin/Lwnsky
1.0,0.0,G,6.0,14.0,35.0,Third call,1.0,50-59,White,Female,Campbell,Owens,Less,No,Disapprove,Disapprove,White,Oppose Clinton,No,No,Yes,Yes,Same,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,50 to 59,Republican,50 to 64,0.435,Education
1.0,0.0,G,6.0,14.0,36.0,Third call,1.0,40-44,Black,Female,Lamm,Owens,Less,No,Approve,Disapprove,Black,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,,Liberal,18 to 64,State,Complete,Arapahoe/Jeff.,30 to 44,40 to 49,Democrat,40 to 49,0.38099999999999995,Health Care
1.0,0.0,G,6.0,14.0,37.0,Third call,1.0,30-39,White,Female,Lamm,Schoettler,,No,Approve,Disapprove,White,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,,100K or more,,18 to 64,State,Complete,Arapahoe/Jeff.,30 to 44,30 to 39,Democrat,30 to 39,0.541,Health Care
1.0,0.0,G,6.0,14.0,38.0,Third call,1.0,18-24,White,Female,Campbell,Schoettler,Less,No,Disapprove,Approve,White,Neither,No,Yes,Yes,Yes,Same,Did not vote,Republican,HS grad,100K or more,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,18 to 29,18 to 24,Republican,18 to 24,0.406,Education
1.0,0.0,G,6.0,14.0,39.0,Third call,1.0,65 and over,White,Female,Lamm,Owens,Less,No,Approve,Approve,White,Neither,Yes,No,No,No,Better,Clinton,Democrat,Postgrad,50 to 75K,Moderate,65 and over,State,Complete,Arapahoe/Jeff.,60 and over,60 and over,Democrat,65 and over,0.694,Abortion
1.0,0.0,G,6.0,14.0,40.0,Third call,1.0,50-59,White,Male,Campbell,Owens,Less,No,Disapprove,Approve,White,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,College grad,,Conservative,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,50 to 59,Republican,50 to 64,0.458,Clin/Lwnsky
1.0,0.0,G,6.0,14.0,41.0,Third call,1.0,40-44,White,Female,Lamm,Schoettler,Less,No,Approve,Disapprove,White,Support Clinton,No,No,No,Yes,Better,Clinton,Independent,College grad,30 to 50K,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,30 to 44,40 to 49,Independent/Other,40 to 49,0.507,
1.0,0.0,G,6.0,14.0,42.0,Third call,1.0,65 and over,White,Female,Campbell,Owens,Less,No,Disapprove,Approve,White,,Yes,Yes,Yes,Yes,Same,Dole,Republican,College grad,,Conservative,65 and over,State,Complete,Arapahoe/Jeff.,60 and over,60 and over,Republican,65 and over,0.654,
1.0,0.0,G,6.0,14.0,43.0,Third call,1.0,50-59,White,Male,Lamm,Owens,Less,,Approve,Disapprove,White,Neither,Yes,No,No,Yes,Better,Perot,Independent,Postgrad,50 to 75K,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,50 to 59,Independent/Other,50 to 64,0.5349999999999999,Abortion
1.0,0.0,G,6.0,14.0,44.0,Third call,1.0,50-59,White,Female,,Owens,,No,Disapprove,,White,,No,,,,Better,Clinton,Independent,College grad,100K or more,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,45 to 59,50 to 59,Independent/Other,50 to 64,0.442,Abortion
1.0,0.0,G,6.0,14.0,45.0,Third call,1.0,40-44,White,Male,Campbell,Other,Less,No,Approve,Approve,White,Support Clinton,No,No,No,No,Same,Clinton,Republican,Postgrad,100K or more,Moderate,18 to 64,State,Complete,Arapahoe/Jeff.,30 to 44,40 to 49,Republican,40 to 49,1.218,
