V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36
1.0,0.0,G,39.0,16.0,43.0,Third call,1.0,40-44,White,Female,Specter,Luksik,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Perot,Democrat,HS grad,50 to 75K,Moderate,18 to 64,State,Complete,Pittsburgh/West,30 to 44,40 to 49,Democrat,40 to 49,0.8740000000000001,Unfavorable,Yes
1.0,0.0,G,39.0,16.0,44.0,Third call,1.0,50-59,White,Female,Lloyd,Itkin,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Conservative,18 to 64,State,Complete,Pittsburgh/West,45 to 59,50 to 59,Democrat,50 to 64,0.775,Favorable,Yes
1.0,0.0,G,39.0,16.0,45.0,Third call,1.0,65 and over,White,Female,Other,,Approve,Disapprove,Support Clinton,Yes,Yes,Yes,Same,Dole,Democrat,HS grad,,Moderate,65 and over,State,Complete,Pittsburgh/West,60 and over,60 and over,Democrat,65 and over,2.003,Unfavorable,No
1.0,0.0,G,39.0,22.0,1.0,First call,1.0,45-49,White,Female,Specter,Itkin,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,State,Complete,Central/N Tier,45 to 59,40 to 49,Democrat,40 to 49,0.515,Unfavorable,Yes
1.0,0.0,G,39.0,22.0,2.0,First call,1.0,65 and over,White,Male,Specter,Ridge,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Democrat,Some college,15 to 30K,Conservative,65 and over,State,Complete,Central/N Tier,60 and over,60 and over,Democrat,65 and over,0.632,Unfavorable,No
1.0,0.0,G,39.0,22.0,3.0,First call,1.0,45-49,White,Male,Specter,Ridge,Approve,Approve,Neither,,Yes,,Same,Perot,Democrat,College grad,,Liberal,18 to 64,State,Complete,Central/N Tier,45 to 59,40 to 49,Democrat,40 to 49,0.5449999999999999,Unfavorable,No
1.0,0.0,G,39.0,22.0,4.0,First call,1.0,40-44,White,Male,Lloyd,Itkin,Approve,Disapprove,Neither,No,No,Yes,Worse,Perot,Democrat,HS grad,15 to 30K,Liberal,18 to 64,State,Complete,Central/N Tier,30 to 44,40 to 49,Democrat,40 to 49,0.741,Favorable,No
1.0,0.0,G,39.0,22.0,5.0,First call,1.0,50-59,White,Female,Specter,Ridge,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Better,Dole,Republican,HS grad,30 to 50K,Moderate,18 to 64,State,Complete,Central/N Tier,45 to 59,50 to 59,Republican,50 to 64,0.5569999999999999,Unfavorable,No
1.0,0.0,G,39.0,22.0,6.0,First call,1.0,65 and over,White,Male,Lloyd,Itkin,Approve,Disapprove,Support Clinton,No,Yes,,Worse,Clinton,Democrat,No HS,Under 15K,Moderate,65 and over,State,Complete,Central/N Tier,60 and over,60 and over,Democrat,65 and over,0.859,Favorable,No
1.0,0.0,G,39.0,22.0,7.0,First call,1.0,65 and over,White,Male,Specter,Itkin,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,Some college,15 to 30K,Moderate,65 and over,State,Complete,Central/N Tier,60 and over,60 and over,Democrat,65 and over,0.586,Favorable,No
1.0,0.0,G,39.0,22.0,8.0,Second call,1.0,60-64,White,Female,Specter,Ridge,Disapprove,Approve,Neither,No,Yes,Yes,Same,Dole,Republican,Postgrad,15 to 30K,Moderate,18 to 64,State,Complete,Central/N Tier,60 and over,60 and over,Republican,50 to 64,0.644,Unfavorable,Yes
1.0,0.0,G,39.0,22.0,9.0,Second call,1.0,50-59,White,Female,Lloyd,Itkin,Approve,Disapprove,Neither,,No,No,Better,Clinton,Democrat,College grad,15 to 30K,Moderate,18 to 64,State,Complete,Central/N Tier,45 to 59,50 to 59,Democrat,50 to 64,0.7569999999999999,Favorable,Yes
1.0,0.0,G,39.0,22.0,10.0,Second call,1.0,65 and over,White,Male,Specter,Ridge,Disapprove,Disapprove,Neither,No,Yes,Yes,Worse,Dole,Republican,HS grad,30 to 50K,Conservative,65 and over,State,Complete,Central/N Tier,60 and over,60 and over,Republican,65 and over,0.632,Unfavorable,No
1.0,0.0,G,39.0,22.0,11.0,Second call,1.0,65 and over,White,Female,Specter,Ridge,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Clinton,Democrat,HS grad,,Conservative,65 and over,State,Complete,Central/N Tier,60 and over,60 and over,Democrat,65 and over,0.644,Favorable,No
1.0,0.0,G,39.0,22.0,12.0,Second call,1.0,65 and over,White,Female,Specter,Ridge,Approve,Disapprove,Neither,No,No,No,Same,Dole,Republican,Some college,75 to 100K,Moderate,65 and over,State,Complete,Central/N Tier,60 and over,60 and over,Republican,65 and over,0.644,Favorable,No
1.0,0.0,G,39.0,22.0,13.0,Second call,1.0,18-24,White,Female,Lloyd,Itkin,Approve,Approve,Neither,,Yes,,Same,Did not vote,,HS grad,15 to 30K,Liberal,18 to 64,State,Complete,Central/N Tier,18 to 29,18 to 24,,18 to 24,0.9920000000000001,Unfavorable,Yes
1.0,0.0,G,39.0,22.0,14.0,Second call,1.0,45-49,White,Male,Lloyd,Itkin,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,Postgrad,30 to 50K,Liberal,18 to 64,State,Complete,Central/N Tier,45 to 59,40 to 49,Democrat,40 to 49,0.741,Unfavorable,No
1.0,0.0,G,39.0,22.0,15.0,Second call,1.0,65 and over,White,Male,Lloyd,Luksik,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Liberal,65 and over,State,Complete,Central/N Tier,60 and over,60 and over,Democrat,65 and over,0.913,Unfavorable,No
1.0,0.0,G,39.0,22.0,16.0,Second call,1.0,65 and over,White,Female,Specter,Other,Disapprove,Disapprove,Support Clinton,No,No,No,Worse,Clinton,Democrat,No HS,15 to 30K,Moderate,65 and over,State,Complete,Central/N Tier,60 and over,60 and over,Democrat,65 and over,0.38399999999999995,Favorable,No
1.0,0.0,G,39.0,22.0,17.0,Second call,1.0,50-59,White,Female,Lloyd,Itkin,Approve,Disapprove,Oppose Clinton,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Conservative,18 to 64,State,Complete,Central/N Tier,45 to 59,50 to 59,Democrat,50 to 64,0.7569999999999999,Unfavorable,No
1.0,0.0,G,39.0,22.0,18.0,Second call,1.0,50-59,White,Female,Lloyd,Itkin,Disapprove,,Neither,No,No,No,Same,Dole,Democrat,No HS,15 to 30K,Moderate,18 to 64,State,Complete,Central/N Tier,45 to 59,50 to 59,Democrat,50 to 64,0.7569999999999999,Unfavorable,Yes
1.0,0.0,G,39.0,22.0,19.0,Second call,1.0,65 and over,,Female,Specter,Luksik,,,Oppose Clinton,No,No,No,Worse,Clinton,Democrat,No HS,,Moderate,65 and over,State,Complete,Central/N Tier,60 and over,60 and over,Democrat,65 and over,0.6349999999999999,Unfavorable,
1.0,0.0,G,39.0,22.0,20.0,Second call,1.0,65 and over,White,Male,Specter,Ridge,Disapprove,Approve,Support Clinton,Yes,,,Worse,Dole,Republican,College grad,,Moderate,65 and over,State,Complete,Central/N Tier,60 and over,60 and over,Republican,65 and over,0.632,Unfavorable,No
1.0,0.0,G,39.0,22.0,21.0,Second call,1.0,50-59,White,Female,Lloyd,Itkin,Approve,Approve,Support Clinton,Yes,No,No,,Clinton,Democrat,No HS,50 to 75K,Moderate,18 to 64,State,Complete,Central/N Tier,45 to 59,50 to 59,Democrat,50 to 64,0.7569999999999999,Favorable,No
1.0,0.0,G,39.0,22.0,22.0,Second call,1.0,40-44,White,Male,Lloyd,Itkin,Disapprove,Approve,Neither,Yes,Yes,No,Worse,Dole,Democrat,Some college,15 to 30K,Moderate,18 to 64,State,Complete,Central/N Tier,30 to 44,40 to 49,Democrat,40 to 49,0.741,Unfavorable,Yes
1.0,0.0,G,39.0,22.0,23.0,Second call,1.0,25-29,White,Female,Specter,Ridge,Disapprove,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,Postgrad,30 to 50K,Liberal,18 to 64,State,Complete,Central/N Tier,18 to 29,25 to 29,Democrat,25 to 29,0.7289999999999999,,No
1.0,0.0,G,39.0,22.0,24.0,Second call,1.0,40-44,White,Male,Lloyd,Ridge,Approve,Disapprove,,No,No,No,Better,Dole,Democrat,HS grad,Under 15K,Conservative,18 to 64,State,Complete,Central/N Tier,30 to 44,40 to 49,Democrat,40 to 49,0.799,Favorable,No
1.0,0.0,G,39.0,22.0,25.0,Third call,1.0,30-39,White,Female,Lloyd,Itkin,Approve,Approve,Support Clinton,No,No,,Better,Clinton,Democrat,HS grad,,Moderate,18 to 64,State,Complete,Central/N Tier,30 to 44,30 to 39,Democrat,30 to 39,0.7569999999999999,Favorable,No
1.0,0.0,G,39.0,22.0,26.0,Third call,1.0,45-49,White,Female,Specter,Luksik,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Worse,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,State,Complete,Central/N Tier,45 to 59,40 to 49,Republican,40 to 49,0.548,Unfavorable,Yes
1.0,0.0,G,39.0,22.0,27.0,Third call,1.0,50-59,White,Female,Lloyd,Ridge,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Something else,HS grad,30 to 50K,Moderate,18 to 64,State,Complete,Central/N Tier,45 to 59,50 to 59,Independent/Other,50 to 64,0.8150000000000001,Unfavorable,No
1.0,0.0,G,39.0,22.0,28.0,Third call,1.0,65 and over,White,Male,Specter,Ridge,Approve,Disapprove,Neither,Yes,Yes,No,Worse,Perot,Independent,HS grad,15 to 30K,Conservative,65 and over,State,Complete,Central/N Tier,60 and over,60 and over,Independent/Other,65 and over,0.632,Unfavorable,No
1.0,0.0,G,39.0,22.0,29.0,Third call,1.0,40-44,White,Female,Specter,Ridge,Approve,Approve,Neither,No,No,Yes,Better,Clinton,Democrat,HS grad,50 to 75K,Moderate,18 to 64,State,Complete,Central/N Tier,30 to 44,40 to 49,Democrat,40 to 49,0.5569999999999999,Unfavorable,No
1.0,0.0,G,39.0,22.0,30.0,Third call,1.0,30-39,White,Male,Specter,Ridge,Disapprove,Approve,Oppose Clinton,No,Yes,,Better,Perot,Republican,Postgrad,30 to 50K,Moderate,18 to 64,State,Complete,Central/N Tier,30 to 44,30 to 39,Republican,30 to 39,0.5449999999999999,Unfavorable,Yes
1.0,0.0,G,39.0,22.0,31.0,Third call,1.0,40-44,White,Female,Specter,Ridge,Approve,Disapprove,Neither,No,No,No,Worse,Clinton,Democrat,Some college,Under 15K,Moderate,18 to 64,State,Complete,Central/N Tier,30 to 44,40 to 49,Democrat,40 to 49,0.5569999999999999,Favorable,No
1.0,0.0,G,39.0,22.0,32.0,Third call,1.0,18-24,White,Female,Lloyd,Itkin,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Did not vote,Democrat,HS grad,30 to 50K,Moderate,18 to 64,State,Complete,Central/N Tier,18 to 29,18 to 24,Democrat,18 to 24,0.9920000000000001,Unfavorable,Yes
1.0,0.0,G,39.0,22.0,33.0,Third call,1.0,45-49,White,Female,Specter,Ridge,Disapprove,Approve,Neither,No,Yes,No,Same,Dole,Republican,HS grad,75 to 100K,Moderate,18 to 64,State,Complete,Central/N Tier,45 to 59,40 to 49,Republican,40 to 49,0.5569999999999999,Unfavorable,Yes
1.0,0.0,G,39.0,22.0,34.0,Third call,1.0,25-29,White,Male,Lloyd,Itkin,Approve,Disapprove,Support Clinton,No,No,No,Better,Did not vote,Independent,Some college,50 to 75K,Liberal,18 to 64,State,Complete,Central/N Tier,18 to 29,25 to 29,Independent/Other,25 to 29,0.9720000000000001,Favorable,No
1.0,0.0,G,39.0,22.0,35.0,Third call,1.0,45-49,Black,Male,Lloyd,Itkin,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,Postgrad,50 to 75K,Liberal,18 to 64,State,Complete,Central/N Tier,45 to 59,40 to 49,Democrat,40 to 49,0.517,Favorable,No
1.0,0.0,G,39.0,22.0,36.0,Third call,1.0,45-49,White,Female,Specter,Ridge,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Republican,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Central/N Tier,45 to 59,40 to 49,Republican,40 to 49,0.5569999999999999,Favorable,No
1.0,0.0,G,39.0,22.0,37.0,Third call,1.0,50-59,White,Female,Specter,Ridge,Approve,Disapprove,Neither,No,No,Yes,Same,Dole,Democrat,HS grad,30 to 50K,Conservative,18 to 64,State,Complete,Central/N Tier,45 to 59,50 to 59,Democrat,50 to 64,0.5569999999999999,Favorable,No
1.0,0.0,G,39.0,22.0,38.0,Third call,1.0,40-44,White,Male,Specter,Ridge,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,,Under 15K,Moderate,18 to 64,State,Complete,Central/N Tier,30 to 44,40 to 49,Republican,40 to 49,0.5449999999999999,Unfavorable,No
1.0,0.0,G,39.0,22.0,39.0,Third call,1.0,65 and over,White,Female,Lloyd,Itkin,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Moderate,65 and over,State,Complete,Central/N Tier,60 and over,60 and over,Democrat,65 and over,0.877,Favorable,No
1.0,0.0,G,39.0,22.0,40.0,Third call,1.0,65 and over,White,Female,Lloyd,Luksik,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,HS grad,Under 15K,Conservative,65 and over,State,Complete,Central/N Tier,60 and over,60 and over,Democrat,65 and over,0.932,Favorable,Yes
1.0,0.0,G,39.0,22.0,41.0,Third call,1.0,30-39,White,Male,Lloyd,Itkin,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,State,Complete,Central/N Tier,30 to 44,30 to 39,Democrat,30 to 39,0.741,Favorable,Yes
1.0,0.0,G,39.0,22.0,42.0,Third call,1.0,50-59,White,Female,Specter,Ridge,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Same,Dole,Democrat,College grad,30 to 50K,Conservative,18 to 64,State,Complete,Central/N Tier,45 to 59,50 to 59,Democrat,50 to 64,0.5569999999999999,Unfavorable,No
1.0,0.0,G,39.0,22.0,43.0,Third call,1.0,30-39,White,Male,Lloyd,Other,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Independent,College grad,75 to 100K,Moderate,18 to 64,State,Complete,Central/N Tier,30 to 44,30 to 39,Independent/Other,30 to 39,0.47600000000000003,Unfavorable,No
1.0,0.0,G,39.0,22.0,44.0,Third call,1.0,45-49,White,Female,Specter,Itkin,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,Postgrad,100K or more,Liberal,18 to 64,State,Complete,Central/N Tier,45 to 59,40 to 49,Democrat,40 to 49,0.515,Favorable,Yes
1.0,0.0,G,39.0,22.0,45.0,Third call,1.0,65 and over,White,,Specter,Itkin,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,No HS,,Moderate,65 and over,State,Complete,Central/N Tier,60 and over,60 and over,Democrat,65 and over,0.598,Favorable,
1.0,0.0,G,39.0,23.0,1.0,First call,1.0,50-59,White,Female,Specter,Ridge,Approve,Approve,Neither,No,Yes,Yes,Same,Clinton,Democrat,No HS,15 to 30K,Moderate,18 to 64,State,Complete,Pittsburgh/West,45 to 59,50 to 59,Democrat,50 to 64,1.137,Unfavorable,No
1.0,0.0,G,39.0,23.0,2.0,First call,1.0,65 and over,White,Male,Specter,Luksik,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,Postgrad,15 to 30K,Liberal,65 and over,State,Complete,Pittsburgh/West,60 and over,60 and over,Democrat,65 and over,1.554,Favorable,No
1.0,0.0,G,39.0,23.0,3.0,First call,1.0,65 and over,White,Male,Lloyd,Itkin,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Clinton,Democrat,HS grad,15 to 30K,Liberal,65 and over,State,Complete,Pittsburgh/West,60 and over,60 and over,Democrat,65 and over,1.375,Unfavorable,No
1.0,0.0,G,39.0,23.0,4.0,First call,1.0,65 and over,White,Female,,Ridge,Approve,Disapprove,,,,,,,,,,,65 and over,State,Not complete,Pittsburgh/West,60 and over,60 and over,,65 and over,1.409,Favorable,No
1.0,0.0,G,39.0,23.0,5.0,First call,1.0,65 and over,White,Male,Specter,Luksik,Disapprove,Disapprove,,,,,,,,,,,65 and over,State,Not complete,Pittsburgh/West,60 and over,60 and over,,65 and over,1.554,Unfavorable,Yes
1.0,0.0,G,39.0,23.0,6.0,First call,1.0,45-49,White,Male,Specter,Luksik,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Independent,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Pittsburgh/West,45 to 59,40 to 49,Independent/Other,40 to 49,1.2429999999999999,Unfavorable,No
1.0,0.0,G,39.0,23.0,7.0,First call,1.0,60-64,White,Female,Specter,Itkin,Disapprove,Disapprove,,,,,,,,,,,18 to 64,State,Not complete,Pittsburgh/West,60 and over,60 and over,,50 to 64,1.315,Favorable,No
1.0,0.0,G,39.0,23.0,8.0,Second call,1.0,65 and over,White,Female,Lloyd,Ridge,Approve,Disapprove,,No,,,,,Democrat,HS grad,Under 15K,,65 and over,State,Complete,Pittsburgh/West,60 and over,60 and over,Democrat,65 and over,1.336,Favorable,Yes
1.0,0.0,G,39.0,23.0,9.0,Second call,1.0,65 and over,White,Female,Lloyd,Luksik,Disapprove,Approve,Neither,No,No,Yes,Same,Clinton,Democrat,HS grad,Under 15K,Moderate,65 and over,State,Complete,Pittsburgh/West,60 and over,60 and over,Democrat,65 and over,1.316,Unfavorable,No
1.0,0.0,G,39.0,23.0,10.0,Second call,1.0,65 and over,White,Male,Specter,Ridge,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Conservative,65 and over,State,Complete,Pittsburgh/West,60 and over,60 and over,Democrat,65 and over,1.5779999999999998,Favorable,No
1.0,0.0,G,39.0,23.0,11.0,Second call,1.0,30-39,White,Male,Specter,Ridge,Approve,Approve,Neither,No,No,No,Same,Clinton,Democrat,HS grad,Under 15K,Moderate,18 to 64,State,Complete,Pittsburgh/West,30 to 44,30 to 39,Democrat,30 to 39,1.263,Unfavorable,No
1.0,0.0,G,39.0,23.0,12.0,Second call,1.0,65 and over,White,Male,Specter,Itkin,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,Some college,50 to 75K,Moderate,65 and over,State,Complete,Pittsburgh/West,60 and over,60 and over,Democrat,65 and over,1.462,,Yes
1.0,0.0,G,39.0,23.0,13.0,Second call,1.0,65 and over,White,Male,Specter,Ridge,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Dole,Democrat,HS grad,15 to 30K,Moderate,65 and over,State,Complete,Pittsburgh/West,60 and over,60 and over,Democrat,65 and over,1.5779999999999998,Unfavorable,Yes
1.0,0.0,G,39.0,23.0,14.0,Second call,1.0,65 and over,White,Female,Specter,Ridge,Disapprove,,Neither,,Yes,,Same,Dole,Republican,HS grad,Under 15K,Conservative,65 and over,State,Complete,Pittsburgh/West,60 and over,60 and over,Republican,65 and over,1.42,Unfavorable,
1.0,0.0,G,39.0,23.0,15.0,Second call,1.0,65 and over,White,Male,Specter,Ridge,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,No HS,15 to 30K,Liberal,65 and over,State,Complete,Pittsburgh/West,60 and over,60 and over,Democrat,65 and over,1.5779999999999998,Favorable,No
1.0,0.0,G,39.0,23.0,16.0,Second call,1.0,60-64,White,Female,Specter,Itkin,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,Some college,15 to 30K,Liberal,18 to 64,State,Complete,Pittsburgh/West,60 and over,60 and over,Democrat,50 to 64,1.315,Favorable,Yes
1.0,0.0,G,39.0,23.0,17.0,Second call,1.0,40-44,White,Male,Specter,Itkin,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Republican,HS grad,75 to 100K,Moderate,18 to 64,State,Complete,Pittsburgh/West,30 to 44,40 to 49,Republican,40 to 49,1.172,Favorable,Yes
1.0,0.0,G,39.0,23.0,18.0,Second call,1.0,45-49,Black,Male,Specter,Ridge,Approve,Disapprove,,,,,,,,,,,18 to 64,State,Not complete,Pittsburgh/West,45 to 59,40 to 49,,40 to 49,1.163,Favorable,Yes
1.0,0.0,G,39.0,23.0,19.0,Second call,1.0,30-39,White,Female,Specter,Ridge,Disapprove,Approve,Support Clinton,Yes,Yes,No,Same,Dole,Republican,College grad,Under 15K,Conservative,18 to 64,State,Complete,Pittsburgh/West,30 to 44,30 to 39,Republican,30 to 39,1.137,Unfavorable,No
1.0,0.0,G,39.0,23.0,20.0,Second call,1.0,65 and over,White,Female,Lloyd,Itkin,Approve,,Support Clinton,No,No,No,,Clinton,Democrat,No HS,,,65 and over,State,Complete,Pittsburgh/West,60 and over,60 and over,Democrat,65 and over,1.239,Favorable,
1.0,0.0,G,39.0,23.0,21.0,Second call,1.0,50-59,White,Male,Lloyd,Other,Approve,Disapprove,,,,,,,,,,,18 to 64,State,Not complete,Pittsburgh/West,45 to 59,50 to 59,,50 to 64,0.7089999999999999,Unfavorable,No
1.0,0.0,G,39.0,23.0,22.0,Second call,1.0,30-39,White,Female,Specter,Ridge,Approve,Approve,Neither,No,Yes,No,Better,Dole,Republican,College grad,30 to 50K,Moderate,18 to 64,State,Complete,Pittsburgh/West,30 to 44,30 to 39,Republican,30 to 39,1.137,Unfavorable,No
1.0,0.0,G,39.0,23.0,23.0,Second call,1.0,65 and over,White,Male,Lloyd,Itkin,Approve,Disapprove,Support Clinton,No,No,,Same,Clinton,Democrat,No HS,15 to 30K,Conservative,65 and over,State,Complete,Pittsburgh/West,60 and over,60 and over,Democrat,65 and over,1.375,Favorable,Yes
1.0,0.0,G,39.0,23.0,24.0,Third call,1.0,30-39,White,Male,Specter,Ridge,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,College grad,15 to 30K,Conservative,18 to 64,State,Complete,Pittsburgh/West,30 to 44,30 to 39,Republican,30 to 39,1.263,Unfavorable,No
1.0,0.0,G,39.0,23.0,25.0,Third call,1.0,40-44,White,Female,Lloyd,Ridge,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Liberal,18 to 64,State,Complete,Pittsburgh/West,30 to 44,40 to 49,Democrat,40 to 49,1.071,Unfavorable,No
1.0,0.0,G,39.0,23.0,26.0,Third call,1.0,60-64,Black,Female,Lloyd,Itkin,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Pittsburgh/West,60 and over,60 and over,Democrat,50 to 64,1.138,Favorable,Yes
1.0,0.0,G,39.0,23.0,27.0,Third call,1.0,60-64,White,Male,Lloyd,Luksik,Disapprove,Approve,,,,,,,,,,,18 to 64,State,Not complete,Pittsburgh/West,60 and over,60 and over,,50 to 64,1.46,Unfavorable,Yes
1.0,0.0,G,39.0,23.0,28.0,Third call,1.0,40-44,White,Female,Specter,Itkin,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,State,Complete,Pittsburgh/West,30 to 44,40 to 49,Democrat,40 to 49,1.055,Unfavorable,Yes
1.0,0.0,G,39.0,23.0,29.0,Third call,1.0,30-39,White,Male,Specter,Luksik,Approve,Disapprove,Neither,No,No,No,,Did not vote,Something else,Some college,15 to 30K,Conservative,18 to 64,State,Complete,Pittsburgh/West,30 to 44,30 to 39,Independent/Other,30 to 39,1.2429999999999999,Unfavorable,Yes
1.0,0.0,G,39.0,23.0,30.0,Third call,1.0,50-59,White,Male,Specter,Ridge,Approve,Approve,Neither,No,No,Yes,Same,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,State,Complete,Pittsburgh/West,45 to 59,50 to 59,Democrat,50 to 64,1.263,Favorable,No
1.0,0.0,G,39.0,23.0,31.0,Third call,1.0,30-39,White,Female,Lloyd,Itkin,Approve,Approve,Neither,No,No,No,Same,Clinton,Democrat,,30 to 50K,Moderate,18 to 64,State,Complete,Pittsburgh/West,30 to 44,30 to 39,Democrat,30 to 39,0.9920000000000001,Favorable,Yes
1.0,0.0,G,39.0,23.0,32.0,Third call,1.0,30-39,White,Female,Specter,Itkin,Disapprove,Disapprove,Neither,No,No,Yes,Better,Clinton,Republican,Postgrad,30 to 50K,Moderate,18 to 64,State,Complete,Pittsburgh/West,30 to 44,30 to 39,Republican,30 to 39,1.055,Unfavorable,Yes
1.0,0.0,G,39.0,23.0,33.0,Third call,1.0,30-39,White,Female,Lloyd,Itkin,Disapprove,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,State,Complete,Pittsburgh/West,30 to 44,30 to 39,Democrat,30 to 39,0.9920000000000001,Favorable,Yes
1.0,0.0,G,39.0,23.0,34.0,Third call,1.0,30-39,White,Male,Lloyd,Ridge,Disapprove,Disapprove,Neither,,,Yes,Worse,Perot,Democrat,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Pittsburgh/West,30 to 44,30 to 39,Democrat,30 to 39,1.187,Unfavorable,No
1.0,0.0,G,39.0,23.0,35.0,Third call,1.0,50-59,White,Male,Specter,Ridge,Disapprove,Approve,Neither,No,Yes,Yes,Same,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,State,Complete,Pittsburgh/West,45 to 59,50 to 59,Democrat,50 to 64,1.263,Unfavorable,No
1.0,0.0,G,39.0,23.0,36.0,Third call,1.0,45-49,White,Male,Specter,Ridge,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,State,Complete,Pittsburgh/West,45 to 59,40 to 49,Democrat,40 to 49,1.263,Favorable,No
1.0,0.0,G,39.0,23.0,37.0,Third call,1.0,65 and over,White,Female,Lloyd,Itkin,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,HS grad,Under 15K,Liberal,65 and over,State,Complete,Pittsburgh/West,60 and over,60 and over,Democrat,65 and over,1.239,Favorable,No
1.0,0.0,G,39.0,23.0,38.0,Third call,1.0,30-39,White,Female,Specter,Ridge,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,State,Complete,Pittsburgh/West,30 to 44,30 to 39,Democrat,30 to 39,1.137,Unfavorable,Yes
1.0,0.0,G,39.0,23.0,39.0,Third call,1.0,30-39,White,Male,Lloyd,Itkin,Approve,Approve,Support Clinton,No,No,Yes,Same,Clinton,Democrat,HS grad,Under 15K,Moderate,18 to 64,State,Complete,Pittsburgh/West,30 to 44,30 to 39,Democrat,30 to 39,1.1,Favorable,No
1.0,0.0,G,39.0,23.0,40.0,Third call,1.0,40-44,White,Male,Specter,Ridge,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,HS grad,50 to 75K,Moderate,18 to 64,State,Complete,Pittsburgh/West,30 to 44,40 to 49,Democrat,40 to 49,1.263,Favorable,Yes
1.0,0.0,G,39.0,28.0,1.0,First call,1.0,65 and over,White,Male,Specter,Ridge,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Dole,Republican,HS grad,,Moderate,65 and over,National,Complete,Northast,60 and over,60 and over,Republican,65 and over,0.713,Unfavorable,No
1.0,0.0,G,39.0,28.0,2.0,First call,1.0,65 and over,White,Female,,,Approve,,Support Clinton,No,,No,Same,Clinton,Democrat,HS grad,,Conservative,65 and over,National,Complete,Northast,60 and over,60 and over,Democrat,65 and over,0.602,Favorable,No
