State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Clinton Approval,Congress Approval,I694: Ban Partial Birth,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Income,I200: Ban pref treatment,Ideology,Age (65 and over),I692: Allow med mrjna,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 implied dec,Senate issues,Clinton as person,Telephone survey
48.0,30.0,2.0,First call,18-24,White,Female,Murray,Disapprove,Approve,Yes,Neither,Yes,Yes,Yes,Yes,Same,Clinton,Democrat,HS grad,Under 15K,Yes,Moderate,18 to 64,Yes,State,Complete,King County,18 to 29,18 to 24,Democrat,18 to 24,1.117,Social Security,Unfavorable,Exit poll
48.0,30.0,3.0,First call,65 and over,White,Female,Murray,Approve,,Yes,Support Clinton,No,No,No,No,Same,Clinton,Democrat,Postgrad,,No,Moderate,65 and over,No,State,Complete,King County,60 and over,60 and over,Democrat,65 and over,0.691,,Favorable,Exit poll
48.0,30.0,4.0,Third call,50-59,White,Male,Smith,Disapprove,Disapprove,Yes,Oppose Clinton,No,No,Yes,Yes,Better,Dole,Republican,Some college,75 to 100K,Yes,Conservative,18 to 64,Yes,State,Complete,King County,45 to 59,50 to 59,Republican,50 to 64,0.9369999999999999,,Unfavorable,Exit poll
48.0,30.0,5.0,Third call,25-29,White,Male,Murray,Approve,Disapprove,No,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,75 to 100K,No,Liberal,18 to 64,Yes,State,Complete,King County,18 to 29,25 to 29,Democrat,25 to 29,0.887,Social Security,Favorable,Exit poll
48.0,30.0,6.0,Third call,18-24,Other,Male,Smith,Disapprove,Approve,No,,No,,,,,,,,,No,,18 to 64,Yes,State,Not complete,King County,18 to 29,18 to 24,,18 to 24,0.794,Education,Unfavorable,Exit poll
48.0,30.0,7.0,Third call,60-64,Hispanic,Male,Murray,Approve,Disapprove,No,Support Clinton,No,No,No,No,Better,Clinton,Republican,College grad,50 to 75K,No,Moderate,18 to 64,Yes,State,Complete,King County,60 and over,60 and over,Republican,50 to 64,0.551,Social Security,Favorable,Exit poll
48.0,30.0,8.0,Third call,30-39,White,Female,Murray,Approve,Disapprove,No,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,,Moderate,18 to 64,Yes,State,Complete,King County,30 to 44,30 to 39,Democrat,30 to 39,0.97,Education,Favorable,Exit poll
48.0,30.0,9.0,Third call,50-59,White,Female,Murray,Approve,,No,Neither,No,No,No,Yes,Same,Clinton,Independent,College grad,50 to 75K,No,Moderate,18 to 64,Yes,State,Complete,King County,45 to 59,50 to 59,Independent/Other,50 to 64,0.78,Education,Unfavorable,Exit poll
48.0,30.0,10.0,Third call,30-39,White,Female,Smith,Disapprove,Approve,Yes,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,College grad,50 to 75K,Yes,Conservative,18 to 64,No,State,Complete,King County,30 to 44,30 to 39,Republican,30 to 39,0.985,,Unfavorable,Exit poll
48.0,30.0,11.0,Third call,60-64,White,Female,Murray,Approve,Disapprove,,Neither,No,No,No,Yes,Worse,Clinton,Democrat,Postgrad,75 to 100K,No,Moderate,18 to 64,Yes,State,Complete,King County,60 and over,60 and over,Democrat,50 to 64,0.6849999999999999,Environment,,Exit poll
48.0,30.0,12.0,Third call,40-44,White,Female,Murray,Approve,Approve,No,Support Clinton,No,No,No,Yes,Better,Clinton,Independent,College grad,30 to 50K,No,Moderate,18 to 64,Yes,State,Complete,King County,30 to 44,40 to 49,Independent/Other,40 to 49,0.78,Social Security,Favorable,Exit poll
48.0,30.0,13.0,Third call,30-39,White,Male,Murray,Disapprove,Disapprove,No,Neither,No,No,No,No,Worse,Clinton,Democrat,Postgrad,100K or more,Yes,Liberal,18 to 64,Yes,State,Complete,King County,30 to 44,30 to 39,Democrat,30 to 39,1.193,Environment,Unfavorable,Exit poll
48.0,30.0,14.0,Third call,25-29,White,Female,Murray,Approve,Approve,No,Neither,No,No,No,No,Better,Clinton,Independent,College grad,50 to 75K,No,Moderate,18 to 64,Yes,State,Complete,King County,18 to 29,25 to 29,Independent/Other,25 to 29,0.859,,Unfavorable,Exit poll
48.0,34.0,1.0,First call,40-44,White,Male,Murray,Disapprove,Disapprove,No,Neither,No,No,No,Yes,Better,Clinton,Independent,Postgrad,100K or more,Yes,Liberal,18 to 64,Yes,State,Complete,King County,30 to 44,40 to 49,Independent/Other,40 to 49,0.73,Education,Unfavorable,Exit poll
48.0,34.0,2.0,First call,30-39,White,Male,Murray,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Postgrad,50 to 75K,No,Liberal,18 to 64,Yes,State,Complete,King County,30 to 44,30 to 39,Democrat,30 to 39,0.43100000000000005,Environment,Favorable,Exit poll
48.0,34.0,3.0,First call,50-59,White,Male,Murray,Approve,Disapprove,No,Support Clinton,No,No,No,Yes,Worse,Clinton,Democrat,Postgrad,100K or more,No,Liberal,18 to 64,Yes,State,Complete,King County,45 to 59,50 to 59,Democrat,50 to 64,0.493,Education,Unfavorable,Exit poll
48.0,34.0,4.0,First call,30-39,White,Female,Murray,Approve,Disapprove,No,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,30 to 50K,No,Liberal,18 to 64,Yes,State,Complete,King County,30 to 44,30 to 39,Democrat,30 to 39,0.47800000000000004,Education,Favorable,Exit poll
48.0,34.0,5.0,First call,40-44,White,Male,Murray,Approve,Disapprove,No,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Postgrad,100K or more,No,Moderate,18 to 64,Yes,State,Complete,King County,30 to 44,40 to 49,Democrat,40 to 49,0.493,Economy/jobs,Favorable,Exit poll
48.0,34.0,6.0,First call,30-39,White,Female,Murray,Approve,Disapprove,No,Neither,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,100K or more,No,Moderate,18 to 64,Yes,State,Complete,King County,30 to 44,30 to 39,Democrat,30 to 39,0.47800000000000004,Environment,Unfavorable,Exit poll
48.0,34.0,7.0,First call,30-39,White,Male,Murray,Approve,Disapprove,No,Neither,No,No,No,Yes,Better,Clinton,Independent,Postgrad,75 to 100K,No,Liberal,18 to 64,Yes,State,Complete,King County,30 to 44,30 to 39,Independent/Other,30 to 39,0.493,Education,Favorable,Exit poll
48.0,34.0,8.0,First call,50-59,White,Male,Murray,Approve,Disapprove,No,Neither,No,No,No,Yes,Better,Clinton,Independent,Some college,30 to 50K,No,Moderate,18 to 64,Yes,State,Complete,King County,45 to 59,50 to 59,Independent/Other,50 to 64,0.493,Environment,Unfavorable,Exit poll
48.0,34.0,9.0,Second call,40-44,White,Female,Murray,Approve,Approve,No,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,75 to 100K,No,Liberal,18 to 64,Yes,State,Complete,King County,30 to 44,40 to 49,Democrat,40 to 49,0.47800000000000004,Economy/jobs,Favorable,Exit poll
48.0,34.0,10.0,Second call,40-44,White,Female,Murray,Approve,Disapprove,No,Support Clinton,No,No,No,Yes,Same,Clinton,Democrat,Postgrad,75 to 100K,No,Liberal,18 to 64,Yes,State,Complete,King County,30 to 44,40 to 49,Democrat,40 to 49,0.47800000000000004,Environment,Favorable,Exit poll
48.0,34.0,11.0,Second call,30-39,White,Female,Murray,Approve,Disapprove,No,Neither,No,No,No,,Better,Clinton,Democrat,College grad,100K or more,No,Liberal,18 to 64,Yes,State,Complete,King County,30 to 44,30 to 39,Democrat,30 to 39,0.47800000000000004,,Unfavorable,Exit poll
48.0,34.0,12.0,Second call,30-39,White,Male,Murray,Approve,Disapprove,No,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Postgrad,75 to 100K,No,Liberal,18 to 64,Yes,State,Complete,King County,30 to 44,30 to 39,Democrat,30 to 39,0.493,Environment,Favorable,Exit poll
48.0,34.0,13.0,Second call,40-44,White,Female,Murray,Approve,Disapprove,No,Support Clinton,No,No,No,Yes,Same,Clinton,Democrat,College grad,15 to 30K,No,Moderate,18 to 64,Yes,State,Complete,King County,30 to 44,40 to 49,Democrat,40 to 49,0.47800000000000004,,Favorable,Exit poll
48.0,34.0,14.0,Second call,65 and over,White,Female,Murray,Approve,Disapprove,No,,No,No,No,Yes,Worse,Clinton,Democrat,Some college,15 to 30K,No,Moderate,65 and over,No,State,Complete,King County,60 and over,60 and over,Democrat,65 and over,0.481,Clin/Lwnsky,Favorable,Exit poll
48.0,34.0,15.0,Second call,18-24,White,Male,Smith,Approve,Disapprove,No,Support Clinton,No,No,No,Yes,Worse,Clinton,Independent,Some college,100K or more,No,Conservative,18 to 64,Yes,State,Complete,King County,18 to 29,18 to 24,Independent/Other,18 to 24,0.485,Social Security,Favorable,Exit poll
48.0,34.0,16.0,Second call,30-39,White,Male,Murray,Disapprove,Disapprove,No,Support Clinton,No,No,No,,Worse,Clinton,Democrat,College grad,Under 15K,Yes,Liberal,18 to 64,Yes,State,Complete,King County,30 to 44,30 to 39,Democrat,30 to 39,0.73,Economy/jobs,Unfavorable,Exit poll
48.0,34.0,17.0,Second call,65 and over,Asian,Male,Murray,Approve,Disapprove,Yes,Neither,No,No,No,No,Same,Dole,Independent,Some college,30 to 50K,No,Moderate,65 and over,Yes,State,Complete,King County,60 and over,60 and over,Independent/Other,65 and over,0.403,Environment,Unfavorable,Exit poll
48.0,34.0,18.0,Second call,45-49,White,Female,Murray,,,No,Neither,No,No,No,No,,Clinton,Democrat,HS grad,15 to 30K,No,Liberal,18 to 64,Yes,State,Complete,King County,45 to 59,40 to 49,Democrat,40 to 49,0.47800000000000004,,Favorable,Exit poll
48.0,34.0,19.0,Second call,50-59,White,Male,Murray,Approve,Disapprove,No,Neither,No,No,No,Yes,Same,Clinton,Democrat,Postgrad,50 to 75K,No,Liberal,18 to 64,Yes,State,Complete,King County,45 to 59,50 to 59,Democrat,50 to 64,0.493,Education,Unfavorable,Exit poll
48.0,34.0,20.0,Second call,25-29,White,Female,Murray,Approve,,No,Neither,No,No,No,Yes,Same,Clinton,Democrat,Postgrad,30 to 50K,No,Liberal,18 to 64,Yes,State,Complete,King County,18 to 29,25 to 29,Democrat,25 to 29,0.526,Environment,Unfavorable,Exit poll
48.0,34.0,21.0,Third call,30-39,White,Male,Murray,Approve,Disapprove,No,Support Clinton,No,No,No,No,Same,Other,Something else,College grad,30 to 50K,No,,18 to 64,Yes,State,Complete,King County,30 to 44,30 to 39,Independent/Other,30 to 39,0.493,Environment,Unfavorable,Exit poll
48.0,34.0,22.0,Third call,30-39,White,Male,Murray,Approve,Disapprove,No,Support Clinton,No,No,No,No,Better,Clinton,Independent,Postgrad,100K or more,No,Moderate,18 to 64,Yes,State,Complete,King County,30 to 44,30 to 39,Independent/Other,30 to 39,0.493,,Favorable,Exit poll
48.0,34.0,23.0,Third call,50-59,White,Male,Smith,Disapprove,Disapprove,,Neither,,No,,,,Dole,Republican,Some college,75 to 100K,,,18 to 64,,State,Complete,King County,45 to 59,50 to 59,Republican,50 to 64,0.5349999999999999,Economy/jobs,Unfavorable,Exit poll
48.0,34.0,24.0,Third call,65 and over,White,,Smith,Disapprove,Disapprove,No,Neither,No,No,Yes,Yes,Better,Dole,Republican,College grad,50 to 75K,No,Conservative,65 and over,Yes,State,Complete,King County,60 and over,60 and over,Republican,65 and over,0.39899999999999997,Social Security,Unfavorable,Exit poll
48.0,34.0,25.0,Third call,65 and over,White,Female,Murray,Disapprove,Disapprove,Yes,Neither,No,Yes,Yes,,Same,Clinton,Republican,Postgrad,50 to 75K,Yes,Conservative,65 and over,,State,Complete,King County,60 and over,60 and over,Republican,65 and over,0.598,Environment,Unfavorable,Exit poll
48.0,34.0,26.0,Third call,30-39,White,Female,Murray,Approve,,No,Neither,No,No,No,Yes,Better,Clinton,Democrat,College grad,50 to 75K,No,,18 to 64,Yes,State,Complete,King County,30 to 44,30 to 39,Democrat,30 to 39,0.47800000000000004,,Unfavorable,Exit poll
48.0,34.0,27.0,Third call,45-49,White,Female,Murray,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,No,Moderate,18 to 64,Yes,State,Complete,King County,45 to 59,40 to 49,Democrat,40 to 49,0.41800000000000004,Social Security,Favorable,Exit poll
48.0,34.0,28.0,Third call,40-44,White,Female,Murray,Approve,Approve,No,Neither,No,No,No,No,Same,Clinton,Independent,College grad,50 to 75K,No,Liberal,18 to 64,Yes,State,Complete,King County,30 to 44,40 to 49,Independent/Other,40 to 49,0.47800000000000004,,Favorable,Exit poll
48.0,34.0,29.0,Third call,50-59,White,Female,Smith,Disapprove,Approve,Yes,Oppose Clinton,No,No,No,No,Better,Perot,Something else,,15 to 30K,No,Moderate,18 to 64,Yes,State,Complete,King County,45 to 59,50 to 59,Independent/Other,50 to 64,0.376,Taxes,Unfavorable,Exit poll
48.0,34.0,30.0,Third call,30-39,White,Male,Murray,Approve,Disapprove,No,Neither,No,No,No,Yes,Same,Clinton,Something else,College grad,50 to 75K,No,Liberal,18 to 64,Yes,State,Complete,King County,30 to 44,30 to 39,Independent/Other,30 to 39,0.493,,Favorable,Exit poll
48.0,34.0,31.0,Third call,30-39,White,Female,Murray,,Disapprove,No,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,100K or more,No,Liberal,18 to 64,Yes,State,Complete,King County,30 to 44,30 to 39,Democrat,30 to 39,0.47800000000000004,,Favorable,Exit poll
48.0,34.0,32.0,Third call,30-39,Black,Male,Murray,Approve,Approve,No,Neither,No,No,No,Yes,Better,Clinton,Democrat,College grad,75 to 100K,No,Moderate,18 to 64,Yes,State,Complete,King County,30 to 44,30 to 39,Democrat,30 to 39,0.362,Education,Unfavorable,Exit poll
48.0,34.0,33.0,Third call,45-49,White,Female,Murray,Approve,Disapprove,No,Neither,No,No,No,Yes,Same,Clinton,Democrat,Postgrad,50 to 75K,No,Liberal,18 to 64,Yes,State,Complete,King County,45 to 59,40 to 49,Democrat,40 to 49,0.47800000000000004,Education,Unfavorable,Exit poll
48.0,34.0,34.0,Third call,25-29,White,Female,Murray,Approve,Disapprove,No,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,50 to 75K,Yes,Liberal,18 to 64,Yes,State,Complete,King County,18 to 29,25 to 29,Democrat,25 to 29,0.78,Education,,Exit poll
48.0,34.0,35.0,Third call,50-59,White,Female,Murray,Approve,Disapprove,No,Support Clinton,No,No,Yes,Yes,Same,Clinton,Democrat,Postgrad,100K or more,No,Liberal,18 to 64,Yes,State,Complete,King County,45 to 59,50 to 59,Democrat,50 to 64,0.47800000000000004,Education,Favorable,Exit poll
48.0,34.0,36.0,Third call,30-39,White,Female,Murray,Approve,Approve,No,Neither,No,No,Yes,,Better,Other,Independent,Some college,50 to 75K,No,Liberal,18 to 64,Yes,State,Complete,King County,30 to 44,30 to 39,Independent/Other,30 to 39,0.47800000000000004,Environment,,Exit poll
48.0,34.0,37.0,Third call,50-59,White,Female,Murray,Approve,Disapprove,No,Support Clinton,No,No,No,No,Better,Clinton,Independent,Postgrad,100K or more,Yes,Liberal,18 to 64,Yes,State,Complete,King County,45 to 59,50 to 59,Independent/Other,50 to 64,0.707,Economy/jobs,Favorable,Exit poll
48.0,34.0,38.0,Third call,18-24,White,Female,Smith,Disapprove,Approve,Yes,Neither,Yes,Yes,Yes,No,Same,Dole,Republican,HS grad,15 to 30K,Yes,Conservative,18 to 64,Yes,State,Complete,King County,18 to 29,18 to 24,Republican,18 to 24,0.61,Education,Unfavorable,Exit poll
48.0,34.0,39.0,Third call,25-29,White,Female,Murray,Approve,Disapprove,No,Neither,No,No,No,No,Worse,Clinton,Democrat,College grad,Under 15K,No,Liberal,18 to 64,Yes,State,Complete,King County,18 to 29,25 to 29,Democrat,25 to 29,0.526,Economy/jobs,Unfavorable,Exit poll
48.0,34.0,40.0,Third call,30-39,White,Male,Murray,Approve,Disapprove,No,Support Clinton,No,No,No,No,Same,Clinton,Democrat,Postgrad,100K or more,No,Moderate,18 to 64,Yes,State,Complete,King County,30 to 44,30 to 39,Democrat,30 to 39,0.493,Clin/Lwnsky,Favorable,Exit poll
48.0,34.0,41.0,Third call,45-49,White,Female,Murray,Approve,Disapprove,No,Neither,No,No,No,No,Same,Clinton,Democrat,Postgrad,100K or more,No,Liberal,18 to 64,Yes,State,Complete,King County,45 to 59,40 to 49,Democrat,40 to 49,0.47800000000000004,Education,Favorable,Exit poll
48.0,34.0,42.0,Third call,40-44,White,Female,Murray,Approve,Disapprove,No,,No,,,,,,,,,No,,18 to 64,Yes,State,Not complete,King County,30 to 44,40 to 49,,40 to 49,0.47800000000000004,Environment,Favorable,Exit poll
48.0,34.0,43.0,Third call,50-59,Black,Female,Murray,Approve,Disapprove,Yes,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,HS grad,50 to 75K,Yes,Liberal,18 to 64,Yes,State,Complete,King County,45 to 59,50 to 59,Democrat,50 to 64,0.456,Clin/Lwnsky,Favorable,Exit poll
48.0,34.0,44.0,Third call,30-39,White,Female,Murray,Approve,Approve,No,Neither,No,No,No,No,Same,Clinton,Democrat,College grad,50 to 75K,No,Moderate,18 to 64,Yes,State,Complete,King County,30 to 44,30 to 39,Democrat,30 to 39,0.47800000000000004,Environment,Favorable,Exit poll
48.0,34.0,45.0,Third call,30-39,White,Female,Smith,Disapprove,Approve,No,Neither,No,Yes,Yes,,Same,Clinton,Republican,College grad,,No,Moderate,18 to 64,Yes,State,Complete,King County,30 to 44,30 to 39,Republican,30 to 39,0.42700000000000005,,Unfavorable,Exit poll
48.0,34.0,46.0,Third call,40-44,White,Male,Smith,Disapprove,Approve,Yes,Neither,No,Yes,Yes,No,Better,Dole,Republican,Postgrad,100K or more,Yes,Conservative,18 to 64,Yes,State,Complete,King County,30 to 44,40 to 49,Republican,40 to 49,0.5720000000000001,Taxes,Unfavorable,Exit poll
48.0,34.0,47.0,Third call,30-39,White,Female,Murray,Approve,Disapprove,No,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,15 to 30K,No,Liberal,18 to 64,Yes,State,Complete,King County,30 to 44,30 to 39,Democrat,30 to 39,0.47800000000000004,Education,Favorable,Exit poll
48.0,35.0,1.0,First call,40-44,White,Male,Murray,Approve,Disapprove,No,Neither,No,No,No,Yes,Better,Clinton,Independent,College grad,50 to 75K,No,Moderate,18 to 64,Yes,State,Complete,King County,30 to 44,40 to 49,Independent/Other,40 to 49,0.445,Economy/jobs,Favorable,Exit poll
48.0,35.0,2.0,First call,65 and over,Black,Male,Murray,Approve,Disapprove,No,Neither,No,No,No,No,Better,Clinton,Democrat,No HS,15 to 30K,No,Liberal,65 and over,Yes,State,Complete,King County,60 and over,60 and over,Democrat,65 and over,0.303,Social Security,Favorable,Exit poll
48.0,35.0,3.0,First call,40-44,White,Male,Murray,Approve,Disapprove,No,Neither,No,No,No,Yes,Better,Clinton,Democrat,College grad,30 to 50K,No,Liberal,18 to 64,Yes,State,Complete,King County,30 to 44,40 to 49,Democrat,40 to 49,0.445,Environment,Favorable,Exit poll
48.0,35.0,4.0,First call,25-29,White,Female,Smith,Disapprove,Approve,Yes,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,College grad,50 to 75K,Yes,Conservative,18 to 64,No,State,Complete,King County,18 to 29,25 to 29,Republican,25 to 29,0.598,Economy/jobs,Unfavorable,Exit poll
48.0,35.0,5.0,First call,30-39,White,Male,Murray,Approve,Disapprove,No,Neither,No,No,No,Yes,Better,Clinton,Independent,Some college,75 to 100K,No,Moderate,18 to 64,Yes,State,Complete,King County,30 to 44,30 to 39,Independent/Other,30 to 39,0.445,Education,Unfavorable,Exit poll
48.0,35.0,6.0,First call,25-29,White,Female,Murray,Approve,Approve,No,Neither,No,No,No,No,Same,Perot,Independent,College grad,30 to 50K,No,Moderate,18 to 64,Yes,State,Complete,King County,18 to 29,25 to 29,Independent/Other,25 to 29,0.475,Education,Unfavorable,Exit poll
48.0,35.0,7.0,First call,30-39,White,Male,Murray,Approve,Disapprove,Yes,Support Clinton,No,No,No,Yes,Better,Clinton,Independent,Postgrad,50 to 75K,No,Liberal,18 to 64,Yes,State,Complete,King County,30 to 44,30 to 39,Independent/Other,30 to 39,0.39099999999999996,Environment,Unfavorable,Exit poll
48.0,35.0,8.0,First call,25-29,White,Female,Murray,Approve,Disapprove,No,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,15 to 30K,No,Liberal,18 to 64,Yes,State,Complete,King County,18 to 29,25 to 29,Democrat,25 to 29,0.475,,Unfavorable,Exit poll
48.0,35.0,9.0,Second call,50-59,White,Male,Murray,Approve,Approve,No,Neither,No,No,No,No,Better,Clinton,Independent,Postgrad,75 to 100K,No,Liberal,18 to 64,Yes,State,Complete,King County,45 to 59,50 to 59,Independent/Other,50 to 64,0.445,Environment,Favorable,Exit poll
48.0,35.0,10.0,Second call,50-59,White,Male,Murray,Approve,Approve,No,Support Clinton,No,No,No,No,Better,Did not vote,Independent,Some college,15 to 30K,Yes,Moderate,18 to 64,Yes,State,Complete,King County,45 to 59,50 to 59,Independent/Other,50 to 64,0.6589999999999999,,Favorable,Exit poll
48.0,35.0,11.0,Second call,65 and over,White,,Murray,Approve,Disapprove,Yes,Neither,No,No,No,No,Worse,Clinton,Democrat,College grad,Under 15K,No,Liberal,65 and over,Yes,State,Complete,King County,60 and over,60 and over,Democrat,65 and over,0.363,Social Security,Favorable,Exit poll
48.0,35.0,12.0,Second call,30-39,Black,Female,Murray,Approve,Disapprove,No,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,100K or more,No,Liberal,18 to 64,Yes,State,Complete,King County,30 to 44,30 to 39,Democrat,30 to 39,0.316,,,Exit poll
48.0,35.0,13.0,Second call,40-44,White,Male,Smith,Disapprove,Approve,Yes,Neither,No,Yes,Yes,No,Worse,Dole,Republican,Some college,50 to 75K,Yes,Moderate,18 to 64,No,State,Complete,King County,30 to 44,40 to 49,Republican,40 to 49,0.5599999999999999,Taxes,Unfavorable,Exit poll
48.0,35.0,14.0,Second call,25-29,White,Female,Smith,Disapprove,Approve,Yes,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Did not vote,Independent,Postgrad,50 to 75K,Yes,Moderate,18 to 64,No,State,Complete,King County,18 to 29,25 to 29,Independent/Other,25 to 29,0.598,Clin/Lwnsky,Unfavorable,Exit poll
48.0,35.0,15.0,Second call,65 and over,White,Male,Murray,Approve,Disapprove,No,Neither,No,No,No,No,Same,Clinton,Democrat,Postgrad,50 to 75K,No,Liberal,65 and over,Yes,State,Complete,King County,60 and over,60 and over,Democrat,65 and over,0.41200000000000003,Social Security,Favorable,Exit poll
48.0,35.0,16.0,Second call,30-39,White,Female,Murray,Approve,Disapprove,No,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,No,Liberal,18 to 64,Yes,State,Complete,King County,30 to 44,30 to 39,Democrat,30 to 39,0.43000000000000005,,Favorable,Exit poll
48.0,35.0,17.0,Second call,65 and over,White,Male,Murray,,,No,Neither,No,No,No,No,Same,Clinton,Democrat,Some college,30 to 50K,Yes,Moderate,65 and over,Yes,State,Complete,King County,60 and over,60 and over,Democrat,65 and over,0.612,Social Security,Favorable,Exit poll
48.0,35.0,18.0,Second call,65 and over,White,Male,Murray,Approve,Disapprove,,Neither,No,No,No,Yes,Worse,Clinton,Democrat,Postgrad,Under 15K,No,Moderate,65 and over,Yes,State,Complete,King County,60 and over,60 and over,Democrat,65 and over,0.38999999999999996,Social Security,Unfavorable,Exit poll
48.0,35.0,19.0,Second call,65 and over,White,Male,Murray,Approve,Disapprove,No,Neither,No,No,No,Yes,Same,Clinton,Democrat,Postgrad,Under 15K,No,Moderate,65 and over,No,State,Complete,King County,60 and over,60 and over,Democrat,65 and over,0.449,Environment,Favorable,Exit poll
48.0,35.0,20.0,Second call,30-39,White,Female,Murray,Approve,Disapprove,Yes,Neither,No,No,No,Yes,Same,Clinton,,College grad,100K or more,No,Moderate,18 to 64,Yes,State,Complete,King County,30 to 44,30 to 39,,30 to 39,0.378,Taxes,Favorable,Exit poll
48.0,35.0,21.0,Second call,65 and over,White,Female,Murray,Approve,,No,Neither,No,No,No,No,Same,Clinton,Independent,College grad,,No,Moderate,65 and over,Yes,State,Complete,King County,60 and over,60 and over,Independent/Other,65 and over,0.401,Education,Favorable,Exit poll
48.0,35.0,22.0,Second call,40-44,Other,Female,Murray,Disapprove,Disapprove,Yes,Neither,No,Yes,Yes,Yes,Worse,Clinton,Something else,College grad,30 to 50K,No,Moderate,18 to 64,No,State,Complete,King County,30 to 44,40 to 49,Independent/Other,40 to 49,0.41100000000000003,,Unfavorable,Exit poll
48.0,35.0,23.0,Second call,65 and over,White,Female,Smith,Disapprove,Disapprove,,Neither,,,Yes,,Same,Perot,Independent,Some college,,,Moderate,65 and over,,State,Complete,King County,60 and over,60 and over,Independent/Other,65 and over,0.435,,,Exit poll
48.0,35.0,24.0,Second call,50-59,White,Female,Murray,Approve,Disapprove,No,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Yes,Moderate,18 to 64,Yes,State,Complete,King County,45 to 59,50 to 59,Democrat,50 to 64,0.6369999999999999,Environment,Favorable,Exit poll
48.0,35.0,25.0,Second call,30-39,White,Male,Murray,Approve,Disapprove,No,Neither,No,No,No,Yes,Better,Clinton,Independent,Postgrad,75 to 100K,Yes,Liberal,18 to 64,Yes,State,Complete,King County,30 to 44,30 to 39,Independent/Other,30 to 39,0.6589999999999999,,Unfavorable,Exit poll
48.0,35.0,26.0,Second call,40-44,White,Female,Murray,Approve,Disapprove,No,Neither,No,No,No,No,Worse,Clinton,Independent,Postgrad,30 to 50K,No,Moderate,18 to 64,Yes,State,Complete,King County,30 to 44,40 to 49,Independent/Other,40 to 49,0.43000000000000005,Environment,Favorable,Exit poll
48.0,35.0,27.0,Third call,30-39,,Male,Smith,Disapprove,Approve,No,,No,,,,,Dole,Republican,HS grad,,No,Moderate,18 to 64,Yes,State,Complete,King County,30 to 44,30 to 39,Republican,30 to 39,0.39899999999999997,Economy/jobs,Unfavorable,Exit poll
48.0,35.0,28.0,Third call,30-39,,Male,Smith,Disapprove,Approve,No,Oppose Clinton,No,Yes,Yes,Yes,Better,Dole,Republican,HS grad,15 to 30K,No,Moderate,18 to 64,Yes,State,Complete,King County,30 to 44,30 to 39,Republican,30 to 39,0.39899999999999997,Economy/jobs,Unfavorable,Exit poll
48.0,35.0,29.0,Third call,30-39,White,Male,Smith,Disapprove,Disapprove,Yes,Neither,Yes,No,Yes,Yes,Better,Clinton,Republican,,15 to 30K,Yes,Conservative,18 to 64,Yes,State,Complete,King County,30 to 44,30 to 39,Republican,30 to 39,0.515,,Favorable,Exit poll
48.0,35.0,30.0,Third call,30-39,White,Male,Murray,Approve,Disapprove,No,Support Clinton,No,No,No,No,Better,Clinton,Independent,College grad,75 to 100K,No,Moderate,18 to 64,Yes,State,Complete,King County,30 to 44,30 to 39,Independent/Other,30 to 39,0.445,Environment,Favorable,Exit poll
48.0,35.0,31.0,Third call,30-39,White,Female,Murray,Approve,Disapprove,No,Neither,No,No,No,No,Better,Clinton,Democrat,,50 to 75K,No,Moderate,18 to 64,Yes,State,Complete,King County,30 to 44,30 to 39,Democrat,30 to 39,0.43000000000000005,,Favorable,Exit poll
48.0,35.0,32.0,Third call,25-29,White,Female,Murray,Approve,Disapprove,No,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,15 to 30K,No,Moderate,18 to 64,Yes,State,Complete,King County,18 to 29,25 to 29,Democrat,25 to 29,0.475,Taxes,Favorable,Exit poll
