V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37
1.0,0.0,G,21.0,33.0,8.0,First call,1.0,50-59,Black,Female,Mikulski,Glendening,Approve,Disapprove,Glendening,,,,,,,,,,,18 to 64,State,Not complete,Baltimore city,45 to 59,50 to 59,,50 to 64,0.5740000000000001,Economy/jobs,Favorable
1.0,0.0,G,21.0,33.0,9.0,First call,1.0,40-44,Black,Female,Mikulski,Glendening,Approve,Approve,Did not vote,Support Clinton,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Liberal,18 to 64,State,Complete,Baltimore city,30 to 44,40 to 49,Democrat,40 to 49,0.5740000000000001,,Favorable
1.0,0.0,G,21.0,33.0,10.0,First call,1.0,40-44,Black,Female,Mikulski,Glendening,Approve,Approve,Glendening,Support Clinton,No,No,Yes,Same,Clinton,Democrat,,15 to 30K,,18 to 64,State,Complete,Baltimore city,30 to 44,40 to 49,Democrat,40 to 49,0.5740000000000001,Economy/jobs,Favorable
1.0,0.0,G,21.0,33.0,11.0,First call,1.0,65 and over,Black,Female,Mikulski,Glendening,Approve,Approve,Glendening,Support Clinton,No,No,No,Better,Clinton,Democrat,,Under 15K,Liberal,65 and over,State,Complete,Baltimore city,60 and over,60 and over,Democrat,65 and over,0.721,Environment,Favorable
1.0,0.0,G,21.0,33.0,12.0,First call,1.0,50-59,Black,Female,Mikulski,Glendening,Approve,Approve,Glendening,Support Clinton,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Baltimore city,45 to 59,50 to 59,Democrat,50 to 64,0.5740000000000001,,Favorable
1.0,0.0,G,21.0,33.0,13.0,First call,1.0,40-44,Black,Female,Mikulski,Glendening,Approve,Approve,Glendening,Support Clinton,No,No,Yes,Better,Clinton,Democrat,Some college,30 to 50K,Conservative,18 to 64,State,Complete,Baltimore city,30 to 44,40 to 49,Democrat,40 to 49,0.5740000000000001,Education,Favorable
1.0,0.0,G,21.0,33.0,14.0,First call,1.0,50-59,Black,Female,Mikulski,Glendening,Approve,Disapprove,Glendening,Neither,No,No,No,Better,Clinton,Democrat,College grad,75 to 100K,Moderate,18 to 64,State,Complete,Baltimore city,45 to 59,50 to 59,Democrat,50 to 64,0.5740000000000001,Economy/jobs,Favorable
1.0,0.0,G,21.0,33.0,15.0,Second call,1.0,50-59,Black,Female,Mikulski,,,Disapprove,Glendening,Support Clinton,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,State,Complete,Baltimore city,45 to 59,50 to 59,Democrat,50 to 64,0.5720000000000001,Gun control,Favorable
1.0,0.0,G,21.0,33.0,16.0,Second call,1.0,60-64,Black,Female,Mikulski,Glendening,Approve,Approve,Glendening,Neither,No,No,Yes,Same,Clinton,Democrat,,15 to 30K,Moderate,18 to 64,State,Complete,Baltimore city,60 and over,60 and over,Democrat,50 to 64,0.721,Education,Favorable
1.0,0.0,G,21.0,33.0,17.0,Second call,1.0,50-59,Black,Female,Mikulski,Glendening,Approve,Approve,Glendening,Support Clinton,No,No,Yes,Better,Clinton,Democrat,College grad,15 to 30K,Moderate,18 to 64,State,Complete,Baltimore city,45 to 59,50 to 59,Democrat,50 to 64,0.5740000000000001,,Favorable
1.0,0.0,G,21.0,33.0,18.0,Second call,1.0,50-59,Black,Female,Mikulski,Glendening,Approve,Disapprove,Glendening,Support Clinton,No,No,No,Same,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Baltimore city,45 to 59,50 to 59,Democrat,50 to 64,0.5740000000000001,Education,Favorable
1.0,0.0,G,21.0,33.0,19.0,Second call,1.0,60-64,Black,Female,Mikulski,Glendening,Approve,,Glendening,,No,No,,Better,Clinton,Democrat,HS grad,,,18 to 64,State,Complete,Baltimore city,60 and over,60 and over,Democrat,50 to 64,0.721,,Favorable
1.0,0.0,G,21.0,33.0,20.0,Second call,1.0,65 and over,Black,Male,Mikulski,Glendening,Approve,Approve,Glendening,Neither,No,No,Yes,Better,Clinton,Democrat,Postgrad,50 to 75K,Liberal,65 and over,State,Complete,Baltimore city,60 and over,60 and over,Democrat,65 and over,0.713,Economy/jobs,Favorable
1.0,0.0,G,21.0,33.0,21.0,Second call,1.0,65 and over,Black,Male,Mikulski,Glendening,,Disapprove,Glendening,,,,,,,,,,,65 and over,State,Not complete,Baltimore city,60 and over,60 and over,,65 and over,0.713,,Favorable
1.0,0.0,G,21.0,33.0,22.0,Second call,1.0,45-49,Black,Female,Mikulski,Glendening,Approve,Disapprove,Glendening,Neither,No,No,No,Same,Clinton,Democrat,No HS,30 to 50K,Liberal,18 to 64,State,Complete,Baltimore city,45 to 59,40 to 49,Democrat,40 to 49,0.5740000000000001,Education,Favorable
1.0,0.0,G,21.0,33.0,23.0,Second call,1.0,45-49,Black,Male,Mikulski,Glendening,,Disapprove,Glendening,Support Clinton,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Liberal,18 to 64,State,Complete,Baltimore city,45 to 59,40 to 49,Democrat,40 to 49,0.568,Economy/jobs,Favorable
1.0,0.0,G,21.0,33.0,24.0,Third call,1.0,30-39,Black,Male,Mikulski,Glendening,Approve,Disapprove,Glendening,Support Clinton,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,,18 to 64,State,Complete,Baltimore city,30 to 44,30 to 39,Democrat,30 to 39,0.568,Economy/jobs,Favorable
1.0,0.0,G,21.0,33.0,25.0,Third call,1.0,30-39,Black,Female,Mikulski,Glendening,,Approve,Glendening,Support Clinton,No,No,No,Better,Clinton,Democrat,Some college,75 to 100K,Moderate,18 to 64,State,Complete,Baltimore city,30 to 44,30 to 39,Democrat,30 to 39,0.5740000000000001,Education,Favorable
1.0,0.0,G,21.0,33.0,26.0,Third call,1.0,60-64,Black,Female,Mikulski,Glendening,Approve,Disapprove,Glendening,Support Clinton,No,Yes,No,Better,Clinton,Democrat,No HS,30 to 50K,Moderate,18 to 64,State,Complete,Baltimore city,60 and over,60 and over,Democrat,50 to 64,0.721,Economy/jobs,Favorable
1.0,0.0,G,21.0,33.0,27.0,Third call,1.0,30-39,Black,Female,Mikulski,Glendening,Approve,Approve,Glendening,Support Clinton,No,No,No,Better,Clinton,Democrat,Postgrad,15 to 30K,Moderate,18 to 64,State,Complete,Baltimore city,30 to 44,30 to 39,Democrat,30 to 39,0.5740000000000001,Education,Favorable
1.0,0.0,G,21.0,33.0,28.0,Third call,1.0,50-59,Black,Male,Mikulski,Glendening,Approve,Disapprove,Glendening,Support Clinton,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Conservative,18 to 64,State,Complete,Baltimore city,45 to 59,50 to 59,Democrat,50 to 64,0.568,Education,Favorable
1.0,0.0,G,21.0,33.0,29.0,Third call,1.0,45-49,Black,Male,Mikulski,,,Approve,Glendening,Support Clinton,No,No,No,Better,Clinton,Democrat,No HS,,Moderate,18 to 64,State,Complete,Baltimore city,45 to 59,40 to 49,Democrat,40 to 49,0.5640000000000001,Taxes,Favorable
1.0,0.0,G,21.0,33.0,30.0,Third call,1.0,65 and over,Other,Female,Mikulski,Glendening,Approve,Approve,Glendening,Support Clinton,No,No,No,Better,Clinton,Democrat,No HS,15 to 30K,Moderate,65 and over,State,Complete,Baltimore city,60 and over,60 and over,Democrat,65 and over,0.715,Education,Favorable
1.0,0.0,G,21.0,33.0,31.0,Third call,1.0,50-59,Black,Female,Mikulski,Glendening,Approve,Approve,Glendening,Neither,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,State,Complete,Baltimore city,45 to 59,50 to 59,Democrat,50 to 64,0.5740000000000001,Economy/jobs,Favorable
1.0,0.0,G,21.0,33.0,32.0,Third call,1.0,18-24,Black,Female,Mikulski,Glendening,Approve,Approve,Glendening,Neither,No,No,No,Better,Did not vote,Democrat,Some college,15 to 30K,Moderate,18 to 64,State,Complete,Baltimore city,18 to 29,18 to 24,Democrat,18 to 24,0.49700000000000005,Education,Favorable
1.0,0.0,G,21.0,33.0,33.0,Third call,1.0,50-59,Black,Female,Mikulski,Sauerbrey,Approve,Disapprove,Glendening,Neither,No,No,Yes,Better,Clinton,Independent,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Baltimore city,45 to 59,50 to 59,Independent/Other,50 to 64,0.507,Education,Favorable
1.0,0.0,G,21.0,33.0,34.0,Third call,1.0,25-29,Black,Female,Mikulski,Glendening,Approve,Approve,Glendening,Support Clinton,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Conservative,18 to 64,State,Complete,Baltimore city,18 to 29,25 to 29,Democrat,25 to 29,0.49700000000000005,Education,Favorable
1.0,0.0,G,21.0,33.0,35.0,Third call,1.0,60-64,Black,Female,Mikulski,Glendening,Approve,Disapprove,Glendening,Support Clinton,No,No,No,Same,Clinton,Democrat,No HS,15 to 30K,Liberal,18 to 64,State,Complete,Baltimore city,60 and over,60 and over,Democrat,50 to 64,0.721,,Favorable
1.0,0.0,G,21.0,33.0,36.0,Third call,1.0,65 and over,Black,Male,Mikulski,Glendening,Approve,Disapprove,Glendening,Support Clinton,No,No,No,Better,Clinton,Democrat,No HS,15 to 30K,Moderate,65 and over,State,Complete,Baltimore city,60 and over,60 and over,Democrat,65 and over,0.713,Economy/jobs,Favorable
1.0,0.0,G,21.0,33.0,37.0,Third call,1.0,60-64,Black,Female,Mikulski,Glendening,Approve,,Glendening,Neither,No,No,No,Better,Clinton,Democrat,Postgrad,30 to 50K,,18 to 64,State,Complete,Baltimore city,60 and over,60 and over,Democrat,50 to 64,0.721,,Favorable
1.0,0.0,G,21.0,33.0,38.0,Third call,1.0,30-39,Black,Male,Mikulski,Glendening,Approve,Disapprove,Did not vote,Neither,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,State,Complete,Baltimore city,30 to 44,30 to 39,Democrat,30 to 39,0.568,,Unfavorable
1.0,0.0,G,21.0,33.0,39.0,Third call,1.0,30-39,Black,Male,Mikulski,Glendening,Approve,Approve,Glendening,Neither,No,No,No,Same,Clinton,,,50 to 75K,Moderate,18 to 64,State,Complete,Baltimore city,30 to 44,30 to 39,,30 to 39,0.568,Economy/jobs,Favorable
1.0,0.0,G,21.0,33.0,40.0,Third call,1.0,30-39,Black,Female,Mikulski,Glendening,Approve,Disapprove,Glendening,,,,,,,,,,,18 to 64,State,Not complete,Baltimore city,30 to 44,30 to 39,,30 to 39,0.5740000000000001,Education,Favorable
1.0,0.0,G,21.0,33.0,41.0,Third call,1.0,60-64,Black,Male,Mikulski,Glendening,Approve,Approve,Glendening,Support Clinton,No,No,No,Same,Clinton,Democrat,HS grad,100K or more,Liberal,18 to 64,State,Complete,Baltimore city,60 and over,60 and over,Democrat,50 to 64,0.713,Environment,Favorable
1.0,0.0,G,21.0,33.0,42.0,Third call,1.0,45-49,Black,Female,Mikulski,Glendening,Approve,Approve,Glendening,Support Clinton,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,State,Complete,Baltimore city,45 to 59,40 to 49,Democrat,40 to 49,0.5740000000000001,Education,Favorable
1.0,0.0,G,21.0,33.0,43.0,Third call,1.0,60-64,,Female,Mikulski,Glendening,Approve,Disapprove,Glendening,Support Clinton,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,State,Complete,Baltimore city,60 and over,60 and over,Democrat,50 to 64,0.715,,Favorable
1.0,0.0,G,21.0,33.0,44.0,Third call,1.0,50-59,Black,Female,Mikulski,Glendening,Approve,Approve,Glendening,Support Clinton,No,No,No,Better,Clinton,Democrat,College grad,100K or more,Conservative,18 to 64,State,Complete,Baltimore city,45 to 59,50 to 59,Democrat,50 to 64,0.5740000000000001,,Favorable
1.0,0.0,G,21.0,33.0,45.0,Third call,1.0,25-29,Black,Male,Mikulski,Glendening,Approve,Approve,Glendening,Support Clinton,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,State,Complete,Baltimore city,18 to 29,25 to 29,Democrat,25 to 29,0.491,Education,Favorable
1.0,0.0,G,21.0,33.0,46.0,Third call,1.0,45-49,Black,Male,Mikulski,Glendening,Approve,Approve,Glendening,Support Clinton,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Liberal,18 to 64,State,Complete,Baltimore city,45 to 59,40 to 49,Democrat,40 to 49,0.568,,Favorable
1.0,0.0,G,21.0,33.0,47.0,Third call,1.0,18-24,Black,Female,Mikulski,Glendening,Approve,Approve,Glendening,Neither,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Liberal,18 to 64,State,Complete,Baltimore city,18 to 29,18 to 24,Democrat,18 to 24,0.49700000000000005,Economy/jobs,Favorable
1.0,0.0,G,21.0,33.0,48.0,Third call,1.0,45-49,Black,Female,Mikulski,Glendening,Approve,Disapprove,Glendening,Support Clinton,No,No,No,Better,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,State,Complete,Baltimore city,45 to 59,40 to 49,Democrat,40 to 49,0.5740000000000001,,Favorable
1.0,0.0,G,21.0,35.0,1.0,First call,1.0,30-39,Black,Male,Mikulski,Glendening,Approve,Disapprove,Glendening,Neither,No,No,No,Same,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Baltimore city,30 to 44,30 to 39,Democrat,30 to 39,0.097,Economy/jobs,Favorable
1.0,0.0,G,21.0,35.0,2.0,First call,1.0,40-44,Black,Female,Mikulski,Glendening,Approve,Disapprove,Glendening,Neither,No,No,No,Same,Clinton,Democrat,HS grad,Under 15K,Moderate,18 to 64,State,Complete,Baltimore city,30 to 44,40 to 49,Democrat,40 to 49,0.09799999999999999,Economy/jobs,Favorable
1.0,0.0,G,21.0,35.0,3.0,First call,1.0,60-64,Black,Female,Mikulski,Glendening,Approve,Approve,Glendening,Neither,No,No,No,Same,Clinton,Democrat,No HS,15 to 30K,Moderate,18 to 64,State,Complete,Baltimore city,60 and over,60 and over,Democrat,50 to 64,0.124,Gun control,Favorable
1.0,0.0,G,21.0,35.0,4.0,First call,1.0,65 and over,Black,Male,Mikulski,Glendening,,Approve,Glendening,,Yes,,Yes,Same,Clinton,Democrat,HS grad,15 to 30K,Moderate,65 and over,State,Complete,Baltimore city,60 and over,60 and over,Democrat,65 and over,0.122,Environment,
1.0,0.0,G,21.0,35.0,5.0,First call,1.0,50-59,Black,Female,Mikulski,Glendening,Approve,Disapprove,Glendening,Neither,No,No,No,Same,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,State,Complete,Baltimore city,45 to 59,50 to 59,Democrat,50 to 64,0.09799999999999999,Gun control,Favorable
1.0,0.0,G,21.0,35.0,6.0,Second call,1.0,50-59,Black,Female,Mikulski,Glendening,Approve,Disapprove,Glendening,Neither,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Baltimore city,45 to 59,50 to 59,Democrat,50 to 64,0.09799999999999999,Economy/jobs,Favorable
1.0,0.0,G,21.0,35.0,7.0,Second call,1.0,40-44,Black,Male,Mikulski,Glendening,Approve,Disapprove,Glendening,Neither,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,State,Complete,Baltimore city,30 to 44,40 to 49,Democrat,40 to 49,0.097,Education,Unfavorable
1.0,0.0,G,21.0,35.0,8.0,Second call,1.0,65 and over,Black,Female,Mikulski,Glendening,Approve,Approve,Glendening,Support Clinton,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Liberal,65 and over,State,Complete,Baltimore city,60 and over,60 and over,Democrat,65 and over,0.124,Gun control,Favorable
1.0,0.0,G,21.0,35.0,9.0,Second call,1.0,60-64,Black,Female,Mikulski,Glendening,Approve,Disapprove,Glendening,Support Clinton,No,No,Yes,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,State,Complete,Baltimore city,60 and over,60 and over,Democrat,50 to 64,0.124,Education,Favorable
1.0,0.0,G,21.0,35.0,10.0,Second call,1.0,50-59,Black,Female,Mikulski,Glendening,Approve,Disapprove,Glendening,Support Clinton,No,No,Yes,Better,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,State,Complete,Baltimore city,45 to 59,50 to 59,Democrat,50 to 64,0.09799999999999999,Gambling,Unfavorable
1.0,0.0,G,21.0,35.0,11.0,Second call,1.0,40-44,Black,Female,Mikulski,Glendening,Approve,Disapprove,Glendening,Support Clinton,No,No,No,Worse,Clinton,Democrat,Some college,15 to 30K,Liberal,18 to 64,State,Complete,Baltimore city,30 to 44,40 to 49,Democrat,40 to 49,0.09799999999999999,Gambling,Favorable
1.0,0.0,G,21.0,35.0,12.0,Second call,1.0,18-24,Black,Male,Mikulski,Sauerbrey,Approve,Approve,Did not vote,,No,No,No,Same,Clinton,Democrat,HS grad,,,18 to 64,State,Complete,Baltimore city,18 to 29,18 to 24,Democrat,18 to 24,0.073,,Favorable
1.0,0.0,G,21.0,35.0,13.0,Second call,1.0,45-49,Black,Female,Mikulski,Glendening,Approve,Disapprove,Glendening,Oppose Clinton,No,No,No,Same,Dole,Democrat,Some college,15 to 30K,Liberal,18 to 64,State,Complete,Baltimore city,45 to 59,40 to 49,Democrat,40 to 49,0.09799999999999999,Economy/jobs,Favorable
1.0,0.0,G,21.0,35.0,14.0,Second call,1.0,30-39,Black,Female,Mikulski,Glendening,Approve,Approve,Glendening,Support Clinton,No,No,Yes,Same,Clinton,Democrat,HS grad,Under 15K,Moderate,18 to 64,State,Complete,Baltimore city,30 to 44,30 to 39,Democrat,30 to 39,0.09799999999999999,Gun control,Favorable
1.0,0.0,G,21.0,35.0,15.0,Second call,1.0,25-29,Black,Female,Mikulski,Glendening,Approve,Disapprove,Glendening,Neither,No,No,Yes,Better,Clinton,Democrat,College grad,15 to 30K,Moderate,18 to 64,State,Complete,Baltimore city,18 to 29,25 to 29,Democrat,25 to 29,0.085,Economy/jobs,Favorable
1.0,0.0,G,21.0,35.0,16.0,Second call,1.0,60-64,Black,Female,Mikulski,Glendening,Approve,Approve,Glendening,Neither,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,State,Complete,Baltimore city,60 and over,60 and over,Democrat,50 to 64,0.124,Gambling,Favorable
1.0,0.0,G,21.0,35.0,17.0,Second call,1.0,45-49,Black,Female,Mikulski,Glendening,Approve,Disapprove,Did not vote,Neither,No,No,No,Same,Did not vote,Democrat,Some college,15 to 30K,Moderate,18 to 64,State,Complete,Baltimore city,45 to 59,40 to 49,Democrat,40 to 49,0.09799999999999999,Taxes,Favorable
1.0,0.0,G,21.0,35.0,18.0,Second call,1.0,65 and over,Black,Female,Mikulski,Glendening,,Approve,Glendening,Support Clinton,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,65 and over,State,Complete,Baltimore city,60 and over,60 and over,Democrat,65 and over,0.124,Gun control,Favorable
1.0,0.0,G,21.0,35.0,19.0,Second call,1.0,65 and over,Black,Female,Mikulski,,,,Glendening,,No,No,No,Better,Clinton,Democrat,No HS,,,65 and over,State,Complete,Baltimore city,60 and over,60 and over,Democrat,65 and over,0.12300000000000001,Gambling,Favorable
1.0,0.0,G,21.0,35.0,20.0,Second call,1.0,65 and over,Black,Male,Mikulski,Glendening,,Disapprove,Glendening,,Yes,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,65 and over,State,Complete,Baltimore city,60 and over,60 and over,Democrat,65 and over,0.122,Gun control,Favorable
1.0,0.0,G,21.0,35.0,21.0,Second call,1.0,65 and over,Black,Female,Mikulski,Glendening,,Disapprove,Glendening,Neither,No,No,Yes,Better,Clinton,Democrat,HS grad,Under 15K,Moderate,65 and over,State,Complete,Baltimore city,60 and over,60 and over,Democrat,65 and over,0.124,Gun control,Favorable
1.0,0.0,G,21.0,35.0,22.0,Second call,1.0,65 and over,Black,Female,Mikulski,Glendening,Approve,Disapprove,Glendening,Neither,No,No,No,Same,Clinton,Democrat,No HS,Under 15K,Moderate,65 and over,State,Complete,Baltimore city,60 and over,60 and over,Democrat,65 and over,0.124,Education,Favorable
1.0,0.0,G,21.0,35.0,23.0,Second call,1.0,45-49,Black,Female,Mikulski,Sauerbrey,Approve,Disapprove,Sauerbrey,Neither,No,No,No,Same,Clinton,Democrat,HS grad,Under 15K,Moderate,18 to 64,State,Complete,Baltimore city,45 to 59,40 to 49,Democrat,40 to 49,0.086,Economy/jobs,Favorable
1.0,0.0,G,21.0,35.0,24.0,Second call,1.0,18-24,Black,Female,,Sauerbrey,Approve,Disapprove,Did not vote,Support Clinton,No,No,,Better,Did not vote,Democrat,HS grad,30 to 50K,Liberal,18 to 64,State,Complete,Baltimore city,18 to 29,18 to 24,Democrat,18 to 24,0.071,Environment,Favorable
1.0,0.0,G,21.0,35.0,25.0,Second call,1.0,30-39,Black,Male,Mikulski,Glendening,Approve,Disapprove,Sauerbrey,Support Clinton,No,No,No,Worse,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,State,Complete,Baltimore city,30 to 44,30 to 39,Democrat,30 to 39,0.097,Education,Unfavorable
1.0,0.0,G,21.0,35.0,26.0,Second call,1.0,65 and over,Black,Male,Mikulski,Glendening,Approve,Disapprove,Glendening,Support Clinton,Yes,Yes,No,Better,Clinton,Democrat,HS grad,15 to 30K,Liberal,65 and over,State,Complete,Baltimore city,60 and over,60 and over,Democrat,65 and over,0.122,Environment,Favorable
1.0,0.0,G,21.0,35.0,27.0,Second call,1.0,45-49,,Male,Pierpoint,Sauerbrey,Disapprove,Approve,Sauerbrey,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,Some college,15 to 30K,Conservative,18 to 64,State,Complete,Baltimore city,45 to 59,40 to 49,Republican,40 to 49,0.072,Gun control,Unfavorable
1.0,0.0,G,21.0,35.0,28.0,Second call,1.0,,Black,Male,Mikulski,Glendening,Approve,,Glendening,Support Clinton,,,No,,Clinton,,No HS,,,,State,Complete,Baltimore city,,,,,0.097,Education,Favorable
1.0,0.0,G,21.0,35.0,29.0,Second call,1.0,30-39,Black,Male,Mikulski,Glendening,Approve,Disapprove,Sauerbrey,Oppose Clinton,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,State,Complete,Baltimore city,30 to 44,30 to 39,Democrat,30 to 39,0.097,Economy/jobs,Favorable
1.0,0.0,G,21.0,35.0,30.0,Second call,1.0,18-24,Black,Female,Mikulski,Glendening,Approve,Disapprove,Glendening,Oppose Clinton,No,Yes,Yes,Better,Clinton,Democrat,Some college,15 to 30K,Liberal,18 to 64,State,Complete,Baltimore city,18 to 29,18 to 24,Democrat,18 to 24,0.085,Economy/jobs,Favorable
1.0,0.0,G,21.0,35.0,31.0,Second call,1.0,40-44,Hispanic,Female,Mikulski,Glendening,Approve,Approve,Glendening,Support Clinton,No,No,No,Better,Clinton,Independent,HS grad,30 to 50K,Liberal,18 to 64,State,Complete,Baltimore city,30 to 44,40 to 49,Independent/Other,40 to 49,0.09799999999999999,Gun control,Favorable
1.0,0.0,G,21.0,35.0,32.0,Second call,1.0,40-44,Black,Male,Mikulski,Glendening,Approve,Disapprove,Glendening,Support Clinton,No,No,No,Better,Clinton,Democrat,College grad,75 to 100K,Moderate,18 to 64,State,Complete,Baltimore city,30 to 44,40 to 49,Democrat,40 to 49,0.097,Gambling,Favorable
1.0,0.0,G,21.0,35.0,33.0,Second call,1.0,30-39,Black,Male,Mikulski,Sauerbrey,Approve,Approve,Did not vote,Oppose Clinton,No,Yes,No,Same,Did not vote,Independent,HS grad,15 to 30K,Moderate,18 to 64,State,Complete,Baltimore city,30 to 44,30 to 39,Independent/Other,30 to 39,0.085,Economy/jobs,Favorable
1.0,0.0,G,21.0,35.0,34.0,Second call,1.0,45-49,Black,Female,Mikulski,Glendening,Approve,Approve,Glendening,Support Clinton,No,No,Yes,Same,Clinton,Independent,Postgrad,30 to 50K,Conservative,18 to 64,State,Complete,Baltimore city,45 to 59,40 to 49,Independent/Other,40 to 49,0.09799999999999999,Education,Favorable
1.0,0.0,G,21.0,35.0,35.0,Second call,1.0,30-39,Black,Female,Mikulski,Glendening,Approve,Approve,Glendening,Support Clinton,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,State,Complete,Baltimore city,30 to 44,30 to 39,Democrat,30 to 39,0.09799999999999999,Economy/jobs,Favorable
1.0,0.0,G,21.0,35.0,36.0,Second call,1.0,65 and over,Black,Female,Mikulski,Glendening,Approve,Approve,Glendening,,,,,,Clinton,Democrat,HS grad,,,65 and over,State,Complete,Baltimore city,60 and over,60 and over,Democrat,65 and over,0.124,,Favorable
1.0,0.0,G,21.0,35.0,37.0,Third call,1.0,65 and over,Black,,Mikulski,Glendening,,Disapprove,Glendening,,,,,,,,,,,65 and over,State,Not complete,Baltimore city,60 and over,60 and over,,65 and over,0.122,Education,Favorable
1.0,0.0,G,21.0,35.0,38.0,Third call,1.0,30-39,Black,Female,Mikulski,Glendening,Approve,Disapprove,Glendening,Support Clinton,No,No,No,Same,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,State,Complete,Baltimore city,30 to 44,30 to 39,Democrat,30 to 39,0.09799999999999999,Economy/jobs,Favorable
1.0,0.0,G,21.0,35.0,39.0,Third call,1.0,30-39,Black,Female,Mikulski,Glendening,Approve,Approve,Glendening,Support Clinton,No,No,No,Better,Clinton,Democrat,Some college,Under 15K,Moderate,18 to 64,State,Complete,Baltimore city,30 to 44,30 to 39,Democrat,30 to 39,0.09799999999999999,Economy/jobs,Favorable
1.0,0.0,G,21.0,35.0,40.0,Third call,1.0,30-39,Black,Female,Mikulski,Glendening,Approve,Disapprove,Glendening,Neither,No,No,No,Same,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,State,Complete,Baltimore city,30 to 44,30 to 39,Democrat,30 to 39,0.09799999999999999,Education,Favorable
1.0,0.0,G,21.0,35.0,41.0,Third call,1.0,45-49,Black,Female,Mikulski,Glendening,Approve,,Glendening,Neither,No,No,,Same,Clinton,Something else,Postgrad,30 to 50K,Moderate,18 to 64,State,Complete,Baltimore city,45 to 59,40 to 49,Independent/Other,40 to 49,0.09799999999999999,,Favorable
1.0,0.0,G,21.0,35.0,42.0,Third call,1.0,30-39,Black,Male,Mikulski,Glendening,Approve,Disapprove,Glendening,Support Clinton,No,No,,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,State,Complete,Baltimore city,30 to 44,30 to 39,Democrat,30 to 39,0.097,Economy/jobs,Favorable
1.0,0.0,G,21.0,35.0,43.0,Third call,1.0,60-64,Black,Male,,Sauerbrey,Approve,Disapprove,Sauerbrey,Support Clinton,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,State,Complete,Baltimore city,60 and over,60 and over,Democrat,50 to 64,0.101,Education,Favorable
1.0,0.0,G,21.0,35.0,44.0,Third call,1.0,30-39,Black,Female,Mikulski,Glendening,Approve,Approve,Glendening,Neither,No,No,No,Better,Clinton,Democrat,Postgrad,15 to 30K,Moderate,18 to 64,State,Complete,Baltimore city,30 to 44,30 to 39,Democrat,30 to 39,0.09799999999999999,Gun control,Favorable
1.0,0.0,G,21.0,35.0,45.0,Third call,1.0,30-39,Black,Female,Mikulski,Glendening,Approve,Approve,Glendening,Support Clinton,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,,18 to 64,State,Complete,Baltimore city,30 to 44,30 to 39,Democrat,30 to 39,0.09799999999999999,Abortion,Favorable
