State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,House Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Amend A: Bar prop tax,Income,Ideology,Age (65 and over),Daschle: Clin-Lwnsky,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl
42.0,7.0,37.0,Third call,18-24,White,Female,Schmidt,Janklow,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,Yes,30 to 50K,Liberal,18 to 64,Approve,State,Complete,Northeast,18 to 29,18 to 24,Republican,18 to 24,0.504
42.0,7.0,38.0,Third call,40-44,White,Female,Daschle,Janklow,Thune,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,No,50 to 75K,Conservative,18 to 64,Approve,State,Complete,Northeast,30 to 44,40 to 49,Democrat,40 to 49,0.5640000000000001
42.0,7.0,39.0,Third call,30-39,White,Female,Schmidt,Janklow,Thune,Approve,Approve,Support Clinton,No,No,Yes,Better,Perot,Republican,No,15 to 30K,Moderate,18 to 64,Disapprove,State,Complete,Northeast,30 to 44,30 to 39,Republican,30 to 39,0.501
42.0,7.0,40.0,Third call,45-49,White,Female,Daschle,Janklow,Thune,Disapprove,Approve,Neither,No,Yes,Yes,Worse,Dole,Republican,No,30 to 50K,Conservative,18 to 64,Approve,State,Complete,Northeast,45 to 59,40 to 49,Republican,40 to 49,0.5640000000000001
42.0,7.0,41.0,Third call,25-29,White,Male,Daschle,Janklow,Thune,Disapprove,Disapprove,Neither,No,Yes,No,Worse,Perot,Independent,No,30 to 50K,Moderate,18 to 64,Disapprove,State,Complete,Northeast,18 to 29,25 to 29,Independent/Other,25 to 29,0.78
42.0,7.0,42.0,Third call,65 and over,White,Male,Daschle,Janklow,Thune,Approve,Disapprove,Neither,No,Yes,No,Same,Clinton,Democrat,Yes,30 to 50K,Conservative,65 and over,Approve,State,Complete,Northeast,60 and over,60 and over,Democrat,65 and over,0.522
42.0,7.0,43.0,Third call,30-39,White,Male,Daschle,Hunhoff,Moser,Disapprove,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,No,50 to 75K,Moderate,18 to 64,Approve,State,Complete,Northeast,30 to 44,30 to 39,Democrat,30 to 39,0.38099999999999995
42.0,7.0,44.0,Third call,45-49,White,Male,Schmidt,Hunhoff,Thune,Approve,Approve,,,,,,,,No,,,18 to 64,Disapprove,State,Not complete,Northeast,45 to 59,40 to 49,,40 to 49,0.39499999999999996
42.0,7.0,45.0,Third call,25-29,White,Female,Schmidt,Hunhoff,Thune,Disapprove,Approve,Neither,No,Yes,Yes,Better,Dole,Democrat,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,Northeast,18 to 29,25 to 29,Democrat,25 to 29,0.425
42.0,7.0,46.0,Third call,30-39,White,Male,Daschle,Hunhoff,Thune,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,No,50 to 75K,Moderate,18 to 64,Approve,State,Complete,Northeast,30 to 44,30 to 39,Democrat,30 to 39,0.441
42.0,7.0,47.0,Third call,65 and over,White,Female,Schmidt,Janklow,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Worse,Dole,Republican,Yes,Under 15K,Conservative,65 and over,Disapprove,State,Complete,Northeast,60 and over,60 and over,Republican,65 and over,0.40900000000000003
42.0,7.0,48.0,Third call,65 and over,White,,Schmidt,Janklow,Thune,Disapprove,Approve,,,,,,,,Yes,,,65 and over,Disapprove,State,Not complete,Northeast,60 and over,60 and over,,65 and over,0.466
42.0,7.0,49.0,Third call,50-59,White,Female,Daschle,,,Approve,Disapprove,,,,,,,,Yes,,,18 to 64,Approve,State,Not complete,Northeast,45 to 59,50 to 59,,50 to 64,0.39699999999999996
42.0,9.0,1.0,First call,65 and over,White,Male,Daschle,Janklow,Moser,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,No,,Moderate,65 and over,Disapprove,State,Complete,Southeast,60 and over,60 and over,Democrat,65 and over,1.765
42.0,9.0,2.0,First call,65 and over,White,Female,Daschle,Janklow,Thune,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,Yes,Under 15K,Moderate,65 and over,Disapprove,State,Complete,Southeast,60 and over,60 and over,Democrat,65 and over,1.823
42.0,9.0,3.0,First call,25-29,White,Male,Schmidt,Janklow,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Better,Did not vote,Republican,Yes,15 to 30K,Conservative,18 to 64,Approve,State,Complete,Southeast,18 to 29,25 to 29,Republican,25 to 29,1.179
42.0,9.0,4.0,First call,50-59,White,Female,Schmidt,Janklow,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,Yes,,Conservative,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,50 to 59,Republican,50 to 64,1.437
42.0,9.0,5.0,First call,40-44,White,Male,Daschle,Janklow,Moser,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Independent,No,50 to 75K,Liberal,18 to 64,Approve,State,Complete,Southeast,30 to 44,40 to 49,Independent/Other,40 to 49,1.563
42.0,9.0,6.0,First call,65 and over,White,Female,Daschle,Janklow,Moser,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,No,30 to 50K,Moderate,65 and over,Approve,State,Complete,Southeast,60 and over,60 and over,Democrat,65 and over,1.899
42.0,9.0,7.0,First call,65 and over,White,Male,Daschle,Hunhoff,Thune,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Independent,No,30 to 50K,Moderate,65 and over,Approve,State,Complete,Southeast,60 and over,60 and over,Independent/Other,65 and over,2.232
42.0,9.0,8.0,First call,65 and over,White,Male,Daschle,Janklow,Thune,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Clinton,Something else,No,15 to 30K,Conservative,65 and over,Disapprove,State,Complete,Southeast,60 and over,60 and over,Independent/Other,65 and over,2.058
42.0,9.0,9.0,First call,50-59,White,Female,Daschle,Janklow,Thune,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,No,,Moderate,18 to 64,Approve,State,Complete,Southeast,45 to 59,50 to 59,Democrat,50 to 64,1.96
42.0,9.0,10.0,First call,65 and over,White,Female,Daschle,Janklow,Thune,Approve,Approve,,,,,,,,No,,,65 and over,Approve,State,Not complete,Southeast,60 and over,60 and over,,65 and over,2.213
42.0,9.0,11.0,First call,65 and over,White,Female,Schmidt,Janklow,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Democrat,No,15 to 30K,Conservative,65 and over,Disapprove,State,Complete,Southeast,60 and over,60 and over,Democrat,65 and over,1.971
42.0,9.0,12.0,First call,65 and over,White,Male,Schmidt,Janklow,Thune,Disapprove,Disapprove,Neither,No,No,Yes,Same,Dole,Democrat,No,30 to 50K,,65 and over,Disapprove,State,Complete,Southeast,60 and over,60 and over,Democrat,65 and over,1.8330000000000002
42.0,9.0,13.0,First call,65 and over,White,Female,Schmidt,Hunhoff,Thune,Disapprove,Approve,Oppose Clinton,No,No,No,Worse,Other,Democrat,No,15 to 30K,Conservative,65 and over,Disapprove,State,Complete,Southeast,60 and over,60 and over,Democrat,65 and over,2.1390000000000002
42.0,9.0,14.0,First call,65 and over,White,Male,Daschle,Janklow,Thune,Approve,Approve,,No,No,No,Same,Clinton,Republican,No,15 to 30K,Conservative,65 and over,Approve,State,Complete,Southeast,60 and over,60 and over,Republican,65 and over,2.058
42.0,9.0,15.0,First call,65 and over,White,Male,Schmidt,Hunhoff,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Independent,Yes,100K or more,Conservative,65 and over,Disapprove,State,Complete,Southeast,60 and over,60 and over,Independent/Other,65 and over,1.6360000000000001
42.0,9.0,16.0,First call,45-49,White,Male,Daschle,Janklow,Thune,Approve,Approve,Support Clinton,No,No,No,Same,Clinton,Democrat,No,Under 15K,Moderate,18 to 64,Approve,State,Complete,Southeast,45 to 59,40 to 49,Democrat,40 to 49,1.823
42.0,9.0,17.0,First call,18-24,White,Male,Daschle,Janklow,Thune,Approve,Approve,Neither,No,No,No,Same,Did not vote,Democrat,No,50 to 75K,Liberal,18 to 64,Approve,State,Complete,Southeast,18 to 29,18 to 24,Democrat,18 to 24,1.6059999999999999
42.0,9.0,18.0,First call,50-59,White,Male,Schmidt,Janklow,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Independent,No,75 to 100K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,50 to 59,Independent/Other,50 to 64,1.621
42.0,9.0,19.0,First call,45-49,White,Male,Schmidt,Hunhoff,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Independent,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,40 to 49,Independent/Other,40 to 49,1.7599999999999998
42.0,9.0,20.0,Second call,60-64,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,No,,Conservative,18 to 64,Disapprove,State,Complete,Southeast,60 and over,60 and over,Republican,50 to 64,1.8330000000000002
42.0,9.0,21.0,Third call,65 and over,White,Female,Schmidt,Hunhoff,Thune,Disapprove,Approve,,,,,,,,No,,,65 and over,Disapprove,State,Not complete,Southeast,60 and over,60 and over,,65 and over,2.1390000000000002
42.0,9.0,22.0,Third call,50-59,White,Male,Daschle,Hunhoff,Moser,Disapprove,Approve,Neither,No,No,Yes,Same,Perot,Democrat,No,Under 15K,Conservative,18 to 64,Approve,State,Complete,Southeast,45 to 59,50 to 59,Democrat,50 to 64,1.693
42.0,9.0,23.0,Third call,50-59,White,Male,Daschle,Hunhoff,Moser,Approve,Approve,Support Clinton,No,No,No,Better,Clinton,Democrat,No,50 to 75K,Moderate,18 to 64,Approve,State,Complete,Southeast,45 to 59,50 to 59,Democrat,50 to 64,1.693
42.0,9.0,24.0,Third call,50-59,White,Female,Daschle,Hunhoff,Moser,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,No,30 to 50K,Moderate,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,50 to 59,Democrat,50 to 64,1.823
42.0,9.0,25.0,Third call,50-59,White,Female,Daschle,Hunhoff,Moser,Approve,Approve,Neither,Yes,Yes,Yes,Same,Clinton,Independent,No,30 to 50K,Moderate,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,50 to 59,Independent/Other,50 to 64,1.823
42.0,9.0,26.0,Third call,40-44,White,Female,Daschle,Hunhoff,Moser,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Better,Clinton,Democrat,No,50 to 75K,Liberal,18 to 64,Approve,State,Complete,Southeast,30 to 44,40 to 49,Democrat,40 to 49,1.823
42.0,9.0,27.0,Third call,18-24,White,Male,Daschle,Hunhoff,Moser,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,Yes,50 to 75K,Moderate,18 to 64,Approve,State,Complete,Southeast,18 to 29,18 to 24,Democrat,18 to 24,1.229
42.0,9.0,28.0,Third call,30-39,White,Male,Schmidt,Other,Thune,Disapprove,Approve,Neither,Yes,Yes,,Worse,Perot,Independent,Yes,15 to 30K,Moderate,18 to 64,Disapprove,State,Complete,Southeast,30 to 44,30 to 39,Independent/Other,30 to 39,2.523
42.0,9.0,29.0,Third call,25-29,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Better,Dole,Republican,Yes,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,18 to 29,25 to 29,Republican,25 to 29,1.179
42.0,9.0,30.0,Third call,25-29,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Did not vote,Republican,Yes,15 to 30K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,18 to 29,25 to 29,Republican,25 to 29,1.179
42.0,9.0,31.0,Third call,30-39,White,Female,Schmidt,Janklow,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,Yes,30 to 50K,Conservative,18 to 64,Approve,State,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,1.437
42.0,9.0,32.0,Third call,25-29,White,Female,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,Yes,15 to 30K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,18 to 29,25 to 29,Republican,25 to 29,1.2690000000000001
42.0,9.0,33.0,Third call,50-59,White,Female,Daschle,Hunhoff,Thune,Disapprove,Approve,Neither,,,,Same,,Independent,Yes,15 to 30K,Moderate,18 to 64,,State,Complete,Southeast,45 to 59,50 to 59,Independent/Other,50 to 64,1.748
42.0,9.0,34.0,Third call,30-39,White,Male,Daschle,Hunhoff,Moser,Approve,,Neither,No,No,No,Better,Clinton,Democrat,No,,Moderate,18 to 64,,State,Complete,Southeast,30 to 44,30 to 39,Democrat,30 to 39,1.693
42.0,9.0,35.0,Third call,40-44,White,Male,Daschle,Hunhoff,Moser,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,No,30 to 50K,Liberal,18 to 64,Approve,State,Complete,Southeast,30 to 44,40 to 49,Democrat,40 to 49,1.693
42.0,9.0,36.0,Third call,50-59,White,Female,Schmidt,Hunhoff,Thune,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,No,50 to 75K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,50 to 59,Republican,50 to 64,1.8920000000000001
42.0,9.0,37.0,Third call,45-49,White,Male,Schmidt,Hunhoff,Thune,Disapprove,Disapprove,Neither,Yes,Yes,No,Same,Dole,Republican,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,40 to 49,Republican,40 to 49,1.7599999999999998
42.0,9.0,38.0,Third call,65 and over,White,Female,Schmidt,Janklow,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,No,30 to 50K,Conservative,65 and over,Disapprove,State,Complete,Southeast,60 and over,60 and over,Republican,65 and over,1.971
42.0,9.0,39.0,Third call,50-59,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,50 to 59,Republican,50 to 64,1.621
42.0,9.0,40.0,Third call,50-59,White,Male,Schmidt,Janklow,Thune,Disapprove,Disapprove,Neither,Yes,Yes,No,Same,Dole,Republican,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,50 to 59,Republican,50 to 64,1.621
42.0,9.0,41.0,Third call,30-39,White,Male,Daschle,Janklow,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Worse,Dole,Republican,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,1.823
42.0,9.0,42.0,Third call,30-39,White,Female,Schmidt,Hunhoff,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,1.8920000000000001
42.0,9.0,43.0,Third call,30-39,White,Female,Schmidt,Janklow,Thune,Approve,Approve,Neither,Yes,Yes,Yes,Same,Clinton,Democrat,No,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Southeast,30 to 44,30 to 39,Democrat,30 to 39,1.746
42.0,9.0,44.0,Third call,30-39,White,Female,Schmidt,Janklow,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,No,30 to 50K,Moderate,18 to 64,Disapprove,State,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,1.746
42.0,9.0,45.0,Third call,30-39,White,Female,Schmidt,Janklow,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,No,50 to 75K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,1.746
42.0,9.0,46.0,Third call,30-39,White,Female,Schmidt,Janklow,Thune,Disapprove,,Neither,Yes,,,Worse,Other,Republican,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,1.746
42.0,9.0,47.0,Third call,40-44,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Perot,Republican,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,30 to 44,40 to 49,Republican,40 to 49,1.621
42.0,9.0,48.0,Third call,45-49,White,Female,Daschle,Hunhoff,Thune,Approve,Approve,Neither,No,No,No,Worse,Dole,Republican,No,15 to 30K,Conservative,18 to 64,Approve,State,Complete,Southeast,45 to 59,40 to 49,Republican,40 to 49,2.127
42.0,9.0,49.0,Third call,50-59,White,Male,Daschle,Hunhoff,Thune,Disapprove,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,No,15 to 30K,Moderate,18 to 64,Approve,State,Complete,Southeast,45 to 59,50 to 59,Democrat,50 to 64,1.975
42.0,9.0,50.0,Third call,45-49,White,Female,Daschle,Hunhoff,Thune,Disapprove,Approve,Neither,No,No,Yes,Same,Clinton,Democrat,No,50 to 75K,Moderate,18 to 64,Approve,State,Complete,Southeast,45 to 59,40 to 49,Democrat,40 to 49,2.127
42.0,9.0,51.0,Third call,30-39,White,Female,Daschle,Janklow,Thune,Approve,Approve,Neither,No,No,No,Better,Clinton,Independent,No,15 to 30K,Liberal,18 to 64,Approve,State,Complete,Southeast,30 to 44,30 to 39,Independent/Other,30 to 39,1.96
42.0,9.0,52.0,Third call,30-39,White,Female,Daschle,Janklow,Thune,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Dole,Republican,No,30 to 50K,Conservative,18 to 64,Approve,State,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,1.96
42.0,9.0,53.0,Third call,30-39,White,Male,Daschle,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,No,Better,Dole,Republican,No,50 to 75K,Moderate,18 to 64,Approve,State,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,1.823
42.0,9.0,54.0,Third call,50-59,White,Male,Daschle,Janklow,Thune,Approve,Disapprove,Neither,No,No,No,Worse,Clinton,Democrat,No,30 to 50K,Moderate,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,50 to 59,Democrat,50 to 64,1.823
42.0,9.0,55.0,Third call,50-59,White,Female,Daschle,Janklow,Thune,,,Neither,No,No,No,Same,Clinton,Republican,No,15 to 30K,Moderate,18 to 64,,State,Complete,Southeast,45 to 59,50 to 59,Republican,50 to 64,1.96
42.0,9.0,56.0,Third call,45-49,White,Female,Daschle,Janklow,Thune,Disapprove,Disapprove,Neither,No,Yes,No,Same,Dole,Democrat,No,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Southeast,45 to 59,40 to 49,Democrat,40 to 49,1.96
42.0,9.0,57.0,Third call,45-49,White,Male,Daschle,Hunhoff,Thune,Approve,Disapprove,Neither,No,No,No,Better,Dole,Democrat,Yes,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Southeast,45 to 59,40 to 49,Democrat,40 to 49,1.6269999999999998
42.0,9.0,58.0,Third call,30-39,White,Female,Daschle,Janklow,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,No,50 to 75K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,1.96
42.0,9.0,59.0,Third call,30-39,White,Male,Daschle,Janklow,Thune,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,No,15 to 30K,Moderate,18 to 64,Approve,State,Complete,Southeast,30 to 44,30 to 39,Democrat,30 to 39,1.823
42.0,9.0,60.0,Third call,30-39,White,Female,Daschle,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Clinton,Democrat,No,Under 15K,Moderate,18 to 64,Approve,State,Complete,Southeast,30 to 44,30 to 39,Democrat,30 to 39,1.96
42.0,26.0,1.0,First call,45-49,White,Male,Schmidt,Hunhoff,Thune,Approve,Disapprove,Oppose Clinton,No,Yes,Yes,Better,Dole,Republican,No,15 to 30K,Conservative,18 to 64,Disapprove,State,Complete,Northeast,45 to 59,40 to 49,Republican,40 to 49,0.73
42.0,26.0,2.0,First call,65 and over,White,Male,Schmidt,Janklow,Thune,Approve,Approve,Neither,Yes,Yes,Yes,,Clinton,Republican,No,15 to 30K,Moderate,65 and over,Disapprove,State,Complete,Northeast,60 and over,60 and over,Republican,65 and over,1.046
42.0,26.0,3.0,First call,30-39,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Independent,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,Northeast,30 to 44,30 to 39,Independent/Other,30 to 39,1.054
42.0,26.0,4.0,First call,50-59,White,Female,Schmidt,Janklow,Thune,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,No,50 to 75K,Moderate,18 to 64,Disapprove,State,Complete,Northeast,45 to 59,50 to 59,Democrat,50 to 64,0.932
42.0,26.0,5.0,First call,65 and over,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,No,Under 15K,Conservative,65 and over,Disapprove,State,Complete,Northeast,60 and over,60 and over,Republican,65 and over,1.046
42.0,26.0,6.0,First call,50-59,White,Male,Daschle,Hunhoff,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,No,No,Same,Dole,Republican,No,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Northeast,45 to 59,50 to 59,Republican,50 to 64,0.819
42.0,26.0,7.0,First call,60-64,Black,Male,Daschle,Hunhoff,Thune,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Independent,No,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Northeast,60 and over,60 and over,Independent/Other,50 to 64,0.811
42.0,26.0,8.0,First call,30-39,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Worse,Dole,Republican,No,15 to 30K,Conservative,18 to 64,Disapprove,State,Complete,Northeast,30 to 44,30 to 39,Republican,30 to 39,1.054
42.0,26.0,9.0,First call,60-64,White,Male,Schmidt,Hunhoff,Moser,Approve,Disapprove,Support Clinton,No,No,No,Worse,Clinton,Independent,No,,Moderate,18 to 64,Disapprove,State,Complete,Northeast,60 and over,60 and over,Independent/Other,50 to 64,0.62
42.0,26.0,10.0,First call,50-59,White,Male,Daschle,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,No,50 to 75K,Conservative,18 to 64,Disapprove,State,Complete,Northeast,45 to 59,50 to 59,Republican,50 to 64,1.186
42.0,26.0,11.0,First call,60-64,White,Female,Daschle,Hunhoff,Moser,Approve,Approve,Neither,No,No,No,Same,Clinton,Republican,No,,Moderate,18 to 64,Approve,State,Complete,Northeast,60 and over,60 and over,Republican,50 to 64,0.615
42.0,26.0,12.0,First call,65 and over,White,Female,Schmidt,Hunhoff,Moser,Approve,Approve,Neither,No,No,Yes,Same,Clinton,,No,Under 15K,Conservative,65 and over,Disapprove,State,Complete,Northeast,60 and over,60 and over,,65 and over,0.5489999999999999
42.0,26.0,13.0,First call,65 and over,White,Male,Schmidt,Janklow,Thune,Disapprove,Disapprove,,Yes,Yes,Yes,Same,Dole,Republican,Yes,,Moderate,65 and over,Disapprove,State,Complete,Northeast,60 and over,60 and over,Republican,65 and over,0.86
42.0,26.0,14.0,First call,65 and over,White,Male,Schmidt,Hunhoff,Moser,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Clinton,Independent,Yes,Under 15K,Moderate,65 and over,Disapprove,State,Complete,Northeast,60 and over,60 and over,Independent/Other,65 and over,0.511
42.0,26.0,15.0,First call,50-59,White,Female,Daschle,Hunhoff,Moser,Approve,Approve,Neither,No,No,Yes,Same,Clinton,Republican,No,30 to 50K,Conservative,18 to 64,Approve,State,Complete,Northeast,45 to 59,50 to 59,Republican,50 to 64,0.622
42.0,26.0,16.0,First call,50-59,White,Female,Daschle,Hunhoff,Moser,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,Yes,50 to 75K,Liberal,18 to 64,Approve,State,Complete,Northeast,45 to 59,50 to 59,Democrat,50 to 64,0.511
42.0,26.0,17.0,First call,40-44,White,Female,Daschle,Hunhoff,Moser,Disapprove,Approve,Neither,Yes,Yes,Yes,Worse,Clinton,Independent,Yes,50 to 75K,Moderate,18 to 64,Disapprove,State,Complete,Northeast,30 to 44,40 to 49,Independent/Other,40 to 49,0.511
42.0,26.0,18.0,First call,65 and over,White,Male,Schmidt,Janklow,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,No,30 to 50K,Conservative,65 and over,Disapprove,State,Complete,Northeast,60 and over,60 and over,Republican,65 and over,1.046
42.0,26.0,19.0,First call,65 and over,White,Female,Schmidt,Janklow,Thune,Approve,Disapprove,Neither,No,No,Yes,Same,Dole,Republican,No,30 to 50K,Conservative,65 and over,Disapprove,State,Complete,Northeast,60 and over,60 and over,Republican,65 and over,0.923
42.0,26.0,20.0,Second call,45-49,White,Female,Daschle,Other,Thune,,Approve,Neither,No,No,Yes,Worse,Clinton,Republican,No,,Liberal,18 to 64,,State,Complete,Northeast,45 to 59,40 to 49,Republican,40 to 49,1.6869999999999998
42.0,26.0,21.0,Second call,65 and over,White,Female,Schmidt,Janklow,Thune,Disapprove,,Oppose Clinton,Yes,Yes,Yes,Same,Perot,Republican,No,,Conservative,65 and over,,State,Complete,Northeast,60 and over,60 and over,Republican,65 and over,0.923
42.0,26.0,22.0,Second call,65 and over,White,Male,Schmidt,Hunhoff,Thune,Approve,Approve,Neither,No,No,No,Same,Clinton,Democrat,,Under 15K,Moderate,65 and over,Approve,State,Complete,Northeast,60 and over,60 and over,Democrat,65 and over,0.69
42.0,26.0,23.0,Second call,65 and over,White,Female,Daschle,Janklow,Thune,Approve,,Neither,No,No,No,Same,Clinton,Democrat,No,15 to 30K,Conservative,65 and over,,State,Complete,Northeast,60 and over,60 and over,Democrat,65 and over,1.039
42.0,26.0,24.0,Second call,65 and over,White,Female,Daschle,Hunhoff,Thune,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,No,Under 15K,Conservative,65 and over,Disapprove,State,Complete,Northeast,60 and over,60 and over,Democrat,65 and over,0.718
42.0,26.0,25.0,Second call,60-64,White,Female,Daschle,Hunhoff,Moser,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Clinton,Democrat,Yes,50 to 75K,Liberal,18 to 64,Approve,State,Complete,Northeast,60 and over,60 and over,Democrat,50 to 64,0.506
42.0,26.0,26.0,Second call,65 and over,White,,Daschle,Janklow,Moser,Disapprove,Approve,Neither,No,No,No,Same,Clinton,Republican,Yes,15 to 30K,Liberal,65 and over,Approve,State,Complete,Northeast,60 and over,60 and over,Republican,65 and over,0.732
42.0,26.0,27.0,Second call,60-64,White,Male,Schmidt,Hunhoff,Thune,Approve,Disapprove,Neither,No,No,No,Same,Dole,Republican,Yes,50 to 75K,Conservative,18 to 64,Disapprove,State,Complete,Northeast,60 and over,60 and over,Republican,50 to 64,0.594
