V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33
1.0,0.0,G,28.0,17.0,48.0,Third call,1.0,30-39,White,Female,Hoppner,Disapprove,Disapprove,Neither,,Yes,Yes,Yes,No,Worse,Democrat,30 to 50K,Against,Conservative,18 to 64,State,CD 3,30 to 44,30 to 39,Democrat,30 to 39,0.724
1.0,0.0,G,28.0,17.0,49.0,Third call,1.0,65 and over,White,Female,,Approve,,Neither,Yes,Yes,No,No,No,Same,Democrat,15 to 30K,Against,,65 and over,State,CD 3,60 and over,60 and over,Democrat,65 and over,0.8740000000000001
1.0,0.0,G,28.0,17.0,50.0,Third call,1.0,25-29,White,Female,Hoppner,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Yes,Better,Democrat,30 to 50K,Against,Liberal,18 to 64,State,CD 3,18 to 29,25 to 29,Democrat,25 to 29,0.6669999999999999
1.0,0.0,G,28.0,17.0,51.0,Third call,1.0,50-59,White,Female,Hoppner,Disapprove,Disapprove,Neither,No,No,No,No,No,Worse,Republican,30 to 50K,For,Moderate,18 to 64,State,CD 3,45 to 59,50 to 59,Republican,50 to 64,0.959
1.0,0.0,G,28.0,17.0,52.0,Third call,1.0,50-59,White,Female,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,Yes,Same,Democrat,30 to 50K,For,Moderate,18 to 64,State,CD 3,45 to 59,50 to 59,Democrat,50 to 64,0.959
1.0,0.0,G,28.0,17.0,53.0,Third call,1.0,65 and over,White,Female,Hoppner,,Approve,,No,Yes,,Yes,,Same,Democrat,15 to 30K,For,Moderate,65 and over,State,CD 3,60 and over,60 and over,Democrat,65 and over,1.097
1.0,0.0,G,28.0,17.0,54.0,Third call,1.0,40-44,White,Female,Johans,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Yes,Better,Republican,30 to 50K,Against,Conservative,18 to 64,State,CD 3,30 to 44,40 to 49,Republican,40 to 49,0.799
1.0,0.0,G,28.0,17.0,55.0,Third call,1.0,45-49,White,Female,Johans,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Yes,Same,Republican,30 to 50K,Against,Moderate,18 to 64,State,CD 3,45 to 59,40 to 49,Republican,40 to 49,0.799
1.0,0.0,G,28.0,17.0,56.0,Third call,1.0,40-44,White,Male,Johans,Disapprove,Approve,Neither,No,No,Yes,Yes,Yes,Better,Republican,15 to 30K,Against,Moderate,18 to 64,State,CD 3,30 to 44,40 to 49,Republican,40 to 49,0.801
1.0,0.0,G,28.0,17.0,57.0,Third call,1.0,30-39,White,Male,Johans,Disapprove,Disapprove,Neither,No,No,Yes,Yes,No,Worse,Democrat,30 to 50K,For,Conservative,18 to 64,State,CD 3,30 to 44,30 to 39,Democrat,30 to 39,1.061
1.0,0.0,G,28.0,17.0,58.0,Third call,1.0,45-49,White,Male,Johans,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Yes,Worse,Republican,30 to 50K,For,Conservative,18 to 64,State,CD 3,45 to 59,40 to 49,Republican,40 to 49,1.061
1.0,0.0,G,28.0,17.0,59.0,Third call,1.0,60-64,White,Male,Johans,Disapprove,Disapprove,Oppose Clinton,Yes,No,Yes,Yes,Yes,Same,Republican,30 to 50K,Against,Conservative,18 to 64,State,CD 3,60 and over,60 and over,Republican,50 to 64,0.915
1.0,0.0,G,28.0,17.0,60.0,Third call,1.0,65 and over,White,Female,Johans,Disapprove,Approve,Oppose Clinton,Yes,No,Yes,Yes,Yes,Same,Republican,15 to 30K,Against,Conservative,65 and over,State,CD 3,60 and over,60 and over,Republican,65 and over,0.913
1.0,0.0,G,28.0,17.0,61.0,Third call,1.0,45-49,White,Male,Johans,Approve,Approve,Neither,No,No,No,No,No,Worse,Republican,30 to 50K,Against,Moderate,18 to 64,State,CD 3,45 to 59,40 to 49,Republican,40 to 49,0.801
1.0,0.0,G,28.0,17.0,62.0,Third call,1.0,40-44,White,Male,Johans,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,No,Same,Republican,Under 15K,Against,Conservative,18 to 64,State,CD 3,30 to 44,40 to 49,Republican,40 to 49,0.801
1.0,0.0,G,28.0,17.0,63.0,Third call,1.0,25-29,White,Female,Johans,Approve,Approve,Neither,No,Yes,No,No,No,Better,Independent,15 to 30K,Against,Liberal,18 to 64,State,CD 3,18 to 29,25 to 29,Independent/Other,25 to 29,0.7389999999999999
1.0,0.0,G,28.0,17.0,64.0,Third call,1.0,30-39,White,Male,Johans,Disapprove,Disapprove,Neither,Yes,No,Yes,Yes,Yes,Same,Republican,50 to 75K,Against,Conservative,18 to 64,State,CD 3,30 to 44,30 to 39,Republican,30 to 39,0.801
1.0,0.0,G,28.0,17.0,65.0,Third call,1.0,50-59,White,Female,Johans,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,No,Worse,Republican,50 to 75K,For,Conservative,18 to 64,State,CD 3,45 to 59,50 to 59,Republican,50 to 64,1.059
1.0,0.0,G,28.0,17.0,66.0,Third call,1.0,50-59,White,Female,Johans,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Yes,Same,Republican,30 to 50K,For,Moderate,18 to 64,State,CD 3,45 to 59,50 to 59,Republican,50 to 64,1.059
1.0,0.0,G,28.0,17.0,67.0,Third call,1.0,40-44,White,Male,Johans,Disapprove,Approve,Oppose Clinton,No,No,,,,Worse,Independent,15 to 30K,For,Moderate,18 to 64,State,CD 3,30 to 44,40 to 49,Independent/Other,40 to 49,1.061
1.0,0.0,G,28.0,17.0,68.0,Third call,1.0,45-49,White,Female,Hoppner,Approve,Disapprove,Neither,No,No,No,No,No,Same,Democrat,50 to 75K,For,Liberal,18 to 64,State,CD 3,45 to 59,40 to 49,Democrat,40 to 49,0.959
1.0,0.0,G,28.0,29.0,1.0,First call,1.0,40-44,White,Female,Hoppner,Approve,Approve,Neither,Yes,Yes,No,No,No,Better,Democrat,50 to 75K,Against,Liberal,18 to 64,State,CD 2,30 to 44,40 to 49,Democrat,40 to 49,1.023
1.0,0.0,G,28.0,29.0,2.0,First call,1.0,50-59,White,Female,Johans,Disapprove,,Neither,No,Yes,No,No,Yes,Better,Republican,75 to 100K,For,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Republican,50 to 64,1.322
1.0,0.0,G,28.0,29.0,3.0,First call,1.0,60-64,White,Male,Hoppner,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,Yes,Better,Republican,50 to 75K,For,Conservative,18 to 64,State,CD 2,60 and over,60 and over,Republican,50 to 64,1.244
1.0,0.0,G,28.0,29.0,4.0,First call,1.0,60-64,White,Male,Johans,Disapprove,Approve,Neither,,No,Yes,Yes,,Same,Republican,50 to 75K,For,Conservative,18 to 64,State,CD 2,60 and over,60 and over,Republican,50 to 64,1.212
1.0,0.0,G,28.0,29.0,5.0,First call,1.0,45-49,White,Male,Johans,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,Yes,Better,Republican,50 to 75K,For,Conservative,18 to 64,State,CD 2,45 to 59,40 to 49,Republican,40 to 49,1.291
1.0,0.0,G,28.0,29.0,6.0,First call,1.0,60-64,White,Female,Johans,Approve,Disapprove,Support Clinton,Yes,No,No,No,No,Worse,Republican,15 to 30K,For,Conservative,18 to 64,State,CD 2,60 and over,60 and over,Republican,50 to 64,1.241
1.0,0.0,G,28.0,29.0,7.0,First call,1.0,50-59,White,Female,Johans,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Yes,Same,Republican,30 to 50K,For,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Republican,50 to 64,1.322
1.0,0.0,G,28.0,29.0,8.0,First call,1.0,50-59,White,Male,Johans,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Yes,Same,Independent,50 to 75K,Against,Conservative,18 to 64,State,CD 2,45 to 59,50 to 59,Independent/Other,50 to 64,0.973
1.0,0.0,G,28.0,29.0,9.0,First call,1.0,30-39,White,Male,Hoppner,Approve,Disapprove,Support Clinton,No,,No,No,Yes,Better,Democrat,50 to 75K,Against,Moderate,18 to 64,State,CD 2,30 to 44,30 to 39,Democrat,30 to 39,1.0
1.0,0.0,G,28.0,29.0,10.0,First call,1.0,65 and over,White,Male,Johans,Approve,Approve,Neither,Yes,Yes,No,No,No,Same,Republican,Under 15K,Against,Moderate,65 and over,State,CD 2,60 and over,60 and over,Republican,65 and over,0.914
1.0,0.0,G,28.0,29.0,11.0,First call,1.0,65 and over,White,Male,Hoppner,Approve,Approve,Neither,No,Yes,No,No,No,Better,Democrat,30 to 50K,Against,Conservative,65 and over,State,CD 2,60 and over,60 and over,Democrat,65 and over,0.939
1.0,0.0,G,28.0,29.0,12.0,First call,1.0,45-49,White,Female,Hoppner,Disapprove,Approve,Neither,No,,No,Yes,Yes,Better,Democrat,50 to 75K,Against,Moderate,18 to 64,State,CD 2,45 to 59,40 to 49,Democrat,40 to 49,1.023
1.0,0.0,G,28.0,29.0,13.0,First call,1.0,60-64,White,Female,Hoppner,Approve,Disapprove,Support Clinton,No,Yes,No,No,Yes,Same,Democrat,15 to 30K,For,Moderate,18 to 64,State,CD 2,60 and over,60 and over,Democrat,50 to 64,1.272
1.0,0.0,G,28.0,29.0,14.0,First call,1.0,50-59,White,Male,Johans,Disapprove,Disapprove,Oppose Clinton,No,No,No,Yes,Yes,Same,Democrat,50 to 75K,For,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Democrat,50 to 64,1.291
1.0,0.0,G,28.0,29.0,15.0,First call,1.0,65 and over,White,Female,Johans,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,Yes,Same,Republican,30 to 50K,For,Conservative,65 and over,State,CD 2,60 and over,60 and over,Republican,65 and over,1.241
1.0,0.0,G,28.0,29.0,16.0,First call,1.0,60-64,White,Female,Johans,Disapprove,Approve,Oppose Clinton,,No,,Yes,Yes,Same,Republican,30 to 50K,For,Conservative,18 to 64,State,CD 2,60 and over,60 and over,Republican,50 to 64,1.241
1.0,0.0,G,28.0,29.0,17.0,First call,1.0,65 and over,White,Male,Johans,Approve,Disapprove,Neither,No,Yes,Yes,Yes,Yes,Better,Republican,50 to 75K,Against,Liberal,65 and over,State,CD 2,60 and over,60 and over,Republican,65 and over,0.914
1.0,0.0,G,28.0,29.0,18.0,First call,1.0,30-39,White,Female,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,No,Better,Independent,50 to 75K,Against,Moderate,18 to 64,State,CD 2,30 to 44,30 to 39,Independent/Other,30 to 39,1.023
1.0,0.0,G,28.0,29.0,19.0,First call,1.0,65 and over,White,Male,Johans,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,Yes,Same,Democrat,15 to 30K,For,Conservative,65 and over,State,CD 2,60 and over,60 and over,Democrat,65 and over,1.212
1.0,0.0,G,28.0,29.0,20.0,First call,1.0,60-64,White,Male,Johans,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,Yes,Yes,Same,Republican,100K or more,For,Conservative,18 to 64,State,CD 2,60 and over,60 and over,Republican,50 to 64,1.212
1.0,0.0,G,28.0,29.0,21.0,Second call,1.0,18-24,White,Male,Hoppner,Disapprove,Approve,Neither,No,Yes,No,No,Yes,Better,Democrat,15 to 30K,Against,Moderate,18 to 64,State,CD 2,18 to 29,18 to 24,Democrat,18 to 24,0.898
1.0,0.0,G,28.0,29.0,22.0,Second call,1.0,65 and over,White,Female,Johans,Disapprove,Disapprove,Neither,No,Yes,No,,Yes,Better,Independent,30 to 50K,For,Moderate,65 and over,State,CD 2,60 and over,60 and over,Independent/Other,65 and over,1.241
1.0,0.0,G,28.0,29.0,23.0,Second call,1.0,45-49,White,Male,Johans,Disapprove,Approve,Neither,No,Yes,Yes,Yes,No,Better,Republican,100K or more,Against,Moderate,18 to 64,State,CD 2,45 to 59,40 to 49,Republican,40 to 49,0.973
1.0,0.0,G,28.0,29.0,24.0,Second call,1.0,18-24,White,Male,Johans,Approve,Approve,Neither,No,Yes,No,No,No,Better,Independent,50 to 75K,Against,Moderate,18 to 64,State,CD 2,18 to 29,18 to 24,Independent/Other,18 to 24,0.8740000000000001
1.0,0.0,G,28.0,29.0,25.0,Second call,1.0,50-59,White,Female,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,Yes,Same,Democrat,30 to 50K,Against,Liberal,18 to 64,State,CD 2,45 to 59,50 to 59,Democrat,50 to 64,1.023
1.0,0.0,G,28.0,29.0,26.0,Second call,1.0,65 and over,White,Female,Johans,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,,Same,Republican,50 to 75K,For,Conservative,65 and over,State,CD 2,60 and over,60 and over,Republican,65 and over,1.241
1.0,0.0,G,28.0,29.0,27.0,Second call,1.0,50-59,White,Female,Hoppner,Approve,Approve,Neither,No,No,No,No,Yes,Better,Democrat,50 to 75K,Against,Conservative,18 to 64,State,CD 2,45 to 59,50 to 59,Democrat,50 to 64,1.023
1.0,0.0,G,28.0,29.0,28.0,Second call,1.0,40-44,White,Female,Johans,Disapprove,,Neither,Yes,,Yes,Yes,No,,Independent,,,Liberal,18 to 64,State,CD 2,30 to 44,40 to 49,Independent/Other,40 to 49,1.1
1.0,0.0,G,28.0,29.0,29.0,Second call,1.0,50-59,White,Male,Johans,Disapprove,Approve,Neither,No,No,,,,Worse,Republican,50 to 75K,Against,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Republican,50 to 64,0.973
1.0,0.0,G,28.0,29.0,30.0,Second call,1.0,50-59,White,Male,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,Yes,Same,Democrat,30 to 50K,Against,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Democrat,50 to 64,1.0
1.0,0.0,G,28.0,29.0,31.0,Second call,1.0,50-59,White,Female,Hoppner,Approve,Approve,Neither,No,No,No,Yes,Yes,Same,Republican,30 to 50K,Against,Liberal,18 to 64,State,CD 2,45 to 59,50 to 59,Republican,50 to 64,1.023
1.0,0.0,G,28.0,29.0,32.0,Second call,1.0,30-39,White,Male,Hoppner,Approve,Approve,Neither,No,Yes,No,No,No,Better,Democrat,50 to 75K,For,Moderate,18 to 64,State,CD 2,30 to 44,30 to 39,Democrat,30 to 39,1.326
1.0,0.0,G,28.0,29.0,33.0,Second call,1.0,40-44,White,Female,Hoppner,Disapprove,Disapprove,Neither,No,No,No,Yes,Yes,Same,Independent,30 to 50K,Against,Moderate,18 to 64,State,CD 2,30 to 44,40 to 49,Independent/Other,40 to 49,1.023
1.0,0.0,G,28.0,29.0,34.0,Second call,1.0,50-59,White,Male,Hoppner,Approve,Approve,Neither,No,Yes,No,No,No,Better,Democrat,50 to 75K,Against,Conservative,18 to 64,State,CD 2,45 to 59,50 to 59,Democrat,50 to 64,1.0
1.0,0.0,G,28.0,29.0,35.0,Second call,1.0,60-64,White,Male,Hoppner,Approve,Approve,Neither,No,No,No,No,No,Better,Democrat,15 to 30K,Against,Liberal,18 to 64,State,CD 2,60 and over,60 and over,Democrat,50 to 64,0.939
1.0,0.0,G,28.0,29.0,36.0,Second call,1.0,65 and over,White,Male,Johans,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,No,Same,Republican,30 to 50K,Against,Conservative,65 and over,State,CD 2,60 and over,60 and over,Republican,65 and over,0.914
1.0,0.0,G,28.0,29.0,37.0,Second call,1.0,30-39,White,Male,Johans,Disapprove,Approve,Oppose Clinton,Yes,No,No,Yes,No,Better,Republican,50 to 75K,For,Conservative,18 to 64,State,CD 2,30 to 44,30 to 39,Republican,30 to 39,1.291
1.0,0.0,G,28.0,29.0,38.0,Second call,1.0,30-39,White,Female,Johans,Disapprove,Approve,Neither,Yes,No,Yes,Yes,Yes,Same,Republican,30 to 50K,Against,Conservative,18 to 64,State,CD 2,30 to 44,30 to 39,Republican,30 to 39,0.996
1.0,0.0,G,28.0,29.0,39.0,Second call,1.0,30-39,White,Female,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,No,Better,Independent,15 to 30K,,Moderate,18 to 64,State,CD 2,30 to 44,30 to 39,Independent/Other,30 to 39,1.13
1.0,0.0,G,28.0,29.0,40.0,Third call,1.0,50-59,White,Male,Hoppner,Disapprove,Disapprove,Neither,No,No,No,No,Yes,Better,Republican,100K or more,Against,Conservative,18 to 64,State,CD 2,45 to 59,50 to 59,Republican,50 to 64,1.0
1.0,0.0,G,28.0,29.0,41.0,Third call,1.0,40-44,White,Male,Johans,Disapprove,Approve,Neither,Yes,No,Yes,Yes,No,Better,Democrat,50 to 75K,Against,Conservative,18 to 64,State,CD 2,30 to 44,40 to 49,Democrat,40 to 49,0.973
1.0,0.0,G,28.0,29.0,42.0,Third call,1.0,50-59,White,Male,Johans,Approve,Disapprove,Neither,No,Yes,No,No,Yes,Better,Independent,50 to 75K,Against,Conservative,18 to 64,State,CD 2,45 to 59,50 to 59,Independent/Other,50 to 64,0.973
1.0,0.0,G,28.0,29.0,43.0,Third call,1.0,45-49,White,Male,Johans,Disapprove,,Neither,No,Yes,No,No,Yes,Same,Republican,75 to 100K,Against,Moderate,18 to 64,State,CD 2,45 to 59,40 to 49,Republican,40 to 49,0.973
1.0,0.0,G,28.0,29.0,44.0,Third call,1.0,50-59,White,Male,Hoppner,Approve,Disapprove,Neither,No,,,,Yes,Same,Democrat,30 to 50K,For,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Democrat,50 to 64,1.326
1.0,0.0,G,28.0,29.0,45.0,Third call,1.0,65 and over,White,Female,Hoppner,Approve,Disapprove,Support Clinton,Yes,Yes,No,No,No,Same,Democrat,15 to 30K,Against,Conservative,65 and over,State,CD 2,60 and over,60 and over,Democrat,65 and over,0.96
1.0,0.0,G,28.0,29.0,46.0,Third call,1.0,50-59,White,Female,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,Yes,Better,Independent,15 to 30K,For,Conservative,18 to 64,State,CD 2,45 to 59,50 to 59,Independent/Other,50 to 64,1.357
1.0,0.0,G,28.0,29.0,47.0,Third call,1.0,50-59,Black,Female,Hoppner,Approve,Approve,Neither,No,Yes,No,No,Yes,Same,Independent,30 to 50K,Against,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Independent/Other,50 to 64,0.88
1.0,0.0,G,28.0,29.0,48.0,Third call,1.0,18-24,White,Female,Johans,Disapprove,Approve,Neither,No,No,Yes,Yes,Yes,Better,Republican,50 to 75K,For,Moderate,18 to 64,State,CD 2,18 to 29,18 to 24,Republican,18 to 24,1.186
1.0,0.0,G,28.0,29.0,49.0,Third call,1.0,18-24,White,Female,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,No,Same,Democrat,15 to 30K,Against,Moderate,18 to 64,State,CD 2,18 to 29,18 to 24,Democrat,18 to 24,0.918
1.0,0.0,G,28.0,29.0,50.0,Third call,1.0,25-29,White,Female,Hoppner,Approve,Approve,Support Clinton,No,No,No,No,No,Better,Democrat,50 to 75K,Against,Moderate,18 to 64,State,CD 2,18 to 29,25 to 29,Democrat,25 to 29,0.918
1.0,0.0,G,28.0,29.0,51.0,Third call,1.0,18-24,White,Male,Hoppner,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Yes,Better,Independent,30 to 50K,Against,Conservative,18 to 64,State,CD 2,18 to 29,18 to 24,Independent/Other,18 to 24,0.898
1.0,0.0,G,28.0,29.0,52.0,Third call,1.0,25-29,White,Male,Hoppner,Disapprove,Disapprove,Oppose Clinton,Yes,No,Yes,Yes,No,Same,Independent,30 to 50K,Against,Conservative,18 to 64,State,CD 2,18 to 29,25 to 29,Independent/Other,25 to 29,0.898
1.0,0.0,G,28.0,29.0,53.0,Third call,1.0,50-59,White,Male,Hoppner,Approve,Disapprove,Neither,No,,No,No,No,Better,Democrat,30 to 50K,Against,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Democrat,50 to 64,1.0
1.0,0.0,G,28.0,29.0,54.0,Third call,1.0,30-39,White,Male,Johans,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Yes,Better,Independent,,Against,Moderate,18 to 64,State,CD 2,30 to 44,30 to 39,Independent/Other,30 to 39,0.973
1.0,0.0,G,28.0,29.0,55.0,Third call,1.0,40-44,White,Male,Johans,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,Yes,Better,Republican,30 to 50K,For,Moderate,18 to 64,State,CD 2,30 to 44,40 to 49,Republican,40 to 49,1.291
1.0,0.0,G,28.0,29.0,56.0,Third call,1.0,40-44,White,Female,Johans,Disapprove,Disapprove,Oppose Clinton,Yes,,Yes,Yes,Yes,Better,Republican,30 to 50K,For,Conservative,18 to 64,State,CD 2,30 to 44,40 to 49,Republican,40 to 49,1.322
1.0,0.0,G,28.0,29.0,57.0,Third call,1.0,25-29,Black,Female,Hoppner,Approve,Disapprove,Neither,No,No,No,No,Yes,Better,Democrat,75 to 100K,Against,Moderate,18 to 64,State,CD 2,18 to 29,25 to 29,Democrat,25 to 29,0.79
1.0,0.0,G,28.0,29.0,58.0,Third call,1.0,18-24,White,Female,Johans,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Yes,Worse,Republican,15 to 30K,Against,Conservative,18 to 64,State,CD 2,18 to 29,18 to 24,Republican,18 to 24,0.895
1.0,0.0,G,28.0,29.0,59.0,Third call,1.0,30-39,White,Male,Hoppner,Disapprove,Disapprove,Neither,No,Yes,No,No,Yes,Better,Democrat,30 to 50K,Against,Conservative,18 to 64,State,CD 2,30 to 44,30 to 39,Democrat,30 to 39,1.0
1.0,0.0,G,28.0,29.0,60.0,Third call,1.0,18-24,White,Male,Hoppner,Disapprove,Approve,Neither,No,No,Yes,Yes,Yes,Better,Republican,30 to 50K,For,Moderate,18 to 64,State,CD 2,18 to 29,18 to 24,Republican,18 to 24,1.189
1.0,0.0,G,28.0,29.0,61.0,Third call,1.0,50-59,White,Female,Johans,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,Yes,Yes,Worse,Republican,50 to 75K,For,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Republican,50 to 64,1.322
1.0,0.0,G,28.0,29.0,62.0,Third call,1.0,30-39,White,Male,Johans,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,No,Better,Independent,,For,Conservative,18 to 64,State,CD 2,30 to 44,30 to 39,Independent/Other,30 to 39,1.291
1.0,0.0,G,28.0,29.0,63.0,Third call,1.0,50-59,White,Male,Hoppner,Disapprove,Approve,Neither,No,No,Yes,Yes,No,Same,Democrat,30 to 50K,For,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Democrat,50 to 64,1.326
1.0,0.0,G,28.0,29.0,64.0,Third call,1.0,18-24,White,Female,Hoppner,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Yes,Same,Democrat,30 to 50K,Against,Moderate,18 to 64,State,CD 2,18 to 29,18 to 24,Democrat,18 to 24,0.918
1.0,0.0,G,28.0,29.0,65.0,Third call,1.0,30-39,White,Male,Johans,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,Yes,No,Same,Republican,30 to 50K,For,Conservative,18 to 64,State,CD 2,30 to 44,30 to 39,Republican,30 to 39,1.291
1.0,0.0,G,28.0,29.0,66.0,Third call,1.0,18-24,White,Female,Johans,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Yes,Better,Republican,50 to 75K,Against,Conservative,18 to 64,State,CD 2,18 to 29,18 to 24,Republican,18 to 24,0.895
1.0,0.0,G,28.0,29.0,67.0,Third call,1.0,50-59,White,Male,Hoppner,Approve,Approve,Neither,No,Yes,No,Yes,Yes,Better,Democrat,50 to 75K,Against,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Democrat,50 to 64,1.0
1.0,0.0,G,28.0,29.0,68.0,Third call,1.0,25-29,White,Female,Hoppner,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Yes,Better,Democrat,75 to 100K,Against,Moderate,18 to 64,State,CD 2,18 to 29,25 to 29,Democrat,25 to 29,0.918
1.0,0.0,G,28.0,29.0,69.0,Third call,1.0,25-29,White,Female,Hoppner,Disapprove,Approve,Neither,No,Yes,No,No,Yes,Better,Democrat,100K or more,Against,Moderate,18 to 64,State,CD 2,18 to 29,25 to 29,Democrat,25 to 29,0.918
1.0,0.0,G,28.0,29.0,70.0,Third call,1.0,50-59,White,Female,Hoppner,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Yes,Better,Democrat,50 to 75K,Against,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Democrat,50 to 64,1.023
1.0,0.0,G,28.0,29.0,71.0,Third call,1.0,50-59,White,Female,Hoppner,Approve,Disapprove,Neither,,No,No,No,No,Same,Democrat,,Against,Conservative,18 to 64,State,CD 2,45 to 59,50 to 59,Democrat,50 to 64,1.023
1.0,0.0,G,28.0,29.0,72.0,Third call,1.0,45-49,White,Female,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,No,Same,Democrat,,Against,Moderate,18 to 64,State,CD 2,45 to 59,40 to 49,Democrat,40 to 49,1.023
1.0,0.0,G,28.0,30.0,1.0,First call,1.0,25-29,White,Female,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,No,Better,Democrat,50 to 75K,Against,Moderate,18 to 64,State,CD 2,18 to 29,25 to 29,Democrat,25 to 29,0.46900000000000003
1.0,0.0,G,28.0,30.0,2.0,First call,1.0,50-59,White,Male,Johans,Disapprove,Disapprove,Neither,No,No,No,Yes,Yes,Better,Republican,30 to 50K,For,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Republican,50 to 64,0.6599999999999999
1.0,0.0,G,28.0,30.0,3.0,First call,1.0,50-59,White,Male,Johans,Disapprove,Approve,Oppose Clinton,Yes,No,Yes,Yes,Yes,Same,Republican,100K or more,For,Conservative,18 to 64,State,CD 2,45 to 59,50 to 59,Republican,50 to 64,0.6599999999999999
1.0,0.0,G,28.0,30.0,4.0,First call,1.0,65 and over,White,Female,Johans,Approve,Disapprove,,No,Yes,Yes,Yes,Yes,Worse,Democrat,15 to 30K,Against,Conservative,65 and over,State,CD 2,60 and over,60 and over,Democrat,65 and over,0.47700000000000004
1.0,0.0,G,28.0,30.0,5.0,First call,1.0,30-39,White,Male,Johans,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Yes,Better,Republican,50 to 75K,For,Liberal,18 to 64,State,CD 2,30 to 44,30 to 39,Republican,30 to 39,0.6599999999999999
1.0,0.0,G,28.0,30.0,6.0,First call,1.0,40-44,White,Male,Johans,Disapprove,Approve,Neither,No,No,Yes,Yes,No,Better,Republican,100K or more,For,Conservative,18 to 64,State,CD 2,30 to 44,40 to 49,Republican,40 to 49,0.6599999999999999
1.0,0.0,G,28.0,30.0,7.0,First call,1.0,40-44,White,Female,Johans,Disapprove,Disapprove,Neither,Yes,No,Yes,Yes,No,Same,Republican,100K or more,For,Conservative,18 to 64,State,CD 2,30 to 44,40 to 49,Republican,40 to 49,0.6759999999999999
1.0,0.0,G,28.0,30.0,8.0,First call,1.0,45-49,White,Male,Johans,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,No,Worse,Democrat,15 to 30K,For,Moderate,18 to 64,State,CD 2,45 to 59,40 to 49,Democrat,40 to 49,0.6599999999999999
1.0,0.0,G,28.0,30.0,9.0,First call,1.0,40-44,White,Male,Johans,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,Yes,Better,Republican,100K or more,Against,Conservative,18 to 64,State,CD 2,30 to 44,40 to 49,Republican,40 to 49,0.49700000000000005
