State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Ashcroft good Pres?,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Senate importance,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Clinton as person
26.0,29.0,15.0,Second call,65 and over,White,Female,Nixon,Approve,Disapprove,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,65 and over,Issues,State,Complete,Southwest,60 and over,60 and over,Democrat,65 and over,0.744,Favorable
26.0,29.0,16.0,Second call,65 and over,White,Female,Nixon,Approve,Disapprove,Support Clinton,No,No,No,No,No,Same,Perot,Independent,No HS,50 to 75K,Conservative,65 and over,Issues,State,Complete,Southwest,60 and over,60 and over,Independent/Other,65 and over,0.744,Favorable
26.0,29.0,17.0,Second call,50-59,White,Female,Bond,Approve,Approve,Neither,No,No,No,No,No,Same,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Issues,State,Complete,Southwest,45 to 59,50 to 59,Democrat,50 to 64,0.42100000000000004,Favorable
26.0,29.0,18.0,Second call,65 and over,White,Male,Bond,Disapprove,Approve,Neither,No,Yes,No,Yes,,Same,Dole,Republican,,30 to 50K,Conservative,65 and over,,State,Complete,Southwest,60 and over,60 and over,Republican,65 and over,0.701,Unfavorable
26.0,29.0,19.0,Second call,65 and over,White,Male,Bond,Disapprove,Approve,Oppose Clinton,,,No,Yes,Yes,Worse,Dole,Republican,No HS,30 to 50K,Conservative,65 and over,Issues,State,Complete,Southwest,60 and over,60 and over,Republican,65 and over,0.701,Unfavorable
26.0,29.0,20.0,Second call,65 and over,White,Male,Bond,Disapprove,Disapprove,Neither,No,No,Yes,No,No,Same,Dole,Republican,Some college,50 to 75K,Conservative,65 and over,Issues,State,Complete,Southwest,60 and over,60 and over,Republican,65 and over,0.701,Unfavorable
26.0,29.0,21.0,Second call,50-59,White,Male,Bond,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Yes,Same,Perot,Independent,College grad,50 to 75K,Conservative,18 to 64,Issues,State,Complete,Southwest,45 to 59,50 to 59,Independent/Other,50 to 64,0.484,Unfavorable
26.0,29.0,22.0,Second call,65 and over,White,Male,Bond,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Yes,Same,Dole,Independent,College grad,30 to 50K,Moderate,65 and over,Issues,State,Complete,Southwest,60 and over,60 and over,Independent/Other,65 and over,0.701,Unfavorable
26.0,29.0,23.0,Second call,50-59,White,Female,Bond,Disapprove,Approve,Neither,No,No,No,No,Yes,Same,Dole,Republican,Some college,75 to 100K,Moderate,18 to 64,,State,Complete,Southwest,45 to 59,50 to 59,Republican,50 to 64,0.42100000000000004,Unfavorable
26.0,29.0,24.0,Second call,65 and over,White,,Nixon,Approve,Disapprove,Support Clinton,Yes,No,No,No,No,Worse,Clinton,,Some college,15 to 30K,Moderate,65 and over,Issues,State,Complete,Southwest,60 and over,60 and over,,65 and over,0.744,Favorable
26.0,29.0,25.0,Second call,25-29,White,Male,Nixon,Approve,Disapprove,Neither,No,No,No,No,Yes,Better,Clinton,Independent,College grad,30 to 50K,Moderate,18 to 64,Issues,State,Complete,Southwest,18 to 29,25 to 29,Independent/Other,25 to 29,0.8140000000000001,Favorable
26.0,29.0,26.0,Second call,45-49,White,Male,Nixon,Approve,Disapprove,Support Clinton,No,No,No,No,Yes,Better,Clinton,Democrat,College grad,100K or more,Liberal,18 to 64,Issues,State,Complete,Southwest,45 to 59,40 to 49,Democrat,40 to 49,0.59,Favorable
26.0,29.0,27.0,Second call,65 and over,White,Male,Nixon,Approve,Disapprove,Support Clinton,No,No,No,No,No,Same,Clinton,Democrat,HS grad,,Moderate,65 and over,Moral Values,State,Complete,Southwest,60 and over,60 and over,Democrat,65 and over,0.855,Favorable
26.0,29.0,28.0,Second call,45-49,White,Male,Nixon,Approve,Disapprove,Support Clinton,No,No,No,No,No,Worse,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Issues,State,Complete,Southwest,45 to 59,40 to 49,Democrat,40 to 49,0.59,Favorable
26.0,29.0,29.0,Second call,60-64,White,Male,Nixon,Disapprove,Approve,Neither,Yes,Yes,No,No,Yes,Same,Clinton,Republican,Postgrad,30 to 50K,Conservative,18 to 64,Issues,State,Complete,Southwest,60 and over,60 and over,Republican,50 to 64,0.855,Unfavorable
26.0,29.0,30.0,Second call,65 and over,White,Male,Bond,Disapprove,Approve,Oppose Clinton,No,Yes,,Yes,Yes,Worse,Clinton,Republican,HS grad,15 to 30K,Liberal,65 and over,,State,Complete,Southwest,60 and over,60 and over,Republican,65 and over,0.701,
26.0,29.0,31.0,Second call,45-49,Black,Male,Bond,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,No,Better,Clinton,Republican,College grad,50 to 75K,Moderate,18 to 64,Moral Values,State,Complete,Southwest,45 to 59,40 to 49,Republican,40 to 49,0.51,Unfavorable
26.0,29.0,32.0,Second call,30-39,White,Male,Nixon,Approve,Disapprove,Neither,No,No,No,No,No,Same,Dole,Independent,Some college,15 to 30K,Liberal,18 to 64,Moral Values,State,Complete,Southwest,30 to 44,30 to 39,Independent/Other,30 to 39,0.59,Favorable
26.0,29.0,33.0,Second call,60-64,White,Female,Nixon,Approve,Disapprove,Neither,Yes,No,No,No,No,Same,Clinton,Something else,College grad,30 to 50K,Moderate,18 to 64,Issues,State,Complete,Southwest,60 and over,60 and over,Independent/Other,50 to 64,0.744,Unfavorable
26.0,29.0,34.0,Second call,65 and over,White,Male,Nixon,Approve,Approve,,,,,,Yes,Same,Clinton,Democrat,College grad,15 to 30K,,65 and over,Issues,State,Complete,Southwest,60 and over,60 and over,Democrat,65 and over,0.855,Favorable
26.0,29.0,35.0,Third call,30-39,White,Male,Bond,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,Issues,State,Complete,Southwest,30 to 44,30 to 39,Republican,30 to 39,0.484,Unfavorable
26.0,29.0,36.0,Third call,65 and over,White,Male,Bond,Disapprove,Disapprove,Neither,,Yes,Yes,Yes,Yes,Same,Dole,Republican,No HS,15 to 30K,,65 and over,Issues,State,Complete,Southwest,60 and over,60 and over,Republican,65 and over,0.701,Unfavorable
26.0,29.0,37.0,Third call,25-29,White,Female,Nixon,Approve,Disapprove,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,HS grad,100K or more,Liberal,18 to 64,Issues,State,Complete,Southwest,18 to 29,25 to 29,Democrat,25 to 29,0.7089999999999999,Favorable
26.0,29.0,38.0,Third call,65 and over,White,Male,Nixon,Approve,Disapprove,Neither,No,No,No,No,Yes,Same,Dole,Independent,Postgrad,30 to 50K,Moderate,65 and over,Issues,State,Complete,Southwest,60 and over,60 and over,Independent/Other,65 and over,0.855,Unfavorable
26.0,29.0,39.0,Third call,30-39,White,Female,Nixon,Approve,Disapprove,Neither,No,No,No,No,No,Better,Clinton,Independent,College grad,30 to 50K,Moderate,18 to 64,Issues,State,Complete,Southwest,30 to 44,30 to 39,Independent/Other,30 to 39,0.514,Favorable
26.0,29.0,40.0,Third call,30-39,White,Male,Nixon,Approve,Disapprove,Neither,No,No,No,No,No,Better,Clinton,Independent,Postgrad,15 to 30K,Moderate,18 to 64,Issues,State,Complete,Southwest,30 to 44,30 to 39,Independent/Other,30 to 39,0.59,Favorable
26.0,29.0,41.0,Third call,65 and over,White,Male,Nixon,Approve,Disapprove,Neither,No,No,No,No,No,Same,Clinton,Independent,HS grad,30 to 50K,Moderate,65 and over,Issues,State,Complete,Southwest,60 and over,60 and over,Independent/Other,65 and over,0.855,Unfavorable
26.0,29.0,42.0,Third call,65 and over,White,Female,Nixon,,Disapprove,,,No,No,No,,Same,Clinton,Democrat,,,,65 and over,,State,Complete,Southwest,60 and over,60 and over,Democrat,65 and over,0.744,
26.0,29.0,43.0,Third call,18-24,Black,Male,Nixon,Approve,Approve,Neither,No,No,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Issues,State,Complete,Southwest,18 to 29,18 to 24,Democrat,18 to 24,0.86,Unfavorable
26.0,29.0,44.0,Third call,65 and over,,Female,Bond,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Yes,Worse,,Republican,No HS,Under 15K,Moderate,65 and over,Issues,State,Complete,Southwest,60 and over,60 and over,Republican,65 and over,0.61,Unfavorable
26.0,29.0,45.0,Third call,18-24,White,Male,Bond,Approve,Approve,Neither,No,Yes,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Issues,State,Complete,Southwest,18 to 29,18 to 24,Democrat,18 to 24,0.6679999999999999,Favorable
26.0,29.0,46.0,Third call,60-64,White,Female,Nixon,Approve,Disapprove,Support Clinton,No,No,No,No,No,Better,Clinton,Independent,Postgrad,100K or more,Moderate,18 to 64,Issues,State,Complete,Southwest,60 and over,60 and over,Independent/Other,50 to 64,0.744,Favorable
26.0,29.0,47.0,Third call,25-29,White,Male,Nixon,Approve,Disapprove,Neither,No,No,No,No,No,Better,Clinton,Independent,Some college,50 to 75K,Liberal,18 to 64,Issues,State,Complete,Southwest,18 to 29,25 to 29,Independent/Other,25 to 29,0.8140000000000001,Favorable
26.0,29.0,48.0,Third call,65 and over,White,Female,Nixon,Approve,,Neither,No,,No,No,,Same,Clinton,Democrat,HS grad,,,65 and over,,State,Complete,Southwest,60 and over,60 and over,Democrat,65 and over,0.744,Favorable
26.0,29.0,49.0,Third call,65 and over,White,Female,Nixon,Approve,Disapprove,Neither,No,No,No,No,Yes,Same,Clinton,Independent,Some college,15 to 30K,Liberal,65 and over,Issues,State,Complete,Southwest,60 and over,60 and over,Independent/Other,65 and over,0.744,Unfavorable
26.0,29.0,50.0,Third call,40-44,Other,Male,Other,Approve,Disapprove,Neither,No,No,No,No,No,Same,Clinton,Independent,Some college,75 to 100K,Moderate,18 to 64,Issues,State,Complete,Southwest,30 to 44,40 to 49,Independent/Other,40 to 49,0.702,Favorable
26.0,29.0,51.0,Third call,40-44,White,Female,Bond,Approve,Approve,Neither,No,,No,No,No,Better,Clinton,Republican,Postgrad,50 to 75K,Moderate,18 to 64,Issues,State,Complete,Southwest,30 to 44,40 to 49,Republican,40 to 49,0.42100000000000004,Favorable
26.0,29.0,52.0,Third call,,White,Male,Bond,,,,,,,,,,,,,,,,Moral Values,State,Not complete,Southwest,,,,,0.484,
26.0,29.0,53.0,Third call,30-39,White,Male,Bond,Approve,Approve,Neither,No,Yes,No,No,Yes,Better,Did not vote,Republican,HS grad,75 to 100K,Moderate,18 to 64,Issues,State,Complete,Southwest,30 to 44,30 to 39,Republican,30 to 39,0.484,Unfavorable
26.0,29.0,54.0,Third call,45-49,White,Female,Nixon,Approve,Disapprove,Support Clinton,No,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,Issues,State,Complete,Southwest,45 to 59,40 to 49,Democrat,40 to 49,0.514,Unfavorable
26.0,29.0,55.0,Third call,25-29,White,Female,Nixon,Approve,Disapprove,Support Clinton,No,Yes,No,No,No,Same,Perot,Independent,College grad,15 to 30K,Moderate,18 to 64,Issues,State,Complete,Southwest,18 to 29,25 to 29,Independent/Other,25 to 29,0.7089999999999999,Favorable
26.0,29.0,56.0,Third call,30-39,White,Male,Nixon,Disapprove,Approve,Neither,No,Yes,Yes,Yes,,Better,Dole,Republican,College grad,100K or more,Moderate,18 to 64,Issues,State,Complete,Southwest,30 to 44,30 to 39,Republican,30 to 39,0.59,Unfavorable
26.0,29.0,57.0,Third call,60-64,White,Male,Bond,Approve,Disapprove,Neither,No,No,No,No,No,Better,Clinton,Independent,Postgrad,100K or more,Liberal,18 to 64,Issues,State,Complete,Southwest,60 and over,60 and over,Independent/Other,50 to 64,0.701,Unfavorable
26.0,29.0,58.0,Third call,45-49,White,Male,Bond,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Yes,Better,Dole,Independent,College grad,30 to 50K,Moderate,18 to 64,Issues,State,Complete,Southwest,45 to 59,40 to 49,Independent/Other,40 to 49,0.484,Unfavorable
26.0,29.0,59.0,Third call,18-24,White,Female,Bond,Disapprove,Approve,Oppose Clinton,Yes,Yes,,Yes,,Same,Dole,Republican,College grad,30 to 50K,Moderate,18 to 64,Moral Values,State,Complete,Southwest,18 to 29,18 to 24,Republican,18 to 24,0.5820000000000001,Unfavorable
26.0,29.0,60.0,Third call,45-49,White,Female,Bond,Approve,Disapprove,Neither,Yes,No,No,No,Yes,Worse,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Issues,State,Complete,Southwest,45 to 59,40 to 49,Democrat,40 to 49,0.42100000000000004,Unfavorable
26.0,34.0,1.0,First call,30-39,White,Male,Bond,Disapprove,Approve,Neither,No,Yes,Yes,Yes,No,Better,Dole,Independent,College grad,50 to 75K,Conservative,18 to 64,Moral Values,State,Complete,North/Southeast,30 to 44,30 to 39,Independent/Other,30 to 39,1.013,Unfavorable
26.0,34.0,2.0,First call,45-49,White,Male,Bond,Disapprove,Disapprove,Oppose Clinton,,Yes,No,Yes,Yes,Worse,Perot,,HS grad,15 to 30K,Moderate,18 to 64,Issues,State,Complete,North/Southeast,45 to 59,40 to 49,,40 to 49,1.013,Unfavorable
26.0,34.0,3.0,First call,50-59,White,Female,Nixon,Approve,Disapprove,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Issues,State,Complete,North/Southeast,45 to 59,50 to 59,Democrat,50 to 64,0.928,Favorable
26.0,34.0,4.0,First call,65 and over,White,,Bond,Approve,Disapprove,Support Clinton,Yes,Yes,No,No,No,Better,Clinton,Democrat,HS grad,Under 15K,,65 and over,Issues,State,Complete,North/Southeast,60 and over,60 and over,Democrat,65 and over,1.316,Favorable
26.0,34.0,5.0,First call,60-64,White,Female,Nixon,Disapprove,Disapprove,,No,No,,,,,,,,,,18 to 64,Moral Values,State,Not complete,North/Southeast,60 and over,60 and over,,50 to 64,1.206,Unfavorable
26.0,34.0,6.0,First call,60-64,White,Female,Nixon,Approve,Approve,,No,No,,,,,,,,,,18 to 64,Issues,State,Not complete,North/Southeast,60 and over,60 and over,,50 to 64,1.206,Favorable
26.0,34.0,7.0,First call,50-59,White,Female,Nixon,Approve,Disapprove,Neither,No,No,No,No,Yes,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Issues,State,Complete,North/Southeast,45 to 59,50 to 59,Democrat,50 to 64,0.928,Favorable
26.0,34.0,8.0,First call,40-44,White,Female,Nixon,Approve,Disapprove,Support Clinton,No,No,No,No,No,Worse,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Issues,State,Complete,North/Southeast,30 to 44,40 to 49,Democrat,40 to 49,0.928,Favorable
26.0,34.0,9.0,First call,30-39,White,Female,Bond,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Yes,Worse,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Moral Values,State,Complete,North/Southeast,30 to 44,30 to 39,Democrat,30 to 39,0.908,Unfavorable
26.0,34.0,10.0,First call,50-59,White,Female,Nixon,Approve,Approve,Neither,No,No,No,No,,Better,Clinton,Republican,Postgrad,50 to 75K,Moderate,18 to 64,Issues,State,Complete,North/Southeast,45 to 59,50 to 59,Republican,50 to 64,0.928,Unfavorable
26.0,34.0,11.0,First call,45-49,White,Male,Bond,Approve,Disapprove,Oppose Clinton,Yes,Yes,,Yes,Yes,Same,Dole,Independent,HS grad,30 to 50K,Conservative,18 to 64,,State,Complete,North/Southeast,45 to 59,40 to 49,Independent/Other,40 to 49,1.013,Unfavorable
26.0,34.0,12.0,First call,65 and over,White,Female,Nixon,Approve,Approve,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,65 and over,Issues,State,Complete,North/Southeast,60 and over,60 and over,Democrat,65 and over,1.206,Favorable
26.0,34.0,13.0,First call,50-59,White,Male,Bond,Approve,Approve,Neither,No,Yes,No,No,Yes,Better,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,Issues,State,Complete,North/Southeast,45 to 59,50 to 59,Democrat,50 to 64,1.013,Favorable
26.0,34.0,14.0,First call,18-24,White,Female,Bond,Disapprove,Approve,Neither,No,No,No,Yes,No,Better,Did not vote,Republican,HS grad,15 to 30K,Moderate,18 to 64,Issues,State,Complete,North/Southeast,18 to 29,18 to 24,Republican,18 to 24,0.9820000000000001,Unfavorable
26.0,34.0,15.0,First call,30-39,White,Male,Bond,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Yes,Better,Dole,Democrat,College grad,50 to 75K,Conservative,18 to 64,Moral Values,State,Complete,North/Southeast,30 to 44,30 to 39,Democrat,30 to 39,1.013,Unfavorable
26.0,34.0,16.0,Second call,45-49,White,Female,Nixon,Approve,Disapprove,Neither,No,No,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Issues,State,Complete,North/Southeast,45 to 59,40 to 49,Democrat,40 to 49,0.928,Unfavorable
26.0,34.0,17.0,Second call,30-39,White,Male,Bond,Approve,Approve,Neither,No,Yes,No,Yes,No,Better,Dole,Something else,HS grad,30 to 50K,Moderate,18 to 64,Moral Values,State,Complete,North/Southeast,30 to 44,30 to 39,Independent/Other,30 to 39,1.013,Unfavorable
26.0,34.0,18.0,Second call,50-59,White,Male,Bond,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,50 to 75K,Moderate,18 to 64,,State,Complete,North/Southeast,45 to 59,50 to 59,Republican,50 to 64,1.013,Unfavorable
26.0,34.0,19.0,Second call,65 and over,White,Male,Nixon,Approve,Disapprove,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,No HS,15 to 30K,Moderate,65 and over,Issues,State,Complete,North/Southeast,60 and over,60 and over,Democrat,65 and over,1.3439999999999999,Favorable
26.0,34.0,20.0,Second call,25-29,White,Female,Bond,Approve,Disapprove,Neither,No,No,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,Issues,State,Complete,North/Southeast,18 to 29,25 to 29,Democrat,25 to 29,0.9820000000000001,Favorable
26.0,34.0,21.0,Second call,30-39,White,Male,Nixon,Approve,Disapprove,Neither,No,No,No,No,Yes,Better,Clinton,Democrat,College grad,15 to 30K,,18 to 64,Issues,State,Complete,North/Southeast,30 to 44,30 to 39,Democrat,30 to 39,1.035,Favorable
26.0,34.0,22.0,Second call,40-44,White,Female,Nixon,Approve,Disapprove,Support Clinton,No,Yes,No,No,No,Same,Clinton,Independent,Postgrad,75 to 100K,Conservative,18 to 64,,State,Complete,North/Southeast,30 to 44,40 to 49,Independent/Other,40 to 49,0.928,Favorable
26.0,34.0,23.0,Second call,50-59,White,Female,Bond,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Yes,Better,Dole,Republican,College grad,100K or more,Conservative,18 to 64,Issues,State,Complete,North/Southeast,45 to 59,50 to 59,Republican,50 to 64,0.908,Unfavorable
26.0,34.0,24.0,Second call,65 and over,White,Female,Bond,Disapprove,Approve,,,Yes,,,,,,,,,,65 and over,Moral Values,State,Not complete,North/Southeast,60 and over,60 and over,,65 and over,1.179,Unfavorable
26.0,34.0,25.0,Second call,45-49,White,Female,Nixon,Disapprove,Approve,Neither,No,,Yes,Yes,Yes,Same,Dole,Democrat,Some college,15 to 30K,Moderate,18 to 64,Issues,State,Complete,North/Southeast,45 to 59,40 to 49,Democrat,40 to 49,0.928,Unfavorable
26.0,34.0,26.0,Second call,25-29,White,Female,Bond,Disapprove,Approve,Neither,No,No,Yes,Yes,Yes,Better,Dole,Republican,College grad,30 to 50K,Moderate,18 to 64,Moral Values,State,Complete,North/Southeast,18 to 29,25 to 29,Republican,25 to 29,0.9820000000000001,Unfavorable
26.0,34.0,27.0,Second call,50-59,White,Male,Bond,Disapprove,Disapprove,Neither,No,Yes,No,Yes,Yes,Same,Perot,Independent,Some college,100K or more,Conservative,18 to 64,Issues,State,Complete,North/Southeast,45 to 59,50 to 59,Independent/Other,50 to 64,1.013,Unfavorable
26.0,34.0,28.0,Second call,18-24,White,Male,Nixon,Approve,Approve,Neither,No,No,No,No,Yes,Better,Clinton,Democrat,Some college,75 to 100K,Moderate,18 to 64,Issues,State,Complete,North/Southeast,18 to 29,18 to 24,Democrat,18 to 24,1.119,Unfavorable
26.0,34.0,29.0,Second call,50-59,White,Male,Bond,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,No,Same,Dole,Independent,HS grad,30 to 50K,Conservative,18 to 64,Moral Values,State,Complete,North/Southeast,45 to 59,50 to 59,Independent/Other,50 to 64,1.013,Unfavorable
26.0,34.0,30.0,Second call,25-29,White,Female,Nixon,Approve,Disapprove,Neither,No,Yes,No,No,No,Better,Did not vote,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Moral Values,State,Complete,North/Southeast,18 to 29,25 to 29,Democrat,25 to 29,1.003,Favorable
26.0,34.0,31.0,Second call,60-64,White,Female,Nixon,Approve,Disapprove,Neither,No,No,No,No,,Same,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Issues,State,Complete,North/Southeast,60 and over,60 and over,Democrat,50 to 64,1.206,Favorable
26.0,34.0,32.0,Second call,65 and over,White,Male,Bond,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Yes,Better,Dole,Republican,Some college,50 to 75K,Conservative,65 and over,Issues,State,Complete,North/Southeast,60 and over,60 and over,Republican,65 and over,1.316,Unfavorable
26.0,34.0,33.0,Second call,45-49,White,Female,Nixon,Approve,Disapprove,Neither,No,Yes,No,No,Yes,Better,Perot,Democrat,HS grad,15 to 30K,Conservative,18 to 64,Issues,State,Complete,North/Southeast,45 to 59,40 to 49,Democrat,40 to 49,0.928,Favorable
26.0,34.0,34.0,Second call,65 and over,White,Male,Bond,Approve,Disapprove,Neither,No,No,No,No,Yes,Better,Clinton,Republican,Some college,15 to 30K,Moderate,65 and over,Issues,State,Complete,North/Southeast,60 and over,60 and over,Republican,65 and over,1.316,Unfavorable
26.0,34.0,35.0,Third call,60-64,White,Female,Bond,Approve,Approve,Neither,No,No,No,No,Yes,Same,Clinton,Democrat,Some college,Under 15K,Moderate,18 to 64,Issues,State,Complete,North/Southeast,60 and over,60 and over,Democrat,50 to 64,1.179,Favorable
26.0,34.0,36.0,Third call,65 and over,White,Female,Nixon,Approve,Approve,,No,No,,,,,,,,,,65 and over,Issues,State,Not complete,North/Southeast,60 and over,60 and over,,65 and over,1.206,Favorable
26.0,34.0,37.0,Third call,40-44,White,Female,Bond,Disapprove,Disapprove,Neither,,,,,,Better,Clinton,Independent,Postgrad,100K or more,Conservative,18 to 64,Moral Values,State,Complete,North/Southeast,30 to 44,40 to 49,Independent/Other,40 to 49,0.908,Unfavorable
26.0,34.0,38.0,Third call,45-49,White,Male,Other,Approve,Approve,Neither,No,Yes,No,No,No,Better,Did not vote,Democrat,HS grad,Under 15K,Liberal,18 to 64,Issues,State,Complete,North/Southeast,45 to 59,40 to 49,Democrat,40 to 49,1.384,Favorable
26.0,34.0,39.0,Third call,50-59,White,Male,Bond,Disapprove,Disapprove,Oppose Clinton,Yes,No,Yes,Yes,Yes,Same,Dole,Democrat,Some college,50 to 75K,Moderate,18 to 64,Issues,State,Complete,North/Southeast,45 to 59,50 to 59,Democrat,50 to 64,1.013,Unfavorable
26.0,34.0,40.0,Third call,40-44,White,Female,Nixon,Approve,Disapprove,Support Clinton,,,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,Issues,State,Complete,North/Southeast,30 to 44,40 to 49,Democrat,40 to 49,0.928,Unfavorable
26.0,34.0,41.0,Third call,30-39,White,Female,Nixon,Approve,Approve,Neither,Yes,Yes,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Issues,State,Complete,North/Southeast,30 to 44,30 to 39,Democrat,30 to 39,0.928,Favorable
26.0,34.0,42.0,Third call,18-24,White,Female,Bond,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Yes,Same,Did not vote,Republican,HS grad,30 to 50K,Moderate,18 to 64,Moral Values,State,Complete,North/Southeast,18 to 29,18 to 24,Republican,18 to 24,0.9820000000000001,Unfavorable
26.0,34.0,43.0,Third call,30-39,White,Female,Bond,Approve,,Neither,No,Yes,No,No,No,Same,Clinton,Independent,Some college,30 to 50K,Moderate,18 to 64,Issues,State,Complete,North/Southeast,30 to 44,30 to 39,Independent/Other,30 to 39,0.908,Unfavorable
26.0,34.0,44.0,Third call,25-29,White,Male,Nixon,Approve,Approve,Neither,No,Yes,No,No,No,Better,Perot,Democrat,Some college,30 to 50K,Liberal,18 to 64,Issues,State,Complete,North/Southeast,18 to 29,25 to 29,Democrat,25 to 29,1.119,Favorable
26.0,34.0,45.0,Third call,45-49,White,Female,Nixon,Approve,Approve,Support Clinton,No,,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,,State,Complete,North/Southeast,45 to 59,40 to 49,Democrat,40 to 49,0.928,Favorable
26.0,34.0,46.0,Third call,25-29,White,Male,Bond,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Yes,Worse,Perot,Republican,Some college,15 to 30K,Liberal,18 to 64,Issues,State,Complete,North/Southeast,18 to 29,25 to 29,Republican,25 to 29,1.095,Unfavorable
26.0,34.0,47.0,Third call,45-49,White,Female,Nixon,Approve,Disapprove,Neither,No,No,No,No,Yes,Better,Clinton,Democrat,Some college,75 to 100K,Moderate,18 to 64,Issues,State,Complete,North/Southeast,45 to 59,40 to 49,Democrat,40 to 49,0.928,Unfavorable
26.0,34.0,48.0,Third call,30-39,White,Male,Bond,Approve,Disapprove,Neither,No,No,No,No,Yes,Better,Clinton,Independent,HS grad,30 to 50K,Liberal,18 to 64,Issues,State,Complete,North/Southeast,30 to 44,30 to 39,Independent/Other,30 to 39,1.013,Unfavorable
26.0,34.0,49.0,Third call,30-39,White,Female,Bond,Disapprove,,,Yes,,Yes,Yes,No,Same,Clinton,Independent,Postgrad,50 to 75K,Conservative,18 to 64,Moral Values,State,Complete,North/Southeast,30 to 44,30 to 39,Independent/Other,30 to 39,0.908,Unfavorable
26.0,34.0,50.0,Third call,45-49,White,Female,Bond,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Yes,Better,Did not vote,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Issues,State,Complete,North/Southeast,45 to 59,40 to 49,Democrat,40 to 49,0.908,Unfavorable
26.0,34.0,51.0,Third call,50-59,White,Male,Bond,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Yes,Same,Clinton,Independent,Some college,50 to 75K,Moderate,18 to 64,Issues,State,Complete,North/Southeast,45 to 59,50 to 59,Independent/Other,50 to 64,1.013,Unfavorable
26.0,34.0,52.0,Third call,30-39,White,Female,Nixon,Approve,Approve,Neither,No,No,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Issues,State,Complete,North/Southeast,30 to 44,30 to 39,Democrat,30 to 39,0.928,Favorable
26.0,34.0,53.0,Third call,40-44,White,Female,Bond,Approve,Approve,Neither,No,,No,No,No,Better,Clinton,Independent,HS grad,30 to 50K,Moderate,18 to 64,Issues,State,Complete,North/Southeast,30 to 44,40 to 49,Independent/Other,40 to 49,0.908,Unfavorable
