V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36
1.0,0.0,G,7.0,11.0,25.0,Third call,1.0,30-39,White,Female,Dodd,Kennelly,Approve,Disapprove,Neither,Not so good,No,No,No,Same,Clinton,Democrat,College grad,50 to 75K,Liberal,18 to 64,State,Complete,Coast/NYC Suburbs,30 to 44,30 to 39,Democrat,30 to 39,0.8150000000000001,Unfavorable
1.0,0.0,G,7.0,11.0,26.0,Third call,1.0,65 and over,White,Male,Dodd,Kennelly,Approve,Disapprove,Support Clinton,Excellent,No,No,No,Better,Clinton,Democrat,Postgrad,50 to 75K,Liberal,65 and over,State,Complete,Coast/NYC Suburbs,60 and over,60 and over,Democrat,65 and over,0.8300000000000001,Favorable
1.0,0.0,G,7.0,11.0,27.0,Third call,1.0,50-59,White,Male,Dodd,Kennelly,Approve,Disapprove,Neither,Good,No,No,Yes,Same,Clinton,Independent,Some college,75 to 100K,Moderate,18 to 64,State,Complete,Coast/NYC Suburbs,45 to 59,50 to 59,Independent/Other,50 to 64,0.793,Favorable
1.0,0.0,G,7.0,11.0,28.0,Third call,1.0,65 and over,White,Female,Dodd,Kennelly,Approve,Approve,Neither,Excellent,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Liberal,65 and over,State,Complete,Coast/NYC Suburbs,60 and over,60 and over,Democrat,65 and over,0.8510000000000001,Favorable
1.0,0.0,G,7.0,11.0,29.0,Third call,1.0,60-64,White,Male,Franks,Rowland,Disapprove,Disapprove,Neither,Excellent,Yes,Yes,,Same,Dole,Republican,Postgrad,,Conservative,18 to 64,State,Complete,Coast/NYC Suburbs,60 and over,60 and over,Republican,50 to 64,0.899,Unfavorable
1.0,0.0,G,7.0,11.0,30.0,Third call,1.0,65 and over,White,Female,Dodd,Kennelly,Approve,Disapprove,Support Clinton,Good,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Moderate,65 and over,State,Complete,Coast/NYC Suburbs,60 and over,60 and over,Democrat,65 and over,0.8510000000000001,Favorable
1.0,0.0,G,7.0,11.0,31.0,Third call,1.0,45-49,White,Female,Franks,Rowland,Disapprove,Approve,Neither,Good,Yes,Yes,No,Same,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,State,Complete,Coast/NYC Suburbs,45 to 59,40 to 49,Republican,40 to 49,0.8820000000000001,Unfavorable
1.0,0.0,G,7.0,11.0,32.0,Third call,1.0,40-44,White,Male,Franks,Rowland,Disapprove,Disapprove,Neither,Not so good,Yes,Yes,Yes,Worse,Did not vote,Independent,College grad,75 to 100K,Moderate,18 to 64,State,Complete,Coast/NYC Suburbs,30 to 44,40 to 49,Independent/Other,40 to 49,0.86,Unfavorable
1.0,0.0,G,7.0,11.0,33.0,Third call,1.0,45-49,White,Male,Dodd,,Approve,Approve,Support Clinton,Excellent,No,No,No,Better,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,State,Complete,Coast/NYC Suburbs,45 to 59,40 to 49,Democrat,40 to 49,0.835,Favorable
1.0,0.0,G,7.0,11.0,34.0,Third call,1.0,25-29,White,Male,Franks,Rowland,Disapprove,Approve,Neither,Good,Yes,Yes,Yes,Better,Dole,Independent,Postgrad,15 to 30K,Moderate,18 to 64,State,Complete,Coast/NYC Suburbs,18 to 29,25 to 29,Independent/Other,25 to 29,0.6779999999999999,Unfavorable
1.0,0.0,G,7.0,11.0,35.0,Third call,1.0,65 and over,White,Male,Franks,Rowland,Disapprove,Disapprove,Oppose Clinton,Good,Yes,Yes,No,Same,Dole,Independent,College grad,75 to 100K,Moderate,65 and over,State,Complete,Coast/NYC Suburbs,60 and over,60 and over,Independent/Other,65 and over,0.899,Unfavorable
1.0,0.0,G,7.0,11.0,36.0,Third call,1.0,65 and over,White,Female,Franks,Rowland,Disapprove,Disapprove,Oppose Clinton,Not so good,Yes,Yes,Yes,Worse,Dole,Republican,No HS,15 to 30K,Conservative,65 and over,State,Complete,Coast/NYC Suburbs,60 and over,60 and over,Republican,65 and over,0.921,Unfavorable
1.0,0.0,G,7.0,11.0,37.0,Third call,1.0,40-44,White,Male,Dodd,Kennelly,Approve,Disapprove,Support Clinton,Good,No,No,No,Better,Clinton,Something else,Postgrad,100K or more,Liberal,18 to 64,State,Complete,Coast/NYC Suburbs,30 to 44,40 to 49,Independent/Other,40 to 49,0.793,Favorable
1.0,0.0,G,7.0,11.0,38.0,Third call,1.0,45-49,Hispanic,Female,Dodd,Kennelly,Approve,Disapprove,Support Clinton,Not so good,No,No,No,Better,Clinton,Democrat,Postgrad,50 to 75K,Liberal,18 to 64,State,Complete,Coast/NYC Suburbs,45 to 59,40 to 49,Democrat,40 to 49,0.855,Favorable
1.0,0.0,G,7.0,11.0,39.0,Third call,1.0,45-49,White,Female,Franks,Rowland,Disapprove,Disapprove,Oppose Clinton,Not so good,Yes,Yes,Yes,Same,Perot,Republican,Postgrad,100K or more,Conservative,18 to 64,State,Complete,Coast/NYC Suburbs,45 to 59,40 to 49,Republican,40 to 49,0.8820000000000001,Unfavorable
1.0,0.0,G,7.0,11.0,40.0,Third call,1.0,40-44,Black,Male,Franks,Rowland,Disapprove,Approve,Oppose Clinton,Good,Yes,Yes,No,Same,Perot,Independent,Postgrad,100K or more,Conservative,18 to 64,State,Complete,Coast/NYC Suburbs,30 to 44,40 to 49,Independent/Other,40 to 49,0.903,Unfavorable
1.0,0.0,G,7.0,11.0,41.0,Third call,1.0,18-24,Hispanic,Male,Franks,Other,Approve,Disapprove,Neither,Excellent,No,No,No,Better,Clinton,Independent,College grad,30 to 50K,Liberal,18 to 64,State,Complete,Coast/NYC Suburbs,18 to 29,18 to 24,Independent/Other,18 to 24,0.623,Favorable
1.0,0.0,G,7.0,11.0,42.0,Third call,1.0,30-39,Black,Male,Franks,Rowland,Disapprove,Approve,Neither,Not so good,No,No,No,Worse,Dole,Republican,Some college,75 to 100K,Conservative,18 to 64,State,Complete,Coast/NYC Suburbs,30 to 44,30 to 39,Republican,30 to 39,0.903,Unfavorable
1.0,0.0,G,7.0,11.0,43.0,Third call,1.0,30-39,White,Female,Franks,Rowland,,Approve,Oppose Clinton,Good,No,Yes,No,Better,Dole,Republican,College grad,100K or more,Conservative,18 to 64,State,Complete,Coast/NYC Suburbs,30 to 44,30 to 39,Republican,30 to 39,0.8820000000000001,Unfavorable
1.0,0.0,G,7.0,11.0,44.0,Third call,1.0,18-24,White,Female,Dodd,Kennelly,Approve,Disapprove,Support Clinton,Excellent,No,No,Yes,Better,Dole,Democrat,College grad,100K or more,Liberal,18 to 64,State,Complete,Coast/NYC Suburbs,18 to 29,18 to 24,Democrat,18 to 24,0.64,Unfavorable
1.0,0.0,G,7.0,11.0,45.0,Third call,1.0,40-44,White,Male,Dodd,Rowland,Approve,Approve,Neither,Good,No,No,No,Better,Clinton,Democrat,HS grad,75 to 100K,Moderate,18 to 64,State,Complete,Coast/NYC Suburbs,30 to 44,40 to 49,Democrat,40 to 49,0.868,Favorable
1.0,0.0,G,7.0,12.0,1.0,First call,1.0,18-24,Asian,Male,Franks,Rowland,Approve,Approve,Neither,,No,No,Yes,Same,Clinton,Republican,College grad,100K or more,Moderate,18 to 64,National,Complete,Coast/NYC Suburbs,18 to 29,18 to 24,Republican,18 to 24,0.5820000000000001,Unfavorable
1.0,0.0,G,7.0,12.0,2.0,First call,1.0,30-39,White,Male,Franks,Rowland,Disapprove,Disapprove,Oppose Clinton,,No,Yes,Yes,Same,Dole,Republican,College grad,100K or more,Moderate,18 to 64,National,Complete,Coast/NYC Suburbs,30 to 44,30 to 39,Republican,30 to 39,0.74,Unfavorable
1.0,0.0,G,7.0,12.0,3.0,First call,1.0,65 and over,White,Female,Franks,Rowland,Disapprove,,Neither,,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,50 to 75K,Conservative,65 and over,National,Complete,Coast/NYC Suburbs,60 and over,60 and over,Republican,65 and over,0.793,Unfavorable
1.0,0.0,G,7.0,12.0,4.0,First call,1.0,60-64,White,Male,Franks,Rowland,Disapprove,Approve,Oppose Clinton,,Yes,Yes,Yes,Better,Dole,Independent,Postgrad,75 to 100K,Moderate,18 to 64,National,Complete,Coast/NYC Suburbs,60 and over,60 and over,Independent/Other,50 to 64,0.773,Unfavorable
1.0,0.0,G,7.0,12.0,5.0,First call,1.0,65 and over,White,Male,Dodd,Kennelly,Approve,Disapprove,Support Clinton,,No,No,Yes,Better,Clinton,Democrat,College grad,75 to 100K,Moderate,65 and over,National,Complete,Coast/NYC Suburbs,60 and over,60 and over,Democrat,65 and over,0.715,Favorable
1.0,0.0,G,7.0,12.0,6.0,First call,1.0,45-49,,Male,Franks,Rowland,Disapprove,Disapprove,Neither,,No,Yes,Yes,Same,Dole,Republican,Postgrad,100K or more,Conservative,18 to 64,National,Complete,Coast/NYC Suburbs,45 to 59,40 to 49,Republican,40 to 49,0.74,Unfavorable
1.0,0.0,G,7.0,12.0,7.0,First call,1.0,65 and over,White,Female,Franks,Rowland,Disapprove,,,,,,,Better,,Republican,,,Conservative,65 and over,National,Complete,Coast/NYC Suburbs,60 and over,60 and over,Republican,65 and over,0.793,
1.0,0.0,G,7.0,12.0,8.0,First call,1.0,65 and over,White,Female,Dodd,Kennelly,Approve,,,,,,,Same,,Democrat,,50 to 75K,Liberal,65 and over,National,Complete,Coast/NYC Suburbs,60 and over,60 and over,Democrat,65 and over,0.732,
1.0,0.0,G,7.0,12.0,9.0,First call,1.0,60-64,White,Female,Dodd,Kennelly,Approve,,,,,,,Better,,Democrat,,75 to 100K,Moderate,18 to 64,National,Complete,Coast/NYC Suburbs,60 and over,60 and over,Democrat,50 to 64,0.732,
1.0,0.0,G,7.0,12.0,10.0,First call,1.0,50-59,White,Female,Franks,Other,Disapprove,,,,,,,Better,,Republican,,100K or more,Conservative,18 to 64,National,Complete,Coast/NYC Suburbs,45 to 59,50 to 59,Republican,50 to 64,0.6669999999999999,
1.0,0.0,G,7.0,12.0,11.0,First call,1.0,65 and over,White,Male,Franks,Rowland,Disapprove,,,,,,,Same,,Republican,,75 to 100K,Conservative,65 and over,National,Complete,Coast/NYC Suburbs,60 and over,60 and over,Republican,65 and over,0.773,
1.0,0.0,G,7.0,12.0,12.0,Second call,1.0,40-44,,Female,Dodd,Kennelly,Approve,Disapprove,Support Clinton,,No,Yes,No,Better,Did not vote,Democrat,Some college,30 to 50K,Conservative,18 to 64,National,Complete,Coast/NYC Suburbs,30 to 44,40 to 49,Democrat,40 to 49,0.7,Favorable
1.0,0.0,G,7.0,12.0,13.0,Second call,1.0,45-49,White,Female,Franks,Kennelly,Approve,Disapprove,Neither,,No,No,No,Same,Did not vote,Independent,College grad,100K or more,Moderate,18 to 64,National,Complete,Coast/NYC Suburbs,45 to 59,40 to 49,Independent/Other,40 to 49,0.694,Unfavorable
1.0,0.0,G,7.0,12.0,14.0,Second call,1.0,45-49,White,Female,Dodd,Rowland,Approve,Disapprove,Neither,,No,No,No,Same,Dole,Democrat,Some college,100K or more,Moderate,18 to 64,National,Complete,Coast/NYC Suburbs,45 to 59,40 to 49,Democrat,40 to 49,0.766,Unfavorable
1.0,0.0,G,7.0,12.0,15.0,Second call,1.0,65 and over,White,Female,Dodd,Kennelly,Approve,Disapprove,Support Clinton,,No,No,No,Better,Clinton,Democrat,No HS,Under 15K,Moderate,65 and over,National,Complete,Coast/NYC Suburbs,60 and over,60 and over,Democrat,65 and over,0.732,Favorable
1.0,0.0,G,7.0,12.0,16.0,Second call,1.0,60-64,White,Male,Franks,Rowland,Disapprove,Approve,Neither,,Yes,Yes,Yes,Better,Dole,Republican,College grad,100K or more,Conservative,18 to 64,National,Complete,Coast/NYC Suburbs,60 and over,60 and over,Republican,50 to 64,0.773,Unfavorable
1.0,0.0,G,7.0,12.0,17.0,Second call,1.0,65 and over,White,Female,Dodd,Kennelly,Approve,Disapprove,Support Clinton,,No,No,No,Same,Clinton,Democrat,Some college,100K or more,Moderate,65 and over,National,Complete,Coast/NYC Suburbs,60 and over,60 and over,Democrat,65 and over,0.732,Favorable
1.0,0.0,G,7.0,12.0,18.0,Second call,1.0,60-64,White,Female,Dodd,Rowland,Approve,Disapprove,Neither,,No,No,No,Same,Clinton,Independent,Some college,50 to 75K,Liberal,18 to 64,National,Complete,Coast/NYC Suburbs,60 and over,60 and over,Independent/Other,50 to 64,0.8,Favorable
1.0,0.0,G,7.0,12.0,19.0,Second call,1.0,65 and over,White,Female,Franks,Rowland,Disapprove,Approve,Neither,,Yes,Yes,No,Same,,Republican,College grad,100K or more,Moderate,65 and over,National,Complete,Coast/NYC Suburbs,60 and over,60 and over,Republican,65 and over,0.793,Unfavorable
1.0,0.0,G,7.0,12.0,20.0,Second call,1.0,40-44,White,Female,Franks,Rowland,Disapprove,Approve,Neither,,Yes,Yes,Yes,Same,Dole,Republican,College grad,,Moderate,18 to 64,National,Complete,Coast/NYC Suburbs,30 to 44,40 to 49,Republican,40 to 49,0.7609999999999999,Unfavorable
1.0,0.0,G,7.0,12.0,21.0,Second call,1.0,65 and over,White,Male,Dodd,Kennelly,Disapprove,,,,,,,Better,,Republican,,,Conservative,65 and over,National,Complete,Coast/NYC Suburbs,60 and over,60 and over,Republican,65 and over,0.715,
1.0,0.0,G,7.0,12.0,22.0,Second call,1.0,50-59,White,Male,Franks,Rowland,Disapprove,,,,,,,Worse,,Republican,,100K or more,Moderate,18 to 64,National,Complete,Coast/NYC Suburbs,45 to 59,50 to 59,Republican,50 to 64,0.74,
1.0,0.0,G,7.0,12.0,23.0,Second call,1.0,40-44,Black,Female,Dodd,Kennelly,Approve,,,,,,,Better,,Democrat,,100K or more,Moderate,18 to 64,National,Complete,Coast/NYC Suburbs,30 to 44,40 to 49,Democrat,40 to 49,0.7349999999999999,
1.0,0.0,G,7.0,12.0,24.0,Second call,1.0,65 and over,White,Male,Dodd,Kennelly,Approve,,,,,,,Better,,Democrat,,100K or more,Moderate,65 and over,National,Complete,Coast/NYC Suburbs,60 and over,60 and over,Democrat,65 and over,0.715,
1.0,0.0,G,7.0,12.0,25.0,Second call,1.0,18-24,White,Male,Franks,Rowland,Disapprove,,,,,,,Better,,Republican,,100K or more,Moderate,18 to 64,National,Complete,Coast/NYC Suburbs,18 to 29,18 to 24,Republican,18 to 24,0.5820000000000001,
1.0,0.0,G,7.0,12.0,26.0,Second call,1.0,50-59,White,Female,Dodd,Kennelly,Approve,,,,,,,Better,,Democrat,,100K or more,,18 to 64,National,Complete,Coast/NYC Suburbs,45 to 59,50 to 59,Democrat,50 to 64,0.7,
1.0,0.0,G,7.0,12.0,27.0,Second call,1.0,45-49,White,Female,Franks,Rowland,Disapprove,,,,,,,Same,,Republican,,100K or more,Moderate,18 to 64,National,Complete,Coast/NYC Suburbs,45 to 59,40 to 49,Republican,40 to 49,0.7609999999999999,
1.0,0.0,G,7.0,12.0,28.0,Second call,1.0,65 and over,White,Male,Dodd,Kennelly,Approve,,,,,,,Same,,Democrat,,15 to 30K,Moderate,65 and over,National,Complete,Coast/NYC Suburbs,60 and over,60 and over,Democrat,65 and over,0.715,
1.0,0.0,G,7.0,12.0,29.0,Second call,1.0,25-29,White,Male,Dodd,Kennelly,Approve,,,,,,,Better,,Democrat,,50 to 75K,Conservative,18 to 64,National,Complete,Coast/NYC Suburbs,18 to 29,25 to 29,Democrat,25 to 29,0.538,
1.0,0.0,G,7.0,12.0,30.0,Third call,1.0,40-44,White,Male,Dodd,Rowland,Approve,Disapprove,Neither,,No,No,Yes,Better,Dole,Independent,Postgrad,100K or more,Moderate,18 to 64,National,Complete,Coast/NYC Suburbs,30 to 44,40 to 49,Independent/Other,40 to 49,0.748,Favorable
1.0,0.0,G,7.0,12.0,31.0,Third call,1.0,45-49,White,Female,Dodd,Rowland,Approve,Disapprove,Neither,,No,No,,Better,Clinton,Independent,Postgrad,100K or more,Moderate,18 to 64,National,Complete,Coast/NYC Suburbs,45 to 59,40 to 49,Independent/Other,40 to 49,0.766,Favorable
1.0,0.0,G,7.0,12.0,32.0,Third call,1.0,50-59,White,Female,Franks,Rowland,Disapprove,Approve,Oppose Clinton,,Yes,Yes,,Worse,Dole,Republican,Some college,30 to 50K,Moderate,18 to 64,National,Complete,Coast/NYC Suburbs,45 to 59,50 to 59,Republican,50 to 64,0.7609999999999999,Unfavorable
1.0,0.0,G,7.0,12.0,33.0,Third call,1.0,50-59,White,Female,,Rowland,Disapprove,,Oppose Clinton,,Yes,Yes,,Same,,Independent,College grad,,Liberal,18 to 64,National,Complete,Coast/NYC Suburbs,45 to 59,50 to 59,Independent/Other,50 to 64,0.781,Unfavorable
1.0,0.0,G,7.0,12.0,34.0,Third call,1.0,40-44,White,Male,Dodd,Rowland,Disapprove,Approve,Neither,,No,Yes,Yes,Worse,Dole,Independent,Some college,50 to 75K,Conservative,18 to 64,National,Complete,Coast/NYC Suburbs,30 to 44,40 to 49,Independent/Other,40 to 49,0.748,Unfavorable
1.0,0.0,G,7.0,12.0,35.0,Third call,1.0,30-39,White,Male,Dodd,Kennelly,Approve,Disapprove,,,,,,,,,,,,18 to 64,National,Not complete,Coast/NYC Suburbs,30 to 44,30 to 39,,30 to 39,0.6829999999999999,
1.0,0.0,G,7.0,12.0,36.0,Third call,1.0,60-64,White,Female,Franks,Rowland,Disapprove,Disapprove,Oppose Clinton,,Yes,Yes,Yes,Same,Dole,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,National,Complete,Coast/NYC Suburbs,60 and over,60 and over,Democrat,50 to 64,0.793,Unfavorable
1.0,0.0,G,7.0,12.0,37.0,Third call,1.0,65 and over,White,,Franks,Rowland,Disapprove,Approve,Oppose Clinton,,Yes,Yes,Yes,Same,Dole,Republican,College grad,,Moderate,65 and over,National,Complete,Coast/NYC Suburbs,60 and over,60 and over,Republican,65 and over,0.773,Unfavorable
1.0,0.0,G,7.0,12.0,38.0,Third call,1.0,45-49,White,Female,Franks,Rowland,Disapprove,Disapprove,Neither,,No,Yes,No,Same,Dole,Independent,College grad,100K or more,Moderate,18 to 64,National,Complete,Coast/NYC Suburbs,45 to 59,40 to 49,Independent/Other,40 to 49,0.7609999999999999,Unfavorable
1.0,0.0,G,7.0,12.0,39.0,Third call,1.0,65 and over,White,Female,Franks,Rowland,Disapprove,Approve,Oppose Clinton,,No,Yes,Yes,Same,Clinton,Independent,College grad,100K or more,Moderate,65 and over,National,Complete,Coast/NYC Suburbs,60 and over,60 and over,Independent/Other,65 and over,0.793,Unfavorable
1.0,0.0,G,7.0,12.0,40.0,Third call,1.0,50-59,White,Male,,Rowland,Disapprove,Disapprove,Oppose Clinton,,Yes,Yes,Yes,Worse,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,National,Complete,Coast/NYC Suburbs,45 to 59,50 to 59,Republican,50 to 64,0.762,Unfavorable
1.0,0.0,G,7.0,12.0,41.0,Third call,1.0,65 and over,White,Male,Franks,Rowland,Disapprove,Disapprove,Neither,,,,,Better,,,,,,65 and over,National,Complete,Coast/NYC Suburbs,60 and over,60 and over,,65 and over,0.773,
1.0,0.0,G,7.0,12.0,42.0,Third call,1.0,50-59,White,Female,Franks,Rowland,Disapprove,,,,,,,Better,,Republican,,75 to 100K,Conservative,18 to 64,National,Complete,Coast/NYC Suburbs,45 to 59,50 to 59,Republican,50 to 64,0.7609999999999999,
1.0,0.0,G,7.0,12.0,43.0,Third call,1.0,65 and over,White,Male,Franks,Rowland,Disapprove,,,,,,,Better,,Republican,,100K or more,Conservative,65 and over,National,Complete,Coast/NYC Suburbs,60 and over,60 and over,Republican,65 and over,0.773,
1.0,0.0,G,7.0,12.0,44.0,Third call,1.0,30-39,White,Male,Franks,Rowland,Disapprove,,,,,,,Better,,Independent,,100K or more,Moderate,18 to 64,National,Complete,Coast/NYC Suburbs,30 to 44,30 to 39,Independent/Other,30 to 39,0.74,
1.0,0.0,G,7.0,12.0,45.0,Third call,1.0,50-59,White,Female,Franks,Rowland,Disapprove,,,,,,,Same,,Republican,,100K or more,Conservative,18 to 64,National,Complete,Coast/NYC Suburbs,45 to 59,50 to 59,Republican,50 to 64,0.7609999999999999,
1.0,0.0,G,7.0,12.0,46.0,Third call,1.0,30-39,White,Male,Franks,Kennelly,Disapprove,,,,,,,Better,,Republican,,100K or more,Moderate,18 to 64,National,Complete,Coast/NYC Suburbs,30 to 44,30 to 39,Republican,30 to 39,0.6769999999999999,
1.0,0.0,G,7.0,12.0,47.0,Third call,1.0,50-59,White,Female,Franks,Rowland,Disapprove,,,,,,,Better,,Republican,,50 to 75K,Conservative,18 to 64,National,Complete,Coast/NYC Suburbs,45 to 59,50 to 59,Republican,50 to 64,0.7609999999999999,
1.0,0.0,G,7.0,12.0,48.0,Third call,1.0,25-29,White,Female,Franks,Rowland,Disapprove,,,,,,,Better,,Republican,,30 to 50K,Moderate,18 to 64,National,Complete,Coast/NYC Suburbs,18 to 29,25 to 29,Republican,25 to 29,0.598,
1.0,0.0,G,7.0,12.0,49.0,Third call,1.0,45-49,White,Female,Franks,Rowland,Disapprove,,,,,,,Better,,Independent,,100K or more,Moderate,18 to 64,National,Complete,Coast/NYC Suburbs,45 to 59,40 to 49,Independent/Other,40 to 49,0.7609999999999999,
1.0,0.0,G,7.0,12.0,50.0,Third call,1.0,50-59,White,Male,Franks,Rowland,Disapprove,,,,,,,Same,,Republican,,75 to 100K,Conservative,18 to 64,National,Complete,Coast/NYC Suburbs,45 to 59,50 to 59,Republican,50 to 64,0.74,
1.0,0.0,G,7.0,12.0,51.0,Third call,1.0,65 and over,White,Male,Franks,Rowland,Disapprove,,,,,,,Same,,Republican,,,Conservative,65 and over,National,Complete,Coast/NYC Suburbs,60 and over,60 and over,Republican,65 and over,0.773,
1.0,0.0,G,7.0,12.0,52.0,Third call,1.0,65 and over,White,Female,Franks,Rowland,Disapprove,,,,,,,Same,,Independent,,50 to 75K,Moderate,65 and over,National,Complete,Coast/NYC Suburbs,60 and over,60 and over,Independent/Other,65 and over,0.793,
1.0,0.0,G,7.0,12.0,53.0,Third call,1.0,40-44,White,Female,Franks,Rowland,Disapprove,,,,,,,Same,,Republican,,30 to 50K,Conservative,18 to 64,National,Complete,Coast/NYC Suburbs,30 to 44,40 to 49,Republican,40 to 49,0.7609999999999999,
1.0,0.0,G,7.0,13.0,1.0,First call,1.0,45-49,White,Male,Dodd,Kennelly,Approve,Disapprove,Neither,Good,No,No,Yes,Better,Clinton,Democrat,College grad,100K or more,Liberal,18 to 64,State,Complete,Coast/NYC Suburbs,45 to 59,40 to 49,Democrat,40 to 49,1.126,Unfavorable
1.0,0.0,G,7.0,13.0,2.0,First call,1.0,50-59,White,Male,Dodd,Rowland,Approve,Disapprove,Support Clinton,Good,No,No,No,Better,Clinton,Independent,Postgrad,100K or more,Moderate,18 to 64,State,Complete,Coast/NYC Suburbs,45 to 59,50 to 59,Independent/Other,50 to 64,1.231,Favorable
1.0,0.0,G,7.0,13.0,3.0,First call,1.0,30-39,White,Male,Franks,Rowland,Disapprove,Approve,Neither,Excellent,No,No,Yes,Better,Dole,Independent,College grad,100K or more,Moderate,18 to 64,State,Complete,Coast/NYC Suburbs,30 to 44,30 to 39,Independent/Other,30 to 39,1.223,Unfavorable
1.0,0.0,G,7.0,13.0,4.0,First call,1.0,40-44,White,Male,Dodd,Rowland,Approve,Disapprove,Neither,Good,No,No,No,Same,,Democrat,College grad,30 to 50K,Liberal,18 to 64,State,Complete,Coast/NYC Suburbs,30 to 44,40 to 49,Democrat,40 to 49,1.231,Favorable
1.0,0.0,G,7.0,13.0,5.0,First call,1.0,50-59,White,Male,Franks,Rowland,Disapprove,Approve,Neither,Good,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,State,Complete,Coast/NYC Suburbs,45 to 59,50 to 59,Republican,50 to 64,1.223,Unfavorable
1.0,0.0,G,7.0,13.0,6.0,First call,1.0,60-64,White,Male,Dodd,Rowland,Disapprove,Disapprove,Oppose Clinton,Excellent,Yes,Yes,No,Better,Dole,Republican,College grad,100K or more,Conservative,18 to 64,State,Complete,Coast/NYC Suburbs,60 and over,60 and over,Republican,50 to 64,1.288,Unfavorable
1.0,0.0,G,7.0,13.0,7.0,First call,1.0,30-39,White,Male,Dodd,Rowland,Approve,Disapprove,Support Clinton,Good,No,No,No,Better,Clinton,Democrat,Postgrad,100K or more,Liberal,18 to 64,State,Complete,Coast/NYC Suburbs,30 to 44,30 to 39,Democrat,30 to 39,1.231,Favorable
1.0,0.0,G,7.0,13.0,8.0,First call,1.0,45-49,White,Female,Dodd,Kennelly,Approve,Disapprove,Support Clinton,Good,No,No,No,Better,Clinton,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,State,Complete,Coast/NYC Suburbs,45 to 59,40 to 49,Democrat,40 to 49,1.157,Favorable
1.0,0.0,G,7.0,13.0,9.0,First call,1.0,45-49,White,Male,Franks,Rowland,Disapprove,Approve,Neither,Good,Yes,Yes,Yes,Worse,Dole,Independent,Postgrad,100K or more,Moderate,18 to 64,State,Complete,Coast/NYC Suburbs,45 to 59,40 to 49,Independent/Other,40 to 49,1.223,Unfavorable
1.0,0.0,G,7.0,13.0,10.0,First call,1.0,60-64,White,Male,Franks,Rowland,Disapprove,Disapprove,Neither,Good,No,Yes,Yes,Worse,Dole,Independent,College grad,,Moderate,18 to 64,State,Complete,Coast/NYC Suburbs,60 and over,60 and over,Independent/Other,50 to 64,1.28,Unfavorable
1.0,0.0,G,7.0,13.0,11.0,Second call,1.0,65 and over,White,,Franks,Rowland,Disapprove,,Neither,Good,Yes,Yes,Yes,Worse,Dole,Republican,No HS,15 to 30K,Conservative,65 and over,State,Complete,Coast/NYC Suburbs,60 and over,60 and over,Republican,65 and over,1.311,Unfavorable
1.0,0.0,G,7.0,13.0,12.0,Second call,1.0,65 and over,White,Female,Dodd,Rowland,Approve,Disapprove,Neither,Excellent,No,No,Yes,Better,Clinton,Independent,HS grad,30 to 50K,Moderate,65 and over,State,Complete,Coast/NYC Suburbs,60 and over,60 and over,Independent/Other,65 and over,1.321,Favorable
1.0,0.0,G,7.0,13.0,13.0,Second call,1.0,40-44,White,Female,Dodd,Rowland,Disapprove,Disapprove,Neither,Good,Yes,Yes,Yes,Same,Other,Independent,College grad,100K or more,Conservative,18 to 64,State,Complete,Coast/NYC Suburbs,30 to 44,40 to 49,Independent/Other,40 to 49,1.264,Unfavorable
1.0,0.0,G,7.0,13.0,14.0,Second call,1.0,60-64,White,Female,Dodd,Rowland,Approve,Approve,Neither,Good,No,No,No,Same,Clinton,Something else,Some college,100K or more,Moderate,18 to 64,State,Complete,Coast/NYC Suburbs,60 and over,60 and over,Independent/Other,50 to 64,1.321,Favorable
1.0,0.0,G,7.0,13.0,15.0,Second call,1.0,50-59,White,Male,Dodd,Rowland,Disapprove,Disapprove,Oppose Clinton,Good,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,50 to 75K,Moderate,18 to 64,State,Complete,Coast/NYC Suburbs,45 to 59,50 to 59,Republican,50 to 64,1.231,Favorable
1.0,0.0,G,7.0,13.0,16.0,Second call,1.0,65 and over,White,Female,Dodd,,,,Neither,Good,,,,Better,Clinton,Republican,College grad,75 to 100K,Moderate,65 and over,State,Complete,Coast/NYC Suburbs,60 and over,60 and over,Republican,65 and over,1.273,
1.0,0.0,G,7.0,13.0,17.0,Second call,1.0,60-64,White,Male,Franks,Rowland,Disapprove,,Oppose Clinton,Good,,Yes,,Same,Dole,Republican,Postgrad,75 to 100K,Conservative,18 to 64,State,Complete,Coast/NYC Suburbs,60 and over,60 and over,Republican,50 to 64,1.28,Unfavorable
