V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32
1.0,0.0,G,13.0,22.0,21.0,Second call,1.0,25-29,White,Male,Crapo,Huntley,Approve,Disapprove,Neither,No,No,Yes,Same,Did not vote,Independent,15 to 30K,Moderate,18 to 64,State,Southeast,18 to 29,25 to 29,Independent/Other,25 to 29,1.11
1.0,0.0,G,13.0,22.0,22.0,Second call,1.0,40-44,White,Male,Crapo,Huntley,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Perot,Independent,15 to 30K,Moderate,18 to 64,State,Southeast,30 to 44,40 to 49,Independent/Other,40 to 49,1.086
1.0,0.0,G,13.0,22.0,23.0,Second call,1.0,65 and over,,Male,Crapo,Kempthorne,Approve,Approve,Support Clinton,No,Yes,Yes,Same,Clinton,Democrat,Under 15K,Moderate,65 and over,State,Southeast,60 and over,60 and over,Democrat,65 and over,1.5310000000000001
1.0,0.0,G,13.0,22.0,24.0,Second call,1.0,50-59,White,Male,Crapo,Kempthorne,Approve,Disapprove,Neither,No,No,Yes,Same,Other,Independent,30 to 50K,Moderate,18 to 64,State,Southeast,45 to 59,50 to 59,Independent/Other,50 to 64,1.242
1.0,0.0,G,13.0,22.0,25.0,Second call,1.0,40-44,White,Male,Mauk,Huntley,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Other,Democrat,30 to 50K,Conservative,18 to 64,State,Southeast,30 to 44,40 to 49,Democrat,40 to 49,0.975
1.0,0.0,G,13.0,22.0,26.0,Second call,1.0,45-49,White,Female,,Huntley,Disapprove,,Oppose Clinton,Yes,,Yes,Same,Did not vote,Independent,30 to 50K,Liberal,18 to 64,State,Southeast,45 to 59,40 to 49,Independent/Other,40 to 49,1.15
1.0,0.0,G,13.0,22.0,27.0,Second call,1.0,30-39,White,Female,Crapo,Kempthorne,Disapprove,Disapprove,Neither,No,Yes,No,Better,Clinton,Democrat,30 to 50K,Conservative,18 to 64,State,Southeast,30 to 44,30 to 39,Democrat,30 to 39,1.346
1.0,0.0,G,13.0,22.0,28.0,Second call,1.0,65 and over,White,Male,Mauk,Huntley,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Independent,15 to 30K,Moderate,65 and over,State,Southeast,60 and over,60 and over,Independent/Other,65 and over,1.203
1.0,0.0,G,13.0,22.0,29.0,Second call,1.0,30-39,White,Male,Crapo,Kempthorne,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,Under 15K,Conservative,18 to 64,State,Southeast,30 to 44,30 to 39,Republican,30 to 39,1.242
1.0,0.0,G,13.0,22.0,30.0,Third call,1.0,50-59,White,,Crapo,Kempthorne,Approve,Disapprove,Neither,No,No,Yes,Worse,Dole,Republican,Under 15K,Moderate,18 to 64,State,Southeast,45 to 59,50 to 59,Republican,50 to 64,1.242
1.0,0.0,G,13.0,22.0,31.0,Third call,1.0,65 and over,White,Female,Mauk,Huntley,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,Under 15K,Moderate,65 and over,State,Southeast,60 and over,60 and over,Democrat,65 and over,1.306
1.0,0.0,G,13.0,22.0,32.0,Third call,1.0,45-49,,Female,Mauk,Huntley,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,Southeast,45 to 59,40 to 49,Democrat,40 to 49,1.057
1.0,0.0,G,13.0,22.0,33.0,Third call,1.0,65 and over,White,Male,Crapo,Kempthorne,Disapprove,Approve,Oppose Clinton,Yes,Yes,,Same,Dole,Republican,Under 15K,Conservative,65 and over,State,Southeast,60 and over,60 and over,Republican,65 and over,1.5310000000000001
1.0,0.0,G,13.0,22.0,34.0,Third call,1.0,18-24,White,Female,Crapo,Kempthorne,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,Under 15K,Liberal,18 to 64,State,Southeast,18 to 29,18 to 24,Republican,18 to 24,1.3739999999999999
1.0,0.0,G,13.0,22.0,35.0,Third call,1.0,30-39,Other,Male,Mauk,Huntley,Approve,Disapprove,Neither,No,No,No,Same,Other,Independent,50 to 75K,Moderate,18 to 64,State,Southeast,30 to 44,30 to 39,Independent/Other,30 to 39,0.975
1.0,0.0,G,13.0,22.0,36.0,Third call,1.0,50-59,White,Male,Crapo,Kempthorne,Disapprove,Approve,Neither,Yes,Yes,Yes,Worse,Dole,Independent,Under 15K,Conservative,18 to 64,State,Southeast,45 to 59,50 to 59,Independent/Other,50 to 64,1.242
1.0,0.0,G,13.0,22.0,37.0,Third call,1.0,45-49,Hispanic,Female,Mauk,Huntley,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Southeast,45 to 59,40 to 49,Democrat,40 to 49,0.7369999999999999
1.0,0.0,G,13.0,22.0,38.0,Third call,1.0,50-59,White,Male,Crapo,Kempthorne,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Southeast,45 to 59,50 to 59,Republican,50 to 64,1.242
1.0,0.0,G,13.0,22.0,39.0,Third call,1.0,40-44,White,Female,Mauk,Huntley,Disapprove,Disapprove,Neither,No,Yes,No,Same,Clinton,Democrat,Under 15K,Moderate,18 to 64,State,Southeast,30 to 44,40 to 49,Democrat,40 to 49,1.057
1.0,0.0,G,13.0,22.0,40.0,Third call,1.0,40-44,White,Female,Mauk,Huntley,Approve,Approve,Neither,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Southeast,30 to 44,40 to 49,Democrat,40 to 49,1.057
1.0,0.0,G,13.0,22.0,41.0,Third call,1.0,30-39,White,Male,Mauk,Huntley,Approve,Approve,Neither,No,No,Yes,Same,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,Southeast,30 to 44,30 to 39,Independent/Other,30 to 39,0.975
1.0,0.0,G,13.0,22.0,42.0,Third call,1.0,18-24,White,Female,Crapo,Kempthorne,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,30 to 50K,Moderate,18 to 64,State,Southeast,18 to 29,18 to 24,Republican,18 to 24,1.3739999999999999
1.0,0.0,G,13.0,22.0,43.0,Third call,1.0,18-24,White,Female,,Huntley,Approve,,Neither,No,No,No,Same,Did not vote,Independent,15 to 30K,Moderate,18 to 64,State,Southeast,18 to 29,18 to 24,Independent/Other,18 to 24,1.176
1.0,0.0,G,13.0,22.0,44.0,Third call,1.0,60-64,White,Male,Crapo,Kempthorne,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Democrat,50 to 75K,Moderate,18 to 64,State,Southeast,60 and over,60 and over,Democrat,50 to 64,1.5310000000000001
1.0,0.0,G,13.0,22.0,45.0,Third call,1.0,40-44,White,,Mauk,Huntley,Approve,Disapprove,Support Clinton,No,No,No,Worse,Perot,Independent,50 to 75K,Moderate,18 to 64,State,Southeast,30 to 44,40 to 49,Independent/Other,40 to 49,1.057
1.0,0.0,G,13.0,22.0,46.0,Third call,1.0,25-29,Hispanic,Male,Crapo,Huntley,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Southeast,18 to 29,25 to 29,Democrat,25 to 29,0.7720000000000001
1.0,0.0,G,13.0,22.0,47.0,Third call,1.0,65 and over,White,Male,Mauk,Huntley,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,15 to 30K,Conservative,65 and over,State,Southeast,60 and over,60 and over,Democrat,65 and over,1.203
1.0,0.0,G,13.0,22.0,48.0,Third call,1.0,45-49,White,Female,Mauk,Kempthorne,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Independent,Under 15K,,18 to 64,State,Southeast,45 to 59,40 to 49,Independent/Other,40 to 49,1.211
1.0,0.0,G,13.0,22.0,49.0,Third call,1.0,65 and over,White,Female,Crapo,Kempthorne,Approve,Approve,Neither,No,,No,Same,Dole,Republican,,Moderate,65 and over,State,Southeast,60 and over,60 and over,Republican,65 and over,1.66
1.0,0.0,G,13.0,22.0,50.0,Third call,1.0,25-29,White,Female,Mauk,Kempthorne,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Southeast,18 to 29,25 to 29,Democrat,25 to 29,1.235
1.0,0.0,G,13.0,22.0,51.0,Third call,1.0,30-39,White,Female,Crapo,Huntley,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Southeast,30 to 44,30 to 39,Democrat,30 to 39,1.179
1.0,0.0,G,13.0,22.0,52.0,Third call,1.0,50-59,White,Female,Crapo,Huntley,Approve,Disapprove,Neither,No,No,No,Better,Dole,Democrat,30 to 50K,Moderate,18 to 64,State,Southeast,45 to 59,50 to 59,Democrat,50 to 64,1.179
1.0,0.0,G,13.0,22.0,53.0,Third call,1.0,50-59,White,Female,Crapo,Kempthorne,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Southeast,45 to 59,50 to 59,Republican,50 to 64,1.346
1.0,0.0,G,13.0,22.0,54.0,Third call,1.0,25-29,White,Female,,Huntley,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Worse,Perot,Independent,30 to 50K,Conservative,18 to 64,State,Southeast,18 to 29,25 to 29,Independent/Other,25 to 29,1.176
1.0,0.0,G,13.0,22.0,55.0,Third call,1.0,18-24,White,Male,Mauk,Huntley,Approve,Disapprove,Neither,No,No,No,Worse,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Southeast,18 to 29,18 to 24,Democrat,18 to 24,0.998
1.0,0.0,G,13.0,22.0,56.0,Third call,1.0,30-39,White,Female,Crapo,Huntley,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Better,Perot,Something else,15 to 30K,Moderate,18 to 64,State,Southeast,30 to 44,30 to 39,Independent/Other,30 to 39,1.179
1.0,0.0,G,13.0,22.0,57.0,Third call,1.0,40-44,White,,Mauk,Huntley,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,Southeast,30 to 44,40 to 49,Democrat,40 to 49,0.975
1.0,0.0,G,13.0,23.0,1.0,First call,1.0,60-64,White,Male,Crapo,Huntley,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Dole,Something else,30 to 50K,Liberal,18 to 64,State,Southeast,60 and over,60 and over,Independent/Other,50 to 64,0.628
1.0,0.0,G,13.0,23.0,2.0,First call,1.0,30-39,White,Female,Mauk,Huntley,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Clinton,Democrat,100K or more,Conservative,18 to 64,State,Southeast,30 to 44,30 to 39,Democrat,30 to 39,0.495
1.0,0.0,G,13.0,23.0,3.0,First call,1.0,65 and over,White,Male,Crapo,Kempthorne,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,65 and over,State,Southeast,60 and over,60 and over,Republican,65 and over,0.716
1.0,0.0,G,13.0,23.0,4.0,First call,1.0,50-59,White,Female,Crapo,Kempthorne,Disapprove,Approve,Oppose Clinton,,Yes,Yes,Better,Dole,Independent,30 to 50K,Conservative,18 to 64,State,Southeast,45 to 59,50 to 59,Independent/Other,50 to 64,0.63
1.0,0.0,G,13.0,23.0,5.0,First call,1.0,45-49,White,Female,Mauk,Huntley,Approve,Approve,Support Clinton,No,No,No,Better,Clinton,Democrat,75 to 100K,Moderate,18 to 64,State,Southeast,45 to 59,40 to 49,Democrat,40 to 49,0.495
1.0,0.0,G,13.0,23.0,6.0,First call,1.0,65 and over,White,Male,Mauk,Huntley,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,15 to 30K,Liberal,65 and over,State,Southeast,60 and over,60 and over,Democrat,65 and over,0.563
1.0,0.0,G,13.0,23.0,7.0,First call,1.0,50-59,,Female,Mauk,Huntley,Approve,Disapprove,Support Clinton,No,No,,Better,Perot,Independent,30 to 50K,,18 to 64,State,Southeast,45 to 59,50 to 59,Independent/Other,50 to 64,0.495
1.0,0.0,G,13.0,23.0,8.0,First call,1.0,65 and over,White,Male,Mauk,Huntley,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Other,Republican,15 to 30K,Moderate,65 and over,State,Southeast,60 and over,60 and over,Republican,65 and over,0.563
1.0,0.0,G,13.0,23.0,9.0,First call,1.0,50-59,White,Female,Crapo,Kempthorne,Disapprove,Approve,Oppose Clinton,,Yes,Yes,Better,Clinton,Republican,30 to 50K,Liberal,18 to 64,State,Southeast,45 to 59,50 to 59,Republican,50 to 64,0.63
1.0,0.0,G,13.0,23.0,10.0,First call,1.0,30-39,White,Female,Mauk,Huntley,Disapprove,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Southeast,30 to 44,30 to 39,Democrat,30 to 39,0.495
1.0,0.0,G,13.0,23.0,11.0,First call,1.0,65 and over,,Female,,Huntley,Approve,Disapprove,Oppose Clinton,No,No,No,Better,Clinton,Democrat,Under 15K,Moderate,65 and over,State,Southeast,60 and over,60 and over,Democrat,65 and over,0.6649999999999999
1.0,0.0,G,13.0,23.0,12.0,First call,1.0,50-59,White,Male,Mauk,Kempthorne,Approve,Approve,Neither,No,No,Yes,Same,Dole,Democrat,30 to 50K,Moderate,18 to 64,State,Southeast,45 to 59,50 to 59,Democrat,50 to 64,0.52
1.0,0.0,G,13.0,23.0,13.0,First call,1.0,25-29,White,Male,Crapo,Kempthorne,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Republican,30 to 50K,Moderate,18 to 64,State,Southeast,18 to 29,25 to 29,Republican,25 to 29,0.5920000000000001
1.0,0.0,G,13.0,23.0,14.0,Second call,1.0,65 and over,White,Male,Crapo,Kempthorne,Approve,Approve,Neither,No,No,Yes,Same,Clinton,Democrat,50 to 75K,Moderate,65 and over,State,Southeast,60 and over,60 and over,Democrat,65 and over,0.716
1.0,0.0,G,13.0,23.0,15.0,Second call,1.0,25-29,,Male,Crapo,Kempthorne,Disapprove,Approve,Neither,Yes,Yes,Yes,Worse,Perot,Republican,30 to 50K,Conservative,18 to 64,State,Southeast,18 to 29,25 to 29,Republican,25 to 29,0.5920000000000001
1.0,0.0,G,13.0,23.0,16.0,Second call,1.0,25-29,White,Male,Crapo,Kempthorne,Disapprove,Approve,Neither,Yes,Yes,,Better,Dole,Republican,30 to 50K,Moderate,18 to 64,State,Southeast,18 to 29,25 to 29,Republican,25 to 29,0.5920000000000001
1.0,0.0,G,13.0,23.0,17.0,Second call,1.0,65 and over,White,Male,Crapo,Kempthorne,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,30 to 50K,Conservative,65 and over,State,Southeast,60 and over,60 and over,Republican,65 and over,0.716
1.0,0.0,G,13.0,23.0,18.0,Second call,1.0,45-49,White,Male,Crapo,Kempthorne,Disapprove,Approve,Neither,Yes,Yes,No,Worse,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Southeast,45 to 59,40 to 49,Republican,40 to 49,0.58
1.0,0.0,G,13.0,23.0,19.0,Second call,1.0,65 and over,White,Female,Crapo,Kempthorne,Approve,Disapprove,Neither,No,No,Yes,Worse,Other,Republican,,Conservative,65 and over,State,Southeast,60 and over,60 and over,Republican,65 and over,0.777
1.0,0.0,G,13.0,23.0,20.0,Second call,1.0,60-64,White,Male,Mauk,Huntley,Approve,Disapprove,Neither,No,No,No,Better,Perot,Democrat,,Moderate,18 to 64,State,Southeast,60 and over,60 and over,Democrat,50 to 64,0.563
1.0,0.0,G,13.0,23.0,21.0,Second call,1.0,50-59,White,Male,Crapo,Kempthorne,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Something else,,Conservative,18 to 64,State,Southeast,45 to 59,50 to 59,Independent/Other,50 to 64,0.58
1.0,0.0,G,13.0,23.0,22.0,Second call,1.0,30-39,White,Female,Crapo,Kempthorne,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Clinton,Something else,Under 15K,Conservative,18 to 64,State,Southeast,30 to 44,30 to 39,Independent/Other,30 to 39,0.63
1.0,0.0,G,13.0,23.0,23.0,Second call,1.0,65 and over,White,Male,Mauk,Huntley,Approve,Approve,Support Clinton,No,No,No,Worse,Clinton,Republican,Under 15K,Moderate,65 and over,State,Southeast,60 and over,60 and over,Republican,65 and over,0.563
1.0,0.0,G,13.0,23.0,24.0,Second call,1.0,65 and over,White,Female,Mauk,Huntley,Disapprove,Disapprove,Neither,Yes,Yes,No,Worse,Perot,Democrat,15 to 30K,Conservative,65 and over,State,Southeast,60 and over,60 and over,Democrat,65 and over,0.611
1.0,0.0,G,13.0,23.0,25.0,Second call,1.0,65 and over,White,Male,Mauk,Huntley,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Independent,100K or more,Conservative,65 and over,State,Southeast,60 and over,60 and over,Independent/Other,65 and over,0.563
1.0,0.0,G,13.0,23.0,26.0,Second call,1.0,65 and over,White,Male,Crapo,Kempthorne,Approve,Disapprove,Neither,,,,Same,Dole,Republican,,Conservative,65 and over,State,Southeast,60 and over,60 and over,Republican,65 and over,0.716
1.0,0.0,G,13.0,23.0,27.0,Second call,1.0,60-64,White,Female,Crapo,Kempthorne,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Worse,Perot,Republican,30 to 50K,Liberal,18 to 64,State,Southeast,60 and over,60 and over,Republican,50 to 64,0.777
1.0,0.0,G,13.0,23.0,28.0,Second call,1.0,65 and over,White,Female,Crapo,Kempthorne,Disapprove,,,No,Yes,Yes,Same,Dole,Republican,Under 15K,Conservative,65 and over,State,Southeast,60 and over,60 and over,Republican,65 and over,0.777
1.0,0.0,G,13.0,23.0,29.0,Second call,1.0,65 and over,White,Male,Crapo,Kempthorne,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Worse,Dole,Republican,Under 15K,Conservative,65 and over,State,Southeast,60 and over,60 and over,Republican,65 and over,0.716
1.0,0.0,G,13.0,23.0,30.0,Second call,1.0,65 and over,White,Female,Crapo,Huntley,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,30 to 50K,Moderate,65 and over,State,Southeast,60 and over,60 and over,Democrat,65 and over,0.6809999999999999
1.0,0.0,G,13.0,23.0,31.0,Second call,1.0,30-39,White,Female,Mauk,Huntley,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Southeast,30 to 44,30 to 39,Democrat,30 to 39,0.495
1.0,0.0,G,13.0,23.0,32.0,Third call,1.0,40-44,White,Female,Crapo,Kempthorne,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Independent,15 to 30K,Moderate,18 to 64,State,Southeast,30 to 44,40 to 49,Independent/Other,40 to 49,0.63
1.0,0.0,G,13.0,23.0,33.0,Third call,1.0,40-44,White,Female,Crapo,Kempthorne,Disapprove,Approve,Neither,No,Yes,Yes,Same,Dole,Republican,15 to 30K,Moderate,18 to 64,State,Southeast,30 to 44,40 to 49,Republican,40 to 49,0.63
1.0,0.0,G,13.0,23.0,34.0,Third call,1.0,45-49,White,Male,Crapo,Kempthorne,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Worse,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Southeast,45 to 59,40 to 49,Republican,40 to 49,0.58
1.0,0.0,G,13.0,23.0,35.0,Third call,1.0,45-49,White,Male,Crapo,Kempthorne,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Southeast,45 to 59,40 to 49,Republican,40 to 49,0.58
1.0,0.0,G,13.0,23.0,36.0,Third call,1.0,18-24,White,Male,Crapo,Kempthorne,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,Southeast,18 to 29,18 to 24,Republican,18 to 24,0.5920000000000001
1.0,0.0,G,13.0,23.0,37.0,Third call,1.0,65 and over,White,Female,Mauk,Kempthorne,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,Southeast,60 and over,60 and over,Democrat,65 and over,0.697
1.0,0.0,G,13.0,23.0,38.0,Third call,1.0,45-49,White,Male,Crapo,Huntley,Disapprove,Approve,Neither,No,Yes,Yes,Worse,Dole,Republican,15 to 30K,Conservative,18 to 64,State,Southeast,45 to 59,40 to 49,Republican,40 to 49,0.508
1.0,0.0,G,13.0,23.0,39.0,Third call,1.0,65 and over,White,Female,Crapo,Kempthorne,Disapprove,Approve,Neither,,,Yes,Better,Dole,Republican,Under 15K,Conservative,65 and over,State,Southeast,60 and over,60 and over,Republican,65 and over,0.777
1.0,0.0,G,13.0,23.0,40.0,Third call,1.0,60-64,White,Female,Crapo,Kempthorne,Disapprove,,Neither,,Yes,Yes,Better,Dole,Republican,,Moderate,18 to 64,State,Southeast,60 and over,60 and over,Republican,50 to 64,0.777
1.0,0.0,G,13.0,23.0,41.0,Third call,1.0,50-59,White,Male,Crapo,Huntley,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,Southeast,45 to 59,50 to 59,Independent/Other,50 to 64,0.508
1.0,0.0,G,13.0,23.0,42.0,Third call,1.0,30-39,White,Female,Crapo,Kempthorne,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Republican,15 to 30K,Conservative,18 to 64,State,Southeast,30 to 44,30 to 39,Republican,30 to 39,0.63
1.0,0.0,G,13.0,23.0,43.0,Third call,1.0,30-39,,Male,Mauk,Huntley,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Southeast,30 to 44,30 to 39,Democrat,30 to 39,0.457
1.0,0.0,G,13.0,23.0,44.0,Third call,1.0,50-59,White,Female,Mauk,Kempthorne,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Southeast,45 to 59,50 to 59,Republican,50 to 64,0.565
1.0,0.0,G,13.0,23.0,45.0,Third call,1.0,18-24,White,Male,Mauk,Huntley,Approve,Disapprove,Support Clinton,No,No,Yes,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Southeast,18 to 29,18 to 24,Democrat,18 to 24,0.466
1.0,0.0,G,13.0,23.0,46.0,Third call,1.0,40-44,White,Female,Crapo,Kempthorne,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Southeast,30 to 44,40 to 49,Republican,40 to 49,0.63
1.0,0.0,G,13.0,23.0,47.0,Third call,1.0,45-49,White,Male,Crapo,Kempthorne,Disapprove,Disapprove,Neither,Yes,Yes,,Better,,Democrat,15 to 30K,Liberal,18 to 64,State,Southeast,45 to 59,40 to 49,Democrat,40 to 49,0.58
1.0,0.0,G,13.0,23.0,48.0,Third call,1.0,40-44,White,Male,Crapo,Kempthorne,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Better,Dole,Republican,,Conservative,18 to 64,State,Southeast,30 to 44,40 to 49,Republican,40 to 49,0.58
1.0,0.0,G,13.0,23.0,49.0,Third call,1.0,50-59,White,Male,Crapo,Kempthorne,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Dole,Independent,30 to 50K,Moderate,18 to 64,State,Southeast,45 to 59,50 to 59,Independent/Other,50 to 64,0.58
1.0,0.0,G,13.0,23.0,50.0,Third call,1.0,45-49,White,Female,Crapo,Kempthorne,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Worse,Dole,Republican,15 to 30K,Conservative,18 to 64,State,Southeast,45 to 59,40 to 49,Republican,40 to 49,0.63
1.0,0.0,G,13.0,23.0,51.0,Third call,1.0,18-24,White,Female,Crapo,Kempthorne,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Dole,Republican,30 to 50K,Liberal,18 to 64,State,Southeast,18 to 29,18 to 24,Republican,18 to 24,0.6429999999999999
1.0,0.0,G,13.0,23.0,52.0,Third call,1.0,45-49,White,Female,Mauk,Huntley,Disapprove,Approve,Neither,No,Yes,No,Same,Clinton,Independent,,Liberal,18 to 64,State,Southeast,45 to 59,40 to 49,Independent/Other,40 to 49,0.495
1.0,0.0,G,13.0,23.0,53.0,Third call,1.0,45-49,White,Female,Crapo,Kempthorne,Disapprove,Disapprove,Neither,No,Yes,Yes,Better,Dole,Republican,75 to 100K,Conservative,18 to 64,State,Southeast,45 to 59,40 to 49,Republican,40 to 49,0.63
1.0,0.0,G,13.0,23.0,54.0,Third call,1.0,40-44,White,Male,Crapo,Kempthorne,Disapprove,Approve,Neither,Yes,Yes,No,Better,Dole,Independent,30 to 50K,Conservative,18 to 64,State,Southeast,30 to 44,40 to 49,Independent/Other,40 to 49,0.58
1.0,0.0,G,13.0,23.0,55.0,Third call,1.0,40-44,White,Male,Crapo,Kempthorne,Disapprove,Approve,Neither,No,No,No,Same,Dole,Republican,30 to 50K,Moderate,18 to 64,State,Southeast,30 to 44,40 to 49,Republican,40 to 49,0.58
1.0,0.0,G,13.0,23.0,56.0,Third call,1.0,40-44,White,Female,Crapo,Huntley,Approve,Approve,Neither,No,Yes,Yes,Worse,Dole,Something else,30 to 50K,Moderate,18 to 64,State,Southeast,30 to 44,40 to 49,Independent/Other,40 to 49,0.552
1.0,0.0,G,13.0,23.0,57.0,Third call,1.0,18-24,White,Male,Mauk,Huntley,,,,,,,,Did not vote,Democrat,Under 15K,Liberal,18 to 64,State,Southeast,18 to 29,18 to 24,Democrat,18 to 24,0.466
1.0,0.0,G,13.0,23.0,58.0,Third call,1.0,30-39,White,Male,Crapo,Kempthorne,Disapprove,Approve,,,No,,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Southeast,30 to 44,30 to 39,Republican,30 to 39,0.58
1.0,0.0,G,13.0,23.0,59.0,Third call,1.0,30-39,White,Female,Crapo,Kempthorne,Disapprove,Disapprove,,Yes,,Yes,,Dole,Independent,30 to 50K,Conservative,18 to 64,State,Southeast,30 to 44,30 to 39,Independent/Other,30 to 39,0.63
1.0,0.0,G,13.0,23.0,60.0,Third call,1.0,25-29,White,Female,Mauk,Huntley,Approve,Disapprove,,,,,Same,Clinton,Democrat,,Liberal,18 to 64,State,Southeast,18 to 29,25 to 29,Democrat,25 to 29,0.505
1.0,0.0,G,13.0,23.0,61.0,Third call,1.0,30-39,White,Female,Crapo,Kempthorne,Disapprove,Approve,Neither,No,Yes,Yes,Better,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Southeast,30 to 44,30 to 39,Republican,30 to 39,0.63
1.0,0.0,G,13.0,23.0,62.0,Third call,1.0,45-49,White,Male,Mauk,Huntley,Disapprove,Disapprove,Neither,No,No,Yes,Same,Perot,Democrat,50 to 75K,Moderate,18 to 64,State,Southeast,45 to 59,40 to 49,Democrat,40 to 49,0.457
1.0,0.0,G,13.0,23.0,63.0,Third call,1.0,18-24,White,Female,Mauk,Huntley,Approve,Disapprove,Neither,No,No,No,Worse,Perot,Something else,Under 15K,Liberal,18 to 64,State,Southeast,18 to 29,18 to 24,Independent/Other,18 to 24,0.505
1.0,0.0,G,13.0,23.0,64.0,Third call,1.0,50-59,White,Female,Crapo,Kempthorne,Disapprove,Approve,Neither,No,No,Yes,Better,Clinton,Democrat,75 to 100K,Moderate,18 to 64,State,Southeast,45 to 59,50 to 59,Democrat,50 to 64,0.63
