State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Income,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places)
19.0,14.0,32.0,Third call,50-59,White,Female,Donelon,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,National,Cajun County,45 to 59,50 to 59,Republican,50 to 64,0.387
19.0,14.0,33.0,Third call,25-29,Black,Female,Breaux,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,Under 15K,Moderate,18 to 64,National,Cajun County,18 to 29,25 to 29,Democrat,25 to 29,0.5569999999999999
19.0,14.0,34.0,Third call,40-44,White,Male,Other,Approve,Disapprove,Neither,Yes,No,No,No,Worse,Clinton,Democrat,75 to 100K,Liberal,18 to 64,National,Cajun County,30 to 44,40 to 49,Democrat,40 to 49,1.6400000000000001
19.0,14.0,35.0,Third call,50-59,White,Male,Donelon,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Republican,15 to 30K,Conservative,18 to 64,National,Cajun County,45 to 59,50 to 59,Republican,50 to 64,0.33999999999999997
19.0,14.0,36.0,Third call,60-64,White,Male,Breaux,Approve,Approve,Neither,Yes,No,No,No,Better,Clinton,Democrat,Under 15K,Liberal,18 to 64,National,Cajun County,60 and over,60 and over,Democrat,50 to 64,0.41900000000000004
19.0,14.0,37.0,Third call,65 and over,White,Female,Breaux,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,65 and over,National,Cajun County,60 and over,60 and over,Democrat,65 and over,0.47800000000000004
19.0,14.0,38.0,Third call,30-39,Black,Female,Breaux,Approve,,Neither,,No,No,No,Better,Clinton,Democrat,,Liberal,18 to 64,National,Cajun County,30 to 44,30 to 39,Democrat,30 to 39,0.47600000000000003
19.0,14.0,39.0,Third call,50-59,White,Male,Donelon,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Better,Dole,Republican,75 to 100K,Conservative,18 to 64,National,Cajun County,45 to 59,50 to 59,Republican,50 to 64,0.33999999999999997
19.0,14.0,40.0,Third call,30-39,White,Female,Donelon,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,No,Better,Dole,Republican,100K or more,Conservative,18 to 64,National,Cajun County,30 to 44,30 to 39,Republican,30 to 39,0.387
19.0,14.0,41.0,Third call,50-59,White,Male,,Approve,,,,,,,Same,,Democrat,Under 15K,,18 to 64,National,Cajun County,45 to 59,50 to 59,Democrat,50 to 64,0.387
19.0,14.0,42.0,Third call,45-49,White,Female,Donelon,Disapprove,,,,,,,Better,,Independent,50 to 75K,Conservative,18 to 64,National,Cajun County,45 to 59,40 to 49,Independent/Other,40 to 49,0.387
19.0,14.0,43.0,Third call,45-49,Black,Male,Breaux,Approve,,,,,,,Better,,Democrat,75 to 100K,Conservative,18 to 64,National,Cajun County,45 to 59,40 to 49,Democrat,40 to 49,0.41800000000000004
19.0,14.0,44.0,Third call,30-39,White,Female,Donelon,Disapprove,,,,,,,Better,,Democrat,50 to 75K,Conservative,18 to 64,National,Cajun County,30 to 44,30 to 39,Democrat,30 to 39,0.387
19.0,14.0,45.0,Third call,65 and over,White,Female,Donelon,Disapprove,,,,,,,Same,,Democrat,,Conservative,65 and over,National,Cajun County,60 and over,60 and over,Democrat,65 and over,0.41300000000000003
19.0,14.0,46.0,Third call,45-49,Black,Female,Breaux,Approve,,,,,,,Same,,Democrat,30 to 50K,Liberal,18 to 64,National,Cajun County,45 to 59,40 to 49,Democrat,40 to 49,0.47600000000000003
19.0,14.0,47.0,Third call,40-44,White,Male,Donelon,Disapprove,,,,,,,Worse,,Democrat,75 to 100K,Conservative,18 to 64,National,Cajun County,30 to 44,40 to 49,Democrat,40 to 49,0.33999999999999997
19.0,14.0,48.0,Third call,25-29,White,Male,Breaux,Disapprove,,,,,,,Better,,Republican,30 to 50K,Conservative,18 to 64,National,Cajun County,18 to 29,25 to 29,Republican,25 to 29,0.459
19.0,14.0,49.0,Third call,50-59,Black,Female,Breaux,Approve,,,,,,,Better,,Democrat,75 to 100K,Moderate,18 to 64,National,Cajun County,45 to 59,50 to 59,Democrat,50 to 64,0.47600000000000003
19.0,14.0,50.0,Third call,30-39,White,Female,Breaux,Approve,,,,,,,Better,,Democrat,50 to 75K,Moderate,18 to 64,National,Cajun County,30 to 44,30 to 39,Democrat,30 to 39,0.447
19.0,14.0,51.0,Third call,45-49,White,Male,Breaux,Approve,,,,,,,Better,,Independent,75 to 100K,Liberal,18 to 64,National,Cajun County,45 to 59,40 to 49,Independent/Other,40 to 49,0.39199999999999996
19.0,14.0,52.0,Third call,60-64,White,Male,Donelon,Approve,,,,,,,Better,,Democrat,100K or more,Conservative,18 to 64,National,Cajun County,60 and over,60 and over,Democrat,50 to 64,0.363
19.0,14.0,53.0,Third call,25-29,White,Male,Donelon,Approve,,,,,,,Better,,Independent,30 to 50K,Moderate,18 to 64,National,Cajun County,18 to 29,25 to 29,Independent/Other,25 to 29,0.39699999999999996
19.0,14.0,54.0,Third call,30-39,White,Female,,Disapprove,,,,,,,Better,,Republican,30 to 50K,Moderate,18 to 64,National,Cajun County,30 to 44,30 to 39,Republican,30 to 39,0.441
19.0,17.0,1.0,First call,60-64,White,Male,Donelon,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Other,Independent,100K or more,Moderate,18 to 64,State,Cajun County,60 and over,60 and over,Independent/Other,50 to 64,1.7229999999999999
19.0,17.0,2.0,First call,65 and over,White,Female,Breaux,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,100K or more,Conservative,65 and over,State,Cajun County,60 and over,60 and over,Republican,65 and over,2.27
19.0,17.0,3.0,First call,65 and over,White,Male,Breaux,Approve,Disapprove,Support Clinton,No,No,Yes,Yes,Better,Clinton,Democrat,50 to 75K,Moderate,65 and over,State,Cajun County,60 and over,60 and over,Democrat,65 and over,1.991
19.0,17.0,4.0,First call,65 and over,White,Male,Donelon,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,100K or more,Conservative,65 and over,State,Cajun County,60 and over,60 and over,Republican,65 and over,1.7229999999999999
19.0,17.0,5.0,First call,40-44,White,Male,Donelon,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Same,Dole,Republican,100K or more,Conservative,18 to 64,State,Cajun County,30 to 44,40 to 49,Republican,40 to 49,1.612
19.0,17.0,6.0,First call,50-59,White,Male,Donelon,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Cajun County,45 to 59,50 to 59,Republican,50 to 64,1.612
19.0,17.0,7.0,Second call,40-44,White,Male,Donelon,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,No,Worse,Dole,Democrat,75 to 100K,Conservative,18 to 64,State,Cajun County,30 to 44,40 to 49,Democrat,40 to 49,1.612
19.0,17.0,8.0,Second call,50-59,White,Female,Donelon,Disapprove,Approve,,Yes,Yes,Yes,,Better,Dole,Republican,100K or more,Conservative,18 to 64,State,Cajun County,45 to 59,50 to 59,Republican,50 to 64,1.837
19.0,17.0,9.0,Second call,45-49,White,Female,Breaux,Approve,Disapprove,,No,No,No,Yes,Same,Clinton,Independent,100K or more,Moderate,18 to 64,State,Cajun County,45 to 59,40 to 49,Independent/Other,40 to 49,2.124
19.0,17.0,10.0,Second call,65 and over,White,Male,Donelon,Disapprove,Disapprove,Neither,Yes,Yes,Yes,No,Worse,Dole,Independent,15 to 30K,Conservative,65 and over,State,Cajun County,60 and over,60 and over,Independent/Other,65 and over,1.7229999999999999
19.0,17.0,11.0,Second call,60-64,White,Female,Breaux,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,75 to 100K,Moderate,18 to 64,State,Cajun County,60 and over,60 and over,Democrat,50 to 64,2.27
19.0,17.0,12.0,Second call,18-24,White,Male,Breaux,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,Under 15K,Moderate,18 to 64,State,Cajun County,18 to 29,18 to 24,Democrat,18 to 24,2.179
19.0,17.0,13.0,Third call,30-39,White,Male,Donelon,Disapprove,Disapprove,Oppose Clinton,No,Yes,No,No,Better,Dole,Republican,75 to 100K,Conservative,18 to 64,State,Cajun County,30 to 44,30 to 39,Republican,30 to 39,1.612
19.0,17.0,14.0,Third call,25-29,White,Female,Donelon,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Perot,Republican,50 to 75K,Conservative,18 to 64,State,Cajun County,18 to 29,25 to 29,Republican,25 to 29,2.15
19.0,17.0,15.0,Third call,45-49,White,Male,Donelon,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,100K or more,Conservative,18 to 64,State,Cajun County,45 to 59,40 to 49,Republican,40 to 49,1.612
19.0,17.0,16.0,Third call,65 and over,White,Male,Donelon,Disapprove,Approve,Oppose Clinton,Yes,No,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,65 and over,State,Cajun County,60 and over,60 and over,Republican,65 and over,1.7229999999999999
19.0,17.0,17.0,Third call,50-59,White,Male,Donelon,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,No,Same,Other,Republican,50 to 75K,Conservative,18 to 64,State,Cajun County,45 to 59,50 to 59,Republican,50 to 64,1.612
19.0,17.0,18.0,Third call,40-44,White,Male,Donelon,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Better,Dole,Republican,75 to 100K,Moderate,18 to 64,State,Cajun County,30 to 44,40 to 49,Republican,40 to 49,1.612
19.0,17.0,19.0,Third call,40-44,White,Male,Breaux,Disapprove,Approve,Neither,No,No,Yes,No,Better,Dole,Republican,100K or more,Moderate,18 to 64,State,Cajun County,30 to 44,40 to 49,Republican,40 to 49,1.863
19.0,17.0,20.0,Third call,40-44,White,Female,Breaux,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,50 to 75K,Conservative,18 to 64,State,Cajun County,30 to 44,40 to 49,Democrat,40 to 49,2.124
19.0,17.0,21.0,Third call,50-59,White,Male,Donelon,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Better,Dole,Republican,100K or more,Conservative,18 to 64,State,Cajun County,45 to 59,50 to 59,Republican,50 to 64,1.612
19.0,22.0,1.0,First call,50-59,Black,Male,Breaux,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Protestant North,45 to 59,50 to 59,Democrat,50 to 64,1.345
19.0,22.0,2.0,First call,65 and over,Black,Male,Breaux,Disapprove,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,50 to 75K,Liberal,65 and over,State,Protestant North,60 and over,60 and over,Democrat,65 and over,1.452
19.0,22.0,3.0,First call,30-39,Black,Female,Donelon,Approve,Approve,Neither,Yes,No,No,Yes,Better,Dole,Democrat,30 to 50K,Moderate,18 to 64,State,Protestant North,30 to 44,30 to 39,Democrat,30 to 39,1.477
19.0,22.0,4.0,First call,25-29,Black,Female,Breaux,Disapprove,Approve,Neither,No,,No,,Same,Clinton,Democrat,30 to 50K,Conservative,18 to 64,State,Protestant North,18 to 29,25 to 29,Democrat,25 to 29,1.879
19.0,22.0,5.0,First call,60-64,Black,Female,Breaux,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Protestant North,60 and over,60 and over,Democrat,50 to 64,1.572
19.0,22.0,6.0,First call,50-59,Black,Male,Breaux,Approve,Disapprove,Neither,Yes,No,No,Yes,Same,Clinton,Democrat,50 to 75K,Conservative,18 to 64,State,Protestant North,45 to 59,50 to 59,Democrat,50 to 64,1.345
19.0,22.0,7.0,Second call,50-59,Black,Male,Breaux,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Protestant North,45 to 59,50 to 59,Democrat,50 to 64,1.345
19.0,22.0,8.0,Second call,,Black,Male,Breaux,Approve,Approve,Support Clinton,,,,,,Clinton,Democrat,,Moderate,,State,Protestant North,,,Democrat,,1.345
19.0,22.0,9.0,Second call,25-29,Black,Female,Breaux,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,15 to 30K,Conservative,18 to 64,State,Protestant North,18 to 29,25 to 29,Democrat,25 to 29,1.879
19.0,22.0,10.0,Second call,40-44,Black,Female,Breaux,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,,Moderate,18 to 64,State,Protestant North,30 to 44,40 to 49,Democrat,40 to 49,1.457
19.0,22.0,11.0,Second call,30-39,Black,Female,Breaux,Approve,Approve,Neither,Yes,No,No,No,Same,Clinton,Democrat,30 to 50K,Conservative,18 to 64,State,Protestant North,30 to 44,30 to 39,Democrat,30 to 39,1.457
19.0,22.0,12.0,Second call,25-29,Black,Female,Breaux,Approve,Approve,,No,No,No,Yes,Same,Did not vote,Democrat,30 to 50K,,18 to 64,State,Protestant North,18 to 29,25 to 29,Democrat,25 to 29,1.879
19.0,22.0,13.0,Second call,25-29,Black,Female,Breaux,Approve,Approve,Neither,Yes,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Protestant North,18 to 29,25 to 29,Democrat,25 to 29,1.879
19.0,22.0,14.0,Third call,50-59,Black,Male,Breaux,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Clinton,Democrat,30 to 50K,Conservative,18 to 64,State,Protestant North,45 to 59,50 to 59,Democrat,50 to 64,1.345
19.0,22.0,15.0,Third call,60-64,Black,Female,Breaux,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Protestant North,60 and over,60 and over,Democrat,50 to 64,1.572
19.0,22.0,16.0,Third call,50-59,Black,Male,Breaux,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Protestant North,45 to 59,50 to 59,Democrat,50 to 64,1.345
19.0,22.0,17.0,Third call,65 and over,Black,Male,Breaux,Approve,Disapprove,Support Clinton,Yes,Yes,,Yes,Better,Perot,Democrat,15 to 30K,,65 and over,State,Protestant North,60 and over,60 and over,Democrat,65 and over,1.452
19.0,22.0,18.0,Third call,45-49,Black,Male,Breaux,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Better,,,50 to 75K,Conservative,18 to 64,State,Protestant North,45 to 59,40 to 49,,40 to 49,1.345
19.0,22.0,19.0,Third call,65 and over,Black,Male,Breaux,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Same,Clinton,Democrat,30 to 50K,Conservative,65 and over,State,Protestant North,60 and over,60 and over,Democrat,65 and over,1.452
19.0,22.0,20.0,Third call,30-39,Black,Male,Breaux,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Clinton,Democrat,,Moderate,18 to 64,State,Protestant North,30 to 44,30 to 39,Democrat,30 to 39,1.345
19.0,22.0,21.0,Third call,50-59,Black,Male,Breaux,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Protestant North,45 to 59,50 to 59,Democrat,50 to 64,1.345
19.0,22.0,22.0,Third call,45-49,Black,Female,Breaux,Approve,Disapprove,Neither,Yes,No,No,No,Better,Clinton,Independent,30 to 50K,Conservative,18 to 64,State,Protestant North,45 to 59,40 to 49,Independent/Other,40 to 49,1.457
19.0,22.0,23.0,Third call,30-39,Black,Female,Breaux,Approve,Disapprove,Neither,Yes,No,Yes,Yes,Better,Did not vote,Democrat,,Moderate,18 to 64,State,Protestant North,30 to 44,30 to 39,Democrat,30 to 39,1.457
19.0,22.0,24.0,Third call,30-39,Black,Female,Breaux,Disapprove,Disapprove,,No,No,No,No,Same,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Protestant North,30 to 44,30 to 39,Democrat,30 to 39,1.457
19.0,28.0,1.0,First call,40-44,White,Male,Donelon,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,National,Protestant North,30 to 44,40 to 49,Republican,40 to 49,0.8920000000000001
19.0,28.0,2.0,First call,30-39,White,Male,Donelon,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Dole,Republican,50 to 75K,Conservative,18 to 64,National,Protestant North,30 to 44,30 to 39,Republican,30 to 39,0.8920000000000001
19.0,28.0,3.0,First call,60-64,Black,Male,Donelon,Approve,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Did not vote,Republican,15 to 30K,Conservative,18 to 64,National,Protestant North,60 and over,60 and over,Republican,50 to 64,1.3519999999999999
19.0,28.0,4.0,First call,40-44,White,Female,Breaux,Approve,Disapprove,Neither,No,No,No,,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,National,Protestant North,30 to 44,40 to 49,Democrat,40 to 49,0.9520000000000001
19.0,28.0,5.0,First call,50-59,White,Male,Donelon,Disapprove,Disapprove,Neither,Yes,Yes,Yes,No,Same,Dole,Independent,75 to 100K,Conservative,18 to 64,National,Protestant North,45 to 59,50 to 59,Independent/Other,50 to 64,0.8920000000000001
19.0,28.0,6.0,First call,60-64,White,Female,Breaux,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Dole,Independent,50 to 75K,Conservative,18 to 64,National,Protestant North,60 and over,60 and over,Independent/Other,50 to 64,1.028
19.0,28.0,7.0,First call,45-49,White,Male,Breaux,Disapprove,,,,,,,Same,,Independent,30 to 50K,Moderate,18 to 64,National,Protestant North,45 to 59,40 to 49,Independent/Other,40 to 49,0.88
19.0,28.0,8.0,First call,65 and over,White,Male,Donelon,Disapprove,,,,,,,Same,,Independent,30 to 50K,Conservative,65 and over,National,Protestant North,60 and over,60 and over,Independent/Other,65 and over,0.963
19.0,28.0,9.0,First call,60-64,White,Female,Breaux,Approve,,,,,,,Same,,Independent,50 to 75K,Moderate,18 to 64,National,Protestant North,60 and over,60 and over,Independent/Other,50 to 64,1.028
19.0,28.0,10.0,First call,25-29,White,Female,Donelon,Approve,,,,,,,Better,,Republican,75 to 100K,Conservative,18 to 64,National,Protestant North,18 to 29,25 to 29,Republican,25 to 29,1.246
19.0,28.0,11.0,First call,65 and over,White,Male,Breaux,Approve,,,,,,,Worse,,Independent,15 to 30K,Moderate,65 and over,National,Protestant North,60 and over,60 and over,Independent/Other,65 and over,0.949
19.0,28.0,12.0,First call,30-39,White,Male,Donelon,Disapprove,,,,,,,Same,,Something else,50 to 75K,Conservative,18 to 64,National,Protestant North,30 to 44,30 to 39,Independent/Other,30 to 39,0.8920000000000001
19.0,28.0,13.0,Second call,40-44,White,Female,Breaux,Approve,Approve,Neither,Yes,No,Yes,Yes,Better,Clinton,Independent,75 to 100K,Conservative,18 to 64,National,Protestant North,30 to 44,40 to 49,Independent/Other,40 to 49,0.9520000000000001
19.0,28.0,14.0,Second call,50-59,White,Female,Donelon,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,,Conservative,18 to 64,National,Protestant North,45 to 59,50 to 59,Republican,50 to 64,0.965
19.0,28.0,15.0,Second call,40-44,White,Female,Donelon,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Same,Dole,Independent,30 to 50K,Moderate,18 to 64,National,Protestant North,30 to 44,40 to 49,Independent/Other,40 to 49,0.965
19.0,28.0,16.0,Second call,50-59,White,Female,Donelon,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Same,Dole,Republican,75 to 100K,Conservative,18 to 64,National,Protestant North,45 to 59,50 to 59,Republican,50 to 64,0.965
19.0,28.0,17.0,Second call,30-39,White,Female,Breaux,Approve,Approve,Neither,Yes,No,No,No,Better,Dole,Independent,30 to 50K,Conservative,18 to 64,National,Protestant North,30 to 44,30 to 39,Independent/Other,30 to 39,0.9520000000000001
19.0,28.0,18.0,Second call,30-39,White,Female,Breaux,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Better,Other,Republican,30 to 50K,Conservative,18 to 64,National,Protestant North,30 to 44,30 to 39,Republican,30 to 39,0.9520000000000001
19.0,28.0,19.0,Second call,30-39,White,Male,Breaux,Approve,Approve,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,75 to 100K,Conservative,18 to 64,National,Protestant North,30 to 44,30 to 39,Republican,30 to 39,0.88
19.0,28.0,20.0,Second call,40-44,White,Female,Donelon,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,National,Protestant North,30 to 44,40 to 49,Republican,40 to 49,0.965
19.0,28.0,21.0,Second call,40-44,White,Female,Breaux,Approve,Disapprove,Neither,Yes,No,No,No,Same,Perot,Democrat,75 to 100K,Moderate,18 to 64,National,Protestant North,30 to 44,40 to 49,Democrat,40 to 49,0.9520000000000001
19.0,28.0,22.0,Second call,50-59,White,Male,Donelon,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,No,Worse,Dole,Independent,75 to 100K,Conservative,18 to 64,National,Protestant North,45 to 59,50 to 59,Independent/Other,50 to 64,0.8920000000000001
19.0,28.0,23.0,Second call,30-39,White,Male,Breaux,Disapprove,,,,,,,Same,,Independent,30 to 50K,Conservative,18 to 64,National,Protestant North,30 to 44,30 to 39,Independent/Other,30 to 39,0.88
19.0,28.0,24.0,Second call,30-39,White,Male,Donelon,Approve,,,,,,,Better,,,15 to 30K,Moderate,18 to 64,National,Protestant North,30 to 44,30 to 39,,30 to 39,0.8920000000000001
19.0,28.0,25.0,Second call,30-39,White,Female,Breaux,Approve,,,,,,,Worse,,Independent,15 to 30K,Liberal,18 to 64,National,Protestant North,30 to 44,30 to 39,Independent/Other,30 to 39,0.9520000000000001
19.0,28.0,26.0,Second call,30-39,White,Female,Donelon,Disapprove,,,,,,,Worse,,Republican,50 to 75K,Moderate,18 to 64,National,Protestant North,30 to 44,30 to 39,Republican,30 to 39,0.965
19.0,28.0,27.0,Second call,30-39,White,Female,Breaux,Approve,,,,,,,Better,,Independent,50 to 75K,Moderate,18 to 64,National,Protestant North,30 to 44,30 to 39,Independent/Other,30 to 39,0.9520000000000001
19.0,28.0,28.0,Second call,30-39,Black,Male,Breaux,Approve,,,,,,,Worse,,Democrat,15 to 30K,Moderate,18 to 64,National,Protestant North,30 to 44,30 to 39,Democrat,30 to 39,1.235
19.0,28.0,29.0,Second call,50-59,White,Female,Breaux,Approve,,,,,,,Better,,,30 to 50K,Liberal,18 to 64,National,Protestant North,45 to 59,50 to 59,,50 to 64,0.9520000000000001
19.0,28.0,30.0,Second call,30-39,White,Male,Donelon,Disapprove,,,,,,,Same,,Republican,50 to 75K,Conservative,18 to 64,National,Protestant North,30 to 44,30 to 39,Republican,30 to 39,0.8920000000000001
19.0,28.0,31.0,Second call,50-59,White,Female,Breaux,Approve,,,,,,,Same,,Independent,30 to 50K,Moderate,18 to 64,National,Protestant North,45 to 59,50 to 59,Independent/Other,50 to 64,0.9520000000000001
19.0,28.0,32.0,Second call,45-49,White,Female,Breaux,Disapprove,,,,,,,Better,,Independent,15 to 30K,Moderate,18 to 64,National,Protestant North,45 to 59,40 to 49,Independent/Other,40 to 49,0.9520000000000001
19.0,28.0,33.0,Third call,40-44,White,Male,Donelon,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Independent,75 to 100K,Conservative,18 to 64,National,Protestant North,30 to 44,40 to 49,Independent/Other,40 to 49,0.8920000000000001
19.0,28.0,34.0,Third call,50-59,White,Male,Donelon,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,100K or more,Conservative,18 to 64,National,Protestant North,45 to 59,50 to 59,Republican,50 to 64,0.8920000000000001
19.0,28.0,35.0,Third call,30-39,White,Male,Breaux,Disapprove,Approve,Neither,No,No,Yes,No,Better,Dole,Republican,100K or more,Conservative,18 to 64,National,Protestant North,30 to 44,30 to 39,Republican,30 to 39,0.88
19.0,28.0,36.0,Third call,30-39,White,Female,Donelon,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Better,Dole,Republican,75 to 100K,Conservative,18 to 64,National,Protestant North,30 to 44,30 to 39,Republican,30 to 39,0.965
19.0,28.0,37.0,Third call,65 and over,White,Male,Donelon,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,,Same,Dole,Republican,50 to 75K,Moderate,65 and over,National,Protestant North,60 and over,60 and over,Republican,65 and over,0.963
19.0,28.0,38.0,Third call,50-59,White,Male,Breaux,Approve,Disapprove,Neither,No,No,No,No,Worse,Clinton,Democrat,50 to 75K,Liberal,18 to 64,National,Protestant North,45 to 59,50 to 59,Democrat,50 to 64,0.88
19.0,28.0,39.0,Third call,30-39,Black,Male,Donelon,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,National,Protestant North,30 to 44,30 to 39,Republican,30 to 39,1.2530000000000001
19.0,28.0,40.0,Third call,18-24,White,Male,Other,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Independent,Under 15K,Moderate,18 to 64,National,Protestant North,18 to 29,18 to 24,Independent/Other,18 to 24,4.987
19.0,28.0,41.0,Third call,30-39,White,Male,Breaux,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Same,Perot,Independent,50 to 75K,Moderate,18 to 64,National,Protestant North,30 to 44,30 to 39,Independent/Other,30 to 39,0.88
19.0,28.0,42.0,Third call,60-64,White,Male,Breaux,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Same,Dole,Independent,50 to 75K,Conservative,18 to 64,National,Protestant North,60 and over,60 and over,Independent/Other,50 to 64,0.949
19.0,28.0,43.0,Third call,60-64,White,Female,Donelon,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Worse,Dole,Republican,50 to 75K,Conservative,18 to 64,National,Protestant North,60 and over,60 and over,Republican,50 to 64,1.043
19.0,28.0,44.0,Third call,30-39,White,Female,Breaux,Approve,Approve,Neither,No,No,No,No,Worse,Clinton,Democrat,15 to 30K,Liberal,18 to 64,National,Protestant North,30 to 44,30 to 39,Democrat,30 to 39,0.9520000000000001
19.0,28.0,45.0,Third call,45-49,White,Male,Donelon,Disapprove,Approve,Neither,Yes,No,Yes,Yes,Better,Dole,Republican,50 to 75K,Moderate,18 to 64,National,Protestant North,45 to 59,40 to 49,Republican,40 to 49,0.8920000000000001
19.0,28.0,46.0,Third call,65 and over,White,Male,Donelon,Disapprove,,,,,,,Same,,Republican,50 to 75K,Conservative,65 and over,National,Protestant North,60 and over,60 and over,Republican,65 and over,0.963
19.0,28.0,47.0,Third call,30-39,White,Male,Donelon,Disapprove,,,,,,,Same,,Independent,75 to 100K,Conservative,18 to 64,National,Protestant North,30 to 44,30 to 39,Independent/Other,30 to 39,0.8920000000000001
19.0,28.0,48.0,Third call,25-29,White,Male,Breaux,Approve,,,,,,,Same,,Republican,30 to 50K,Moderate,18 to 64,National,Protestant North,18 to 29,25 to 29,Republican,25 to 29,1.135
19.0,28.0,49.0,Third call,45-49,Black,Female,Breaux,Approve,,,,,,,Same,,Independent,30 to 50K,Liberal,18 to 64,National,Protestant North,45 to 59,40 to 49,Independent/Other,40 to 49,1.337
19.0,28.0,50.0,Third call,18-24,White,Male,Breaux,Disapprove,,,,,,,Better,,Republican,15 to 30K,Moderate,18 to 64,National,Protestant North,18 to 29,18 to 24,Republican,18 to 24,1.135
