V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42
1.0,0.0,G,18.0,38.0,26.0,Second call,1.0,65 and over,White,Female,Baesler,Approve,Disapprove,Disapprove,,Support Clinton,No,Never,No,No,Yes,Better,Clinton,Unfavorable,Independent,College grad,Good,100K or more,Conservative,65 and over,State,Complete,North,60 and over,60 and over,Independent/Other,65 and over,0.694,Taxes,Favorable,Yes
1.0,0.0,G,18.0,38.0,27.0,Second call,1.0,65 and over,White,Male,Baesler,Approve,Disapprove,Approve,Neither,Oppose Clinton,No,Former,Yes,Yes,Yes,Same,Dole,Unfavorable,Independent,Postgrad,Excellent,75 to 100K,Conservative,65 and over,State,Complete,North,60 and over,60 and over,Independent/Other,65 and over,0.8210000000000001,Taxes,Unfavorable,Yes
1.0,0.0,G,18.0,38.0,28.0,Second call,1.0,25-29,White,Female,Baesler,Approve,Disapprove,Approve,Neither,Support Clinton,Yes,Former,No,No,No,Same,Perot,Favorable,Democrat,HS grad,Not good,Under 15K,Moderate,18 to 64,State,Complete,North,18 to 29,25 to 29,Democrat,25 to 29,0.5820000000000001,Economy/jobs,Favorable,Yes
1.0,0.0,G,18.0,38.0,29.0,Second call,1.0,45-49,White,Female,Baesler,Approve,Approve,Approve,,Neither,No,Former,No,No,No,Better,Clinton,Favorable,Democrat,HS grad,Good,75 to 100K,Moderate,18 to 64,State,Complete,North,45 to 59,40 to 49,Democrat,40 to 49,0.41600000000000004,,Favorable,Yes
1.0,0.0,G,18.0,38.0,30.0,Second call,1.0,25-29,White,Male,Bunning,Disapprove,Approve,Disapprove,,Neither,No,Former,Yes,Yes,Yes,Same,Dole,Favorable,Republican,Postgrad,Good,30 to 50K,Moderate,18 to 64,State,Complete,North,18 to 29,25 to 29,Republican,25 to 29,0.8620000000000001,Education,Unfavorable,Yes
1.0,0.0,G,18.0,38.0,31.0,Second call,1.0,50-59,White,Male,Bunning,Disapprove,Approve,Disapprove,Both,Neither,No,Former,Yes,Yes,Yes,Same,Dole,Favorable,Republican,Postgrad,Good,30 to 50K,Moderate,18 to 64,State,Complete,North,45 to 59,50 to 59,Republican,50 to 64,0.615,Education,Unfavorable,Yes
1.0,0.0,G,18.0,38.0,32.0,Second call,1.0,45-49,Asian,Male,Bunning,Disapprove,Disapprove,Approve,Neither,Neither,No,Former,Yes,Yes,No,Better,Did not vote,Unfavorable,Democrat,College grad,Not good,75 to 100K,Moderate,18 to 64,State,Complete,North,45 to 59,40 to 49,Democrat,40 to 49,0.615,Economy/jobs,Unfavorable,Yes
1.0,0.0,G,18.0,38.0,33.0,Third call,1.0,30-39,White,Female,Bunning,Approve,Approve,Disapprove,Bunning,Neither,No,Never,No,Yes,No,Same,Clinton,Favorable,Democrat,Some college,Good,30 to 50K,Moderate,18 to 64,State,Complete,North,30 to 44,30 to 39,Democrat,30 to 39,0.521,Foreign Policy,Favorable,No
1.0,0.0,G,18.0,38.0,34.0,Third call,1.0,45-49,White,Male,Bunning,Disapprove,Approve,Approve,Both,Neither,Yes,Former,Yes,Yes,Yes,Same,Other,Unfavorable,Democrat,Some college,Good,Under 15K,Liberal,18 to 64,State,Complete,North,45 to 59,40 to 49,Democrat,40 to 49,0.615,Social Security,Favorable,Yes
1.0,0.0,G,18.0,38.0,35.0,Third call,1.0,30-39,Black,Male,Baesler,Approve,Disapprove,Disapprove,Bunning,Support Clinton,Yes,Current,No,No,Yes,Worse,Clinton,Unfavorable,Democrat,HS grad,Good,50 to 75K,Moderate,18 to 64,State,Complete,North,30 to 44,30 to 39,Democrat,30 to 39,0.444,Social Security,Unfavorable,Yes
1.0,0.0,G,18.0,38.0,36.0,Third call,1.0,30-39,Black,Female,Baesler,Disapprove,Approve,Disapprove,Baesler,Support Clinton,Yes,Never,Yes,No,Yes,Same,Did not vote,Favorable,Republican,Some college,Excellent,30 to 50K,Liberal,18 to 64,State,Complete,North,30 to 44,30 to 39,Republican,30 to 39,0.376,Clin/Lwnsky,Favorable,No
1.0,0.0,G,18.0,38.0,37.0,Third call,1.0,50-59,White,Female,Bunning,Disapprove,Disapprove,Approve,Bunning,Neither,Yes,Never,Yes,No,Yes,Better,Dole,Favorable,Republican,College grad,Excellent,30 to 50K,Moderate,18 to 64,State,Complete,North,45 to 59,50 to 59,Republican,50 to 64,0.521,Taxes,Favorable,Yes
1.0,0.0,G,18.0,38.0,38.0,Third call,1.0,30-39,White,Male,Bunning,Approve,Approve,Disapprove,Both,Neither,No,Former,No,No,No,Worse,Clinton,Unfavorable,Something else,Postgrad,Excellent,75 to 100K,Moderate,18 to 64,State,Complete,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.615,Health Care,Unfavorable,Yes
1.0,0.0,G,18.0,38.0,39.0,Third call,1.0,45-49,White,Male,Baesler,Approve,Approve,Approve,Baesler,Neither,Yes,Never,Yes,Yes,No,Better,Did not vote,Favorable,Democrat,College grad,Good,30 to 50K,Liberal,18 to 64,State,Complete,North,45 to 59,40 to 49,Democrat,40 to 49,0.491,Clin/Lwnsky,Favorable,Yes
1.0,0.0,G,18.0,38.0,40.0,Third call,1.0,65 and over,White,Female,Bunning,Approve,Approve,Approve,Neither,Support Clinton,No,Never,No,No,No,Same,Did not vote,Unfavorable,Democrat,HS grad,Excellent,50 to 75K,Moderate,65 and over,State,Complete,North,60 and over,60 and over,Democrat,65 and over,0.87,Education,Unfavorable,No
1.0,0.0,G,18.0,38.0,41.0,Third call,1.0,30-39,White,Male,Bunning,Disapprove,Approve,Disapprove,Bunning,Oppose Clinton,Yes,Never,Yes,Yes,Yes,Worse,Dole,Favorable,Republican,Postgrad,Good,30 to 50K,Conservative,18 to 64,State,Complete,North,30 to 44,30 to 39,Republican,30 to 39,0.615,Taxes,Unfavorable,Yes
1.0,0.0,G,18.0,38.0,42.0,Third call,1.0,45-49,White,Female,Bunning,Disapprove,Approve,Approve,Both,Neither,No,Current,Yes,Yes,Yes,Worse,Dole,,Republican,Some college,Not good,50 to 75K,,18 to 64,State,Complete,North,45 to 59,40 to 49,Republican,40 to 49,0.521,Health Care,Unfavorable,Yes
1.0,0.0,G,18.0,38.0,43.0,Third call,1.0,45-49,White,Female,Bunning,Disapprove,Approve,Disapprove,Both,Neither,No,Never,Yes,Yes,,Worse,Dole,Favorable,Republican,Some college,Good,30 to 50K,Moderate,18 to 64,State,Complete,North,45 to 59,40 to 49,Republican,40 to 49,0.521,,Unfavorable,Yes
1.0,0.0,G,18.0,40.0,1.0,First call,1.0,65 and over,White,Female,Baesler,Approve,Approve,Approve,Neither,Support Clinton,,Former,No,No,No,Better,Clinton,Favorable,Democrat,HS grad,Good,Under 15K,Moderate,65 and over,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.222,Clin/Lwnsky,Favorable,No
1.0,0.0,G,18.0,40.0,2.0,First call,1.0,45-49,Black,Male,Baesler,Approve,Disapprove,Disapprove,Baesler,Neither,,Current,Yes,No,No,Same,Clinton,,Independent,HS grad,Poor,15 to 30K,Liberal,18 to 64,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.225,Clin/Lwnsky,Favorable,No
1.0,0.0,G,18.0,40.0,3.0,First call,1.0,50-59,White,Male,Bunning,Approve,Approve,Disapprove,Bunning,Oppose Clinton,Yes,Never,No,Yes,No,Worse,Perot,Unfavorable,Republican,Some college,Good,15 to 30K,Moderate,18 to 64,State,Complete,East,45 to 59,50 to 59,Republican,50 to 64,1.337,Clin/Lwnsky,Unfavorable,Yes
1.0,0.0,G,18.0,40.0,4.0,First call,1.0,45-49,White,Male,Bunning,Approve,Approve,Approve,Both,Neither,No,Former,No,No,Yes,Better,Dole,Favorable,Republican,Postgrad,Excellent,75 to 100K,Moderate,18 to 64,State,Complete,East,45 to 59,40 to 49,Republican,40 to 49,1.337,Clin/Lwnsky,Unfavorable,Yes
1.0,0.0,G,18.0,40.0,5.0,First call,1.0,25-29,White,Male,Baesler,Disapprove,Approve,Disapprove,Both,Neither,No,Current,Yes,Yes,Yes,Same,Perot,Favorable,Democrat,HS grad,Not good,Under 15K,Moderate,18 to 64,State,Complete,East,18 to 29,25 to 29,Democrat,25 to 29,1.285,Economy/jobs,Unfavorable,No
1.0,0.0,G,18.0,40.0,6.0,First call,1.0,50-59,White,Male,Baesler,Disapprove,Disapprove,Disapprove,Both,Oppose Clinton,,Former,No,No,No,Same,Perot,Unfavorable,Republican,Some college,Good,15 to 30K,Moderate,18 to 64,State,Complete,East,45 to 59,50 to 59,Republican,50 to 64,1.146,Clin/Lwnsky,Unfavorable,No
1.0,0.0,G,18.0,40.0,7.0,First call,1.0,50-59,White,Female,Baesler,Approve,Disapprove,Disapprove,Baesler,Support Clinton,,,No,No,No,Better,Clinton,Favorable,Democrat,HS grad,Good,30 to 50K,Liberal,18 to 64,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,0.936,Health Care,Favorable,Yes
1.0,0.0,G,18.0,40.0,8.0,First call,1.0,50-59,White,Female,Bunning,Approve,Disapprove,Disapprove,Bunning,Support Clinton,Yes,Current,Yes,No,No,Better,Clinton,Favorable,Democrat,HS grad,Good,30 to 50K,Liberal,18 to 64,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.091,Health Care,Favorable,Yes
1.0,0.0,G,18.0,40.0,9.0,First call,1.0,30-39,White,Male,Bunning,Approve,Approve,Disapprove,Bunning,Oppose Clinton,Yes,Former,,,No,Worse,Clinton,Unfavorable,Independent,HS grad,Not good,15 to 30K,Moderate,18 to 64,State,Complete,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.337,Clin/Lwnsky,Unfavorable,Yes
1.0,0.0,G,18.0,40.0,10.0,First call,1.0,30-39,White,Female,Baesler,Approve,Approve,Approve,Baesler,Neither,No,Current,No,Yes,Yes,Better,Clinton,Favorable,Something else,College grad,Not good,30 to 50K,Liberal,18 to 64,State,Complete,East,30 to 44,30 to 39,Independent/Other,30 to 39,0.936,Economy/jobs,Unfavorable,Yes
1.0,0.0,G,18.0,40.0,11.0,First call,1.0,60-64,White,Female,Baesler,Approve,Disapprove,Approve,Baesler,Support Clinton,Yes,Current,No,No,No,Worse,Did not vote,Unfavorable,Democrat,No HS,Good,Under 15K,Conservative,18 to 64,State,Complete,East,60 and over,60 and over,Democrat,50 to 64,1.222,,Unfavorable,No
1.0,0.0,G,18.0,40.0,12.0,First call,1.0,25-29,White,Female,Baesler,Approve,Disapprove,Disapprove,Both,Support Clinton,Yes,Never,No,Yes,No,Same,Clinton,,Democrat,HS grad,Excellent,Under 15K,Moderate,18 to 64,State,Complete,East,18 to 29,25 to 29,Democrat,25 to 29,1.049,Foreign Policy,Favorable,No
1.0,0.0,G,18.0,40.0,13.0,First call,1.0,18-24,White,Female,Baesler,Approve,Disapprove,Disapprove,Baesler,Neither,Yes,Never,No,No,No,Better,Clinton,Favorable,Democrat,College grad,Not good,15 to 30K,Conservative,18 to 64,State,Complete,East,18 to 29,18 to 24,Democrat,18 to 24,1.049,Economy/jobs,Unfavorable,No
1.0,0.0,G,18.0,40.0,14.0,Second call,1.0,40-44,Black,Female,Baesler,Approve,Approve,Disapprove,Baesler,Support Clinton,Yes,Former,Yes,No,Yes,Better,Clinton,,Democrat,Some college,Good,30 to 50K,Moderate,18 to 64,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,1.001,,Favorable,Yes
1.0,0.0,G,18.0,40.0,15.0,Second call,1.0,40-44,White,Male,Baesler,Approve,Disapprove,Disapprove,,Support Clinton,No,Current,No,No,No,Same,Clinton,Unfavorable,Democrat,Postgrad,Good,Under 15K,Liberal,18 to 64,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,1.146,Taxes,Favorable,Yes
1.0,0.0,G,18.0,40.0,16.0,Second call,1.0,65 and over,White,Male,Baesler,Approve,Disapprove,Disapprove,Baesler,Support Clinton,No,Former,No,No,No,Same,Clinton,Unfavorable,Democrat,HS grad,Excellent,15 to 30K,Moderate,65 and over,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.497,,Favorable,Yes
1.0,0.0,G,18.0,40.0,17.0,Second call,1.0,65 and over,Black,Male,Bunning,Approve,Disapprove,Disapprove,Bunning,Support Clinton,No,Never,No,No,No,Same,Clinton,Favorable,Democrat,No HS,Not good,Under 15K,Moderate,65 and over,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.8679999999999999,Clin/Lwnsky,Favorable,No
1.0,0.0,G,18.0,40.0,18.0,Second call,1.0,65 and over,White,Male,Baesler,Approve,Disapprove,Disapprove,Baesler,Neither,No,Former,No,No,No,Better,Clinton,Favorable,Democrat,,Excellent,30 to 50K,Moderate,65 and over,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.497,Education,Favorable,Yes
1.0,0.0,G,18.0,40.0,19.0,Second call,1.0,65 and over,Black,Female,Baesler,Approve,Disapprove,Disapprove,Baesler,Neither,Yes,Never,No,No,No,,Clinton,,Democrat,College grad,Good,30 to 50K,Liberal,65 and over,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.308,Clin/Lwnsky,Favorable,Yes
1.0,0.0,G,18.0,40.0,20.0,Second call,1.0,,White,Female,Bunning,Approve,Disapprove,Disapprove,Baesler,Oppose Clinton,Yes,Former,Yes,No,No,Better,Clinton,,Democrat,HS grad,Not good,15 to 30K,Moderate,,State,Complete,East,,,Democrat,,1.091,Clin/Lwnsky,Favorable,Yes
1.0,0.0,G,18.0,40.0,21.0,Second call,1.0,50-59,Black,Female,Bunning,Disapprove,Disapprove,Disapprove,Baesler,Neither,Yes,Former,No,No,No,Worse,Clinton,,Democrat,College grad,Not good,15 to 30K,Moderate,18 to 64,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.168,Economy/jobs,Favorable,No
1.0,0.0,G,18.0,40.0,22.0,Second call,1.0,50-59,White,Male,Baesler,Approve,Disapprove,Disapprove,Baesler,Neither,Yes,Former,No,No,Yes,Better,Clinton,Unfavorable,Democrat,Some college,Excellent,30 to 50K,Liberal,18 to 64,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.146,Clin/Lwnsky,Favorable,Yes
1.0,0.0,G,18.0,40.0,23.0,Second call,1.0,50-59,White,Female,Baesler,Approve,Disapprove,Disapprove,Baesler,Oppose Clinton,No,Never,No,No,No,Better,Clinton,Unfavorable,Democrat,HS grad,Excellent,50 to 75K,Liberal,18 to 64,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,0.936,Clin/Lwnsky,Favorable,Yes
1.0,0.0,G,18.0,40.0,24.0,Second call,1.0,60-64,White,Male,Baesler,Disapprove,Disapprove,Disapprove,Baesler,Oppose Clinton,Yes,Former,Yes,Yes,Yes,Better,Perot,Favorable,Democrat,Some college,Not good,15 to 30K,Conservative,18 to 64,State,Complete,East,60 and over,60 and over,Democrat,50 to 64,1.497,Economy/jobs,Unfavorable,Yes
1.0,0.0,G,18.0,40.0,25.0,Second call,1.0,65 and over,Black,Male,Baesler,Approve,,Disapprove,Baesler,Support Clinton,No,Current,No,No,No,Better,Clinton,Unfavorable,Democrat,HS grad,Excellent,30 to 50K,Moderate,65 and over,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.601,Economy/jobs,Favorable,Yes
1.0,0.0,G,18.0,40.0,26.0,Second call,1.0,60-64,White,Male,Baesler,Approve,Disapprove,Disapprove,,Support Clinton,No,Current,No,No,Yes,Worse,Clinton,,Democrat,Some college,Good,30 to 50K,Liberal,18 to 64,State,Complete,East,60 and over,60 and over,Democrat,50 to 64,1.497,Economy/jobs,Favorable,Yes
1.0,0.0,G,18.0,40.0,27.0,Third call,1.0,50-59,White,Male,Baesler,Approve,Approve,Disapprove,Baesler,Neither,No,Current,No,No,Yes,Worse,Clinton,Favorable,Democrat,College grad,Good,75 to 100K,Moderate,18 to 64,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.146,Economy/jobs,Favorable,Yes
1.0,0.0,G,18.0,40.0,28.0,Third call,1.0,50-59,White,Female,Bunning,Approve,Disapprove,Disapprove,Neither,Neither,No,Former,No,No,No,Same,Clinton,Unfavorable,Democrat,Postgrad,Good,50 to 75K,Moderate,18 to 64,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.091,Clin/Lwnsky,Unfavorable,No
1.0,0.0,G,18.0,40.0,29.0,Third call,1.0,65 and over,White,Female,Baesler,Approve,Disapprove,Approve,Baesler,Neither,No,Current,No,No,Yes,Same,Clinton,Favorable,Democrat,Some college,Good,15 to 30K,Moderate,65 and over,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.222,Economy/jobs,Favorable,Yes
1.0,0.0,G,18.0,40.0,30.0,Third call,1.0,40-44,White,Female,Baesler,Approve,Disapprove,Disapprove,Baesler,Neither,Yes,Former,No,No,No,Better,Clinton,Unfavorable,Democrat,College grad,Good,75 to 100K,Conservative,18 to 64,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,0.936,Education,Favorable,Yes
1.0,0.0,G,18.0,40.0,31.0,Third call,1.0,50-59,White,Female,Baesler,Disapprove,Disapprove,Disapprove,,Neither,No,Current,No,,Yes,Same,Clinton,Favorable,Democrat,Some college,Good,50 to 75K,Moderate,18 to 64,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,0.936,,Unfavorable,Yes
1.0,0.0,G,18.0,40.0,32.0,Third call,1.0,25-29,,Female,Baesler,Approve,Disapprove,Disapprove,Baesler,Support Clinton,Yes,Never,No,No,No,Better,Clinton,,Democrat,HS grad,Good,Under 15K,Moderate,18 to 64,State,Complete,East,18 to 29,25 to 29,Democrat,25 to 29,1.049,Health Care,Favorable,Yes
1.0,0.0,G,18.0,40.0,33.0,Third call,1.0,65 and over,White,Male,Baesler,Approve,Disapprove,Disapprove,Both,Neither,No,Never,No,No,No,Same,Clinton,Unfavorable,Democrat,College grad,Excellent,Under 15K,Liberal,65 and over,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.497,Economy/jobs,Favorable,Yes
1.0,0.0,G,18.0,40.0,34.0,Third call,1.0,60-64,White,Male,Baesler,Approve,Approve,Disapprove,Baesler,Support Clinton,Yes,Current,No,No,No,Same,Clinton,Favorable,Democrat,No HS,Poor,15 to 30K,Liberal,18 to 64,State,Complete,East,60 and over,60 and over,Democrat,50 to 64,1.497,Clin/Lwnsky,Favorable,Yes
1.0,0.0,G,18.0,40.0,35.0,Third call,1.0,30-39,White,Male,Baesler,Approve,Disapprove,Disapprove,Both,Support Clinton,No,Never,No,No,Yes,Better,Did not vote,Unfavorable,Democrat,Postgrad,Good,Under 15K,Moderate,18 to 64,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.146,Economy/jobs,Favorable,No
1.0,0.0,G,18.0,40.0,36.0,Third call,1.0,60-64,White,Male,Baesler,Approve,Disapprove,Approve,Neither,Neither,No,Current,No,No,Yes,Same,Clinton,Favorable,Democrat,HS grad,Good,15 to 30K,Conservative,18 to 64,State,Complete,East,60 and over,60 and over,Democrat,50 to 64,1.497,Education,Favorable,No
1.0,0.0,G,18.0,40.0,37.0,Third call,1.0,30-39,White,Female,Bunning,Disapprove,Disapprove,Disapprove,Neither,Oppose Clinton,Yes,Current,Yes,Yes,No,Same,Dole,,Republican,HS grad,Not good,15 to 30K,Conservative,18 to 64,State,Complete,East,30 to 44,30 to 39,Republican,30 to 39,1.091,Taxes,Unfavorable,Yes
1.0,0.0,G,18.0,40.0,38.0,Third call,1.0,65 and over,White,Female,Baesler,Approve,Approve,Disapprove,Both,Neither,No,Current,No,No,No,Same,Clinton,Unfavorable,Democrat,Some college,Good,50 to 75K,Moderate,65 and over,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.222,Clin/Lwnsky,Unfavorable,Yes
1.0,0.0,G,18.0,40.0,39.0,Third call,1.0,45-49,White,Male,Baesler,Approve,Disapprove,Approve,Both,Neither,No,Current,No,No,No,Better,Clinton,Favorable,Independent,College grad,Good,30 to 50K,Moderate,18 to 64,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.146,Economy/jobs,Favorable,Yes
1.0,0.0,G,18.0,40.0,40.0,Third call,1.0,40-44,White,Male,Baesler,Approve,Disapprove,Disapprove,,,Yes,Former,Yes,No,No,Worse,Clinton,Unfavorable,Democrat,HS grad,Good,Under 15K,Moderate,18 to 64,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,1.146,Economy/jobs,Favorable,Yes
1.0,0.0,G,18.0,40.0,41.0,Third call,1.0,45-49,White,Male,Bunning,Approve,Disapprove,Disapprove,,Neither,No,Current,No,No,Yes,Better,Clinton,,Republican,Postgrad,Good,75 to 100K,Conservative,18 to 64,State,Complete,East,45 to 59,40 to 49,Republican,40 to 49,1.337,Economy/jobs,Unfavorable,Yes
1.0,0.0,G,18.0,40.0,42.0,Third call,1.0,30-39,White,Female,Baesler,Disapprove,Disapprove,Approve,Baesler,Neither,Yes,Current,Yes,Yes,Yes,Worse,Other,Unfavorable,Democrat,College grad,Not good,Under 15K,Moderate,18 to 64,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,0.936,Clin/Lwnsky,Unfavorable,No
1.0,0.0,G,18.0,40.0,43.0,Third call,1.0,65 and over,White,Female,Bunning,Approve,Disapprove,Approve,Bunning,Support Clinton,No,Former,No,No,No,Same,Clinton,Favorable,Democrat,HS grad,Good,15 to 30K,Conservative,65 and over,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.425,Taxes,Favorable,Yes
1.0,0.0,G,18.0,40.0,44.0,Third call,1.0,40-44,White,Male,Baesler,Approve,Disapprove,Disapprove,Baesler,Neither,Yes,Never,No,No,Yes,Same,Clinton,Unfavorable,Democrat,College grad,Good,75 to 100K,Moderate,18 to 64,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,1.146,Clin/Lwnsky,Unfavorable,Yes
1.0,0.0,G,18.0,41.0,1.0,First call,1.0,30-39,White,Female,Baesler,Approve,Disapprove,Disapprove,Bunning,Neither,No,Former,No,No,Yes,Better,Clinton,Unfavorable,Democrat,Some college,Excellent,30 to 50K,Liberal,18 to 64,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.115,Economy/jobs,Unfavorable,Yes
1.0,0.0,G,18.0,41.0,2.0,First call,1.0,30-39,Hispanic,Female,Baesler,Disapprove,Disapprove,Approve,Both,Oppose Clinton,No,Never,Yes,Yes,No,Better,Other,Unfavorable,Independent,HS grad,Good,15 to 30K,Liberal,18 to 64,State,Complete,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.193,Economy/jobs,Unfavorable,No
1.0,0.0,G,18.0,41.0,3.0,First call,1.0,50-59,White,Female,Bunning,Approve,Approve,Disapprove,Bunning,Neither,Yes,Former,No,No,No,Same,Clinton,,Democrat,No HS,Poor,Under 15K,Conservative,18 to 64,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.301,Economy/jobs,Favorable,Yes
1.0,0.0,G,18.0,41.0,4.0,First call,1.0,65 and over,White,Male,Bunning,Disapprove,Disapprove,Approve,Both,Oppose Clinton,Yes,Former,Yes,Yes,No,Same,Dole,Favorable,Democrat,,Not good,Under 15K,Conservative,65 and over,State,Complete,East,60 and over,60 and over,Democrat,65 and over,2.082,Economy/jobs,Unfavorable,
1.0,0.0,G,18.0,41.0,5.0,First call,1.0,30-39,White,Male,Baesler,Approve,Approve,Disapprove,Both,Neither,Yes,Current,No,No,No,Same,Clinton,Favorable,Democrat,No HS,Not good,30 to 50K,Conservative,18 to 64,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.367,Clin/Lwnsky,Favorable,No
1.0,0.0,G,18.0,41.0,6.0,First call,1.0,50-59,White,Female,Baesler,Approve,Approve,Disapprove,Neither,Neither,Yes,Never,No,No,No,Same,Clinton,Favorable,Democrat,Postgrad,Good,,Moderate,18 to 64,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.115,Economy/jobs,Favorable,Yes
1.0,0.0,G,18.0,41.0,7.0,First call,1.0,40-44,White,Female,Baesler,Approve,Disapprove,Disapprove,Neither,Neither,Yes,Former,No,No,Yes,Worse,Clinton,Unfavorable,Democrat,Some college,Good,15 to 30K,Moderate,18 to 64,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,1.115,Economy/jobs,Unfavorable,Yes
1.0,0.0,G,18.0,41.0,8.0,First call,1.0,30-39,White,Male,Baesler,Approve,Disapprove,Disapprove,Baesler,Support Clinton,Yes,Current,No,No,No,Same,Clinton,Unfavorable,Democrat,,Good,Under 15K,Conservative,18 to 64,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.367,,Favorable,No
1.0,0.0,G,18.0,41.0,9.0,Second call,1.0,25-29,White,Female,Baesler,Approve,,Approve,,,,Current,No,No,,Better,Clinton,,Democrat,College grad,,15 to 30K,,18 to 64,State,Complete,East,18 to 29,25 to 29,Democrat,25 to 29,1.25,,Favorable,Yes
1.0,0.0,G,18.0,41.0,10.0,Second call,1.0,25-29,White,Female,Baesler,Approve,,Approve,,,,Current,No,No,,Better,Clinton,,Democrat,College grad,,15 to 30K,,18 to 64,State,Complete,East,18 to 29,25 to 29,Democrat,25 to 29,1.25,,Favorable,Yes
1.0,0.0,G,18.0,41.0,11.0,Second call,1.0,30-39,White,Male,Bunning,Disapprove,Approve,Disapprove,Bunning,Oppose Clinton,Yes,Current,Yes,Yes,Yes,Worse,Dole,Favorable,Republican,College grad,Good,15 to 30K,Conservative,18 to 64,State,Complete,East,30 to 44,30 to 39,Republican,30 to 39,1.593,Taxes,Unfavorable,Yes
1.0,0.0,G,18.0,41.0,12.0,Second call,1.0,25-29,White,Female,Baesler,Approve,Disapprove,Disapprove,Bunning,Support Clinton,Yes,Never,No,No,Yes,Better,Clinton,Favorable,Democrat,Some college,Good,15 to 30K,Moderate,18 to 64,State,Complete,East,18 to 29,25 to 29,Democrat,25 to 29,1.25,,Favorable,Yes
1.0,0.0,G,18.0,41.0,13.0,Second call,1.0,50-59,White,Male,Baesler,Approve,Disapprove,Disapprove,Neither,Neither,No,Former,No,No,No,Same,Clinton,,Independent,Some college,Good,15 to 30K,Moderate,18 to 64,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.367,Clin/Lwnsky,,Yes
1.0,0.0,G,18.0,41.0,14.0,Second call,1.0,45-49,White,Male,Bunning,,,Disapprove,Bunning,,Yes,,,,,,,,,,Not good,,,18 to 64,State,Not complete,East,45 to 59,40 to 49,,40 to 49,1.593,Clin/Lwnsky,,
1.0,0.0,G,18.0,41.0,15.0,Second call,1.0,50-59,,Male,Other,,,,,,Yes,,,,,,,,,,Not good,,,18 to 64,State,Not complete,East,45 to 59,50 to 59,,50 to 64,1.055,,,
1.0,0.0,G,18.0,41.0,16.0,Second call,1.0,18-24,Black,Female,Baesler,Approve,Disapprove,Disapprove,Both,Support Clinton,Yes,Current,No,No,Yes,Worse,Clinton,Unfavorable,Democrat,Some college,Poor,Under 15K,Liberal,18 to 64,State,Complete,East,18 to 29,18 to 24,Democrat,18 to 24,1.338,Economy/jobs,Favorable,No
1.0,0.0,G,18.0,41.0,17.0,Second call,1.0,30-39,White,Female,Baesler,,,Disapprove,Baesler,,Yes,,,,,,,,,,Not good,,,18 to 64,State,Not complete,East,30 to 44,30 to 39,,30 to 39,1.115,Education,,
