State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,Clinton Approval,Congress Approval,Q9: Allow med marjna?,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Senate issues,Clinton as person
29.0,10.0,27.0,Second call,45-49,White,Female,Reid,Jones,Approve,Disapprove,No,Support Clinton,No,No,Yes,Same,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,State,Complete,Clark County,45 to 59,40 to 49,Democrat,40 to 49,0.861,Clin/Lwnsky,Favorable
29.0,10.0,28.0,Second call,65 and over,Black,Female,Reid,Jones,Approve,Disapprove,Yes,Neither,No,No,Yes,Better,Clinton,Democrat,College grad,75 to 100K,Liberal,65 and over,State,Complete,Clark County,60 and over,60 and over,Democrat,65 and over,0.837,Social Security,Favorable
29.0,10.0,29.0,Third call,30-39,White,Female,Reid,Jones,Approve,Approve,Yes,Neither,No,No,No,Better,Clinton,Democrat,College grad,75 to 100K,Liberal,18 to 64,State,Complete,Clark County,30 to 44,30 to 39,Democrat,30 to 39,0.704,Education,Favorable
29.0,10.0,30.0,Third call,25-29,White,Female,Ensign,Guinn,Approve,Disapprove,Yes,Neither,No,No,No,Same,Clinton,Democrat,Some college,,Liberal,18 to 64,State,Complete,Clark County,18 to 29,25 to 29,Democrat,25 to 29,0.7369999999999999,Taxes,Favorable
29.0,10.0,31.0,Third call,30-39,Other,Female,Ensign,Jones,Approve,Disapprove,Yes,Neither,No,No,No,Same,Clinton,Democrat,HS grad,75 to 100K,Moderate,18 to 64,State,Complete,Clark County,30 to 44,30 to 39,Democrat,30 to 39,0.633,,Unfavorable
29.0,10.0,32.0,Third call,18-24,Hispanic,Male,Reid,Guinn,Approve,Disapprove,Yes,Neither,No,No,No,Same,Did not vote,Democrat,Some college,50 to 75K,Liberal,18 to 64,State,Complete,Clark County,18 to 29,18 to 24,Democrat,18 to 24,0.886,Education,Favorable
29.0,10.0,33.0,Third call,18-24,White,Male,Reid,Guinn,Approve,Disapprove,Yes,Neither,No,Yes,Yes,Same,Did not vote,Independent,Some college,75 to 100K,Moderate,18 to 64,State,Complete,Clark County,18 to 29,18 to 24,Independent/Other,18 to 24,0.843,Education,Unfavorable
29.0,10.0,34.0,Third call,30-39,White,Male,Reid,Jones,Approve,Disapprove,Yes,Neither,No,No,,Same,Clinton,Democrat,,50 to 75K,Moderate,18 to 64,State,Complete,Clark County,30 to 44,30 to 39,Democrat,30 to 39,0.7289999999999999,Economy/jobs,Unfavorable
29.0,10.0,35.0,Third call,60-64,White,Female,Ensign,Guinn,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,State,Complete,Clark County,60 and over,60 and over,Republican,50 to 64,0.9560000000000001,Crime/drugs,Unfavorable
29.0,10.0,36.0,Third call,40-44,White,Male,Reid,Jones,Approve,Disapprove,Yes,Support Clinton,No,No,No,Same,Clinton,Independent,College grad,,Moderate,18 to 64,State,Complete,Clark County,30 to 44,40 to 49,Independent/Other,40 to 49,0.7289999999999999,Nuclear waste,Favorable
29.0,10.0,37.0,Third call,40-44,White,Male,Reid,Jones,Approve,Disapprove,Yes,Neither,No,No,Yes,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,State,Complete,Clark County,30 to 44,40 to 49,Democrat,40 to 49,0.7289999999999999,Economy/jobs,Favorable
29.0,10.0,38.0,Third call,50-59,White,Female,Reid,Jones,Approve,Disapprove,No,Neither,No,No,No,Worse,Clinton,Independent,Postgrad,30 to 50K,Moderate,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Independent/Other,50 to 64,0.861,Nuclear waste,Favorable
29.0,10.0,39.0,Third call,30-39,White,Female,Reid,Jones,Approve,,Yes,Support Clinton,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Clark County,30 to 44,30 to 39,Democrat,30 to 39,0.704,Nuclear waste,Favorable
29.0,10.0,40.0,Third call,25-29,Black,Female,Ensign,Guinn,,Approve,No,Neither,No,,,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,State,Complete,Clark County,18 to 29,25 to 29,Republican,25 to 29,0.9460000000000001,,Unfavorable
29.0,10.0,41.0,Third call,50-59,White,Female,Reid,Jones,Approve,Approve,Yes,Oppose Clinton,No,No,No,Better,Clinton,Democrat,No HS,50 to 75K,Liberal,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Democrat,50 to 64,0.704,Nuclear waste,
29.0,10.0,42.0,Third call,25-29,White,Female,None of the above,Jones,Approve,Disapprove,,Support Clinton,No,No,,Better,Clinton,Independent,Postgrad,30 to 50K,Moderate,18 to 64,State,Complete,Clark County,18 to 29,25 to 29,Independent/Other,25 to 29,0.33199999999999996,,Favorable
29.0,10.0,43.0,Third call,30-39,Other,Male,Ensign,Guinn,Disapprove,Approve,No,Neither,No,Yes,Yes,Same,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,State,Complete,Clark County,30 to 44,30 to 39,Republican,30 to 39,0.875,Crime/drugs,Unfavorable
29.0,10.0,44.0,Third call,50-59,White,Male,Reid,Guinn,Approve,Disapprove,Yes,Neither,No,No,No,Worse,Clinton,Democrat,Some college,15 to 30K,Liberal,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Democrat,50 to 64,0.796,,Unfavorable
29.0,10.0,45.0,Third call,40-44,White,Male,Reid,Jones,Approve,Disapprove,Yes,Support Clinton,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Moderate,18 to 64,State,Complete,Clark County,30 to 44,40 to 49,Democrat,40 to 49,0.7289999999999999,Economy/jobs,Favorable
29.0,12.0,1.0,First call,50-59,Hispanic,Male,Reid,Jones,Approve,Approve,Yes,Support Clinton,Yes,No,No,Better,Clinton,Independent,Some college,,Moderate,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Independent/Other,50 to 64,1.273,,Favorable
29.0,12.0,2.0,First call,65 and over,Black,Male,Reid,Jones,Approve,,No,Neither,No,No,No,Same,Clinton,Democrat,College grad,,Moderate,65 and over,State,Complete,Clark County,60 and over,60 and over,Democrat,65 and over,1.756,Social Security,Favorable
29.0,12.0,3.0,First call,45-49,Black,Female,Ensign,Guinn,Disapprove,Approve,No,Neither,Yes,Yes,Yes,Same,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,State,Complete,Clark County,45 to 59,40 to 49,Republican,40 to 49,1.487,Education,Unfavorable
29.0,12.0,4.0,First call,40-44,White,Female,Ensign,Guinn,Approve,Approve,No,Neither,,,No,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,State,Complete,Clark County,30 to 44,40 to 49,Democrat,40 to 49,1.412,Education,Unfavorable
29.0,12.0,5.0,First call,50-59,White,Female,Ensign,Guinn,Approve,,Yes,Neither,Yes,Yes,Yes,Worse,Clinton,Republican,Some college,75 to 100K,Moderate,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Republican,50 to 64,1.155,,Unfavorable
29.0,12.0,6.0,First call,45-49,White,Female,Reid,Jones,Disapprove,Approve,No,Neither,Yes,Yes,Yes,Better,Clinton,Democrat,Some college,100K or more,Moderate,18 to 64,State,Complete,Clark County,45 to 59,40 to 49,Democrat,40 to 49,1.435,Economy/jobs,Unfavorable
29.0,12.0,7.0,First call,50-59,White,Female,,,Approve,Approve,Yes,Neither,No,No,No,Better,Clinton,Independent,HS grad,50 to 75K,Liberal,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Independent/Other,50 to 64,1.177,Social Security,Favorable
29.0,12.0,8.0,First call,60-64,Black,Female,Reid,Jones,Approve,Approve,Yes,Neither,No,No,No,Same,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,State,Complete,Clark County,60 and over,60 and over,Democrat,50 to 64,1.391,Social Security,Favorable
29.0,12.0,9.0,First call,30-39,White,Female,Reid,Jones,Approve,Approve,No,Neither,No,No,No,Better,Dole,Republican,College grad,100K or more,,18 to 64,State,Complete,Clark County,30 to 44,30 to 39,Republican,30 to 39,1.435,Crime/drugs,Favorable
29.0,12.0,10.0,First call,30-39,White,Female,Ensign,None of the above,Disapprove,Disapprove,No,Neither,Yes,Yes,No,Same,Perot,Republican,No HS,15 to 30K,Conservative,18 to 64,State,Complete,Clark County,30 to 44,30 to 39,Republican,30 to 39,1.7840000000000003,,Unfavorable
29.0,12.0,11.0,First call,45-49,White,Female,Reid,Jones,Approve,Approve,Yes,Neither,No,No,No,Better,Clinton,Republican,College grad,30 to 50K,Liberal,18 to 64,State,Complete,Clark County,45 to 59,40 to 49,Republican,40 to 49,1.174,Crime/drugs,Favorable
29.0,12.0,12.0,First call,45-49,Black,Male,Ensign,Guinn,Disapprove,Approve,Yes,Neither,Yes,Yes,Yes,Better,Dole,Republican,Some college,30 to 50K,Liberal,18 to 64,State,Complete,Clark County,45 to 59,40 to 49,Republican,40 to 49,1.255,Taxes,Unfavorable
29.0,12.0,13.0,First call,65 and over,White,Male,Reid,Jones,Approve,Disapprove,Yes,Neither,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,Moderate,65 and over,State,Complete,Clark County,60 and over,60 and over,Democrat,65 and over,1.367,Social Security,Favorable
29.0,12.0,14.0,First call,65 and over,White,Female,Reid,Jones,Approve,Approve,Yes,Neither,No,No,No,Same,Clinton,Democrat,No HS,Under 15K,Conservative,65 and over,State,Complete,Clark County,60 and over,60 and over,Democrat,65 and over,1.323,Crime/drugs,Favorable
29.0,12.0,15.0,Second call,30-39,Black,Female,Ensign,Jones,Approve,Approve,Yes,Neither,No,No,No,Same,Clinton,Democrat,HS grad,Under 15K,Conservative,18 to 64,State,Complete,Clark County,30 to 44,30 to 39,Democrat,30 to 39,1.112,Education,Unfavorable
29.0,12.0,16.0,Second call,45-49,Black,Male,Reid,Jones,Approve,Approve,Yes,Neither,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Clark County,45 to 59,40 to 49,Democrat,40 to 49,1.273,Clin/Lwnsky,Favorable
29.0,12.0,17.0,Second call,45-49,White,Female,Reid,Guinn,Disapprove,Disapprove,No,Neither,No,No,Yes,Worse,Did not vote,Republican,Some college,50 to 75K,Moderate,18 to 64,State,Complete,Clark County,45 to 59,40 to 49,Republican,40 to 49,1.566,Crime/drugs,Unfavorable
29.0,12.0,18.0,Second call,45-49,White,Female,Reid,Guinn,Disapprove,Disapprove,No,,,,,,,,,,,18 to 64,State,Not complete,Clark County,45 to 59,40 to 49,,40 to 49,1.566,Nuclear waste,Unfavorable
29.0,12.0,19.0,Second call,25-29,Asian,Female,Ensign,Guinn,Disapprove,Disapprove,No,Neither,No,No,Yes,Worse,Clinton,Democrat,HS grad,Under 15K,Liberal,18 to 64,State,Complete,Clark County,18 to 29,25 to 29,Democrat,25 to 29,1.498,Education,Unfavorable
29.0,12.0,20.0,Second call,50-59,,Female,Reid,Guinn,Approve,Approve,Yes,Neither,No,No,No,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Republican,50 to 64,1.28,Crime/drugs,Unfavorable
29.0,12.0,21.0,Second call,50-59,Asian,Male,Ensign,Guinn,Disapprove,Approve,Yes,Neither,Yes,No,No,Worse,Did not vote,Republican,No HS,Under 15K,Liberal,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Republican,50 to 64,1.196,Social Security,Unfavorable
29.0,12.0,22.0,Second call,45-49,Hispanic,Female,Ensign,Jones,Approve,Approve,Yes,Neither,No,No,No,Better,Dole,Independent,Some college,50 to 75K,Liberal,18 to 64,State,Complete,Clark County,45 to 59,40 to 49,Independent/Other,40 to 49,1.112,Education,Favorable
29.0,12.0,23.0,Second call,25-29,White,Male,Ensign,Guinn,Approve,Approve,Yes,Neither,No,No,No,Better,Clinton,Republican,HS grad,75 to 100K,Liberal,18 to 64,State,Complete,Clark County,18 to 29,25 to 29,Republican,25 to 29,1.265,Taxes,Favorable
29.0,12.0,24.0,Second call,65 and over,White,Male,Reid,Jones,Approve,Approve,No,Neither,No,No,Yes,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,65 and over,State,Complete,Clark County,60 and over,60 and over,Democrat,65 and over,1.6720000000000002,Nuclear waste,Favorable
29.0,12.0,25.0,Second call,65 and over,Black,Male,Ensign,Jones,Approve,Disapprove,Yes,Neither,Yes,Yes,Yes,Better,Dole,Republican,HS grad,30 to 50K,Moderate,65 and over,State,Complete,Clark County,60 and over,60 and over,Republican,65 and over,1.296,Social Security,Unfavorable
29.0,12.0,26.0,Second call,30-39,Black,Female,Reid,Jones,Approve,Approve,No,Neither,No,Yes,Yes,Better,Clinton,Democrat,Some college,100K or more,Moderate,18 to 64,State,Complete,Clark County,30 to 44,30 to 39,Democrat,30 to 39,1.508,Economy/jobs,Unfavorable
29.0,12.0,27.0,Second call,50-59,White,Female,Reid,Jones,Approve,Disapprove,Yes,Neither,No,No,No,Better,Clinton,Independent,Some college,50 to 75K,Moderate,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Independent/Other,50 to 64,1.174,Social Security,Favorable
29.0,12.0,28.0,Second call,40-44,Asian,Female,Ensign,Guinn,,Approve,Yes,Neither,No,No,No,Same,Clinton,Democrat,No HS,15 to 30K,Moderate,18 to 64,State,Complete,Clark County,30 to 44,40 to 49,Democrat,40 to 49,1.155,Crime/drugs,Unfavorable
29.0,12.0,29.0,Second call,18-24,White,Male,Ensign,Guinn,Disapprove,Disapprove,Yes,Oppose Clinton,Yes,,,Same,Dole,Independent,HS grad,,Conservative,18 to 64,State,Complete,Clark County,18 to 29,18 to 24,Independent/Other,18 to 24,1.265,,Unfavorable
29.0,12.0,30.0,Second call,65 and over,White,Female,Reid,Jones,Approve,Approve,Yes,Support Clinton,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Conservative,65 and over,State,Complete,Clark County,60 and over,60 and over,Democrat,65 and over,1.323,Social Security,Favorable
29.0,12.0,31.0,Second call,25-29,Asian,Male,Reid,Other,Approve,Disapprove,Yes,Neither,No,No,Yes,Better,Did not vote,Republican,HS grad,30 to 50K,Moderate,18 to 64,State,Complete,Clark County,18 to 29,25 to 29,Republican,25 to 29,3.259,Economy/jobs,Favorable
29.0,12.0,32.0,Second call,30-39,White,Male,Ensign,Guinn,Approve,Approve,Yes,Neither,No,No,No,Worse,Clinton,Republican,Some college,,Moderate,18 to 64,State,Complete,Clark County,30 to 44,30 to 39,Republican,30 to 39,1.196,Education,Favorable
29.0,12.0,33.0,Second call,45-49,White,Male,Reid,Jones,Approve,Disapprove,Yes,Neither,No,No,No,Better,Clinton,Independent,College grad,75 to 100K,Moderate,18 to 64,State,Complete,Clark County,45 to 59,40 to 49,Independent/Other,40 to 49,1.213,Nuclear waste,Unfavorable
29.0,12.0,34.0,Second call,30-39,White,Female,Reid,Jones,Approve,Approve,Yes,Support Clinton,No,No,No,Same,Clinton,Democrat,HS grad,50 to 75K,Moderate,18 to 64,State,Complete,Clark County,30 to 44,30 to 39,Democrat,30 to 39,1.174,,Favorable
29.0,12.0,35.0,Third call,25-29,White,Female,Ensign,None of the above,Disapprove,Disapprove,Yes,Neither,Yes,Yes,No,Same,Perot,Democrat,Some college,50 to 75K,Moderate,18 to 64,State,Complete,Clark County,18 to 29,25 to 29,Democrat,25 to 29,1.547,Education,Unfavorable
29.0,12.0,36.0,Third call,40-44,White,Female,Ensign,Guinn,Approve,Approve,Yes,Neither,No,No,No,Better,Dole,Republican,HS grad,,Liberal,18 to 64,State,Complete,Clark County,30 to 44,40 to 49,Republican,40 to 49,1.155,Economy/jobs,Unfavorable
29.0,12.0,37.0,Third call,25-29,White,Male,Reid,Jones,Disapprove,Approve,No,Neither,No,Yes,Yes,Better,Did not vote,Republican,College grad,30 to 50K,Moderate,18 to 64,State,Complete,Clark County,18 to 29,25 to 29,Republican,25 to 29,1.571,Education,Unfavorable
29.0,12.0,38.0,Third call,50-59,Black,Male,Reid,Jones,Approve,Approve,Yes,Neither,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Democrat,50 to 64,1.273,Crime/drugs,Favorable
29.0,12.0,39.0,Third call,40-44,Hispanic,Female,Reid,Jones,Approve,Approve,No,,,,,,,,,,,18 to 64,State,Not complete,Clark County,30 to 44,40 to 49,,40 to 49,1.508,Crime/drugs,Favorable
29.0,12.0,40.0,Third call,30-39,White,Female,Ensign,Jones,Approve,Disapprove,No,Oppose Clinton,Yes,Yes,No,Same,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,State,Complete,Clark County,30 to 44,30 to 39,Democrat,30 to 39,1.293,Education,Unfavorable
29.0,12.0,41.0,Third call,40-44,Hispanic,Female,Reid,Guinn,Disapprove,Disapprove,Yes,Neither,Yes,Yes,Yes,Same,Perot,Independent,College grad,50 to 75K,Conservative,18 to 64,State,Complete,Clark County,30 to 44,40 to 49,Independent/Other,40 to 49,1.347,Nuclear waste,Unfavorable
29.0,12.0,42.0,Third call,50-59,White,Female,Ensign,Guinn,Disapprove,,Yes,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,Postgrad,75 to 100K,Conservative,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Republican,50 to 64,1.155,Clin/Lwnsky,Unfavorable
29.0,12.0,43.0,Third call,30-39,White,Male,None of the above,None of the above,Disapprove,Disapprove,No,,,,,,,,,,,18 to 64,State,Not complete,Clark County,30 to 44,30 to 39,,30 to 39,0.839,Social Security,Unfavorable
29.0,16.0,1.0,First call,30-39,Hispanic,Female,Reid,Jones,Approve,Disapprove,Yes,Neither,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,State,Complete,Clark County,30 to 44,30 to 39,Democrat,30 to 39,0.916,Economy/jobs,Unfavorable
29.0,16.0,2.0,First call,30-39,White,Female,Ensign,Guinn,Disapprove,Approve,Yes,Neither,Yes,Yes,No,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,State,Complete,Clark County,30 to 44,30 to 39,Republican,30 to 39,0.857,Economy/jobs,Unfavorable
29.0,16.0,3.0,First call,45-49,White,Male,Ensign,Guinn,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,State,Complete,Clark County,45 to 59,40 to 49,Republican,40 to 49,1.082,Nuclear waste,Unfavorable
29.0,16.0,4.0,First call,65 and over,Black,Male,Reid,Jones,Approve,Disapprove,Yes,Support Clinton,No,No,No,Same,Clinton,Democrat,Some college,50 to 75K,Moderate,65 and over,State,Complete,Clark County,60 and over,60 and over,Democrat,65 and over,1.065,Education,Favorable
29.0,16.0,5.0,First call,30-39,White,Male,Reid,Jones,Approve,Approve,Yes,Neither,No,No,No,Same,Perot,Republican,Some college,15 to 30K,,18 to 64,State,Complete,Clark County,30 to 44,30 to 39,Republican,30 to 39,0.898,Education,Unfavorable
29.0,16.0,6.0,First call,18-24,White,Male,Reid,Jones,Approve,Disapprove,Yes,Neither,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,State,Complete,Clark County,18 to 29,18 to 24,Democrat,18 to 24,0.9540000000000001,Social Security,Unfavorable
29.0,16.0,7.0,First call,50-59,White,Male,Reid,Jones,Approve,Disapprove,Yes,Neither,No,No,Yes,Same,Dole,Republican,College grad,100K or more,Moderate,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Republican,50 to 64,0.898,Economy/jobs,Unfavorable
29.0,16.0,8.0,First call,50-59,White,Male,Ensign,Other,Disapprove,Approve,No,Neither,Yes,Yes,No,Worse,Dole,Republican,HS grad,100K or more,Conservative,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Republican,50 to 64,2.515,Clin/Lwnsky,Unfavorable
29.0,16.0,9.0,First call,40-44,White,Male,Ensign,Jones,Disapprove,Disapprove,Yes,Neither,Yes,Yes,Yes,Better,Dole,Republican,College grad,100K or more,Conservative,18 to 64,State,Complete,Clark County,30 to 44,40 to 49,Republican,40 to 49,0.812,,Unfavorable
29.0,16.0,10.0,First call,65 and over,White,Male,Reid,Guinn,Disapprove,Disapprove,Yes,Neither,No,No,Yes,Better,Clinton,Democrat,Postgrad,50 to 75K,Liberal,65 and over,State,Complete,Clark County,60 and over,60 and over,Democrat,65 and over,1.107,Social Security,Unfavorable
29.0,16.0,11.0,First call,40-44,White,Female,Ensign,Guinn,Disapprove,Approve,Yes,Neither,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,30 to 50K,Moderate,18 to 64,State,Complete,Clark County,30 to 44,40 to 49,Republican,40 to 49,0.857,Education,Unfavorable
29.0,16.0,12.0,First call,65 and over,White,Male,Reid,Jones,Approve,Disapprove,Yes,Support Clinton,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Conservative,65 and over,State,Complete,Clark County,60 and over,60 and over,Democrat,65 and over,1.014,,Favorable
29.0,16.0,13.0,First call,30-39,White,Female,Reid,Jones,Approve,,Yes,Neither,No,Yes,No,Same,Clinton,Democrat,Some college,75 to 100K,Moderate,18 to 64,State,Complete,Clark County,30 to 44,30 to 39,Democrat,30 to 39,0.87,,Unfavorable
29.0,16.0,14.0,First call,30-39,Black,Female,Ensign,Jones,Approve,Disapprove,,Neither,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Clark County,30 to 44,30 to 39,Democrat,30 to 39,0.891,Nuclear waste,Favorable
29.0,16.0,15.0,Second call,40-44,Black,Female,Reid,Jones,Approve,Disapprove,Yes,Neither,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Clark County,30 to 44,40 to 49,Democrat,40 to 49,0.916,Economy/jobs,Favorable
29.0,16.0,16.0,Second call,30-39,White,Female,Ensign,Jones,Disapprove,Disapprove,Yes,Neither,No,No,No,Same,Clinton,Independent,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Clark County,30 to 44,30 to 39,Independent/Other,30 to 39,0.7840000000000001,Economy/jobs,Unfavorable
29.0,16.0,17.0,Second call,65 and over,White,Male,Reid,Jones,Approve,Disapprove,No,,No,No,,Same,Clinton,Democrat,No HS,50 to 75K,Moderate,65 and over,State,Complete,Clark County,60 and over,60 and over,Democrat,65 and over,1.241,Social Security,Unfavorable
29.0,16.0,18.0,Second call,65 and over,White,Male,Reid,Guinn,Disapprove,,No,Oppose Clinton,Yes,Yes,Yes,Worse,Perot,Republican,No HS,30 to 50K,Conservative,65 and over,State,Complete,Clark County,60 and over,60 and over,Republican,65 and over,1.354,Social Security,Unfavorable
29.0,16.0,19.0,Second call,45-49,White,Female,Ensign,Guinn,Disapprove,Approve,No,Neither,Yes,Yes,Yes,Same,Perot,Independent,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Clark County,45 to 59,40 to 49,Independent/Other,40 to 49,1.048,Nuclear waste,Unfavorable
29.0,16.0,20.0,Second call,65 and over,White,Male,Reid,Jones,Approve,Disapprove,No,Neither,No,No,No,Same,Perot,Democrat,No HS,30 to 50K,Moderate,65 and over,State,Complete,Clark County,60 and over,60 and over,Democrat,65 and over,1.241,Social Security,Unfavorable
29.0,16.0,21.0,Third call,45-49,White,Male,Ensign,Guinn,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,State,Complete,Clark County,45 to 59,40 to 49,Republican,40 to 49,1.082,Nuclear waste,Unfavorable
29.0,16.0,22.0,Third call,60-64,White,Female,Reid,Jones,Approve,Disapprove,No,Neither,No,No,No,Same,Dole,Independent,HS grad,50 to 75K,Moderate,18 to 64,State,Complete,Clark County,60 and over,60 and over,Independent/Other,50 to 64,1.201,Social Security,Unfavorable
29.0,16.0,23.0,Third call,40-44,White,Female,Ensign,Guinn,Disapprove,Approve,Yes,Neither,No,No,No,Same,Dole,Republican,Some college,75 to 100K,Conservative,18 to 64,State,Complete,Clark County,30 to 44,40 to 49,Republican,40 to 49,0.857,Taxes,Unfavorable
29.0,16.0,24.0,Third call,30-39,White,Female,Ensign,Jones,Disapprove,Approve,Yes,Neither,No,No,No,Same,Clinton,Independent,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Clark County,30 to 44,30 to 39,Independent/Other,30 to 39,0.7840000000000001,Economy/jobs,Unfavorable
29.0,16.0,25.0,Third call,45-49,White,Male,Ensign,Guinn,Disapprove,Approve,No,Neither,No,Yes,Yes,Same,Perot,Independent,Some college,50 to 75K,Conservative,18 to 64,State,Complete,Clark County,45 to 59,40 to 49,Independent/Other,40 to 49,1.082,Economy/jobs,Unfavorable
29.0,16.0,26.0,Third call,18-24,Black,Male,Reid,Jones,Approve,Approve,Yes,Neither,No,No,No,Same,Did not vote,Independent,HS grad,15 to 30K,Moderate,18 to 64,State,Complete,Clark County,18 to 29,18 to 24,Independent/Other,18 to 24,1.002,Economy/jobs,Favorable
29.0,16.0,27.0,Third call,60-64,White,Male,Reid,Jones,Approve,Disapprove,No,Neither,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,State,Complete,Clark County,60 and over,60 and over,Democrat,50 to 64,1.241,Social Security,Unfavorable
29.0,16.0,28.0,Third call,50-59,White,Male,Ensign,Guinn,Disapprove,Approve,No,Neither,Yes,Yes,Yes,Same,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Republican,50 to 64,1.082,Nuclear waste,Unfavorable
29.0,16.0,29.0,Third call,40-44,Black,Female,Reid,Guinn,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,HS grad,15 to 30K,Conservative,18 to 64,State,Complete,Clark County,30 to 44,40 to 49,Republican,40 to 49,1.226,Taxes,Unfavorable
29.0,16.0,30.0,Third call,40-44,White,Male,Ensign,Jones,Approve,Approve,Yes,,,,,Same,,,HS grad,30 to 50K,,18 to 64,State,Complete,Clark County,30 to 44,40 to 49,,40 to 49,0.812,Economy/jobs,Favorable
29.0,16.0,31.0,Third call,50-59,Asian,Female,Reid,Jones,Approve,Disapprove,No,Neither,No,No,No,Same,Did not vote,Independent,HS grad,30 to 50K,,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Independent/Other,50 to 64,1.063,Social Security,Unfavorable
29.0,16.0,32.0,Third call,45-49,White,Male,Ensign,Guinn,Disapprove,Approve,No,Neither,No,No,Yes,Same,Perot,Independent,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Clark County,45 to 59,40 to 49,Independent/Other,40 to 49,1.082,Taxes,Unfavorable
29.0,16.0,33.0,Third call,40-44,White,Male,Reid,Guinn,Approve,Disapprove,Yes,Neither,No,No,No,Better,Clinton,Independent,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Clark County,30 to 44,40 to 49,Independent/Other,40 to 49,0.981,Taxes,Unfavorable
29.0,16.0,34.0,Third call,45-49,White,Male,Ensign,Guinn,Disapprove,Approve,Yes,Neither,No,No,Yes,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,State,Complete,Clark County,45 to 59,40 to 49,Republican,40 to 49,0.886,Economy/jobs,Unfavorable
29.0,16.0,35.0,Third call,50-59,Black,Female,Reid,Jones,Approve,Disapprove,No,Neither,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Democrat,50 to 64,1.1219999999999999,Crime/drugs,Favorable
