State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,Clinton Approval,Congress Approval,Who attacked unfairly?,Who had more ads?,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,How to improve Gov tax plan,Party ID,Education,Religion,Income,Ideology,Age (65 and over),State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 implied dec,Senate issues,Future of state economy,Clinton as person,Union memeber in HH
50.0,18.0,29.0,Third call,65 and over,White,Male,Feingold,Garvey,Approve,,Both,About the same,Neither,No,No,No,Same,Clinton,One factor,Independent,Postgrad,Protestant,50 to 75K,Moderate,65 and over,State,Complete,Northwest,60 and over,60 and over,Independent/Other,65 and over,0.65,Social Security,Same,Favorable,Yes
50.0,18.0,30.0,Third call,18-24,White,Male,Feingold,Garvey,Disapprove,Disapprove,Neumann,Neumann,Neither,No,No,No,Same,Clinton,Not a factor,Something else,Some college,Other Christian,50 to 75K,Liberal,18 to 64,State,Complete,Northwest,18 to 29,18 to 24,Independent/Other,18 to 24,0.702,Education,Same,Favorable,No
50.0,18.0,31.0,Third call,18-24,White,Male,Feingold,Garvey,Approve,Disapprove,Neumann,About the same,Neither,No,No,No,Better,Clinton,One factor,Democrat,Some college,None,Under 15K,Liberal,18 to 64,State,Complete,Northwest,18 to 29,18 to 24,Democrat,18 to 24,0.702,Education,Same,Unfavorable,No
50.0,18.0,32.0,Third call,30-39,White,Male,Feingold,Garvey,Approve,Disapprove,Neumann,Neumann,Neither,No,No,Yes,Better,Perot,Not a factor,Independent,Postgrad,Protestant,15 to 30K,Moderate,18 to 64,State,Complete,Northwest,30 to 44,30 to 39,Independent/Other,30 to 39,0.706,Education,Worse,Favorable,No
50.0,18.0,33.0,Third call,18-24,White,Female,Feingold,Garvey,Approve,Disapprove,Neumann,Neumann,Neither,No,No,No,Worse,Did not vote,One factor,Democrat,Some college,Other Christian,15 to 30K,Moderate,18 to 64,State,Complete,Northwest,18 to 29,18 to 24,Democrat,18 to 24,0.689,Education,Worse,Favorable,No
50.0,18.0,34.0,Third call,18-24,White,Male,Feingold,Garvey,Approve,Disapprove,Neumann,Neumann,Support Clinton,No,No,No,Better,Clinton,One factor,Democrat,Some college,Protestant,15 to 30K,Liberal,18 to 64,State,Complete,Northwest,18 to 29,18 to 24,Democrat,18 to 24,0.702,Education,Better,Unfavorable,No
50.0,18.0,35.0,Third call,18-24,White,Male,Neumann,Thompson,Disapprove,Approve,Both,About the same,Neither,Yes,No,Yes,Same,Dole,One factor,Independent,Some college,Other Christian,30 to 50K,Moderate,18 to 64,State,Complete,Northwest,18 to 29,18 to 24,Independent/Other,18 to 24,0.7,Education,Better,Unfavorable,No
50.0,18.0,36.0,Third call,30-39,White,Male,Feingold,Garvey,Approve,Disapprove,Neumann,Neumann,Support Clinton,No,No,No,Better,Clinton,One factor,Democrat,College grad,Protestant,50 to 75K,Liberal,18 to 64,State,Complete,Northwest,30 to 44,30 to 39,Democrat,30 to 39,0.706,Education,Worse,Favorable,No
50.0,18.0,37.0,Third call,18-24,White,Male,Feingold,Garvey,Disapprove,Disapprove,Both,About the same,Neither,No,No,Yes,Same,Perot,One factor,Democrat,Some college,Other Christian,100K or more,Liberal,18 to 64,State,Complete,Northwest,18 to 29,18 to 24,Democrat,18 to 24,0.702,Education,Better,Unfavorable,No
50.0,18.0,38.0,Third call,40-44,White,Male,Feingold,Garvey,Disapprove,Approve,Neumann,Feingold,Neither,Yes,Yes,Yes,Same,Perot,Not a factor,Something else,HS grad,Other Christian,30 to 50K,Moderate,18 to 64,State,Complete,Northwest,30 to 44,40 to 49,Independent/Other,40 to 49,0.706,Social Security,Same,Unfavorable,No
50.0,18.0,39.0,Third call,30-39,White,Male,Neumann,Thompson,Disapprove,Approve,Feingold,About the same,Neither,Yes,Yes,No,Same,Dole,One factor,Republican,College grad,Protestant,30 to 50K,Conservative,18 to 64,State,Complete,Northwest,30 to 44,30 to 39,Republican,30 to 39,0.704,Abortion,Same,Unfavorable,No
50.0,18.0,40.0,Third call,40-44,White,Male,Neumann,Thompson,Approve,Approve,Neither,About the same,Neither,No,No,Yes,Better,Dole,Not a factor,Republican,Some college,Catholic,Under 15K,Moderate,18 to 64,State,Complete,Northwest,30 to 44,40 to 49,Republican,40 to 49,0.704,Abortion,Better,Favorable,No
50.0,18.0,41.0,Third call,18-24,White,Female,Neumann,Thompson,Disapprove,Approve,Feingold,About the same,Neither,Yes,Yes,No,Better,Dole,One factor,Independent,Some college,Protestant,15 to 30K,Conservative,18 to 64,State,Complete,Northwest,18 to 29,18 to 24,Independent/Other,18 to 24,0.6859999999999999,Abortion,Better,Unfavorable,No
50.0,18.0,42.0,Third call,60-64,White,Female,Feingold,Garvey,Approve,Disapprove,Neumann,Neumann,Neither,No,No,No,Better,Clinton,Not a factor,Independent,Postgrad,Something else,30 to 50K,Liberal,18 to 64,State,Complete,Northwest,60 and over,60 and over,Independent/Other,50 to 64,0.634,Abortion,Worse,Unfavorable,No
50.0,18.0,43.0,Third call,18-24,White,Male,Feingold,Garvey,Disapprove,Approve,Both,Neumann,Neither,Yes,Yes,Yes,Better,Did not vote,One factor,Independent,Some college,None,75 to 100K,Liberal,18 to 64,State,Complete,Northwest,18 to 29,18 to 24,Independent/Other,18 to 24,0.702,Education,Better,Unfavorable,No
50.0,18.0,44.0,Third call,45-49,White,Female,Feingold,Garvey,Approve,Disapprove,Neumann,Neumann,Neither,No,No,No,Same,Clinton,One factor,Democrat,College grad,Something else,30 to 50K,Moderate,18 to 64,State,Complete,Northwest,45 to 59,40 to 49,Democrat,40 to 49,0.6920000000000001,Education,Same,Unfavorable,Yes
50.0,18.0,45.0,Third call,65 and over,White,Male,Neumann,Thompson,Disapprove,Approve,Neither,About the same,Neither,No,Yes,Yes,Same,Dole,One factor,Republican,Postgrad,Protestant,15 to 30K,Conservative,65 and over,State,Complete,Northwest,60 and over,60 and over,Republican,65 and over,0.6489999999999999,Abortion,Same,Unfavorable,No
50.0,18.0,46.0,Third call,18-24,White,Female,Feingold,Garvey,Disapprove,Disapprove,Both,About the same,Neither,No,No,No,Same,Clinton,Not a factor,Democrat,Some college,None,Under 15K,Liberal,18 to 64,State,Complete,Northwest,18 to 29,18 to 24,Democrat,18 to 24,0.689,Education,Same,Unfavorable,No
50.0,18.0,47.0,Third call,18-24,White,Female,Feingold,Garvey,Approve,Approve,Neumann,About the same,Neither,No,No,No,Better,Did not vote,Not a factor,Democrat,HS grad,Catholic,,Liberal,18 to 64,State,Complete,Northwest,18 to 29,18 to 24,Democrat,18 to 24,0.689,Education,Better,Favorable,No
50.0,18.0,48.0,Third call,18-24,White,Male,Feingold,Garvey,Approve,Disapprove,,About the same,Neither,No,No,No,Worse,Perot,One factor,Democrat,Some college,Catholic,75 to 100K,Liberal,18 to 64,State,Complete,Northwest,18 to 29,18 to 24,Democrat,18 to 24,0.702,Education,Same,Favorable,Yes
50.0,18.0,49.0,Third call,18-24,White,Female,Neumann,Thompson,Approve,Disapprove,Feingold,Feingold,Neither,No,No,No,Same,Did not vote,One factor,Republican,HS grad,Catholic,30 to 50K,Moderate,18 to 64,State,Complete,Northwest,18 to 29,18 to 24,Republican,18 to 24,0.6859999999999999,Education,Better,Favorable,No
50.0,18.0,50.0,Third call,50-59,,Male,Feingold,Garvey,Approve,Disapprove,Neumann,About the same,Neither,No,No,No,Better,Clinton,One factor,Democrat,College grad,None,50 to 75K,Liberal,18 to 64,State,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,0.706,Eonomy/jobs,Same,Unfavorable,No
50.0,18.0,51.0,Third call,50-59,White,Male,Feingold,Garvey,Approve,Disapprove,Neumann,Neumann,Support Clinton,No,No,No,Better,Clinton,One factor,Democrat,Postgrad,Protestant,100K or more,Liberal,18 to 64,State,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,0.706,Education,Same,Favorable,No
50.0,18.0,52.0,Third call,30-39,White,Female,Feingold,Garvey,Approve,Approve,Neumann,Neumann,Neither,No,No,Yes,Same,Clinton,One factor,Democrat,Postgrad,Protestant,75 to 100K,Moderate,18 to 64,State,Complete,Northwest,30 to 44,30 to 39,Democrat,30 to 39,0.6920000000000001,Education,Same,Favorable,Yes
50.0,18.0,53.0,Third call,45-49,White,Female,Feingold,Garvey,Approve,Disapprove,Both,Neumann,Neither,No,No,No,Same,Clinton,One factor,Democrat,Postgrad,Protestant,75 to 100K,Moderate,18 to 64,State,Complete,Northwest,45 to 59,40 to 49,Democrat,40 to 49,0.6920000000000001,Education,Same,Favorable,Yes
50.0,18.0,54.0,Third call,50-59,White,Male,Feingold,Garvey,Disapprove,Approve,Both,Feingold,Neither,No,Yes,Yes,Better,Clinton,Most important,Democrat,Postgrad,Protestant,100K or more,Moderate,18 to 64,State,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,0.706,Foreign policy,Better,Unfavorable,Yes
50.0,19.0,1.0,First call,60-64,White,Male,Neumann,Thompson,Disapprove,Disapprove,,,Oppose Clinton,Yes,Yes,No,Better,Dole,,Republican,Postgrad,Protestant,50 to 75K,Moderate,18 to 64,National,Complete,Northwest,60 and over,60 and over,Republican,50 to 64,0.34600000000000003,,,Unfavorable,No
50.0,19.0,2.0,First call,18-24,White,Female,Neumann,Thompson,Disapprove,Approve,,,Oppose Clinton,No,No,Yes,Worse,Dole,,Republican,Some college,Protestant,30 to 50K,Conservative,18 to 64,National,Complete,Northwest,18 to 29,18 to 24,Republican,18 to 24,0.368,,,Unfavorable,No
50.0,19.0,3.0,First call,30-39,White,Female,Neumann,Thompson,Disapprove,Disapprove,,,Oppose Clinton,Yes,Yes,No,Better,Dole,,Republican,Postgrad,Other Christian,30 to 50K,Conservative,18 to 64,National,Complete,Northwest,30 to 44,30 to 39,Republican,30 to 39,0.37,,,Unfavorable,No
50.0,19.0,4.0,First call,50-59,White,Female,Feingold,Garvey,Approve,Disapprove,,,,No,No,No,Better,,,,Some college,Protestant,,,18 to 64,National,Complete,Northwest,45 to 59,50 to 59,,50 to 64,0.37,,,Favorable,Yes
50.0,19.0,5.0,First call,50-59,White,Female,Feingold,Thompson,Disapprove,Approve,,,Oppose Clinton,Yes,Yes,Yes,Same,Dole,,Republican,Some college,Catholic,75 to 100K,Moderate,18 to 64,National,Complete,Northwest,45 to 59,50 to 59,Republican,50 to 64,0.41600000000000004,,,Unfavorable,Yes
50.0,19.0,6.0,First call,40-44,White,Female,Feingold,Garvey,Approve,Disapprove,,,Support Clinton,No,No,No,Worse,Clinton,,Democrat,Some college,Something else,15 to 30K,Moderate,18 to 64,National,Complete,Northwest,30 to 44,40 to 49,Democrat,40 to 49,0.37,,,Favorable,No
50.0,19.0,7.0,First call,30-39,White,Female,Neumann,Garvey,Disapprove,Disapprove,,,Neither,No,Yes,No,Better,Dole,,Independent,Some college,Other Christian,50 to 75K,Conservative,18 to 64,National,Complete,Northwest,30 to 44,30 to 39,Independent/Other,30 to 39,0.328,,,Unfavorable,No
50.0,19.0,8.0,First call,40-44,White,Female,Feingold,Garvey,Approve,Disapprove,,,Neither,No,No,No,Better,Perot,,Democrat,Postgrad,Protestant,50 to 75K,Moderate,18 to 64,National,Complete,Northwest,30 to 44,40 to 49,Democrat,40 to 49,0.37,,,Favorable,Yes
50.0,19.0,9.0,First call,30-39,White,Female,Neumann,Thompson,,Disapprove,,,Neither,No,No,,Better,Perot,,Independent,HS grad,Other Christian,30 to 50K,Liberal,18 to 64,National,Complete,Northwest,30 to 44,30 to 39,Independent/Other,30 to 39,0.37,,,,No
50.0,19.0,10.0,First call,45-49,White,Female,Neumann,Garvey,Disapprove,Disapprove,,,Neither,No,Yes,Yes,Better,Clinton,,Independent,HS grad,Catholic,30 to 50K,Conservative,18 to 64,National,Complete,Northwest,45 to 59,40 to 49,Independent/Other,40 to 49,0.328,,,Unfavorable,No
50.0,19.0,11.0,First call,45-49,White,Female,Neumann,Garvey,Approve,,,,,,,,,,,,,,,,18 to 64,National,Not complete,Northwest,45 to 59,40 to 49,,40 to 49,0.328,,,,No
50.0,19.0,12.0,First call,40-44,White,Male,Feingold,Garvey,Approve,Disapprove,,,Neither,No,No,Yes,Better,Clinton,,Independent,Some college,Protestant,30 to 50K,Moderate,18 to 64,National,Complete,Northwest,30 to 44,40 to 49,Independent/Other,40 to 49,0.379,,,Favorable,No
50.0,19.0,13.0,First call,65 and over,White,Male,Neumann,Thompson,Disapprove,Disapprove,,,Neither,Yes,Yes,Yes,Same,Dole,,Republican,No HS,Catholic,15 to 30K,Moderate,65 and over,National,Complete,Northwest,60 and over,60 and over,Republican,65 and over,0.34600000000000003,,,Unfavorable,No
50.0,19.0,14.0,First call,50-59,White,Female,Neumann,Garvey,Approve,Approve,,,Neither,No,No,No,Same,Clinton,,Independent,HS grad,Protestant,50 to 75K,Moderate,18 to 64,National,Complete,Northwest,45 to 59,50 to 59,Independent/Other,50 to 64,0.328,,,Favorable,Yes
50.0,19.0,15.0,First call,60-64,White,Female,Neumann,Thompson,Disapprove,Approve,,,Oppose Clinton,Yes,Yes,Yes,Same,Dole,,Republican,HS grad,Protestant,15 to 30K,Conservative,18 to 64,National,Complete,Northwest,60 and over,60 and over,Republican,50 to 64,0.33899999999999997,,,Unfavorable,No
50.0,19.0,16.0,First call,30-39,White,Male,Neumann,Thompson,Disapprove,,,,,,,,Same,,,Something else,,,30 to 50K,Conservative,18 to 64,National,Complete,Northwest,30 to 44,30 to 39,Independent/Other,30 to 39,0.379,,,,
50.0,19.0,17.0,First call,45-49,White,Male,Feingold,Garvey,Approve,,,,,,,,Worse,,,Democrat,,,15 to 30K,,18 to 64,National,Complete,Northwest,45 to 59,40 to 49,Democrat,40 to 49,0.379,,,,
50.0,19.0,18.0,First call,60-64,White,Female,Neumann,Thompson,Disapprove,,,,,,,,Better,,,Independent,,,30 to 50K,Moderate,18 to 64,National,Complete,Northwest,60 and over,60 and over,Independent/Other,50 to 64,0.33899999999999997,,,,
50.0,19.0,19.0,First call,50-59,White,Male,Feingold,Garvey,Approve,,,,,,,,Same,,,Independent,,,15 to 30K,Liberal,18 to 64,National,Complete,Northwest,45 to 59,50 to 59,Independent/Other,50 to 64,0.379,,,,
50.0,19.0,20.0,First call,30-39,Other,Male,Feingold,Thompson,Disapprove,,,,,,,,Worse,,,Republican,,,50 to 75K,Moderate,18 to 64,National,Complete,Northwest,30 to 44,30 to 39,Republican,30 to 39,0.425,,,,
50.0,19.0,21.0,First call,50-59,White,Female,Neumann,Garvey,Disapprove,,,,,,,,Same,,,Independent,,,50 to 75K,Moderate,18 to 64,National,Complete,Northwest,45 to 59,50 to 59,Independent/Other,50 to 64,0.328,,,,
50.0,19.0,22.0,First call,65 and over,White,Male,Feingold,Thompson,Disapprove,,,,,,,,Same,,,Republican,,,75 to 100K,Moderate,65 and over,National,Complete,Northwest,60 and over,60 and over,Republican,65 and over,0.39199999999999996,,,,
50.0,19.0,23.0,First call,25-29,,Male,Neumann,Thompson,Disapprove,,,,,,,,Better,,,Something else,,,50 to 75K,Conservative,18 to 64,National,Complete,Northwest,18 to 29,25 to 29,Independent/Other,25 to 29,0.376,,,,
50.0,19.0,24.0,First call,30-39,White,Male,Feingold,Garvey,Approve,,,,,,,,Same,,,Independent,,,30 to 50K,Moderate,18 to 64,National,Complete,Northwest,30 to 44,30 to 39,Independent/Other,30 to 39,0.379,,,,
50.0,19.0,25.0,First call,45-49,White,Male,Feingold,Garvey,Approve,,,,,,,,Better,,,Democrat,,,100K or more,Liberal,18 to 64,National,Complete,Northwest,45 to 59,40 to 49,Democrat,40 to 49,0.379,,,,
50.0,19.0,26.0,First call,50-59,White,Male,Feingold,Garvey,Disapprove,,,,,,,,,,,,,,,,18 to 64,National,Not complete,Northwest,45 to 59,50 to 59,,50 to 64,0.379,,,,
50.0,19.0,27.0,First call,40-44,White,Female,Neumann,Thompson,Disapprove,,,,,,,,Same,,,Independent,,,Under 15K,Conservative,18 to 64,National,Complete,Northwest,30 to 44,40 to 49,Independent/Other,40 to 49,0.37,,,,
50.0,19.0,28.0,First call,30-39,White,Female,Feingold,Garvey,Approve,,,,,,,,Better,,,Democrat,,,15 to 30K,Liberal,18 to 64,National,Complete,Northwest,30 to 44,30 to 39,Democrat,30 to 39,0.37,,,,
50.0,19.0,29.0,First call,50-59,Black,Male,Neumann,Thompson,Disapprove,,,,,,,,Better,,,Independent,,,30 to 50K,Moderate,18 to 64,National,Complete,Northwest,45 to 59,50 to 59,Independent/Other,50 to 64,0.263,,,,
50.0,19.0,30.0,First call,50-59,White,Female,Neumann,Thompson,Disapprove,,,,,,,,Same,,,Republican,,,15 to 30K,Conservative,18 to 64,National,Complete,Northwest,45 to 59,50 to 59,Republican,50 to 64,0.37,,,,
50.0,19.0,31.0,First call,50-59,White,Male,Neumann,Garvey,Disapprove,,,,,,,,Better,,,Independent,,,50 to 75K,Liberal,18 to 64,National,Complete,Northwest,45 to 59,50 to 59,Independent/Other,50 to 64,0.336,,,,
50.0,19.0,32.0,Second call,50-59,White,Female,Neumann,Thompson,Disapprove,Disapprove,,,Neither,Yes,Yes,Yes,Worse,Dole,,Republican,College grad,Protestant,,Conservative,18 to 64,National,Complete,Northwest,45 to 59,50 to 59,Republican,50 to 64,0.37,,,Unfavorable,No
50.0,19.0,33.0,Second call,45-49,White,Female,Neumann,Thompson,Disapprove,Approve,,,Neither,Yes,Yes,Yes,Same,Dole,,Independent,College grad,Protestant,,Conservative,18 to 64,National,Complete,Northwest,45 to 59,40 to 49,Independent/Other,40 to 49,0.37,,,Unfavorable,No
50.0,19.0,34.0,Second call,30-39,White,Female,Neumann,Thompson,Approve,Approve,,,Neither,No,No,No,Same,Clinton,,Democrat,College grad,Catholic,100K or more,Conservative,18 to 64,National,Complete,Northwest,30 to 44,30 to 39,Democrat,30 to 39,0.37,,,Unfavorable,No
50.0,19.0,35.0,Second call,30-39,White,Female,Neumann,Thompson,Approve,Approve,,,Neither,No,No,Yes,Better,Perot,,Republican,College grad,Other Christian,50 to 75K,Moderate,18 to 64,National,Complete,Northwest,30 to 44,30 to 39,Republican,30 to 39,0.37,,,Unfavorable,No
50.0,19.0,36.0,Second call,25-29,White,Male,Neumann,Thompson,Disapprove,Disapprove,,,Oppose Clinton,Yes,Yes,Yes,Better,Perot,,Something else,HS grad,Protestant,30 to 50K,Liberal,18 to 64,National,Complete,Northwest,18 to 29,25 to 29,Independent/Other,25 to 29,0.376,,,Unfavorable,No
50.0,19.0,37.0,Second call,50-59,White,Female,Neumann,Thompson,Disapprove,Approve,,,Oppose Clinton,Yes,Yes,No,Same,Dole,,Republican,HS grad,Protestant,50 to 75K,Conservative,18 to 64,National,Complete,Northwest,45 to 59,50 to 59,Republican,50 to 64,0.37,,,Unfavorable,No
50.0,19.0,38.0,Second call,25-29,White,Male,Neumann,Thompson,Disapprove,Disapprove,,,Neither,Yes,Yes,Yes,Same,Dole,,Republican,College grad,Protestant,15 to 30K,Conservative,18 to 64,National,Complete,Northwest,18 to 29,25 to 29,Republican,25 to 29,0.376,,,Unfavorable,No
50.0,19.0,39.0,Second call,30-39,White,Female,Neumann,Thompson,Disapprove,,,,Neither,Yes,Yes,Yes,Better,Dole,,Republican,HS grad,Other Christian,30 to 50K,Moderate,18 to 64,National,Complete,Northwest,30 to 44,30 to 39,Republican,30 to 39,0.37,,,Unfavorable,Yes
50.0,19.0,40.0,Second call,30-39,White,Female,Neumann,Thompson,Disapprove,Approve,,,Neither,Yes,Yes,Yes,Same,Dole,,Republican,College grad,Catholic,50 to 75K,Moderate,18 to 64,National,Complete,Northwest,30 to 44,30 to 39,Republican,30 to 39,0.37,,,Unfavorable,No
50.0,19.0,41.0,Second call,50-59,White,Male,Feingold,Other,Approve,Disapprove,,,Support Clinton,No,No,No,Worse,Clinton,,Something else,College grad,Something else,50 to 75K,Liberal,18 to 64,National,Complete,Northwest,45 to 59,50 to 59,Independent/Other,50 to 64,0.259,,,Favorable,Yes
50.0,19.0,42.0,Second call,18-24,White,Male,Neumann,Thompson,Disapprove,Disapprove,,,Oppose Clinton,Yes,Yes,Yes,Better,Did not vote,,Something else,Some college,Protestant,50 to 75K,Conservative,18 to 64,National,Complete,Northwest,18 to 29,18 to 24,Independent/Other,18 to 24,0.376,,,Unfavorable,No
50.0,19.0,43.0,Second call,60-64,White,Female,Feingold,Garvey,Disapprove,Disapprove,,,Neither,No,No,Yes,Better,Clinton,,Independent,Some college,Protestant,50 to 75K,Moderate,18 to 64,National,Complete,Northwest,60 and over,60 and over,Independent/Other,50 to 64,0.33999999999999997,,,Unfavorable,No
50.0,19.0,44.0,Second call,25-29,White,Female,Feingold,Thompson,Disapprove,,,,,,,,,,,Republican,,,15 to 30K,Conservative,18 to 64,National,Complete,Northwest,18 to 29,25 to 29,Republican,25 to 29,0.414,,,,
50.0,19.0,45.0,Second call,30-39,White,Female,Neumann,Garvey,Disapprove,,,,,,,,Worse,,,Republican,,,15 to 30K,Moderate,18 to 64,National,Complete,Northwest,30 to 44,30 to 39,Republican,30 to 39,0.328,,,,
50.0,19.0,46.0,Second call,40-44,White,Female,Feingold,Garvey,Approve,,,,,,,,Worse,,,Independent,,,30 to 50K,Moderate,18 to 64,National,Complete,Northwest,30 to 44,40 to 49,Independent/Other,40 to 49,0.37,,,,
50.0,19.0,47.0,Second call,30-39,White,Male,Feingold,Garvey,Approve,,,,,,,,Worse,,,Independent,,,,Moderate,18 to 64,National,Complete,Northwest,30 to 44,30 to 39,Independent/Other,30 to 39,0.379,,,,
50.0,19.0,48.0,Second call,50-59,White,Female,Feingold,Garvey,Approve,,,,,,,,Same,,,Democrat,,,,Conservative,18 to 64,National,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,0.37,,,,
50.0,19.0,49.0,Second call,30-39,White,Male,Neumann,Thompson,Disapprove,,,,,,,,Better,,,Republican,,,30 to 50K,Conservative,18 to 64,National,Complete,Northwest,30 to 44,30 to 39,Republican,30 to 39,0.379,,,,
50.0,19.0,50.0,Second call,25-29,White,Female,Neumann,Thompson,Disapprove,,,,,,,,Better,,,Republican,,,15 to 30K,Conservative,18 to 64,National,Complete,Northwest,18 to 29,25 to 29,Republican,25 to 29,0.368,,,,
50.0,19.0,51.0,Second call,50-59,White,Male,Neumann,Thompson,Disapprove,,,,,,,,Same,,,Republican,,,50 to 75K,Conservative,18 to 64,National,Complete,Northwest,45 to 59,50 to 59,Republican,50 to 64,0.379,,,,
50.0,19.0,52.0,Second call,25-29,White,Male,Neumann,Thompson,Disapprove,,,,,,,,Better,,,Republican,,,50 to 75K,Conservative,18 to 64,National,Complete,Northwest,18 to 29,25 to 29,Republican,25 to 29,0.376,,,,
50.0,19.0,53.0,Second call,40-44,White,Female,Neumann,Thompson,Approve,,,,,,,,Same,,,Independent,,,30 to 50K,Moderate,18 to 64,National,Complete,Northwest,30 to 44,40 to 49,Independent/Other,40 to 49,0.37,,,,
50.0,19.0,54.0,Second call,50-59,White,Male,Neumann,Thompson,Disapprove,,,,,,,,Same,,,Republican,,,50 to 75K,Conservative,18 to 64,National,Complete,Northwest,45 to 59,50 to 59,Republican,50 to 64,0.379,,,,
50.0,20.0,1.0,First call,30-39,White,Male,Feingold,Garvey,Approve,Disapprove,Feingold,Neumann,Neither,No,No,Yes,Same,Clinton,Not a factor,Something else,Some college,Catholic,50 to 75K,Conservative,18 to 64,State,Complete,Fox River/SW,30 to 44,30 to 39,Independent/Other,30 to 39,1.103,,Better,Favorable,No
50.0,20.0,2.0,First call,50-59,White,Female,Neumann,Thompson,Approve,Disapprove,Neither,,Neither,,,,Same,Clinton,One factor,Republican,College grad,Protestant,30 to 50K,Conservative,18 to 64,State,Complete,Fox River/SW,45 to 59,50 to 59,Republican,50 to 64,1.399,,Same,Favorable,No
50.0,20.0,3.0,First call,65 and over,White,Male,Neumann,Thompson,Disapprove,Disapprove,,,Oppose Clinton,Yes,Yes,Yes,Worse,Clinton,Not a factor,Republican,HS grad,Protestant,15 to 30K,Moderate,65 and over,State,Complete,Fox River/SW,60 and over,60 and over,Republican,65 and over,1.766,Social Security,Better,Unfavorable,Yes
50.0,20.0,4.0,First call,50-59,White,Male,Neumann,Thompson,Approve,Disapprove,Neither,About the same,Support Clinton,No,No,No,Worse,Clinton,Most important,Democrat,HS grad,Catholic,15 to 30K,Conservative,18 to 64,State,Complete,Fox River/SW,45 to 59,50 to 59,Democrat,50 to 64,1.329,Social Security,Same,Favorable,No
50.0,20.0,5.0,First call,65 and over,White,Female,Feingold,Garvey,Approve,Disapprove,Neumann,Neumann,Support Clinton,No,No,No,Better,Clinton,Most important,Democrat,HS grad,Catholic,Under 15K,Liberal,65 and over,State,Complete,Fox River/SW,60 and over,60 and over,Democrat,65 and over,1.542,Education,Better,Unfavorable,No
50.0,20.0,6.0,First call,40-44,White,Female,Neumann,Thompson,Approve,Disapprove,Both,Neumann,Neither,No,No,No,Same,Clinton,One factor,,Some college,Catholic,30 to 50K,Moderate,18 to 64,State,Complete,Fox River/SW,30 to 44,40 to 49,,40 to 49,1.399,Abortion,Same,Favorable,Yes
50.0,20.0,7.0,First call,65 and over,White,Female,Feingold,Thompson,Disapprove,Disapprove,Both,About the same,Neither,,,,Worse,Perot,One factor,Independent,Postgrad,Protestant,15 to 30K,Moderate,65 and over,State,Complete,Fox River/SW,60 and over,60 and over,Independent/Other,65 and over,1.73,Social Security,Same,Unfavorable,No
50.0,20.0,8.0,First call,60-64,White,Female,Neumann,Thompson,Approve,Disapprove,Both,About the same,Neither,Yes,Yes,Yes,Same,Perot,One factor,Independent,HS grad,Protestant,30 to 50K,Conservative,18 to 64,State,Complete,Fox River/SW,60 and over,60 and over,Independent/Other,50 to 64,1.857,Abortion,Same,Unfavorable,Yes
50.0,20.0,9.0,First call,40-44,White,Female,Feingold,Garvey,Approve,Disapprove,Neumann,Neumann,Neither,No,No,Yes,Same,Clinton,One factor,Something else,Postgrad,Catholic,50 to 75K,Moderate,18 to 64,State,Complete,Fox River/SW,30 to 44,40 to 49,Independent/Other,40 to 49,1.16,Education,Worse,Unfavorable,Yes
50.0,20.0,10.0,First call,65 and over,White,Male,,Garvey,,,Neither,About the same,,,,,,,Most important,,,,,,65 and over,State,Not complete,Fox River/SW,60 and over,60 and over,,65 and over,1.519,Taxes,,,Yes
50.0,20.0,11.0,First call,65 and over,White,Female,Neumann,Thompson,Approve,Disapprove,,About the same,Neither,No,No,No,Same,Clinton,One factor,Independent,HS grad,Catholic,Under 15K,Conservative,65 and over,State,Complete,Fox River/SW,60 and over,60 and over,Independent/Other,65 and over,1.857,Social Security,Better,Favorable,No
50.0,20.0,12.0,First call,50-59,White,Female,Neumann,,Approve,Disapprove,Neither,About the same,Neither,No,No,,Same,Clinton,,Democrat,HS grad,Catholic,Under 15K,,18 to 64,State,Complete,Fox River/SW,45 to 59,50 to 59,Democrat,50 to 64,1.328,Abortion,Worse,Favorable,No
50.0,20.0,13.0,First call,25-29,White,Female,Neumann,Thompson,Disapprove,Approve,Neither,About the same,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Most important,Independent,College grad,Something else,,Moderate,18 to 64,State,Complete,Fox River/SW,18 to 29,25 to 29,Independent/Other,25 to 29,1.6360000000000001,Taxes,Better,Unfavorable,No
50.0,20.0,14.0,First call,65 and over,White,Female,Feingold,Garvey,Approve,Approve,Both,Feingold,Neither,No,No,No,Same,Clinton,One factor,Independent,Some college,Catholic,Under 15K,Moderate,65 and over,State,Complete,Fox River/SW,60 and over,60 and over,Independent/Other,65 and over,1.542,Social Security,Better,Favorable,No
