State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,Party ID,Education,Income,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places)
30.0,22.0,78.0,Third call,45-49,White,Male,Gregg,Lucas,,Approve,Neither,No,No,Yes,Better,Republican,College grad,50 to 75K,Conservative,18 to 64,State,Rural North,45 to 59,40 to 49,Republican,40 to 49,0.5449999999999999
30.0,22.0,79.0,Third call,18-24,White,Male,Gregg,Shaheen,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Better,Democrat,HS grad,30 to 50K,Liberal,18 to 64,State,Rural North,18 to 29,18 to 24,Democrat,18 to 24,0.485
30.0,22.0,80.0,Third call,50-59,White,Female,Gregg,Shaheen,Approve,Approve,Support Clinton,No,No,No,Better,Democrat,HS grad,Under 15K,Moderate,18 to 64,State,Rural North,45 to 59,50 to 59,Democrat,50 to 64,0.388
30.0,22.0,81.0,Third call,40-44,White,Male,Condodematraky,Shaheen,Approve,Disapprove,Support Clinton,No,No,No,Better,Independent,HS grad,30 to 50K,Moderate,18 to 64,State,Rural North,30 to 44,40 to 49,Independent/Other,40 to 49,0.353
30.0,22.0,82.0,Third call,40-44,White,Female,Gregg,Shaheen,Approve,Disapprove,Neither,No,No,No,Same,Independent,College grad,15 to 30K,Moderate,18 to 64,State,Rural North,30 to 44,40 to 49,Independent/Other,40 to 49,0.388
30.0,22.0,83.0,Third call,45-49,White,Male,Gregg,Shaheen,Approve,Approve,Neither,No,No,,Worse,Independent,College grad,30 to 50K,Liberal,18 to 64,State,Rural North,45 to 59,40 to 49,Independent/Other,40 to 49,0.403
30.0,23.0,1.0,First call,60-64,White,Female,Gregg,Lucas,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Independent,HS grad,50 to 75K,Conservative,18 to 64,State,Rural North,60 and over,60 and over,Independent/Other,50 to 64,1.6469999999999998
30.0,23.0,2.0,First call,65 and over,White,Male,Gregg,Lucas,Disapprove,Disapprove,Neither,,Yes,,Same,Republican,Postgrad,50 to 75K,Conservative,65 and over,State,Rural North,60 and over,60 and over,Republican,65 and over,1.7089999999999999
30.0,23.0,3.0,First call,50-59,White,Female,Other,Shaheen,Approve,Disapprove,Neither,No,Yes,No,Same,Democrat,Postgrad,30 to 50K,Liberal,18 to 64,State,Rural North,45 to 59,50 to 59,Democrat,50 to 64,2.041
30.0,23.0,4.0,First call,60-64,White,Female,Gregg,Shaheen,Approve,Approve,Neither,No,Yes,No,Better,Republican,College grad,75 to 100K,Liberal,18 to 64,State,Rural North,60 and over,60 and over,Republican,50 to 64,1.22
30.0,23.0,5.0,First call,65 and over,White,Male,Other,Other,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Independent,No HS,15 to 30K,Conservative,65 and over,State,Rural North,60 and over,60 and over,Independent/Other,65 and over,2.031
30.0,23.0,6.0,First call,65 and over,White,Female,Gregg,Lucas,Approve,Approve,Support Clinton,No,No,,Same,Independent,HS grad,50 to 75K,Moderate,65 and over,State,Rural North,60 and over,60 and over,Independent/Other,65 and over,1.6469999999999998
30.0,23.0,7.0,First call,30-39,White,Female,Gregg,Shaheen,Approve,Disapprove,Neither,No,No,,Better,Republican,HS grad,50 to 75K,Conservative,18 to 64,State,Rural North,30 to 44,30 to 39,Republican,30 to 39,0.998
30.0,23.0,8.0,First call,25-29,White,Female,Gregg,Shaheen,Disapprove,Approve,Neither,No,Yes,Yes,Same,Republican,College grad,30 to 50K,Moderate,18 to 64,State,Rural North,18 to 29,25 to 29,Republican,25 to 29,1.202
30.0,23.0,9.0,First call,60-64,White,Male,Gregg,Lucas,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Better,Republican,College grad,30 to 50K,Moderate,18 to 64,State,Rural North,60 and over,60 and over,Republican,50 to 64,1.7089999999999999
30.0,23.0,10.0,First call,65 and over,White,,,Shaheen,Approve,Approve,Support Clinton,No,No,No,Same,Democrat,No HS,30 to 50K,,65 and over,State,Rural North,60 and over,60 and over,Democrat,65 and over,1.2429999999999999
30.0,23.0,11.0,First call,40-44,White,Male,Gregg,Shaheen,Approve,Approve,Support Clinton,No,No,No,Same,Independent,College grad,30 to 50K,Moderate,18 to 64,State,Rural North,30 to 44,40 to 49,Independent/Other,40 to 49,1.035
30.0,23.0,12.0,First call,40-44,White,Male,Gregg,Lucas,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Republican,Postgrad,100K or more,Conservative,18 to 64,State,Rural North,30 to 44,40 to 49,Republican,40 to 49,1.399
30.0,23.0,13.0,First call,50-59,White,Male,Gregg,Shaheen,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Better,Republican,Postgrad,75 to 100K,Conservative,18 to 64,State,Rural North,45 to 59,50 to 59,Republican,50 to 64,1.035
30.0,23.0,14.0,First call,65 and over,White,Male,Gregg,Shaheen,Approve,Approve,Neither,No,Yes,No,Same,Republican,HS grad,30 to 50K,Liberal,65 and over,State,Rural North,60 and over,60 and over,Republican,65 and over,1.264
30.0,23.0,15.0,First call,65 and over,White,Female,Gregg,Shaheen,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,,Same,Democrat,Some college,,Conservative,65 and over,State,Rural North,60 and over,60 and over,Democrat,65 and over,1.22
30.0,23.0,16.0,First call,65 and over,White,Male,Gregg,Shaheen,Disapprove,Disapprove,Oppose Clinton,No,No,No,Same,Independent,Postgrad,30 to 50K,Conservative,65 and over,State,Rural North,60 and over,60 and over,Independent/Other,65 and over,1.264
30.0,23.0,17.0,First call,50-59,White,Male,Condodematraky,Shaheen,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Independent,Postgrad,100K or more,Conservative,18 to 64,State,Rural North,45 to 59,50 to 59,Independent/Other,50 to 64,0.906
30.0,23.0,18.0,First call,50-59,White,Female,Gregg,Lucas,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Republican,Some college,30 to 50K,Conservative,18 to 64,State,Rural North,45 to 59,50 to 59,Republican,50 to 64,1.3479999999999999
30.0,23.0,19.0,Second call,40-44,White,Male,Gregg,Shaheen,,,,,,,Worse,Independent,No HS,Under 15K,Conservative,18 to 64,State,Rural North,30 to 44,40 to 49,Independent/Other,40 to 49,1.035
30.0,23.0,20.0,Second call,45-49,White,Male,Condodematraky,Shaheen,Approve,Disapprove,Neither,No,No,Yes,Better,Independent,Postgrad,,,18 to 64,State,Rural North,45 to 59,40 to 49,Independent/Other,40 to 49,0.906
30.0,23.0,21.0,Second call,50-59,White,Male,Condodematraky,Shaheen,Approve,Approve,Support Clinton,No,No,No,Better,Democrat,No HS,15 to 30K,Conservative,18 to 64,State,Rural North,45 to 59,50 to 59,Democrat,50 to 64,0.906
30.0,23.0,22.0,Second call,45-49,White,Female,Condodematraky,Shaheen,Approve,Disapprove,Support Clinton,No,No,No,Same,Independent,Some college,,Moderate,18 to 64,State,Rural North,45 to 59,40 to 49,Independent/Other,40 to 49,0.873
30.0,23.0,23.0,Second call,45-49,White,Female,Gregg,Shaheen,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Independent,College grad,,Moderate,18 to 64,State,Rural North,45 to 59,40 to 49,Independent/Other,40 to 49,0.998
30.0,23.0,24.0,Second call,30-39,White,Male,Gregg,Lucas,Disapprove,Disapprove,Neither,No,Yes,Yes,Better,Independent,Postgrad,30 to 50K,Conservative,18 to 64,State,Rural North,30 to 44,30 to 39,Independent/Other,30 to 39,1.399
30.0,23.0,25.0,Second call,30-39,White,Male,Other,Other,Approve,Disapprove,Neither,No,No,No,Better,Independent,College grad,30 to 50K,Conservative,18 to 64,State,Rural North,30 to 44,30 to 39,Independent/Other,30 to 39,1.66
30.0,23.0,26.0,Second call,65 and over,White,Male,Gregg,Lucas,Disapprove,Disapprove,,Yes,Yes,Yes,,,,,Conservative,65 and over,State,Rural North,60 and over,60 and over,,65 and over,1.7089999999999999
30.0,23.0,27.0,Second call,25-29,White,Male,Gregg,Lucas,Disapprove,Disapprove,Neither,,,No,Same,Something else,Postgrad,,,18 to 64,State,Rural North,18 to 29,25 to 29,Independent/Other,25 to 29,1.6829999999999998
30.0,23.0,28.0,Second call,50-59,White,Female,Gregg,Shaheen,Approve,Disapprove,Neither,No,Yes,Yes,Same,Republican,Some college,30 to 50K,Moderate,18 to 64,State,Rural North,45 to 59,50 to 59,Republican,50 to 64,0.998
30.0,23.0,29.0,Second call,60-64,White,Female,Gregg,Shaheen,Approve,Approve,Neither,No,Yes,Yes,Same,Independent,Some college,15 to 30K,Moderate,18 to 64,State,Rural North,60 and over,60 and over,Independent/Other,50 to 64,1.22
30.0,23.0,30.0,Second call,45-49,White,Male,Gregg,Lucas,Disapprove,Disapprove,,No,No,,Better,Republican,HS grad,15 to 30K,,18 to 64,State,Rural North,45 to 59,40 to 49,Republican,40 to 49,1.399
30.0,23.0,31.0,Second call,25-29,White,Male,Gregg,Shaheen,Approve,Approve,Neither,No,No,No,Worse,Democrat,College grad,15 to 30K,Conservative,18 to 64,State,Rural North,18 to 29,25 to 29,Democrat,25 to 29,1.245
30.0,23.0,32.0,Second call,60-64,White,Male,Condodematraky,Shaheen,Approve,Disapprove,Neither,No,No,No,Better,Independent,No HS,15 to 30K,Liberal,18 to 64,State,Rural North,60 and over,60 and over,Independent/Other,50 to 64,1.106
30.0,23.0,33.0,Second call,65 and over,White,Male,Gregg,Lucas,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Same,Independent,No HS,30 to 50K,Conservative,65 and over,State,Rural North,60 and over,60 and over,Independent/Other,65 and over,1.7089999999999999
30.0,23.0,34.0,Second call,,White,Female,Gregg,Shaheen,Approve,Disapprove,,,,,,,HS grad,,,,State,Rural North,,,,,0.998
30.0,23.0,35.0,Second call,65 and over,White,Female,Gregg,Shaheen,Approve,Disapprove,Support Clinton,No,No,No,Worse,Democrat,HS grad,Under 15K,Moderate,65 and over,State,Rural North,60 and over,60 and over,Democrat,65 and over,1.22
30.0,23.0,36.0,Second call,60-64,White,Female,Gregg,Shaheen,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Republican,Some college,50 to 75K,Conservative,18 to 64,State,Rural North,60 and over,60 and over,Republican,50 to 64,1.22
30.0,23.0,37.0,Second call,65 and over,,Female,Gregg,Shaheen,Disapprove,,Oppose Clinton,Yes,Yes,Yes,Same,Something else,HS grad,50 to 75K,Conservative,65 and over,State,Rural North,60 and over,60 and over,Independent/Other,65 and over,1.22
30.0,23.0,38.0,Second call,25-29,Hispanic,Female,Condodematraky,Shaheen,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Same,Democrat,Some college,30 to 50K,Moderate,18 to 64,State,Rural North,18 to 29,25 to 29,Democrat,25 to 29,0.981
30.0,23.0,39.0,Third call,50-59,White,Female,Gregg,Lucas,Approve,Disapprove,,No,No,No,Same,Independent,HS grad,,,18 to 64,State,Rural North,45 to 59,50 to 59,Independent/Other,50 to 64,1.3479999999999999
30.0,25.0,1.0,First call,45-49,White,Male,Gregg,Lucas,Approve,Disapprove,Neither,No,No,No,Same,Something else,HS grad,50 to 75K,Conservative,18 to 64,State,Rural North,45 to 59,40 to 49,Independent/Other,40 to 49,0.57
30.0,25.0,2.0,First call,50-59,White,Female,Gregg,Lucas,Disapprove,Disapprove,Neither,,Yes,No,Same,Republican,Some college,30 to 50K,Conservative,18 to 64,State,Rural North,45 to 59,50 to 59,Republican,50 to 64,0.55
30.0,25.0,3.0,First call,65 and over,White,Male,Gregg,Lucas,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Independent,HS grad,15 to 30K,Conservative,65 and over,State,Rural North,60 and over,60 and over,Independent/Other,65 and over,0.696
30.0,25.0,4.0,First call,65 and over,White,Male,Condodematraky,Shaheen,Approve,,Neither,No,No,Yes,Same,Democrat,No HS,15 to 30K,Moderate,65 and over,State,Rural North,60 and over,60 and over,Democrat,65 and over,0.451
30.0,25.0,5.0,First call,50-59,White,Male,Other,Shaheen,Approve,Disapprove,Neither,No,No,No,Same,Independent,HS grad,50 to 75K,Conservative,18 to 64,State,Rural North,45 to 59,50 to 59,Independent/Other,50 to 64,0.8620000000000001
30.0,25.0,6.0,First call,25-29,White,Female,Condodematraky,Shaheen,Disapprove,Disapprove,Neither,Yes,Yes,No,Same,Republican,HS grad,30 to 50K,Moderate,18 to 64,State,Rural North,18 to 29,25 to 29,Republican,25 to 29,0.42800000000000005
30.0,25.0,7.0,First call,65 and over,White,Male,Gregg,Lucas,Disapprove,Approve,Oppose Clinton,Yes,No,Yes,Same,Republican,HS grad,,Conservative,65 and over,State,Rural North,60 and over,60 and over,Republican,65 and over,0.696
30.0,25.0,8.0,First call,60-64,White,Male,Gregg,Lucas,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Independent,College grad,15 to 30K,Moderate,18 to 64,State,Rural North,60 and over,60 and over,Independent/Other,50 to 64,0.696
30.0,25.0,9.0,First call,40-44,White,Male,Condodematraky,Shaheen,Approve,Disapprove,,No,No,Yes,Better,Democrat,College grad,,Moderate,18 to 64,State,Rural North,30 to 44,40 to 49,Democrat,40 to 49,0.369
30.0,25.0,10.0,First call,30-39,White,Male,Condodematraky,Shaheen,Approve,Disapprove,Support Clinton,No,No,No,Better,Democrat,Some college,50 to 75K,Moderate,18 to 64,State,Rural North,30 to 44,30 to 39,Democrat,30 to 39,0.369
30.0,25.0,11.0,First call,30-39,White,Female,Gregg,Shaheen,Approve,,Support Clinton,No,No,No,Better,Independent,Some college,30 to 50K,Liberal,18 to 64,State,Rural North,30 to 44,30 to 39,Independent/Other,30 to 39,0.406
30.0,25.0,12.0,First call,65 and over,White,Female,Gregg,Shaheen,Approve,Approve,Neither,No,No,Yes,Same,Republican,Some college,30 to 50K,Conservative,65 and over,State,Rural North,60 and over,60 and over,Republican,65 and over,0.49700000000000005
30.0,25.0,13.0,First call,50-59,White,Female,Gregg,Shaheen,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Democrat,College grad,50 to 75K,Moderate,18 to 64,State,Rural North,45 to 59,50 to 59,Democrat,50 to 64,0.406
30.0,25.0,14.0,First call,30-39,White,Male,Gregg,Shaheen,Disapprove,,Neither,Yes,Yes,No,Same,Independent,HS grad,30 to 50K,,18 to 64,State,Rural North,30 to 44,30 to 39,Independent/Other,30 to 39,0.42100000000000004
30.0,25.0,15.0,First call,45-49,White,Male,Gregg,Shaheen,Disapprove,Disapprove,Neither,No,No,No,Worse,Independent,Some college,50 to 75K,Moderate,18 to 64,State,Rural North,45 to 59,40 to 49,Independent/Other,40 to 49,0.42100000000000004
30.0,25.0,16.0,First call,65 and over,White,Male,Condodematraky,Shaheen,Approve,Disapprove,Neither,No,No,No,Same,Democrat,HS grad,50 to 75K,Conservative,65 and over,State,Rural North,60 and over,60 and over,Democrat,65 and over,0.451
30.0,25.0,17.0,Second call,45-49,White,Male,Condodematraky,Shaheen,Approve,Approve,Neither,No,No,No,Better,Democrat,College grad,,Liberal,18 to 64,State,Rural North,45 to 59,40 to 49,Democrat,40 to 49,0.369
30.0,25.0,18.0,Second call,30-39,White,Male,Gregg,Shaheen,Disapprove,Approve,Neither,No,No,No,Same,Democrat,Some college,50 to 75K,Moderate,18 to 64,State,Rural North,30 to 44,30 to 39,Democrat,30 to 39,0.42100000000000004
30.0,25.0,19.0,Second call,30-39,White,Male,Gregg,Lucas,,Approve,Neither,,,,Same,Republican,College grad,30 to 50K,Conservative,18 to 64,State,Rural North,30 to 44,30 to 39,Republican,30 to 39,0.57
30.0,25.0,20.0,Second call,25-29,White,Female,Gregg,Shaheen,Approve,Approve,Support Clinton,No,No,No,Better,Democrat,HS grad,15 to 30K,Liberal,18 to 64,State,Rural North,18 to 29,25 to 29,Democrat,25 to 29,0.489
30.0,25.0,21.0,Second call,25-29,White,Male,Gregg,Lucas,Disapprove,Approve,Neither,Yes,Yes,No,Same,Republican,Some college,30 to 50K,Conservative,18 to 64,State,Rural North,18 to 29,25 to 29,Republican,25 to 29,0.6859999999999999
30.0,25.0,22.0,Second call,40-44,White,Male,Condodematraky,Shaheen,Approve,Disapprove,Support Clinton,No,No,No,Better,Democrat,HS grad,75 to 100K,Moderate,18 to 64,State,Rural North,30 to 44,40 to 49,Democrat,40 to 49,0.369
30.0,25.0,23.0,Second call,50-59,White,Female,Condodematraky,Shaheen,Approve,Disapprove,Neither,No,No,Yes,Worse,Independent,Postgrad,50 to 75K,Liberal,18 to 64,State,Rural North,45 to 59,50 to 59,Independent/Other,50 to 64,0.356
30.0,25.0,24.0,Second call,30-39,White,Male,Gregg,Shaheen,Approve,Disapprove,Neither,,,,Better,Independent,HS grad,30 to 50K,Liberal,18 to 64,State,Rural North,30 to 44,30 to 39,Independent/Other,30 to 39,0.42100000000000004
30.0,25.0,25.0,Second call,18-24,White,Female,Gregg,Shaheen,Approve,Approve,Neither,No,No,No,Same,Democrat,Some college,Under 15K,Liberal,18 to 64,State,Rural North,18 to 29,18 to 24,Democrat,18 to 24,0.489
30.0,25.0,26.0,Second call,30-39,White,Female,Condodematraky,Shaheen,Approve,Disapprove,Neither,No,No,Yes,Better,Independent,College grad,50 to 75K,Moderate,18 to 64,State,Rural North,30 to 44,30 to 39,Independent/Other,30 to 39,0.356
30.0,25.0,27.0,Second call,50-59,White,Male,Condodematraky,Shaheen,Approve,Disapprove,Support Clinton,No,No,No,Same,Independent,Some college,30 to 50K,Moderate,18 to 64,State,Rural North,45 to 59,50 to 59,Independent/Other,50 to 64,0.369
30.0,25.0,28.0,Second call,30-39,White,Male,Gregg,Lucas,Disapprove,Approve,Neither,Yes,Yes,No,Better,Republican,HS grad,50 to 75K,Moderate,18 to 64,State,Rural North,30 to 44,30 to 39,Republican,30 to 39,0.57
30.0,25.0,29.0,Second call,45-49,White,Female,Condodematraky,Shaheen,Approve,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Republican,HS grad,30 to 50K,Conservative,18 to 64,State,Rural North,45 to 59,40 to 49,Republican,40 to 49,0.356
30.0,27.0,1.0,First call,40-44,Other,Female,Gregg,Lucas,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Better,Republican,College grad,30 to 50K,Moderate,18 to 64,State,Rural North,30 to 44,40 to 49,Republican,40 to 49,0.38499999999999995
30.0,27.0,2.0,First call,25-29,White,Male,Condodematraky,Shaheen,Disapprove,Disapprove,Neither,No,No,Yes,Same,Democrat,Some college,15 to 30K,Moderate,18 to 64,State,Rural North,18 to 29,25 to 29,Democrat,25 to 29,0.312
30.0,27.0,3.0,First call,30-39,White,Female,Gregg,Shaheen,Disapprove,Disapprove,Neither,No,No,Yes,Better,Democrat,Postgrad,30 to 50K,Liberal,18 to 64,State,Rural North,30 to 44,30 to 39,Democrat,30 to 39,0.284
30.0,27.0,4.0,First call,60-64,White,Male,Condodematraky,,Approve,Disapprove,Support Clinton,No,No,No,Same,Democrat,College grad,30 to 50K,Moderate,18 to 64,State,Rural North,60 and over,60 and over,Democrat,50 to 64,0.34299999999999997
30.0,27.0,5.0,First call,50-59,White,Male,Condodematraky,Lucas,Approve,Approve,Neither,No,No,No,Better,Something else,Some college,15 to 30K,Moderate,18 to 64,State,Rural North,45 to 59,50 to 59,Independent/Other,50 to 64,0.351
30.0,27.0,6.0,First call,40-44,White,Male,Gregg,Shaheen,Approve,Disapprove,Neither,No,No,No,Same,Democrat,HS grad,15 to 30K,Conservative,18 to 64,State,Rural North,30 to 44,40 to 49,Democrat,40 to 49,0.295
30.0,27.0,7.0,First call,30-39,Hispanic,Female,Condodematraky,Shaheen,Approve,Disapprove,Support Clinton,No,No,No,Same,Independent,HS grad,15 to 30K,Moderate,18 to 64,State,Rural North,30 to 44,30 to 39,Independent/Other,30 to 39,0.23299999999999998
30.0,27.0,8.0,First call,65 and over,Black,Female,Gregg,Lucas,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Worse,Something else,HS grad,15 to 30K,Conservative,65 and over,State,Rural North,60 and over,60 and over,Independent/Other,65 and over,0.439
30.0,27.0,9.0,First call,30-39,Hispanic,Male,Gregg,Shaheen,Approve,Approve,Neither,No,No,Yes,Same,Independent,College grad,30 to 50K,Liberal,18 to 64,State,Rural North,30 to 44,30 to 39,Independent/Other,30 to 39,0.27499999999999997
30.0,27.0,10.0,First call,50-59,Asian,Female,Gregg,Lucas,Disapprove,Approve,Neither,No,Yes,Yes,Better,Republican,Postgrad,50 to 75K,Moderate,18 to 64,State,Rural North,45 to 59,50 to 59,Republican,50 to 64,0.38499999999999995
30.0,27.0,11.0,Second call,25-29,White,Female,Gregg,Shaheen,,,Neither,,,,Same,,College grad,30 to 50K,Moderate,18 to 64,State,Rural North,18 to 29,25 to 29,,25 to 29,0.34199999999999997
30.0,27.0,12.0,Second call,25-29,White,Female,Gregg,Lucas,Disapprove,Disapprove,,Yes,Yes,Yes,,Independent,HS grad,15 to 30K,Liberal,18 to 64,State,Rural North,18 to 29,25 to 29,Independent/Other,25 to 29,0.46499999999999997
30.0,27.0,13.0,Second call,18-24,White,Female,Condodematraky,Shaheen,Approve,Disapprove,,No,,,,Democrat,Some college,Under 15K,Liberal,18 to 64,State,Rural North,18 to 29,18 to 24,Democrat,18 to 24,0.301
30.0,27.0,14.0,Second call,18-24,Other,Male,Gregg,Shaheen,Approve,Approve,Support Clinton,No,No,No,,Something else,Some college,Under 15K,Moderate,18 to 64,State,Rural North,18 to 29,18 to 24,Independent/Other,18 to 24,0.355
30.0,27.0,15.0,Second call,45-49,White,Male,Condodematraky,Lucas,Approve,Approve,Neither,No,No,Yes,Same,Independent,HS grad,15 to 30K,Moderate,18 to 64,State,Rural North,45 to 59,40 to 49,Independent/Other,40 to 49,0.351
30.0,27.0,16.0,Second call,50-59,Hispanic,Male,Gregg,Lucas,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Republican,HS grad,30 to 50K,Conservative,18 to 64,State,Rural North,45 to 59,50 to 59,Republican,50 to 64,0.37199999999999994
30.0,27.0,17.0,Second call,25-29,White,Female,Condodematraky,Shaheen,Approve,Approve,Neither,No,No,No,,Democrat,HS grad,,Liberal,18 to 64,State,Rural North,18 to 29,25 to 29,Democrat,25 to 29,0.301
30.0,27.0,18.0,Second call,40-44,Black,Female,Condodematraky,Shaheen,Approve,Approve,Neither,No,Yes,Yes,Better,Democrat,Some college,15 to 30K,Moderate,18 to 64,State,Rural North,30 to 44,40 to 49,Democrat,40 to 49,0.23299999999999998
30.0,27.0,19.0,Second call,30-39,White,Female,Condodematraky,Shaheen,Approve,Approve,Neither,No,No,No,Same,Democrat,Postgrad,50 to 75K,Liberal,18 to 64,State,Rural North,30 to 44,30 to 39,Democrat,30 to 39,0.249
30.0,27.0,20.0,Second call,25-29,White,Female,Condodematraky,Shaheen,Disapprove,Disapprove,Neither,Yes,No,No,Same,Democrat,College grad,30 to 50K,Liberal,18 to 64,State,Rural North,18 to 29,25 to 29,Democrat,25 to 29,0.301
30.0,27.0,21.0,Second call,25-29,White,Male,Gregg,Lucas,Disapprove,Approve,Neither,No,Yes,Yes,Worse,Republican,Some college,Under 15K,Conservative,18 to 64,State,Rural North,18 to 29,25 to 29,Republican,25 to 29,0.481
30.0,27.0,22.0,Second call,18-24,Hispanic,Male,Gregg,Lucas,Approve,Disapprove,Neither,No,No,No,Same,Independent,Some college,Under 15K,Liberal,18 to 64,State,Rural North,18 to 29,18 to 24,Independent/Other,18 to 24,0.448
30.0,27.0,23.0,Second call,40-44,Black,Female,,Shaheen,Approve,Approve,Neither,No,No,No,Better,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,State,Rural North,30 to 44,40 to 49,Democrat,40 to 49,0.262
30.0,27.0,24.0,Second call,30-39,White,Male,Gregg,Lucas,Approve,Approve,Neither,No,No,No,Same,Republican,College grad,50 to 75K,Conservative,18 to 64,State,Rural North,30 to 44,30 to 39,Republican,30 to 39,0.39899999999999997
30.0,27.0,25.0,Second call,18-24,Hispanic,Female,,Shaheen,Approve,Approve,Neither,No,No,No,Better,Something else,College grad,30 to 50K,Liberal,18 to 64,State,Rural North,18 to 29,18 to 24,Independent/Other,18 to 24,0.31399999999999995
30.0,27.0,26.0,Second call,65 and over,White,Male,Gregg,Shaheen,,,,,,,Worse,,,Under 15K,Conservative,65 and over,State,Rural North,60 and over,60 and over,,65 and over,0.36
30.0,27.0,27.0,Second call,30-39,White,Male,Condodematraky,Lucas,Disapprove,,,,,,Same,Republican,College grad,50 to 75K,Moderate,18 to 64,State,Rural North,30 to 44,30 to 39,Republican,30 to 39,0.351
30.0,27.0,28.0,Second call,40-44,White,Female,Condodematraky,Shaheen,Disapprove,Disapprove,,,,,,Something else,Postgrad,75 to 100K,Conservative,18 to 64,State,Rural North,30 to 44,40 to 49,Independent/Other,40 to 49,0.249
30.0,27.0,29.0,Second call,60-64,White,Female,Condodematraky,Lucas,Approve,Disapprove,Support Clinton,No,No,No,Better,Republican,HS grad,100K or more,Conservative,18 to 64,State,Rural North,60 and over,60 and over,Republican,50 to 64,0.414
30.0,27.0,30.0,Second call,30-39,White,Female,Condodematraky,Shaheen,,,Neither,No,No,No,Worse,Democrat,College grad,30 to 50K,Moderate,18 to 64,State,Rural North,30 to 44,30 to 39,Democrat,30 to 39,0.249
30.0,27.0,31.0,Second call,60-64,Other,Male,Gregg,Lucas,Approve,Approve,Neither,No,Yes,Yes,Same,Independent,Some college,50 to 75K,Conservative,18 to 64,State,Rural North,60 and over,60 and over,Independent/Other,50 to 64,0.48800000000000004
30.0,27.0,32.0,Second call,60-64,White,Female,Condodematraky,Lucas,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Worse,Something else,HS grad,30 to 50K,Conservative,18 to 64,State,Rural North,60 and over,60 and over,Independent/Other,50 to 64,0.414
30.0,27.0,33.0,Second call,,,,Condodematraky,Shaheen,,,,No,No,No,,Democrat,,,,,State,Rural North,,,Democrat,,0.249
30.0,27.0,34.0,Second call,50-59,White,Male,Gregg,Lucas,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Worse,Republican,College grad,75 to 100K,Conservative,18 to 64,State,Rural North,45 to 59,50 to 59,Republican,50 to 64,0.39899999999999997
30.0,27.0,35.0,Second call,30-39,White,Female,Gregg,Lucas,Approve,Approve,Oppose Clinton,No,No,No,Same,Republican,College grad,50 to 75K,Moderate,18 to 64,State,Rural North,30 to 44,30 to 39,Republican,30 to 39,0.38499999999999995
30.0,27.0,36.0,Third call,25-29,White,Female,Condodematraky,Lucas,Disapprove,Disapprove,Neither,No,No,Yes,Better,Independent,College grad,100K or more,Liberal,18 to 64,State,Rural North,18 to 29,25 to 29,Independent/Other,25 to 29,0.40700000000000003
30.0,27.0,37.0,Third call,30-39,White,Female,Condodematraky,Shaheen,Disapprove,Approve,Neither,No,No,Yes,Same,Something else,HS grad,15 to 30K,Conservative,18 to 64,State,Rural North,30 to 44,30 to 39,Independent/Other,30 to 39,0.249
30.0,27.0,38.0,Third call,60-64,Asian,Female,Gregg,Lucas,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Same,Republican,College grad,50 to 75K,Conservative,18 to 64,State,Rural North,60 and over,60 and over,Republican,50 to 64,0.472
30.0,27.0,39.0,Third call,45-49,White,Female,Condodematraky,Shaheen,Disapprove,Approve,Oppose Clinton,No,No,No,Better,Independent,College grad,50 to 75K,Liberal,18 to 64,State,Rural North,45 to 59,40 to 49,Independent/Other,40 to 49,0.249
