ID,HOUNY18,SENNY18,GOVNY18,ABORTION18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND16,ATTEND16B,ATTREL,BACKSIDE,BOYSGIRLS,BREAK18,BREAK18A,BREAK18B,BRNAGAIN,CALL,CDNUM,CHILD18,CHILDBOY,CHILDGIRL,CONTROLHOUSE,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,ELECTSECFOREIGN18,FAVDEM2,FAVPARTY,FAVPELOSI,FAVREP2,FINSIT2,FORTRUMPH,FTVOTER18,GEOCODE,GOV,GUN16,GUNOWNER12,HEALTHCARE18,HEALTHPRE18,HOU,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,KAVANAUGH18,LATINO,LGBT,MARRIED,MUELLERAPP,NEC,NEC2,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACE18,RACE18B,RACE2B,RACEAI,RACEFACTOR,REGION,REL5,RELIGN18,RELWHITE,RUSSIA18,SEN,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18HOU,TIME18HOUMONTH,TIME18HOUWEEK,TRACK,TRADE18,TRUMP2,TRUMP4,TRUMPFP18,TRUMPIMM,UNITED18,VERSION,VETVOTER,VOTE2016,VOTEISS18,WEIGHT,WHITEREL,WHNCLINC,WHTEVANG,WOMEN,WOMEN2,WPROTBRN,WPROTBRN3
46778.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Never,A few times a year or less,All others,Complete,No children in home,,,,No,Call 2,26.0,No,No,No,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,,,,4.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Health care,,No,,Yes,,,,45+,65+,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,35.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,,,White,White,,East,None,None,None,,The Democratic candidate,Male,White men,Somewhat serious,Serious,Married men,"Cities 50,000-500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,1.10915172100067,White none,,All others,Very important,Important,No,All others
46756.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Never,A few times a year or less,All others,Complete,"Yes, only boys",,,,No,Call 2,20.0,Yes,Yes,No,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,3.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Health care,,No,,No,,,,18-44,18-64,Men with children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,130.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,,,White,White,,East,None,None,None,,The Democratic candidate,Male,White men,Somewhat serious,Serious,Non married men,"Cities 50,000-500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.845664024353027,White none,,All others,Very important,Important,No,All others
65432.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,Never,A few times a year or less,All others,Complete,"Yes, both boys and girls",,,,No,Call 3,13.0,Yes,Yes,Yes,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,1.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Immigration,,Yes,,Yes,,,,18-44,18-64,Women with children,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Conservative,83.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,East,None,None,,,The Democratic candidate,Female,Latino women,Very serious,Serious,Married women,"Cities over 500,000","Cities over 50,000",Spanish, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.531689345836639,Non-white,,All others,Very important,Important,No,
69787.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,A few times a year,A few times a year or less,All others,Complete,"Yes, both boys and girls",,,,No,Call 3,15.0,Yes,Yes,Yes,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,1.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,The economy,,No,,No,,,,18-44,18-64,Women with children,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,13.0,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,,,Non-white,Black,,East,None,None,,,The Democratic candidate,Female,Black women,Very serious,Serious,Non married women,"Cities over 500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.506528317928314,Non-white,,All others,Very important,Important,No,
46097.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Never,A few times a year or less,Catholic/Do not attend weekly,Complete,No children in home,,,,No,Call 2,20.0,No,No,No,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,,,3.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Health care,,No,,No,,,,45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,1.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,,,White,White,,East,Catholic,Catholic,Catholic,,The Democratic candidate,Female,White women,Very serious,Serious,Non married women,"Cities 50,000-500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,1.36169719696045,White Catholics,,All others,Somewhat important,Important,No,All others
67952.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Once a week or more,At least monthly,All others,Complete,No children in home,,,,Yes,Call 3,20.0,No,No,No,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,3.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Gun policy,,Yes,,Yes,,,,45+,18-64,Men without children,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Conservative,130.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,East,Protestant/Other Non-Catholic Christian,Other Christian,,,The Democratic candidate,Male,Latino men,Very serious,Serious,Married men,"Cities 50,000-500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.943000435829163,Non-white,,All others,Very important,Important,No,
31256.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,All others,All others,Once a week or more,At least monthly,Catholic/Attend weekly,Complete,"Yes, only boys",,,,Yes,Call 1,11.0,Yes,Yes,No,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,1.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,The economy,,No,,Yes,,,,18-44,18-64,Women with children,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,122.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Asian,National questionnaire,Asian,,,Non-white,Asian,,East,Catholic,Catholic,,,The Democratic candidate,Female,All other races,Very serious,Serious,Married women,"Cities over 500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,,,,Version 3,,,,1.0163015127182,Non-white,,All others,Somewhat important,Important,No,
46685.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Never,A few times a year or less,All others,Complete,No children in home,,,,No,Call 2,20.0,No,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,3.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Health care,,No,,Yes,,,,45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,130.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,,,White,White,,East,None,None,None,,The Democratic candidate,Female,White women,Very serious,Serious,Married women,"Cities 50,000-500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.546168565750122,White none,,All others,Somewhat important,Important,No,All others
64035.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,A few times a year,A few times a year or less,All others,Complete,No children in home,,,,No,Call 3,13.0,No,No,No,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,1.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Gun policy,,No,,No,,,,18-44,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,83.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,,,White,White,,East,Jewish,Jewish,Jewish,,The Democratic candidate,Male,White men,Very serious,Serious,Non married men,"Cities over 500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.567432940006256,White Jewish,,All others,Very important,Important,No,All others
46647.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Once a week or more,At least monthly,All others,Complete,No children in home,,,,Yes,Call 2,14.0,No,No,No,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,1.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Gun policy,,Yes,,No,,,,45+,18-64,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,113.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,East,Protestant/Other Non-Catholic Christian,Other Christian,,,The Democratic candidate,Female,Latino women,Very serious,Serious,Non married women,"Cities over 500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,1.11094927787781,Non-white,,All others,Very important,Important,No,
67951.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Once a week or more,At least monthly,All others,Complete,No children in home,,,,Yes,Call 3,20.0,No,No,No,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,3.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Gun policy,,Yes,,Yes,,,,45+,18-64,Men without children,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Conservative,130.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,East,Protestant/Other Non-Catholic Christian,Other Christian,,,The Democratic candidate,Male,Latino men,Very serious,Serious,Married men,"Cities 50,000-500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.943000435829163,Non-white,,All others,Very important,Important,No,
65898.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Never,A few times a year or less,All others,Complete,No children in home,,,,No,Call 3,14.0,No,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,1.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Gun policy,,No,,No,,,,18-44,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Moderate,118.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,,,White,White,,East,Something else,Other,Something else,,The Democratic candidate,Male,White men,Somewhat serious,Serious,Non married men,"Cities over 500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,,,,Version 3,,,,0.461332708597183,White something else,,All others,Somewhat important,Important,No,All others
31113.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Once a week or more,At least monthly,All others,Complete,No children in home,,,,No,Call 1,14.0,No,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,1.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Gun policy,,No,,Yes,,,,18-44,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,118.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,,,White,White,,East,None,None,None,,The Democratic candidate,Female,White women,Very serious,Serious,Married women,"Cities over 500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.473889052867889,White none,,All others,Very important,Important,No,All others
31112.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Never,A few times a year or less,All others,Complete,No children in home,,,,No,Call 1,13.0,No,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,1.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Gun policy,,No,,Yes,,,,18-44,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,86.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,,,White,White,,East,None,None,None,,The Democratic candidate,Female,White women,Very serious,Serious,Married women,"Cities over 500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.458092749118805,White none,,All others,Very important,Important,No,All others
48479.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Black 45-64,Never,A few times a year or less,All others,Complete,"Yes, only boys",,,,No,Call 2,2.0,Yes,Yes,No,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,2.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Omit,,Yes,,No,,,,45+,18-64,Men with children,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Something else,Independent Men,All others,Moderate,136.0,Moderate/Liberal Republicans,Moderate Independents,Other,Black,National questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,East,None,None,,,The Democratic candidate,Male,Latino men,Somewhat serious,Serious,Non married men,Suburbs,Suburbs,English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.704751312732697,Non-white,,All others,Somewhat important,Important,No,
65854.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,A few times a year,A few times a year or less,Catholic/Do not attend weekly,Complete,No children in home,,,,No,Call 3,2.0,No,No,No,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,2.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Health care,,No,,No,,,,45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Conservative,78.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,,,White,White,,East,Catholic,Catholic,Catholic,,The Democratic candidate,Male,White men,Not too serious,Not serious,Non married men,Suburbs,Suburbs,English, New York,White suburban men,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,,,,Version 3,,,,1.1684433221817,White Catholics,,All others,Very important,Important,No,All others
67774.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Once a week or more,At least monthly,Catholic/Attend weekly,Complete,No children in home,,,,No,Call 3,20.0,No,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,3.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Health care,,No,,Yes,,,,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,130.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,,,White,White,,East,Catholic,Catholic,Catholic,,The Democratic candidate,Female,White women,Very serious,Serious,Married women,"Cities 50,000-500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.546168565750122,White Catholics,,All others,Very important,Important,No,All others
31066.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Never,A few times a year or less,All others,Complete,No children in home,,,,No,Call 1,13.0,No,No,No,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,1.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Immigration,,No,,Yes,,,,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Liberal,86.0,Moderate/Liberal Republicans,Liberal Independents,White,White,National questionnaire,White,,,White,White,,East,None,None,None,,The Democratic candidate,Male,White men,Very serious,Serious,Married men,"Cities over 500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.493068784475327,White none,,All others,Very important,Important,No,All others
46506.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,All others,All others,Never,A few times a year or less,All others,Complete,No children in home,,,,No,Call 2,20.0,No,No,No,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,3.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Immigration,,No,,No,,,,18-44,18-64,Men without children,Democrat,Non-black Democrat,All Other,Democratic men,Democrat,Democratic Men,Non-White Democrats,Liberal,130.0,Liberal Democrats,Liberal Democrats,Other,Asian,National questionnaire,Asian,,,Non-white,Asian,,East,None,None,,,The Democratic candidate,Male,All other races,Somewhat serious,Serious,Non married men,"Cities 50,000-500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.50348287820816,Non-white,,All others,Very important,Important,No,
65811.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Once a week or more,At least monthly,Protestant/Attend weekly,Complete,No children in home,,,,No,Call 3,13.0,No,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,1.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Health care,,No,,Yes,,,,45+,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,86.0,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,,,Non-white,Black,,East,Protestant/Other Non-Catholic Christian,Protestant,,,The Democratic candidate,Female,Black women,Very serious,Serious,Married women,"Cities over 500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.476205706596375,Non-white,,All others,Very important,Important,No,
66654.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,A few times a year,A few times a year or less,Catholic/Do not attend weekly,Complete,"Yes, only boys",,,,Yes,Call 3,14.0,Yes,Yes,No,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,1.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Gun policy,,Yes,,Yes,,,,18-44,18-64,Men with children,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,118.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,East,Catholic,Catholic,,,The Democratic candidate,Male,Latino men,Very serious,Serious,Married men,"Cities over 500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.818204462528229,Non-white,,All others,Very important,Important,No,
30999.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,A few times a year,A few times a year or less,Catholic/Do not attend weekly,Complete,No children in home,,,,No,Call 1,26.0,No,No,No,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,4.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Health care,,No,,Yes,,,,45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,35.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,,,White,White,,East,Catholic,Catholic,Catholic,,The Democratic candidate,Female,White women,Very serious,Serious,Married women,"Cities 50,000-500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,1.03047358989716,White Catholics,,All others,Very important,Important,No,All others
32145.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,A few times a year,A few times a year or less,Protestant/Do not attend weekly,Complete,No children in home,,,,No,Call 1,20.0,No,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,3.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Health care,,No,,Yes,,,,45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,130.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,,,White,White,,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,The Democratic candidate,Male,White men,Somewhat serious,Serious,Married men,"Cities 50,000-500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.75074428319931,White Protestants,,All others,Somewhat important,Important,No,White Protestant non-evangelical
65743.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,Never,A few times a year or less,All others,Complete,No children in home,,,,No,Call 3,13.0,No,No,No,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,1.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Health care,,Yes,,Yes,,,,18-44,18-64,Men without children,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,86.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,East,None,None,,,The Democratic candidate,Male,Latino men,Very serious,Serious,Married men,"Cities over 500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.790930986404419,Non-white,,All others,Very important,Important,No,
30965.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,A few times a month,At least monthly,Catholic/Do not attend weekly,Complete,"Yes, only girls",,,,No,Call 1,26.0,Yes,No,Yes,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,4.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Health care,,No,,Yes,,,,18-44,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,35.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,,,White,White,,East,Catholic,Catholic,Catholic,,The Democratic candidate,Female,White women,Somewhat serious,Serious,Married women,"Cities 50,000-500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.560929894447327,White Catholics,,All others,Very important,Important,No,All others
