ID,SENFL18,GOVFL18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,CLIMATECHANGE,CONTROLHOUSE,CONTROLSEN,CUBAN,CUBANPR4,DESANTISLIB,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVDEM2,FAVNELSON,FAVPARTY,FAVREP2,FAVSCOTT,FAVSENFL18,FINSIT2,FLENVIRO18,FORTRUMPS,FTVOTER18,GEOCODE,GILLUMLIB,GOV,GUN16,GUNOWNER12,HEALTHCARE18,HEALTHPRE18,HURRICANEFL18,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,KAVFL18,KAVFL18A,KAVFL18B,LATINO,MARRIED,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,PUERTORICAN,QRACE3,QRACEAI,QTYPE,RACE,RACE18,RACE18B,RACE2B,RACEAI,RACEFACTOR,REGION,RUSSIA18,SEN,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18SEN,TIME18SENMONTH,TIME18SENWEEK,TRADE18,TRUMP2,TRUMP4,TRUMPIMM,VERSION,VOTE2016,WEIGHT,WHNCLINC,WHTEVANG,WOMEN,WOMEN2,WORK,ZIPCODE
13149.0,Rick Scott,Ron DeSantis,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,,,12.0,,,The Republican Party,Yes,"Yes, Cuban",,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Unfavorable,Unfavorable,Only Republican Party,Favorable,Favorable,Only Rick Scott,Better,,To express support for Donald Trump,No,3.0,,The Republican candidate,,,,,,No,,,,,,,,,,,Yes,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,All others,Conservative,,Independent/Something else,Conservative Republicans,No,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Not at all important,Not important,Non-white,Hispanic/Latino,,South,,The Republican candidate,Male,Latino men,Somewhat serious,Serious,,Suburbs,Suburbs,English,Florida,Other,,Telephone survey,,,,Helped,,,,Version 2,,3.00174903869629,,,Not at all important,Not important,,33558.0
13150.0,Bill Nelson,Andrew Gillum,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,,2.0,,,The Democratic Party,No,No,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Favorable,Only Democratic Party,Unfavorable,Unfavorable,Only Bill Nelson,About the same,,To express support for Donald Trump,No,1.0,,The Democratic candidate,,,,,,Yes,,,,,,,,,,,No,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,White,White,State questionnaire,White,Very important,Important,White,White,,South,,The Democratic candidate,Male,White men,Very serious,Serious,,Suburbs,Suburbs,English,Florida,White suburban men,,Telephone survey,,,,No impact,,,,Version 2,,0.765859067440033,,,Very important,Important,,32456.0
13151.0,Bill Nelson,Andrew Gillum,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,14.0,,,The Democratic Party,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Favorable,Only Democratic Party,Unfavorable,Unfavorable,Only Bill Nelson,About the same,,To express opposition to Donald Trump,No,3.0,,The Democratic candidate,,,,,,No,,,,,,,,,,,No,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,No,White,White,State questionnaire,White,Very important,Important,White,White,,South,,The Democratic candidate,Male,White men,Somewhat serious,Serious,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,,Telephone survey,,,,No impact,,,,Version 2,,0.694085776805878,,,Very important,Important,,33619.0
13152.0,Rick Scott,Ron DeSantis,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,,15.0,,,The Republican Party,No,No,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Unfavorable,Only Republican Party,Favorable,Favorable,Only Rick Scott,Better,,Donald Trump was not a factor,No,4.0,,The Republican candidate,,,,,,No,,,,,,,,,,,No,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,No,White,White,State questionnaire,White,Not too important,Not important,White,White,,South,,The Republican candidate,Female,White women,Not too serious,Not serious,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,,Telephone survey,,,,Helped,,,,Version 2,,0.580300390720367,,,Not at all important,Not important,,33813.0
13153.0,Bill Nelson,Andrew Gillum,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,12.0,,,Omit,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Omit,Favorable,Omit,Omit,Unfavorable,Only Bill Nelson,Worse,,Omit,No,3.0,,The Democratic candidate,,,,,,Yes,,,,,,,,,,,No,,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,,,,,No,White,White,State questionnaire,White,Not at all important,Not important,White,White,,South,,The Democratic candidate,Male,White men,Omit,Omit,,Suburbs,Suburbs,English,Florida,White suburban men,,Telephone survey,,,,Hurt,,,,Version 2,,0.871932983398438,,,Omit,Omit,,34637.0
13154.0,Rick Scott,Ron DeSantis,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,6.0,,,The Republican Party,No,No,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Unfavorable,Only Republican Party,Favorable,Favorable,Only Rick Scott,Better,,To express support for Donald Trump,No,1.0,,The Republican candidate,,,,,,No,,,,,,,,,,,No,,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,No,White,White,State questionnaire,White,Somewhat important,Important,White,White,,South,,The Republican candidate,Male,White men,Somewhat serious,Serious,,Suburbs,Suburbs,English,Florida,White suburban men,,Telephone survey,,,,No impact,,,,Version 2,,0.857287347316742,,,Very important,Important,,32092.0
13155.0,Bill Nelson,Andrew Gillum,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,,,24.0,,,The Democratic Party,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Unfavorable,Only Democratic Party,Unfavorable,Unfavorable,Neither,About the same,,To express opposition to Donald Trump,No,5.0,,The Democratic candidate,,,,,,Yes,,,,,,,,,,,No,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,No,Black,Black,State questionnaire,Black,Very important,Important,Non-white,Black,,South,,The Democratic candidate,Male,Black men,Somewhat serious,Serious,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,,Telephone survey,,,,Hurt,,,,Version 2,,3.49254202842712,,,Somewhat important,Important,,33169.0
13156.0,Bill Nelson,Andrew Gillum,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,24.0,,,The Democratic Party,No,No,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Favorable,Only Democratic Party,Unfavorable,Unfavorable,Only Bill Nelson,About the same,,Omit,No,5.0,,The Democratic candidate,,,,,,Yes,,,,,,,,,,,No,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,White,White,State questionnaire,White,Very important,Important,White,White,,South,,The Democratic candidate,Male,White men,Very serious,Serious,,Suburbs,Suburbs,English,Florida,White suburban men,,Telephone survey,,,,Omit,,,,Version 2,,1.22567403316498,,,Very important,Important,,33025.0
13157.0,Bill Nelson,Andrew Gillum,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,,,7.0,,,The Democratic Party,No,No,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Favorable,Only Democratic Party,Unfavorable,Unfavorable,Only Bill Nelson,Better,,To express opposition to Donald Trump,No,2.0,,The Democratic candidate,,,,,,Yes,,,,,,,,,,,No,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,No,Black,Black,State questionnaire,Black,Very important,Important,Non-white,Black,,South,,The Democratic candidate,Female,Black women,Very serious,Serious,,Suburbs,Suburbs,English,Florida,Other,,Telephone survey,,,,Omit,,,,Version 2,,1.6709623336792,,,Very important,Important,,32765.0
13158.0,Bill Nelson,Andrew Gillum,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,20.0,,,The Democratic Party,No,No,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Favorable,Only Democratic Party,Unfavorable,Unfavorable,Only Bill Nelson,About the same,,To express opposition to Donald Trump,No,5.0,,The Democratic candidate,,,,,,Yes,,,,,,,,,,,No,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,No,White,White,State questionnaire,White,Very important,Important,White,White,,South,,The Democratic candidate,Female,White women,Very serious,Serious,,Suburbs,Suburbs,English,Florida,White suburban women,,Telephone survey,,,,Omit,,,,Version 2,,1.46068644523621,,,Very important,Important,,33414.0
13159.0,Bill Nelson,Andrew Gillum,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,9.0,,,The Democratic Party,No,No,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Favorable,Only Democratic Party,Unfavorable,Unfavorable,Only Bill Nelson,Worse,,To express opposition to Donald Trump,No,4.0,,The Democratic candidate,,,,,,Omit,,,,,,,,,,,No,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,White,White,State questionnaire,White,Very important,Important,White,White,,South,,The Democratic candidate,Female,White women,Somewhat serious,Serious,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,,Telephone survey,,,,Hurt,,,,Version 2,,1.01693320274353,,,Very important,Important,,34759.0
13160.0,Bill Nelson,Andrew Gillum,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,10.0,,,The Democratic Party,No,No,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Favorable,Neither party,Unfavorable,Unfavorable,Only Bill Nelson,Worse,,Omit,No,2.0,,The Democratic candidate,,,,,,Yes,,,,,,,,,,,No,,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,No,White,White,State questionnaire,White,Not too important,Not important,White,White,,South,,The Democratic candidate,Female,White women,Very serious,Serious,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,,Telephone survey,,,,Hurt,,,,Version 2,,1.39127242565155,,,Not too important,Not important,,32837.0
13161.0,Bill Nelson,Did not vote,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,,3.0,,,The Democratic Party,No,No,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Favorable,Favorable,Only Democratic Party,Unfavorable,Unfavorable,Only Bill Nelson,About the same,,Donald Trump was not a factor,No,1.0,,Did not vote,,,,,,Yes,,,,,,,,,,,No,,,,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,Black,Black,State questionnaire,Black,Very important,Important,Non-white,Black,,South,,The Democratic candidate,Male,Black men,Very serious,Serious,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,,Telephone survey,,,,Hurt,,,,Version 2,,1.99380373954773,,,Very important,Important,,32607.0
13162.0,Rick Scott,Ron DeSantis,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,4.0,,,The Republican Party,No,No,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Unfavorable,Only Republican Party,Favorable,Favorable,Only Rick Scott,Better,,Donald Trump was not a factor,No,1.0,,The Republican candidate,,,,,,No,,,,,,,,,,,No,,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,No,White,White,State questionnaire,White,Not at all important,Not important,White,White,,South,,The Republican candidate,Female,White women,Somewhat serious,Serious,,"Cities over 500,000","Cities over 50,000",English,Florida,Other,,Telephone survey,,,,Helped,,,,Version 2,,2.91904234886169,,,Not at all important,Not important,,32258.0
13163.0,Rick Scott,Ron DeSantis,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,13.0,,,The Republican Party,No,No,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,Unfavorable,Only Republican Party,Favorable,Favorable,Only Rick Scott,Better,,To express support for Donald Trump,No,3.0,,The Republican candidate,,,,,,No,,,,,,,,,,,No,,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,No,White,White,State questionnaire,White,Somewhat important,Important,White,White,,South,,The Republican candidate,Male,White men,Not too serious,Not serious,,Suburbs,Suburbs,English,Florida,White suburban men,,Telephone survey,,,,Helped,,,,Version 2,,2.21984505653381,,,Very important,Important,,33773.0
13164.0,Bill Nelson,Andrew Gillum,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,19.0,,,The Democratic Party,No,No,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Favorable,Only Democratic Party,Unfavorable,Unfavorable,Only Bill Nelson,About the same,,To express opposition to Donald Trump,No,4.0,,The Democratic candidate,,,,,,Yes,,,,,,,,,,,No,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,No,White,White,State questionnaire,White,Very important,Important,White,White,,South,,The Democratic candidate,Female,White women,Very serious,Serious,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,,Telephone survey,,,,Hurt,,,,Version 2,,4.06773281097412,,,Very important,Important,,33919.0
13165.0,Bill Nelson,Andrew Gillum,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,,2.0,,,The Democratic Party,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Favorable,Only Democratic Party,Unfavorable,Unfavorable,Only Bill Nelson,About the same,,To express opposition to Donald Trump,No,1.0,,The Democratic candidate,,,,,,Yes,,,,,,,,,,,No,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,No,White,White,State questionnaire,White,Very important,Important,White,White,,South,,The Democratic candidate,Male,White men,Somewhat serious,Serious,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,,Telephone survey,,,,Omit,,,,Version 2,,0.304136097431183,,,Very important,Important,,32303.0
13166.0,Bill Nelson,Andrew Gillum,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,26.0,,,The Democratic Party,No,No,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Favorable,Only Democratic Party,Unfavorable,Unfavorable,Only Bill Nelson,About the same,,To express opposition to Donald Trump,No,5.0,,The Democratic candidate,,,,,,Yes,,,,,,,,,,,No,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,No,White,White,State questionnaire,White,Very important,Important,White,White,,South,,The Democratic candidate,Female,White women,Somewhat serious,Serious,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,,Telephone survey,,,,No impact,,,,Version 2,,1.46068644523621,,,Very important,Important,,33165.0
27230.0,Rick Scott,Ron DeSantis,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,Complete,,,9.0,,,,No,"Yes, Puerto Rican",,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Unfavorable,,Only Republican Party,Favorable,,,Better,,,,2.0,,The Republican candidate,,,,,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",,,,,Yes,,Excellent,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,All others,Conservative,,Independent/Something else,Conservative Republicans,Yes,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,South,,The Republican candidate,Male,Latino men,,,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,Helped,Telephone survey,,,,Helped,,,,Version 4,,0.374059796333313,No,,,,,32809.0
27231.0,Bill Nelson,Andrew Gillum,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,14.0,,,,No,No,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Favorable,,Only Democratic Party,Unfavorable,,,About the same,,,,3.0,,The Democratic candidate,,,,,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",,,,,No,,Not so good,Not so good or poor,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,No,White,White,National questionnaire,White,,,White,White,,South,,The Democratic candidate,Female,White women,,,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,No impact,Telephone survey,,,,No impact,,,,Version 4,,1.76243937015533,Yes,,,,,33711.0
27232.0,Bill Nelson,Andrew Gillum,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,13.0,,,,No,No,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,,Both parties,Favorable,,,About the same,,,,3.0,,The Democratic candidate,,,,,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",,,,,No,,Good,Excellent or good,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,No,White,White,National questionnaire,White,,,White,White,,South,,The Democratic candidate,Female,White women,,,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,Omit,Telephone survey,,,,Hurt,,,,Version 4,,1.07781898975372,No,,,,,33759.0
27233.0,Rick Scott,Ron DeSantis,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,,,27.0,,,,Yes,"Yes, Cuban",,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Unfavorable,,Neither party,Unfavorable,,,Better,,,,5.0,,The Republican candidate,,,,,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",,,,,Yes,,Excellent,Excellent or good,45+,65+,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Something else,Independent Women,All others,Moderate,,Moderate/Liberal Republicans,Moderate Independents,No,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,South,,The Republican candidate,Female,Latino women,,,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,No impact,Telephone survey,,,,No impact,,,,Version 4,,0.624702095985413,No,,,,,33173.0
27234.0,Bill Nelson,Ron DeSantis,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,8.0,,,,No,No,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Omit,,Omit,Unfavorable,,,Better,,,,2.0,,The Republican candidate,,,,,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",,,,,No,,Good,Excellent or good,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,No,White,White,National questionnaire,White,,,White,White,,South,,The Democratic candidate,Female,White women,,,,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,Other,Helped,Telephone survey,,,,Helped,,,,Version 4,,5.76136064529419,No,,,,,32967.0
27235.0,Bill Nelson,Andrew Gillum,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,15.0,,,,No,No,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,,Only Democratic Party,Unfavorable,,,About the same,,,,4.0,,The Democratic candidate,,,,,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",,,,,No,,Poor,Not so good or poor,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,White,White,National questionnaire,White,,,White,White,,South,,The Democratic candidate,Female,White women,,,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,No impact,Telephone survey,,,,Hurt,,,,Version 4,,1.0241664648056,Yes,,,,,33801.0
27236.0,Bill Nelson,Andrew Gillum,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,12.0,,,,No,No,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,,Only Democratic Party,Unfavorable,,,About the same,,,,3.0,,The Democratic candidate,,,,,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",,,,,No,,Good,Excellent or good,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,White,White,National questionnaire,White,,,White,White,,South,,The Democratic candidate,Female,White women,,,,Suburbs,Suburbs,English,Florida,White suburban women,No impact,Telephone survey,,,,Hurt,,,,Version 4,,0.538909494876862,No,,,,,33559.0
27237.0,Rick Scott,Ron DeSantis,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,1.0,,,,No,No,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,,Neither party,Unfavorable,,,About the same,,,,1.0,,The Republican candidate,,,,,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",,,,,No,,Good,Excellent or good,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,Independent Women,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,No,White,White,National questionnaire,White,,,White,White,,South,,The Republican candidate,Female,White women,,,,Suburbs,Suburbs,English,Florida,White suburban women,Helped,Telephone survey,,,,Helped,,,,Version 4,,1.1064817905426,No,,,,,32578.0
27238.0,Bill Nelson,Andrew Gillum,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,,,12.0,,,,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,,Only Democratic Party,Unfavorable,,,About the same,,,,3.0,,The Democratic candidate,,,,,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",,,,,No,,Good,Excellent or good,45+,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,Independent Women,All others,Moderate,,Moderate/Liberal Republicans,Moderate Independents,No,Black,Black,National questionnaire,Black,,,Non-white,Black,,South,,The Democratic candidate,Female,Black women,,,,Suburbs,Suburbs,English,Florida,Other,Omit,Telephone survey,,,,Omit,,,,Version 4,,1.16639637947083,No,,,,,33556.0
27239.0,Rick Scott,Ron DeSantis,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,,4.0,,,,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,,Only Republican Party,Favorable,,,Better,,,,1.0,,The Republican candidate,,,,,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",,,,,No,,Good,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,No,White,White,National questionnaire,White,,,White,White,,South,,The Republican candidate,Female,White women,,,,"Cities over 500,000","Cities over 50,000",English,Florida,Other,Omit,Telephone survey,,,,Helped,,,,Version 4,,2.49538564682007,No,,,,,32246.0
27240.0,Rick Scott,Ron DeSantis,65+,60+,65 or over,45+,50+,60+,65+,,,,Complete,,,8.0,,,,,,,Attended college but received no degree,No college degree,More than high school graduate,,,Omit,,Omit,Favorable,,,About the same,,,,2.0,,The Republican candidate,,,,,,,,,,,,,,,,,,,Excellent,Excellent or good,45+,65+,Independent/Something else,,,Independent women,Independent,Independent Women,,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,,,National questionnaire,,,,,,,South,,The Republican candidate,Female,,,,,Suburbs,Suburbs,,Florida,,No impact,Telephone survey,,,,No impact,,,,Version 4,,5.27211856842041,,,,,,32948.0
