ID,SENWV18,ABORTION18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,COALHH,CONTROLHOUSE,CONTROLSEN,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVDEM2,FAVMANCHIN,FAVMCONL,FAVMORRISEY,FAVPARTY,FAVPELOSI,FAVREP2,FAVSENWV18,FINSIT2,FORTRUMPS,FTVOTER18,GEOCODE,GUNOWNER12,HEALTHCARE18,HEALTHPRE18,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,KAVWV18,KAVWV18A,KAVWV18B,LATINO,MANCHINLIB,MARRIED,MORRISEYLIB,NEC,NEC2,OPIOID18,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,QUALSEN18,RACE,RACE2B,RACEAI,REGION,RUSSIA18,SEN,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18SEN,TIME18SENMONTH,TIME18SENWEEK,TRADE18,TRUMP2,TRUMP4,TRUMPIMM,UNIONHH12,VERSION,VOTE2016,WEIGHT,WHNCLINC,WHTEVANG,WOMEN,WOMEN2
14030.0,Joe Manchin,Keep it as is,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,,1.0,No,The Democratic Party,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,Unfavorable,,,Unfavorable,,,,,,1.0,No,,The Democratic Party,,,,,,,,Health care,A minor factor,Not important,A factor,No,Too conservative,,Too conservative,,,Disapprove,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,,White,White,White,East,,The Democratic candidate,Male,White men,,,,"Cities 10,000-50,000",Small Cities/Rural,West Virginia,Other,,Telephone survey,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,Version 3,,2.62544775009155,,All others,,
14031.0,Joe Manchin,Keep it as is,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,,2.0,No,The Democratic Party,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,Omit,,,Omit,,,,,,2.0,Yes,,The Democratic Party,,,,,,,,Gun policy,Not a factor at all,Not important,Not a factor,No,Omit,,Omit,,,Disapprove,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,,White,White,White,East,,The Democratic candidate,Male,White men,,,,Suburbs,Suburbs,West Virginia,White suburban men,,Telephone survey,,,,,Strongly or somewhat disapprove,Somewhat disapprove,,,Version 3,,0.681357502937317,,All others,,
14032.0,Joe Manchin,Keep it as is,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No,,3.0,No,Omit,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,Favorable,,,Omit,,,,,,2.0,Yes,,The Democratic Party,,,,,,,,Health care,A minor factor,Not important,A factor,No,About right,,About right,,,Approve,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,East,,The Democratic candidate,Male,White men,,,,Rural,Small Cities/Rural,West Virginia,Other,,Telephone survey,,,,,Strongly or somewhat disapprove,Somewhat disapprove,,,Version 3,,1.16040205955505,,All others,,
14033.0,Patrick Morrisey,Overturn it,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,,2.0,No,The Republican Party,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,Favorable,,,Unfavorable,,,,,,2.0,Yes,,The Republican Party,,,,,,,,The economy,Not a factor at all,Not important,Not a factor,No,Too liberal,,About right,,,Approve,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,East,,The Republican candidate,Male,White men,,,,"Cities 10,000-50,000",Small Cities/Rural,West Virginia,Other,,Telephone survey,,,,,Strongly or somewhat approve,Strongly approve,,,Version 3,,1.5710871219635,,White Born-again/Evangelical Christians,,
14034.0,Joe Manchin,Overturn it,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No,,1.0,No,The Republican Party,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,Omit,,,Omit,,,,,,2.0,Yes,,The Democratic Party,,,,,,,,Gun policy,A minor factor,Not important,A factor,No,Too liberal,,Too conservative,,,Disapprove,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,East,,The Democratic candidate,Male,White men,,,,Suburbs,Suburbs,West Virginia,White suburban men,,Telephone survey,,,,,Strongly or somewhat approve,Somewhat approve,,,Version 3,,5.71025514602661,,All others,,
14035.0,Joe Manchin,Keep it as is,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,1.0,No,The Democratic Party,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,Unfavorable,,,Favorable,,,,,,3.0,No,,The Democratic Party,,,,,,,,Health care,An important factor,Important,A factor,No,About right,,Too conservative,,,Approve,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,,White,White,White,East,,The Democratic candidate,Female,White women,,,,Suburbs,Suburbs,West Virginia,White suburban women,,Telephone survey,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,Version 3,,1.23023164272308,,White Born-again/Evangelical Christians,,
14036.0,Patrick Morrisey,Overturn it,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,3.0,Yes,The Republican Party,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,Favorable,,,Unfavorable,,,,,,4.0,Yes,,The Republican Party,,,,,,,,Gun policy,Not a factor at all,Not important,Not a factor,No,Too liberal,,About right,,,Disapprove,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,East,,The Republican candidate,Male,White men,,,,Suburbs,Suburbs,West Virginia,White suburban men,,Telephone survey,,,,,Strongly or somewhat approve,Strongly approve,,,Version 3,,1.00852310657501,,White Born-again/Evangelical Christians,,
14037.0,Joe Manchin,Overturn it,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,,3.0,No,The Republican Party,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,Unfavorable,,,Unfavorable,,,,,,4.0,Yes,,The Republican Party,,,,,,,,The economy,An important factor,Important,A factor,No,About right,,Too liberal,,,Disapprove,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,,White,White,White,East,,The Democratic candidate,Female,White women,,,,Suburbs,Suburbs,West Virginia,White suburban women,,Telephone survey,,,,,Strongly or somewhat approve,Strongly approve,,,Version 3,,5.57968282699585,,White Born-again/Evangelical Christians,,
14038.0,Patrick Morrisey,Overturn it,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,All others,Latino 65+,Complete,Yes,,1.0,No,The Republican Party,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,Omit,,,Unfavorable,,,,,,1.0,No,,The Republican Party,,,,,,,,Health care,Not a factor at all,Not important,Not a factor,No,Omit,,About right,,,Omit,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,All others,Conservative,,Independent/Something else,Conservative Republicans,Other,American Indian,State questionnaire,,Other,Non-white,American Indian,East,,The Republican candidate,Female,All other races,,,,"Cities 10,000-50,000",Small Cities/Rural,West Virginia,Other,,Telephone survey,,,,,Strongly or somewhat approve,Strongly approve,,,Version 3,,0.0633827298879623,,All others,,
14039.0,Patrick Morrisey,Overturn it,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,3.0,No,The Republican Party,,,,,,,,,Favorable,,,Unfavorable,,,,,,2.0,Yes,,The Republican Party,,,,,,,,Health care,An important factor,Important,A factor,No,About right,,About right,,,Approve,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,East,,The Republican candidate,Female,White women,,,,Rural,Small Cities/Rural,West Virginia,Other,,Telephone survey,,,,,Strongly or somewhat disapprove,Somewhat disapprove,,,Version 3,,0.594973504543304,,All others,,
14040.0,Joe Manchin,Keep it as is,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,,2.0,No,The Democratic Party,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,Unfavorable,,,Favorable,,,,,,4.0,Yes,,The Democratic Party,,,,,,,,Health care,A minor factor,Not important,A factor,No,About right,,Too liberal,,,Disapprove,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,,White,White,White,East,,The Democratic candidate,Female,White women,,,,"Cities 50,000-500,000","Cities over 50,000",West Virginia,Other,,Telephone survey,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,Version 3,,1.84743988513947,,White Born-again/Evangelical Christians,,
14041.0,Joe Manchin,Keep it as is,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes,,1.0,No,The Democratic Party,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,Unfavorable,,,Favorable,,,,,,3.0,No,,The Democratic Party,,,,,,,,Health care,The most important factor,Important,A factor,No,About right,,Too conservative,,,Disapprove,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,,White,White,White,East,,The Democratic candidate,Male,White men,,,,"Cities 10,000-50,000",Small Cities/Rural,West Virginia,Other,,Telephone survey,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,Version 3,,2.0905590057373,,White Born-again/Evangelical Christians,,
14042.0,Joe Manchin,Keep it as is,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,3.0,No,Omit,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,Omit,,,Favorable,,,,,,4.0,No,,The Democratic Party,,,,,,,,Health care,An important factor,Important,A factor,No,About right,,Omit,,,Approve,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,Independent Women,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,,White,White,White,East,,The Democratic candidate,Female,White women,,,,Suburbs,Suburbs,West Virginia,White suburban women,,Telephone survey,,,,,Strongly or somewhat disapprove,Somewhat disapprove,,,Version 3,,0.469116359949112,,White Born-again/Evangelical Christians,,
14043.0,Patrick Morrisey,Keep it as is,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,3.0,No,The Republican Party,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,Unfavorable,,,Unfavorable,,,,,,2.0,Yes,,Omit,,,,,,,,Immigration,Not a factor at all,Not important,Not a factor,No,Too liberal,,About right,,,Omit,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,,White,White,White,East,,The Republican candidate,Female,White women,,,,Rural,Small Cities/Rural,West Virginia,Other,,Telephone survey,,,,,Strongly or somewhat approve,Strongly approve,,,Version 3,,0.492959260940552,,White Born-again/Evangelical Christians,,
14044.0,Joe Manchin,Overturn it,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,Yes,,2.0,No,The Democratic Party,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,Omit,,,Unfavorable,,,,,,3.0,Yes,,Omit,,,,,,,,Health care,Not a factor at all,Not important,Not a factor,No,Too liberal,,Too conservative,,,Disapprove,45+,18-64,,,,,,,,Liberal,,,,Other,American Indian,State questionnaire,,Other,Non-white,American Indian,East,,The Democratic candidate,Female,All other races,,,,Rural,Small Cities/Rural,West Virginia,Other,,Telephone survey,,,,,Strongly or somewhat approve,Strongly approve,,,Version 3,,0.402692943811417,,All others,,
14045.0,Joe Manchin,Keep it as is,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes,,3.0,No,Omit,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,Unfavorable,,,Unfavorable,,,,,,2.0,Yes,,The Democratic Party,,,,,,,,The economy,A minor factor,Not important,A factor,No,About right,,Too conservative,,,Disapprove,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,,White,White,White,East,,The Democratic candidate,Male,White men,,,,Rural,Small Cities/Rural,West Virginia,Other,,Telephone survey,,,,,Strongly or somewhat approve,Somewhat approve,,,Version 3,,4.92237758636475,,White Born-again/Evangelical Christians,,
14046.0,Joe Manchin,Keep it as is,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,,2.0,Yes,The Democratic Party,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,Unfavorable,,,Unfavorable,,,,,,4.0,No,,The Democratic Party,,,,,,,,Health care,Not a factor at all,Not important,Not a factor,No,About right,,Too conservative,,,Disapprove,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,,White,White,White,East,,The Democratic candidate,Female,White women,,,,"Cities 50,000-500,000","Cities over 50,000",West Virginia,Other,,Telephone survey,,,,,Strongly or somewhat approve,Strongly approve,,,Version 3,,0.894592523574829,,White Born-again/Evangelical Christians,,
14047.0,Joe Manchin,Keep it as is,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,,1.0,No,The Democratic Party,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,Unfavorable,,,Omit,,,,,,1.0,No,,The Democratic Party,,,,,,,,Health care,A minor factor,Not important,A factor,No,About right,,Too conservative,,,Disapprove,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,,White,White,White,East,,The Democratic candidate,Male,White men,,,,Rural,Small Cities/Rural,West Virginia,Other,,Telephone survey,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,Version 3,,1.07105588912964,,All others,,
14048.0,Patrick Morrisey,Omit,,,,,,,,,,,Complete,,,1.0,,Omit,,,,,,,,,Omit,,,Unfavorable,,,,,,1.0,,,The Republican Party,,,,,,,,Immigration,Omit,Omit,Omit,,Omit,,Omit,,,Omit,,,,,,,,,,,,,,,,State questionnaire,,,,,East,,The Republican candidate,Female,,,,,Suburbs,Suburbs,West Virginia,,,Telephone survey,,,,,Strongly or somewhat approve,Strongly approve,,,Version 3,,0.0782716050744057,,,,
14049.0,Patrick Morrisey,Overturn it,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,1.0,No,The Republican Party,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,Unfavorable,,,Unfavorable,,,,,,2.0,Yes,,The Republican Party,,,,,,,,Health care,The most important factor,Important,A factor,No,Omit,,About right,,,Approve,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Liberal,,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,,White,White,White,East,,The Republican candidate,Female,White women,,,,Suburbs,Suburbs,West Virginia,White suburban women,,Telephone survey,,,,,Strongly or somewhat approve,Strongly approve,,,Version 3,,1.53732359409332,,White Born-again/Evangelical Christians,,
14050.0,Patrick Morrisey,Keep it as is,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,1.0,No,The Democratic Party,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,Omit,,,Omit,,,,,,3.0,Yes,,Omit,,,,,,,,Health care,Not a factor at all,Not important,Not a factor,No,Omit,,Omit,,,Disapprove,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,,,,,White,White,State questionnaire,,White,White,White,East,,The Republican candidate,Female,White women,,,,Rural,Small Cities/Rural,West Virginia,Other,,Telephone survey,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,Version 3,,2.79169321060181,,All others,,
14051.0,Patrick Morrisey,Overturn it,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,,3.0,No,The Republican Party,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,Favorable,,,Unfavorable,,,,,,4.0,Yes,,The Republican Party,,,,,,,,Gun policy,Not a factor at all,Not important,Not a factor,No,Too liberal,,About right,,,Approve,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,,White,White,White,East,,The Republican candidate,Male,White men,,,,"Cities 10,000-50,000",Small Cities/Rural,West Virginia,Other,,Telephone survey,,,,,Strongly or somewhat approve,Strongly approve,,,Version 3,,1.00852310657501,,All others,,
14052.0,Joe Manchin,Overturn it,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes,,2.0,No,The Republican Party,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,Favorable,,,Unfavorable,,,,,,3.0,Yes,,The Republican Party,,,,,,,,Immigration,The most important factor,Important,A factor,No,About right,,Too liberal,,,Approve,45+,18-64,,,,,,,,,,,,White,White,State questionnaire,,White,White,White,East,,The Democratic candidate,Female,White women,,,,Suburbs,Suburbs,West Virginia,White suburban women,,Telephone survey,,,,,Strongly or somewhat approve,Strongly approve,,,Version 3,,3.7251124382019,,White Born-again/Evangelical Christians,,
14053.0,Patrick Morrisey,Overturn it,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,2.0,No,The Republican Party,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,Favorable,,,Unfavorable,,,,,,2.0,No,,The Republican Party,,,,,,,,The economy,An important factor,Important,A factor,No,Too liberal,,About right,,,Approve,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,East,,The Republican candidate,Female,White women,,,,Suburbs,Suburbs,West Virginia,White suburban women,,Telephone survey,,,,,Strongly or somewhat approve,Strongly approve,,,Version 3,,1.73004341125488,,White Born-again/Evangelical Christians,,
14054.0,Other,Keep it as is,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,,2.0,No,Omit,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,Unfavorable,,,Unfavorable,,,,,,2.0,,,Omit,,,,,,,,Gun policy,The most important factor,Important,A factor,No,Omit,,Omit,,,Disapprove,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,,White,White,White,East,,Other,Male,White men,,,,Rural,Small Cities/Rural,West Virginia,Other,,Telephone survey,,,,,Strongly or somewhat approve,Somewhat approve,,,Version 3,,0.617566466331482,,All others,,
14055.0,Patrick Morrisey,Keep it as is,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No,,2.0,No,The Republican Party,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,Favorable,,,Unfavorable,,,,,,4.0,Yes,,The Democratic Party,,,,,,,,The economy,An important factor,Important,A factor,No,About right,,About right,,,Disapprove,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,,White,White,White,East,,The Republican candidate,Male,White men,,,,Suburbs,Suburbs,West Virginia,White suburban men,,Telephone survey,,,,,Strongly or somewhat approve,Somewhat approve,,,Version 3,,1.06273436546326,,All others,,
14056.0,Joe Manchin,Keep it as is,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,1.0,No,The Democratic Party,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,Unfavorable,,,Omit,,,,,,1.0,Yes,,The Democratic Party,,,,,,,,Health care,Not a factor at all,Not important,Not a factor,No,Too conservative,,Too conservative,,,Disapprove,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,,White,White,White,East,,The Democratic candidate,Male,White men,,,,"Cities 10,000-50,000",Small Cities/Rural,West Virginia,Other,,Telephone survey,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,Version 3,,2.51498198509216,,All others,,
14057.0,Patrick Morrisey,Overturn it,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,Yes,,2.0,No,The Democratic Party,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,Unfavorable,,,Favorable,,,,,,4.0,Yes,,The Republican Party,,,,,,,,Immigration,Not a factor at all,Not important,Not a factor,Yes,Too liberal,,Too liberal,,,Disapprove,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,Independent Men,All others,Liberal,,Moderate/Liberal Republicans,Liberal Independents,Other,Hispanic/Latino,State questionnaire,,Hispanic/Latino,Non-white,Hispanic/Latino,East,,The Republican candidate,Male,Latino men,,,,"Cities 50,000-500,000","Cities over 50,000",West Virginia,Other,,Telephone survey,,,,,Strongly or somewhat approve,Strongly approve,,,Version 3,,4.55353832244873,,All others,,
14058.0,Patrick Morrisey,Omit,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,1.0,No,The Republican Party,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,Favorable,,,Unfavorable,,,,,,1.0,No,,Omit,,,,,,,,The economy,An important factor,Important,A factor,No,About right,,About right,,,Approve,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,East,,The Republican candidate,Female,White women,,,,"Cities 10,000-50,000",Small Cities/Rural,West Virginia,Other,,Telephone survey,,,,,Strongly or somewhat approve,Strongly approve,,,Version 3,,0.462041705846787,,White Born-again/Evangelical Christians,,
14059.0,Joe Manchin,Omit,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,3.0,No,Omit,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,Favorable,,,Unfavorable,,,,,,2.0,Yes,,The Republican Party,,,,,,,,Health care,The most important factor,Important,A factor,No,About right,,Omit,,,Approve,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,,White,White,White,East,,The Democratic candidate,Female,White women,,,,Rural,Small Cities/Rural,West Virginia,Other,,Telephone survey,,,,,Strongly or somewhat approve,Strongly approve,,,Version 3,,1.36629259586334,,White Born-again/Evangelical Christians,,
14060.0,Joe Manchin,Keep it as is,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,2.0,Yes,The Democratic Party,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,Unfavorable,,,Favorable,,,,,,3.0,Yes,,The Democratic Party,,,,,,,,Health care,Not a factor at all,Not important,Not a factor,No,About right,,Too conservative,,,Approve,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,,White,White,White,East,,The Democratic candidate,Male,White men,,,,Rural,Small Cities/Rural,West Virginia,Other,,Telephone survey,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,Version 3,,0.655802488327026,,White Born-again/Evangelical Christians,,
14061.0,Patrick Morrisey,Overturn it,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,1.0,No,The Republican Party,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,Unfavorable,,,Unfavorable,,,,,,3.0,,,The Republican Party,,,,,,,,Health care,An important factor,Important,A factor,No,Too liberal,,About right,,,Disapprove,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,East,,The Republican candidate,Female,White women,,,,"Cities 10,000-50,000",Small Cities/Rural,West Virginia,Other,,Telephone survey,,,,,Strongly or somewhat approve,Strongly approve,,,Version 3,,1.16035556793213,,White Born-again/Evangelical Christians,,
