ID,HOUCA18,GOVCA18,SENCA18,ABORTION18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND16,ATTEND16B,ATTREL,BACKSIDE,BOYSGIRLS,BREAK18,BREAK18A,BREAK18B,BRNAGAIN,CALL,CDNUM,CHILD18,CHILDBOY,CHILDGIRL,CONTROLHOUSE,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,ELECTSECFOREIGN18,FAVDEM2,FAVPARTY,FAVPELOSI,FAVREP2,FINSIT2,FORTRUMPH,FTVOTER18,GEOCODE,GOV,GUN16,GUNOWNER12,HEALTHCARE18,HEALTHPRE18,HOU,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,KAVANAUGH18,LATINO,LGBT,MARRIED,MUELLERAPP,NEC,NEC2,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACE18,RACE18B,RACE2B,RACEAI,RACEFACTOR,REGION,REL5,RELIGN18,RELWHITE,RUSSIA18,SEN,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18HOU,TIME18HOUMONTH,TIME18HOUWEEK,TRACK,TRADE18,TRUMP2,TRUMP4,TRUMPFP18,TRUMPIMM,UNITED18,VERSION,VETVOTER,VOTE2016,VOTEISS18,WEIGHT,WHITEREL,WHNCLINC,WHTEVANG,WOMEN,WOMEN2,WPROTBRN,WPROTBRN3
42188.0,A Democratic candidate,Gavin Newsom,Dianne Feinstein,Keep it as is,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,,The most important factor,Important,A factor,,Call 1,38.0,,,,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,,,,,No,4.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,Oppose,Yes,,,,,,18-44,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,22.0,Liberal Democrats,Liberal Democrats,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,West,,,,,The Democratic candidate,Female,Latino women,,,,Suburbs,Suburbs,English,California,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,The U.S. less safe,,,Version 1,No,Hillary Clinton,Should be able to vote will be prevented from voting,0.106273911893368,,,,,,,
42196.0,A Democratic candidate,Gavin Newsom,Dianne Feinstein,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,,Call 1,12.0,,,,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Omit,Omit,,Unfavorable,Worse,To express opposition to Donald Trump,,3.0,The Democratic candidate,,,,,The Democratic candidate,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",,,No,No,,,Not so good,Not so good or poor,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,87.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,,,White,White,,West,,,,,The Democratic candidate,Female,White women,,,,"Cities over 500,000","Cities over 50,000",English,California,Other,Hurt,Election day exit poll,,,,Seriously off on the wrong track,Hurt,,,,,Becoming more divided,Version 4,,,,0.371731102466583,,No,,,,,
42206.0,A Democratic candidate,Gavin Newsom,Dianne Feinstein,,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,A few times a year,A few times a year or less,Protestant/Do not attend weekly,Complete,No children in home,,,,No,Call 1,22.0,No,No,No,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,2.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Gun policy,,Yes,,No,,,,18-44,18-64,Women without children,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Independent,Independent Women,All others,Liberal,109.0,Moderate/Liberal Republicans,Liberal Independents,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,West,Protestant/Other Non-Catholic Christian,Protestant,,,The Democratic candidate,Female,Latino women,Very serious,Serious,Non married women,Suburbs,Suburbs,English,California,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.032244723290205,Non-white,,All others,Very important,Important,No,
42212.0,A Democratic candidate,Gavin Newsom,Dianne Feinstein,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,,Call 1,12.0,,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Unfavorable,Neither party,,Unfavorable,Better,To express opposition to Donald Trump,,3.0,The Democratic candidate,,,,,The Democratic candidate,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",,,No,Yes,,,Good,Excellent or good,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,86.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,,,White,White,,West,,,,,The Democratic candidate,Female,White women,,,,"Cities over 500,000","Cities over 50,000",English,California,Other,Helped,Election day exit poll,,,,Seriously off on the wrong track,Hurt,,,,,Becoming more divided,Version 4,,,,0.361405253410339,,No,,,,,
42217.0,A Democratic candidate,Gavin Newsom,Dianne Feinstein,,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,Complete,,,,,,Call 1,39.0,,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,Favorable,,,,,5.0,The Democratic candidate,,,Minor changes,,The Democratic candidate,No,,,,,,,Health care,,No,,,Approve,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,48.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,Very important,Important,White,White,Whites are favored over minorities,West,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Justified,The Democratic candidate,Female,White women,,,,Suburbs,Suburbs,English,California,White suburban women,,Election day exit poll,In the last few days,In the last month,In the last week,,,,,,Too tough,,Version 2,,,,0.763829350471497,White Protestants,,,,,,
42219.0,A Democratic candidate,Gavin Newsom,Dianne Feinstein,,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,Complete,,,,,,Call 1,52.0,,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Favorable,Only Democratic Party,,Unfavorable,Better,To express opposition to Donald Trump,,5.0,The Democratic candidate,,,,,The Democratic candidate,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",,,No,Yes,,,Good,Excellent or good,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,79.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,,,White,White,,West,,,,,The Democratic candidate,Male,White men,,,,"Cities over 500,000","Cities over 50,000",English,California,Other,No impact,Election day exit poll,,,,Seriously off on the wrong track,Hurt,,,,,Becoming more divided,Version 4,,,,0.911091387271881,,No,,,,,
42223.0,A Democratic candidate,Gavin Newsom,Dianne Feinstein,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,,Call 1,4.0,,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Only Democratic Party,,Unfavorable,Worse,To express opposition to Donald Trump,,2.0,The Democratic candidate,,,,,The Democratic candidate,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",,,No,No,,,Good,Excellent or good,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Liberal,43.0,Moderate/Liberal Republicans,Liberal Independents,White,White,National questionnaire,White,,,White,White,,West,,,,,The Democratic candidate,Female,White women,,,,Rural,Small Cities/Rural,English,California,Other,No impact,Election day exit poll,,,,Seriously off on the wrong track,Hurt,,,,,Becoming more divided,Version 4,,,,0.442072838544846,,No,,,,,
42237.0,A Democratic candidate,Gavin Newsom,Dianne Feinstein,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Never,A few times a year or less,All others,Complete,No children in home,,,,No,Call 1,19.0,No,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,3.0,The Democratic candidate,Support,No,,The Democratic Party,The Democratic candidate,,,,,,,,Health care,,No,,Yes,,,,45+,65+,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,99.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,,,White,White,,West,None,None,None,,The Democratic candidate,Male,White men,Very serious,Serious,Married men,"Cities over 500,000","Cities over 50,000",English,California,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,1.3629732131958,White none,,All others,Very important,Important,No,All others
42240.0,A Democratic candidate,Gavin Newsom,Dianne Feinstein,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,,,,,,Call 1,38.0,,,,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,Favorable,,,,,4.0,The Democratic candidate,,,Major changes,,The Democratic candidate,Yes,,,,,,,Immigration,,Yes,,,Approve,,,18-44,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,22.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Very important,Important,Non-white,Hispanic/Latino,Whites are favored over minorities,West,Catholic,Catholic,,Justified,The Democratic candidate,Male,Latino men,,,,Suburbs,Suburbs,English,California,Other,,Election day exit poll,Before that,Before that,Before that,,,,,,Too tough,,Version 2,,,,0.131210744380951,Non-white,,,,,,
42262.0,A Democratic candidate,Gavin Newsom,Dianne Feinstein,Keep it as is,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,The most important factor,Important,A factor,,Call 1,52.0,,,,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,No,,,,,,,No,5.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,Oppose,No,,,,,,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,79.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,,,White,White,,West,,,,,The Democratic candidate,Female,White women,,,,"Cities over 500,000","Cities over 50,000",English,California,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,The U.S. less safe,,,Version 1,No,Hillary Clinton,Should be able to vote will be prevented from voting,0.737936854362488,,,,,,,
42264.0,A Democratic candidate,Gavin Newsom,Dianne Feinstein,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,,Call 1,12.0,,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,Favorable,,,,,3.0,The Democratic candidate,,,Major changes,,The Democratic candidate,Yes,,,,,,,The economy,,No,,,Approve,,,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,87.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,Very important,Important,White,White,Whites are favored over minorities,West,None,None,None,Justified,The Democratic candidate,Male,White men,,,,"Cities over 500,000","Cities over 50,000",English,California,Other,,Election day exit poll,In the last week,In the last month,In the last week,,,,,,Too tough,,Version 2,,,,0.458956629037857,White none,,,,,,
42266.0,A Democratic candidate,Gavin Newsom,Dianne Feinstein,,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,Complete,,,,,,Call 1,39.0,,,,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,Favorable,,,,,5.0,The Democratic candidate,,,Major changes,,The Democratic candidate,Yes,,,,,,,Health care,,No,,,Approve,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,48.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,Very important,Important,White,White,Whites are favored over minorities,West,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Justified,The Democratic candidate,Male,White men,,,,Suburbs,Suburbs,English,California,White suburban men,,Election day exit poll,In the last few days,In the last month,In the last week,,,,,,Too tough,,Version 2,,,,2.11008763313293,White Protestants,,,,,,
42271.0,A Democratic candidate,Gavin Newsom,Dianne Feinstein,Overturn it,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,,,,Complete,,An important factor,Important,A factor,,Call 1,22.0,,,,The Republican Party,,,,,,No,,,,,,,No,2.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,Omit,Yes,,,,,,45+,65+,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Conservative,109.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,West,,,,,The Democratic candidate,Female,Latino women,,,,Suburbs,Suburbs,Spanish,California,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,The U.S. less safe,,,Version 1,No,Hillary Clinton,Should be able to vote will be prevented from voting,0.617313861846924,,,,,,,
42276.0,A Democratic candidate,Gavin Newsom,Dianne Feinstein,,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,,,Not complete,,,,,,Call 1,38.0,,,,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,4.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,,No,,,,,,45+,18-64,,,,,,,,,,22.0,,,Black,Black,National questionnaire,Black,,,Non-white,Black,,West,,,,,The Democratic candidate,Female,Black women,,,,Suburbs,Suburbs,English,California,Other,,Election day exit poll,Before that,Before that,Before that,,,,,,,,Version 2,,,,0.416428506374359,,,,,,,
42277.0,A Democratic candidate,Gavin Newsom,Dianne Feinstein,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,,Call 1,19.0,,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Only Democratic Party,,Unfavorable,About the same,To express opposition to Donald Trump,,3.0,The Democratic candidate,,,,,The Democratic candidate,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",,,No,No,,,Good,Excellent or good,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,99.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,,,White,White,,West,,,,,The Democratic candidate,Female,White women,,,,"Cities over 500,000","Cities over 50,000",English,California,Other,No impact,Election day exit poll,,,,Seriously off on the wrong track,Hurt,,,,,Becoming more divided,Version 4,,,,0.591390430927277,,No,,,,,
42290.0,A Democratic candidate,Gavin Newsom,Dianne Feinstein,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,,,,Complete,,,,,,Call 1,52.0,,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,Favorable,,,,,5.0,The Democratic candidate,,,Major changes,,The Democratic candidate,Yes,,,,,,,Health care,,No,,,Disapprove,,,18-44,18-64,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Liberal,79.0,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,Very important,Important,Non-white,Black,Whites are favored over minorities,West,None,None,,Justified,The Democratic candidate,Male,Black men,,,,"Cities over 500,000","Cities over 50,000",English,California,Other,,Election day exit poll,In the last few days,In the last month,In the last week,,,,,,Too tough,,Version 2,,,,0.147613644599915,Non-white,,,,,,
42298.0,A Democratic candidate,Gavin Newsom,Dianne Feinstein,Keep it as is,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,,A minor factor,Not important,A factor,,Call 1,12.0,,,,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,No,,,,,,,No,3.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,Oppose,No,,,,,,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,87.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,,,White,White,,West,,,,,The Democratic candidate,Male,White men,,,,"Cities over 500,000","Cities over 50,000",English,California,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,The U.S. less safe,,,Version 1,No,Hillary Clinton,Should be able to vote will be prevented from voting,0.458956629037857,,,,,,,
42307.0,A Democratic candidate,Gavin Newsom,Dianne Feinstein,,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,,Call 1,19.0,,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,Favorable,,,,,3.0,The Democratic candidate,,,Major changes,,The Democratic candidate,Yes,,,,,,,Gun policy,,No,,,Approve,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,99.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,Very important,Important,White,White,Whites are favored over minorities,West,None,None,None,Justified,The Democratic candidate,Male,White men,,,,"Cities over 500,000","Cities over 50,000",English,California,Other,,Election day exit poll,Before that,Before that,Before that,,,,,,Too tough,,Version 2,,,,0.730158269405365,White none,,,,,,
42313.0,A Democratic candidate,Gavin Newsom,Dianne Feinstein,Keep it as is,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,A minor factor,Not important,A factor,,Call 1,4.0,,,,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,No,,,,,,,No,2.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,Oppose,No,,,,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,43.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,,,White,White,,West,,,,,The Democratic candidate,Female,White women,,,,Rural,Small Cities/Rural,English,California,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,The U.S. less safe,,,Version 1,No,Hillary Clinton,Should be able to vote will be prevented from voting,0.442072838544846,,,,,,,
42328.0,A Democratic candidate,Gavin Newsom,Dianne Feinstein,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,,,,,,Call 1,38.0,,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,Omit,,,,,4.0,The Democratic candidate,,,Minor changes,,The Democratic candidate,Yes,,,,,,,Immigration,,Yes,,,Approve,,,18-44,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,22.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Somewhat important,Important,Non-white,Hispanic/Latino,Whites are favored over minorities,West,Catholic,Catholic,,Politically motivated,The Democratic candidate,Female,Latino women,,,,Suburbs,Suburbs,English,California,Other,,Election day exit poll,In the last few days,In the last month,In the last week,,,,,,Too tough,,Version 2,,,,0.106273911893368,Non-white,,,,,,
42329.0,A Democratic candidate,Gavin Newsom,Dianne Feinstein,Keep it as is,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,,,,Complete,,The most important factor,Important,A factor,,Call 1,22.0,,,,The Democratic Party,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,No,,,,,,,No,2.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,Oppose,Yes,,,,,,45+,65+,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,109.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,West,,,,,The Democratic candidate,Female,Latino women,,,,Suburbs,Suburbs,English,California,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,The U.S. less safe,,,Version 1,No,Hillary Clinton,Should be able to vote will be prevented from voting,0.10301148891449,,,,,,,
42367.0,A Democratic candidate,Gavin Newsom,Dianne Feinstein,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,,,,,,Call 1,22.0,,,,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,Favorable,Only Democratic Party,,Unfavorable,About the same,To express opposition to Donald Trump,,2.0,The Democratic candidate,,,,,The Democratic candidate,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",,,Yes,No,,,Good,Excellent or good,18-44,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,109.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,West,,,,,The Democratic candidate,Male,Latino men,,,,Suburbs,Suburbs,English,California,Other,No impact,Election day exit poll,,,,Seriously off on the wrong track,No impact,,,,,Becoming more divided,Version 4,,,,0.0410181246697903,,No,,,,,
42375.0,A Democratic candidate,Gavin Newsom,Dianne Feinstein,Keep it as is,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,,,,Complete,,Not a factor at all,Not important,Not a factor,,Call 1,12.0,,,,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,No,,,,,,,No,3.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,Oppose,No,,,,,,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,87.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,,,White,White,,West,,,,,The Democratic candidate,Female,White women,,,,"Cities over 500,000","Cities over 50,000",English,California,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,The U.S. less safe,,,Version 1,No,Hillary Clinton,Should be able to vote will be prevented from voting,0.217206209897995,,,,,,,
42383.0,A Democratic candidate,Gavin Newsom,Dianne Feinstein,,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,A few times a year,A few times a year or less,All others,Complete,No children in home,,,,No,Call 1,19.0,No,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,3.0,The Democratic candidate,Support,Yes,,The Democratic Party,The Democratic candidate,,,,,,,,Health care,,No,,Yes,,,,45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,99.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,,,White,White,,West,None,None,None,,The Democratic candidate,Male,White men,Somewhat serious,Serious,Married men,"Cities over 500,000","Cities over 50,000",English,California,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,1.3629732131958,White none,,All others,Somewhat important,Important,No,All others
42393.0,A Democratic candidate,Gavin Newsom,Dianne Feinstein,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,,Call 1,52.0,,,,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Only Democratic Party,,Unfavorable,Better,To express opposition to Donald Trump,,5.0,The Democratic candidate,,,,,The Democratic candidate,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",,,No,No,,,Good,Excellent or good,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,Independent Women,White Independent,Moderate,79.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,,,White,White,,West,,,,,The Democratic candidate,Female,White women,,,,"Cities over 500,000","Cities over 50,000",English,California,Other,No impact,Election day exit poll,,,,Seriously off on the wrong track,No impact,,,,,Becoming more divided,Version 4,,,,0.395320057868958,,No,,,,,
42413.0,A Democratic candidate,Gavin Newsom,Dianne Feinstein,,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,,Call 1,12.0,,,,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Only Democratic Party,,Unfavorable,About the same,To express opposition to Donald Trump,,3.0,The Democratic candidate,,,,,The Democratic candidate,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",,,No,No,,,Good,Excellent or good,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,87.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,,,White,White,,West,,,,,The Democratic candidate,Female,White women,,,,"Cities over 500,000","Cities over 50,000",English,California,Other,Hurt,Election day exit poll,,,,Seriously off on the wrong track,Omit,,,,,Becoming more divided,Version 4,,,,0.371731102466583,,No,,,,,
