ID,SENAZ18,GOVAZ18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CONTROLSEN,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVFLAKE,FORTRUMPS,FTVOTER18,GEOCODE,GOV,HEALTHCARE18,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,LATINO,MCSALLYLIB,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,RUSSIA18,SEN,SEX,SEXBYRACE,SINEMALIB,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TRADE18,TRUMP2,TRUMP4,TRUMPIMM,VERSION,VETVOTER,VOTE2016,WEIGHT,WHNCLINC
29220.0,Martha McSally,Doug Ducey,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,8.0,The Republican Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,To express support for Donald Trump,No,1.0,The Republican candidate,Minor changes,No,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Immigration,No,About right,Excellent,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,Independent Men,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,White,West,Politically motivated,The Republican candidate,Male,White men,Too liberal,Suburbs,Suburbs,English,Arizona,White suburban men,Helped,Telephone survey,No impact,Strongly or somewhat approve,Strongly approve,Not tough enough,Version 1,Yes,Donald Trump,0.333230555057526,Yes
29222.0,Martha McSally,Doug Ducey,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,4.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Donald Trump was not a factor,No,3.0,The Republican candidate,Major changes,No,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Immigration,No,Too liberal,Good,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,West,Politically motivated,The Republican candidate,Male,White men,Omit,Suburbs,Suburbs,English,Arizona,White suburban men,No impact,Telephone survey,No impact,Strongly or somewhat approve,Strongly approve,Not tough enough,Version 1,Yes,Donald Trump,0.758505761623383,No
29231.0,Martha McSally,Doug Ducey,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,6.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Donald Trump was not a factor,No,1.0,The Republican candidate,Major changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Immigration,No,About right,Good,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,White,West,Politically motivated,The Republican candidate,Male,White men,About right,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,No impact,Telephone survey,No impact,Strongly or somewhat approve,Somewhat approve,About right,Version 1,No,Donald Trump,0.526287734508514,No
29232.0,Martha McSally,Doug Ducey,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,Complete,,4.0,The Republican Party,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Unfavorable,To express support for Donald Trump,No,3.0,The Republican candidate,Major changes,No,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",Immigration,Yes,About right,Excellent,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,All others,Conservative,,Independent/Something else,Conservative Republicans,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Politically motivated,The Republican candidate,Female,Latino women,Too liberal,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,Helped,Telephone survey,Helped,Strongly or somewhat approve,Strongly approve,About right,Version 1,No,Donald Trump,1.11595940589905,No
29233.0,Martha McSally,Doug Ducey,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,4.0,The Republican Party,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Omit,To express support for Donald Trump,Yes,3.0,The Republican candidate,Major changes,No,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Omit,No,Omit,Good,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,,,,,White,White,State questionnaire,White,White,White,West,Politically motivated,The Republican candidate,Male,White men,Omit,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,Helped,Telephone survey,Omit,Strongly or somewhat approve,Somewhat approve,About right,Version 1,No,Donald Trump,0.297092944383621,Yes
29237.0,Martha McSally,Doug Ducey,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,6.0,The Republican Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Donald Trump was not a factor,No,1.0,The Republican candidate,Minor changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",The economy,No,About right,Excellent,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,West,Politically motivated,The Republican candidate,Male,White men,Too liberal,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,Helped,Telephone survey,Helped,Strongly or somewhat approve,Strongly approve,About right,Version 1,No,Other,0.254791438579559,No
29238.0,Martha McSally,Doug Ducey,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,4.0,The Republican Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Donald Trump was not a factor,No,3.0,The Republican candidate,Major changes,No,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Immigration,No,About right,Not so good,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,White,West,Politically motivated,The Republican candidate,Female,White women,Too liberal,Suburbs,Suburbs,English,Arizona,White suburban women,Hurt,Telephone survey,Omit,Strongly or somewhat approve,Somewhat approve,Not tough enough,Version 1,No,Hillary Clinton,0.409576535224915,Yes
29242.0,Martha McSally,Doug Ducey,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,4.0,The Republican Party,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,Donald Trump was not a factor,No,1.0,The Republican candidate,Major changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",The economy,No,About right,Good,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,West,Politically motivated,The Republican candidate,Male,White men,Too liberal,Suburbs,Suburbs,English,Arizona,White suburban men,Helped,Telephone survey,Helped,Strongly or somewhat approve,Strongly approve,Not tough enough,Version 1,No,Other,0.661474525928497,No
29246.0,Martha McSally,Doug Ducey,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,6.0,The Republican Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,To express support for Donald Trump,No,1.0,The Republican candidate,Major changes,No,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Immigration,No,About right,Excellent,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,West,Politically motivated,The Republican candidate,Male,White men,Too liberal,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,Helped,Telephone survey,Helped,Strongly or somewhat approve,Strongly approve,Not tough enough,Version 1,No,Donald Trump,0.542373955249786,No
29250.0,Martha McSally,Doug Ducey,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,All others,All others,Complete,,2.0,The Republican Party,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Unfavorable,To express support for Donald Trump,No,2.0,The Republican candidate,Major changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",Immigration,No,About right,Excellent,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent men,Something else,Independent Men,All others,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Other,Other,State questionnaire,Other,Non-white,Other,West,Politically motivated,The Republican candidate,Male,All other races,Too liberal,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Helped,Telephone survey,Helped,Strongly or somewhat approve,Strongly approve,About right,Version 1,Yes,Donald Trump,0.585703790187836,No
29251.0,Martha McSally,Doug Ducey,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,2.0,The Republican Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Donald Trump was not a factor,No,3.0,The Republican candidate,Major changes,No,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Immigration,No,About right,Good,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,West,Politically motivated,The Republican candidate,Female,White women,Too liberal,"Cities 10,000-50,000",Small Cities/Rural,English,Arizona,Other,No impact,Telephone survey,No impact,Strongly or somewhat approve,Strongly approve,Not tough enough,Version 1,No,Donald Trump,1.9587105512619,Yes
29252.0,Martha McSally,Doug Ducey,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,Complete,,1.0,The Republican Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Unfavorable,To express support for Donald Trump,No,3.0,The Republican candidate,Major changes,No,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",Immigration,Yes,About right,Excellent,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,All others,Conservative,,Independent/Something else,Conservative Republicans,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Politically motivated,The Republican candidate,Male,Latino men,Too liberal,Suburbs,Suburbs,English,Arizona,Other,Helped,Telephone survey,Helped,Strongly or somewhat approve,Strongly approve,Not tough enough,Version 1,Yes,Donald Trump,0.547962248325348,No
29253.0,Martha McSally,Doug Ducey,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,1.0,The Republican Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,To express support for Donald Trump,No,3.0,The Republican candidate,Major changes,No,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Immigration,No,About right,Good,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,White,West,Politically motivated,The Republican candidate,Female,White women,Too liberal,Suburbs,Suburbs,English,Arizona,White suburban women,No impact,Telephone survey,No impact,Strongly or somewhat approve,Strongly approve,About right,Version 1,No,Donald Trump,1.9587105512619,Yes
29256.0,Martha McSally,Doug Ducey,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,6.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Donald Trump was not a factor,No,1.0,The Republican candidate,Major changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Immigration,No,About right,Excellent,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,West,Politically motivated,The Republican candidate,Male,White men,Too liberal,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,Helped,Telephone survey,Helped,Strongly or somewhat approve,Strongly approve,Not tough enough,Version 1,Yes,Donald Trump,0.526287734508514,No
29257.0,Martha McSally,Doug Ducey,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,6.0,The Republican Party,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Donald Trump was not a factor,No,1.0,The Republican candidate,Major changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care,No,About right,Good,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,West,Politically motivated,The Republican candidate,Female,White women,Too liberal,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,No impact,Telephone survey,Helped,Strongly or somewhat approve,Strongly approve,About right,Version 1,No,Donald Trump,1.00475323200226,No
29258.0,Martha McSally,Doug Ducey,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,6.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,To express support for Donald Trump,No,1.0,The Republican candidate,Major changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",Immigration,No,Too liberal,Excellent,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,West,Politically motivated,The Republican candidate,Female,White women,Too liberal,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,No impact,Telephone survey,Helped,Strongly or somewhat approve,Strongly approve,About right,Version 1,Yes,Donald Trump,1.06750428676605,No
29259.0,Martha McSally,Doug Ducey,45-65,60+,60-64,45+,50+,60+,50-64,,,,Complete,,6.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,,,Unfavorable,Donald Trump was not a factor,No,1.0,The Republican candidate,Minor changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999",,Immigration,,About right,Excellent,Excellent or good,45+,18-64,Republican,,,Republican men,Republican,Republican Men,,Conservative,,Independent/Something else,Conservative Republicans,,,State questionnaire,,,,West,Politically motivated,The Republican candidate,Male,,Too liberal,"Cities over 500,000","Cities over 50,000",,Arizona,Other,No impact,Telephone survey,No impact,Strongly or somewhat approve,Somewhat approve,Not tough enough,Version 1,No,Donald Trump,0.636517524719238,No
29261.0,Martha McSally,Doug Ducey,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,Complete,,8.0,The Republican Party,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Unfavorable,To express support for Donald Trump,No,1.0,The Republican candidate,Minor changes,No,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",Immigration,Yes,Too conservative,Good,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Something else,Independent Women,All others,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Politically motivated,The Republican candidate,Female,Latino women,Too liberal,Suburbs,Suburbs,English,Arizona,Other,No impact,Telephone survey,No impact,Strongly or somewhat approve,Strongly approve,Not tough enough,Version 1,No,Donald Trump,2.27144503593445,No
29262.0,Martha McSally,Doug Ducey,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,4.0,The Republican Party,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Unfavorable,Donald Trump was not a factor,No,1.0,The Republican candidate,Major changes,No,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Immigration,No,About right,Excellent,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,West,Politically motivated,The Republican candidate,Male,White men,Too liberal,Suburbs,Suburbs,English,Arizona,White suburban men,Helped,Telephone survey,No impact,Strongly or somewhat approve,Somewhat approve,About right,Version 1,No,Donald Trump,2.56406116485596,No
29268.0,Martha McSally,Doug Ducey,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,4.0,The Republican Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Omit,Donald Trump was not a factor,No,3.0,The Republican candidate,Minor changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Immigration,No,About right,Good,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,West,Politically motivated,The Republican candidate,Male,White men,Too liberal,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,Helped,Telephone survey,Omit,Strongly or somewhat approve,Somewhat approve,About right,Version 1,Yes,Donald Trump,0.320176303386688,No
29269.0,Martha McSally,Doug Ducey,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,1.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Donald Trump was not a factor,No,3.0,The Republican candidate,Major changes,No,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Health care,No,Too conservative,Good,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,West,Politically motivated,The Republican candidate,Female,White women,Too liberal,Rural,Small Cities/Rural,English,Arizona,Other,No impact,Telephone survey,Helped,Strongly or somewhat approve,Somewhat approve,About right,Version 1,No,Other,0.684832096099854,No
29271.0,Martha McSally,Doug Ducey,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,2.0,The Republican Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,To express support for Donald Trump,No,3.0,The Republican candidate,Major changes,No,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,No,About right,Excellent,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,White,West,Politically motivated,The Republican candidate,Male,White men,Too liberal,"Cities 10,000-50,000",Small Cities/Rural,English,Arizona,Other,Helped,Telephone survey,Omit,Strongly or somewhat approve,Strongly approve,About right,Version 1,No,Donald Trump,0.347947180271149,No
29272.0,Martha McSally,Doug Ducey,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,4.0,The Republican Party,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,To express support for Donald Trump,Yes,3.0,The Republican candidate,Major changes,No,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Immigration,No,About right,Excellent,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,West,Politically motivated,The Republican candidate,Male,White men,Too liberal,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,Helped,Telephone survey,Helped,Strongly or somewhat approve,Strongly approve,Not tough enough,Version 1,No,Donald Trump,0.759858429431915,No
29273.0,Martha McSally,Doug Ducey,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,4.0,The Republican Party,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Omit,To express support for Donald Trump,No,3.0,The Republican candidate,Major changes,No,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Immigration,No,About right,Excellent,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,West,Politically motivated,The Republican candidate,Female,White women,Too liberal,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,No impact,Telephone survey,Helped,Strongly or somewhat approve,Strongly approve,About right,Version 1,No,Donald Trump,3.12999653816223,Yes
29274.0,Martha McSally,Doug Ducey,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,4.0,The Republican Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,To express support for Donald Trump,No,3.0,The Republican candidate,Omit,No,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Immigration,No,About right,Good,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,White,West,Politically motivated,The Republican candidate,Male,White men,Too liberal,Suburbs,Suburbs,English,Arizona,White suburban men,Helped,Telephone survey,No impact,Strongly or somewhat approve,Strongly approve,Not tough enough,Version 1,Yes,Donald Trump,0.644753873348236,Yes
29275.0,Martha McSally,Doug Ducey,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,7.0,The Republican Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,To express support for Donald Trump,No,1.0,The Republican candidate,Major changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Immigration,No,About right,Excellent,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,West,Politically motivated,The Republican candidate,Female,White women,Too liberal,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Helped,Telephone survey,No impact,Strongly or somewhat approve,Strongly approve,About right,Version 1,No,Donald Trump,0.689080476760864,No
29276.0,Martha McSally,Doug Ducey,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,5.0,The Republican Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Omit,Donald Trump was not a factor,No,1.0,The Republican candidate,Major changes,No,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Immigration,No,About right,Good,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,West,Politically motivated,The Republican candidate,Female,White women,Omit,Suburbs,Suburbs,English,Arizona,White suburban women,No impact,Telephone survey,No impact,Strongly or somewhat approve,Strongly approve,Not tough enough,Version 1,No,Donald Trump,2.03857111930847,Yes
29278.0,Martha McSally,Doug Ducey,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,4.0,The Republican Party,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Unfavorable,Donald Trump was not a factor,No,3.0,The Republican candidate,Omit,No,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Immigration,No,Omit,Excellent,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,Independent Men,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,White,West,Politically motivated,The Republican candidate,Male,White men,Too liberal,Rural,Small Cities/Rural,English,Arizona,Other,No impact,Telephone survey,No impact,Strongly or somewhat approve,Strongly approve,Not tough enough,Version 1,No,Donald Trump,1.02327609062195,No
29279.0,Martha McSally,Doug Ducey,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,5.0,The Republican Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Donald Trump was not a factor,No,1.0,The Republican candidate,Major changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The economy,No,About right,Excellent,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,Independent Men,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,White,West,Politically motivated,The Republican candidate,Male,White men,Too liberal,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,Helped,Telephone survey,No impact,Strongly or somewhat approve,Strongly approve,About right,Version 1,No,Donald Trump,0.112639024853706,No
29282.0,Martha McSally,Doug Ducey,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,5.0,The Republican Party,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,Donald Trump was not a factor,No,1.0,The Republican candidate,Major changes,No,,,,,,,Health care,No,About right,Good,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,White,West,Politically motivated,The Republican candidate,Male,White men,Too liberal,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,Helped,Telephone survey,Helped,Strongly or somewhat approve,Strongly approve,About right,Version 1,No,Donald Trump,0.528029799461365,
