ID,GOVGA18,ABRAMSLIB,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND16,ATTEND16B,BACKSIDE,BORNINGA14,BRNAGAIN,CALL,CDNUM,CONTROLHOUSE,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,ELECTSECURITY18,FAVABRAMS,FAVDEM2,FAVGOVGA18,FAVKEMP,FAVPARTY,FAVREP2,FINSIT2,FORTRUMPG,FTVOTER18,GEOCODE,GOV,GUN16,GUNOWNER12,HEALTHCARE18,HEALTHPRE18,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,KAVANAUGH18,KEMPLIB,LATINO,MARRIED,MOVETOGA14,MOVETOGA10YR,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACE18,RACE18B,RACE2B,RACEAI,RACEFACTOR,REGION,RUSSIA18,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18GOV,TIME18GOVMONTH,TIME18GOVWEEK,TRADE18,TRUMP2,TRUMP4,TRUMPIMM,VERSION,VETVOTER,VOTE2016,VOTEISS18,WEIGHT,WHNCLINC,WHTEVANG,WOMEN,WOMEN2,ZIPCODE
33213.0,Brian Kemp,,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,,,Complete,,,Call 1,14.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,Unfavorable,Unfavorable,Only Brian Kemp,Favorable,Only Republican Party,Favorable,Better,To express support for Donald Trump,No,1.0,The Republican candidate,,,,,No,,,,,,,,,,No,Yes,,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,134.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,Not too important,Not important,White,White,,South,,Female,White women,Somewhat serious,Serious,Married women,Suburbs,Suburbs, Georgia,White suburban women,,Election day exit poll,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,,,0.351643025875092,,,Not too important,Not important,30157.0
33218.0,Brian Kemp,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,,No,Call 1,14.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,1.0,The Republican candidate,,,Major changes,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Immigration,,,No,Yes,,,Excellent,Excellent or good,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,102.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,,,White,White,,South,Politically motivated,Male,White men,,,Married men,Rural,Small Cities/Rural, Georgia,Other,Helped,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat approve,Strongly approve,About right,Version 1,,Donald Trump,Shouldn't be able to vote will cast ballots,0.601374447345734,No,All others,,,30701.0
33224.0,Brian Kemp,,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,,Call 1,3.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Unfavorable,Unfavorable,Only Brian Kemp,Favorable,Only Republican Party,Favorable,Better,Donald Trump was not a factor,No,4.0,The Republican candidate,,,,,No,,,,,,,,,,No,Yes,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,13.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,Somewhat important,Important,White,White,,South,,Male,White men,Not too serious,Not serious,Married men,Suburbs,Suburbs, Georgia,White suburban men,,Election day exit poll,,,,No impact,Strongly or somewhat approve,Somewhat approve,,Version 2,,,,0.270006954669952,,,Somewhat important,Important,30117.0
33231.0,Brian Kemp,Too liberal,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,A few times a year,A few times a year or less,Complete,Born in Georgia,Yes,Call 1,1.0,The Republican Party,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Omit,,,,,,,,,,5.0,The Republican candidate,Oppose,Yes,,The Republican Party,,,,,,,,,Support,About right,No,,I was born in Georgia,More than 10 years,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,10.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,,,White,White,No group is favored,South,,Male,White men,,,,Suburbs,Suburbs, Georgia,White suburban men,,Election day exit poll,,,,,Strongly or somewhat approve,Strongly approve,,Version 3,No,,,1.2558456659317,,White Born-again/Evangelical Christians,,,31308.0
33241.0,Brian Kemp,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,,,Call 1,14.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,Unfavorable,Unfavorable,Only Brian Kemp,Favorable,Only Republican Party,Favorable,Better,To express support for Donald Trump,No,1.0,The Republican candidate,,,,,No,,,,,,,,,,No,Yes,,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,102.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,Not at all important,Not important,White,White,,South,,Female,White women,Somewhat serious,Serious,Married women,Rural,Small Cities/Rural, Georgia,Other,,Election day exit poll,,,,Helped,Strongly or somewhat disapprove,Somewhat disapprove,,Version 2,,,,0.522310554981232,,,Somewhat important,Important,30701.0
33247.0,Brian Kemp,,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,,,Complete,,,Call 1,14.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Unfavorable,Unfavorable,Only Brian Kemp,Favorable,Only Republican Party,Favorable,About the same,Donald Trump was not a factor,No,1.0,The Republican candidate,,,,,No,,,,,,,,,,Yes,Yes,,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,All others,Conservative,134.0,Independent/Something else,Conservative Republicans,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Very important,Important,Non-white,Hispanic/Latino,,South,,Female,Latino women,Very serious,Serious,Married women,Suburbs,Suburbs, Georgia,Other,,Election day exit poll,,,,No impact,Strongly or somewhat approve,Somewhat approve,,Version 2,,,,0.425138056278229,,,Very important,Important,30157.0
33252.0,Brian Kemp,Too liberal,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Never,A few times a year or less,Complete,Moved to Georgia,No,Call 1,1.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Yes,,,,,,,,,,5.0,The Republican candidate,Support,Yes,,The Democratic Party,,,,,,,,,Support,About right,No,,Less than 10 years,Less than 10 years,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Moderate,10.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,,,White,White,Whites are favored over minorities,South,,Male,White men,,,,Suburbs,Suburbs, Georgia,White suburban men,,Election day exit poll,,,,,Strongly or somewhat approve,Somewhat approve,,Version 3,Yes,,,0.788272678852081,,All others,,,31308.0
33258.0,Brian Kemp,,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,,,Complete,,Yes,Call 1,14.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,1.0,The Republican candidate,,,Major changes,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Immigration,,,No,No,,,Good,Excellent or good,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,102.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,,,White,White,,South,Justified,Male,White men,,,Non married men,Rural,Small Cities/Rural, Georgia,Other,No impact,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat approve,Somewhat approve,About right,Version 1,,Donald Trump,Shouldn't be able to vote will cast ballots,0.544483542442322,Yes,White Born-again/Evangelical Christians,,,30701.0
33259.0,Brian Kemp,,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,Complete,,,Call 1,2.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,Unfavorable,Unfavorable,Only Brian Kemp,Favorable,Only Republican Party,Favorable,Better,Donald Trump was not a factor,No,4.0,The Republican candidate,,,,,No,,,,,,,,,,No,Yes,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,128.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,Somewhat important,Important,White,White,,South,,Female,White women,Very serious,Serious,Married women,"Cities 50,000-500,000","Cities over 50,000", Georgia,Other,,Election day exit poll,,,,No impact,Strongly or somewhat approve,Somewhat approve,,Version 2,,,,0.380283504724503,,,Somewhat important,Important,31909.0
33279.0,Brian Kemp,Too liberal,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Once a week or more,At least monthly,Complete,Born in Georgia,Yes,Call 1,14.0,The Republican Party,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Yes,,,,,,,,,,1.0,The Republican candidate,Support,No,,The Republican Party,,,,,,,,,Support,Too liberal,No,,I was born in Georgia,More than 10 years,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,134.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,,,White,White,No group is favored,South,,Female,White women,,,,Suburbs,Suburbs, Georgia,White suburban women,,Election day exit poll,,,,,Strongly or somewhat approve,Somewhat approve,,Version 3,No,,,0.388384789228439,,White Born-again/Evangelical Christians,,,30157.0
33283.0,Brian Kemp,Too liberal,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Once a week or more,At least monthly,Complete,Moved to Georgia,No,Call 1,3.0,The Republican Party,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Yes,,,,,,,,,,4.0,The Republican candidate,Oppose,Yes,,The Republican Party,,,,,,,,,Omit,About right,No,,10+ years but not born here,More than 10 years,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,151.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,,,White,White,No group is favored,South,,Female,White women,,,,Rural,Small Cities/Rural, Georgia,Other,,Election day exit poll,,,,,Strongly or somewhat approve,Strongly approve,,Version 3,No,,,0.364589542150497,,All others,,,30240.0
33286.0,Brian Kemp,,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,Complete,,Yes,Call 1,14.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,,,,,1.0,The Republican candidate,,,Major changes,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Health care,,,No,Yes,,,Good,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,102.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,,,White,White,,South,Politically motivated,Female,White women,,,Married women,Rural,Small Cities/Rural, Georgia,Other,No impact,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat approve,Strongly approve,Not tough enough,Version 1,,Donald Trump,Shouldn't be able to vote will cast ballots,1.21254062652588,Yes,White Born-again/Evangelical Christians,,,30701.0
33291.0,Brian Kemp,Too liberal,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Once a week or more,At least monthly,Complete,Moved to Georgia,Yes,Call 1,1.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Omit,,,,,,,,,,5.0,The Republican candidate,Oppose,Yes,,The Republican Party,,,,,,,,,Support,About right,No,,10+ years but not born here,More than 10 years,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,10.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,,,White,White,Minorities are favored over whites,South,,Female,White women,,,,Suburbs,Suburbs, Georgia,White suburban women,,Election day exit poll,,,,,Strongly or somewhat approve,Strongly approve,,Version 3,No,,,0.684636950492859,,White Born-again/Evangelical Christians,,,31308.0
33304.0,Brian Kemp,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,,No,Call 1,2.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,4.0,The Republican candidate,,,Major changes,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The economy,,,No,Yes,,,Good,Excellent or good,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,128.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,,,White,White,,South,Justified,Male,White men,,,Married men,"Cities 50,000-500,000","Cities over 50,000", Georgia,Other,No impact,Election day exit poll,In the last few days,In the last month,In the last week,,Strongly or somewhat disapprove,Strongly disapprove,Not tough enough,Version 1,,Hillary Clinton,Omit,0.108041323721409,No,All others,,,31909.0
33305.0,Brian Kemp,,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,Complete,,Yes,Call 1,3.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,4.0,The Republican candidate,,,Minor changes,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The economy,,,No,Yes,,,Good,Excellent or good,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,13.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,,,White,White,,South,Politically motivated,Male,White men,,,Married men,Suburbs,Suburbs, Georgia,White suburban men,Helped,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat approve,Strongly approve,About right,Version 1,,Donald Trump,Omit,0.270006954669952,No,White Born-again/Evangelical Christians,,,30117.0
33307.0,Brian Kemp,,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,,,Complete,,Yes,Call 1,14.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,1.0,The Republican candidate,,,Major changes,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The economy,,,No,Yes,,,Excellent,Excellent or good,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,102.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,,,White,White,,South,Politically motivated,Male,White men,,,Married men,Rural,Small Cities/Rural, Georgia,Other,No impact,Election day exit poll,In the last month,In the last month,Before that,,Strongly or somewhat approve,Somewhat approve,About right,Version 1,,Donald Trump,Shouldn't be able to vote will cast ballots,0.544483542442322,No,White Born-again/Evangelical Christians,,,30701.0
33311.0,Brian Kemp,Too liberal,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,A few times a year,A few times a year or less,Complete,Moved to Georgia,Yes,Call 1,14.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Yes,,,,,,,,,,1.0,The Republican candidate,Oppose,Yes,,The Republican Party,,,,,,,,,Support,Too conservative,No,,Less than 10 years,Less than 10 years,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,134.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,,,White,White,No group is favored,South,,Male,White men,,,,Suburbs,Suburbs, Georgia,White suburban men,,Election day exit poll,,,,,Strongly or somewhat approve,Somewhat approve,,Version 3,No,,,0.263986468315125,,White Born-again/Evangelical Christians,,,30157.0
33328.0,Brian Kemp,Too liberal,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,A few times a year,A few times a year or less,Complete,,Yes,Call 1,1.0,The Republican Party,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Yes,,,,,,,,,,5.0,The Republican candidate,Support,No,,The Republican Party,,,,,,,,,Support,About right,No,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,10.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,,,White,White,Minorities are favored over whites,South,,Male,White men,,,,Suburbs,Suburbs, Georgia,White suburban men,,Election day exit poll,,,,,Strongly or somewhat approve,Strongly approve,,Version 3,No,,,1.25475180149078,,White Born-again/Evangelical Christians,,,31308.0
33330.0,Brian Kemp,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,,,Call 1,10.0,Omit,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,,,,No,1.0,The Republican candidate,,,,,,,,,,,,,Omit,,No,,,,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Conservative,133.0,Moderate/Liberal Republicans,Conservative Independents,White,White,National questionnaire,White,,,White,White,,South,,Female,White women,,,,Suburbs,Suburbs, Georgia,White suburban women,,Election day exit poll,,,,,Strongly or somewhat approve,Somewhat approve,,Version 1,No,Donald Trump,Should be able to vote will be prevented from voting,0.925359964370728,,,,,30628.0
33338.0,Brian Kemp,Too liberal,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,A few times a year,A few times a year or less,Complete,Born in Georgia,Yes,Call 1,14.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Yes,,,,,,,,,,1.0,The Republican candidate,Oppose,Yes,,The Republican Party,,,,,,,,,Support,About right,No,,I was born in Georgia,More than 10 years,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,Independent Women,White Independent,Moderate,102.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,,,White,White,Minorities are favored over whites,South,,Female,White women,,,,Rural,Small Cities/Rural, Georgia,Other,,Election day exit poll,,,,,Strongly or somewhat approve,Somewhat approve,,Version 3,No,,,0.311299324035645,,White Born-again/Evangelical Christians,,,30701.0
33344.0,Brian Kemp,Omit,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,A few times a year,A few times a year or less,Complete,Born in Georgia,Yes,Call 1,14.0,The Republican Party,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,No,,,,,,,,,,1.0,The Republican candidate,Oppose,Yes,,The Republican Party,,,,,,,,,Support,About right,No,,I was born in Georgia,More than 10 years,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,,134.0,,,White,White,State questionnaire,White,,,White,White,Minorities are favored over whites,South,,Female,White women,,,,Suburbs,Suburbs, Georgia,White suburban women,,Election day exit poll,,,,,Strongly or somewhat approve,Strongly approve,,Version 3,No,,,0.388384789228439,,White Born-again/Evangelical Christians,,,30157.0
33345.0,Brian Kemp,Too liberal,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Once a week or more,At least monthly,Complete,Moved to Georgia,Yes,Call 1,3.0,The Republican Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Omit,,,,,,,,,,4.0,The Republican candidate,Oppose,Yes,,The Republican Party,,,,,,,,,Support,About right,No,,10+ years but not born here,More than 10 years,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Moderate,151.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,,,White,White,Minorities are favored over whites,South,,Male,White men,,,,Rural,Small Cities/Rural, Georgia,Other,,Election day exit poll,,,,,Strongly or somewhat approve,Strongly approve,,Version 3,No,,,0.463639616966248,,White Born-again/Evangelical Christians,,,30240.0
33366.0,Brian Kemp,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,,,Call 1,14.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Unfavorable,Unfavorable,Only Brian Kemp,Favorable,Only Republican Party,Favorable,About the same,Donald Trump was not a factor,No,1.0,The Republican candidate,,,,,No,,,,,,,,,,No,Yes,,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,102.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,Not too important,Not important,White,White,,South,,Female,White women,Somewhat serious,Serious,Married women,Rural,Small Cities/Rural, Georgia,Other,,Election day exit poll,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,,,0.312668532133102,,,Not too important,Not important,30701.0
33367.0,Brian Kemp,Too conservative,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,A few times a year,A few times a year or less,Complete,Born in Georgia,No,Call 1,1.0,The Republican Party,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Yes,,,,,,,,,,5.0,The Republican candidate,Support,No,,The Republican Party,,,,,,,,,Support,About right,No,,I was born in Georgia,More than 10 years,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,10.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,,,White,White,Minorities are favored over whites,South,,Female,White women,,,,Suburbs,Suburbs, Georgia,White suburban women,,Election day exit poll,,,,,Strongly or somewhat approve,Strongly approve,,Version 3,No,,,1.15973031520844,,All others,,,31308.0
33387.0,Brian Kemp,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,,,Complete,,,Call 1,10.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Favorable,Favorable,Both,Favorable,Both parties,Favorable,About the same,Donald Trump was not a factor,No,1.0,The Republican candidate,,,,,No,,,,,,,,,,No,Yes,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,30.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Very important,Important,Non-white,Black,,South,,Male,Black men,Very serious,Serious,Married men,"Cities 50,000-500,000","Cities over 50,000", Georgia,Other,,Election day exit poll,,,,Hurt,Strongly or somewhat disapprove,Somewhat disapprove,,Version 2,,,,0.155173391103745,,,Somewhat important,Important,30601.0
33388.0,Brian Kemp,Too liberal,,,,,,,,,,,A few times a year,A few times a year or less,Complete,Born in Georgia,Yes,Call 1,14.0,The Republican Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Yes,,,,,,,,,,1.0,The Republican candidate,Oppose,Yes,,The Republican Party,,,,,,,,,Support,About right,No,,I was born in Georgia,More than 10 years,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,134.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,,,White,White,Minorities are favored over whites,South,,Male,White men,,,,Suburbs,Suburbs, Georgia,White suburban men,,Election day exit poll,,,,,Strongly or somewhat approve,Strongly approve,,Version 3,No,,,0.436014980077744,,White Born-again/Evangelical Christians,,,30157.0
33399.0,Brian Kemp,Too liberal,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,A few times a month,At least monthly,Complete,Moved to Georgia,Yes,Call 1,1.0,The Republican Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Yes,,,,,,,,,,5.0,The Republican candidate,Oppose,Yes,,The Republican Party,,,,,,,,,Support,About right,No,,10+ years but not born here,More than 10 years,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,10.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,,,White,White,Minorities are favored over whites,South,,Male,White men,,,,Suburbs,Suburbs, Georgia,White suburban men,,Election day exit poll,,,,,Strongly or somewhat approve,Somewhat approve,,Version 3,Yes,,,1.25475180149078,,White Born-again/Evangelical Christians,,,31308.0
33419.0,Brian Kemp,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,,Yes,Call 1,2.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,4.0,The Republican candidate,,,Major changes,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,,,No,Yes,,,Good,Excellent or good,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Conservative,128.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,,,White,White,,South,Politically motivated,Female,White women,,,Married women,"Cities 50,000-500,000","Cities over 50,000", Georgia,Other,Helped,Election day exit poll,In the last month,In the last month,Before that,,Strongly or somewhat approve,Strongly approve,About right,Version 1,,Donald Trump,Shouldn't be able to vote will cast ballots,0.0974046587944031,No,White Born-again/Evangelical Christians,,,31909.0
33420.0,Brian Kemp,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,,,,Complete,,,Call 1,10.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Unfavorable,Unfavorable,Neither,Unfavorable,Neither party,Unfavorable,Better,Donald Trump was not a factor,No,1.0,The Republican candidate,,,,,No,,,,,,,,,,Yes,No,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Something else,Independent Men,All others,,30.0,,,Other,,State questionnaire,Hispanic/Latino,Not at all important,Not important,Non-white,Hispanic/Latino,,South,,Male,Latino men,Somewhat serious,Serious,Non married men,"Cities 50,000-500,000","Cities over 50,000", Georgia,Other,,Election day exit poll,,,,No impact,Strongly or somewhat approve,Somewhat approve,,Version 2,,,,0.155173391103745,,,Not at all important,Not important,30601.0
