ID,SENPA18,GOVPA18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CONTROLSEN,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVDEM2,FAVPARTY,FAVREP2,FINSIT2,FORTRUMPS,FTVOTER18,GEOCODE,GOV,HEALTHCARE18,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,LATINO,MARRIED,NEC,NEC2,OPIOID18,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,RUSSIA18,SEN,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18SEN,TIME18SENMONTH,TIME18SENWEEK,TRADE18,TRUMP2,TRUMP4,TRUMPIMM,UNIONHH12,VERSION,VOTE2016,WEIGHT,WHNCLINC,WOMEN,WOMEN2
36292.0,Bob Casey,Tom Wolf,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Not complete,Call 1,17.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,5.0,The Democratic candidate,,,,,,,,,,No,,,,,18-44,18-64,,,,,,,,,11.0,,,White,White,National questionnaire,White,White,White,East,,The Democratic candidate,Male,White men,,,,Suburbs,Suburbs,English,Pennsylvania,White suburban men,,Election day exit poll,,,,,,,,,Version 2,,0.91242390871048,,,
49289.0,Bob Casey,Tom Wolf,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,Call 2,3.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,1.0,The Democratic candidate,Minor changes,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",Immigration,No,Yes,Not so good,Not so good or poor,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,130.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,East,Justified,The Democratic candidate,Male,Black men,,,Married men,"Cities over 500,000","Cities over 50,000",English,Pennsylvania,Other,Hurt,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,,Version 1,Hillary Clinton,0.586336135864258,No,,
48436.0,Bob Casey,Tom Wolf,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Call 2,3.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Only Democratic Party,Unfavorable,About the same,,,1.0,The Democratic candidate,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",,No,,Not so good,Not so good or poor,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,124.0,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,Non-white,Black,East,,The Democratic candidate,Female,Black women,,,,"Cities over 500,000","Cities over 50,000",English,Pennsylvania,Other,Hurt,Election day exit poll,,,,Hurt,,,,,Version 4,,0.268503040075302,No,,
63457.0,Bob Casey,Tom Wolf,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 3,18.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Democratic Party,Unfavorable,Better,,,5.0,The Democratic candidate,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",,No,,Good,Excellent or good,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Moderate,16.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,White,East,,The Democratic candidate,Male,White men,,,,"Cities 50,000-500,000","Cities over 50,000",English,Pennsylvania,Other,Hurt,Election day exit poll,,,,Hurt,,,,,Version 4,,0.378828644752502,No,,
48434.0,Bob Casey,Tom Wolf,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 2,1.0,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Both parties,Favorable,About the same,To express opposition to Donald Trump,No,2.0,The Democratic candidate,,Yes,,,,,,,,No,Yes,,,Disapprove,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,104.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,East,,The Democratic candidate,Male,White men,Somewhat serious,Serious,Married men,Suburbs,Suburbs,English,Pennsylvania,White suburban men,,Election day exit poll,,,,Hurt,,,,No,Version 2,,1.51277458667755,,Very important,Important
48432.0,Bob Casey,Tom Wolf,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 2,8.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,3.0,The Democratic candidate,Major changes,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",The economy,No,No,Not so good,Not so good or poor,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,101.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,East,Omit,The Democratic candidate,Female,White women,,,Non married women,Suburbs,Suburbs,English,Pennsylvania,White suburban women,No impact,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,,Version 1,Hillary Clinton,0.681646049022675,No,,
32743.0,Bob Casey,Tom Wolf,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Call 1,9.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,No,4.0,The Democratic candidate,,,,,,,,,,No,,,,,45+,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Something else,Independent Women,All others,Moderate,90.0,Moderate/Liberal Republicans,Moderate Independents,Black,Black,National questionnaire,Black,Non-white,Black,East,,The Democratic candidate,Female,Black women,,,,"Cities 10,000-50,000",Small Cities/Rural,English,Pennsylvania,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,Version 1,Hillary Clinton,1.18749213218689,,,
60563.0,Bob Casey,Tom Wolf,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,Call 3,3.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,1.0,The Democratic candidate,,,,,,,,,The economy,No,Yes,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,128.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Non-white,Black,East,,The Democratic candidate,Female,Black women,Somewhat serious,Serious,Married women,"Cities over 500,000","Cities over 50,000",English,Pennsylvania,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,Version 3,,0.243442744016647,,Very important,Important
40317.0,Bob Casey,Tom Wolf,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,5.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,2.0,The Democratic candidate,Minor changes,No,,,,,,,Health care,No,,,,,45+,18-64,,,,,,,,Moderate,73.0,,,White,White,National questionnaire,White,White,White,East,Politically motivated,The Democratic candidate,Male,White men,,,,Suburbs,Suburbs,English,Pennsylvania,White suburban men,,Election day exit poll,,,,,,,About right,,Version 2,,1.19547939300537,,,
48410.0,Bob Casey,Tom Wolf,45-65,30-59,50-59,45+,50+,45-59,50-64,,,,Complete,Call 2,3.0,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,,,Favorable,Only Democratic Party,Unfavorable,About the same,Donald Trump was not a factor,No,1.0,The Democratic candidate,,Omit,,,,,,,,No,No,,,Disapprove,45+,18-64,Democrat,,,Democratic women,Democrat,Democratic Women,,Liberal,130.0,Liberal Democrats,Liberal Democrats,,,State questionnaire,,,,East,,The Democratic candidate,Female,,Very serious,Serious,Non married women,"Cities over 500,000","Cities over 50,000",English,Pennsylvania,Other,,Election day exit poll,,,,Omit,,,,No,Version 2,,0.232867360115051,,Very important,Important
36261.0,Bob Casey,Tom Wolf,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Not complete,Call 1,17.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,5.0,The Democratic candidate,,,,,,,,,,Yes,Yes,,,,45+,65+,,,,,,,,,11.0,,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,,The Democratic candidate,Female,Latino women,,,Married women,Suburbs,Suburbs,English,Pennsylvania,Other,,Election day exit poll,,,,,,,,,Version 3,,0.818114161491394,,,
48407.0,Bob Casey,Tom Wolf,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,Call 2,18.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Only Democratic Party,Unfavorable,Better,,,5.0,The Democratic candidate,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",,No,,Omit,Omit,,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,16.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Non-white,Black,East,,The Democratic candidate,Female,Black women,,,,"Cities 50,000-500,000","Cities over 50,000",English,Pennsylvania,Other,Hurt,Election day exit poll,,,,Hurt,,,,,Version 4,,0.650181472301483,No,,
60552.0,Bob Casey,Tom Wolf,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,14.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,5.0,The Democratic candidate,Major changes,No,,,,,,,Health care,No,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,77.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,White,East,Politically motivated,The Democratic candidate,Female,White women,,,,Rural,Small Cities/Rural,English,Pennsylvania,Other,,Election day exit poll,,,,,,,About right,,Version 2,,0.47902649641037,,,
60550.0,Bob Casey,Tom Wolf,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Call 3,18.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,5.0,The Democratic candidate,Minor changes,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",The economy,No,No,Not so good,Not so good or poor,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,15.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,East,Politically motivated,The Democratic candidate,Female,Black women,,,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,Pennsylvania,Other,Hurt,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,,Version 1,Hillary Clinton,1.39263784885406,No,,
60548.0,Bob Casey,Tom Wolf,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,5.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,2.0,The Democratic candidate,Major changes,Yes,,,,,,,Health care,No,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,70.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,White,East,Justified,The Democratic candidate,Female,White women,,,,Suburbs,Suburbs,English,Pennsylvania,White suburban women,,Election day exit poll,,,,,,,Too tough,,Version 2,,0.460041731595993,,,
60123.0,Bob Casey,Tom Wolf,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,5.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,No,2.0,The Democratic candidate,,,,,,,,,,No,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,,70.0,,,White,White,National questionnaire,White,White,White,East,,The Democratic candidate,Female,White women,,,,Suburbs,Suburbs,English,Pennsylvania,White suburban women,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,Version 1,Hillary Clinton,0.460041731595993,,,
64593.0,Bob Casey,Tom Wolf,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Call 3,3.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,1.0,The Democratic candidate,Major changes,Yes,,,,,,,Health care,No,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,124.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Non-white,Black,East,Justified,The Democratic candidate,Female,Black women,,,,"Cities over 500,000","Cities over 50,000",English,Pennsylvania,Other,,Election day exit poll,,,,,,,Too tough,,Version 2,,0.469136953353882,,,
48390.0,Bob Casey,Tom Wolf,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 2,4.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Democratic Party,Unfavorable,About the same,,,2.0,The Democratic candidate,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",,No,,Not so good,Not so good or poor,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,111.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,White,East,,The Democratic candidate,Female,White women,,,,Suburbs,Suburbs,English,Pennsylvania,White suburban women,Hurt,Election day exit poll,,,,Hurt,,,,,Version 4,,0.47199085354805,No,,
60532.0,Bob Casey,Tom Wolf,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Call 3,3.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,1.0,The Democratic candidate,Major changes,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",Health care,No,Yes,Not so good,Not so good or poor,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,130.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,East,Justified,The Democratic candidate,Female,Black women,,,Married women,"Cities over 500,000","Cities over 50,000",English,Pennsylvania,Other,No impact,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,,Version 1,Hillary Clinton,0.237119555473328,No,,
47701.0,Bob Casey,Tom Wolf,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,Complete,Call 2,1.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,2.0,The Democratic candidate,Major changes,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",Gun policy,Yes,No,Good,Excellent or good,,45+,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Independent,Independent Women,All others,Moderate,44.0,Moderate/Liberal Republicans,Moderate Independents,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Justified,The Democratic candidate,Female,Latino women,,,Non married women,Suburbs,Suburbs,English,Pennsylvania,Other,Hurt,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,,Version 1,Didn't vote,1.21761512756348,No,,
60527.0,Bob Casey,Tom Wolf,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,1.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,2.0,The Democratic candidate,Minor changes,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",Gun policy,No,Yes,Good,Excellent or good,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,39.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,East,Justified,The Democratic candidate,Male,White men,,,Married men,Suburbs,Suburbs,English,Pennsylvania,White suburban men,No impact,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,,Version 1,Hillary Clinton,1.13776540756226,No,,
48379.0,Bob Casey,Tom Wolf,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 2,8.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,3.0,The Democratic candidate,Major changes,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Health care,No,No,Poor,Not so good or poor,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,101.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,White,East,Politically motivated,The Democratic candidate,Female,White women,,,Non married women,Suburbs,Suburbs,English,Pennsylvania,White suburban women,Hurt,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,,Version 1,Donald Trump,1.24867749214172,Yes,,
60599.0,Bob Casey,Tom Wolf,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,5.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,2.0,The Democratic candidate,Minor changes,Yes,,,,,,,Health care,No,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,70.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,White,East,Politically motivated,The Democratic candidate,Female,White women,,,,Suburbs,Suburbs,English,Pennsylvania,White suburban women,,Election day exit poll,,,,,,,Too tough,,Version 2,,0.460041731595993,,,
48369.0,Bob Casey,Tom Wolf,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 2,1.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,2.0,The Democratic candidate,Major changes,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",Health care,No,Yes,Good,Excellent or good,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,104.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,East,Justified,The Democratic candidate,Male,White men,,,Married men,Suburbs,Suburbs,English,Pennsylvania,White suburban men,Hurt,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,,Version 1,Hillary Clinton,1.51277458667755,No,,
60083.0,Bob Casey,Tom Wolf,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,,Complete,Call 3,9.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,3.0,The Democratic candidate,,,,,,,,,Health care,Yes,Yes,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,All others,Moderate,33.0,Conservative Republicans,Mod./Liberal Republicans,Other,,National questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,,The Democratic candidate,Male,Latino men,Very serious,Serious,Married men,"Cities 50,000-500,000","Cities over 50,000",English,Pennsylvania,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Somewhat disapprove,,,Version 3,,0.757534384727478,,Somewhat important,Important
60514.0,Bob Casey,Tom Wolf,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 3,5.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,2.0,The Democratic candidate,,,,,,,,,Health care,No,No,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,70.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,White,East,,The Democratic candidate,Male,White men,Somewhat serious,Serious,Non married men,Suburbs,Suburbs,English,Pennsylvania,White suburban men,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,Version 3,,0.484466314315796,,Very important,Important
48366.0,Bob Casey,Tom Wolf,,,,,,,,,,,Complete,Call 2,17.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,5.0,The Democratic candidate,Major changes,Yes,,,,,,,Health care,Yes,,,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,11.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Black,National questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Justified,The Democratic candidate,Male,Latino men,,,,Suburbs,Suburbs,English,Pennsylvania,Other,,Election day exit poll,,,,,,,Too tough,,Version 2,,0.758264482021332,,,
48058.0,Bob Casey,Tom Wolf,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,Call 2,18.0,The Democratic Party,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Favorable,Only Democratic Party,Unfavorable,Better,To express opposition to Donald Trump,No,5.0,The Democratic candidate,,Yes,,,,,,,,No,No,,,Approve,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,15.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,East,,The Democratic candidate,Male,Black men,Very serious,Serious,Non married men,"Cities 50,000-500,000","Cities over 50,000",English,Pennsylvania,Other,,Election day exit poll,,,,Hurt,,,,No,Version 2,,1.61312615871429,,Very important,Important
60510.0,Bob Casey,Tom Wolf,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,18.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,,5.0,The Democratic candidate,Major changes,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Health care,No,No,Not so good,Not so good or poor,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,15.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,East,Justified,The Democratic candidate,Male,White men,,,Non married men,"Cities 50,000-500,000","Cities over 50,000",English,Pennsylvania,Other,Hurt,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,,Version 1,Hillary Clinton,1.48640704154968,Yes,,
60508.0,Bob Casey,Tom Wolf,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 3,8.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Democratic Party,Unfavorable,About the same,,,3.0,The Democratic candidate,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",,No,,Good,Excellent or good,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Moderate,103.0,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,White,White,White,East,,The Democratic candidate,Male,White men,,,,Suburbs,Suburbs,English,Pennsylvania,White suburban men,Hurt,Election day exit poll,,,,No impact,,,,,Version 4,,0.218831315636635,No,,
48358.0,Bob Casey,Tom Wolf,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,All others,Latino 65+,Complete,Call 2,18.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,5.0,The Democratic candidate,Minor changes,Omit,,,,,,,Health care,No,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent men,Independent,Independent Men,All others,Moderate,16.0,Moderate/Liberal Republicans,Moderate Independents,Other,Other,National questionnaire,Other,Non-white,Other,East,Omit,The Democratic candidate,Male,All other races,,,,"Cities 50,000-500,000","Cities over 50,000",English,Pennsylvania,Other,,Election day exit poll,,,,,,,Omit,,Version 2,,0.354205459356308,,,
36208.0,Bob Casey,Tom Wolf,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,3.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,No,1.0,The Democratic candidate,,,,,,,,,,No,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,128.0,Moderate/Liberal Republicans,Conservative Independents,White,White,National questionnaire,White,White,White,East,,The Democratic candidate,Male,White men,,,,"Cities over 500,000","Cities over 50,000",English,Pennsylvania,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,Version 1,Hillary Clinton,0.333056539297104,,,
