ID,SENMS18,SEN2MS18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CONTROLSEN,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVDEM2,FAVPARTY,FAVREP2,FINSIT2,FORTRUMPS,FTVOTER18,GEOCODE,HEALTHCARE18,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,LATINO,MARRIED,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACEFACTOR,REGION,RUNOFFMS18,RUSSIA18,SEN,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18SEN,TIME18SENMONTH,TIME18SENWEEK,TRADE18,TRUMP2,TRUMP4,TRUMPIMM,VERSION,VOTE2016,WEIGHT,WHNCLINC,WOMEN,WOMEN2,ZIPCODE
67671.0,Roger Wicker,Chris McDaniel,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 3,4.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Only Republican Party,Favorable,About the same,To express support for Donald Trump,No,2.0,,No,,,,,,,,No,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,57.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,Minorities are favored over whites,South,Cindy Hyde-Smith,,The Republican candidate,Male,White men,Not too serious,Not serious,,Rural,Small Cities/Rural, Mississippi,Other,,Election day exit poll,,,,,Strongly or somewhat approve,Strongly approve,,Version 2,,0.878527998924255,,Not too important,Not important,39437.0
41272.0,Roger Wicker,Chris McDaniel,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,4.0,The Republican Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Only Republican Party,Favorable,Better,To express support for Donald Trump,No,2.0,,No,,,,,,,,No,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,21.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,Minorities are favored over whites,South,Cindy Hyde-Smith,,The Republican candidate,Female,White women,Not too serious,Not serious,,Suburbs,Suburbs, Mississippi,White suburban women,,Election day exit poll,,,,,Strongly or somewhat approve,Strongly approve,,Version 2,,0.568814754486084,,Not too important,Not important,39465.0
62507.0,Roger Wicker,Chris McDaniel,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,4.0,The Republican Party,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Only Republican Party,Favorable,Better,Donald Trump was not a factor,No,2.0,,No,,,,,,,,No,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,55.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,No group is favored,South,Cindy Hyde-Smith,,The Republican candidate,Female,White women,Very serious,Serious,,Rural,Small Cities/Rural, Mississippi,Other,,Election day exit poll,,,,,Strongly or somewhat approve,Strongly approve,,Version 2,,0.772983312606812,,Very important,Important,39440.0
67879.0,Roger Wicker,Chris McDaniel,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 3,4.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,2.0,Major changes,,,,,,,,Health care,No,No,Not so good,Not so good or poor,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,57.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,,South,,Omit,The Republican candidate,Female,White women,,,Non married women,Rural,Small Cities/Rural, Mississippi,Other,No impact,Election day exit poll,In the last few days,In the last month,In the last week,Omit,Strongly or somewhat approve,Somewhat approve,About right,Version 1,Didn't vote,0.608495712280273,,,,39437.0
48988.0,Roger Wicker,Chris McDaniel,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 2,4.0,The Republican Party,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Unfavorable,Only Republican Party,Favorable,Better,To express support for Donald Trump,No,2.0,,No,,,,,,,,No,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,55.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,No group is favored,South,Would not vote in U.S. Senate runoff,,The Republican candidate,Male,White men,Somewhat serious,Serious,,Rural,Small Cities/Rural, Mississippi,Other,,Election day exit poll,,,,,Strongly or somewhat approve,Strongly approve,,Version 2,,1.19386410713196,,Somewhat important,Important,39440.0
62876.0,Roger Wicker,Chris McDaniel,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,1.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,3.0,Major changes,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",The economy,No,Yes,Excellent,Excellent or good,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,109.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,,South,,Politically motivated,The Republican candidate,Male,White men,,,Married men,Rural,Small Cities/Rural, Mississippi,Other,Helped,Election day exit poll,Before that,Before that,Before that,Helped,Strongly or somewhat approve,Somewhat approve,Not tough enough,Version 1,Donald Trump,1.17284417152405,Yes,,,39750.0
67595.0,Roger Wicker,Chris McDaniel,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 3,4.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,2.0,Major changes,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Immigration,No,No,Good,Excellent or good,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,57.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,,South,,Politically motivated,The Republican candidate,Male,White men,,,Non married men,Rural,Small Cities/Rural, Mississippi,Other,Helped,Election day exit poll,Before that,Before that,Before that,Omit,Strongly or somewhat approve,Strongly approve,Not tough enough,Version 1,Donald Trump,0.493171155452728,No,,,39437.0
62482.0,Roger Wicker,Chris McDaniel,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,3.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,2.0,Major changes,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The economy,No,Yes,Good,Excellent or good,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,95.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,,South,,Politically motivated,The Republican candidate,Male,White men,,,Married men,Suburbs,Suburbs, Mississippi,White suburban men,No impact,Election day exit poll,Before that,Before that,Before that,No impact,Strongly or somewhat approve,Somewhat approve,Not tough enough,Version 1,Donald Trump,0.704233884811401,No,,,39047.0
62259.0,Roger Wicker,Chris McDaniel,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 3,4.0,The Republican Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,Only Republican Party,Favorable,Better,To express support for Donald Trump,No,2.0,,No,,,,,,,,No,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,55.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,No group is favored,South,Cindy Hyde-Smith,,The Republican candidate,Male,White men,Not too serious,Not serious,,Rural,Small Cities/Rural, Mississippi,Other,,Election day exit poll,,,,,Strongly or somewhat approve,Strongly approve,,Version 2,,1.19386410713196,,Somewhat important,Important,39440.0
64392.0,Roger Wicker,Chris McDaniel,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,3.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Only Republican Party,Favorable,Better,,,2.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",,No,,Good,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,98.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,White,,South,,,The Republican candidate,Male,White men,,,,Suburbs,Suburbs, Mississippi,White suburban men,Helped,Election day exit poll,,,,Helped,,,,Version 4,,0.578293263912201,No,,,39042.0
64387.0,Roger Wicker,Chris McDaniel,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,4.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,2.0,Major changes,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Immigration,No,No,Good,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,21.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,,South,,Justified,The Republican candidate,Female,White women,,,Non married women,Suburbs,Suburbs, Mississippi,White suburban women,Helped,Election day exit poll,Before that,Before that,Before that,Helped,Strongly or somewhat approve,Strongly approve,Not tough enough,Version 1,Donald Trump,0.783870398998261,Yes,,,39465.0
48933.0,Roger Wicker,Chris McDaniel,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,Complete,Call 2,1.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,3.0,Major changes,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",Gun policy,Yes,Yes,Excellent,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,All others,Conservative,65.0,Independent/Something else,Conservative Republicans,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,South,,Politically motivated,The Republican candidate,Male,Latino men,,,Married men,Rural,Small Cities/Rural, Mississippi,Other,No impact,Election day exit poll,Before that,Before that,Before that,No impact,Strongly or somewhat approve,Strongly approve,About right,Version 1,Donald Trump,0.765764236450195,No,,,38801.0
48914.0,Roger Wicker,Chris McDaniel,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 2,1.0,The Republican Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Only Republican Party,Favorable,Better,To express support for Donald Trump,No,3.0,,No,,,,,,,,No,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,1.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,Minorities are favored over whites,South,Cindy Hyde-Smith,,The Republican candidate,Male,White men,Not at all serious,Not serious,,Rural,Small Cities/Rural, Mississippi,Other,,Election day exit poll,,,,,Strongly or somewhat approve,Strongly approve,,Version 2,,0.810071289539337,,Not too important,Not important,38834.0
40385.0,Roger Wicker,Chris McDaniel,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,4.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,2.0,Major changes,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Immigration,No,Yes,Good,Excellent or good,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,57.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,,South,,Politically motivated,The Republican candidate,Female,White women,,,Married women,Rural,Small Cities/Rural, Mississippi,Other,Helped,Election day exit poll,Before that,Before that,Before that,Helped,Strongly or somewhat approve,Strongly approve,About right,Version 1,Donald Trump,1.08396553993225,No,,,39437.0
41085.0,Roger Wicker,Chris McDaniel,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,4.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Only Republican Party,Favorable,About the same,Donald Trump was not a factor,No,2.0,,Omit,,,,,,,,No,,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,57.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,White,Minorities are favored over whites,South,Cindy Hyde-Smith,,The Republican candidate,Male,White men,Not too serious,Not serious,,Rural,Small Cities/Rural, Mississippi,Other,,Election day exit poll,,,,,Strongly or somewhat approve,Strongly approve,,Version 2,,0.878527998924255,,Somewhat important,Important,39437.0
60471.0,Roger Wicker,Chris McDaniel,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,4.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Only Republican Party,Favorable,About the same,Donald Trump was not a factor,No,2.0,,No,,,,,,,,No,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,57.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,No group is favored,South,Would not vote in U.S. Senate runoff,,The Republican candidate,Female,White women,Very serious,Serious,,Rural,Small Cities/Rural, Mississippi,Other,,Election day exit poll,,,,,Strongly or somewhat approve,Strongly approve,,Version 2,,0.568814754486084,,Not too important,Not important,39437.0
39220.0,Roger Wicker,Chris McDaniel,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,1.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,3.0,No changes at all,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The economy,No,No,Excellent,Excellent or good,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,1.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,,South,,Politically motivated,The Republican candidate,Female,White women,,,Non married women,Rural,Small Cities/Rural, Mississippi,Other,No impact,Election day exit poll,Before that,Before that,Before that,No impact,Strongly or somewhat approve,Strongly approve,Not tough enough,Version 1,Donald Trump,0.999500751495361,No,,,38834.0
41151.0,Roger Wicker,Chris McDaniel,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,4.0,The Republican Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Omit,Omit,Favorable,Better,Omit,No,2.0,,No,,,,,,,,No,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,21.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,White,Omit,South,Would not vote in U.S. Senate runoff,,The Republican candidate,Female,White women,Very serious,Serious,,Suburbs,Suburbs, Mississippi,White suburban women,,Election day exit poll,,,,,Strongly or somewhat approve,Strongly approve,,Version 2,,0.783870398998261,,Very important,Important,39465.0
48867.0,Roger Wicker,Chris McDaniel,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 2,4.0,The Republican Party,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Only Republican Party,Favorable,About the same,Donald Trump was not a factor,No,2.0,,No,,,,,,,,No,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,57.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,No group is favored,South,Cindy Hyde-Smith,,The Republican candidate,Female,White women,Very serious,Serious,,Rural,Small Cities/Rural, Mississippi,Other,,Election day exit poll,,,,,Strongly or somewhat approve,Strongly approve,,Version 2,,0.608495712280273,,Not too important,Not important,39437.0
47745.0,Roger Wicker,Chris McDaniel,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,3.0,The Republican Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Only Republican Party,Favorable,Better,To express support for Donald Trump,Yes,2.0,,No,,,,,,,,No,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,99.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,Minorities are favored over whites,South,Cindy Hyde-Smith,,The Republican candidate,Female,White women,Very serious,Serious,,Rural,Small Cities/Rural, Mississippi,Other,,Election day exit poll,,,,,Strongly or somewhat approve,Strongly approve,,Version 2,,0.834917187690735,,Very important,Important,39074.0
39193.0,Roger Wicker,Chris McDaniel,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,3.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,2.0,Minor changes,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Immigration,No,Yes,Good,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Moderate,93.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,White,,South,,Politically motivated,The Republican candidate,Male,White men,,,Married men,Suburbs,Suburbs, Mississippi,White suburban men,Helped,Election day exit poll,Before that,Before that,Before that,Helped,Strongly or somewhat approve,Strongly approve,About right,Version 1,Donald Trump,0.739457011222839,No,,,39232.0
48839.0,Roger Wicker,Chris McDaniel,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 2,4.0,The Republican Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Only Republican Party,Favorable,About the same,Donald Trump was not a factor,No,2.0,,No,,,,,,,,No,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,55.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,No group is favored,South,Cindy Hyde-Smith,,The Republican candidate,Female,White women,Somewhat serious,Serious,,Rural,Small Cities/Rural, Mississippi,Other,,Election day exit poll,,,,,Strongly or somewhat approve,Strongly approve,,Version 2,,0.775653779506683,,Not too important,Not important,39440.0
62355.0,Roger Wicker,Chris McDaniel,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 3,3.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Only Republican Party,Favorable,Better,Donald Trump was not a factor,No,2.0,,No,,,,,,,,No,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,95.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,No group is favored,South,Mike Espy,,The Republican candidate,Female,White women,Somewhat serious,Serious,,Suburbs,Suburbs, Mississippi,White suburban women,,Election day exit poll,,,,,Strongly or somewhat approve,Somewhat approve,,Version 2,,0.871915876865387,,Somewhat important,Important,39047.0
51609.0,Roger Wicker,Chris McDaniel,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 2,4.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,2.0,Major changes,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,No,Yes,Good,Excellent or good,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,57.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,,South,,Politically motivated,The Republican candidate,Female,White women,,,Married women,Rural,Small Cities/Rural, Mississippi,Other,No impact,Election day exit poll,In the last few days,In the last month,In the last week,No impact,Strongly or somewhat approve,Somewhat approve,Too tough,Version 1,Donald Trump,0.568814754486084,No,,,39437.0
60419.0,Roger Wicker,Chris McDaniel,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 3,4.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Only Republican Party,Favorable,Better,Donald Trump was not a factor,No,2.0,,No,,,,,,,,No,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,57.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,White,No group is favored,South,Cindy Hyde-Smith,,The Republican candidate,Female,White women,Somewhat serious,Serious,,Rural,Small Cities/Rural, Mississippi,Other,,Election day exit poll,,,,,Strongly or somewhat approve,Somewhat approve,,Version 2,,0.441554307937622,,Somewhat important,Important,39437.0
41108.0,Roger Wicker,Chris McDaniel,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,4.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Only Republican Party,Favorable,Better,To express support for Donald Trump,No,2.0,,No,,,,,,,,No,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,57.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,No group is favored,South,Cindy Hyde-Smith,,The Republican candidate,Male,White men,Not too serious,Not serious,,Rural,Small Cities/Rural, Mississippi,Other,,Election day exit poll,,,,,Strongly or somewhat approve,Strongly approve,,Version 2,,0.878527998924255,,Somewhat important,Important,39437.0
64278.0,Roger Wicker,Chris McDaniel,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,3.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Only Republican Party,Favorable,Better,,,2.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",,No,,Good,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,98.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,White,,South,,,The Republican candidate,Female,White women,,,,Suburbs,Suburbs, Mississippi,White suburban women,No impact,Election day exit poll,,,,No impact,,,,Version 4,,0.713523089885712,No,,,39042.0
62343.0,Roger Wicker,Chris McDaniel,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,4.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,2.0,Major changes,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Immigration,No,Yes,Good,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,55.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,,South,,Politically motivated,The Republican candidate,Male,White men,,,Married men,Rural,Small Cities/Rural, Mississippi,Other,Helped,Election day exit poll,Before that,Before that,Before that,Helped,Strongly or somewhat approve,Somewhat approve,About right,Version 1,Donald Trump,0.863343596458435,No,,,39440.0
67423.0,Roger Wicker,Chris McDaniel,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 3,4.0,The Republican Party,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Only Republican Party,Favorable,About the same,Donald Trump was not a factor,No,2.0,,No,,,,,,,,No,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,57.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,No group is favored,South,Cindy Hyde-Smith,,The Republican candidate,Female,White women,Not too serious,Not serious,,Rural,Small Cities/Rural, Mississippi,Other,,Election day exit poll,,,,,Strongly or somewhat approve,Strongly approve,,Version 2,,0.608495712280273,,Not too important,Not important,39437.0
63998.0,Roger Wicker,Chris McDaniel,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 3,1.0,The Republican Party,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Only Republican Party,Favorable,Better,To express support for Donald Trump,Yes,3.0,,No,,,,,,,,No,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,,109.0,,,White,White,State questionnaire,White,White,White,Omit,South,Cindy Hyde-Smith,,The Republican candidate,Female,White women,Omit,Omit,,Rural,Small Cities/Rural, Mississippi,Other,,Election day exit poll,,,,,Strongly or somewhat approve,Strongly approve,,Version 2,,1.45210480690002,,Not too important,Not important,39750.0
70017.0,Roger Wicker,Chris McDaniel,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,1.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,,3.0,,,,,,,,,Health care,No,No,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Moderate,14.0,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,White,White,White,,South,,,The Republican candidate,Male,White men,Very serious,Serious,Non married men,Suburbs,Suburbs, Mississippi,White suburban men,,Election day exit poll,,,,,Strongly or somewhat approve,Strongly approve,,Version 3,,1.9763263463974,,Somewhat important,Important,38637.0
