ID,SENMT18,HOUMT18,ABORTION18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,CONTROLHOUSE,CONTROLSEN,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVDEM2,FAVGIANFORTE,FAVHOUMT18,FAVMCONL,FAVPARTY,FAVPELOSI,FAVREP2,FAVROSENDALE,FAVSENMT18,FAVTESTER,FAVWILLIAMS,FINSIT2,FORTRUMPS,FTVOTER18,GEOCODE,GUNOWNER12,HEALTHCARE18,HEALTHPRE18,HOU,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,KAVMT18,KAVMT18A,KAVMT18B,LATINO,MARRIED,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,QUALSEN18,RACE,RACE2B,RACEAI,REGION,ROSENDALELIB,RUSSIA18,SEN,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TESTERLIB,TIME18SEN,TIME18SENMONTH,TIME18SENWEEK,TRADE18,TRUMP2,TRUMP4,TRUMPIMM,VERSION,VOTE2016,WEIGHT,WHNCLINC,WHTEVANG,WOMEN,WOMEN2
41201.0,Matt Rosendale,Greg Gianforte,Keep it as is,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 1,1.0,The Republican Party,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Favorable,Only Greg Gianforte,Favorable,,Unfavorable,,,,,Unfavorable,,,,2.0,,,The Republican Party,The Republican candidate,,,,,,,,,An important factor,Important,A factor,No,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,67.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,Shares my view of government,White,White,White,West,About right,,The Republican candidate,Male,White men,,,,Suburbs,Suburbs,Montana,White suburban men,,Election day exit poll,Too liberal,,,,,,,,Version 3,,0.317918241024017,,White Born-again/Evangelical Christians,,
41212.0,Matt Rosendale,Greg Gianforte,Omit,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 1,1.0,The Republican Party,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,Favorable,Omit,Omit,,Unfavorable,,,,,Omit,,,,3.0,,,The Republican Party,The Republican candidate,,,,,,,,,Omit,Omit,Omit,No,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,41.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,Shares my view of government,White,White,White,West,About right,,The Republican candidate,Female,White women,,,,Rural,Small Cities/Rural,Montana,Other,,Election day exit poll,Too liberal,,,,,,,,Version 3,,0.269658952951431,,All others,,
41219.0,Matt Rosendale,Greg Gianforte,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,1.0,,The Republican Party,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,,,,Only Republican Party,,Favorable,Favorable,Only Matt Rosendale,Unfavorable,,Better,To express support for Donald Trump,No,4.0,,,,The Republican candidate,No,,,,,,,,,,,No,Yes,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,96.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,,White,White,White,West,,,The Republican candidate,Male,White men,Somewhat serious,Serious,Married men,Rural,Small Cities/Rural,Montana,Other,,Election day exit poll,,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,0.41677126288414,,,Somewhat important,Important
41239.0,Matt Rosendale,Greg Gianforte,Keep it as is,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 1,1.0,The Republican Party,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,Favorable,Only Greg Gianforte,Unfavorable,,Unfavorable,,,,,Unfavorable,,,,2.0,,,The Republican Party,The Republican candidate,,,,,,,,,Omit,Omit,Omit,No,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,67.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,Shares my view of government,White,White,White,West,About right,,The Republican candidate,Female,White women,,,,Suburbs,Suburbs,Montana,White suburban women,,Election day exit poll,Too liberal,,,,,,,,Version 3,,0.237792074680328,,All others,,
41241.0,Matt Rosendale,Greg Gianforte,Overturn it,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,1.0,The Republican Party,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,Favorable,Only Greg Gianforte,Unfavorable,,Unfavorable,,,,,Unfavorable,,,,1.0,,,The Republican Party,The Republican candidate,,,,,,,,,An important factor,Important,A factor,No,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,24.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,Is my party's candidate,White,White,White,West,Too conservative,,The Republican candidate,Male,White men,,,,Rural,Small Cities/Rural,Montana,Other,,Election day exit poll,Too liberal,,,,,,,,Version 3,,0.392641514539719,,White Born-again/Evangelical Christians,,
41249.0,Matt Rosendale,Greg Gianforte,,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 1,1.0,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,,,,2.0,No,Minor changes,,The Republican candidate,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,,,,No,Yes,Excellent,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,60.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,West,,Politically motivated,The Republican candidate,Female,White women,,,Married women,Suburbs,Suburbs,Montana,White suburban women,Helped,Election day exit poll,,Before that,Before that,Before that,,Strongly or somewhat approve,Strongly approve,About right,Version 1,Donald Trump,0.341143131256104,No,,,
41259.0,Matt Rosendale,Greg Gianforte,Keep it as is,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No,Call 1,1.0,The Republican Party,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Favorable,Omit,Favorable,,Unfavorable,,,,,Omit,,,,3.0,,,The Republican Party,The Republican candidate,,,,,,,,,An important factor,Important,A factor,No,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,41.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,Shares my view of government,White,White,White,West,About right,,The Republican candidate,Male,White men,,,,Rural,Small Cities/Rural,Montana,Other,,Election day exit poll,Too liberal,,,,,,,,Version 3,,0.558858871459961,,All others,,
41278.0,Matt Rosendale,Greg Gianforte,,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 1,1.0,,The Republican Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,,,,Only Republican Party,,Favorable,Favorable,Only Matt Rosendale,Unfavorable,,Better,To express support for Donald Trump,Yes,1.0,,,,The Republican candidate,No,,,,,,,,,,,No,No,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,24.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,West,,,The Republican candidate,Male,White men,Somewhat serious,Serious,Non married men,Rural,Small Cities/Rural,Montana,Other,,Election day exit poll,,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,0.298559665679932,,,Somewhat important,Important
41306.0,Matt Rosendale,Greg Gianforte,Keep it as is,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 1,1.0,The Republican Party,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,Favorable,Only Greg Gianforte,Favorable,,Unfavorable,,,,,Unfavorable,,,,3.0,,,The Republican Party,The Republican candidate,,,,,,,,,A minor factor,Not important,A factor,No,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,41.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,Cares about people like me,White,White,White,West,About right,,The Republican candidate,Female,White women,,,,Rural,Small Cities/Rural,Montana,Other,,Election day exit poll,Too liberal,,,,,,,,Version 3,,0.269658952951431,,White Born-again/Evangelical Christians,,
41323.0,Matt Rosendale,Greg Gianforte,,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 1,1.0,,The Republican Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,,,,Only Republican Party,,Favorable,Favorable,Only Matt Rosendale,Unfavorable,,About the same,To express support for Donald Trump,No,1.0,,,,The Republican candidate,No,,,,,,,,,,,No,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,Independent Men,White Independent,Conservative,28.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,,White,White,White,West,,,The Republican candidate,Male,White men,Somewhat serious,Serious,Non married men,Rural,Small Cities/Rural,Montana,Other,,Election day exit poll,,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,0.474270313978195,,,Somewhat important,Important
41324.0,Matt Rosendale,Greg Gianforte,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,1.0,,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,,,,,1.0,Yes,Minor changes,,The Republican candidate,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",Immigration,,,,No,Yes,Excellent,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,24.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,,White,White,White,West,,Politically motivated,The Republican candidate,Male,White men,,,Married men,Rural,Small Cities/Rural,Montana,Other,Helped,Election day exit poll,,In the last week,In the last month,In the last week,,Strongly or somewhat disapprove,Somewhat disapprove,About right,Version 1,Other,0.423948436975479,No,,,
41329.0,Matt Rosendale,Greg Gianforte,Overturn it,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,1.0,The Republican Party,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Favorable,Only Greg Gianforte,Unfavorable,,Unfavorable,,,,,Unfavorable,,,,3.0,,,The Republican Party,The Republican candidate,,,,,,,,,A minor factor,Not important,A factor,No,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,1.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,Shares my view of government,White,White,White,West,About right,,The Republican candidate,Male,White men,,,,Rural,Small Cities/Rural,Montana,Other,,Election day exit poll,Too liberal,,,,,,,,Version 3,,0.349429965019226,,White Born-again/Evangelical Christians,,
41343.0,Matt Rosendale,Greg Gianforte,,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes,Call 1,1.0,,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,,,,,,,2.0,No,,The Republican Party,The Republican candidate,,,,,,,,The economy,,,,No,Yes,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,51.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,,White,White,White,West,,,The Republican candidate,Female,White women,Not at all serious,Not serious,Married women,Rural,Small Cities/Rural,Montana,Other,,Election day exit poll,,,,,,Strongly or somewhat approve,Strongly approve,,Version 3,,0.320108294487,,White Born-again/Evangelical Christians,Not at all important,Not important
41353.0,Matt Rosendale,Greg Gianforte,,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 1,1.0,,The Republican Party,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,,,,Only Republican Party,,Favorable,Favorable,Only Matt Rosendale,Unfavorable,,Better,To express support for Donald Trump,Yes,2.0,,,,The Republican candidate,No,,,,,,,,,,,No,No,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,Independent Men,White Independent,Conservative,67.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,,White,White,White,West,,,The Republican candidate,Male,White men,Somewhat serious,Serious,Non married men,Suburbs,Suburbs,Montana,White suburban men,,Election day exit poll,,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,0.223889410495758,,,Somewhat important,Important
41355.0,Matt Rosendale,Greg Gianforte,,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Not complete,,Call 1,1.0,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,,,,,3.0,,,,The Republican candidate,,,,,,,,,,,,No,,Not so good,Not so good or poor,45+,18-64,,,,,,,,,34.0,,,White,White,State questionnaire,,White,White,White,West,,,The Republican candidate,Male,White men,,,,Rural,Small Cities/Rural,Montana,Other,,Election day exit poll,,Omit,Omit,Omit,,,,,Version 1,,0.264974057674408,,,,
41370.0,Matt Rosendale,Greg Gianforte,Overturn it,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 1,1.0,The Republican Party,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Only Greg Gianforte,Unfavorable,,Omit,,,,,Unfavorable,,,,3.0,,,The Republican Party,The Republican candidate,,,,,,,,,An important factor,Important,A factor,No,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,41.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,Cares about people like me,White,White,White,West,About right,,The Republican candidate,Female,White women,,,,Rural,Small Cities/Rural,Montana,Other,,Election day exit poll,Too liberal,,,,,,,,Version 3,,0.291159987449646,,White Born-again/Evangelical Christians,,
41372.0,Matt Rosendale,Greg Gianforte,Overturn it,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,1.0,The Republican Party,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,Favorable,Only Greg Gianforte,Favorable,,Unfavorable,,,,,Unfavorable,,,,1.0,,,The Republican Party,The Republican candidate,,,,,,,,,An important factor,Important,A factor,No,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,24.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,Is my party's candidate,White,White,White,West,About right,,The Republican candidate,Female,White women,,,,Rural,Small Cities/Rural,Montana,Other,,Election day exit poll,Too liberal,,,,,,,,Version 3,,0.317099064588547,,White Born-again/Evangelical Christians,,
41388.0,Matt Rosendale,Greg Gianforte,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,1.0,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,,,,,4.0,Yes,Major changes,,The Republican candidate,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Immigration,,,,No,Yes,Good,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,96.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,West,,Politically motivated,The Republican candidate,Male,White men,,,Married men,Rural,Small Cities/Rural,Montana,Other,Helped,Election day exit poll,,Before that,Before that,Before that,,Strongly or somewhat approve,Somewhat approve,Not tough enough,Version 1,Donald Trump,0.450002163648605,No,,,
41397.0,Matt Rosendale,Greg Gianforte,Overturn it,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 1,1.0,The Republican Party,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Only Greg Gianforte,Favorable,,Unfavorable,,,,,Unfavorable,,,,3.0,,,The Republican Party,The Republican candidate,,,,,,,,,Not a factor at all,Not important,Not a factor,No,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Conservative,34.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,Shares my view of government,White,White,White,West,About right,,The Republican candidate,Female,White women,,,,Rural,Small Cities/Rural,Montana,Other,,Election day exit poll,Too liberal,,,,,,,,Version 3,,0.213994264602661,,All others,,
41408.0,Matt Rosendale,Greg Gianforte,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete,No,Call 1,1.0,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,,,,,,,,,,,,,,,,3.0,,,The Republican Party,The Republican candidate,,,,,,,,,,,,No,,,,45+,65+,,,,,,,,,41.0,,,White,White,State questionnaire,,White,White,White,West,,,The Republican candidate,,,,,,Rural,Small Cities/Rural,Montana,Other,,Election day exit poll,,,,,,,,,Version 3,,0.516861915588379,,All others,,
41417.0,Matt Rosendale,Greg Gianforte,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,1.0,,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,,,,,,,1.0,Yes,Major changes,,The Republican candidate,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Immigration,,,,No,No,Good,Excellent or good,45+,18-64,,,,,,,,Conservative,28.0,,,White,White,State questionnaire,,White,White,White,West,,Politically motivated,The Republican candidate,Female,White women,,,Non married women,Rural,Small Cities/Rural,Montana,Other,Helped,Election day exit poll,,Before that,Before that,Before that,,Strongly or somewhat approve,Strongly approve,Not tough enough,Version 1,Omit,0.247090175747871,Yes,,,
41419.0,Matt Rosendale,Greg Gianforte,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,,Call 1,1.0,,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Unfavorable,,,,Only Republican Party,,Favorable,Favorable,Only Matt Rosendale,Unfavorable,,Better,To express support for Donald Trump,No,1.0,,,,The Republican candidate,No,,,,,,,,,,,No,Yes,,,45+,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent men,Independent,Independent Men,All others,Conservative,24.0,Moderate/Liberal Republicans,Conservative Independents,Other,American Indian,State questionnaire,,Other,Non-white,American Indian,West,,,The Republican candidate,Male,All other races,Not too serious,Not serious,Married men,Rural,Small Cities/Rural,Montana,Other,,Election day exit poll,,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,0.478197693824768,,,Not at all important,Not important
41424.0,Matt Rosendale,Greg Gianforte,Keep it as is,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,No,Call 1,1.0,The Republican Party,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Favorable,Only Greg Gianforte,Unfavorable,,Unfavorable,,,,,Unfavorable,,,,3.0,,,The Republican Party,The Republican candidate,,,,,,,,,An important factor,Important,A factor,Yes,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,All others,Conservative,31.0,Independent/Something else,Conservative Republicans,Other,Hispanic/Latino,State questionnaire,Shares my view of government,Hispanic/Latino,Non-white,Hispanic/Latino,West,About right,,The Republican candidate,Male,Latino men,,,,Rural,Small Cities/Rural,Montana,Other,,Election day exit poll,Too liberal,,,,,,,,Version 3,,0.4342260658741,,All others,,
41433.0,Matt Rosendale,Greg Gianforte,Overturn it,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,All others,All others,Complete,No,Call 1,1.0,The Republican Party,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Only Greg Gianforte,Favorable,,Unfavorable,,,,,Unfavorable,,,,3.0,,,The Republican Party,The Republican candidate,,,,,,,,,An important factor,Important,A factor,No,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent men,Something else,Independent Men,All others,Conservative,34.0,Moderate/Liberal Republicans,Conservative Independents,Other,Other,State questionnaire,Shares my view of government,Other,Non-white,Other,West,About right,,The Republican candidate,Male,All other races,,,,Rural,Small Cities/Rural,Montana,Other,,Election day exit poll,Too liberal,,,,,,,,Version 3,,0.285448998212814,,All others,,
41472.0,Matt Rosendale,Greg Gianforte,,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 1,1.0,,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,,,,,,,1.0,Yes,Minor changes,,The Republican candidate,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The economy,,,,No,,Good,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,28.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,,White,White,White,West,,Politically motivated,The Republican candidate,Female,White women,,,,Rural,Small Cities/Rural,Montana,Other,No impact,Election day exit poll,,Before that,Before that,Before that,,Strongly or somewhat approve,Strongly approve,About right,Version 1,Donald Trump,0.383022874593735,No,,,
41480.0,Matt Rosendale,Greg Gianforte,,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,1.0,,The Republican Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,,,,Only Republican Party,,Favorable,Favorable,Only Matt Rosendale,Unfavorable,,Better,To express support for Donald Trump,No,3.0,,,,The Republican candidate,No,,,,,,,,,,,No,Yes,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,31.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,West,,,The Republican candidate,Female,White women,Not too serious,Not serious,Married women,Rural,Small Cities/Rural,Montana,Other,,Election day exit poll,,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,0.310899645090103,,,Somewhat important,Important
41484.0,Matt Rosendale,Greg Gianforte,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,1.0,,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,,,,,,,,,,3.0,Yes,Major changes,,The Republican candidate,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Immigration,,,,No,Yes,Not so good,Not so good or poor,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,34.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,West,,Justified,The Republican candidate,Male,White men,,,Married men,Rural,Small Cities/Rural,Montana,Other,Helped,Election day exit poll,,In the last few days,In the last month,In the last week,,Strongly or somewhat approve,Strongly approve,Not tough enough,Version 1,Donald Trump,0.24540676176548,No,,,
41487.0,Matt Rosendale,Greg Gianforte,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,1.0,,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,,,,2.0,Yes,Major changes,,The Republican candidate,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The economy,,,,No,Yes,Excellent,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,Independent Women,White Independent,Conservative,67.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,,White,White,White,West,,Politically motivated,The Republican candidate,Female,White women,,,Married women,Suburbs,Suburbs,Montana,White suburban women,Helped,Election day exit poll,,Before that,Before that,Before that,,Strongly or somewhat approve,Strongly approve,About right,Version 1,Donald Trump,0.256752222776413,No,,,
41488.0,Matt Rosendale,Greg Gianforte,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,1.0,,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,,,,2.0,Yes,Major changes,,The Republican candidate,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The economy,,,,No,Yes,Excellent,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,Independent Women,White Independent,Conservative,67.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,,White,White,White,West,,Politically motivated,The Republican candidate,Female,White women,,,Married women,Suburbs,Suburbs,Montana,White suburban women,Helped,Election day exit poll,,Before that,Before that,Before that,,Strongly or somewhat approve,Strongly approve,About right,Version 1,Donald Trump,0.256752222776413,No,,,
41497.0,Matt Rosendale,Greg Gianforte,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 1,1.0,,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,,,,Only Republican Party,,Favorable,,,,,Better,,,2.0,,,,The Republican candidate,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",,,,,No,,Good,Excellent or good,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,51.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,,White,White,White,West,,,The Republican candidate,Female,White women,,,,Rural,Small Cities/Rural,Montana,Other,Helped,Election day exit poll,,,,,No impact,,,,Version 4,,0.206503644585609,No,,,
