ID,GOVMN18,SENMN18,SEN2MN18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CONTROLSEN,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVDEM2,FAVPARTY,FAVREP2,FINSIT2,FORTRUMPS,FTVOTER18,GEOCODE,GOV,HEALTHCARE18,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,LATINO,MARRIED,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,RUSSIA18,SEN,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18SEN,TIME18SENMONTH,TIME18SENWEEK,TRADE18,TRUMP2,TRUMP4,TRUMPIMM,VERSION,VOTE2016,WEIGHT,WHNCLINC,WOMEN,WOMEN2
13704.0,Tim Walz,Amy Klobuchar,Tina Smith,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,7.0,The Democratic Party,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Favorable,Only Democratic Party,Unfavorable,About the same,Omit,No,4.0,The Democratic candidate,,Omit,,,,,,,,No,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,White,Midwest,Politically motivated,The Democratic candidate,Female,White women,Omit,Omit,,Rural,Small Cities/Rural,Minnesota,Other,,Telephone survey,,,,Hurt,,,,Version 2,,1.60284841060638,,Not at all important,Not important
13705.0,Tim Walz,Amy Klobuchar,Tina Smith,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,All others,Latino 65+,Complete,,3.0,The Democratic Party,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,No,1.0,The Democratic candidate,,No,,,,,,,,No,,,,45+,65+,Independent/Something else,Non-black non-Democrat,All Other,Independent women,Independent,Independent Women,All others,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Other,American Indian,State questionnaire,Other,Non-white,American Indian,Midwest,Justified,The Democratic candidate,Female,All other races,Very serious,Serious,,Suburbs,Suburbs,Minnesota,Other,,Telephone survey,,,,Hurt,,,,Version 2,,0.804023802280426,,Somewhat important,Important
13706.0,Jeff Johnson,Amy Klobuchar,Did not vote,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,7.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,4.0,The Republican candidate,Major changes,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Health care,No,Yes,Good,Excellent or good,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Female,White women,,,Married women,Rural,Small Cities/Rural,Minnesota,Other,No impact,Telephone survey,Before that,Before that,Before that,,Strongly or somewhat approve,Strongly approve,About right,Version 1,Donald Trump,0.577892661094666,No,,
13707.0,Jeff Johnson,Jim Newberger,Karin Housley,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,2.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,2.0,The Republican candidate,Major changes,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Immigration,No,Yes,Excellent,Excellent or good,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,Midwest,,The Republican candidate,Female,White women,,,Married women,Suburbs,Suburbs,Minnesota,White suburban women,No impact,Telephone survey,In the last month,In the last month,Before that,,Strongly or somewhat approve,Strongly approve,Not tough enough,Version 1,Donald Trump,2.23396825790405,Yes,,
13708.0,Tim Walz,Amy Klobuchar,Tina Smith,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,2.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,2.0,The Democratic candidate,Major changes,,,,,,,,Health care,No,Yes,Good,Excellent or good,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Female,White women,,,Married women,Suburbs,Suburbs,Minnesota,White suburban women,Hurt,Telephone survey,In the last month,In the last month,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Hillary Clinton,0.610880732536316,,,
13709.0,Tim Walz,Amy Klobuchar,Tina Smith,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,7.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,4.0,The Democratic candidate,Major changes,,,,,,,,Health care,No,Yes,Not so good,Not so good or poor,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Female,White women,,,Married women,Rural,Small Cities/Rural,Minnesota,Other,No impact,Telephone survey,In the last month,In the last month,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Hillary Clinton,1.60284841060638,,,
13710.0,Tim Walz,Amy Klobuchar,Tina Smith,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,2.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,2.0,The Democratic candidate,Major changes,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Health care,No,No,Not so good,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Female,White women,,,Non married women,Suburbs,Suburbs,Minnesota,White suburban women,Hurt,Telephone survey,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Hillary Clinton,1.22198915481567,No,,
13711.0,Jeff Johnson,Amy Klobuchar,Tina Smith,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,5.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,1.0,The Republican candidate,Major changes,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Immigration,No,Yes,Good,Excellent or good,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Female,White women,,,Married women,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,No impact,Telephone survey,In the last month,In the last month,Before that,,Strongly or somewhat disapprove,Somewhat disapprove,About right,Version 1,Hillary Clinton,1.51896524429321,No,,
13712.0,Jeff Johnson,Jim Newberger,Karin Housley,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,1.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,,3.0,The Republican candidate,Major changes,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,No,No,Excellent,Excellent or good,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,White,Midwest,,The Republican candidate,Male,White men,,,Non married men,Rural,Small Cities/Rural,Minnesota,Other,No impact,Telephone survey,In the last month,In the last month,Before that,,Strongly or somewhat approve,Strongly approve,About right,Version 1,Donald Trump,1.14367461204529,No,,
13713.0,Tim Walz,Amy Klobuchar,Tina Smith,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,,3.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,1.0,The Democratic candidate,Major changes,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and non white",The economy,No,Yes,Poor,Not so good or poor,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,Midwest,,The Democratic candidate,Male,Black men,,,Married men,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Helped,Telephone survey,In the last month,In the last month,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Hillary Clinton,0.5627760887146,No,,
13714.0,Tim Walz,Amy Klobuchar,Tina Smith,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,4.0,,,,,,,,,,,,,1.0,The Democratic candidate,Major changes,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Health care,No,No,Not so good,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,Independent Women,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Female,White women,,,Non married women,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,No impact,Telephone survey,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Hillary Clinton,0.745207965373993,,,
13715.0,Jeff Johnson,Jim Newberger,Karin Housley,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,2.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,3.0,The Republican candidate,Minor changes,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,No,Yes,Good,Excellent or good,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,Midwest,,The Republican candidate,Male,White men,,,Married men,Suburbs,Suburbs,Minnesota,White suburban men,Hurt,Telephone survey,Before that,Before that,Before that,,Strongly or somewhat approve,Strongly approve,About right,Version 1,Donald Trump,1.11698412895203,No,,
13716.0,,Amy Klobuchar,Tina Smith,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,7.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,4.0,,Major changes,,,,,,,,The economy,No,Yes,Good,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Female,White women,,,Married women,Rural,Small Cities/Rural,Minnesota,Other,No impact,Telephone survey,Omit,Omit,Omit,,Strongly or somewhat disapprove,Strongly disapprove,Omit,Version 1,Other,2.46667122840881,,,
13717.0,Jeff Johnson,Jim Newberger,Karin Housley,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,7.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,4.0,The Republican candidate,Major changes,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Health care,No,No,Good,Excellent or good,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,White,Midwest,,The Republican candidate,Female,White women,,,Non married women,Suburbs,Suburbs,Minnesota,White suburban women,No impact,Telephone survey,In the last month,In the last month,Before that,,Strongly or somewhat approve,Somewhat approve,About right,Version 1,Donald Trump,0.465236723423004,No,,
13718.0,Jeff Johnson,Jim Newberger,Karin Housley,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,6.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,4.0,The Republican candidate,Minor changes,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Immigration,No,Yes,Excellent,Excellent or good,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,Midwest,,The Republican candidate,Female,White women,,,Married women,Suburbs,Suburbs,Minnesota,White suburban women,No impact,Telephone survey,Before that,Before that,Before that,,Strongly or somewhat approve,Strongly approve,Not tough enough,Version 1,Donald Trump,0.620315909385681,No,,
13719.0,Tim Walz,Amy Klobuchar,Tina Smith,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,8.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,4.0,The Democratic candidate,Major changes,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Health care,No,Yes,Good,Excellent or good,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Female,White women,,,Married women,Rural,Small Cities/Rural,Minnesota,Other,Hurt,Telephone survey,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Not tough enough,Version 1,Hillary Clinton,1.06856560707092,Yes,,
13720.0,Jeff Johnson,Jim Newberger,Karin Housley,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,4.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,2.0,The Republican candidate,Minor changes,,,,,,,,Immigration,No,Yes,Not so good,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,White,Midwest,,The Republican candidate,Female,White women,,,Married women,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,No impact,Telephone survey,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Omit,Version 1,Donald Trump,0.418790817260742,No,,
13721.0,Tim Walz,Amy Klobuchar,Tina Smith,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,3.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,1.0,The Democratic candidate,Minor changes,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Health care,No,No,Omit,Omit,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Female,White women,,,Non married women,Suburbs,Suburbs,Minnesota,White suburban women,Omit,Telephone survey,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Hillary Clinton,0.804023802280426,Yes,,
13722.0,Jeff Johnson,Jim Newberger,Karin Housley,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,3.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,1.0,The Republican candidate,Major changes,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,No,No,Good,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,Midwest,,The Republican candidate,Male,White men,,,Non married men,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Helped,Telephone survey,Before that,Before that,Before that,,Strongly or somewhat approve,Strongly approve,About right,Version 1,Donald Trump,0.980095624923706,No,,
13723.0,Tim Walz,Amy Klobuchar,Tina Smith,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,1.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,3.0,The Democratic candidate,Major changes,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Gun policy,No,Yes,Poor,Not so good or poor,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Female,White women,,,Married women,Suburbs,Suburbs,Minnesota,White suburban women,Hurt,Telephone survey,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Omit,Version 1,Hillary Clinton,0.875768959522247,Yes,,
13724.0,Tim Walz,Amy Klobuchar,Tina Smith,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,1.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,3.0,The Democratic candidate,Major changes,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Health care,No,Yes,Good,Excellent or good,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Female,White women,,,Married women,Rural,Small Cities/Rural,Minnesota,Other,No impact,Telephone survey,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Hillary Clinton,0.875768959522247,No,,
13725.0,Jeff Johnson,Jim Newberger,Tina Smith,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,3.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,1.0,The Republican candidate,Major changes,,,,,,,,Health care,No,Yes,Good,Excellent or good,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,Midwest,,The Republican candidate,Female,White women,,,Married women,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Omit,Telephone survey,In the last month,In the last month,Before that,,Strongly or somewhat approve,Somewhat approve,About right,Version 1,Donald Trump,0.899553596973419,,,
13726.0,Tim Walz,Amy Klobuchar,Tina Smith,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,2.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,2.0,The Democratic candidate,Major changes,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Immigration,No,Yes,Not so good,Not so good or poor,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Female,White women,,,Married women,Suburbs,Suburbs,Minnesota,White suburban women,No impact,Telephone survey,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Hillary Clinton,1.28275644779205,No,,
13727.0,Tim Walz,Amy Klobuchar,Karin Housley,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,5.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,1.0,The Democratic candidate,Major changes,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The economy,No,No,Good,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Female,White women,,,Non married women,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Hurt,Telephone survey,Before that,Before that,Before that,,Strongly or somewhat approve,Somewhat approve,About right,Version 1,Donald Trump,1.16823494434357,No,,
13728.0,Tim Walz,Amy Klobuchar,Tina Smith,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,8.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,4.0,The Democratic candidate,Major changes,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Health care,No,No,Good,Excellent or good,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Female,White women,,,Non married women,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,No impact,Telephone survey,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Omit,Version 1,Hillary Clinton,0.534282803535461,Yes,,
13729.0,Jeff Johnson,Jim Newberger,Karin Housley,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,3.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,1.0,The Republican candidate,Major changes,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,No,Yes,Excellent,Excellent or good,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,White,Midwest,,The Republican candidate,Male,White men,,,Married men,Suburbs,Suburbs,Minnesota,White suburban men,Helped,Telephone survey,Before that,Before that,Before that,,Strongly or somewhat approve,Somewhat approve,About right,Version 1,Donald Trump,1.46986877918243,No,,
13730.0,Tim Walz,Amy Klobuchar,Tina Smith,18-29,18-29,25-29,18-44,18-49,18-29,25-29,,,,Complete,,3.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,,,,,,,,,1.0,The Democratic candidate,Major changes,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999",,Health care,,No,Good,Excellent or good,18-44,18-64,Independent/Something else,,,Independent women,Independent,Independent Women,,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,,State questionnaire,,,,Midwest,,The Democratic candidate,Female,,,,Non married women,Suburbs,Suburbs,Minnesota,,Hurt,Telephone survey,In the last month,In the last month,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Other,0.804023802280426,No,,
13731.0,Tim Walz,Amy Klobuchar,Tina Smith,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,5.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,1.0,The Democratic candidate,Minor changes,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",The economy,No,No,Not so good,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Male,White men,,,Non married men,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,No impact,Telephone survey,Before that,Before that,Before that,,Strongly or somewhat disapprove,Somewhat disapprove,Too tough,Version 1,Other,0.402011901140213,No,,
13732.0,Tim Walz,Amy Klobuchar,Tina Smith,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,7.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,4.0,The Democratic candidate,Omit,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Health care,No,No,Poor,Not so good or poor,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Female,White women,,,Non married women,Rural,Small Cities/Rural,Minnesota,Other,Omit,Telephone survey,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Hillary Clinton,0.534282803535461,Yes,,
13733.0,Tim Walz,Amy Klobuchar,Tina Smith,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,1.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,3.0,The Democratic candidate,Major changes,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Health care,No,Yes,Not so good,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,Midwest,,The Democratic candidate,Male,White men,,,Married men,Suburbs,Suburbs,Minnesota,White suburban men,No impact,Telephone survey,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Omit,Version 1,Hillary Clinton,2.50237727165222,No,,
13734.0,Jeff Johnson,Jim Newberger,Tina Smith,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,5.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,1.0,The Republican candidate,Major changes,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Health care,No,Yes,Excellent,Excellent or good,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,White,Midwest,,The Republican candidate,Male,White men,,,Married men,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Helped,Telephone survey,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Didn't vote,1.34907829761505,No,,
