ID,SENNV18,GOVNV18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,CONTROLHOUSE,CONTROLSEN,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVDEM2,FAVHELLER,FAVMCONL,FAVPARTY,FAVPELOSI,FAVREP2,FAVROSEN,FAVSENNV18,FINSIT2,FORTRUMPS,FTVOTER18,GEOCODE,GOV,GUN16,GUNOWNER12,HEALTHCARE18,HELLERLIB,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,KAVNV18,KAVNV18A,KAVNV18B,LATINO,MARRIED,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,ROSENLIB,RUSSIA18,SEN,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18SEN,TIME18SENMONTH,TIME18SENWEEK,TRADE18,TRUMP2,TRUMP4,TRUMPIMM,UNIONHH12,VERSION,VOTE2016,WEIGHT,WHNCLINC,WHTEVANG,WOMEN,WOMEN2
15152.0,Jacky Rosen,Steve Sisolak,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,All others,Latino 65+,Complete,No,,2.0,The Democratic Party,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,Unfavorable,,Favorable,,,,,,,1.0,The Democratic candidate,Support,No,,Too conservative,,,,,,,,Health care,The most important factor,Important,A factor,No,Yes,,,45+,65+,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Other,American Indian,State questionnaire,Other,Non-white,American Indian,West,About right,,The Democratic candidate,Female,All other races,,,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,,In person absentee exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,,,Version 3,,1.58853816986084,,All others,,
15154.0,Jacky Rosen,Steve Sisolak,65+,60+,65 or over,45+,50+,60+,65+,,,,Complete,No,,2.0,The Democratic Party,,Associate's degree (AA or AS),No college degree,More than high school graduate,,,,,Unfavorable,,Favorable,,,,,,,1.0,The Democratic candidate,Support,Yes,,Too conservative,,,,,,,,Health care,An important factor,Important,A factor,No,Yes,,,45+,65+,Independent/Something else,,,Independent men,Something else,Independent Men,,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,,State questionnaire,,,,West,About right,,The Democratic candidate,Male,,,,Married men,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,,In person absentee exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,,,Version 3,,1.42174875736237,,All others,,
15155.0,Jacky Rosen,Steve Sisolak,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,All others,All others,Complete,No,,2.0,The Democratic Party,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,Unfavorable,,Omit,,,,,,,1.0,The Democratic candidate,Oppose,Yes,,Too conservative,,,,,,,,Health care,The most important factor,Important,A factor,No,Yes,,,45+,18-64,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,American Indian,State questionnaire,Other,Non-white,American Indian,West,About right,,The Democratic candidate,Female,All other races,,,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,,In person absentee exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,,,Version 3,,1.58853816986084,,All others,,
15156.0,Jacky Rosen,Steve Sisolak,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,,4.0,The Democratic Party,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,Unfavorable,,Unfavorable,,,,,,,2.0,The Democratic candidate,Support,Yes,,Too conservative,,,,,,,,Health care,Not a factor at all,Not important,Not a factor,No,No,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,West,About right,,The Democratic candidate,Male,White men,,,Non married men,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,,In person absentee exit poll,In the last month,In the last month,Before that,,Strongly or somewhat disapprove,Strongly disapprove,,,Version 3,,0.734365999698639,,All others,,
15157.0,Jacky Rosen,Steve Sisolak,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,No,,4.0,The Democratic Party,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,Unfavorable,,Unfavorable,,,,,,,2.0,The Democratic candidate,Support,No,,Too conservative,,,,,,,,The economy,An important factor,Important,A factor,Yes,Yes,,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,About right,,The Democratic candidate,Female,Latino women,,,Married women,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,,In person absentee exit poll,In the last month,In the last month,Before that,,Strongly or somewhat disapprove,Strongly disapprove,,,Version 3,,0.879052102565765,,All others,,
15158.0,Jacky Rosen,Steve Sisolak,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,,Complete,No,,4.0,The Democratic Party,,,,,,,,,Unfavorable,,Favorable,,,,,,,2.0,The Democratic candidate,Support,Yes,,Too liberal,,,,,,,,Omit,Not a factor at all,Not important,Not a factor,Yes,Yes,,,45+,65+,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,Independent Men,All others,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Other,,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,About right,,The Democratic candidate,Male,Latino men,,,Married men,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,,In person absentee exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,,,Version 3,,0.887366950511932,,All others,,
15159.0,Jacky Rosen,Steve Sisolak,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,Latino 45-59,White 45-64,Complete,No,,4.0,The Democratic Party,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,Unfavorable,,Favorable,,,,,,,2.0,The Democratic candidate,Support,Yes,,Too conservative,,,,,,,,Health care,The most important factor,Important,A factor,Yes,Yes,,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,About right,,The Democratic candidate,Female,Latino women,,,Married women,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,,In person absentee exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,,,Version 3,,0.879052102565765,,All others,,
15160.0,Dean Heller,Adam Laxalt,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,,4.0,The Republican Party,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,Unfavorable,,Unfavorable,,,,,,,2.0,The Republican candidate,Oppose,Yes,,About right,,,,,,,,Immigration,An important factor,Important,A factor,No,Yes,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,West,Too liberal,,The Republican candidate,Male,White men,,,Married men,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,,In person absentee exit poll,Before that,Before that,Before that,,Strongly or somewhat approve,Strongly approve,,,Version 3,,1.98476099967957,,All others,,
15161.0,Jacky Rosen,Steve Sisolak,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,,4.0,The Republican Party,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,Unfavorable,,Unfavorable,,,,,,,2.0,The Democratic candidate,Oppose,Yes,,About right,,,,,,,,The economy,Not a factor at all,Not important,Not a factor,No,Yes,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,West,About right,,The Democratic candidate,Female,White women,,,Married women,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,,In person absentee exit poll,In the last week,In the last month,In the last week,,Strongly or somewhat approve,Somewhat approve,,,Version 3,,1.57549929618835,,All others,,
15162.0,Jacky Rosen,Steve Sisolak,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,No,,4.0,The Democratic Party,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,Unfavorable,,Favorable,,,,,,,2.0,The Democratic candidate,Support,Yes,,Too conservative,,,,,,,,Health care,Not a factor at all,Not important,Not a factor,Yes,Yes,,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,About right,,The Democratic candidate,Male,Latino men,,,Married men,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,,In person absentee exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,,,Version 3,,1.54408824443817,,All others,,
15163.0,Jacky Rosen,Steve Sisolak,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,4.0,The Democratic Party,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,Omit,,Omit,,,,,,,2.0,The Democratic candidate,Support,No,,Omit,,,,,,,,Health care,Omit,Omit,Omit,No,No,,,45+,18-64,,,,,,,,Conservative,,,,White,White,State questionnaire,White,White,White,West,Omit,,The Democratic candidate,Female,White women,,,Non married women,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,,In person absentee exit poll,Before that,Before that,Before that,,Strongly or somewhat approve,Somewhat approve,,,Version 3,,0.930628001689911,,All others,,
15164.0,Dean Heller,Adam Laxalt,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,No,,4.0,The Republican Party,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,Favorable,,Unfavorable,,,,,,,2.0,The Republican candidate,Oppose,Yes,,About right,,,,,,,,Immigration,The most important factor,Important,A factor,No,Yes,,,45+,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,Independent Men,All others,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Black,Black,State questionnaire,Black,Non-white,Black,West,Too liberal,,The Republican candidate,Male,Black men,,,Married men,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,,In person absentee exit poll,Before that,Before that,Before that,,Strongly or somewhat approve,Strongly approve,,,Version 3,,1.79588580131531,,All others,,
15165.0,Jacky Rosen,Steve Sisolak,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,,4.0,The Democratic Party,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,Unfavorable,,Omit,,,,,,,2.0,The Democratic candidate,Oppose,Yes,,Too conservative,,,,,,,,The economy,Not a factor at all,Not important,Not a factor,No,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,White,West,About right,,The Democratic candidate,Male,White men,,,Non married men,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,,In person absentee exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,,,Version 3,,1.28642237186432,,All others,,
15166.0,Jacky Rosen,Steve Sisolak,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No,,4.0,The Democratic Party,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,Unfavorable,,Favorable,,,,,,,2.0,The Democratic candidate,Support,No,,Too conservative,,,,,,,,The economy,An important factor,Important,A factor,No,Yes,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,White,West,About right,,The Democratic candidate,Female,White women,,,Married women,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,,In person absentee exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,,,Version 3,,1.31792688369751,,All others,,
15167.0,Dean Heller,Adam Laxalt,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes,,3.0,The Republican Party,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,Favorable,,Unfavorable,,,,,,,2.0,The Republican candidate,Support,No,,About right,,,,,,,,Immigration,An important factor,Important,A factor,No,Yes,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,West,Too liberal,,The Republican candidate,Female,White women,,,Married women,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,,In person absentee exit poll,Before that,Before that,Before that,,Strongly or somewhat approve,Strongly approve,,,Version 3,,2.03336763381958,,White Born-again/Evangelical Christians,,
15168.0,Jacky Rosen,Steve Sisolak,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Yes,,4.0,The Democratic Party,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,Unfavorable,,Favorable,,,,,,,2.0,The Democratic candidate,Support,No,,Too conservative,,,,,,,,Omit,Not a factor at all,Not important,Not a factor,Yes,Yes,,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,About right,,The Democratic candidate,Female,Latino women,,,Married women,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,,In person absentee exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,,,Version 3,,0.879052102565765,,All others,,
15169.0,Dean Heller,Adam Laxalt,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,,3.0,The Republican Party,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,Favorable,,Unfavorable,,,,,,,2.0,The Republican candidate,Oppose,Yes,,About right,,,,,,,,Immigration,An important factor,Important,A factor,No,Yes,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,West,Too liberal,,The Republican candidate,Female,White women,,,Married women,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,,In person absentee exit poll,Before that,Before that,Before that,,Strongly or somewhat approve,Strongly approve,,,Version 3,,2.71853184700012,,White Born-again/Evangelical Christians,,
15170.0,Jacky Rosen,Steve Sisolak,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,,3.0,The Democratic Party,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,Unfavorable,,Unfavorable,,,,,,,2.0,The Democratic candidate,Support,No,,Too conservative,,,,,,,,Health care,Not a factor at all,Not important,Not a factor,No,Yes,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,White,West,About right,,The Democratic candidate,Female,White women,,,Married women,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,,In person absentee exit poll,In the last month,In the last month,Before that,,Strongly or somewhat approve,Somewhat approve,,,Version 3,,0.985763728618622,,All others,,
15171.0,Jacky Rosen,Steve Sisolak,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,No,,1.0,The Democratic Party,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,Unfavorable,,Favorable,,,,,,,2.0,The Democratic candidate,Support,,,Too conservative,,,,,,,,Omit,Not a factor at all,Not important,Not a factor,Yes,Yes,,,45+,65+,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Independent,Independent Women,All others,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,About right,,The Democratic candidate,Female,Latino women,,,Married women,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,,In person absentee exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,,,Version 3,,1.39708459377289,,All others,,
15172.0,Dean Heller,Steve Sisolak,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,,1.0,The Republican Party,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,Favorable,,Unfavorable,,,,,,,2.0,The Democratic candidate,Oppose,No,,About right,,,,,,,,Immigration,An important factor,Important,A factor,No,Yes,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,White,West,Too liberal,,The Republican candidate,Female,White women,,,Married women,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,,In person absentee exit poll,Before that,Before that,Before that,,Strongly or somewhat approve,Strongly approve,,,Version 3,,1.7257741689682,,All others,,
15173.0,Jacky Rosen,Steve Sisolak,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,No,,3.0,The Democratic Party,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,Unfavorable,,Favorable,,,,,,,2.0,The Democratic candidate,Support,Yes,,Too conservative,,,,,,,,Health care,Not a factor at all,Not important,Not a factor,No,No,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Non-white,Black,West,About right,,The Democratic candidate,Male,Black men,,,Non married men,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,,In person absentee exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,,,Version 3,,0.858038723468781,,All others,,
15174.0,Dean Heller,Adam Laxalt,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,,3.0,The Republican Party,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,Unfavorable,,Unfavorable,,,,,,,2.0,The Republican candidate,Oppose,No,,About right,,,,,,,,Immigration,An important factor,Important,A factor,No,No,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,West,Too liberal,,The Republican candidate,Male,White men,,,Non married men,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,,In person absentee exit poll,Before that,Before that,Before that,,Strongly or somewhat approve,Strongly approve,,,Version 3,,2.65354633331299,,White Born-again/Evangelical Christians,,
15175.0,Dean Heller,Adam Laxalt,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,,1.0,The Republican Party,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,Omit,,Unfavorable,,,,,,,2.0,The Republican candidate,Oppose,Yes,,About right,,,,,,,,Immigration,Not a factor at all,Not important,Not a factor,No,Yes,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,West,Too liberal,,The Republican candidate,Female,White women,,,Married women,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,,In person absentee exit poll,In the last month,In the last month,Before that,,Strongly or somewhat approve,Strongly approve,,,Version 3,,2.71853184700012,,White Born-again/Evangelical Christians,,
15176.0,Jacky Rosen,Steve Sisolak,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,Latino 18-29,White 18-29,Complete,No,,1.0,The Democratic Party,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,Unfavorable,,Unfavorable,,,,,,,2.0,The Democratic candidate,Support,No,,Too conservative,,,,,,,,Health care,An important factor,Important,A factor,Yes,No,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Independent,Independent Women,All others,Liberal,,Moderate/Liberal Republicans,Liberal Independents,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,About right,,The Democratic candidate,Female,Latino women,,,Non married women,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,,In person absentee exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,,,Version 3,,2.81424427032471,,All others,,
15177.0,Dean Heller,Adam Laxalt,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No,,1.0,The Republican Party,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,Omit,,Unfavorable,,,,,,,2.0,The Republican candidate,Oppose,Yes,,About right,,,,,,,,The economy,Not a factor at all,Not important,Not a factor,No,Yes,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,West,Omit,,The Republican candidate,Male,White men,,,Married men,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,,In person absentee exit poll,Before that,Before that,Before that,,Strongly or somewhat approve,Somewhat approve,,,Version 3,,2.65354633331299,,All others,,
15178.0,Jacky Rosen,Steve Sisolak,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,No,,1.0,The Democratic Party,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,Unfavorable,,Favorable,,,,,,,2.0,The Democratic candidate,Support,Yes,,Too conservative,,,,,,,,Health care,A minor factor,Not important,A factor,Yes,Yes,,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,About right,,The Democratic candidate,Female,Latino women,,,Married women,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,,In person absentee exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,,,Version 3,,1.58190298080444,,All others,,
15179.0,Jacky Rosen,Steve Sisolak,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,No,,1.0,The Democratic Party,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,Unfavorable,,Unfavorable,,,,,,,2.0,The Democratic candidate,Support,No,,Too conservative,,,,,,,,Immigration,The most important factor,Important,A factor,Yes,,,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,About right,,The Democratic candidate,Female,Latino women,,,,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,,In person absentee exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,,,Version 3,,0.879052102565765,,All others,,
15180.0,Dean Heller,Adam Laxalt,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,,1.0,The Republican Party,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,Favorable,,Unfavorable,,,,,,,2.0,The Republican candidate,Oppose,Yes,,About right,,,,,,,,Immigration,An important factor,Important,A factor,No,Yes,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,West,Too liberal,,The Republican candidate,Male,White men,,,Married men,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,,In person absentee exit poll,In the last month,In the last month,Before that,,Strongly or somewhat approve,Strongly approve,,,Version 3,,1.51480138301849,,All others,,
15181.0,Jacky Rosen,Steve Sisolak,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,All others,All others,Complete,No,,1.0,The Democratic Party,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,Unfavorable,,Favorable,,,,,,,2.0,The Democratic candidate,Support,No,,Too liberal,,,,,,,,Health care,The most important factor,Important,A factor,No,No,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent women,Something else,Independent Women,All others,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Other,Asian,State questionnaire,Asian,Non-white,Asian,West,About right,,The Democratic candidate,Female,All other races,,,Non married women,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,,In person absentee exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,,,Version 3,,2.03726506233215,,All others,,
15182.0,Jacky Rosen,Steve Sisolak,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,Yes,,3.0,The Democratic Party,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,Favorable,,Favorable,,,,,,,2.0,The Democratic candidate,Support,Yes,,Too liberal,,,,,,,,Immigration,An important factor,Important,A factor,Yes,No,,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Omit,,The Democratic candidate,Female,Latino women,,,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,,In person absentee exit poll,In the last week,In the last month,In the last week,,Strongly or somewhat disapprove,Strongly disapprove,,,Version 3,,2.38341903686523,,All others,,
