ID,SENIN18,ABORTION18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRAUNLIB,BRNAGAIN,CALL,CDNUM,CONTROLHOUSE,CONTROLSEN,DONNELLYLIB,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBRAUN,FAVDEM2,FAVDONNELLY,FAVMCONL,FAVPARTY,FAVPELOSI,FAVPENCE,FAVREP2,FAVSENIN18,FINSIT2,FORTRUMPS,FTVOTER18,GEOCODE,GUNOWNER12,HEALTHCARE18,HEALTHPRE18,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,KAVIN18,KAVIN18A,KAVIN18B,LATINO,MARRIED,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,QUALSEN18,RACE,RACE2B,RACEAI,REGION,RUSSIA18,SEN,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18SEN,TIME18SENMONTH,TIME18SENWEEK,TRADE18,TRADEBRAUN,TRADEDONNELLY,TRADEIN18,TRUMP2,TRUMP4,TRUMPIMM,VERSION,VETVOTER,VOTE2016,WEIGHT,WHNCLINC,WHTEVANG,WOMEN,WOMEN2,ZIPCODE
33256.0,Mike Braun,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,Call 1,8.0,,The Republican Party,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Unfavorable,Unfavorable,,Only Republican Party,,,Favorable,Only Mike Braun,Better,To express support for Donald Trump,No,5.0,,,,No,,,,,,,,,,,No,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,16.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,Shares my view of government,White,White,White,Midwest,,The Republican candidate,Male,White men,Not too serious,Not serious,,Rural,Small Cities/Rural,Indiana,Other,,Election day exit poll,,,,Helped,,,,Strongly or somewhat approve,Strongly approve,,Version 2,,,0.88209992647171,,,Somewhat important,Important,47546.0
33269.0,Mike Braun,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,Call 1,2.0,,The Republican Party,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Favorable,Unfavorable,Unfavorable,,Only Republican Party,,,Favorable,Only Mike Braun,Better,To express support for Donald Trump,,2.0,,,,No,,,,,,,,,,,No,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,41.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,Cares about people like me,White,White,White,Midwest,,The Republican candidate,Male,White men,Very serious,Serious,,Rural,Small Cities/Rural,Indiana,Other,,Election day exit poll,,,,Helped,,,,Strongly or somewhat approve,Strongly approve,,Version 2,,,1.05316197872162,,,Very important,Important,46580.0
33271.0,Mike Braun,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Yes,Call 1,9.0,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,,4.0,,Minor changes,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Immigration,,,,No,Yes,Excellent,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,40.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,Midwest,Politically motivated,The Republican candidate,Female,White women,,,Married women,Suburbs,Suburbs,Indiana,White suburban women,No impact,Election day exit poll,Before that,Before that,Before that,,Trust Mike Braun,Do not trust Joe Donnelly,Only Mike Braun,Strongly or somewhat approve,Strongly approve,About right,Version 1,,Donald Trump,0.406544387340546,No,White Born-again/Evangelical Christians,,,46143.0
33285.0,Joe Donnelly,,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,,,Call 1,1.0,,The Democratic Party,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Favorable,Favorable,,Both parties,,,Favorable,Both,About the same,Donald Trump was not a factor,No,1.0,,,,Yes,,,,,,,,,,,No,,,,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Something else,Independent Women,All others,Moderate,54.0,Moderate/Liberal Republicans,Moderate Independents,Black,Black,State questionnaire,Is willing to compromise,Black,Non-white,Black,Midwest,,The Democratic candidate,Female,Black women,Very serious,Serious,,Suburbs,Suburbs,Indiana,Other,,Election day exit poll,,,,No impact,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,,0.307966530323029,,,Very important,Important,46410.0
33289.0,Mike Braun,,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,No,Call 1,5.0,,,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,,4.0,,Major changes,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The economy,,,,,Yes,Good,Excellent or good,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,,29.0,,,White,White,State questionnaire,,White,White,White,Midwest,Politically motivated,The Republican candidate,Female,White women,,,Married women,Suburbs,Suburbs,Indiana,White suburban women,Helped,Election day exit poll,In the last week,In the last month,In the last week,,Trust Mike Braun,Do not trust Joe Donnelly,Only Mike Braun,Strongly or somewhat disapprove,Strongly disapprove,Not tough enough,Version 1,,Donald Trump,0.755258798599243,No,All others,,,46038.0
33290.0,Mike Braun,,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Yes,Call 1,2.0,,,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,,,2.0,,Major changes,,,,,,,,,Health care,,,,No,Yes,Excellent,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,41.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,Midwest,Politically motivated,The Republican candidate,Male,White men,,,Married men,Rural,Small Cities/Rural,Indiana,Other,Helped,Election day exit poll,Before that,Before that,Before that,,Trust Mike Braun,Do not trust Joe Donnelly,Only Mike Braun,Strongly or somewhat approve,Strongly approve,About right,Version 1,,Donald Trump,1.05316197872162,,White Born-again/Evangelical Christians,,,46580.0
33297.0,Mike Braun,,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,Yes,Call 1,2.0,,,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,,,1.0,,Major changes,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Immigration,,,,No,Yes,Good,Excellent or good,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,57.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,Midwest,Politically motivated,The Republican candidate,Male,White men,,,Married men,Suburbs,Suburbs,Indiana,White suburban men,Helped,Election day exit poll,Before that,Before that,Before that,,Trust Mike Braun,Trust Joe Donnelly,Both of them,Strongly or somewhat approve,Strongly approve,Not tough enough,Version 1,,Donald Trump,0.832425117492676,No,White Born-again/Evangelical Christians,,,46350.0
33299.0,Mike Braun,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,Call 1,8.0,,The Republican Party,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Unfavorable,Unfavorable,,Only Republican Party,,,Favorable,Only Mike Braun,About the same,Donald Trump was not a factor,No,5.0,,,,No,,,,,,,,,,,No,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,16.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,Shares my view of government,White,White,White,Midwest,,The Republican candidate,Female,White women,Somewhat serious,Serious,,Rural,Small Cities/Rural,Indiana,Other,,Election day exit poll,,,,Helped,,,,Strongly or somewhat approve,Strongly approve,,Version 2,,,0.840917944908142,,,Somewhat important,Important,47546.0
33301.0,Joe Donnelly,,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,,Call 1,9.0,,The Democratic Party,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Favorable,Favorable,,Only Democratic Party,,,Unfavorable,Only Joe Donnelly,About the same,To express opposition to Donald Trump,Yes,4.0,,,,Yes,,,,,,,,,,,No,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,40.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,Cares about people like me,White,White,White,Midwest,,The Democratic candidate,Female,White women,Very serious,Serious,,Suburbs,Suburbs,Indiana,White suburban women,,Election day exit poll,,,,No impact,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,,0.273047477006912,,,Very important,Important,46143.0
33312.0,Joe Donnelly,,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,No,Call 1,1.0,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,,1.0,,Major changes,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Omit,,,,No,Yes,Good,Excellent or good,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,52.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,,White,White,White,Midwest,Justified,The Democratic candidate,Female,White women,,,Married women,Suburbs,Suburbs,Indiana,White suburban women,Helped,Election day exit poll,Before that,Before that,Before that,,Do not trust Mike Braun,Trust Joe Donnelly,Only Joe Donnelly,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,,Hillary Clinton,0.475393325090408,No,All others,,,46321.0
33313.0,Joe Donnelly,,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,No,Call 1,1.0,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,,1.0,,Major changes,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Omit,,,,No,Yes,Good,Excellent or good,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,52.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,,White,White,White,Midwest,Justified,The Democratic candidate,Female,White women,,,Married women,Suburbs,Suburbs,Indiana,White suburban women,Helped,Election day exit poll,Before that,Before that,Before that,,Do not trust Mike Braun,Trust Joe Donnelly,Only Joe Donnelly,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,,Hillary Clinton,0.475393325090408,No,All others,,,46321.0
33325.0,Joe Donnelly,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,,No,Call 1,5.0,,,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,,,,,4.0,,Major changes,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and non white",The economy,,,,Yes,Yes,Excellent,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,All others,Moderate,29.0,Conservative Republicans,Mod./Liberal Republicans,Other,Hispanic/Latino,State questionnaire,,Hispanic/Latino,Non-white,Hispanic/Latino,Midwest,Justified,The Democratic candidate,Male,Latino men,,,Married men,Suburbs,Suburbs,Indiana,Other,Helped,Election day exit poll,In the last few days,In the last month,In the last week,,Do not trust Mike Braun,Do not trust Joe Donnelly,Neither of them,Strongly or somewhat disapprove,Somewhat disapprove,Too tough,Version 1,,Other,0.667094826698303,No,All others,,,46038.0
33332.0,Other,,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,,Call 1,8.0,,Omit,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Omit,Omit,Omit,,Omit,,,Omit,Omit,About the same,Donald Trump was not a factor,No,5.0,,,,Omit,,,,,,,,,,,No,,,,18-44,18-64,,,,,,,,,16.0,,,White,White,State questionnaire,Omit,White,White,White,Midwest,,Other,Male,White men,Omit,Omit,,Rural,Small Cities/Rural,Indiana,Other,,Election day exit poll,,,,Omit,,,,Omit,Omit,,Version 2,,,0.0,,,Omit,Omit,47546.0
33341.0,Joe Donnelly,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,,Yes,Call 1,1.0,,,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,,,,,1.0,,Major changes,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",The economy,,,,,No,Not so good,Not so good or poor,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Liberal,54.0,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,,Black,Non-white,Black,Midwest,Justified,The Democratic candidate,Male,Black men,,,Non married men,Suburbs,Suburbs,Indiana,Other,Hurt,Election day exit poll,Before that,Before that,Before that,,Do not trust Mike Braun,Trust Joe Donnelly,Only Joe Donnelly,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,,Hillary Clinton,0.727559089660645,No,All others,,,46410.0
33346.0,Mike Braun,,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,Yes,Call 1,5.0,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,,,4.0,,Major changes,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Omit,,,,No,No,Not so good,Not so good or poor,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Moderate,29.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,,White,White,White,Midwest,Politically motivated,The Republican candidate,Male,White men,,,Non married men,Suburbs,Suburbs,Indiana,White suburban men,No impact,Election day exit poll,In the last few days,In the last month,In the last week,,Do not trust Mike Braun,Trust Joe Donnelly,Only Joe Donnelly,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,,Didn't vote,0.83976936340332,No,White Born-again/Evangelical Christians,,,46038.0
33353.0,Joe Donnelly,,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,,Call 1,2.0,,The Democratic Party,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Omit,Favorable,Favorable,,Omit,,,Omit,Omit,About the same,To express opposition to Donald Trump,No,1.0,,,,Yes,,,,,,,,,,,No,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,57.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,Is willing to compromise,White,White,White,Midwest,,The Democratic candidate,Male,White men,Omit,Omit,,Suburbs,Suburbs,Indiana,White suburban men,,Election day exit poll,,,,Hurt,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,,0.589357197284698,,,Somewhat important,Important,46350.0
33356.0,Joe Donnelly,,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,,Call 1,2.0,,The Democratic Party,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Favorable,Favorable,,Only Democratic Party,,,Unfavorable,Only Joe Donnelly,About the same,To express opposition to Donald Trump,No,2.0,,,,Yes,,,,,,,,,,,No,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,41.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,Cares about people like me,White,White,White,Midwest,,The Democratic candidate,Male,White men,Very serious,Serious,,Rural,Small Cities/Rural,Indiana,Other,,Election day exit poll,,,,Hurt,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,,0.976521730422974,,,Very important,Important,46580.0
33370.0,Joe Donnelly,,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,,Call 1,8.0,,The Democratic Party,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Unfavorable,Favorable,,Only Republican Party,,,Favorable,Only Joe Donnelly,Better,Donald Trump was not a factor,,5.0,,,,Yes,,,,,,,,,,,No,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,16.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,Cares about people like me,White,White,White,Midwest,,The Democratic candidate,Female,White women,Somewhat serious,Serious,,Rural,Small Cities/Rural,Indiana,Other,,Election day exit poll,,,,Helped,,,,Strongly or somewhat approve,Strongly approve,,Version 2,,,0.993175208568573,,,Very important,Important,47546.0
33378.0,Joe Donnelly,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,Call 1,2.0,,The Democratic Party,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,Favorable,Favorable,,Only Democratic Party,,,Unfavorable,Only Joe Donnelly,About the same,To express opposition to Donald Trump,No,2.0,,,,Yes,,,,,,,,,,,No,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,41.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,Cares about people like me,White,White,White,Midwest,,The Democratic candidate,Male,White men,Very serious,Serious,,Rural,Small Cities/Rural,Indiana,Other,,Election day exit poll,,,,Hurt,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,,1.03509914875031,,,Somewhat important,Important,46580.0
33379.0,Joe Donnelly,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,,No,Call 1,5.0,,,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,,,,,4.0,,Major changes,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and non white",Immigration,,,,,Yes,Good,Excellent or good,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,,Democrat,,Non-White Democrats,Moderate,29.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,State questionnaire,,Hispanic/Latino,Non-white,Hispanic/Latino,Midwest,Justified,The Democratic candidate,,,,,,Suburbs,Suburbs,Indiana,,No impact,Election day exit poll,In the last few days,In the last month,In the last week,,Trust Mike Braun,Do not trust Joe Donnelly,Only Mike Braun,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,,Hillary Clinton,0.628064453601837,No,All others,,,46038.0
33393.0,Joe Donnelly,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,,No,Call 1,1.0,,,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,,,,,1.0,,Major changes,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",Health care,,,,No,No,Poor,Not so good or poor,45+,18-64,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,54.0,Liberal Democrats,Liberal Democrats,Other,Other,State questionnaire,,Other,Non-white,Other,Midwest,Justified,The Democratic candidate,Female,All other races,,,Non married women,Suburbs,Suburbs,Indiana,Other,No impact,Election day exit poll,Before that,Before that,Before that,,Omit,Omit,Omit,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,,Hillary Clinton,0.418894112110138,No,All others,,,46410.0
33411.0,Joe Donnelly,,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,,Call 1,5.0,,The Democratic Party,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Favorable,Favorable,,Only Democratic Party,,,Unfavorable,Only Joe Donnelly,About the same,To express opposition to Donald Trump,No,4.0,,,,Yes,,,,,,,,,,,No,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,29.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,Cares about people like me,White,White,White,Midwest,,The Democratic candidate,Female,White women,Very serious,Serious,,Suburbs,Suburbs,Indiana,White suburban women,,Election day exit poll,,,,No impact,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,,0.609225332736969,,,Very important,Important,46038.0
33444.0,Joe Donnelly,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,Call 1,5.0,,The Democratic Party,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Favorable,Favorable,,Omit,,,Omit,Only Joe Donnelly,Better,To express opposition to Donald Trump,Yes,4.0,,,,No,,,,,,,,,,,No,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,29.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,Is willing to compromise,White,White,White,Midwest,,The Democratic candidate,Male,White men,Very serious,Serious,,Suburbs,Suburbs,Indiana,White suburban men,,Election day exit poll,,,,Hurt,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,,0.813568413257599,,,Very important,Important,46038.0
33445.0,Lucy Brenton,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,Call 1,2.0,,The Democratic Party,,,,,,,Unfavorable,Favorable,Favorable,,Only Democratic Party,,,Unfavorable,Only Joe Donnelly,Better,Donald Trump was not a factor,No,2.0,,,,Yes,,,,,,,,,,,No,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,41.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,Cares about people like me,White,White,White,Midwest,,Other,Male,White men,Very serious,Serious,,Rural,Small Cities/Rural,Indiana,Other,,Election day exit poll,,,,Hurt,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,,0.559668362140656,,,Very important,Important,46580.0
33461.0,Joe Donnelly,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,Call 1,2.0,,The Democratic Party,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Unfavorable,Favorable,,Neither party,,,Unfavorable,Only Joe Donnelly,Better,To express opposition to Donald Trump,Yes,1.0,,,,Yes,,,,,,,,,,,No,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Liberal,57.0,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,Cares about people like me,White,White,White,Midwest,,The Democratic candidate,Female,White women,Very serious,Serious,,Suburbs,Suburbs,Indiana,White suburban women,,Election day exit poll,,,,No impact,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,,0.636599540710449,,,Very important,Important,46350.0
33462.0,Joe Donnelly,,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,,,Call 1,1.0,,The Democratic Party,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Favorable,Favorable,,Only Democratic Party,,,Unfavorable,Both,Omit,To express opposition to Donald Trump,No,1.0,,,,Yes,,,,,,,,,,,No,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,54.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Cares about people like me,Black,Non-white,Black,Midwest,,The Democratic candidate,Female,Black women,Very serious,Serious,,Suburbs,Suburbs,Indiana,Other,,Election day exit poll,,,,No impact,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,,0.861084878444672,,,Very important,Important,46410.0
33475.0,Mike Braun,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Yes,Call 1,2.0,,,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,,,2.0,,Major changes,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Gun policy,,,,No,Yes,Excellent,Excellent or good,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,41.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,Midwest,Justified,The Republican candidate,Male,White men,,,Married men,Rural,Small Cities/Rural,Indiana,Other,Hurt,Election day exit poll,In the last month,In the last month,Before that,,Do not trust Mike Braun,Do not trust Joe Donnelly,Neither of them,Strongly or somewhat approve,Strongly approve,Not tough enough,Version 1,,Donald Trump,0.755010843276978,No,White Born-again/Evangelical Christians,,,46580.0
33483.0,Mike Braun,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,Call 1,5.0,,The Democratic Party,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Favorable,Favorable,,Only Democratic Party,,,Unfavorable,Only Joe Donnelly,About the same,Omit,Yes,4.0,,,,Yes,,,,,,,,,,,No,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,29.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,Shares my view of government,White,White,White,Midwest,,The Republican candidate,Female,White women,Somewhat serious,Serious,,Suburbs,Suburbs,Indiana,White suburban women,,Election day exit poll,,,,Hurt,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,,0.907084465026855,,,Very important,Important,46038.0
