ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENCT06,GOVCT06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,EDUC,LATINO,BUSH4,IRAQTRP,IRAQWAR,DROPOUT,LAMONTEXP,LIEBAGREE,IMPIRAQS,IMPTERRS,IMPECONS,IMPVALUES,FORCANDCT,TERRWORR,TERWORR2,SENCNTL,FORBUSHS,TIMESEN,TIMESEN3D,TIMESENWK,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
8836.0,Connecticut,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.10153687000275,Joe Lieberman (CFL),M. Jodi Rell (Rep),,White,60-64,Independent,Moderate,$75k-$100k,Protestant,A few times a month,Postgraduate study,No,Somewhat disapprove,Withdraw all troops,Strongly disapprove,No,No,About the right amount,Extremely important,Extremely important,Extremely important,Not at all important,For your candidate,Somewhat worried,Very/Somewhat worried,Does not matter to me,George W Bush was not a factor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,,Non-white,60 or over,50-64,18-64,60 or over,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,2.0,Competitive,"Coast, Including NYC Suburbs",Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
8837.0,Connecticut,5.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.949955523014069,Joe Lieberman (CFL),M. Jodi Rell (Rep),Male,White,50-59,Republican,Moderate,$75k-$100k,Protestant,A few time a year,College graduate,No,Somewhat approve,Send more troops,Somewhat approve,No,Yes,About the right amount,Somewhat important,Somewhat important,Extremely important,Not at all important,For your candidate,Somewhat worried,Very/Somewhat worried,Republicans,George W Bush was not a factor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,White,Suburbs,Suburbs,5.0,Competitive,East/West Rural,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
8838.0,Connecticut,45.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.988370835781097,Ned Lamont (Dem),John DeStefano (Dem),Male,Black,40-44,Democratic,Moderate,$200k or more,Other Christian,A few times a month,Postgraduate study,No,Strongly disapprove,Send more troops,Strongly disapprove,Yes,Yes,Too often,Somewhat important,Somewhat important,Somewhat important,Extremely important,For your candidate,Not too worried,Not too/Not at all worried,Demcorats,George W Bush was not a factor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white male,Non-white,30-44,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,Non-White,Ocassionally, All others,College graduate,At least some college,Disapprove,Same number or more troops,Disapprove,Black,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Democratic,Connecticut Valley,Suburb,Rural,Rural,Downscale
8839.0,Connecticut,47.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.07864451408386,Joe Lieberman (CFL),M. Jodi Rell (Rep),Female,White,75 or over,Independent,Moderate,$15k-$30k,Protestant,A few time a year,High school graduate,,Somewhat disapprove,Withdraw some troops,Strongly disapprove,No,No,About the right amount,Extremely important,Somewhat important,Extremely important,Somewhat important,For your candidate,Somewhat worried,Very/Somewhat worried,Demcorats,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Democratic,Connecticut Valley,Suburb,Urban,Urban Core,Upscale
8844.0,Connecticut,69.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.753189146518707,Ned Lamont (Dem),John DeStefano (Dem),Male,White,50-59,Independent,Liberal,$200k or more,Protestant,Once a week,Postgraduate study,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Yes,Yes,Too often,Somewhat important,Somewhat important,Somewhat important,Not at all important,For your candidate,Very worried,Very/Somewhat worried,Demcorats,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,4.0,Competitive,"Coast, Including NYC Suburbs",Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
8854.0,Connecticut,32.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.25394129753113,Joe Lieberman (CFL),M. Jodi Rell (Rep),Male,White,45-49,Independent,Moderate,$100k-$150k,Protestant, Never,Some college or associate degree,No,Somewhat approve,Maintain the same number of troops,Somewhat approve,No,No,About the right amount,Somewhat important,Extremely important,Extremely important,Somewhat important,For your candidate,Somewhat worried,Very/Somewhat worried,Does not matter to me,To express support for George W Bush, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Never,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,White,Suburbs,Suburbs,2.0,Competitive,East/West Rural,Suburb,60s Suburbs,Urban Perimeter,Downscale
8867.0,Connecticut,40.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.643349051475525,Ned Lamont (Dem),John DeStefano (Dem),Male,White,30-39,Independent,Moderate,$100k-$150k,,,Postgraduate study,No,,,Strongly disapprove,,,,,,,,,,,,,,,,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,$100k or more,,,,,College graduate,At least some college,,,Disapprove,White,Suburbs,Suburbs,2.0,Competitive,"Coast, Including NYC Suburbs",Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
8869.0,Connecticut,7.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.7957963347435,Ned Lamont (Dem),John DeStefano (Dem),Female,Black,50-59,Democratic,Liberal,$50k-$75k,Other Christian,Once a week,College graduate,No,Strongly disapprove,Withdraw all troops,Somewhat disapprove,Yes,No,Too often,Extremely important,Extremely important,Extremely important,Extremely important,For your candidate,Not too worried,Not too/Not at all worried,Demcorats,To express opposition to George W Bush,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,Weekly, All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Black,Suburbs,Suburbs,1.0,Strong Democratic,Connecticut Valley,Suburb,60s Suburbs,Urban Perimeter,Upscale
8875.0,Connecticut,39.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.687391757965088,Ned Lamont (Dem),M. Jodi Rell (Rep),Female,White,50-59,Independent,Moderate,$75k-$100k,Catholic,Once a week,College graduate,No,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,Yes,Yes,Too often,Somewhat important,Somewhat important,Extremely important,Somewhat important,Against his opponents,Somewhat worried,Very/Somewhat worried,No answer,To express opposition to George W Bush, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,2.0,Competitive,"Coast, Including NYC Suburbs",Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
8877.0,Connecticut,11.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.941733658313751,Ned Lamont (Dem),John DeStefano (Dem),Female,Hispanic/Latino,18-24,Democratic,Liberal,$75k-$100k,Catholic, Never,College graduate,Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,Yes,Yes,Too often,Extremely important,Extremely important,Extremely important,Extremely important,For your candidate,Very worried,Very/Somewhat worried,Demcorats,To express opposition to George W Bush, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white female,Non-white,18-29,18-24,18-64,18-29,Democratic,$50k or more,Less than $100k,Catholic,Non-White,Never,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Other,Suburbs,Suburbs,1.0,Strong Democratic,Large Cities Except Stamford and Norwalk,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
8879.0,Connecticut,98.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.801317751407623,Ned Lamont (Dem),John DeStefano (Dem),Male,White,50-59,Democratic,Moderate,Under $15k,Catholic,Once a week,Postgraduate study,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Yes,Yes,Too often,Somewhat important,Not at all important,Somewhat important,Not at all important,For your candidate,Not too worried,Not too/Not at all worried,Demcorats,To express opposition to George W Bush, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,1.0,Strong Democratic,Connecticut Valley,Suburb,60s Suburbs,Urban Perimeter,Upscale
8880.0,Connecticut,35.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.486541330814362,Ned Lamont (Dem),John DeStefano (Dem),Female,White,45-49,Democratic,Liberal,$75k-$100k,Catholic,Once a week,Postgraduate study,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Yes,Yes,Too often,Extremely important,Extremely important,Somewhat important,Somewhat important,Against his opponents,Somewhat worried,Very/Somewhat worried,Demcorats,To express opposition to George W Bush, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,3.0,Strong Democratic,"Coast, Including NYC Suburbs",Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
8887.0,Connecticut,44.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.821361422538757,Ned Lamont (Dem),M. Jodi Rell (Rep),Male,White,65-74,Republican,Moderate,Under $15k,,,Some college or associate degree,No,,,Strongly disapprove,,,,,,,,,,,,,,,,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,,,,,Did not graduate from college,At least some college,,,Disapprove,White,Suburbs,Suburbs,5.0,Competitive,Connecticut Valley,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
8889.0,Connecticut,45.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.17798149585724,Joe Lieberman (CFL),M. Jodi Rell (Rep),Male,White,75 or over,,,,,,,,Somewhat disapprove,,,No,No,About the right amount,,,,,For your candidate,Not too worried,Not too/Not at all worried,Demcorats,George W Bush was not a factor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,60 or over,65 or over,65 or over,60 or over,,,,,,,,,,Disapprove,,,White,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Democratic,Connecticut Valley,Suburb,Rural,Rural,Downscale
8891.0,Connecticut,96.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.813494443893433,Joe Lieberman (CFL),John DeStefano (Dem),Male,White,40-44,Democratic,Moderate,$200k or more,Jewish,A few time a year,Postgraduate study,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,No,No,Too often,Somewhat important,Somewhat important,Somewhat important,Not at all important,For your candidate,Somewhat worried,Very/Somewhat worried,Demcorats,George W Bush was not a factor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,30-44,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Jewish,White Jewish,Ocassionally, All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,4.0,Competitive,"Coast, Including NYC Suburbs",Suburb,60s Suburbs,Urban Perimeter,Very upscale
8899.0,Connecticut,69.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.753189146518707,Ned Lamont (Dem),John DeStefano (Dem),Male,White,50-59,Democratic,Moderate,$75k-$100k,Catholic,Once a week,Postgraduate study,No,Strongly disapprove,Withdraw some troops,Strongly approve,Yes,Yes,Too often,Somewhat important,Somewhat important,Extremely important,Extremely important,For your candidate,Somewhat worried,Very/Somewhat worried,Demcorats,To express opposition to George W Bush, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Approve,White,Suburbs,Suburbs,4.0,Competitive,"Coast, Including NYC Suburbs",Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
8907.0,Connecticut,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.37720167636871,Alan Schlesinger (Rep),John DeStefano (Dem),Male,White,50-59,Republican,Conservative,$150k-$200k,Catholic,Once a week,College graduate,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Yes,No,Too often,Extremely important,Somewhat important,Somewhat important,Not at all important,Against his opponents,Not at all worried,Not too/Not at all worried,Demcorats,To express opposition to George W Bush, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,1.0,Strong Democratic,East/West Rural,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
8912.0,Connecticut,5.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.1495977640152,Joe Lieberman (CFL),M. Jodi Rell (Rep),Male,Black,45-49,Independent,Conservative,$50k-$75k,Protestant,A few time a year,College graduate,No,Somewhat disapprove,Maintain the same number of troops,Somewhat approve,No,No,About the right amount,Extremely important,Extremely important,Somewhat important,Somewhat important,For your candidate,Very worried,Very/Somewhat worried,Does not matter to me,George W Bush was not a factor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white male,Non-white,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Same number or more troops,Approve,Black,Suburbs,Suburbs,5.0,Competitive,East/West Rural,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
8919.0,Connecticut,68.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.79459547996521,Ned Lamont (Dem),John DeStefano (Dem),Female,White,50-59,Democratic,Liberal,$100k-$150k,None, Never,Some college or associate degree,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Yes,Yes,Too often,Extremely important,Somewhat important,Extremely important,Somewhat important,For your candidate,Somewhat worried,Very/Somewhat worried,Demcorats,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,None,White None,Never, All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,1.0,Strong Democratic,Connecticut Valley,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
8920.0,Connecticut,47.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.05157518386841,Alan Schlesinger (Rep),M. Jodi Rell (Rep),Female,White,45-49,Independent,Liberal,$50k-$75k,Protestant,A few time a year,College graduate,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,No,No,Too often,Extremely important,Extremely important,Extremely important,Not at all important,Against his opponents,Very worried,Very/Somewhat worried,Does not matter to me,To express opposition to George W Bush,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Democratic,Connecticut Valley,Suburb,Urban,Urban Core,Upscale
8927.0,Connecticut,46.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.947933912277222,Joe Lieberman (CFL),M. Jodi Rell (Rep),Male,White,30-39,Democratic,Moderate,$150k-$200k,,,Postgraduate study,No,,,Strongly disapprove,,,,,,,,,,,,,,,,White male,White male,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,,,,,College graduate,At least some college,,,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Democratic,Connecticut Valley,Suburb,Urban,Urban Core,Upscale
8937.0,Connecticut,35.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.627094209194183,Ned Lamont (Dem),M. Jodi Rell (Rep),Female,White,50-59,,,,,,,,Strongly disapprove,,,Yes,Yes,Too often,,,,,Against his opponents,Not too worried,Not too/Not at all worried,Demcorats,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,,,,,,,,,,Disapprove,,,White,Suburbs,Suburbs,3.0,Strong Democratic,"Coast, Including NYC Suburbs",Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
8945.0,Connecticut,86.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.915172696113586,Ned Lamont (Dem),M. Jodi Rell (Rep),Male,White,50-59,Democratic,Liberal,$150k-$200k,Protestant,Once a week,,No,Somewhat approve,Withdraw all troops,Somewhat disapprove,,,,,,,,,,,,,,,,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,,,Approve,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,4.0,Competitive,Connecticut Valley,Suburb,60s Suburbs,Urban Perimeter,Very upscale
8950.0,Connecticut,23.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.728010475635529,Ned Lamont (Dem),M. Jodi Rell (Rep),Female,White,50-59,Independent,Moderate,$30k-$50k,Other Christian,A few times a month,High school graduate,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Yes,No,Too often,Somewhat important,Extremely important,Extremely important,Somewhat important,For your candidate,Very worried,Very/Somewhat worried,Demcorats,To express opposition to George W Bush,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally, All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,Large Cities Except Stamford and Norwalk,Suburb,Rural,Rural,Very downscale
8957.0,Connecticut,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.941617131233215,Joe Lieberman (CFL),M. Jodi Rell (Rep),Female,White,50-59,Republican,Moderate,$200k or more,Catholic,A few time a year,Postgraduate study,No,Somewhat disapprove,Withdraw some troops,Somewhat approve,No,No,Noy often enough,Somewhat important,Somewhat important,Somewhat important,Not at all important,For your candidate,Very worried,Very/Somewhat worried,Republicans,George W Bush was not a factor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Approve,White,Suburbs,Suburbs,2.0,Competitive,"Coast, Including NYC Suburbs",Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
8970.0,Connecticut,98.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.719633638858795,Ned Lamont (Dem),John DeStefano (Dem),Female,White,50-59,Independent,Liberal,$30k-$50k,, No answer,College graduate,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Yes,Yes,Too often,Somewhat important,Somewhat important,Somewhat important,Not at all important,For your candidate,Not too worried,Not too/Not at all worried,Demcorats,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,,, No answer, No answer,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,1.0,Strong Democratic,Connecticut Valley,Suburb,60s Suburbs,Urban Perimeter,Upscale
8974.0,Connecticut,69.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.676411092281342,Ned Lamont (Dem),John DeStefano (Dem),Female,White,50-59,Democratic,Liberal,$150k-$200k,Other Christian,A few times a month,Postgraduate study,,Strongly disapprove,Withdraw all troops,Strongly disapprove,Yes,Yes,Too often,Extremely important,Somewhat important,Extremely important,Somewhat important,For your candidate,Very worried,Very/Somewhat worried,Demcorats,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally, All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,4.0,Competitive,"Coast, Including NYC Suburbs",Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
8978.0,Connecticut,44.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.674124479293823,Ned Lamont (Dem),John DeStefano (Dem),Male,White,50-59,Independent,Conservative,$75k-$100k,,,Postgraduate study,No,,,Strongly disapprove,,,,,,,,,,,,,,,,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,,,,,College graduate,At least some college,,,Disapprove,White,Suburbs,Suburbs,5.0,Competitive,Connecticut Valley,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
8979.0,Connecticut,5.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.642011404037476,Ned Lamont (Dem),John DeStefano (Dem),Male,Asian,50-59,Democratic,Moderate,$100k-$150k,Something else,A few times a month,College graduate,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Yes,Yes,Too often,Somewhat important,Somewhat important,Somewhat important,Somewhat important,For your candidate,Not too worried,Not too/Not at all worried,Does not matter to me,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white male,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Something else,Non-White,Ocassionally, All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Asian,Suburbs,Suburbs,5.0,Competitive,East/West Rural,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
8980.0,Connecticut,7.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.73223865032196,Ned Lamont (Dem),John DeStefano (Dem),Male,Hispanic/Latino,45-49,Democratic,Liberal,$100k-$150k,Catholic, Never,Postgraduate study,Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,Yes,Yes,Too often,Extremely important,Not at all important,Extremely important,Not at all important,Against his opponents,Not at all worried,Not too/Not at all worried,Demcorats,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white male,Non-white,45-59,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Catholic,Non-White,Never,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Hispanic/Latino,Suburbs,Suburbs,1.0,Strong Democratic,Connecticut Valley,Suburb,60s Suburbs,Urban Perimeter,Upscale
8985.0,Connecticut,32.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.87954044342041,Ned Lamont (Dem),M. Jodi Rell (Rep),Male,White,30-39,Democratic,Moderate,$100k-$150k,Other Christian,Once a week,College graduate,No,Somewhat disapprove,No answer,Strongly disapprove,Yes,Yes,About the right amount,Somewhat important,Somewhat important,Somewhat important,Not at all important,For your candidate,Not too worried,Not too/Not at all worried,Demcorats,To express opposition to George W Bush, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Weekly, All others,College graduate,At least some college,Disapprove,No answer,Disapprove,White,Suburbs,Suburbs,2.0,Competitive,East/West Rural,Suburb,60s Suburbs,Urban Perimeter,Downscale
8987.0,Connecticut,45.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.916789054870605,Joe Lieberman (CFL),M. Jodi Rell (Rep),Female,White,50-59,Democratic,Moderate,,Catholic,Once a week,High school graduate,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,No,No,Noy often enough,Somewhat important,Extremely important,Somewhat important,Somewhat important,Against his opponents,Very worried,Very/Somewhat worried,Does not matter to me,George W Bush was not a factor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Democratic,,,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Democratic,Connecticut Valley,Suburb,Rural,Rural,Downscale
8990.0,Connecticut,40.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.776229619979858,Joe Lieberman (CFL),John DeStefano (Dem),Female,White,50-59,Independent,Moderate,$100k-$150k,,,Postgraduate study,No,,,Strongly disapprove,,,,,,,,,,,,,,,,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,,,,,College graduate,At least some college,,,Disapprove,White,Suburbs,Suburbs,2.0,Competitive,"Coast, Including NYC Suburbs",Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
8992.0,Connecticut,11.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.18491613864899,Joe Lieberman (CFL),M. Jodi Rell (Rep),Male,White,18-24,Republican,Conservative,,Other Christian,Once a week,High school graduate,No,Strongly approve,Maintain the same number of troops,Strongly approve,No,No,About the right amount,Extremely important,Extremely important,Somewhat important,Not at all important,For your candidate,Somewhat worried,Very/Somewhat worried,Republicans,George W Bush was not a factor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,18-29,18-24,18-64,18-29,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,Weekly, All others,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,White,Suburbs,Suburbs,1.0,Strong Democratic,Large Cities Except Stamford and Norwalk,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
