ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,GOVIL06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,EDUC,UNION4,CHILD,LATINO,BUSH4,COUNTACC,IRAQWAR,IMPCORR,FAVHAST,OBAMAPRS,STECIL,STEC2,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,COLLEDUC,HSEDUC,BUSH,IRAQWAR2,COUNT2,UNIONHH,UNIONVOT,UNIONMEM,MOMS,PARENTS,QRACEAI,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
16179.0, Illinois,56.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.02699112892151,Judy Baar Topinka (Rep),Male,White,50-59,Republican,Moderate,,Protestant,College graduate,No one does,Yes,No,Strongly approve,Very confident,Somewhat approve,Extremely important,No Answer,No,Poor,Not so good/Poor,White male,White male,45-59,50-64,18-64,30-59,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,College graduate,At least some college,Approve,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others,Men with children,White,English,Rural,Small Cities/Rural,12.0,Unoppsed Democratic,South,Low Density Rural,Rural,Rural,Very downscale
16184.0, Illinois,32.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.11358284950256,Judy Baar Topinka (Rep),Male,White,50-59,Republican,Conservative,$50k-$75k,,College graduate,No one does,Yes,No,,Very confident,Strongly approve,,,,,,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,,,College graduate,At least some college,,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others,Men with children,White,English,Suburbs,Suburbs,11.0,Strong Republican,North,Suburb,70s Suburbs,Urban Perimeter,Upscale
16188.0, Illinois,89.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.12191915512085,Rod Blagojevich (Dem),Male,White,45-49,Independent,Moderate,$100k-$150k,Other Christian,College graduate,No one does,Yes,No,Strongly disapprove,Very confident,Strongly disapprove,Somewhat important,Favorable,Yes,Good,Excellent/Good,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,College graduate,At least some college,Disapprove,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Men with children,White,English,Suburbs,Suburbs,16.0,Strong Republican,North,Suburb,70s Suburbs,Urban Perimeter,Downscale
16192.0, Illinois,134.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.954761981964111,Judy Baar Topinka (Rep),Female,White,30-39,Republican,Conservative,$150k-$200k,Catholic,College graduate,No one does,Yes,No,Somewhat approve,Very confident,Somewhat approve,Somewhat important,Favorable,No,Not so good,Not so good/Poor,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,College graduate,At least some college,Approve,Approve,Very/Somewhat confident,No,No,No (no union member in household),Women with children,Women with children,White,English,Suburbs,Suburbs,9.0,Strong Democratic,Cook Suburbs,High Density Urban,60s Suburbs,Urban Perimeter,Upscale
16195.0, Illinois,5.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.383099377155304,Judy Baar Topinka (Rep),Female,White,60-64,Republican,Conservative,$30k-$50k,Protestant,High school graduate,No one does,No,No,Somewhat approve,Somewhat confident,Strongly approve,Extremely important,Favorable,No,Good,Excellent/Good,White female,White female,60 or over,50-64,18-64,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,High school graduate or less,Approve,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others, Women without children,White,English,Rural,Small Cities/Rural,15.0,Strong Republican,South,Extremely Low Density Rural,Rural,Rural,Very downscale
16196.0, Illinois,137.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.733367919921875,Judy Baar Topinka (Rep),Female,White,30-39,Republican,Moderate,$100k-$150k,,College graduate,No one does,Yes,No,,Very confident,Somewhat approve,,,,,,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,,,College graduate,At least some college,,Approve,Very/Somewhat confident,No,No,No (no union member in household),Women with children,Women with children,White,English,Suburbs,Suburbs,9.0,Strong Democratic,Cook Suburbs,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
16198.0, Illinois,36.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.987611174583435,Rod Blagojevich (Dem),Male,Asian,,,,,,,,,No,Strongly disapprove,Very confident,,Not at all important,No Answer,Yes,Good,Excellent/Good,Non-white male,Non-white,,,,,,,,,,,,Disapprove,,Very/Somewhat confident,,,,,,Asian,English,Suburbs,Suburbs,14.0,Strong Republican,Collar Counties,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
16202.0, Illinois,111.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.869503140449524,Rod Blagojevich (Dem),Female,Black,45-49,Democratic,Conservative,$100k-$150k,Other Christian,Postgraduate study,No one does,Yes,No,Strongly disapprove,Not very confident,Strongly disapprove,Not at all important,Unfavorable,Yes,Good,Excellent/Good,Non-white female,Non-white,45-59,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,Non-White,College graduate,At least some college,Disapprove,Disapprove,Not very/Not at all confident,No,No,No (no union member in household),Women with children,Women with children,Black,English,"Cities over 500,000","Cities over 50,000",1.0,Strong Democratic,Chicago,Extremely High Density Urban,Urban,Urban Core,Very downscale
16221.0, Illinois,147.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0737783908844,Judy Baar Topinka (Rep),Female,White,65-74,Republican,Moderate,$30k-$50k,Something else,High school graduate,"Yes, someone else does",No,No,Strongly approve,Somewhat confident,Strongly approve,Somewhat important,Favorable,No,Not so good,Not so good/Poor,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Something else,White Something else,Did not graduate from college,High school graduate or less,Approve,Approve,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",All others, Women without children,White,English,Suburbs,Suburbs,3.0,Strong Democratic,Cook Suburbs,High Density Urban,60s Suburbs,Urban Perimeter,Downscale
16226.0, Illinois,150.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.950441539287567,Judy Baar Topinka (Rep),Female,Black,40-44,Something else,Moderate,$50k-$75k,,Some college or associate degree,"Yes, I do",No,No,Strongly disapprove,Very confident,Strongly disapprove,Somewhat important,Unfavorable,Yes,Not so good,Not so good/Poor,Non-white female,Non-white,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,,Non-White,Did not graduate from college,At least some college,Disapprove,Disapprove,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others, Women without children,Black,English,Suburbs,Suburbs,1.0,Strong Democratic,Cook Suburbs,Suburb,70s Suburbs,Urban Perimeter,Downscale
16237.0, Illinois,26.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.832454800605774,Other,Female,White,50-59,Democratic,Conservative,$50k-$75k,Catholic,Postgraduate study,No one does,No,No,Somewhat disapprove,Somewhat confident,Somewhat disapprove,Extremely important,Unfavorable,Yes,Not so good,Not so good/Poor,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,College graduate,At least some college,Disapprove,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others, Women without children,White,English,Rural,Small Cities/Rural,16.0,Strong Republican,North,Extremely Low Density Rural,Rural,Rural,Very downscale
16238.0, Illinois,113.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.27723491191864,Rod Blagojevich (Dem),Female,Hispanic/Latino,25-29,Democratic,Moderate,$15k-$30k,Catholic,Some college or associate degree,"Yes, someone else does",Yes,,Strongly disapprove,Somewhat confident,Strongly disapprove,Extremely important,Unfavorable,No Answer,Good,Excellent/Good,Non-white female,Non-white,18-29,25-29,18-64,18-29,Democratic,Less than $50k,Less than $100k,Catholic,Non-White,Did not graduate from college,At least some college,Disapprove,Disapprove,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",Women with children,Women with children,Hispanic/Latino,,"Cities over 500,000","Cities over 50,000",4.0,Strong Democratic,Chicago,Extremely High Density Urban,Urban,Urban Core,Very downscale
16240.0, Illinois,141.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.678284525871277,Rich Whitney (Green),Male,White,45-49,Democratic,Liberal,$100k-$150k,Catholic,College graduate,No one does,Yes,No,Strongly disapprove,Somewhat confident,Strongly disapprove,Somewhat important,Favorable,Yes,Not so good,Not so good/Poor,White male,White male,45-59,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Catholic,White Catholic,College graduate,At least some college,Disapprove,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Men with children,White,English,Suburbs,Suburbs,7.0,Strong Democratic,Cook Suburbs,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
16242.0, Illinois,56.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.02699112892151,Judy Baar Topinka (Rep),Male,White,45-49,Republican,Liberal,$100k-$150k,Protestant,College graduate,"Yes, I do",Yes,No,Strongly approve,Very confident,Somewhat approve,Somewhat important,Favorable,No,Not so good,Not so good/Poor,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,College graduate,At least some college,Approve,Approve,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others,Men with children,White,English,Rural,Small Cities/Rural,12.0,Unoppsed Democratic,South,Low Density Rural,Rural,Rural,Very downscale
16244.0, Illinois,59.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.914378225803375,Judy Baar Topinka (Rep),Female,White,50-59,Independent,Moderate,$75k-$100k,,Postgraduate study,No one does,No,No,,Somewhat confident,Strongly disapprove,,,,,,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,,,College graduate,At least some college,,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others, Women without children,White,English,"Cities 10,000-50,000",Small Cities/Rural,17.0,Competitive,North,Suburb,Rural,Rural,Downscale
16246.0, Illinois,5.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.35399541258812,Judy Baar Topinka (Rep),Female,White,45-49,Something else,Moderate,$50k-$75k,Catholic,College graduate,"Yes, someone else does",Yes,No,Somewhat disapprove,Very confident,Strongly disapprove,Somewhat important,Favorable,No,Poor,Not so good/Poor,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,College graduate,At least some college,Disapprove,Disapprove,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",Women with children,Women with children,White,English,Rural,Small Cities/Rural,15.0,Strong Republican,South,Extremely Low Density Rural,Rural,Rural,Very downscale
16251.0, Illinois,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.02247059345245,Judy Baar Topinka (Rep),Female,White,40-44,Republican,Conservative,,Other Christian,College graduate,No one does,Yes,No,Somewhat approve,Somewhat confident,Somewhat disapprove,Somewhat important,Favorable,No,Good,Excellent/Good,White female,White female,30-44,40-49,18-64,30-59,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,College graduate,At least some college,Approve,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),Women with children,Women with children,White,English,Suburbs,Suburbs,6.0,Competitive,Collar Counties,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
16257.0, Illinois,36.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.0028076171875,Judy Baar Topinka (Rep),Female,White,45-49,,,,,,,,No,Strongly approve,Very confident,,Extremely important,Favorable,No,Good,Excellent/Good,White female,White female,45-59,40-49,18-64,30-59,,,,,,,,Approve,,Very/Somewhat confident,,,,,,White,English,Suburbs,Suburbs,14.0,Strong Republican,Collar Counties,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
16262.0, Illinois,22.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.16832160949707,Rod Blagojevich (Dem),Female,White,60-64,Democratic,Moderate,$15k-$30k,Protestant,Some college or associate degree,"Yes, someone else does",No,No,Strongly disapprove,Somewhat confident,Strongly disapprove,Somewhat important,Unfavorable,Yes,Not so good,Not so good/Poor,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,At least some college,Disapprove,Disapprove,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",All others, Women without children,White,English,Rural,Small Cities/Rural,17.0,Competitive,North,Extremely Low Density Rural,Rural,Rural,Downscale
16273.0, Illinois,89.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.2141585350036599,Rod Blagojevich (Dem),Male,White,60-64,,Moderate,,Protestant,High school graduate,No one does,No,No,Somewhat disapprove,Very confident,Somewhat disapprove,Somewhat important,Favorable,No,Not so good,Not so good/Poor,White male,White male,60 or over,50-64,18-64,60 or over,,,,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Men without children,White,English,Suburbs,Suburbs,16.0,Strong Republican,North,Suburb,70s Suburbs,Urban Perimeter,Downscale
16279.0, Illinois,134.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.11590600013733,Judy Baar Topinka (Rep),Male,White,65-74,Republican,Moderate,$200k or more,Protestant,Postgraduate study,No one does,Yes,No,Strongly disapprove,Very confident,Strongly disapprove,Extremely important,No Answer,No,Good,Excellent/Good,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,College graduate,At least some college,Disapprove,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Men with children,White,English,Suburbs,Suburbs,9.0,Strong Democratic,Cook Suburbs,High Density Urban,60s Suburbs,Urban Perimeter,Upscale
16281.0, Illinois,26.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.832454800605774,Other,Female,White,45-49,Republican,Conservative,$30k-$50k,Protestant,High school graduate,No one does,No,No,Somewhat approve,Somewhat confident,Somewhat approve,Extremely important,Unfavorable,No,Not so good,Not so good/Poor,White female,White female,45-59,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,High school graduate or less,Approve,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others, Women without children,White,English,Rural,Small Cities/Rural,16.0,Strong Republican,North,Extremely Low Density Rural,Rural,Rural,Very downscale
16284.0, Illinois,111.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.759512186050415,Rod Blagojevich (Dem),Female,,50-59,Democratic,Moderate,Under $15k,Other Christian,Did not complete high school,No one does,Yes,No,Strongly disapprove,Very confident,Strongly disapprove,Extremely important,Unfavorable,Yes,Good,Excellent/Good,,,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),Women with children,Women with children,,English,"Cities over 500,000","Cities over 50,000",1.0,Strong Democratic,Chicago,Extremely High Density Urban,Urban,Urban Core,Very downscale
16287.0, Illinois,95.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.44753289222717,Rod Blagojevich (Dem),Female,Hispanic/Latino,25-29,Democratic,Moderate,,,High school graduate,,Yes,,,No answer,Somewhat disapprove,,,,,,Non-white female,Non-white,18-29,25-29,18-64,18-29,Democratic,,,,,Did not graduate from college,High school graduate or less,,Disapprove,No answer,,,,Women with children,Women with children,Hispanic/Latino,,"Cities over 500,000","Cities over 50,000",4.0,Strong Democratic,Chicago,Extremely High Density Urban,Urban,Urban Core,Very downscale
16290.0, Illinois,32.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.20513689517975,Judy Baar Topinka (Rep),Male,White,60-64,Democratic,Moderate,$75k-$100k,,Some college or associate degree,No one does,No,No,,Very confident,Strongly disapprove,,,,,,White male,White male,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,,,Did not graduate from college,At least some college,,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Men without children,White,English,Suburbs,Suburbs,11.0,Strong Republican,North,Suburb,70s Suburbs,Urban Perimeter,Upscale
16296.0, Illinois,128.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.23534202575684,Rod Blagojevich (Dem),Male,,60-64,Democratic,Moderate,Under $15k,,High school graduate,No one does,No,No,,No answer,Strongly disapprove,,,,,,,,60 or over,50-64,18-64,60 or over,Democratic,Less than $50k,Less than $100k,,,Did not graduate from college,High school graduate or less,,Disapprove,No answer,No,No,No (no union member in household),All others,Men without children,,English,Suburbs,Suburbs,6.0,Competitive,Cook Suburbs,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
16298.0, Illinois,113.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.891633272171021,Rod Blagojevich (Dem),,Hispanic/Latino,40-44,,,,,,,,Yes,Strongly disapprove,Very confident,,Extremely important,No Answer,No,Not so good,Not so good/Poor,,Non-white,30-44,40-49,18-64,30-59,,,,,,,,Disapprove,,Very/Somewhat confident,,,,,,Hispanic/Latino,English,"Cities over 500,000","Cities over 50,000",4.0,Strong Democratic,Chicago,Extremely High Density Urban,Urban,Urban Core,Very downscale
16301.0, Illinois,147.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.15966701507568,Judy Baar Topinka (Rep),Male,White,75 or over,Republican,Conservative,$30k-$50k,Protestant,High school graduate,"Yes, someone else does",No,,Strongly approve,Very confident,Strongly approve,Extremely important,Favorable,No,Not so good,Not so good/Poor,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,High school graduate or less,Approve,Approve,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",All others,Men without children,White,,Suburbs,Suburbs,3.0,Strong Democratic,Cook Suburbs,High Density Urban,60s Suburbs,Urban Perimeter,Downscale
16302.0, Illinois,5.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.395206838846207,Judy Baar Topinka (Rep),Male,White,,Republican,Conservative,$50k-$75k,None,Some college or associate degree,No one does,No,No,Somewhat approve,Somewhat confident,Somewhat disapprove,Extremely important,Unfavorable,No Answer,Not so good,Not so good/Poor,White male,White male,,,,,Republican,$50k or more,Less than $100k,None,White None,Did not graduate from college,At least some college,Approve,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Men without children,White,English,Rural,Small Cities/Rural,15.0,Strong Republican,South,Extremely Low Density Rural,Rural,Rural,Very downscale
16310.0, Illinois,74.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.944023907184601,Judy Baar Topinka (Rep),Male,White,60-64,Republican,Conservative,,,Some college or associate degree,"Yes, I do",No,No,,Somewhat confident,Strongly approve,,,,,,White male,White male,60 or over,50-64,18-64,60 or over,Republican,,,,,Did not graduate from college,At least some college,,Approve,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others,Men without children,White,English,Suburbs,Suburbs,19.0,Strong Republican,North,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
16311.0, Illinois,59.0,National questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.07781279087067,Rich Whitney (Green),Male,White,50-59,,,,,,,No,No,Somewhat disapprove,,,,,,,,White male,White male,45-59,50-64,18-64,30-59,,,,,,,,Disapprove,,,,,,All others,Men without children,White,English,"Cities 10,000-50,000",Small Cities/Rural,17.0,Competitive,North,Suburb,Rural,Rural,Downscale
16316.0, Illinois,137.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.792028069496155,Judy Baar Topinka (Rep),Male,Asian,50-59,Republican,Conservative,$100k-$150k,,Postgraduate study,No one does,No,No,,Somewhat confident,Strongly approve,,,,,,Non-white male,Non-white,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,,,College graduate,At least some college,,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others,Men without children,Asian,English,Suburbs,Suburbs,9.0,Strong Democratic,Cook Suburbs,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
16326.0, Illinois,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.02247059345245,Judy Baar Topinka (Rep),Female,White,30-39,Republican,Conservative,$100k-$150k,Other Christian,Postgraduate study,No one does,Yes,No,Strongly approve,Very confident,Strongly approve,Somewhat important,Favorable,Yes,Good,Excellent/Good,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,College graduate,At least some college,Approve,Approve,Very/Somewhat confident,No,No,No (no union member in household),Women with children,Women with children,White,English,Suburbs,Suburbs,6.0,Competitive,Collar Counties,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
16333.0, Illinois,36.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.27099168300629,Rod Blagojevich (Dem),Male,White,25-29,Democratic,Liberal,$100k-$150k,Catholic,Some college or associate degree,No one does,No,No,Strongly disapprove,Somewhat confident,Somewhat disapprove,Somewhat important,Unfavorable,Yes,Good,Excellent/Good,White male,White male,18-29,25-29,18-64,18-29,Democratic,$50k or more,$100k or more,Catholic,White Catholic,Did not graduate from college,At least some college,Disapprove,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Men without children,White,English,Suburbs,Suburbs,14.0,Strong Republican,Collar Counties,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
16336.0, Illinois,78.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,3.14721751213074,Rod Blagojevich (Dem),Male,Asian,25-29,Independent,Moderate,$75k-$100k,Other Christian,Some college or associate degree,No one does,No,No,Somewhat disapprove,Very confident,Somewhat disapprove,Somewhat important,Favorable,No,Good,Excellent/Good,Non-white male,Non-white,18-29,25-29,18-64,18-29,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,Did not graduate from college,At least some college,Disapprove,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Men without children,Asian,English,Suburbs,Suburbs,13.0,Strong Republican,Collar Counties,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
16337.0, Illinois,56.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.948204219341278,Judy Baar Topinka (Rep),Male,,65-74,Republican,Conservative,$15k-$30k,Catholic,Postgraduate study,No one does,No,No,Strongly disapprove,Somewhat confident,Somewhat disapprove,Extremely important,Favorable,No,Poor,Not so good/Poor,,,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Catholic,Non-White,College graduate,At least some college,Disapprove,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Men without children,,English,Rural,Small Cities/Rural,12.0,Unoppsed Democratic,South,Low Density Rural,Rural,Rural,Very downscale
16338.0, Illinois,26.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.832454800605774,Other,Female,White,45-49,Republican,Moderate,$30k-$50k,Other Christian,High school graduate,No one does,Yes,No,Somewhat approve,Very confident,Somewhat approve,Extremely important,Unfavorable,Yes,Not so good,Not so good/Poor,White female,White female,45-59,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,High school graduate or less,Approve,Approve,Very/Somewhat confident,No,No,No (no union member in household),Women with children,Women with children,White,English,Rural,Small Cities/Rural,16.0,Strong Republican,North,Extremely Low Density Rural,Rural,Rural,Very downscale
16343.0, Illinois,22.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.11061632633209,Judy Baar Topinka (Rep),Male,White,65-74,Republican,Conservative,$30k-$50k,Protestant,Postgraduate study,No one does,No,No,Somewhat approve,No answer,Somewhat disapprove,Extremely important,No Answer,No Answer,Good,Excellent/Good,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,College graduate,At least some college,Approve,Disapprove,No answer,No,No,No (no union member in household),All others,Men without children,White,English,Rural,Small Cities/Rural,17.0,Competitive,North,Extremely Low Density Rural,Rural,Rural,Downscale
16347.0, Illinois,111.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.25734508037567,Judy Baar Topinka (Rep),Female,Hispanic/Latino,50-59,Democratic,Moderate,Under $15k,Catholic,Did not complete high school,"Yes, someone else does",Yes,Yes,Strongly disapprove,Somewhat confident,Strongly disapprove,Extremely important,Unfavorable,No,Poor,Not so good/Poor,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Catholic,Non-White,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",Women with children,Women with children,Black,English,"Cities over 500,000","Cities over 50,000",1.0,Strong Democratic,Chicago,Extremely High Density Urban,Urban,Urban Core,Very downscale
16353.0, Illinois,88.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0588036775589,Rod Blagojevich (Dem),Female,White,50-59,Democratic,Liberal,$100k-$150k,Other Christian,,,No,No,Strongly disapprove,,Strongly disapprove,,,,,,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,,,Disapprove,Disapprove,,,,,All others, Women without children,White,English,"Cities 50,000-500,000","Cities over 50,000",16.0,Strong Republican,North,Suburb,Urban,Urban Core,Upscale
16354.0, Illinois,150.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.828687787055969,Did not vote,Female,Black,40-44,Independent,Moderate,$50k-$75k,None,Postgraduate study,No one does,No,No,Strongly disapprove,Somewhat confident,Strongly disapprove,Extremely important,Unfavorable,No Answer,Poor,Not so good/Poor,Non-white female,Non-white,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,None,Non-White,College graduate,At least some college,Disapprove,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others, Women without children,Black,English,Suburbs,Suburbs,1.0,Strong Democratic,Cook Suburbs,Suburb,70s Suburbs,Urban Perimeter,Downscale
16357.0, Illinois,5.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.413742482662201,Judy Baar Topinka (Rep),Male,White,65-74,Democratic,Conservative,$50k-$75k,Protestant,Some college or associate degree,No one does,No,No,Somewhat approve,Not very confident,Somewhat approve,Extremely important,Unfavorable,No,Good,Excellent/Good,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,At least some college,Approve,Approve,Not very/Not at all confident,No,No,No (no union member in household),All others,Men without children,White,English,Rural,Small Cities/Rural,15.0,Strong Republican,South,Extremely Low Density Rural,Rural,Rural,Very downscale
16358.0, Illinois,113.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.891633272171021,Rod Blagojevich (Dem),,Hispanic/Latino,50-59,,,,,,,,Yes,Strongly disapprove,Very confident,,Extremely important,Unfavorable,Yes,Excellent,Excellent/Good,,Non-white,45-59,50-64,18-64,30-59,,,,,,,,Disapprove,,Very/Somewhat confident,,,,,,Hispanic/Latino,English,"Cities over 500,000","Cities over 50,000",4.0,Strong Democratic,Chicago,Extremely High Density Urban,Urban,Urban Core,Very downscale
