ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENPA06,GOVPA06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,BRNAGAIN,EDUC,UNION4,MARRIED,CHILD,BUSH4,IRAQTRP,IRAQWAR,VOTE2004,IMPIRAQS,IMPTERRS,IMPECONS,IMPIMMIGS,IMPVALUES,ABORTION,ABORT2,STECPA,STEC2,FORCANDPA,FORBUSHS,TIMESEN,TIMESEN3D,TIMESENWK,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTBRN,WHTEVANG,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,WOMENWED,MOMS,MARCHILD,MARRIEDMOM,PARENTS,SEXWED,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
18910.0,Pennsylvania,153.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.29079604148865,Rick Santorum (Rep),Ed Rendell (Dem),Female,White,50-59,Democratic,Moderate,$30k-$50k,Protestant,Never,No,High school graduate,No one does,Yes,No,Strongly disapprove,Withdraw all troops,Somewhat disapprove,John Kerry (Dem),Somewhat important,Extremely important,Extremely important,Somewhat important,Somewhat important,Legal in most cases,Legal in all/most cases,Good,Excellent/Good,Against his opponent,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Never,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Married women,All others,All others,Other women, Women without children,Married women,White,"Cities over 500,000","Cities over 50,000",1.0,Unoppsed Democratic,Philadelphia,Suburb,Urban,Urban Core,Very downscale
18960.0,Pennsylvania,31.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00122475624084,Bob Casey (Dem),Ed Rendell (Dem),Female,White,50-59,Democratic,Moderate,$50k-$75k,Protestant,Once a week,No,,,Yes,Yes,Strongly disapprove,Withdraw some troops,Strongly disapprove,,,,,,,,,,,,,,,,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestant/Attend weekly,,,Disapprove,Withdraw all or some troops,Disapprove,,,,Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,Suburbs,Suburbs,6.0,Competitive,Northeast,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
19008.0,Pennsylvania,54.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.03805100917816,Bob Casey (Dem),Ed Rendell (Dem),Male,White,50-59,Independent,Liberal,$50k-$75k,,,,Postgraduate study,No one does,,Yes,,,Strongly disapprove,John Kerry (Dem),,,,,,,,,,,,,,,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,,,,,,,College graduate,At least some college,,,Disapprove,No,No,No (no union member in household),,All others,,,Men with children,,White,Rural,Small Cities/Rural,3.0,Strong Republican,Pittsburgh Area and West,Low Density Rural,Rural,Rural,Downscale
19010.0,Pennsylvania,4.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.730067729949951,Bob Casey (Dem),Ed Rendell (Dem),Female,White,50-59,Democratic,Moderate,$50k-$75k,Catholic,A few time a year,Yes,High school graduate,"Yes, someone else does",Yes,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,John Kerry (Dem),Extremely important,Somewhat important,Somewhat important,Somewhat important,Extremely important,Legal in most cases,Legal in all/most cases,Good,Excellent/Good,Against his opponent,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,All others,White Evangelical Born Again Christians,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Yes,No,"Else in HH (member in household, but not voter",Married women,All others,All others,Other women, Women without children,Married women,White,Suburbs,Suburbs,20.0,Competitive,Pittsburgh Area and West,Suburb,60s Suburbs,Urban Perimeter,Very upscale
19027.0,Pennsylvania,31.0,National questionnaire,Version 2,Call 1,Not complete,Election day exit poll,1.23610150814056,Bob Casey (Dem),Ed Rendell (Dem),Female,White,18-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White female,White female,18-29,18-24,18-64,18-29,,,,,,,,,,,,,,,,,,,,,,,,White,Suburbs,Suburbs,6.0,Competitive,Northeast,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
19054.0,Pennsylvania,153.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.30502891540527,Rick Santorum (Rep),Lynn Swann (Rep),Female,White,30-39,Republican,Conservative,$75k-$100k,Protestant,A few time a year,No,College graduate,No one does,No,No,Somewhat approve,Maintain the same number of troops,Somewhat approve,George W. Bush (Rep),Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Illegal in most cases,Illegal in most/all cases,Good,Excellent/Good,For your candidate,To express support for George W Bush, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),All others,All others,All others,Other women, Women without children,Single women,White,"Cities over 500,000","Cities over 50,000",1.0,Unoppsed Democratic,Philadelphia,Suburb,Urban,Urban Core,Very downscale
19090.0,Pennsylvania,4.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.901333868503571,Bob Casey (Dem),Ed Rendell (Dem),Female,White,18-24,,,,,,,,No one does,No,,Strongly disapprove,,,John Kerry (Dem),,,,,,Illegal in most cases,Illegal in most/all cases,Good,Excellent/Good,Against his opponent,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,18-29,18-24,18-64,18-29,,,,,,,,,,,,Disapprove,,,No,No,No (no union member in household),All others,,,,,Single women,White,Suburbs,Suburbs,20.0,Competitive,Pittsburgh Area and West,Suburb,60s Suburbs,Urban Perimeter,Very upscale
19172.0,Pennsylvania,54.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.05747282505035,Bob Casey (Dem),Ed Rendell (Dem),Male,White,65-74,Independent,Moderate,$30k-$50k,,,,College graduate,No one does,,No,,,Strongly disapprove,John Kerry (Dem),,,,,,,,,,,,,,,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,,,,,,,College graduate,At least some college,,,Disapprove,No,No,No (no union member in household),,All others,,,Men without children,,White,Rural,Small Cities/Rural,3.0,Strong Republican,Pittsburgh Area and West,Low Density Rural,Rural,Rural,Downscale
19183.0,Pennsylvania,31.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00122475624084,Bob Casey (Dem),Ed Rendell (Dem),Female,White,50-59,Independent,Moderate,$100k-$150k,Protestant,Once a week,No,,,Yes,No,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,,,,,,,,,,,,,,,,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestant/Attend weekly,,,Disapprove,Withdraw all or some troops,Disapprove,,,,Married women,All others,All others,Other women, Women without children,Married women,White,Suburbs,Suburbs,6.0,Competitive,Northeast,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
19189.0,Pennsylvania,131.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.1216893196106,Bob Casey (Dem),Ed Rendell (Dem),,White,75 or over,Democratic,Liberal,,Catholic,No answer,No,Some college or associate degree,No one does,No,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,John Kerry (Dem),Extremely important,Extremely important,Extremely important,Extremely important,No answer,,,Excellent,Excellent/Good,For your candidate,No answer,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,,,Catholic,White Catholic,All others,All others,No answer,Catholic/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,,,,White,Suburbs,Suburbs,13.0,Strong Democratic,Philadelphia Suburbs,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale
19226.0,Pennsylvania,153.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00463616847992,Bob Casey (Dem),Ed Rendell (Dem),Female,,30-39,Independent,Liberal,$50k-$75k,None,Never,No,Postgraduate study,"Yes, I do",,Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,John Kerry (Dem),Extremely important,Not at all important,Somewhat important,Not at all important,Extremely important,Legal in all cases,Legal in all/most cases,Good,Excellent/Good,Against his opponent,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,,,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,None,Non-White,All others,All others,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Yes,Yes,I am (voter is member),All others,Women with children,All others,,Women with children,,,"Cities over 500,000","Cities over 50,000",1.0,Unoppsed Democratic,Philadelphia,Suburb,Urban,Urban Core,Very downscale
19235.0,Pennsylvania,4.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.771123588085175,Bob Casey (Dem),Ed Rendell (Dem),Male,White,40-44,Democratic,Moderate,$15k-$30k,Protestant,Once a week,No,Some college or associate degree,"Yes, I do",Yes,Yes,Strongly disapprove,Withdraw some troops,Somewhat approve,George W. Bush (Rep),Not at all important,Not at all important,Extremely important,Not at all important,Not at all important,,,Not so godd,Not so good/Poor,For your candidate,George W Bush was not a factor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Approve,Yes,Yes,I am (voter is member),All others,All others,Married with children,All men,Men with children,Married men,White,Suburbs,Suburbs,20.0,Competitive,Pittsburgh Area and West,Suburb,60s Suburbs,Urban Perimeter,Very upscale
19296.0,Pennsylvania,131.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.10023391246796,Bob Casey (Dem),Ed Rendell (Dem),Female,White,65-74,Republican,Moderate,$100k-$150k,Protestant,A few time a year,No,Some college or associate degree,No one does,,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,George W. Bush (Rep),Extremely important,Somewhat important,Somewhat important,Extremely important,Somewhat important,Legal in all cases,Legal in all/most cases,Not so godd,Not so good/Poor,Against his opponent,To express opposition to George W Bush,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,, Women without children,,White,Suburbs,Suburbs,13.0,Strong Democratic,Philadelphia Suburbs,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale
19353.0,Pennsylvania,31.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.00122475624084,Bob Casey (Dem),Ed Rendell (Dem),Female,Other,50-59,Independent,Moderate,,,,,Some college or associate degree,No one does,,No,,,Strongly disapprove,John Kerry (Dem),,,,,,,,,,,,,,,Non-white female,Non-white,45-59,50-64,18-64,30-59,Independent/Something else,,,,,,,,,Did not graduate from college,At least some college,,,Disapprove,No,No,No (no union member in household),,All others,,, Women without children,,American Indian,Suburbs,Suburbs,6.0,Competitive,Northeast,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
19390.0,Pennsylvania,54.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.07295310497284,Rick Santorum (Rep),Lynn Swann (Rep),Female,White,45-49,Republican,Moderate,$100k-$150k,,,,Postgraduate study,No one does,,Yes,,,Somewhat approve,George W. Bush (Rep),,,,,,,,,,,,,,,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,,,,,,,College graduate,At least some college,,,Approve,No,No,No (no union member in household),,Women with children,,,Women with children,,White,Rural,Small Cities/Rural,3.0,Strong Republican,Pittsburgh Area and West,Low Density Rural,Rural,Rural,Downscale
19401.0,Pennsylvania,131.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.14076268672943,Bob Casey (Dem),Ed Rendell (Dem),Male,White,40-44,Democratic,Moderate,$200k or more,Jewish,A few times a month,No,Postgraduate study,No one does,Yes,Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,John Kerry (Dem),Extremely important,Extremely important,Extremely important,Not at all important,Not at all important,Legal in all cases,Legal in all/most cases,Good,Excellent/Good,For your candidate,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,30-44,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Jewish,White Jewish,All others,All others,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,Married with children,All men,Men with children,Married men,White,Suburbs,Suburbs,13.0,Strong Democratic,Philadelphia Suburbs,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale
19423.0,Pennsylvania,4.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.730067729949951,Bob Casey (Dem),Ed Rendell (Dem),Female,Other,40-44,Democratic,Moderate,$15k-$30k,Catholic,A few time a year,No,Did not complete high school,No one does,Yes,Yes,Strongly disapprove,Withdraw some troops,Strongly disapprove,John Kerry (Dem),Somewhat important,Somewhat important,Extremely important,Not at all important,Not at all important,Illegal in most cases,Illegal in most/all cases,Good,Excellent/Good,For your candidate,To express opposition to George W Bush, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white female,Non-white,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Catholic,Non-White,All others,All others,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,American Indian,Suburbs,Suburbs,20.0,Competitive,Pittsburgh Area and West,Suburb,60s Suburbs,Urban Perimeter,Very upscale
19525.0,Pennsylvania,31.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.07731556892395,Bob Casey (Dem),Ed Rendell (Dem),Male,White,65-74,Democratic,Moderate,$30k-$50k,,,,High school graduate,No one does,,No,,,Strongly disapprove,John Kerry (Dem),,,,,,,,,,,,,,,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,,,,,,,Did not graduate from college,High school graduate or less,,,Disapprove,No,No,No (no union member in household),,All others,,,Men without children,,White,Suburbs,Suburbs,6.0,Competitive,Northeast,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
19540.0,Pennsylvania,131.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.16210627555847,Bob Casey (Dem),Ed Rendell (Dem),Male,White,65-74,Democratic,Liberal,$100k-$150k,Jewish,Never,No,Postgraduate study,No one does,Yes,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,John Kerry (Dem),Extremely important,Somewhat important,Extremely important,Extremely important,Not at all important,Legal in all cases,Legal in all/most cases,Not so godd,Not so good/Poor,Against his opponent,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,$100k or more,Jewish,White Jewish,All others,All others,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Married men,White,Suburbs,Suburbs,13.0,Strong Democratic,Philadelphia Suburbs,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale
19627.0,Pennsylvania,54.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.982783496379852,Bob Casey (Dem),Ed Rendell (Dem),Female,White,50-59,Independent,Moderate,$75k-$100k,,,,Postgraduate study,No one does,,No,,,Strongly disapprove,John Kerry (Dem),,,,,,,,,,,,,,,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,,,,,,,College graduate,At least some college,,,Disapprove,No,No,No (no union member in household),,All others,,, Women without children,,White,Rural,Small Cities/Rural,3.0,Strong Republican,Pittsburgh Area and West,Low Density Rural,Rural,Rural,Downscale
19632.0,Pennsylvania,4.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.771123588085175,Bob Casey (Dem),Ed Rendell (Dem),Male,White,50-59,Democratic,Liberal,,Catholic,More than once a week,No,High school graduate,No one does,Yes,Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,John Kerry (Dem),Extremely important,Somewhat important,Extremely important,Somewhat important,Not at all important,Legal in most cases,Legal in all/most cases,Good,Excellent/Good,Against his opponent,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Democratic,,,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,Married with children,All men,Men with children,Married men,White,Suburbs,Suburbs,20.0,Competitive,Pittsburgh Area and West,Suburb,60s Suburbs,Urban Perimeter,Very upscale
19642.0,Pennsylvania,131.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.10023391246796,Bob Casey (Dem),Ed Rendell (Dem),Female,White,65-74,Democratic,Liberal,$200k or more,Jewish,Never,No,Postgraduate study,No one does,Yes,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,John Kerry (Dem),Extremely important,Somewhat important,Somewhat important,Somewhat important,Extremely important,Legal in all cases,Legal in all/most cases,Not so godd,Not so good/Poor,Against his opponent,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,$100k or more,Jewish,White Jewish,All others,All others,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Married women,All others,All others,Other women, Women without children,Married women,White,Suburbs,Suburbs,13.0,Strong Democratic,Philadelphia Suburbs,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale
19643.0,Pennsylvania,31.0,National questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.918804109096527,Bob Casey (Dem),Ed Rendell (Dem),Female,,75 or over,,,,,,,,,,No,Strongly disapprove,,,,,,,,,,,,,,,,,,,,60 or over,65 or over,65 or over,60 or over,,,,,,,,,,,,Disapprove,,,,,,,All others,,, Women without children,,,Suburbs,Suburbs,6.0,Competitive,Northeast,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
19682.0,Pennsylvania,31.0,National questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.918804109096527,Bob Casey (Dem),Ed Rendell (Dem),Female,,75 or over,,,,,,,,,,No,Strongly disapprove,,,,,,,,,,,,,,,,,,,,60 or over,65 or over,65 or over,60 or over,,,,,,,,,,,,Disapprove,,,,,,,All others,,, Women without children,,,Suburbs,Suburbs,6.0,Competitive,Northeast,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
19746.0,Pennsylvania,131.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.14076268672943,Bob Casey (Dem),Ed Rendell (Dem),Male,White,50-59,Democratic,Liberal,$200k or more,Jewish,A few time a year,No,Postgraduate study,No one does,Yes,Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,John Kerry (Dem),Extremely important,Somewhat important,Extremely important,Somewhat important,Not at all important,Legal in all cases,Legal in all/most cases,Good,Excellent/Good,For your candidate,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Jewish,White Jewish,All others,All others,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,Married with children,All men,Men with children,Married men,White,Suburbs,Suburbs,13.0,Strong Democratic,Philadelphia Suburbs,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale
19793.0,Pennsylvania,4.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.712960958480835,Bob Casey (Dem),Ed Rendell (Dem),Female,Black,75 or over,Democratic,Conservative,$15k-$30k,Protestant,More than once a week,,High school graduate,,,No,Strongly disapprove,Withdraw some troops,Strongly approve,John Kerry (Dem),Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,,,Not so godd,Not so good/Poor,For your candidate,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Approve,,,,All others,All others,All others,, Women without children,,Black,Suburbs,Suburbs,20.0,Competitive,Pittsburgh Area and West,Suburb,60s Suburbs,Urban Perimeter,Very upscale
19851.0,Pennsylvania,54.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.13329124450684,Rick Santorum (Rep),Lynn Swann (Rep),Male,White,50-59,Republican,Conservative,$75k-$100k,,,,Postgraduate study,No one does,,Yes,,,Strongly approve,George W. Bush (Rep),,,,,,,,,,,,,,,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,,,,,,,College graduate,At least some college,,,Approve,No,No,No (no union member in household),,All others,,,Men with children,,White,Rural,Small Cities/Rural,3.0,Strong Republican,Pittsburgh Area and West,Low Density Rural,Rural,Rural,Downscale
19865.0,Pennsylvania,131.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.25917017459869,Rick Santorum (Rep),Lynn Swann (Rep),Female,White,50-59,Republican,Conservative,$150k-$200k,Something else,More than once a week,No,Postgraduate study,No one does,Yes,Yes,Somewhat disapprove,Withdraw all troops,Strongly disapprove,John Kerry (Dem),Extremely important,Not at all important,Somewhat important,Somewhat important,Extremely important,Legal in all cases,Legal in all/most cases,Not so godd,Not so good/Poor,For your candidate,George W Bush was not a factor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Something else,White Something else,All others,All others,Weekly,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,Suburbs,Suburbs,13.0,Strong Democratic,Philadelphia Suburbs,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale
19879.0,Pennsylvania,31.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00122475624084,Bob Casey (Dem),Ed Rendell (Dem),Female,White,45-49,Democratic,Liberal,$100k-$150k,Protestant,Once a week,Yes,,,Yes,Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,,,,,,,,,,,,,,,,White female,White female,45-59,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,,,Disapprove,Withdraw all or some troops,Disapprove,,,,Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,Suburbs,Suburbs,6.0,Competitive,Northeast,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
19974.0,Pennsylvania,4.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.730067729949951,Bob Casey (Dem),Ed Rendell (Dem),Female,White,50-59,Democratic,Conservative,$15k-$30k,Protestant,A few time a year,No,Some college or associate degree,No one does,Yes,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,John Kerry (Dem),Somewhat important,Extremely important,Extremely important,Extremely important,Somewhat important,Legal in most cases,Legal in all/most cases,Poor,Not so good/Poor,Against his opponent,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Married women,All others,All others,Other women, Women without children,Married women,White,Suburbs,Suburbs,20.0,Competitive,Pittsburgh Area and West,Suburb,60s Suburbs,Urban Perimeter,Very upscale
20018.0,Pennsylvania,131.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.14076268672943,Bob Casey (Dem),Ed Rendell (Dem),Male,White,45-49,Something else,Liberal,$150k-$200k,None,Never,No,Postgraduate study,"Yes, I do",Yes,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,John Kerry (Dem),Extremely important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Legal in most cases,Legal in all/most cases,Poor,Not so good/Poor,Against his opponent,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,None,White None,All others,All others,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Yes,Yes,I am (voter is member),All others,All others,All others,All men,Men without children,Married men,White,Suburbs,Suburbs,13.0,Strong Democratic,Philadelphia Suburbs,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale
20088.0,Pennsylvania,54.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.03805100917816,Bob Casey (Dem),Ed Rendell (Dem),Male,White,45-49,Democratic,Moderate,$100k-$150k,,,,College graduate,No one does,,Yes,,,Strongly disapprove,John Kerry (Dem),,,,,,,,,,,,,,,White male,White male,45-59,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,,,,,,,College graduate,At least some college,,,Disapprove,No,No,No (no union member in household),,All others,,,Men with children,,White,Rural,Small Cities/Rural,3.0,Strong Republican,Pittsburgh Area and West,Low Density Rural,Rural,Rural,Downscale
20103.0,Pennsylvania,31.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.01995766162872,Bob Casey (Dem),Ed Rendell (Dem),Female,White,65-74,Democratic,Moderate,$30k-$50k,Catholic,Once a week,Yes,,,No,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,,,,,,,,,,,,,,,,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,All others,White Evangelical Born Again Christians,Weekly,Catholic/Attend weekly,,,Disapprove,Withdraw all or some troops,Disapprove,,,,All others,All others,All others,Other women, Women without children,Single women,White,Suburbs,Suburbs,6.0,Competitive,Northeast,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
