ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,GOVGA06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,BRNAGAIN,LATINO,BUSH4,IRAQWAR,NEWTPRES,STECGA,STEC2,IMMDEPORT,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,WHTEVANG,BUSH,IRAQWAR2,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
15484.0, Georgia,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.247724130749702,Sonny Perdue (Rep),Female,Black,40-44,Independent,Moderate,$30k-$50k,Yes,No,Strongly disapprove,Strongly approve,No,Poor,Good/Not so good,Deported to the country they came from,Non-white female,Non-white,30-44,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,All others,Disapprove,Approve,Black,"Cities 50,000-500,000","Cities over 50,000",12.0,Competitive,South,Suburb,Urban,Urban Core,Very downscale,31404.0
15510.0, Georgia,54.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.474140673875809,Sonny Perdue (Rep),Male,White,65-74,,Conservative,,Yes,No,Strongly approve,Somewhat approve,No Answer,No Answer,No Answer,Offered a chance to apply for legal status,White male,White male,60 or over,65 or over,65 or over,60 or over,,,,White Evangelical Born Again Christians,Approve,Approve,White,Suburbs,Suburbs,4.0,Strong Democratic,Atlanta,High Density Urban,70s Suburbs,Urban Perimeter,Upscale,30083.0
15530.0, Georgia,56.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.499266654253006,Mark Taylor (Dem),Male,Other,30-39,Republican,Moderate,$30k-$50k,No,No,Somewhat approve,Somewhat disapprove,No,Good,Excellent/Good,Offered a chance to apply for legal status,Non-white male,Non-white,30-44,30-39,18-64,30-59,Republican,Less than $50k,Less than $100k,All others,Approve,Disapprove,Other,Suburbs,Suburbs,4.0,Strong Democratic,Atlanta,Suburb,70s Suburbs,Urban Perimeter,Upscale,30034.0
15541.0, Georgia,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.75744295120239,Sonny Perdue (Rep),Male,White,40-44,Republican,Conservative,$100k-$150k,No,No,Somewhat approve,Somewhat approve,Yes,Good,Excellent/Good,Deported to the country they came from,White male,White male,30-44,40-49,18-64,30-59,Republican,$50k or more,$100k or more,All others,Approve,Approve,White,Suburbs,Suburbs,6.0,Strong Republican,Atlanta Suburbs,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30127.0
15546.0, Georgia,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.302979022264481,Sonny Perdue (Rep),Male,White,30-39,Republican,Conservative,$100k-$150k,No,No,Somewhat disapprove,Strongly disapprove,No,Not so good,Good/Not so good,Deported to the country they came from,White male,White male,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,All others,Disapprove,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",12.0,Competitive,South,Suburb,Urban,Urban Core,Very downscale,31404.0
15548.0, Georgia,40.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.444981336593628,Sonny Perdue (Rep),Female,White,50-59,Republican,Moderate,$50k-$75k,Yes,No,Somewhat approve,Somewhat approve,,,,Offered a chance to apply for legal status,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,White Evangelical Born Again Christians,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Republican,South,Extremely Low Density Rural,Rural,Rural,Very downscale,31554.0
15560.0, Georgia,67.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,3.19900989532471,Sonny Perdue (Rep),Male,White,18-24,Republican,Moderate,$200k or more,,No,,Strongly approve,,,,,White male,White male,18-29,18-24,18-64,18-29,Republican,$50k or more,$100k or more,,,Approve,White,"Cities 50,000-500,000","Cities over 50,000",5.0,Unoppsed Democratic,Atlanta,Suburb,Urban,Urban Core,Downscale,30318.0
15563.0, Georgia,102.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.50928008556366,Mark Taylor (Dem),Male,White,50-59,Democratic,Moderate,$30k-$50k,Yes,No,Strongly disapprove,Somewhat disapprove,,,,Offered a chance to apply for legal status,White male,White male,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,White Evangelical Born Again Christians,Disapprove,Disapprove,White,Rural,Small Cities/Rural,9.0,Strong Republican,North,Low Density Rural,Rural,Rural,Very downscale,30529.0
15573.0, Georgia,54.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.474140673875809,Sonny Perdue (Rep),Female,Black,50-59,Independent,Moderate,$75k-$100k,Yes,No,Somewhat approve,Somewhat disapprove,No,Good,Excellent/Good,Offered a chance to apply for legal status,Non-white female,Non-white,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,All others,Approve,Disapprove,Black,Suburbs,Suburbs,4.0,Strong Democratic,Atlanta,High Density Urban,70s Suburbs,Urban Perimeter,Upscale,30083.0
15603.0, Georgia,56.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.360255479812622,Mark Taylor (Dem),Female,Black,50-59,Democratic,Conservative,,Yes,No,Somewhat disapprove,Strongly disapprove,No,Not so good,Good/Not so good,Offered a chance to apply for legal status,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,,,All others,Disapprove,Disapprove,Black,Suburbs,Suburbs,4.0,Strong Democratic,Atlanta,Suburb,70s Suburbs,Urban Perimeter,Upscale,30034.0
15616.0, Georgia,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.247724130749702,Sonny Perdue (Rep),Female,Black,40-44,Republican,Moderate,$30k-$50k,Yes,No,Strongly disapprove,Somewhat disapprove,Yes,Not so good,Good/Not so good,Deported to the country they came from,Non-white female,Non-white,30-44,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,All others,Disapprove,Disapprove,Black,"Cities 50,000-500,000","Cities over 50,000",12.0,Competitive,South,Suburb,Urban,Urban Core,Very downscale,31404.0
15628.0, Georgia,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.75744295120239,Sonny Perdue (Rep),Male,White,30-39,Republican,Conservative,$150k-$200k,Yes,No,Strongly approve,Strongly approve,Yes,Good,Excellent/Good,Deported to the country they came from,White male,White male,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,White Evangelical Born Again Christians,Approve,Approve,White,Suburbs,Suburbs,6.0,Strong Republican,Atlanta Suburbs,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30127.0
15649.0, Georgia,54.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.474140673875809,Sonny Perdue (Rep),Female,Black,45-49,Something else,,$50k-$75k,Yes,No,Somewhat approve,Strongly approve,Yes,Not so good,Good/Not so good,Offered a chance to apply for legal status,Non-white female,Non-white,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,All others,Approve,Approve,Black,Suburbs,Suburbs,4.0,Strong Democratic,Atlanta,High Density Urban,70s Suburbs,Urban Perimeter,Upscale,30083.0
15664.0, Georgia,56.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.360255479812622,Mark Taylor (Dem),Female,Black,50-59,Democratic,Moderate,$50k-$75k,No,No,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,Deported to the country they came from,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,All others,Disapprove,Disapprove,Black,Suburbs,Suburbs,4.0,Strong Democratic,Atlanta,Suburb,70s Suburbs,Urban Perimeter,Upscale,30034.0
15675.0, Georgia,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.270994305610657,Sonny Perdue (Rep),Female,White,25-29,Republican,Liberal,$50k-$75k,No,No,Somewhat approve,Strongly approve,No,Poor,Good/Not so good,Offered a chance to apply for legal status,White female,White female,18-29,25-29,18-64,18-29,Republican,$50k or more,Less than $100k,All others,Approve,Approve,White,"Cities 50,000-500,000","Cities over 50,000",12.0,Competitive,South,Suburb,Urban,Urban Core,Very downscale,31404.0
15676.0, Georgia,40.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.397244691848755,Mark Taylor (Dem),Male,Black,65-74,Democratic,Moderate,Under $15k,,,Strongly disapprove,Strongly disapprove,,,,Deported to the country they came from,Non-white male,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,All others,Disapprove,Disapprove,Black,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Republican,South,Extremely Low Density Rural,Rural,Rural,Very downscale,31554.0
15696.0, Georgia,102.0,National questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.705652356147766,Sonny Perdue (Rep),Male,,65-74,,,,,No,Somewhat approve,,,,,Deported to the country they came from,,,60 or over,65 or over,65 or over,60 or over,,,,,Approve,,,Rural,Small Cities/Rural,9.0,Strong Republican,North,Low Density Rural,Rural,Rural,Very downscale,30529.0
15710.0, Georgia,54.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.474140673875809,Sonny Perdue (Rep),Male,White,65-74,Independent,Liberal,$30k-$50k,,,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,Offered a chance to apply for legal status,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,All others,Disapprove,Disapprove,White,Suburbs,Suburbs,4.0,Strong Democratic,Atlanta,High Density Urban,70s Suburbs,Urban Perimeter,Upscale,30083.0
15739.0, Georgia,56.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.243770152330399,Other,Female,Black,50-59,Independent,Moderate,$50k-$75k,Yes,No,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,Deported to the country they came from,Non-white female,Non-white,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,All others,Disapprove,Disapprove,Black,Suburbs,Suburbs,4.0,Strong Democratic,Atlanta,Suburb,70s Suburbs,Urban Perimeter,Upscale,30034.0
15750.0, Georgia,67.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.58104074001312,Mark Taylor (Dem),Female,Asian,18-24,Democratic,Liberal,$75k-$100k,,No,,Strongly disapprove,,,,,Non-white female,Non-white,18-29,18-24,18-64,18-29,Democratic,$50k or more,Less than $100k,,,Disapprove,Asian,"Cities 50,000-500,000","Cities over 50,000",5.0,Unoppsed Democratic,Atlanta,Suburb,Urban,Urban Core,Downscale,30318.0
15762.0, Georgia,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.32777139544487,Did not vote,Female,Black,65-74,Democratic,,$50k-$75k,Yes,No,Strongly approve,Strongly approve,No Answer,Poor,Good/Not so good,Deported to the country they came from,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,All others,Approve,Approve,Black,"Cities 50,000-500,000","Cities over 50,000",12.0,Competitive,South,Suburb,Urban,Urban Core,Very downscale,31404.0
15781.0, Georgia,40.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.549734592437744,Mark Taylor (Dem),Male,White,40-44,Democratic,Liberal,Under $15k,,No,Strongly disapprove,Strongly disapprove,,,,Deported to the country they came from,White male,White male,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,All others,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Republican,South,Extremely Low Density Rural,Rural,Rural,Very downscale,31554.0
15810.0, Georgia,56.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.326743125915527,Mark Taylor (Dem),Male,Black,50-59,Democratic,Conservative,$150k-$200k,Yes,No,Strongly disapprove,Strongly disapprove,No,Not so good,Good/Not so good,Deported to the country they came from,Non-white male,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,All others,Disapprove,Disapprove,Black,Suburbs,Suburbs,4.0,Strong Democratic,Atlanta,Suburb,70s Suburbs,Urban Perimeter,Upscale,30034.0
15819.0, Georgia,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.15015161037445,Sonny Perdue (Rep),Male,Black,45-49,Democratic,Moderate,$50k-$75k,Yes,No,Somewhat approve,No answer,No,Good,Excellent/Good,Offered a chance to apply for legal status,Non-white male,Non-white,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,All others,Approve,No answer,Black,Suburbs,Suburbs,6.0,Strong Republican,Atlanta Suburbs,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30127.0
15821.0, Georgia,54.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.474140673875809,Sonny Perdue (Rep),Female,White,45-49,Republican,Conservative,$15k-$30k,Yes,No,Strongly approve,Strongly approve,No,Good,Excellent/Good,Offered a chance to apply for legal status,White female,White female,45-59,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,White Evangelical Born Again Christians,Approve,Approve,White,Suburbs,Suburbs,4.0,Strong Democratic,Atlanta,High Density Urban,70s Suburbs,Urban Perimeter,Upscale,30083.0
15877.0, Georgia,40.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.403587430715561,Sonny Perdue (Rep),Male,White,50-59,Republican,Conservative,$30k-$50k,Yes,No,Strongly approve,Strongly approve,,,,Deported to the country they came from,White male,White male,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,White Evangelical Born Again Christians,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Republican,South,Extremely Low Density Rural,Rural,Rural,Very downscale,31554.0
15882.0, Georgia,96.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,2.17566466331482,Sonny Perdue (Rep),Male,White,50-59,Republican,Conservative,$75k-$100k,Yes,No,Somewhat approve,Strongly approve,,,,Offered a chance to apply for legal status,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,White Evangelical Born Again Christians,Approve,Approve,White,Rural,Small Cities/Rural,1.0,Strong Republican,North,Low Density Rural,Rural,Rural,Downscale,30553.0
15884.0, Georgia,56.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.360255479812622,Mark Taylor (Dem),Female,Black,40-44,Democratic,Moderate,$50k-$75k,Yes,No,Strongly disapprove,Strongly disapprove,No,Not so good,Good/Not so good,Deported to the country they came from,Non-white female,Non-white,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,All others,Disapprove,Disapprove,Black,Suburbs,Suburbs,4.0,Strong Democratic,Atlanta,Suburb,70s Suburbs,Urban Perimeter,Upscale,30034.0
15887.0, Georgia,54.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.474140673875809,Sonny Perdue (Rep),Male,White,65-74,Republican,Conservative,,Yes,No,Somewhat approve,Somewhat approve,No,Good,Excellent/Good,Deported to the country they came from,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,,,White Evangelical Born Again Christians,Approve,Approve,White,Suburbs,Suburbs,4.0,Strong Democratic,Atlanta,High Density Urban,70s Suburbs,Urban Perimeter,Upscale,30083.0
15891.0, Georgia,102.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.50928008556366,Mark Taylor (Dem),Male,Other,30-39,Independent,Liberal,$30k-$50k,No,No,Strongly disapprove,Strongly disapprove,,,,Deported to the country they came from,Non-white male,Non-white,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,All others,Disapprove,Disapprove,Other,Rural,Small Cities/Rural,9.0,Strong Republican,North,Low Density Rural,Rural,Rural,Very downscale,30529.0
15897.0, Georgia,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.1764143705368,Mark Taylor (Dem),Female,Black,30-39,Democratic,Moderate,$150k-$200k,Yes,No,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,Deported to the country they came from,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,All others,Disapprove,Disapprove,Black,Suburbs,Suburbs,6.0,Strong Republican,Atlanta Suburbs,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30127.0
15919.0, Georgia,138.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.769100546836853,Sonny Perdue (Rep),Male,White,50-59,Republican,Conservative,$30k-$50k,Yes,No,Strongly approve,Strongly approve,,,,Deported to the country they came from,White male,White male,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,White Evangelical Born Again Christians,Approve,Approve,White,Rural,Small Cities/Rural,2.0,Strong Democratic,South,Extremely Low Density Rural,Rural,Rural,Very downscale,31790.0
15942.0, Georgia,67.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,3.19900989532471,Sonny Perdue (Rep),Male,White,25-29,Something else,Moderate,$15k-$30k,,No,,Strongly disapprove,,,,,White male,White male,18-29,25-29,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,,,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",5.0,Unoppsed Democratic,Atlanta,Suburb,Urban,Urban Core,Downscale,30318.0
15955.0, Georgia,54.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.474140673875809,Sonny Perdue (Rep),Male,White,75 or over,Independent,Conservative,$75k-$100k,Yes,,Strongly approve,Strongly approve,Yes,Good,Excellent/Good,Deported to the country they came from,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,Less than $100k,White Evangelical Born Again Christians,Approve,Approve,White,Suburbs,Suburbs,4.0,Strong Democratic,Atlanta,High Density Urban,70s Suburbs,Urban Perimeter,Upscale,30083.0
15969.0, Georgia,56.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.326743125915527,Mark Taylor (Dem),Male,Black,30-39,Democratic,Moderate,$75k-$100k,Yes,No,Somewhat disapprove,Somewhat disapprove,No Answer,Good,Excellent/Good,Offered a chance to apply for legal status,Non-white male,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,All others,Disapprove,Disapprove,Black,Suburbs,Suburbs,4.0,Strong Democratic,Atlanta,Suburb,70s Suburbs,Urban Perimeter,Upscale,30034.0
15971.0, Georgia,40.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.49132964015007,Sonny Perdue (Rep),Female,White,60-64,Independent,Moderate,$50k-$75k,Yes,No,Somewhat approve,Somewhat approve,,,,Offered a chance to apply for legal status,White female,White female,60 or over,50-64,18-64,60 or over,Independent/Something else,$50k or more,Less than $100k,White Evangelical Born Again Christians,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Republican,South,Extremely Low Density Rural,Rural,Rural,Very downscale,31554.0
15984.0, Georgia,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.1764143705368,Mark Taylor (Dem),Female,Black,30-39,Democratic,Moderate,$200k or more,Yes,No,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,Offered a chance to apply for legal status,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,All others,Disapprove,Disapprove,Black,Suburbs,Suburbs,6.0,Strong Republican,Atlanta Suburbs,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30127.0
16035.0, Georgia,138.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.15505516529083,Mark Taylor (Dem),Female,White,40-44,Republican,Conservative,$30k-$50k,Yes,No,Strongly approve,Somewhat approve,,,,Deported to the country they came from,White female,White female,30-44,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,White Evangelical Born Again Christians,Approve,Approve,White,Rural,Small Cities/Rural,2.0,Strong Democratic,South,Extremely Low Density Rural,Rural,Rural,Very downscale,31790.0
16037.0, Georgia,54.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.474140673875809,Sonny Perdue (Rep),Male,Black,40-44,Independent,Moderate,,Yes,No,Somewhat disapprove,Strongly disapprove,No,Good,Excellent/Good,Deported to the country they came from,Non-white male,Non-white,30-44,40-49,18-64,30-59,Independent/Something else,,,All others,Disapprove,Disapprove,Black,Suburbs,Suburbs,4.0,Strong Democratic,Atlanta,High Density Urban,70s Suburbs,Urban Perimeter,Upscale,30083.0
16050.0, Georgia,56.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.360255479812622,Mark Taylor (Dem),Female,Black,50-59,Democratic,Moderate,$75k-$100k,Yes,No,Strongly disapprove,Somewhat disapprove,No,Not so good,Good/Not so good,Offered a chance to apply for legal status,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,All others,Disapprove,Disapprove,Black,Suburbs,Suburbs,4.0,Strong Democratic,Atlanta,Suburb,70s Suburbs,Urban Perimeter,Upscale,30034.0
16052.0, Georgia,51.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.1784310340881299,Mark Taylor (Dem),Male,Asian,30-39,Democratic,Moderate,$100k-$150k,No,No,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,Offered a chance to apply for legal status,Non-white male,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,All others,Disapprove,Disapprove,Asian,Suburbs,Suburbs,4.0,Strong Democratic,Atlanta,Suburb,60s Suburbs,Urban Perimeter,Very upscale,30033.0
16054.0, Georgia,32.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.25058841705322,Other,Male,White,60-64,Republican,Conservative,$200k or more,Yes,No,Strongly approve,Strongly approve,Yes,Excellent,Excellent/Good,Deported to the country they came from,White male,White male,60 or over,50-64,18-64,60 or over,Republican,$50k or more,$100k or more,White Evangelical Born Again Christians,Approve,Approve,White,"Cities 50,000-500,000","Cities over 50,000",6.0,Strong Republican,Atlanta Suburbs,Suburb,Urban,Urban Core,Downscale,30060.0
16065.0, Georgia,102.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.873555362224579,Sonny Perdue (Rep),Male,White,65-74,Republican,Moderate,$50k-$75k,No,No,Somewhat approve,Somewhat approve,,,,Offered a chance to apply for legal status,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,All others,Approve,Approve,White,Rural,Small Cities/Rural,9.0,Strong Republican,North,Low Density Rural,Rural,Rural,Very downscale,30529.0
16071.0, Georgia,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.29894721508026,Mark Taylor (Dem),Female,Black,60-64,,Moderate,$30k-$50k,Yes,No,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,Offered a chance to apply for legal status,Non-white female,Non-white,60 or over,50-64,18-64,60 or over,,Less than $50k,Less than $100k,All others,Disapprove,Disapprove,Black,Suburbs,Suburbs,6.0,Strong Republican,Atlanta Suburbs,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30127.0
16076.0, Georgia,40.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.489618211984634,Mark Taylor (Dem),Female,,40-44,Democratic,Moderate,$30k-$50k,No,No,Somewhat disapprove,Somewhat approve,,,,Deported to the country they came from,,,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,All others,Disapprove,Approve,,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Republican,South,Extremely Low Density Rural,Rural,Rural,Very downscale,31554.0
16086.0, Georgia,54.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.127918988466263,Other,Female,Black,30-39,Something else,Liberal,$100k-$150k,No,No,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,Offered a chance to apply for legal status,Non-white female,Non-white,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,$100k or more,All others,Disapprove,Disapprove,Black,Suburbs,Suburbs,4.0,Strong Democratic,Atlanta,High Density Urban,70s Suburbs,Urban Perimeter,Upscale,30083.0
16105.0, Georgia,56.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.360775977373123,Mark Taylor (Dem),Male,Black,65-74,Democratic,Moderate,$75k-$100k,Yes,No,Strongly approve,Strongly approve,Yes,Excellent,Excellent/Good,Offered a chance to apply for legal status,Non-white male,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,All others,Approve,Approve,Black,Suburbs,Suburbs,4.0,Strong Democratic,Atlanta,Suburb,70s Suburbs,Urban Perimeter,Upscale,30034.0
16106.0, Georgia,96.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.35526466369629,Other,Female,White,50-59,Republican,Conservative,$50k-$75k,No,No,Strongly disapprove,Strongly approve,,,,Deported to the country they came from,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,All others,Disapprove,Approve,White,Rural,Small Cities/Rural,1.0,Strong Republican,North,Low Density Rural,Rural,Rural,Downscale,30553.0
16109.0, Georgia,67.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,3.19900989532471,Sonny Perdue (Rep),Male,White,18-24,Republican,Moderate,$30k-$50k,,No,,Somewhat approve,,,,,White male,White male,18-29,18-24,18-64,18-29,Republican,Less than $50k,Less than $100k,,,Approve,White,"Cities 50,000-500,000","Cities over 50,000",5.0,Unoppsed Democratic,Atlanta,Suburb,Urban,Urban Core,Downscale,30318.0
16121.0, Georgia,32.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.3788548707962,Other,Female,White,60-64,Republican,Moderate,,,,Somewhat approve,Somewhat approve,Yes,Good,Excellent/Good,Deported to the country they came from,White female,White female,60 or over,50-64,18-64,60 or over,Republican,,,All others,Approve,Approve,White,"Cities 50,000-500,000","Cities over 50,000",6.0,Strong Republican,Atlanta Suburbs,Suburb,Urban,Urban Core,Downscale,30060.0
16135.0, Georgia,138.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.769100546836853,Sonny Perdue (Rep),Male,White,50-59,Independent,Moderate,$100k-$150k,No,No,Somewhat approve,Somewhat approve,,,,Offered a chance to apply for legal status,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,All others,Approve,Approve,White,Rural,Small Cities/Rural,2.0,Strong Democratic,South,Extremely Low Density Rural,Rural,Rural,Very downscale,31790.0
16136.0, Georgia,51.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.850319623947144,Mark Taylor (Dem),Female,Black,40-44,Democratic,Moderate,$30k-$50k,Yes,No,Strongly disapprove,Strongly disapprove,No,Poor,Good/Not so good,Deported to the country they came from,Non-white female,Non-white,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,All others,Disapprove,Disapprove,Black,Suburbs,Suburbs,4.0,Strong Democratic,Atlanta,Suburb,60s Suburbs,Urban Perimeter,Very upscale,30033.0
16145.0, Georgia,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.06697964668274,Mark Taylor (Dem),Male,Black,40-44,Independent,Moderate,$100k-$150k,Yes,No,Strongly disapprove,Somewhat approve,No,Not so good,Good/Not so good,Deported to the country they came from,Non-white male,Non-white,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,All others,Disapprove,Approve,Black,Suburbs,Suburbs,6.0,Strong Republican,Atlanta Suburbs,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30127.0
