ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,HOUND06,SENND06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,BUSH4,IRAQWAR,GUNOWNER,HOEVNJOB,FORBUSHS,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,ATTEND2,ATTREL,BUSH,IRAQWAR2,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
19222.0,North Dakota,58.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.846467673778534,Earl Pomeroy (Dem),Kent Conrad (Dem),Male,White,30-39,Democratic,Moderate,$30k-$50k,Catholic,Once a week,Strongly disapprove,Strongly disapprove,Yes,Approve,George W Bush was not a factor,White male,White male,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,South,Extremely Low Density Rural,Rural,Rural,Downscale,58601.0
19246.0,North Dakota,70.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.801281273365021,Matt Mechtel (Rep),Dwight Grotberg (Rep),Male,White,50-59,Republican,Moderate,$50k-$75k,Protestant,A few time a year,Somewhat approve,Somewhat disapprove,Yes,Approve,To express support for George W Bush,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Approve,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,North,Low Density Rural,Rural,Rural,Upscale,58703.0
19252.0,North Dakota,56.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.12956011295319,Earl Pomeroy (Dem),Kent Conrad (Dem),Male,White,65-74,Democratic,Moderate,,Protestant,Once a week,Strongly disapprove,Strongly disapprove,Yes,Disapprove,To express opposition to George W Bush,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,,,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Democratic,East,Extremely Low Density Rural,Rural,Rural,Downscale,58301.0
19285.0,North Dakota,58.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.753071367740631,Earl Pomeroy (Dem),Kent Conrad (Dem),Female,White,45-49,Independent,Moderate,$50k-$75k,Protestant,Once a week,Somewhat disapprove,Somewhat disapprove,Yes,Approve,George W Bush was not a factor,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,South,Extremely Low Density Rural,Rural,Rural,Downscale,58601.0
19294.0,North Dakota,70.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.977643609046936,Earl Pomeroy (Dem),Kent Conrad (Dem),Male,White,30-39,Democratic,Liberal,$30k-$50k,Catholic,A few time a year,Strongly disapprove,Strongly disapprove,Yes,Disapprove,George W Bush was not a factor,White male,White male,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,North,Low Density Rural,Rural,Rural,Upscale,58703.0
19334.0,North Dakota,56.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.12956011295319,Earl Pomeroy (Dem),Kent Conrad (Dem),Male,White,65-74,Democratic,Liberal,$75k-$100k,Other Christian,More than once a week,Somewhat approve,Somewhat disapprove,Yes,Approve,George W Bush was not a factor,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,Approve,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Democratic,East,Extremely Low Density Rural,Rural,Rural,Downscale,58301.0
19345.0,North Dakota,58.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.753071367740631,Earl Pomeroy (Dem),Kent Conrad (Dem),Female,White,30-39,Independent,Moderate,$50k-$75k,Catholic,A few times a month,Somewhat approve,Somewhat approve,Yes,No Answer,George W Bush was not a factor,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,South,Extremely Low Density Rural,Rural,Rural,Downscale,58601.0
19354.0,North Dakota,70.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.930911183357239,Earl Pomeroy (Dem),Kent Conrad (Dem),Female,White,75 or over,Democratic,Moderate,$15k-$30k,Protestant,More than once a week,Strongly disapprove,Strongly disapprove,No,Approve,To express opposition to George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,North,Low Density Rural,Rural,Rural,Upscale,58703.0
19403.0,North Dakota,58.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.9732785820961,Earl Pomeroy (Dem),Kent Conrad (Dem),Female,White,25-29,Republican,Moderate,$15k-$30k,Protestant,Once a week,Somewhat approve,Somewhat disapprove,Yes,Approve,George W Bush was not a factor,White female,White female,18-29,25-29,18-64,18-29,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Approve,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,South,Extremely Low Density Rural,Rural,Rural,Downscale,58601.0
19406.0,North Dakota,56.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.05537664890289,Earl Pomeroy (Dem),Kent Conrad (Dem),Male,White,45-49,Republican,Conservative,$75k-$100k,Protestant,Once a week,Somewhat approve,Somewhat approve,Yes,Approve,George W Bush was not a factor,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Approve,Approve,White,Rural,Small Cities/Rural,1.0,Strong Democratic,East,Extremely Low Density Rural,Rural,Rural,Downscale,58301.0
19416.0,North Dakota,1.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.968194425106049,Earl Pomeroy (Dem),Kent Conrad (Dem),Male,White,60-64,Democratic,Moderate,$75k-$100k,Protestant,Once a week,Strongly disapprove,Strongly disapprove,,,,White male,White male,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Democratic,East,Extremely Low Density Rural,Rural,Rural,Very downscale,58479.0
19419.0,North Dakota,70.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.651612877845764,Earl Pomeroy (Dem),Kent Conrad (Dem),Male,Black,40-44,Independent,Moderate,$75k-$100k,Catholic,Once a week,Strongly disapprove,Strongly disapprove,No,Approve,George W Bush was not a factor,Non-white male,Non-white,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Catholic,Non-White,Weekly,Catholic/Attend weekly,Disapprove,Disapprove,Black,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,North,Low Density Rural,Rural,Rural,Upscale,58703.0
19450.0,North Dakota,58.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0939849615096997,Earl Pomeroy (Dem),Kent Conrad (Dem),Male,White,18-24,Republican,Conservative,$100k-$150k,Other Christian,Once a week,Somewhat approve,Somewhat approve,Yes,Approve,George W Bush was not a factor,White male,White male,18-29,18-24,18-64,18-29,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,South,Extremely Low Density Rural,Rural,Rural,Downscale,58601.0
19458.0,North Dakota,56.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.05537664890289,Earl Pomeroy (Dem),Kent Conrad (Dem),Male,White,50-59,Independent,Moderate,$150k-$200k,Something else,A few times a month,Strongly disapprove,Strongly disapprove,Yes,Approve,To express opposition to George W Bush,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Something else,White Something else,Ocassionally,All others,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Democratic,East,Extremely Low Density Rural,Rural,Rural,Downscale,58301.0
19489.0,North Dakota,70.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.869773864746094,Earl Pomeroy (Dem),Kent Conrad (Dem),Female,White,40-44,Independent,Liberal,$30k-$50k,Other Christian,Once a week,Somewhat approve,Somewhat approve,Yes,Approve,George W Bush was not a factor,White female,White female,30-44,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,North,Low Density Rural,Rural,Rural,Upscale,58703.0
19498.0,North Dakota,58.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.806005537509918,Earl Pomeroy (Dem),Kent Conrad (Dem),Female,White,65-74,Democratic,Moderate,$30k-$50k,Protestant,Once a week,Somewhat disapprove,Strongly disapprove,Yes,Approve,George W Bush was not a factor,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,South,Extremely Low Density Rural,Rural,Rural,Downscale,58601.0
19512.0,North Dakota,56.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.39905607700348,Matt Mechtel (Rep),,Female,White,75 or over,Republican,Conservative,$15k-$30k,Protestant,Once a week,Strongly approve,Strongly approve,No,No Answer,George W Bush was not a factor,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Approve,Approve,White,Rural,Small Cities/Rural,1.0,Strong Democratic,East,Extremely Low Density Rural,Rural,Rural,Downscale,58301.0
19547.0,North Dakota,70.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.534064948558807,Matt Mechtel (Rep),Dwight Grotberg (Rep),Male,Black,30-39,Republican,Moderate,$50k-$75k,Other Christian,More than once a week,Strongly approve,Strongly approve,Yes,Disapprove,To express support for George W Bush,Non-white male,Non-white,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,Weekly,All others,Approve,Approve,Black,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,North,Low Density Rural,Rural,Rural,Upscale,58703.0
19549.0,North Dakota,1.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.804797232151031,Earl Pomeroy (Dem),Kent Conrad (Dem),Female,White,50-59,Democratic,Moderate,$30k-$50k,Other Christian,A few times a month,Somewhat disapprove,Somewhat disapprove,,,,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Democratic,East,Extremely Low Density Rural,Rural,Rural,Very downscale,58479.0
19558.0,North Dakota,58.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.753071367740631,Earl Pomeroy (Dem),Kent Conrad (Dem),Female,White,50-59,Independent,Moderate,$75k-$100k,Protestant,Once a week,Somewhat disapprove,Somewhat disapprove,Yes,Approve,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,South,Extremely Low Density Rural,Rural,Rural,Downscale,58601.0
19614.0,North Dakota,56.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0049284696579,Earl Pomeroy (Dem),Kent Conrad (Dem),Female,White,60-64,Democratic,Liberal,Under $15k,Something else,Once a week,Somewhat approve,Somewhat approve,Yes,No Answer,George W Bush was not a factor,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,Less than $50k,Less than $100k,Something else,White Something else,Weekly,All others,Approve,Approve,White,Rural,Small Cities/Rural,1.0,Strong Democratic,East,Extremely Low Density Rural,Rural,Rural,Downscale,58301.0
19620.0,North Dakota,58.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.905966758728027,Earl Pomeroy (Dem),Kent Conrad (Dem),Male,White,65-74,Democratic,Liberal,$15k-$30k,Catholic,A few time a year,Strongly disapprove,Strongly disapprove,Yes,Approve,To express opposition to George W Bush,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,South,Extremely Low Density Rural,Rural,Rural,Downscale,58601.0
19621.0,North Dakota,70.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.620465040206909,Earl Pomeroy (Dem),Kent Conrad (Dem),Female,Black,65-74,Democratic,Moderate,$15k-$30k,Catholic,Once a week,Strongly approve,Strongly disapprove,Yes,Disapprove,George W Bush was not a factor,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,Non-White,Weekly,Catholic/Attend weekly,Approve,Disapprove,Black,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,North,Low Density Rural,Rural,Rural,Upscale,58703.0
19635.0,North Dakota,45.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.859240412712097,Matt Mechtel (Rep),Dwight Grotberg (Rep),Male,White,40-44,Something else,Moderate,$15k-$30k,Catholic,Once a week,Somewhat disapprove,Somewhat approve,Yes,Approve,George W Bush was not a factor,White male,White male,30-44,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Disapprove,Approve,White,Rural,Small Cities/Rural,1.0,Strong Democratic,South,Extremely Low Density Rural,Rural,Rural,Very downscale,58561.0
19664.0,North Dakota,56.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.33938503265381,Matt Mechtel (Rep),Dwight Grotberg (Rep),Female,White,50-59,Republican,Conservative,$75k-$100k,Catholic,More than once a week,Strongly approve,Strongly approve,Yes,Approve,To express support for George W Bush,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Approve,Approve,White,Rural,Small Cities/Rural,1.0,Strong Democratic,East,Extremely Low Density Rural,Rural,Rural,Downscale,58301.0
19667.0,North Dakota,70.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.977643609046936,Earl Pomeroy (Dem),Kent Conrad (Dem),Male,White,50-59,Democratic,Moderate,$30k-$50k,Other Christian,A few time a year,Strongly disapprove,Strongly disapprove,Yes,Approve,George W Bush was not a factor,White male,White male,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,North,Low Density Rural,Rural,Rural,Upscale,58703.0
19674.0,North Dakota,58.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.905966758728027,Earl Pomeroy (Dem),Kent Conrad (Dem),Male,White,75 or over,Democratic,Moderate,$15k-$30k,Protestant,Never,Strongly disapprove,Strongly disapprove,Yes,Approve,George W Bush was not a factor,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Never,Protestant/Do not attend weekly,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,South,Extremely Low Density Rural,Rural,Rural,Downscale,58601.0
19690.0,North Dakota,1.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.14804434776306,Matt Mechtel (Rep),Dwight Grotberg (Rep),Female,White,45-49,Independent,Liberal,$30k-$50k,Protestant,A few time a year,Somewhat disapprove,Strongly approve,,,,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Disapprove,Approve,White,Rural,Small Cities/Rural,1.0,Strong Democratic,East,Extremely Low Density Rural,Rural,Rural,Very downscale,58479.0
19730.0,North Dakota,70.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.712870717048645,Matt Mechtel (Rep),Dwight Grotberg (Rep),Female,White,50-59,Republican,Moderate,$75k-$100k,Protestant,More than once a week,Strongly approve,Somewhat approve,No,Approve,To express support for George W Bush,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,North,Low Density Rural,Rural,Rural,Upscale,58703.0
19733.0,North Dakota,56.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0049284696579,Earl Pomeroy (Dem),Kent Conrad (Dem),Female,White,65-74,Something else,Moderate,Under $15k,Other Christian,More than once a week,Strongly disapprove,Somewhat disapprove,No,Approve,George W Bush was not a factor,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Democratic,East,Extremely Low Density Rural,Rural,Rural,Downscale,58301.0
19739.0,North Dakota,45.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.859240412712097,Matt Mechtel (Rep),Dwight Grotberg (Rep),Male,White,50-59,Independent,Moderate,$30k-$50k,Catholic,Once a week,Somewhat approve,Somewhat disapprove,Yes,Approve,To express support for George W Bush,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Approve,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Democratic,South,Extremely Low Density Rural,Rural,Rural,Very downscale,58561.0
19742.0,North Dakota,58.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.905966758728027,Earl Pomeroy (Dem),Kent Conrad (Dem),Male,White,75 or over,Independent,Conservative,$15k-$30k,Protestant,A few time a year,Strongly approve,Strongly approve,No,Approve,To express support for George W Bush,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,South,Extremely Low Density Rural,Rural,Rural,Downscale,58601.0
19765.0,North Dakota,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.30200898647308,Earl Pomeroy (Dem),Kent Conrad (Dem),Female,White,65-74,Republican,Moderate,$15k-$30k,Other Christian,A few times a month,Strongly approve,Somewhat approve,No,Approve,To express support for George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Approve,Approve,White,Rural,Small Cities/Rural,1.0,Strong Democratic,South,Extremely Low Density Rural,Rural,Rural,Downscale,58655.0
19788.0,North Dakota,70.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.801281273365021,Matt Mechtel (Rep),Dwight Grotberg (Rep),Male,White,45-49,Republican,Conservative,$15k-$30k,Other Christian,Once a week,Strongly approve,Somewhat approve,Yes,Approve,George W Bush was not a factor,White male,White male,45-59,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,North,Low Density Rural,Rural,Rural,Upscale,58703.0
19814.0,North Dakota,45.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.825664222240448,Earl Pomeroy (Dem),Kent Conrad (Dem),Female,White,65-74,Republican,Moderate,$15k-$30k,Protestant,More than once a week,Strongly approve,Strongly approve,Yes,Approve,To express support for George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Approve,Approve,White,Rural,Small Cities/Rural,1.0,Strong Democratic,South,Extremely Low Density Rural,Rural,Rural,Very downscale,58561.0
19815.0,North Dakota,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.21649992465973,Earl Pomeroy (Dem),Kent Conrad (Dem),Female,White,50-59,Democratic,Moderate,$30k-$50k,Catholic,A few times a month,Somewhat disapprove,Somewhat approve,Yes,Approve,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Disapprove,Approve,White,Rural,Small Cities/Rural,1.0,Strong Democratic,South,Extremely Low Density Rural,Rural,Rural,Downscale,58655.0
19819.0,North Dakota,58.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.622932076454163,Earl Pomeroy (Dem),Dwight Grotberg (Rep),Female,White,50-59,Republican,Moderate,,Catholic,Once a week,Somewhat approve,Somewhat approve,Yes,Approve,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,Republican,,,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,South,Extremely Low Density Rural,Rural,Rural,Downscale,58601.0
19827.0,North Dakota,56.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0049284696579,Earl Pomeroy (Dem),Kent Conrad (Dem),Female,White,65-74,Democratic,Moderate,$15k-$30k,Catholic,More than once a week,Strongly disapprove,Strongly disapprove,Yes,Approve,To express opposition to George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Democratic,East,Extremely Low Density Rural,Rural,Rural,Downscale,58301.0
19854.0,North Dakota,70.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.869773864746094,Earl Pomeroy (Dem),Kent Conrad (Dem),Female,White,50-59,Independent,Conservative,$75k-$100k,Mormon/LDS,Once a week,Strongly approve,Somewhat approve,Yes,Approve,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,North,Low Density Rural,Rural,Rural,Upscale,58703.0
19861.0,North Dakota,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.21649992465973,Earl Pomeroy (Dem),Kent Conrad (Dem),Female,White,50-59,Independent,Moderate,Under $15k,Other Christian,A few times a month,Strongly disapprove,Somewhat disapprove,No,Approve,To express opposition to George W Bush,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Democratic,South,Extremely Low Density Rural,Rural,Rural,Downscale,58655.0
19885.0,North Dakota,1.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.38113069534302,Matt Mechtel (Rep),Dwight Grotberg (Rep),Male,White,65-74,Republican,Conservative,$30k-$50k,Protestant,More than once a week,Somewhat approve,Somewhat approve,,,,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Approve,Approve,White,Rural,Small Cities/Rural,1.0,Strong Democratic,East,Extremely Low Density Rural,Rural,Rural,Very downscale,58479.0
19892.0,North Dakota,56.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0049284696579,Earl Pomeroy (Dem),Kent Conrad (Dem),Female,White,65-74,Democratic,Moderate,$30k-$50k,Catholic,More than once a week,Strongly disapprove,Strongly disapprove,Yes,Disapprove,No answer,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Democratic,East,Extremely Low Density Rural,Rural,Rural,Downscale,58301.0
19893.0,North Dakota,45.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.818167746067047,Matt Mechtel (Rep),Dwight Grotberg (Rep),Female,White,65-74,Independent,Conservative,,Catholic,Once a week,Somewhat approve,Somewhat approve,No,Approve,George W Bush was not a factor,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,,,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Approve,Approve,White,Rural,Small Cities/Rural,1.0,Strong Democratic,South,Extremely Low Density Rural,Rural,Rural,Very downscale,58561.0
19910.0,North Dakota,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.29018759727478,Matt Mechtel (Rep),Dwight Grotberg (Rep),Female,White,60-64,Independent,Moderate,,None,A few time a year,Somewhat approve,Somewhat approve,Yes,Approve,George W Bush was not a factor,White female,White female,60 or over,50-64,18-64,60 or over,Independent/Something else,,,None,White None,Ocassionally,All others,Approve,Approve,White,Rural,Small Cities/Rural,1.0,Strong Democratic,South,Extremely Low Density Rural,Rural,Rural,Downscale,58655.0
19920.0,North Dakota,29.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.8836989402771,Earl Pomeroy (Dem),Kent Conrad (Dem),Female,White,40-44,Independent,Moderate,$50k-$75k,Protestant,More than once a week,Somewhat approve,Somewhat approve,Yes,Approve,George W Bush was not a factor,White female,White female,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Approve,Approve,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Democratic,East,Suburb,Urban,Urban Core,Upscale,58102.0
