ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENME06,GOVME06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,BUSH4,IRAQWAR,GUNOWNER,STECME,STEC2,FORBUSHS,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,BUSH,IRAQWAR2,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
15351.0,Maine,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.841425001621246,Jean Hay Bright (Dem),John Baldacci (Dem),Female,White,60-64,Democratic,Liberal,$150k-$200k,Other Christian,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,To express opposition to George W Bush,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Democratic,Congressional District 1,Town,Rural,Rural,Very upscale
15370.0,Maine,45.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.713617324829102,Jean Hay Bright (Dem),John Baldacci (Dem),Female,White,65-74,Democratic,Conservative,,Catholic,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,To express opposition to George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,,,Catholic,White Catholic,Disapprove,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Extremely Low Density Rural,Rural,Rural,Downscale
15373.0,Maine,20.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.2318629026413,Olympia Snowe (Rep),Barbara Merrill (Independent),Female,White,30-39,Independent,Liberal,$100k-$150k,Something else,Strongly disapprove,Strongly disapprove,No,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Something else,White Something else,Disapprove,Disapprove,White,Suburbs,Suburbs,1.0,Strong Democratic,Congressional District 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
15383.0,Maine,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.841425001621246,Jean Hay Bright (Dem),John Baldacci (Dem),Female,White,60-64,Democratic,Liberal,Under $15k,Other Christian,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,To express opposition to George W Bush,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Democratic,Congressional District 1,Town,Rural,Rural,Very upscale
15386.0,Maine,68.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.05439758300781,Olympia Snowe (Rep),Chandler Woodcock (Rep),Male,White,65-74,Republican,Moderate,$15k-$30k,Protestant,Somewhat approve,Strongly disapprove,Yes,Good,Excellent/Good,George W Bush was not a factor,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Approve,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,Congressional District 1,Low Density Rural,Rural,Rural,Downscale
15405.0,Maine,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0921106338501,Olympia Snowe (Rep),John Baldacci (Dem),Female,White,60-64,Democratic,Moderate,$15k-$30k,Protestant,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,To express opposition to George W Bush,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Low Density Rural,Rural,Rural,Downscale
15409.0,Maine,19.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.1539853811264,Olympia Snowe (Rep),Barbara Merrill (Independent),Male,White,50-59,Democratic,Liberal,$30k-$50k,Jewish,Strongly disapprove,Somewhat disapprove,No,Not so good,Not so good/Poor,George W Bush was not a factor,White male,White male,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Jewish,White Jewish,Disapprove,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 1,Low Density Rural,Rural,Rural,Very downscale
15429.0,Maine,45.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.01847803592682,Olympia Snowe (Rep),John Baldacci (Dem),Female,White,50-59,Democratic,Moderate,$15k-$30k,Protestant,Strongly disapprove,Somewhat approve,Yes,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Approve,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Extremely Low Density Rural,Rural,Rural,Downscale
15459.0,Maine,20.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.40126800537109,Olympia Snowe (Rep),Barbara Merrill (Independent),Male,White,45-49,Independent,Conservative,$50k-$75k,Protestant,Strongly approve,Somewhat approve,No,Good,Excellent/Good,George W Bush was not a factor,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Approve,Approve,White,Suburbs,Suburbs,1.0,Strong Democratic,Congressional District 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
15473.0,Maine,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03844821453094,Olympia Snowe (Rep),John Baldacci (Dem),Female,White,50-59,Democratic,Liberal,$30k-$50k,Something else,Strongly disapprove,Strongly disapprove,Yes,Not so good,Not so good/Poor,No answer,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Something else,White Something else,Disapprove,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Low Density Rural,Rural,Rural,Downscale
15480.0,Maine,19.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.305095911026,Olympia Snowe (Rep),John Baldacci (Dem),Female,White,75 or over,Democratic,Moderate,,Catholic,Strongly disapprove,Strongly disapprove,Yes,Not so good,Not so good/Poor,To express opposition to George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,,,Catholic,White Catholic,Disapprove,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 1,Low Density Rural,Rural,Rural,Very downscale
15491.0,Maine,68.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.881381154060364,Olympia Snowe (Rep),Chandler Woodcock (Rep),Female,White,50-59,Republican,Moderate,$50k-$75k,Protestant,Strongly approve,Strongly approve,Yes,Poor,Not so good/Poor,To express support for George W Bush,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,Congressional District 1,Low Density Rural,Rural,Rural,Downscale
15493.0,Maine,30.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.96545535326004,Olympia Snowe (Rep),Chandler Woodcock (Rep),Male,White,45-49,Republican,Conservative,$75k-$100k,Catholic,Strongly approve,Strongly approve,,,,,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Catholic,White Catholic,Approve,Approve,White,Suburbs,Suburbs,1.0,Strong Democratic,Congressional District 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
15509.0,Maine,45.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.849446475505829,Did not vote,Chandler Woodcock (Rep),Male,White,65-74,Independent,Conservative,$50k-$75k,None,Somewhat disapprove,Somewhat approve,Yes,Poor,Not so good/Poor,George W Bush was not a factor,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,Less than $100k,None,White None,Disapprove,Approve,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Extremely Low Density Rural,Rural,Rural,Downscale
15521.0,Maine,20.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.29552006721497,Olympia Snowe (Rep),Barbara Merrill (Independent),Female,White,65-74,Republican,Moderate,$50k-$75k,Protestant,Strongly disapprove,Somewhat approve,Yes,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Approve,White,Suburbs,Suburbs,1.0,Strong Democratic,Congressional District 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
15533.0,Maine,19.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.02224683761597,Olympia Snowe (Rep),Chandler Woodcock (Rep),Male,White,40-44,Independent,Conservative,$30k-$50k,Protestant,Somewhat approve,Somewhat approve,Yes,Not so good,Not so good/Poor,To express support for George W Bush,White male,White male,30-44,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Approve,Approve,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 1,Low Density Rural,Rural,Rural,Very downscale
15542.0,Maine,81.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.09529030323029,Olympia Snowe (Rep),Patricia LaMarche (Green),Male,White,75 or over,Democratic,Conservative,Under $15k,Catholic,Strongly disapprove,Strongly disapprove,Yes,Not so good,Not so good/Poor,To express opposition to George W Bush,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Democratic,Congressional District 1,Town,Rural,Rural,Downscale
15545.0,Maine,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,2.57924604415894,Other,John Baldacci (Dem),Male,White,65-74,Democratic,Moderate,,Other Christian,Strongly disapprove,Strongly disapprove,No,Not so good,Not so good/Poor,To express opposition to George W Bush,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,,,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Low Density Rural,Rural,Rural,Downscale
15578.0,Maine,45.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.890361785888672,Olympia Snowe (Rep),Chandler Woodcock (Rep),Female,White,50-59,Democratic,Conservative,$75k-$100k,Protestant,Somewhat disapprove,Strongly disapprove,Yes,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Extremely Low Density Rural,Rural,Rural,Downscale
15586.0,Maine,19.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.89866316318512,Olympia Snowe (Rep),Chandler Woodcock (Rep),Female,White,30-39,Republican,Conservative,$50k-$75k,Protestant,Strongly approve,Strongly approve,Yes,Poor,Not so good/Poor,To express support for George W Bush,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Approve,Approve,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 1,Low Density Rural,Rural,Rural,Very downscale
15594.0,Maine,81.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.13179337978363,Olympia Snowe (Rep),Barbara Merrill (Independent),Male,White,30-39,Independent,Moderate,$50k-$75k,Catholic,Strongly disapprove,Strongly disapprove,No,Not so good,Not so good/Poor,To express opposition to George W Bush,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Democratic,Congressional District 1,Town,Rural,Rural,Downscale
15605.0,Maine,68.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.881381154060364,Olympia Snowe (Rep),Chandler Woodcock (Rep),Female,White,30-39,Republican,Conservative,$50k-$75k,Protestant,Strongly approve,Strongly approve,Yes,Poor,Not so good/Poor,To express support for George W Bush,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,Congressional District 1,Low Density Rural,Rural,Rural,Downscale
15609.0,Maine,20.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.47367930412292,Olympia Snowe (Rep),Barbara Merrill (Independent),Male,White,75 or over,Republican,Moderate,$30k-$50k,Catholic,Somewhat approve,Somewhat approve,No,Good,Excellent/Good,To express support for George W Bush,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Catholic,White Catholic,Approve,Approve,White,Suburbs,Suburbs,1.0,Strong Democratic,Congressional District 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
15611.0,Maine,30.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.08987510204315,Olympia Snowe (Rep),Barbara Merrill (Independent),Male,White,50-59,Independent,Moderate,$75k-$100k,Catholic,Strongly disapprove,Strongly disapprove,,,,,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,White,Suburbs,Suburbs,1.0,Strong Democratic,Congressional District 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
15627.0,Maine,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.907819867134094,Olympia Snowe (Rep),Chandler Woodcock (Rep),Female,White,30-39,Democratic,Conservative,$50k-$75k,None,Strongly disapprove,Strongly disapprove,Yes,Poor,Not so good/Poor,To express opposition to George W Bush,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,None,White None,Disapprove,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Low Density Rural,Rural,Rural,Downscale
15642.0,Maine,81.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.04916977882385,Jean Hay Bright (Dem),John Baldacci (Dem),Male,White,65-74,Democratic,Moderate,$30k-$50k,Other Christian,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,To express opposition to George W Bush,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Democratic,Congressional District 1,Town,Rural,Rural,Downscale
15654.0,Maine,45.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.890361785888672,Olympia Snowe (Rep),Chandler Woodcock (Rep),Female,White,50-59,Republican,Moderate,,Catholic,Somewhat approve,Somewhat approve,Yes,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,Republican,,,Catholic,White Catholic,Approve,Approve,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Extremely Low Density Rural,Rural,Rural,Downscale
15669.0,Maine,19.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.02224683761597,Olympia Snowe (Rep),Chandler Woodcock (Rep),Male,White,45-49,Republican,Conservative,$15k-$30k,None,Somewhat approve,Somewhat approve,No answer,Poor,Not so good/Poor,George W Bush was not a factor,White male,White male,45-59,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,None,White None,Approve,Approve,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 1,Low Density Rural,Rural,Rural,Very downscale
15670.0,Maine,20.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00971508026123,Jean Hay Bright (Dem),Barbara Merrill (Independent),Male,White,40-44,Independent,Moderate,$100k-$150k,Protestant,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,George W Bush was not a factor,White male,White male,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,White,Suburbs,Suburbs,1.0,Strong Democratic,Congressional District 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
15684.0,Maine,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.11376464366913,Olympia Snowe (Rep),Chandler Woodcock (Rep),Male,White,25-29,Independent,Moderate,$100k-$150k,Something else,Somewhat disapprove,Somewhat disapprove,No,Poor,Not so good/Poor,George W Bush was not a factor,White male,White male,18-29,25-29,18-64,18-29,Independent/Something else,$50k or more,$100k or more,Something else,White Something else,Disapprove,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Low Density Rural,Rural,Rural,Downscale
15685.0,Maine,20.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00971508026123,Jean Hay Bright (Dem),Barbara Merrill (Independent),Male,White,40-44,Independent,Moderate,$100k-$150k,Protestant,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,George W Bush was not a factor,White male,White male,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,White,Suburbs,Suburbs,1.0,Strong Democratic,Congressional District 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
15689.0,Maine,81.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.96287602186203,Olympia Snowe (Rep),Patricia LaMarche (Green),Female,White,75 or over,Democratic,Moderate,Under $15k,Catholic,Strongly disapprove,Somewhat approve,Yes,Not so good,Not so good/Poor,To express opposition to George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Disapprove,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Democratic,Congressional District 1,Town,Rural,Rural,Downscale
15730.0,Maine,30.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.892596364021301,Olympia Snowe (Rep),Chandler Woodcock (Rep),Female,White,60-64,Republican,Conservative,,Protestant,Somewhat approve,Somewhat approve,,,,,White female,White female,60 or over,50-64,18-64,60 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,Approve,Approve,White,Suburbs,Suburbs,1.0,Strong Democratic,Congressional District 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
15742.0,Maine,81.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.693821907043457,Jean Hay Bright (Dem),Patricia LaMarche (Green),Female,White,75 or over,Democratic,Liberal,Under $15k,Catholic,Strongly disapprove,Strongly disapprove,No,Not so good,Not so good/Poor,To express opposition to George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Democratic,Congressional District 1,Town,Rural,Rural,Downscale
15755.0,Maine,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.08852231502533,Jean Hay Bright (Dem),Barbara Merrill (Independent),Male,White,45-49,Democratic,Moderate,$100k-$150k,Catholic,Strongly approve,Strongly approve,Yes,Good,Excellent/Good,George W Bush was not a factor,White male,White male,45-59,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Catholic,White Catholic,Approve,Approve,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Low Density Rural,Rural,Rural,Downscale
15775.0,Maine,81.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.789235949516296,Jean Hay Bright (Dem),Patricia LaMarche (Green),Male,White,75 or over,Democratic,Liberal,$15k-$30k,Catholic,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,To express opposition to George W Bush,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Democratic,Congressional District 1,Town,Rural,Rural,Downscale
15790.0,Maine,68.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.738284111022949,Did not vote,Chandler Woodcock (Rep),Female,White,40-44,Republican,Conservative,$30k-$50k,Protestant,Somewhat disapprove,Somewhat disapprove,Yes,No Answer,No Answer,George W Bush was not a factor,White female,White female,30-44,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,Congressional District 1,Low Density Rural,Rural,Rural,Downscale
15793.0,Maine,19.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.896835625171661,Jean Hay Bright (Dem),Barbara Merrill (Independent),Male,White,25-29,Democratic,Liberal,$15k-$30k,Other Christian,Strongly disapprove,Strongly disapprove,No,Poor,Not so good/Poor,To express opposition to George W Bush,White male,White male,18-29,25-29,18-64,18-29,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 1,Low Density Rural,Rural,Rural,Very downscale
15823.0,Maine,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.876868784427643,Olympia Snowe (Rep),Patricia LaMarche (Green),Female,White,75 or over,Republican,Moderate,$50k-$75k,Protestant,Somewhat disapprove,Somewhat disapprove,No,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Low Density Rural,Rural,Rural,Downscale
15844.0,Maine,81.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.13179337978363,Olympia Snowe (Rep),Barbara Merrill (Independent),Male,White,50-59,Independent,Moderate,$30k-$50k,Catholic,Somewhat disapprove,Somewhat disapprove,Yes,Not so good,Not so good/Poor,To express opposition to George W Bush,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Democratic,Congressional District 1,Town,Rural,Rural,Downscale
15849.0,Maine,19.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.945102035999298,Olympia Snowe (Rep),Chandler Woodcock (Rep),Female,White,65-74,Independent,Liberal,Under $15k,Protestant,Somewhat disapprove,Strongly disapprove,No,Not so good,Not so good/Poor,To express opposition to George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 1,Low Density Rural,Rural,Rural,Very downscale
15854.0,Maine,30.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00762665271759,Olympia Snowe (Rep),Barbara Merrill (Independent),Female,White,65-74,Independent,Moderate,$75k-$100k,,Strongly disapprove,Somewhat disapprove,,,,,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,Less than $100k,,,Disapprove,Disapprove,White,Suburbs,Suburbs,1.0,Strong Democratic,Congressional District 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
15879.0,Maine,68.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.759769797325134,Jean Hay Bright (Dem),Chandler Woodcock (Rep),Male,White,60-64,Republican,Moderate,$50k-$75k,Protestant,Somewhat approve,Somewhat approve,No,Not so good,Not so good/Poor,George W Bush was not a factor,White male,White male,60 or over,50-64,18-64,60 or over,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,Congressional District 1,Low Density Rural,Rural,Rural,Downscale
15883.0,Maine,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.633824467659,Olympia Snowe (Rep),Barbara Merrill (Independent),Male,White,50-59,Independent,Conservative,$30k-$50k,Other Christian,Somewhat approve,Somewhat disapprove,Yes,Good,Excellent/Good,George W Bush was not a factor,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Approve,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Low Density Rural,Rural,Rural,Downscale
15910.0,Maine,19.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.839581310749054,Jean Hay Bright (Dem),John Baldacci (Dem),Female,,65-74,Democratic,Liberal,$100k-$150k,None,Strongly disapprove,Strongly disapprove,No,Not so good,Not so good/Poor,To express opposition to George W Bush,,,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,$100k or more,None,Non-White,Disapprove,Disapprove,,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 1,Low Density Rural,Rural,Rural,Very downscale
15911.0,Maine,81.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.27999794483185,Olympia Snowe (Rep),John Baldacci (Dem),Female,White,75 or over,Independent,Moderate,$15k-$30k,Catholic,Somewhat approve,Somewhat approve,No answer,Not so good,Not so good/Poor,To express support for George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Democratic,Congressional District 1,Town,Rural,Rural,Downscale
15956.0,Maine,68.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.38447892665863,Olympia Snowe (Rep),John Baldacci (Dem),Male,White,45-49,Democratic,Moderate,$75k-$100k,None,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,George W Bush was not a factor,White male,White male,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,None,White None,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,Congressional District 1,Low Density Rural,Rural,Rural,Downscale
15959.0,Maine,81.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.45602262020111,Olympia Snowe (Rep),John Baldacci (Dem),Male,White,65-74,Democratic,Moderate,Under $15k,Catholic,Somewhat disapprove,Somewhat disapprove,No,Good,Excellent/Good,No answer,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Democratic,Congressional District 1,Town,Rural,Rural,Downscale
15974.0,Maine,30.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.01031160354614,Jean Hay Bright (Dem),John Baldacci (Dem),Male,White,75 or over,Independent,Moderate,$30k-$50k,Catholic,Strongly disapprove,Strongly disapprove,,,,,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,White,Suburbs,Suburbs,1.0,Strong Democratic,Congressional District 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
