ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENOH06,GOVOH06,AMD2OH,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,EDUC,UNION4,MARRIED,BUSH4,COUNTACC,IRAQTRP,IRAQWAR,VOTE2004,IMPIRAQS,IMPTERRS,IMPECONS,PTYETH,ETHDEM,ETHREP,STECOH,STEC2,JOBSIT2,FALLBHND,FORBUSHS,TIMESEN,TIMESEN3D,TIMESENWK,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,COUNT2,UNIONHH,UNIONVOT,UNIONMEM,WOMENWED,SEXWED,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
12144.0,Ohio,83.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.49390268325806,Mike DeWine (Rep),J. Kenneth Blackwell (Rep),No,Male,White,30-39,Republican,Conservative,$30k-$50k,Other Christian,More than once a week,,,Yes,Strongly approve,,Send more troops,Strongly approve,,,,,,,,,,,,,,,,White male,White male,30-44,30-39,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,,,Approve,Same number or more troops,Approve,,,,,All others,Married men,White,Suburbs,Suburbs,6.0,Competitive,Central,Town,70s Suburbs,Urban Perimeter,Very downscale,45619.0
12151.0,Ohio,122.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,2.96171689033508,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Female,White,40-44,Democratic,Moderate,Under $15k,Other Christian,A few times a month,College graduate,No one does,No,Strongly disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,John Kerry (Dem),Extremely important,Extremely important,Somewhat important,Only the Democratic Party does,"Yes, the Democratic Party does","No, the Republican Part does not",Not so good,Not so good/Poor,Worse today,Are falling behind financially,George W Bush was not a factor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Single women,White,Rural,Small Cities/Rural,6.0,Competitive,Central,Low Density Rural,Rural,Rural,Very downscale,45629.0
12166.0,Ohio,97.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.807727456092834,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Male,White,45-49,Independent,Moderate,$50k-$75k,Mormon/LDS,A few time a year,College graduate,"Yes, someone else does",,Somewhat approve,Somewhat confident,Maintain the same number of troops,Somewhat disapprove,Someone else,Somewhat important,Somewhat important,Somewhat important,Only the Republican Party does,"No, the Democratic Party does not","Yes, the Republican Party does",Not so good,Not so good/Poor,Worse today,Are falling behind financially,George W Bush was not a factor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Disapprove,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",All others,,White,Suburbs,Suburbs,16.0,Strong Republican,Northeast,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,44256.0
12167.0,Ohio,149.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03601837158203,Sherrod Brown (Dem),Ted Strickland (Dem),No,Male,White,45-49,Independent,Moderate,$100k-$150k,,Once a week,,,Yes,Strongly disapprove,,Send more troops,Somewhat disapprove,,,,,,,,,,,,,,,,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,,,Weekly,All others,,,Disapprove,Same number or more troops,Disapprove,,,,,All others,Married men,White,Suburbs,Suburbs,5.0,Strong Republican,Northwest,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,43451.0
12169.0,Ohio,143.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.00931394100189,Sherrod Brown (Dem),Ted Strickland (Dem),Did not vote,Female,White,65-74,Democratic,Moderate,$15k-$30k,,,High school graduate,"Yes, someone else does",,,Very confident,,Strongly disapprove,George W. Bush (Rep),,,,,,,,,,Have just enough money to maintain your standard of living,,,,,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,,,,,Did not graduate from college,High school graduate or less,,,Disapprove,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",,,White,"Cities 10,000-50,000",Small Cities/Rural,18.0,Competitive,Northeast,Suburb,Rural,Rural,Upscale,44622.0
12175.0,Ohio,85.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0890086889267,Mike DeWine (Rep),J. Kenneth Blackwell (Rep),Yes,Female,White,45-49,Republican,Conservative,$75k-$100k,Protestant,A few time a year,High school graduate,No one does,Yes,Somewhat approve,Somewhat confident,Withdraw some troops,Somewhat approve,George W. Bush (Rep),Somewhat important,Somewhat important,Somewhat important,Only the Republican Party does,"No, the Democratic Party does not","Yes, the Republican Party does",Not so good,Not so good/Poor,Worse today,Have just enough money to maintain your standard of living,George W Bush was not a factor,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Approve,Withdraw all or some troops,Approve,Very/Somewhat confident,No,No,No (no union member in household),Married women,Married women,White,Suburbs,Suburbs,18.0,Competitive,Central,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,43056.0
12178.0,Ohio,71.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.12807488441467,Mike DeWine (Rep),J. Kenneth Blackwell (Rep),No,Female,White,50-59,,,,,,,No one does,No,Strongly approve,,,,,,,,,,,Good,Excellent/Good,No Answer,No Answer,George W Bush was not a factor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,,,,,,,,,,Approve,,,,No,No,No (no union member in household),All others,Single women,White,Suburbs,Suburbs,2.0,Competitive,Southwest,Suburb,60s Suburbs,Urban Perimeter,Very upscale,45236.0
12180.0,Ohio,107.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.698202610015869,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Male,White,30-39,Democratic,Liberal,$50k-$75k,,,College graduate,No one does,,,Somewhat confident,,Strongly disapprove,John Kerry (Dem),,,,,,,,,,Are getting ahead financially,,,,,White male,White male,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,,,,,College graduate,At least some college,,,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),,,White,Suburbs,Suburbs,3.0,Strong Republican,Southwest,Suburb,60s Suburbs,Urban Perimeter,Upscale,45377.0
12183.0,Ohio,55.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.23793947696686,Sherrod Brown (Dem),Ted Strickland (Dem),No,Female,White,50-59,Democratic,Moderate,,Jewish,A few time a year,,,Yes,Strongly disapprove,,Withdraw some troops,Strongly disapprove,,,,,,,,,,,,,,,,White female,White female,45-59,50-64,18-64,30-59,Democratic,,,Jewish,White Jewish,Ocassionally,All others,,,Disapprove,Withdraw all or some troops,Disapprove,,,,,Married women,Married women,White,Suburbs,Suburbs,12.0,Strong Republican,Central,Suburb,80s Suburbs,Urban Perimeter,Very upscale,43054.0
12185.0,Ohio,45.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.871093153953552,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Female,White,30-39,Democratic,Liberal,$30k-$50k,None,Never,Postgraduate study,"Yes, I do",No,Strongly disapprove,Somewhat confident,Withdraw some troops,Strongly disapprove,John Kerry (Dem),Somewhat important,Somewhat important,Somewhat important,Neither does,"No, the Democratic Party does not","No, the Republican Part does not",Not so good,Not so good/Poor,About the same,Have just enough money to maintain your standard of living,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,None,White None,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others,Single women,White,"Cities over 500,000","Cities over 50,000",15.0,Competitive,Central,High Density Urban,Urban,Urban Core,Very upscale,43214.0
12194.0,Ohio,57.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.11375308036804,Mike DeWine (Rep),J. Kenneth Blackwell (Rep),No,Female,White,30-39,Republican,Conservative,$150k-$200k,Something else,Once a week,Postgraduate study,No one does,Yes,Strongly approve,Very confident,No answer,Strongly approve,George W. Bush (Rep),Somewhat important,Somewhat important,Somewhat important,No Answer,No Answer,No Answer,Good,Excellent/Good,About the same,Are getting ahead financially,George W Bush was not a factor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,Something else,White Something else,Weekly,All others,College graduate,At least some college,Approve,No answer,Approve,Very/Somewhat confident,No,No,No (no union member in household),Married women,Married women,White,Suburbs,Suburbs,5.0,Strong Republican,Northwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,43567.0
12210.0,Ohio,15.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.650980234146118,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Female,White,50-59,Democratic,Moderate,$100k-$150k,Something else,Never,Some college or associate degree,No one does,Yes,Strongly disapprove,Somewhat confident,Withdraw some troops,Strongly disapprove,John Kerry (Dem),Extremely important,Somewhat important,Somewhat important,Only the Democratic Party does,"Yes, the Democratic Party does","No, the Republican Part does not",Poor,Not so good/Poor,Worse today,Are getting ahead financially,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Something else,White Something else,Never,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),Married women,Married women,White,Suburbs,Suburbs,2.0,Competitive,Southwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,45103.0
12212.0,Ohio,111.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.74788898229599,Sherrod Brown (Dem),J. Kenneth Blackwell (Rep),No,Female,White,30-39,Democratic,Moderate,$50k-$75k,Protestant,A few time a year,,,Yes,Somewhat disapprove,,Withdraw some troops,Strongly disapprove,,,,,,,,,,,,,,,,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,,,Disapprove,Withdraw all or some troops,Disapprove,,,,,Married women,Married women,White,Rural,Small Cities/Rural,9.0,Strong Democratic,Northwest,Suburb,Rural,Rural,Upscale,43440.0
12215.0,Ohio,96.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.317622423171997,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Female,Black,60-64,Democratic,Moderate,$75k-$100k,Other Christian,More than once a week,High school graduate,"Yes, I do",No,Strongly disapprove,Somewhat confident,Withdraw all troops,Somewhat disapprove,John Kerry (Dem),Somewhat important,Somewhat important,Somewhat important,Only the Democratic Party does,"Yes, the Democratic Party does","No, the Republican Part does not",Not so good,Not so good/Poor,About the same,Have just enough money to maintain your standard of living,To express opposition to George W Bush,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,Non-white female,Non-white,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,Weekly,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others,Single women,Black,"Cities 50,000-500,000","Cities over 50,000",17.0,Strong Democratic,Northeast,Suburb,Urban,Urban Core,Downscale,44511.0
12225.0,Ohio,106.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.703745067119598,Sherrod Brown (Dem),Ted Strickland (Dem),No,Female,White,50-59,Democratic,Liberal,$75k-$100k,Something else,A few time a year,Postgraduate study,No one does,No,Strongly disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,John Kerry (Dem),Extremely important,Extremely important,Extremely important,Neither does,"No, the Democratic Party does not","No, the Republican Part does not",Not so good,Not so good/Poor,Worse today,Have just enough money to maintain your standard of living,To express opposition to George W Bush, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Something else,White Something else,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Single women,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Republican,Southwest,High Density Urban,Urban,Urban Core,Very upscale,45409.0
12226.0,Ohio,91.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.264041751623154,Sherrod Brown (Dem),Ted Strickland (Dem),No,Female,Black,50-59,Democratic,Moderate,,Other Christian,Never,,,Yes,Strongly disapprove,,Withdraw all troops,Strongly disapprove,,,,,,,,,,,,,,,,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,,,Protestant/Other Christian,Non-White,Never,All others,,,Disapprove,Withdraw all or some troops,Disapprove,,,,,Married women,Married women,Black,"Cities 50,000-500,000","Cities over 50,000",9.0,Strong Democratic,Northwest,High Density Urban,Urban,Urban Core,Very downscale,43607.0
12227.0,Ohio,103.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.913625597953796,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Male,White,65-74,Democratic,Liberal,$30k-$50k,Catholic,A few time a year,Postgraduate study,No one does,Yes,Strongly disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,John Kerry (Dem),Extremely important,Extremely important,Extremely important,Only the Democratic Party does,"Yes, the Democratic Party does","No, the Republican Part does not",Poor,Not so good/Poor,Worse today,Have just enough money to maintain your standard of living,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Married men,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Republican,Southwest,High Density Urban,Urban,Urban Core,Downscale,45405.0
12228.0,Ohio,43.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.05986952781677,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Female,White,65-74,Something else,Conservative,Under $15k,Other Christian,More than once a week,Some college or associate degree,No one does,No,Strongly disapprove,Not at all confident,Withdraw all troops,Strongly disapprove,George W. Bush (Rep),Not at all important,Extremely important,Extremely important,Only the Democratic Party does,"Yes, the Democratic Party does","No, the Republican Part does not",Poor,Not so good/Poor,Worse today,Are falling behind financially,George W Bush was not a factor,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Not very/Not at all confident,No,No,No (no union member in household),All others,Single women,White,"Cities over 500,000","Cities over 50,000",12.0,Strong Republican,Central,Suburb,Urban,Urban Core,Very upscale,43119.0
12229.0,Ohio,45.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.916315734386444,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Male,White,50-59,,,,,,,"Yes, I do",No,Strongly disapprove,,,,,,,,,,,Poor,Not so good/Poor,Worse today,Have just enough money to maintain your standard of living,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,,,,,,,,,,Disapprove,,,,Yes,Yes,I am (voter is member),All others,Single men,White,"Cities over 500,000","Cities over 50,000",15.0,Competitive,Central,High Density Urban,Urban,Urban Core,Very upscale,43214.0
12235.0,Ohio,71.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.449575066566467,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,,,30-39,Democratic,,$50k-$75k,Something else,Never,Postgraduate study,No one does,Yes,Strongly disapprove,Somewhat confident,No answer,Strongly disapprove,John Kerry (Dem),Extremely important,Not at all important,Somewhat important,Neither does,"No, the Democratic Party does not","No, the Republican Part does not",Not so good,Not so good/Poor,Worse today,Have just enough money to maintain your standard of living,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,,,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Something else,Non-White,Never,All others,College graduate,At least some college,Disapprove,No answer,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,,,Suburbs,Suburbs,2.0,Competitive,Southwest,Suburb,60s Suburbs,Urban Perimeter,Very upscale,45236.0
12252.0,Ohio,83.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.09136140346527,Mike DeWine (Rep),J. Kenneth Blackwell (Rep),Yes,Male,White,18-24,Republican,Conservative,$15k-$30k,,,Did not complete high school,No one does,,,Very confident,,Strongly disapprove,George W. Bush (Rep),,,,,,,,,,Are getting ahead financially,,,,,White male,White male,18-29,18-24,18-64,18-29,Republican,Less than $50k,Less than $100k,,,,,Did not graduate from college,High school graduate or less,,,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),,,White,Suburbs,Suburbs,6.0,Competitive,Central,Town,70s Suburbs,Urban Perimeter,Very downscale,45619.0
12261.0,Ohio,143.0,National questionnaire,Version 2,Call 1,Not complete,Election day exit poll,0.923125445842743,,Ted Strickland (Dem),Yes,Female,White,75 or over,,,,,,,No one does,,,,,,,,,,,,,,,,,,,,,White female,White female,60 or over,65 or over,65 or over,60 or over,,,,,,,,,,,,,,No,No,No (no union member in household),,,White,"Cities 10,000-50,000",Small Cities/Rural,18.0,Competitive,Northeast,Suburb,Rural,Rural,Upscale,44622.0
12263.0,Ohio,19.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,3.5081672668457,Mike DeWine (Rep),Ted Strickland (Dem),No,Female,Other,60-64,Independent,Moderate,$75k-$100k,Catholic,Once a week,Postgraduate study,No one does,Yes,Strongly disapprove,Very confident,Withdraw all troops,Strongly disapprove,John Kerry (Dem),Somewhat important,Somewhat important,Extremely important,Neither does,"No, the Democratic Party does not","No, the Republican Part does not",Poor,Not so good/Poor,Worse today,Are falling behind financially,George W Bush was not a factor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white female,Non-white,60 or over,50-64,18-64,60 or over,Independent/Something else,$50k or more,Less than $100k,Catholic,Non-White,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),Married women,Married women,Other,"Cities 50,000-500,000","Cities over 50,000",11.0,Strong Democratic,Cuyahoga County,High Density Urban,Urban,Urban Core,Very downscale,44108.0
12264.0,Ohio,54.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.765961229801178,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Female,White,45-49,Independent,Moderate,$200k or more,Jewish,A few time a year,Postgraduate study,No one does,Yes,Strongly disapprove,Very confident,Withdraw some troops,Strongly disapprove,John Kerry (Dem),Extremely important,Extremely important,Extremely important,Neither does,"No, the Democratic Party does not","No, the Republican Part does not",Poor,Not so good/Poor,Worse today,Are getting ahead financially,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Jewish,White Jewish,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),Married women,Married women,White,Suburbs,Suburbs,15.0,Competitive,Central,Suburb,70s Suburbs,Urban Perimeter,Upscale,43123.0
12272.0,Ohio,149.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.34251737594604,Sherrod Brown (Dem),J. Kenneth Blackwell (Rep),No,Male,White,60-64,Republican,Conservative,$50k-$75k,Protestant,Once a week,,,Yes,Strongly approve,,Send more troops,Strongly approve,,,,,,,,,,,,,,,,White male,White male,60 or over,50-64,18-64,60 or over,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,,,Approve,Same number or more troops,Approve,,,,,All others,Married men,White,Suburbs,Suburbs,5.0,Strong Republican,Northwest,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,43451.0
12277.0,Ohio,122.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,3.11547350883484,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Male,White,50-59,Democratic,Moderate,$15k-$30k,Other Christian,A few time a year,High school graduate,No one does,Yes,Strongly disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,John Kerry (Dem),Extremely important,Extremely important,Extremely important,Only the Democratic Party does,"Yes, the Democratic Party does","No, the Republican Part does not",Not so good,Not so good/Poor,Worse today,Are falling behind financially,George W Bush was not a factor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Married men,White,Rural,Small Cities/Rural,6.0,Competitive,Central,Low Density Rural,Rural,Rural,Very downscale,45629.0
12280.0,Ohio,45.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.885196685791016,Sherrod Brown (Dem),J. Kenneth Blackwell (Rep),Yes,Male,White,30-39,Democratic,Liberal,$15k-$30k,Other Christian,A few time a year,Some college or associate degree,No one does,No,Strongly disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,John Kerry (Dem),Somewhat important,Not at all important,Somewhat important,Neither does,"No, the Democratic Party does not","No, the Republican Part does not",Not so good,Not so good/Poor,About the same,Are falling behind financially,George W Bush was not a factor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Single men,White,"Cities over 500,000","Cities over 50,000",15.0,Competitive,Central,High Density Urban,Urban,Urban Core,Very upscale,43214.0
12285.0,Ohio,11.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.70611894130707,Mike DeWine (Rep),J. Kenneth Blackwell (Rep),No,Male,White,45-49,Republican,Conservative,$50k-$75k,Other Christian,A few times a month,College graduate,No one does,Yes,Strongly approve,Very confident,Maintain the same number of troops,Strongly approve,George W. Bush (Rep),Extremely important,Extremely important,Extremely important,Neither does,"No, the Democratic Party does not","No, the Republican Part does not",Not so good,Not so good/Poor,About the same,Are getting ahead financially,George W Bush was not a factor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,College graduate,At least some college,Approve,Same number or more troops,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others,Married men,White,Suburbs,Suburbs,18.0,Competitive,Northeast,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,44615.0
12290.0,Ohio,134.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.971379220485687,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Female,Black,30-39,Democratic,Liberal,$15k-$30k,Other Christian,More than once a week,,,No,Strongly disapprove,,Withdraw all troops,Strongly disapprove,,,,,,,,,,,,,,,,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Weekly,All others,,,Disapprove,Withdraw all or some troops,Disapprove,,,,,All others,Single women,Black,"Cities 50,000-500,000","Cities over 50,000",17.0,Strong Democratic,Northeast,High Density Urban,Urban,Urban Core,Very downscale,44305.0
12298.0,Ohio,57.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.33930468559265,Sherrod Brown (Dem),Ted Strickland (Dem),No,Female,White,65-74,Republican,Moderate,$15k-$30k,Protestant,Once a week,High school graduate,"Yes, I do",No,Somewhat approve,Very confident,Maintain the same number of troops,Strongly approve,George W. Bush (Rep),Somewhat important,Somewhat important,Somewhat important,Neither does,"No, the Democratic Party does not","No, the Republican Part does not",Good,Excellent/Good,About the same,Have just enough money to maintain your standard of living,George W Bush was not a factor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others,Single women,White,Suburbs,Suburbs,5.0,Strong Republican,Northwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,43567.0
12300.0,Ohio,97.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.995387673377991,Mike DeWine (Rep),Ted Strickland (Dem),Did not vote,Female,Other,25-29,Republican,Moderate,$50k-$75k,Catholic,Once a week,High school graduate,"Yes, I do and someone else does",No,Somewhat disapprove,Somewhat confident,Maintain the same number of troops,Somewhat disapprove,Someone else,Somewhat important,Somewhat important,Somewhat important,Only the Republican Party does,"No, the Democratic Party does not","Yes, the Republican Party does",Good,Excellent/Good,Better today,Have just enough money to maintain your standard of living,To express support for George W Bush,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,Non-white female,Non-white,18-29,25-29,18-64,18-29,Republican,$50k or more,Less than $100k,Catholic,Non-White,Weekly,Catholic/Attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Same number or more troops,Disapprove,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others,Single women,American Indian,Suburbs,Suburbs,16.0,Strong Republican,Northeast,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,44256.0
