ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENMD06,GOVMD06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,EDUC,UNION4,MARRIED,CHILD,BUSH4,COUNTACC,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPIMMIGS,DESCRIBS,RACEREL,STECMD,STEC2,TIMESEN,TIMESEN3D,TIMESENWK,FORBUSHS,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,COUNT2,UNIONHH,UNIONVOT,UNIONMEM,WOMENWED,MOMS,MARCHILD,MARRIEDMOM,PARENTS,SEXWED,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
12262.0, Maryland,48.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.574433326721191,Ben Cardin (Dem),Martin O'Malley (Dem),Male,Black,45-49,Democratic,Liberal,$50k-$75k,Protestant,Once a week,College graduate,"Yes, someone else does",Yes,Yes,Somewhat disapprove,Very confident,Maintain the same number of troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Not at all important,I like my candidate but with reservations,Both do,Good,Excellent/Good,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,To express opposition to George W Bush,Non-white male,Non-white,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Same number or more troops,Disapprove,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",All others,All others,Married with children,All men,Men with children,Married men,Black,"Cities over 500,000","Cities over 50,000",3.0,Strong Democratic,Baltimore City,High Density Urban,Urban,Urban Core,Very downscale,21216.0
12265.0, Maryland,135.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.11235284805298,Michael Steele (Rep),Robert Ehlich (Rep),Male,White,45-49,Independent,Moderate,$100k-$150k,Other Christian,A few time a year,Some college or associate degree,"Yes, I do and someone else does",Yes,Yes,Somewhat disapprove,Very confident,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,I strongly favor my candidate,Both do,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,George W Bush was not a factor,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others,All others,Married with children,All men,Men with children,Married men,White,"Cities 10,000-50,000",Small Cities/Rural,6.0,Strong Republican,Rest of State,Suburb,Rural,Rural,Very downscale,21740.0
12267.0, Maryland,42.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.18826079368591,Ben Cardin (Dem),Martin O'Malley (Dem),Male,Black,18-24,Democratic,Liberal,$50k-$75k,Protestant,More than once a week,Some college or associate degree,"Yes, someone else does",No,No,Strongly disapprove,Very confident,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Somewhat important,I dislike the other candidate,Only the Democratic Party,Not so good,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,To express opposition to George W Bush,Non-white male,Non-white,18-29,18-24,18-64,18-29,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",All others,All others,All others,All men,Men without children,Single men,Black,"Cities over 500,000","Cities over 50,000",7.0,Unoppsed Democratic,Baltimore City,High Density Urban,Urban,Urban Core,Very downscale,21229.0
12274.0, Maryland,109.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.784491300582886,Ben Cardin (Dem),Martin O'Malley (Dem),Male,Black,40-44,Democratic,Liberal,$50k-$75k,Other Christian,A few times a month,,,No,No,Strongly disapprove,,Maintain the same number of troops,Strongly disapprove,,,,,,,,,,,,,Non-white male,Non-white,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,Ocassionally,All others,,,Disapprove,Same number or more troops,Disapprove,,,,,All others,All others,All others,All men,Men without children,Single men,Black,Suburbs,Suburbs,4.0,Strong Democratic,DC Suburbs,Suburb,80s Suburbs,Urban Perimeter,Very upscale,20721.0
12282.0, Maryland,119.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.715645432472229,Ben Cardin (Dem),Martin O'Malley (Dem),Female,Black,30-39,Independent,Liberal,$50k-$75k,None,A few times a month,Postgraduate study,"Yes, I do",No,No,Strongly disapprove,Not very confident,Withdraw all troops,Strongly disapprove,Somewhat important,Not at all important,Somewhat important,Not at all important,I dislike the other candidate,Neither does,Not so good,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,To express opposition to George W Bush,Non-white female,Non-white,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,None,Non-White,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Not very/Not at all confident,Yes,Yes,I am (voter is member),All others,All others,All others,Other women, Women without children,Single women,Black,Suburbs,Suburbs,4.0,Strong Democratic,DC Suburbs,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,20747.0
12284.0, Maryland,43.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.880193173885345,Ben Cardin (Dem),Martin O'Malley (Dem),Male,Black,18-24,Democratic,Moderate,$75k-$100k,Other Christian,A few time a year,Some college or associate degree,"Yes, someone else does",No,No,Strongly disapprove,Not very confident,Withdraw all troops,Strongly disapprove,Somewhat important,Not at all important,Somewhat important,Not at all important,I like my candidate but with reservations,Only the Democratic Party,Not so good,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,To express opposition to George W Bush,Non-white male,Non-white,18-29,18-24,18-64,18-29,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Not very/Not at all confident,Yes,No,"Else in HH (member in household, but not voter",All others,All others,All others,All men,Men without children,Single men,Black,"Cities over 500,000","Cities over 50,000",3.0,Strong Democratic,Baltimore City,High Density Urban,Urban,Urban Core,Very downscale,21211.0
12287.0, Maryland,7.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.860006868839264,Ben Cardin (Dem),Martin O'Malley (Dem),Male,White,45-49,Democratic,Moderate,$50k-$75k,Protestant,More than once a week,Some college or associate degree,"Yes, someone else does",Yes,Yes,Strongly disapprove,Somewhat confident,Withdraw some troops,Somewhat approve,Extremely important,Extremely important,Extremely important,Somewhat important,I strongly favor my candidate,Only the Republican Party,Good,Excellent/Good, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,To express opposition to George W Bush,White male,White male,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Approve,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",All others,All others,Married with children,All men,Men with children,Married men,White,Suburbs,Suburbs,3.0,Strong Democratic,Baltimore Suburbs,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,21032.0
12296.0, Maryland,18.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.981332361698151,Ben Cardin (Dem),Robert Ehlich (Rep),Male,White,50-59,Democratic,Moderate,$75k-$100k,Protestant,Once a week,College graduate,No one does,Yes,No,Strongly disapprove,Very confident,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,I like my candidate but with reservations,Both do,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,To express opposition to George W Bush,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Married men,White,Suburbs,Suburbs,1.0,Strong Republican,Baltimore Suburbs,High Density Urban,80s Suburbs,Urban Perimeter,Upscale,21236.0
12297.0, Maryland,115.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.960217595100403,,Martin O'Malley (Dem),Male,Black,50-59,Democratic,Moderate,$150k-$200k,Catholic,Once a week,Postgraduate study,No one does,Yes,Yes,Strongly disapprove,Very confident,Withdraw some troops,Somewhat disapprove,Extremely important,Somewhat important,Extremely important,Somewhat important,I strongly favor my candidate,Only the Democratic Party,Not so good,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,To express opposition to George W Bush,Non-white male,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Catholic,Non-White,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,All others,Married with children,All men,Men with children,Married men,Black,Suburbs,Suburbs,5.0,Strong Democratic,DC Suburbs,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,20782.0
12301.0, Maryland,128.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.12317132949829,Ben Cardin (Dem),Robert Ehlich (Rep),Female,White,65-74,Republican,Liberal,$15k-$30k,Protestant,A few time a year,High school graduate,No one does,Yes,No,Strongly disapprove,Very confident,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Extremely important,I strongly favor my candidate,Both do,Good,Excellent/Good,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,To express opposition to George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),Married women,All others,All others,Other women, Women without children,Married women,White,Rural,Small Cities/Rural,5.0,Strong Democratic,Rest of State,Low Density Rural,Rural,Rural,Downscale,20656.0
12302.0, Maryland,89.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.42016291618347,Michael Steele (Rep),Robert Ehlich (Rep),Male,White,45-49,Republican,Conservative,$150k-$200k,Protestant,More than once a week,College graduate,No one does,Yes,No,Strongly approve,Very confident,Send more troops,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,I like my candidate but with reservations,Only the Republican Party,Excellent,Excellent/Good, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,To express support for George W Bush,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Married men,White,Suburbs,Suburbs,8.0,Strong Democratic,DC Suburbs,High Density Urban,70s Suburbs,Urban Perimeter,Very upscale,20852.0
12311.0, Maryland,36.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.16077017784119,Ben Cardin (Dem),Martin O'Malley (Dem),Female,White,25-29,Independent,Moderate,$30k-$50k,Catholic,Once a week,College graduate,No one does,No,No,Strongly disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,I dislike the other candidate,Both do,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,To express opposition to George W Bush,White female,White female,18-29,25-29,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,All others,All others,Other women, Women without children,Single women,White,Suburbs,Suburbs,2.0,Strong Democratic,Baltimore Suburbs,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,21234.0
12328.0, Maryland,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.773080408573151,Ben Cardin (Dem),Martin O'Malley (Dem),Male,Black,40-44,Independent,Moderate,$200k or more,Muslim,A few times a month,Postgraduate study,No one does,Yes,Yes,Strongly disapprove,Somewhat confident,Withdraw some troops,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Not at all important,I dislike the other candidate,Only the Democratic Party,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,To express opposition to George W Bush,Non-white male,Non-white,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Something else,Non-White,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,All others,Married with children,All men,Men with children,Married men,Black,Suburbs,Suburbs,5.0,Strong Democratic,Rest of State,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,20639.0
12332.0, Maryland,120.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.11393690109253,Ben Cardin (Dem),,Male,Black,60-64,Democratic,Moderate,$150k-$200k,Catholic,Once a week,Some college or associate degree,"Yes, I do and someone else does",Yes,No,Somewhat disapprove,Somewhat confident,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,I dislike the other candidate,Both do,Good,Excellent/Good, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,To express opposition to George W Bush,Non-white male,Non-white,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,$100k or more,Catholic,Non-White,Weekly,Catholic/Attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others,All others,All others,All men,Men without children,Married men,Black,Suburbs,Suburbs,4.0,Strong Democratic,DC Suburbs,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,20748.0
12340.0, Maryland,60.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.10436081886292,Michael Steele (Rep),Robert Ehlich (Rep),Male,White,65-74,Republican,Conservative,$75k-$100k,Protestant,Never,Some college or associate degree,"Yes, I do",Yes,No,Somewhat approve,Very confident,No answer,Strongly disapprove,Extremely important,Extremely important,Extremely important,Not at all important,I strongly favor my candidate,Both do,Good,Excellent/Good, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,George W Bush was not a factor,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Never,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Approve,No answer,Disapprove,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others,All others,All others,All men,Men without children,Married men,White,Suburbs,Suburbs,1.0,Strong Republican,Baltimore Suburbs,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very downscale,21904.0
12341.0, Maryland,115.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.946730613708496,Ben Cardin (Dem),Martin O'Malley (Dem),Male,White,30-39,,,,,,,,Yes,Yes,Strongly disapprove,Somewhat confident,,,,,,,I strongly favor my candidate,Only the Democratic Party,Not so good,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,To express opposition to George W Bush,White male,White male,30-44,30-39,18-64,30-59,,,,,,,,,,Disapprove,,,Very/Somewhat confident,,,,All others,All others,Married with children,All men,Men with children,Married men,White,Suburbs,Suburbs,5.0,Strong Democratic,DC Suburbs,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,20782.0
12342.0, Maryland,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.837901413440704,Michael Steele (Rep),Robert Ehlich (Rep),Female,White,30-39,Independent,Moderate,$50k-$75k,Protestant,A few time a year,College graduate,No one does,Yes,No,Somewhat disapprove,Somewhat confident,Withdraw all troops,Somewhat disapprove,Somewhat important,Somewhat important,Extremely important,Somewhat important,I strongly favor my candidate,Both do,Good,Excellent/Good, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,George W Bush was not a factor,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),Married women,All others,All others,Other women, Women without children,Married women,White,Suburbs,Suburbs,3.0,Strong Democratic,Baltimore Suburbs,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,21136.0
12348.0, Maryland,134.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.572375774383545,Michael Steele (Rep),Robert Ehlich (Rep),Male,White,50-59,Republican,Conservative,$100k-$150k,Other Christian,A few time a year,High school graduate,No one does,Yes,No,Strongly approve,Very confident,Send more troops,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,I strongly favor my candidate,No Answer,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,To express support for George W Bush,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Married men,White,Suburbs,Suburbs,6.0,Strong Republican,Rest of State,Suburb,60s Suburbs,Urban Perimeter,Very downscale,21795.0
12353.0, Maryland,74.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.621116101741791,Ben Cardin (Dem),Martin O'Malley (Dem),Male,White,45-49,Democratic,Moderate,$50k-$75k,Something else,Never,Some college or associate degree,No one does,No,No,Strongly disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Somewhat important,I dislike the other candidate,Only the Democratic Party,Not so good,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,To express opposition to George W Bush,White male,White male,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Something else,White Something else,Never,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Single men,White,Suburbs,Suburbs,6.0,Strong Republican,Baltimore Suburbs,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21132.0
12358.0, Maryland,135.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.3661564588546802,Michael Steele (Rep),Robert Ehlich (Rep),Male,White,60-64,Republican,Conservative,$75k-$100k,Protestant,More than once a week,Some college or associate degree,No one does,Yes,No,Strongly approve,Very confident,Maintain the same number of troops,Strongly approve,Somewhat important,Extremely important,Extremely important,Extremely important,I strongly favor my candidate,No Answer,Excellent,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,George W Bush was not a factor,White male,White male,60 or over,50-64,18-64,60 or over,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Married men,White,"Cities 10,000-50,000",Small Cities/Rural,6.0,Strong Republican,Rest of State,Suburb,Rural,Rural,Very downscale,21740.0
12360.0, Maryland,48.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.556269347667694,Ben Cardin (Dem),Martin O'Malley (Dem),Female,Black,45-49,Democratic,Liberal,$50k-$75k,Other Christian,More than once a week,College graduate,"Yes, someone else does",Yes,Yes,Strongly disapprove,Very confident,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,I strongly favor my candidate,Both do,Not so good,Not so good/Poor,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,To express opposition to George W Bush,Non-white female,Non-white,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,Weekly,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",Married women,Women with children,Married with children,Married women with children,Women with children,Married women,Black,"Cities over 500,000","Cities over 50,000",3.0,Strong Democratic,Baltimore City,High Density Urban,Urban,Urban Core,Very downscale,21216.0
12370.0, Maryland,128.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.69549298286438,Ben Cardin (Dem),Martin O'Malley (Dem),Female,White,30-39,Independent,Liberal,$50k-$75k,Something else,Never,College graduate,No one does,Yes,Yes,Strongly disapprove,Not very confident,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Extremely important,I strongly favor my candidate,Neither does,Not so good,Not so good/Poor,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,George W Bush was not a factor,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Something else,White Something else,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Not very/Not at all confident,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,Rural,Small Cities/Rural,5.0,Strong Democratic,Rest of State,Low Density Rural,Rural,Rural,Downscale,20656.0
12377.0, Maryland,86.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.14488351345062,Ben Cardin (Dem),Martin O'Malley (Dem),Male,Asian,50-59,Democratic,Moderate,$100k-$150k,Something else,More than once a week,Postgraduate study,No one does,Yes,Yes,Somewhat disapprove,Very confident,Maintain the same number of troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,I strongly favor my candidate,Both do,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,To express opposition to George W Bush,Non-white male,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Something else,Non-White,Weekly,All others,College graduate,At least some college,Disapprove,Same number or more troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,All others,Married with children,All men,Men with children,Married men,Asian,Suburbs,Suburbs,4.0,Strong Democratic,DC Suburbs,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,20871.0
12378.0, Maryland,18.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.972181677818298,Ben Cardin (Dem),Martin O'Malley (Dem),Male,White,50-59,Democratic,Liberal,$75k-$100k,None,Never,Some college or associate degree,No one does,No,No,Strongly disapprove,Somewhat confident,Withdraw some troops,Strongly disapprove,Not at all important,Not at all important,Not at all important,Not at all important,I strongly favor my candidate,Both do,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,George W Bush was not a factor,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,None,White None,Never,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Single men,White,Suburbs,Suburbs,1.0,Strong Republican,Baltimore Suburbs,High Density Urban,80s Suburbs,Urban Perimeter,Upscale,21236.0
12381.0, Maryland,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.984951555728912,Ben Cardin (Dem),Martin O'Malley (Dem),Female,White,75 or over,Democratic,Moderate,,Catholic,More than once a week,High school graduate,No one does,No,No,Strongly disapprove,Not very confident,Withdraw some troops,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Extremely important,I strongly favor my candidate,Neither does,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,To express opposition to George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,,,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Not very/Not at all confident,No,No,No (no union member in household),All others,All others,All others,Other women, Women without children,Single women,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Democratic,Baltimore Suburbs,Suburb,Urban,Urban Core,Very upscale,21204.0
12386.0, Maryland,109.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.784491300582886,Ben Cardin (Dem),Martin O'Malley (Dem),Male,Black,40-44,Democratic,Moderate,$75k-$100k,Other Christian,More than once a week,,,Yes,Yes,Somewhat disapprove,,Withdraw some troops,Somewhat disapprove,,,,,,,,,,,,,Non-white male,Non-white,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,Weekly,All others,,,Disapprove,Withdraw all or some troops,Disapprove,,,,,All others,All others,Married with children,All men,Men with children,Married men,Black,Suburbs,Suburbs,4.0,Strong Democratic,DC Suburbs,Suburb,80s Suburbs,Urban Perimeter,Very upscale,20721.0
12401.0, Maryland,119.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.690917491912842,Ben Cardin (Dem),Martin O'Malley (Dem),Female,White,45-49,Democratic,Moderate,$75k-$100k,None,Never,High school graduate,"Yes, I do",Yes,No,Strongly disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,I like my candidate but with reservations,Only the Democratic Party,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,To express opposition to George W Bush,White female,White female,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,None,White None,Never,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,Yes,Yes,I am (voter is member),Married women,All others,All others,Other women, Women without children,Married women,White,Suburbs,Suburbs,4.0,Strong Democratic,DC Suburbs,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,20747.0
12402.0, Maryland,115.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.91679435968399,Ben Cardin (Dem),Martin O'Malley (Dem),Female,White,30-39,Democratic,Liberal,$150k-$200k,Catholic,Once a week,Postgraduate study,"Yes, someone else does",Yes,Yes,Strongly disapprove,Very confident,Maintain the same number of troops,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Somewhat important,I strongly favor my candidate,Both do,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,George W Bush was not a factor,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,Catholic,White Catholic,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,Same number or more troops,Disapprove,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,Suburbs,Suburbs,5.0,Strong Democratic,DC Suburbs,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,20782.0
